sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB
JOZILTS,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X
JOZISTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
JOZISLT,X,X,O,O,X,O,X,O,X,X,O,X,O,O,O,O,O,X
JOZLTIS,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
JOZLTSI,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X
JOZLITS,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
JOZLIST,O,X,O,X,X,X,X,X,O,O,X,X,O,O,O,O,X,X
JOZLSTI,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,O,X
JOZLSIT,O,X,O,O,X,O,X,X,O,X,X,O,O,O,X,O,O,X
JOZSTIL,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,O,O,X
JOZSTLI,X,X,X,O,X,O,X,X,X,X,O,O,O,X,X,O,O,X
JOZSITL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
JOZSILT,O,X,O,O,X,O,X,O,X,X,O,O,O,O,X,O,O,X
JOZSLTI,O,X,O,O,X,O,X,O,X,X,O,O,O,O,X,O,O,X
JOZSLIT,O,X,O,O,X,O,X,O,X,X,O,O,O,O,X,O,O,X
STILJZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STILZJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
STIOZJL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZILOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
STZIOJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZLIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STZJOLI,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
STZOIJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZOLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
STOIZJL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
STOZIJL,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STOZLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SITOZJL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOZJT,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTLJO,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZTOJL,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIZLTJO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLOJT,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
SIZJTLO,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZOTJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZOLJT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
SIZOJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
SIOTLJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SIOTZJL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOLZJT,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOZTJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOZLJT,O,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,O,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,O
SLTIJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
