sequence,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBTPB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeTDJvhFKZB6UB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBJQB?uaBzLBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeaDJvhFvaBeRB?TLBUhBqcBpeB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8Jeq8IvhFKYBTjB?fZBJQBuaBUhB
LOTILSJZ,X,O,X,X,O
LOTILSZJ,X,O,X,X,O
LOTILZJS,X,O,X,X,O
LOTILZSJ,X,O,X,X,O
LOTIJLSZ,X,O,X,X,O
LOTIJLZS,X,O,X,X,O
LOTIJSLZ,X,O,X,X,O
LOTIJSZL,X,O,X,X,O
LOTIJZLS,X,O,X,X,O
LOTIJZSL,X,O,X,X,O
LOTISLJZ,X,O,X,X,O
LOTISLZJ,X,O,X,X,O
LOTISJLZ,X,O,X,X,O
LOTISJZL,X,O,X,X,O
LOTISZLJ,X,O,X,X,O
LOTISZJL,X,O,X,X,O
LOTIZLJS,X,O,X,X,O
LOTIZLSJ,X,O,X,X,O
LOTIZJLS,X,O,X,X,O
LOTIZJSL,X,O,X,X,O
LOTIZSLJ,X,O,X,X,O
LOTIZSJL,X,O,X,X,O
LOTLIJSZ,X,O,X,X,O
LOTLIJZS,X,O,X,X,O
LOTLISJZ,X,O,X,X,O
LOTLISZJ,X,O,X,X,O
LOTLIZJS,X,O,X,X,O
LOTLIZSJ,X,O,X,X,O
LOTLJISZ,X,O,X,X,O
LOTLJIZS,X,O,X,X,O
LOTLJSIZ,X,O,X,X,O
LOTLJSZI,X,O,X,X,O
LOTLJZIS,X,O,X,X,O
LOTLJZSI,X,O,X,X,O
LOTLSIJZ,X,O,X,X,O
LOTLSIZJ,X,O,X,X,O
LOTLSJIZ,X,O,X,X,O
LOTLSJZI,X,O,X,X,O
LOTLSZIJ,X,O,X,X,O
LOTLSZJI,X,O,X,X,O
LOTLZIJS,X,O,X,X,O
LOTLZISJ,X,O,X,X,O
LOTLZJIS,X,O,X,X,O
LOTLZJSI,X,O,X,X,O
LOTLZSIJ,X,O,X,X,O
LOTLZSJI,X,O,X,X,O
LOTJILSZ,X,O,X,X,O
LOTJILZS,X,O,X,X,O
LOTJISLZ,X,O,X,X,O
LOTJISZL,X,O,X,X,O
LOTJIZLS,X,O,X,X,O
LOTJIZSL,X,O,X,X,O
LOTJLISZ,X,O,X,X,O
LOTJLIZS,X,O,X,X,O
LOTJLSIZ,X,O,X,X,O
LOTJLSZI,X,O,X,X,O
LOTJLZIS,X,O,X,X,O
LOTJLZSI,X,O,X,X,O
LOTJSILZ,X,O,X,X,O
LOTJSIZL,X,O,X,X,O
LOTJSLIZ,X,O,X,X,O
LOTJSLZI,X,O,X,X,O
LOTJSZIL,X,O,X,X,O
LOTJSZLI,X,O,X,X,O
LOTJZILS,X,O,X,X,O
LOTJZISL,X,O,X,X,O
LOTJZLIS,X,O,X,X,O
LOTJZLSI,X,O,X,X,O
LOTJZSIL,X,O,X,X,O
LOTJZSLI,X,O,X,X,O
LOTSILJZ,X,O,X,X,O
LOTSILZJ,X,O,X,X,O
LOTSIJLZ,X,O,X,X,O
LOTSIJZL,X,O,X,X,O
LOTSIZLJ,X,O,X,X,O
LOTSIZJL,X,O,X,X,O
LOTSLIJZ,X,O,X,X,O
LOTSLIZJ,X,O,X,X,O
LOTSLJIZ,X,O,X,X,O
LOTSLJZI,X,O,X,X,O
LOTSLZIJ,X,O,X,X,O
LOTSLZJI,X,O,X,X,O
LOTSJILZ,X,O,X,X,O
LOTSJIZL,X,O,X,X,O
LOTSJLIZ,X,O,X,X,O
LOTSJLZI,X,O,X,X,O
LOTSJZIL,X,O,X,X,O
LOTSJZLI,X,O,X,X,O
LOTSZILJ,X,O,X,X,O
LOTSZIJL,X,O,X,X,O
LOTSZLIJ,X,O,X,X,O
LOTSZLJI,X,O,X,X,O
LOTSZJIL,X,O,X,X,O
LOTSZJLI,X,O,X,X,O
LOTZILJS,X,O,X,X,O
LOTZILSJ,X,O,X,X,O
LOTZIJLS,X,O,X,X,O
LOTZIJSL,X,O,X,X,O
LOTZISLJ,X,O,X,X,O
LOTZISJL,X,O,X,X,O
LOTZLIJS,X,O,X,X,O
LOTZLISJ,X,O,X,X,O
LOTZLJIS,X,O,X,X,O
LOTZLJSI,X,O,X,X,O
LOTZLSIJ,X,O,X,X,O
LOTZLSJI,X,O,X,X,O
LOTZJILS,X,O,X,X,O
LOTZJISL,X,O,X,X,O
LOTZJLIS,X,O,X,X,O
LOTZJLSI,X,O,X,X,O
LOTZJSIL,X,O,X,X,O
LOTZJSLI,X,O,X,X,O
LOTZSILJ,X,O,X,X,O
LOTZSIJL,X,O,X,X,O
LOTZSLIJ,X,O,X,X,O
LOTZSLJI,X,O,X,X,O
LOTZSJIL,X,O,X,X,O
LOTZSJLI,X,O,X,X,O
LOITLJSZ,X,O,X,X,O
LOITLJZS,X,O,X,X,O
LOITLSJZ,X,O,X,X,O
LOITLSZJ,X,O,X,X,O
LOITLZJS,X,O,X,X,O
LOITLZSJ,X,O,X,X,O
LOITJLSZ,X,O,X,X,O
LOITJLZS,X,O,X,X,O
LOITJSLZ,X,O,X,X,O
LOITJSZL,X,O,X,X,O
LOITJZLS,X,O,X,X,O
LOITJZSL,X,O,X,X,O
LOITSLJZ,X,O,X,X,O
LOITSLZJ,X,O,X,X,O
LOITSJLZ,X,O,X,X,O
LOITSJZL,X,O,X,X,O
LOITSZLJ,X,O,X,X,O
LOITSZJL,X,O,X,X,O
LOITZLJS,X,O,X,X,O
LOITZLSJ,X,O,X,X,O
LOITZJLS,X,O,X,X,O
LOITZJSL,X,O,X,X,O
LOITZSLJ,X,O,X,X,O
LOITZSJL,X,O,X,X,O
LOILTJSZ,O,O,X,X,O
LOILTJZS,O,O,X,X,O
LOILTSJZ,O,O,X,X,O
LOILTSZJ,O,O,X,X,O
LOILTZJS,O,O,X,X,O
LOILTZSJ,O,O,X,X,O
LOILJTSZ,O,O,O,X,O
LOILJTZS,O,O,O,X,O
LOILJSTZ,O,O,O,X,O
LOILJSZT,O,O,O,X,O
LOILJZTS,O,O,O,X,O
LOILJZST,O,O,O,X,O
LOILSTJZ,O,O,X,O,O
LOILSTZJ,O,O,X,O,O
LOILSJTZ,O,O,O,O,O
LOILSJZT,O,O,O,O,O
LOILSZTJ,O,O,X,O,O
LOILSZJT,O,O,O,O,O
LOILZTJS,O,O,X,X,O
LOILZTSJ,O,O,X,X,O
LOILZJTS,O,O,O,X,O
LOILZJST,O,O,O,X,O
LOILZSTJ,O,O,X,O,O
LOILZSJT,O,O,O,O,O
LOIJTLSZ,X,O,O,X,O
LOIJTLZS,X,O,O,X,O
LOIJTSLZ,X,O,O,X,O
LOIJTSZL,X,O,O,X,O
LOIJTZLS,X,O,O,X,O
LOIJTZSL,X,O,O,X,O
LOIJLTSZ,O,O,O,X,O
LOIJLTZS,O,O,O,X,O
LOIJLSTZ,O,O,O,X,O
LOIJLSZT,O,O,O,X,O
LOIJLZTS,O,O,O,X,O
LOIJLZST,O,O,O,X,O
LOIJSTLZ,X,O,O,X,O
LOIJSTZL,X,O,O,X,O
LOIJSLTZ,O,O,O,X,O
LOIJSLZT,O,O,O,X,O
LOIJSZTL,X,O,O,X,O
LOIJSZLT,O,O,O,X,O
LOIJZTLS,X,O,O,X,O
LOIJZTSL,X,O,O,X,O
LOIJZLTS,O,O,O,X,O
LOIJZLST,O,O,O,X,O
LOIJZSTL,X,O,O,X,O
LOIJZSLT,O,O,O,X,O
LOISTLJZ,X,O,X,O,O
LOISTLZJ,X,O,X,O,O
LOISTJLZ,X,O,X,O,O
LOISTJZL,X,O,X,O,O
LOISTZLJ,X,O,X,O,O
LOISTZJL,X,O,X,O,O
LOISLTJZ,O,O,X,O,O
LOISLTZJ,O,O,X,O,O
LOISLJTZ,O,O,O,O,O
LOISLJZT,O,O,O,O,O
LOISLZTJ,O,O,X,O,O
LOISLZJT,O,O,O,O,O
LOISJTLZ,X,O,O,O,O
LOISJTZL,X,O,O,O,O
LOISJLTZ,O,O,O,O,O
LOISJLZT,O,O,O,O,O
LOISJZTL,X,O,O,O,O
LOISJZLT,O,O,O,O,O
LOISZTLJ,X,O,X,O,O
LOISZTJL,X,O,X,O,O
LOISZLTJ,O,O,X,O,O
LOISZLJT,O,O,O,O,O
LOISZJTL,X,O,O,O,O
LOISZJLT,O,O,O,O,O
LOIZTLJS,X,O,X,X,O
LOIZTLSJ,X,O,X,X,O
LOIZTJLS,X,O,X,X,O
LOIZTJSL,X,O,X,X,O
LOIZTSLJ,X,O,X,X,O
LOIZTSJL,X,O,X,X,O
LOIZLTJS,O,O,X,X,O
LOIZLTSJ,O,O,X,X,O
LOIZLJTS,O,O,O,X,O
LOIZLJST,O,O,O,X,O
LOIZLSTJ,O,O,X,O,O
LOIZLSJT,O,O,O,O,O
LOIZJTLS,X,O,O,X,O
LOIZJTSL,X,O,O,X,O
LOIZJLTS,O,O,O,X,O
LOIZJLST,O,O,O,X,O
LOIZJSTL,X,O,O,X,O
LOIZJSLT,O,O,O,X,O
LOIZSTLJ,X,O,X,O,O
LOIZSTJL,X,O,X,O,O
LOIZSLTJ,O,O,X,O,O
LOIZSLJT,O,O,O,O,O
LOIZSJTL,X,O,O,O,O
LOIZSJLT,O,O,O,O,O
LOLTIJSZ,O,O,X,X,O
LOLTIJZS,O,O,X,X,O
LOLTISJZ,O,O,X,X,O
LOLTISZJ,O,O,X,X,O
LOLTIZJS,O,O,X,X,O
LOLTIZSJ,O,O,X,X,O
LOLTJISZ,O,O,X,X,O
LOLTJIZS,O,O,X,X,O
LOLTJSIZ,O,O,X,X,O
LOLTJSZI,O,O,X,X,O
LOLTJZIS,O,O,X,X,O
LOLTJZSI,O,O,X,X,O
LOLTSIJZ,O,O,X,X,O
LOLTSIZJ,O,O,X,X,O
LOLTSJIZ,O,O,X,X,O
LOLTSJZI,O,O,X,X,O
LOLTSZIJ,O,O,X,X,O
LOLTSZJI,O,O,X,X,O
LOLTZIJS,O,O,X,X,O
LOLTZISJ,O,O,X,X,O
LOLTZJIS,O,O,X,X,O
LOLTZJSI,O,O,X,X,O
LOLTZSIJ,O,O,X,X,O
LOLTZSJI,O,O,X,X,O
LOLITJSZ,O,O,X,X,O
LOLITJZS,O,O,X,X,O
LOLITSJZ,O,O,X,X,O
LOLITSZJ,O,O,X,X,O
LOLITZJS,O,O,X,X,O
LOLITZSJ,O,O,X,X,O
LOLIJTSZ,O,O,O,X,O
LOLIJTZS,O,O,O,X,O
LOLIJSTZ,O,O,O,X,O
LOLIJSZT,O,O,O,X,O
LOLIJZTS,O,O,O,X,O
LOLIJZST,O,O,O,X,O
LOLISTJZ,O,O,X,O,O
LOLISTZJ,O,O,X,O,O
LOLISJTZ,O,O,O,O,O
LOLISJZT,O,O,O,O,O
LOLISZTJ,O,O,X,O,O
LOLISZJT,O,O,O,O,O
LOLIZTJS,O,O,X,X,O
LOLIZTSJ,O,O,X,X,O
LOLIZJTS,O,O,O,X,O
LOLIZJST,O,O,O,X,O
LOLIZSTJ,O,O,X,O,O
LOLIZSJT,O,O,O,O,O
LOLJTISZ,O,O,O,X,O
LOLJTIZS,O,O,O,X,O
LOLJTSIZ,O,O,O,X,O
LOLJTSZI,O,O,O,X,O
LOLJTZIS,O,O,O,X,O
LOLJTZSI,O,O,O,X,O
LOLJITSZ,O,O,O,X,O
LOLJITZS,O,O,O,X,O
LOLJISTZ,O,O,O,X,O
LOLJISZT,O,O,O,X,O
LOLJIZTS,O,O,O,X,O
LOLJIZST,O,O,O,X,O
LOLJSTIZ,O,O,O,X,O
LOLJSTZI,O,O,O,X,O
LOLJSITZ,O,O,O,X,O
LOLJSIZT,O,O,O,X,O
LOLJSZTI,O,O,O,X,O
LOLJSZIT,O,O,O,X,O
LOLJZTIS,O,O,O,X,O
LOLJZTSI,O,O,O,X,O
LOLJZITS,O,O,O,X,O
LOLJZIST,O,O,O,X,O
LOLJZSTI,O,O,O,X,O
LOLJZSIT,O,O,O,X,O
LOLSTIJZ,O,O,X,O,O
LOLSTIZJ,O,O,X,O,O
LOLSTJIZ,O,O,X,O,O
LOLSTJZI,O,O,X,O,O
LOLSTZIJ,O,O,X,O,O
LOLSTZJI,O,O,X,O,O
LOLSITJZ,O,O,X,O,O
LOLSITZJ,O,O,X,O,O
LOLSIJTZ,O,O,O,O,O
LOLSIJZT,O,O,O,O,O
LOLSIZTJ,O,O,X,O,O
LOLSIZJT,O,O,O,O,O
LOLSJTIZ,O,O,O,O,O
LOLSJTZI,O,O,O,O,O
LOLSJITZ,O,O,O,O,O
LOLSJIZT,O,O,O,O,O
LOLSJZTI,O,O,O,O,O
LOLSJZIT,O,O,O,O,O
LOLSZTIJ,O,O,X,O,O
LOLSZTJI,O,O,X,O,O
LOLSZITJ,O,O,X,O,O
LOLSZIJT,O,O,O,O,O
LOLSZJTI,O,O,O,O,O
LOLSZJIT,O,O,O,O,O
LOLZTIJS,O,O,X,X,O
LOLZTISJ,O,O,X,X,O
LOLZTJIS,O,O,X,X,O
LOLZTJSI,O,O,X,X,O
LOLZTSIJ,O,O,X,X,O
LOLZTSJI,O,O,X,X,O
LOLZITJS,O,O,X,X,O
LOLZITSJ,O,O,X,X,O
LOLZIJTS,O,O,O,X,O
LOLZIJST,O,O,O,X,O
LOLZISTJ,O,O,X,O,O
LOLZISJT,O,O,O,O,O
LOLZJTIS,O,O,O,X,O
LOLZJTSI,O,O,O,X,O
LOLZJITS,O,O,O,X,O
LOLZJIST,O,O,O,X,O
LOLZJSTI,O,O,O,X,O
LOLZJSIT,O,O,O,X,O
LOLZSTIJ,O,O,X,O,O
LOLZSTJI,O,O,X,O,O
LOLZSITJ,O,O,X,O,O
LOLZSIJT,O,O,O,O,O
LOLZSJTI,O,O,O,O,O
LOLZSJIT,O,O,O,O,O
LOJTILSZ,X,O,O,X,O
LOJTILZS,X,O,O,X,O
LOJTISLZ,X,O,O,X,O
LOJTISZL,X,O,O,X,O
LOJTIZLS,X,O,O,X,O
LOJTIZSL,X,O,O,X,O
LOJTLISZ,X,O,O,X,O
LOJTLIZS,X,O,O,X,O
LOJTLSIZ,X,O,O,X,O
LOJTLSZI,X,O,O,X,O
LOJTLZIS,X,O,O,X,O
LOJTLZSI,X,O,O,X,O
LOJTSILZ,X,O,O,X,O
LOJTSIZL,X,O,O,X,O
LOJTSLIZ,X,O,O,X,O
LOJTSLZI,X,O,O,X,O
LOJTSZIL,X,O,O,X,O
LOJTSZLI,X,O,O,X,O
LOJTZILS,X,O,O,X,O
LOJTZISL,X,O,O,X,O
LOJTZLIS,X,O,O,X,O
LOJTZLSI,X,O,O,X,O
LOJTZSIL,X,O,O,X,O
LOJTZSLI,X,O,O,X,O
LOJITLSZ,X,O,O,X,O
LOJITLZS,X,O,O,X,O
LOJITSLZ,X,O,O,X,O
LOJITSZL,X,O,O,X,O
LOJITZLS,X,O,O,X,O
LOJITZSL,X,O,O,X,O
LOJILTSZ,O,O,O,X,O
LOJILTZS,O,O,O,X,O
LOJILSTZ,O,O,O,X,O
LOJILSZT,O,O,O,X,O
LOJILZTS,O,O,O,X,O
LOJILZST,O,O,O,X,O
LOJISTLZ,X,O,O,X,O
LOJISTZL,X,O,O,X,O
LOJISLTZ,O,O,O,X,O
LOJISLZT,O,O,O,X,O
LOJISZTL,X,O,O,X,O
LOJISZLT,O,O,O,X,O
LOJIZTLS,X,O,O,X,O
LOJIZTSL,X,O,O,X,O
LOJIZLTS,O,O,O,X,O
LOJIZLST,O,O,O,X,O
LOJIZSTL,X,O,O,X,O
LOJIZSLT,O,O,O,X,O
LOJLTISZ,O,O,O,X,O
LOJLTIZS,O,O,O,X,O
LOJLTSIZ,O,O,O,X,O
LOJLTSZI,O,O,O,X,O
LOJLTZIS,O,O,O,X,O
LOJLTZSI,O,O,O,X,O
LOJLITSZ,O,O,O,X,O
LOJLITZS,O,O,O,X,O
LOJLISTZ,O,O,O,X,O
LOJLISZT,O,O,O,X,O
LOJLIZTS,O,O,O,X,O
LOJLIZST,O,O,O,X,O
LOJLSTIZ,O,O,O,X,O
LOJLSTZI,O,O,O,X,O
LOJLSITZ,O,O,O,X,O
LOJLSIZT,O,O,O,X,O
LOJLSZTI,O,O,O,X,O
LOJLSZIT,O,O,O,X,O
LOJLZTIS,O,O,O,X,O
LOJLZTSI,O,O,O,X,O
LOJLZITS,O,O,O,X,O
LOJLZIST,O,O,O,X,O
LOJLZSTI,O,O,O,X,O
LOJLZSIT,O,O,O,X,O
LOJSTILZ,X,O,O,X,O
LOJSTIZL,X,O,O,X,O
LOJSTLIZ,X,O,O,X,O
LOJSTLZI,X,O,O,X,O
LOJSTZIL,X,O,O,X,O
LOJSTZLI,X,O,O,X,O
LOJSITLZ,X,O,O,X,O
LOJSITZL,X,O,O,X,O
LOJSILTZ,O,O,O,X,O
LOJSILZT,O,O,O,X,O
LOJSIZTL,X,O,O,X,O
LOJSIZLT,O,O,O,X,O
LOJSLTIZ,O,O,O,X,O
LOJSLTZI,O,O,O,X,O
LOJSLITZ,O,O,O,X,O
LOJSLIZT,O,O,O,X,O
LOJSLZTI,O,O,O,X,O
LOJSLZIT,O,O,O,X,O
LOJSZTIL,X,O,O,X,O
LOJSZTLI,X,O,O,X,O
LOJSZITL,X,O,O,X,O
LOJSZILT,O,O,O,X,O
LOJSZLTI,O,O,O,X,O
LOJSZLIT,O,O,O,X,O
LOJZTILS,X,O,O,X,O
LOJZTISL,X,O,O,X,O
LOJZTLIS,X,O,O,X,O
LOJZTLSI,X,O,O,X,O
LOJZTSIL,X,O,O,X,O
LOJZTSLI,X,O,O,X,O
LOJZITLS,X,O,O,X,O
LOJZITSL,X,O,O,X,O
LOJZILTS,O,O,O,X,O
LOJZILST,O,O,O,X,O
LOJZISTL,X,O,O,X,O
LOJZISLT,O,O,O,X,O
LOJZLTIS,O,O,O,X,O
LOJZLTSI,O,O,O,X,O
LOJZLITS,O,O,O,X,O
LOJZLIST,O,O,O,X,O
LOJZLSTI,O,O,O,X,O
LOJZLSIT,O,O,O,X,O
LOJZSTIL,X,O,O,X,O
LOJZSTLI,X,O,O,X,O
LOJZSITL,X,O,O,X,O
LOJZSILT,O,O,O,X,O
LOJZSLTI,O,O,O,X,O
LOJZSLIT,O,O,O,X,O
LOSTILJZ,X,O,X,O,O
LOSTILZJ,X,O,X,O,O
LOSTIJLZ,X,O,X,O,O
LOSTIJZL,X,O,X,O,O
LOSTIZLJ,X,O,X,O,O
LOSTIZJL,X,O,X,O,O
LOSTLIJZ,X,O,X,O,O
LOSTLIZJ,X,O,X,O,O
LOSTLJIZ,X,O,X,O,O
LOSTLJZI,X,O,X,O,O
LOSTLZIJ,X,O,X,O,O
LOSTLZJI,X,O,X,O,O
LOSTJILZ,X,O,X,O,O
LOSTJIZL,X,O,X,O,O
LOSTJLIZ,X,O,X,O,O
LOSTJLZI,X,O,X,O,O
LOSTJZIL,X,O,X,O,O
LOSTJZLI,X,O,X,O,O
LOSTZILJ,X,O,X,O,O
LOSTZIJL,X,O,X,O,O
LOSTZLIJ,X,O,X,O,O
LOSTZLJI,X,O,X,O,O
LOSTZJIL,X,O,X,O,O
LOSTZJLI,X,O,X,O,O
LOSITLJZ,X,O,X,O,O
LOSITLZJ,X,O,X,O,O
LOSITJLZ,X,O,X,O,O
LOSITJZL,X,O,X,O,O
LOSITZLJ,X,O,X,O,O
LOSITZJL,X,O,X,O,O
LOSILTJZ,O,O,X,O,O
LOSILTZJ,O,O,X,O,O
LOSILJTZ,O,O,O,O,O
LOSILJZT,O,O,O,O,O
LOSILZTJ,O,O,X,O,O
LOSILZJT,O,O,O,O,O
LOSIJTLZ,X,O,O,O,O
LOSIJTZL,X,O,O,O,O
LOSIJLTZ,O,O,O,O,O
LOSIJLZT,O,O,O,O,O
LOSIJZTL,X,O,O,O,O
LOSIJZLT,O,O,O,O,O
LOSIZTLJ,X,O,X,O,O
LOSIZTJL,X,O,X,O,O
LOSIZLTJ,O,O,X,O,O
LOSIZLJT,O,O,O,O,O
LOSIZJTL,X,O,O,O,O
LOSIZJLT,O,O,O,O,O
LOSLTIJZ,O,O,X,O,O
LOSLTIZJ,O,O,X,O,O
LOSLTJIZ,O,O,X,O,O
LOSLTJZI,O,O,X,O,O
LOSLTZIJ,O,O,X,O,O
LOSLTZJI,O,O,X,O,O
LOSLITJZ,O,O,X,O,O
LOSLITZJ,O,O,X,O,O
LOSLIJTZ,O,O,O,O,O
LOSLIJZT,O,O,O,O,O
LOSLIZTJ,O,O,X,O,O
LOSLIZJT,O,O,O,O,O
LOSLJTIZ,O,O,O,O,O
LOSLJTZI,O,O,O,O,O
LOSLJITZ,O,O,O,O,O
LOSLJIZT,O,O,O,O,O
LOSLJZTI,O,O,O,O,O
LOSLJZIT,O,O,O,O,O
LOSLZTIJ,O,O,X,O,O
LOSLZTJI,O,O,X,O,O
LOSLZITJ,O,O,X,O,O
LOSLZIJT,O,O,O,O,O
LOSLZJTI,O,O,O,O,O
LOSLZJIT,O,O,O,O,O
LOSJTILZ,X,O,O,O,O
LOSJTIZL,X,O,O,O,O
LOSJTLIZ,X,O,O,O,O
LOSJTLZI,X,O,O,O,O
LOSJTZIL,X,O,O,O,O
LOSJTZLI,X,O,O,O,O
LOSJITLZ,X,O,O,O,O
LOSJITZL,X,O,O,O,O
LOSJILTZ,O,O,O,O,O
LOSJILZT,O,O,O,O,O
LOSJIZTL,X,O,O,O,O
LOSJIZLT,O,O,O,O,O
LOSJLTIZ,O,O,O,O,O
LOSJLTZI,O,O,O,O,O
LOSJLITZ,O,O,O,O,O
LOSJLIZT,O,O,O,O,O
LOSJLZTI,O,O,O,O,O
LOSJLZIT,O,O,O,O,O
LOSJZTIL,X,O,O,O,O
LOSJZTLI,X,O,O,O,O
LOSJZITL,X,O,O,O,O
LOSJZILT,O,O,O,O,O
LOSJZLTI,O,O,O,O,O
LOSJZLIT,O,O,O,O,O
LOSZTILJ,X,O,X,O,O
LOSZTIJL,X,O,X,O,O
LOSZTLIJ,X,O,X,O,O
LOSZTLJI,X,O,X,O,O
LOSZTJIL,X,O,X,O,O
LOSZTJLI,X,O,X,O,O
LOSZITLJ,X,O,X,O,O
LOSZITJL,X,O,X,O,O
LOSZILTJ,O,O,X,O,O
LOSZILJT,O,O,O,O,O
LOSZIJTL,X,O,O,O,O
LOSZIJLT,O,O,O,O,O
LOSZLTIJ,O,O,X,O,O
LOSZLTJI,O,O,X,O,O
LOSZLITJ,O,O,X,O,O
LOSZLIJT,O,O,O,O,O
LOSZLJTI,O,O,O,O,O
LOSZLJIT,O,O,O,O,O
LOSZJTIL,X,O,O,O,O
LOSZJTLI,X,O,O,O,O
LOSZJITL,X,O,O,O,O
LOSZJILT,O,O,O,O,O
LOSZJLTI,O,O,O,O,O
LOSZJLIT,O,O,O,O,O
LOZTILJS,X,O,X,X,O
LOZTILSJ,X,O,X,X,O
LOZTIJLS,X,O,X,X,O
LOZTIJSL,X,O,X,X,O
LOZTISLJ,X,O,X,X,O
LOZTISJL,X,O,X,X,O
LOZTLIJS,X,O,X,X,O
LOZTLISJ,X,O,X,X,O
LOZTLJIS,X,O,X,X,O
LOZTLJSI,X,O,X,X,O
LOZTLSIJ,X,O,X,X,O
LOZTLSJI,X,O,X,X,O
LOZTJILS,X,O,X,X,O
LOZTJISL,X,O,X,X,O
LOZTJLIS,X,O,X,X,O
LOZTJLSI,X,O,X,X,O
LOZTJSIL,X,O,X,X,O
LOZTJSLI,X,O,X,X,O
LOZTSILJ,X,O,X,X,O
LOZTSIJL,X,O,X,X,O
LOZTSLIJ,X,O,X,X,O
LOZTSLJI,X,O,X,X,O
LOZTSJIL,X,O,X,X,O
LOZTSJLI,X,O,X,X,O
LOZITLJS,X,O,X,X,O
LOZITLSJ,X,O,X,X,O
LOZITJLS,X,O,X,X,O
LOZITJSL,X,O,X,X,O
LOZITSLJ,X,O,X,X,O
LOZITSJL,X,O,X,X,O
LOZILTJS,O,O,X,X,O
LOZILTSJ,O,O,X,X,O
LOZILJTS,O,O,O,X,O
LOZILJST,O,O,O,X,O
LOZILSTJ,O,O,X,O,O
LOZILSJT,O,O,O,O,O
LOZIJTLS,X,O,O,X,O
LOZIJTSL,X,O,O,X,O
LOZIJLTS,O,O,O,X,O
LOZIJLST,O,O,O,X,O
LOZIJSTL,X,O,O,X,O
LOZIJSLT,O,O,O,X,O
LOZISTLJ,X,O,X,O,O
LOZISTJL,X,O,X,O,O
LOZISLTJ,O,O,X,O,O
LOZISLJT,O,O,O,O,O
LOZISJTL,X,O,O,O,O
LOZISJLT,O,O,O,O,O
LOZLTIJS,O,O,X,X,O
LOZLTISJ,O,O,X,X,O
LOZLTJIS,O,O,X,X,O
LOZLTJSI,O,O,X,X,O
LOZLTSIJ,O,O,X,X,O
LOZLTSJI,O,O,X,X,O
LOZLITJS,O,O,X,X,O
LOZLITSJ,O,O,X,X,O
LOZLIJTS,O,O,O,X,O
LOZLIJST,O,O,O,X,O
LOZLISTJ,O,O,X,O,O
LOZLISJT,O,O,O,O,O
LOZLJTIS,O,O,O,X,O
LOZLJTSI,O,O,O,X,O
LOZLJITS,O,O,O,X,O
LOZLJIST,O,O,O,X,O
LOZLJSTI,O,O,O,X,O
LOZLJSIT,O,O,O,X,O
LOZLSTIJ,O,O,X,O,O
LOZLSTJI,O,O,X,O,O
LOZLSITJ,O,O,X,O,O
LOZLSIJT,O,O,O,O,O
LOZLSJTI,O,O,O,O,O
LOZLSJIT,O,O,O,O,O
LOZJTILS,X,O,O,X,O
LOZJTISL,X,O,O,X,O
LOZJTLIS,X,O,O,X,O
LOZJTLSI,X,O,O,X,O
LOZJTSIL,X,O,O,X,O
LOZJTSLI,X,O,O,X,O
LOZJITLS,X,O,O,X,O
LOZJITSL,X,O,O,X,O
LOZJILTS,O,O,O,X,O
LOZJILST,O,O,O,X,O
LOZJISTL,X,O,O,X,O
LOZJISLT,O,O,O,X,O
LOZJLTIS,O,O,O,X,O
LOZJLTSI,O,O,O,X,O
LOZJLITS,O,O,O,X,O
LOZJLIST,O,O,O,X,O
LOZJLSTI,O,O,O,X,O
LOZJLSIT,O,O,O,X,O
LOZJSTIL,X,O,O,X,O
LOZJSTLI,X,O,O,X,O
LOZJSITL,X,O,O,X,O
LOZJSILT,O,O,O,X,O
LOZJSLTI,O,O,O,X,O
LOZJSLIT,O,O,O,X,O
LOZSTILJ,X,O,X,O,O
LOZSTIJL,X,O,X,O,O
LOZSTLIJ,X,O,X,O,O
LOZSTLJI,X,O,X,O,O
LOZSTJIL,X,O,X,O,O
LOZSTJLI,X,O,X,O,O
LOZSITLJ,X,O,X,O,O
LOZSITJL,X,O,X,O,O
LOZSILTJ,O,O,X,O,O
LOZSILJT,O,O,O,O,O
LOZSIJTL,X,O,O,O,O
LOZSIJLT,O,O,O,O,O
LOZSLTIJ,O,O,X,O,O
LOZSLTJI,O,O,X,O,O
LOZSLITJ,O,O,X,O,O
LOZSLIJT,O,O,O,O,O
LOZSLJTI,O,O,O,O,O
LOZSLJIT,O,O,O,O,O
LOZSJTIL,X,O,O,O,O
LOZSJTLI,X,O,O,O,O
LOZSJITL,X,O,O,O,O
LOZSJILT,O,O,O,O,O
LOZSJLTI,O,O,O,O,O
LOZSJLIT,O,O,O,O,O
