sequence,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFDqOBAAvhFRmBzfB3dB0bBOfBlhB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VB6+ytCp/AAAvhF0hB1lBTfB3iBRhBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBz+aFDp/AAAvhFXiB1lBTfBUhBRiBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ9aFDqOBAAvhFxlBfiBzbBsfBOfBliB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJNegCs/AAAvhFxkB/jBFiBTaBibBGiB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBa9KxCqCBAAvhF0fB/jBTdBlgBGcBifB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KWCqOBAAvhFxlB/jBzbBifBGdBlfB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBpvbgCsOBAAvhFxkBGjBfiBTaBibBliB,v115@RhG8AeH8AeC8JeTCYaAFLDmClcJSAVDEHBEooRBPoA?VBJtjxCqCBAAvhFRlB/jBUcBVgBOfBCiB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJtHgCsOBAAvhFxkB/jBGiBTaBibBFiB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KxCqCBAAvhFxlB/jBzbBlfBGdBifB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBK9KWC6OBAAvhF2kB/jBTdBShB0aBlgB,v115@RhG8AeH8AeC8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBPtjWC0/AAAvhFTfB/jB0cB6iB1gBmfB,v115@RhG8AeH8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBadNPCvCBAAvhF0fB/jBxgBGdBzgBifB,v115@RhG8AeH8AeC8Je2FYaAFLDmClcJSAVDEHBEooRBKoA?VBPNmFDM+AAAvhFTfB/jBVhBUdBSnBxfB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUdNPCvCBAAvhFVmB/jBxfBGdBTfBigB,v115@RhG8AeH8AeC8Je0AYaAFLDmClcJSAVDEHBEooRBaoA?VBUd9VCv/AAAvhF1kB/jBxhBiaBTiBGhB,v115@RhG8AeH8AeC8JeyEYaAFLDmClcJSAVDEHBEooRBMoA?VBzPFgC6OBAAvhF/jB+iBRhBTaB0gBlhB,v115@RhG8AeH8AeC8JeWHYaAFLDmClcJSAVDEHBEooRBKoA?VBTH8LC6OBAAvhF/jBTdBKfBRgBUgBFhB,v115@RhG8AeH8AeC8Je2EYaAFLDmClcJSAVDEHBEooRBKoA?VBTejxCMHBAAvhF/jBxgBUdBlaBSnBzgB
JOZTSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZITLS,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
JOZITSL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
JOZILTS,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
STILJZO,X,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STILJOZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STILZJO,X,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
STILZOJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
STILOJZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
STIJZOL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
STIJOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIZLJO,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
STIZLOJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
STIZJLO,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
STIZJOL,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
STIZOLJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
STIZOJL,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
STIOLJZ,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STIOJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIOJZL,X,O,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIOZLJ,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STIOZJL,X,O,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
STLIJZO,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLIZJO,X,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
STLIZOJ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STLIOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJIOZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STLJZIO,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLJZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STLJOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
STLZIOJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZJIO,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
STLZJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLOJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
STJILOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STJIZLO,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,O,X,X,X,O
STJIZOL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,O
STJIOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STJLIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STJLIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STJLZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
STJLOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJZILO,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,O,O,X,X,O
STJZIOL,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,O,X,X,X,O
STJZLIO,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJZOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
STJZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STJOIZL,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
STJOLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STJOLZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOZIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STJOZLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STZILJO,X,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
STZILOJ,X,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
STZIJLO,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
STZIJOL,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
STZIOLJ,X,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
STZIOJL,X,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
STZLIJO,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
STZLIOJ,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STZLJIO,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
STZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZLOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
STZJIOL,X,X,X,X,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X
STZJLIO,X,X,O,X,O,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X
STZJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STZJOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOIJL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STZOLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STZOJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STOIJLZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOIJZL,X,O,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
STOIZLJ,X,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STOIZJL,X,O,O,X,O,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X
STOLIJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
STOJLIZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STOJZLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZILJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZIJL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STOZLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SITLJOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
SITLZOJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SITLOJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
SITJZOL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X
SITJOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITZLJO,O,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
SITZLOJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SITZJLO,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,O,X,X,X
SITZJOL,X,X,X,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
SITZOLJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SITZOJL,O,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
SITOLJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITOZLJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,O,O,O,O,O,X,O,O,O,X,O,O,X,O,X,X,X,X
SILTJZO,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
SILTZJO,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SILTZOJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SILJZTO,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SILJOTZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SILJOZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SILZTJO,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SILZTOJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SILZJTO,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,O,X
SILZOTJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SILZOJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SILOTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SILOJZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SILOZTJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJTLOZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O
SIJTZOL,X,X,X,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
SIJTOLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIJTOZL,X,X,X,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
SIJLTZO,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJLTOZ,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SIJLZTO,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O
SIJLZOT,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SIJLOTZ,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SIJLOZT,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SIJZTLO,X,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O
SIJZTOL,X,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O
SIJZLTO,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,O
SIJZLOT,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,X,X
SIJZOTL,X,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O
SIJZOLT,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
SIJOLTZ,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,O,O,X
SIJOLZT,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
SIJOZTL,X,X,X,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O
SIJOZLT,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
SIZTLOJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
SIZTJLO,X,X,X,O,O,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
SIZTJOL,X,X,X,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X
SIZTOLJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
SIZTOJL,O,X,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X
SIZLTJO,O,X,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X
SIZLTOJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
SIZLJTO,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZJTLO,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X
SIZJTOL,X,X,X,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X
SIZJLTO,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZJLOT,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZJOTL,X,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SIZJOLT,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
SIZOTJL,O,X,X,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOTJZL,O,X,O,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X
SIOTZLJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SIOTZJL,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOLJZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOJTZL,O,X,X,X,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X
SIOJLTZ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X
SIOJZLT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIOZTJL,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
SIOZLJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X
SIOZJLT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
SLTIJZO,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
