sequence,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez7IvhERdBSjBUiBG?mBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeuAJvhERdBSjB/mBU?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez7IvhEfiBxdBCjBG?mBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeG8IvhExdBzgB8mBC?jBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeF9IvhETeBXhBSnBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBxqBu?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeWBJvhE6iBTeB8mBX?hBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBVmBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeWBJvhExdB8mBCjBX?hBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBUhBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhE+iBTeBUhB9?qB3rB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeX9IvhETeBSnBxqBu?qBFrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je8BJvhEGeBzgB3iBx?qBCrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeuAJvhESiBTeB/mBU?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhESjBzgBumB3?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR9IvhESjBVnB3lBT?mBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhESjBxqBuqBU?rBlsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhESjBUhBliBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeC8IvhETeBGiBxqB8?qBXsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeU8IvhETeBXiBxqBt?qBGsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhE+iBTeB3hB9?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je8BJvhESjBxqBuqBF?rB3sB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR9IvhESjB/mBUiB1?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je+CJvhETeBRhBUhB9?qB3rB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je+CJvhETeBRhB3hB9?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeU9IvhETeBFhBSnBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez8IvhESjBUhB3iBx?qBuqB
LTZISOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZSIOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZSJIO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZSJOI,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZSOIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZSOJI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOIJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTOJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOSZJI,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOZIJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJZOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJOSZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LITSZOJ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LITSOJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITZJOS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LITZSJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LITZOJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LITZOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LITOJSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJTSZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTZOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJTOSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJSOTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIJZSTO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LIJZOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIJZOST,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIJOTSZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,O,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIJOZST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LISTJZO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LISTOJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJZOT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJOTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LISZOJT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LISOTJZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJOS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZTSJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZTOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZJTSO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJTOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIZJSTO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIZJSOT,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIZJOST,O,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIZSTJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIZSJOT,X,O,X,X,O,O,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZSOJT,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZOTJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZOTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIZOJST,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIZOSTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZOSJT,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LIOTJSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOJZST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOZTSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIOZJST,X,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
LIOZSTJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIOZSJT,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LJTISZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSIZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTSOIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTSOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITZOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITOSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJISOTZ,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZTOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
