sequence,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBCdB?zfBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEuhBciB?zfBamBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?uhBciBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBuhB?ciBXgBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBxcB?OmBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBGdB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?CdBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?qhBTiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhETdBXgB?OmB0hBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?SiBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhEZhBSiB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWCJvhERgBzfB?amBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhEciBxgB?3hBmlBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEfiBzfB?UhB6nBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEFdBzfB?imBGmBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBzfB?UnBCnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEzfBFhB?3mB+nBasB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhExcBzfB?KmBUnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEzfB/mB?FiBimBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEciBXgB?ThBxrBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeOBJvhETdBFgB?xrBfsBCqB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhElcBXgB?2mBxrBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBimB?/mBTnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?FiBfsBGsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhExhBXgB?lmBimBcsB
LTISOZJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIZJSO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOSJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOSZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOZJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJISOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJSIZO,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZSIO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIZJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTSIOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIOZJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJIZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJZIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJOZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTSZJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSZOJI,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOIZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOZJI,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZISJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZIOSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSIO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZJOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZSIJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOJSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZOSJI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOISZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOIZJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOJZSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOSIZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOSJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOSJZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOSZJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZJSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZSJI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITJZSO,X,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITSJZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LITSZJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITSOJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LITSOZJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITZJSO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOSZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOZJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTSOZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTZSO,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LIJSTOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJSZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJSZOT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIJSOTZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJSOZT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISTZJO,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISTOJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISTOZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISJTZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJTOZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISJZTO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJZOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LISJOTZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LISZTJO,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LISZJTO,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LISZJOT,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISZOJT,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISOTZJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LISOZJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,X,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJSTO,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZSTJO,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LIZSJTO,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZSOJT,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZOTJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZOSJT,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
