sequence,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUByQB+GB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUB2QBqGB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?iWBMPBvSB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhFJRBtWB?3XBSeBMUB+LB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?aZBGYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?eZBSYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhEvWBJGB?0XB+ZBqNB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SBKLB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SByQB
SIZJTOL,X,O,X,X,X,O,X,X,X
SIZJLTO,O,O,X,X,O,O,X,X,X
SIZJLOT,O,O,X,X,O,O,X,X,X
SIZJOTL,X,O,X,X,O,O,O,X,X
SIZJOLT,O,O,X,X,O,O,O,X,X
SIZOTLJ,O,X,X,X,O,X,O,X,X
SIZOTJL,X,O,X,X,O,O,O,X,X
SIZOLTJ,O,X,X,X,O,X,O,X,X
SIZOLJT,O,O,X,X,O,O,O,X,X
SIZOJTL,X,O,X,X,O,O,O,X,X
SIZOJLT,O,O,X,X,O,O,O,X,X
SIOTLJZ,O,X,X,O,O,X,X,X,X
SIOTLZJ,O,X,X,O,O,X,X,X,X
SIOTJLZ,X,O,X,O,O,O,X,X,X
SIOTJZL,X,O,X,O,O,O,O,X,X
SIOTZLJ,O,X,X,O,O,X,O,X,X
SIOTZJL,X,O,X,O,O,O,O,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,X
SIOLTZJ,O,X,X,O,O,X,X,X,X
SIOLJTZ,O,O,X,O,O,O,X,X,X
SIOLJZT,O,O,X,O,O,O,O,X,X
SIOLZTJ,O,X,X,O,O,X,O,X,X
SIOLZJT,O,O,X,O,O,O,O,X,X
SIOJTLZ,X,O,X,O,O,O,X,X,X
SIOJTZL,X,O,X,O,O,O,O,X,X
SIOJLTZ,O,O,X,O,O,O,X,X,X
SIOJLZT,O,O,X,O,O,O,O,X,X
SIOJZTL,X,O,X,O,O,O,O,X,X
SIOJZLT,O,O,X,O,O,O,O,X,X
SIOZTLJ,O,X,X,O,O,X,O,X,X
SIOZTJL,X,O,X,O,O,O,O,X,X
SIOZLTJ,O,X,X,O,O,X,O,X,X
SIOZLJT,O,O,X,O,O,O,O,X,X
SIOZJTL,X,O,X,O,O,O,O,X,X
SIOZJLT,O,O,X,O,O,O,O,X,X
SLTIJZO,O,X,X,O,O,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,O,X,X,X,X
SLTIZOJ,O,X,X,O,O,X,X,X,X
SLTIOJZ,O,X,X,O,O,X,X,X,X
SLTIOZJ,O,X,X,O,O,X,X,X,X
SLTJIZO,O,X,X,O,O,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,X
SLTJZIO,O,X,X,O,O,X,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X,X
SLTZIJO,O,X,X,O,O,X,X,X,X
SLTZIOJ,O,X,X,O,O,X,X,X,X
SLTZJIO,O,X,X,O,O,X,X,X,X
SLTZJOI,O,X,X,O,X,X,X,X,X
SLTZOIJ,O,X,X,O,O,X,X,X,X
SLTZOJI,O,X,X,O,O,X,X,X,X
SLTOIJZ,O,X,X,O,O,X,X,X,X
SLTOIZJ,O,X,X,O,O,X,X,X,X
SLTOJIZ,O,X,X,O,O,X,X,X,X
SLTOJZI,O,X,X,O,O,X,X,X,X
SLTOZIJ,O,X,X,O,O,X,X,X,X
SLTOZJI,O,X,X,O,O,X,X,X,X
SLITJZO,O,X,X,O,O,X,X,X,X
SLITJOZ,O,X,X,O,X,X,X,X,X
SLITZJO,O,X,X,O,O,X,X,X,X
SLITZOJ,O,X,X,O,O,X,X,X,X
SLITOJZ,O,X,X,O,O,X,X,X,X
SLITOZJ,O,X,X,O,O,X,X,X,X
SLIJTZO,O,O,X,O,O,O,X,X,X
SLIJTOZ,O,O,X,O,X,X,X,X,X
SLIJZTO,O,O,X,O,O,O,X,X,X
SLIJZOT,O,O,X,O,O,O,X,X,X
SLIJOTZ,O,O,X,O,O,O,X,X,X
SLIJOZT,O,O,X,O,O,O,O,X,X
SLIZTJO,O,X,X,O,O,X,X,X,X
SLIZTOJ,O,X,X,O,O,X,X,X,X
SLIZJTO,O,O,X,O,O,O,X,X,X
SLIZJOT,O,O,X,O,O,O,X,X,X
SLIZOTJ,O,X,X,O,O,X,X,X,X
SLIZOJT,O,O,X,O,O,O,X,X,X
SLIOTJZ,O,X,X,O,O,X,X,X,X
SLIOTZJ,O,X,X,O,O,X,X,X,X
SLIOJTZ,O,O,X,O,O,O,X,X,X
SLIOJZT,O,O,X,O,O,O,O,X,X
SLIOZTJ,O,X,X,O,O,X,O,X,X
SLIOZJT,O,O,X,O,O,O,O,X,X
SLJTIZO,O,O,X,O,O,O,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,X,X
SLJTZIO,O,O,X,O,O,O,X,X,X
SLJTZOI,O,O,X,O,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X
SLJITZO,O,O,X,O,O,O,X,X,X
SLJITOZ,O,O,X,O,X,X,X,X,X
SLJIZTO,O,O,X,O,O,O,X,X,X
SLJIZOT,O,O,X,O,O,O,X,X,X
SLJIOTZ,O,O,X,O,O,O,X,X,X
SLJIOZT,O,O,X,O,O,O,O,X,X
SLJZTIO,O,O,X,O,O,O,X,X,X
SLJZTOI,O,O,X,O,X,X,X,X,X
SLJZITO,O,O,X,O,O,O,X,X,X
SLJZIOT,O,O,X,O,O,O,X,X,X
SLJZOTI,O,O,O,O,O,O,X,X,X
SLJZOIT,O,O,O,O,O,O,X,O,O
SLJOTIZ,O,O,O,O,O,O,X,X,X
SLJOTZI,O,O,O,O,O,O,X,X,X
SLJOITZ,O,O,O,O,O,O,X,O,X
SLJOIZT,O,O,O,O,O,O,O,O,X
SLJOZTI,O,O,O,O,O,O,O,X,X
SLJOZIT,O,O,O,O,O,O,O,O,O
SLZTIJO,O,X,X,O,O,X,X,X,X
SLZTIOJ,O,X,X,O,O,X,X,X,X
SLZTJIO,O,X,X,O,O,X,X,X,X
SLZTJOI,O,X,X,O,X,X,X,X,X
SLZTOIJ,O,X,X,O,O,X,X,X,X
SLZTOJI,O,X,X,O,O,X,X,X,X
SLZITJO,O,X,X,O,O,X,X,X,X
SLZITOJ,O,X,X,O,O,X,X,X,X
SLZIJTO,O,O,X,O,O,O,X,X,X
SLZIJOT,O,O,X,O,O,O,X,X,X
SLZIOTJ,O,X,X,O,O,X,X,X,X
SLZIOJT,O,O,X,O,O,O,X,X,X
SLZJTIO,O,O,X,O,O,O,X,X,X
SLZJTOI,O,O,X,O,X,X,X,X,X
SLZJITO,O,O,X,O,O,O,X,X,X
SLZJIOT,O,O,X,O,O,O,X,X,X
SLZJOTI,O,O,X,O,O,O,X,X,X
SLZJOIT,O,O,X,O,O,O,X,O,O
SLZOTIJ,O,X,X,O,O,X,X,X,X
SLZOTJI,O,X,X,O,O,X,X,X,X
SLZOITJ,O,X,X,O,O,X,X,O,O
SLZOIJT,O,O,X,O,O,O,X,O,O
SLZOJTI,O,O,X,O,O,O,X,X,X
SLZOJIT,O,O,X,O,O,O,X,O,O
SLOTIJZ,O,X,O,O,O,X,X,X,X
SLOTIZJ,O,X,X,O,O,X,X,X,X
SLOTJIZ,O,X,O,O,O,X,X,X,X
SLOTJZI,O,X,O,O,O,X,X,X,X
SLOTZIJ,O,X,X,O,O,X,X,X,X
SLOTZJI,O,X,X,O,O,X,X,X,X
SLOITJZ,O,X,O,O,O,X,X,O,X
SLOITZJ,O,X,X,O,O,X,X,O,X
SLOIJTZ,O,O,O,O,O,O,X,O,X
SLOIJZT,O,O,O,O,O,O,O,O,X
SLOIZTJ,O,X,X,O,O,X,O,O,X
SLOIZJT,O,O,O,O,O,O,O,O,X
SLOJTIZ,O,O,O,O,O,O,X,X,X
SLOJTZI,O,O,O,O,O,O,X,X,X
SLOJITZ,O,O,O,O,O,O,X,O,X
SLOJIZT,O,O,O,O,O,O,O,O,X
SLOJZTI,O,O,O,O,O,O,O,X,X
SLOJZIT,O,O,O,O,O,O,O,O,O
SLOZTIJ,O,X,X,O,O,X,O,X,X
SLOZTJI,O,X,X,O,O,X,O,X,X
SLOZITJ,O,X,X,O,O,X,O,O,O
SLOZIJT,O,O,O,O,O,O,O,O,O
SLOZJTI,O,O,O,O,O,O,O,X,X
SLOZJIT,O,O,O,O,O,O,O,O,O
SJTILZO,X,O,X,O,O,O,X,X,X
SJTILOZ,X,O,X,O,X,X,X,X,X
SJTIZLO,X,O,X,X,O,O,X,X,X
SJTIZOL,X,O,X,X,X,O,X,X,X
SJTIOLZ,X,O,X,O,X,O,X,X,X
SJTIOZL,X,O,X,O,X,O,O,X,X
SJTLIZO,X,O,X,O,O,O,X,X,X
SJTLIOZ,X,O,X,O,X,X,X,X,X
SJTLZIO,X,O,X,O,O,O,X,X,X
SJTLZOI,X,O,X,O,X,X,X,X,X
SJTLOIZ,X,O,X,O,X,X,X,X,X
SJTLOZI,X,O,X,O,X,X,X,X,X
SJTZILO,X,O,X,X,O,O,X,X,X
SJTZIOL,X,O,X,X,X,O,X,X,X
SJTZLIO,X,O,X,X,O,O,X,X,X
SJTZLOI,X,O,X,X,X,X,X,X,X
SJTZOIL,X,O,X,X,X,O,X,X,X
SJTZOLI,X,O,X,X,X,O,X,X,X
SJTOILZ,X,O,X,O,X,O,X,X,X
SJTOIZL,X,O,X,O,X,O,O,X,X
SJTOLIZ,X,O,X,O,X,O,X,X,X
SJTOLZI,X,O,X,O,X,O,X,X,X
SJTOZIL,X,O,X,O,X,O,O,X,X
SJTOZLI,X,O,X,O,X,O,O,X,X
SJITLZO,X,O,X,O,O,O,X,X,X
SJITLOZ,X,O,X,O,X,X,X,X,X
SJITZLO,X,O,X,X,O,O,X,X,X
SJITZOL,X,O,X,X,X,O,X,X,X
SJITOLZ,X,O,X,O,X,O,X,X,X
SJITOZL,X,O,X,O,X,O,O,X,X
SJILTZO,O,O,X,O,O,O,X,X,X
SJILTOZ,O,O,X,O,X,X,X,X,X
SJILZTO,O,O,X,O,O,O,X,X,X
SJILZOT,O,O,X,O,O,O,X,X,X
SJILOTZ,O,O,X,O,O,O,X,X,X
SJILOZT,O,O,X,O,O,O,O,X,X
SJIZTLO,X,O,X,X,O,O,X,X,X
SJIZTOL,X,O,X,X,X,O,X,X,X
SJIZLTO,O,O,X,X,O,O,X,X,X
SJIZLOT,O,O,X,X,O,O,X,X,X
SJIZOTL,X,O,X,X,O,O,O,X,X
SJIZOLT,O,O,X,X,O,O,O,X,X
SJIOTLZ,X,O,X,O,O,O,X,X,X
SJIOTZL,X,O,X,O,O,O,O,X,X
SJIOLTZ,O,O,X,O,O,O,X,X,X
SJIOLZT,O,O,X,O,O,O,O,X,X
SJIOZTL,X,O,X,O,O,O,O,X,X
SJIOZLT,O,O,X,O,O,O,O,X,X
SJLTIZO,O,O,X,O,O,O,X,X,X
SJLTIOZ,O,O,X,O,X,X,X,X,X
SJLTZIO,O,O,X,O,O,O,X,X,X
SJLTZOI,O,O,X,O,X,X,X,X,X
SJLTOIZ,O,O,X,O,X,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X,X
SJLITZO,O,O,X,O,O,O,X,X,X
SJLITOZ,O,O,X,O,X,X,X,X,X
SJLIZTO,O,O,X,O,O,O,X,X,X
SJLIZOT,O,O,X,O,O,O,X,X,X
SJLIOTZ,O,O,X,O,O,O,X,X,X
SJLIOZT,O,O,X,O,O,O,O,X,X
SJLZTIO,O,O,X,O,O,O,X,X,X
SJLZTOI,O,O,X,O,X,X,X,X,X
SJLZITO,O,O,X,O,O,O,X,X,X
SJLZIOT,O,O,X,O,O,O,X,X,X
SJLZOTI,O,O,O,O,O,O,X,X,X
SJLZOIT,O,O,O,O,O,O,X,O,O
SJLOTIZ,O,O,O,O,O,O,X,X,X
SJLOTZI,O,O,O,O,O,O,X,X,X
SJLOITZ,O,O,O,O,O,O,X,O,X
SJLOIZT,O,O,O,O,O,O,O,O,X
SJLOZTI,O,O,O,O,O,O,O,X,X
SJLOZIT,O,O,O,O,O,O,O,O,O
SJZTILO,X,O,X,X,O,O,X,X,X
SJZTIOL,X,O,X,X,X,O,X,X,X
SJZTLIO,X,O,X,X,O,O,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X
SJZTOIL,X,O,X,X,X,O,X,X,X
SJZTOLI,X,O,X,X,X,O,X,X,X
SJZITLO,X,O,X,X,O,O,X,X,X
SJZITOL,X,O,X,X,X,O,X,X,X
SJZILTO,O,O,X,X,O,O,X,X,X
SJZILOT,O,O,X,X,O,O,X,X,X
SJZIOTL,X,O,X,X,O,O,O,X,X
SJZIOLT,O,O,X,X,O,O,O,X,X
SJZLTIO,O,O,X,X,O,O,X,X,X
SJZLTOI,O,O,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,O,O,X,X,X
SJZLIOT,O,O,X,X,O,O,X,X,X
SJZLOTI,O,O,O,X,O,O,X,X,X
SJZLOIT,O,O,O,X,O,O,X,O,O
SJZOTIL,X,O,X,X,O,O,O,X,X
SJZOTLI,X,O,X,X,O,O,O,X,X
SJZOITL,X,O,O,X,O,O,O,O,O
SJZOILT,O,O,O,X,O,O,O,O,O
SJZOLTI,O,O,O,X,O,O,O,X,X
SJZOLIT,O,O,O,X,O,O,O,O,O
SJOTILZ,X,O,X,O,O,O,X,X,X
SJOTIZL,X,O,X,O,O,O,O,X,X
SJOTLIZ,X,O,X,O,O,O,X,X,X
SJOTLZI,X,O,X,O,O,O,X,X,X
SJOTZIL,X,O,X,O,O,O,O,X,X
SJOTZLI,X,O,X,O,O,O,O,X,X
SJOITLZ,X,O,O,O,O,O,X,O,X
SJOITZL,X,O,O,O,O,O,O,O,O
SJOILTZ,O,O,O,O,O,O,X,O,X
SJOILZT,O,O,O,O,O,O,O,O,O
SJOIZTL,X,O,O,O,O,O,O,O,O
SJOIZLT,O,O,O,O,O,O,O,O,O
SJOLTIZ,O,O,O,O,O,O,X,X,X
SJOLTZI,O,O,O,O,O,O,X,X,X
SJOLITZ,O,O,O,O,O,O,X,O,X
SJOLIZT,O,O,O,O,O,O,O,O,X
SJOLZTI,O,O,O,O,O,O,O,X,X
SJOLZIT,O,O,O,O,O,O,O,O,O
SJOZTIL,X,O,X,O,O,O,O,X,X
SJOZTLI,X,O,X,O,O,O,O,X,X
SJOZITL,X,O,O,O,O,O,O,O,O
SJOZILT,O,O,O,O,O,O,O,O,O
SJOZLTI,O,O,O,O,O,O,O,X,X
SJOZLIT,O,O,O,O,O,O,O,O,O
SZTILJO,O,X,X,X,O,X,X,X,X
SZTILOJ,O,X,X,X,O,X,X,X,X
SZTIJLO,X,O,X,X,O,O,X,X,X
SZTIJOL,X,O,X,X,X,O,X,X,X
SZTIOLJ,O,X,X,X,O,X,X,X,X
SZTIOJL,X,O,X,X,O,O,X,X,X
SZTLIJO,O,X,X,X,O,X,X,X,X
SZTLIOJ,O,X,X,X,O,X,X,X,X
SZTLJIO,O,X,X,X,O,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X,X,X
SZTLOIJ,O,X,X,X,O,X,X,X,X
SZTLOJI,O,X,X,X,O,X,X,X,X
SZTJILO,X,O,X,X,O,O,X,X,X
SZTJIOL,X,O,X,X,X,O,X,X,X
SZTJLIO,X,O,X,X,O,O,X,X,X
SZTJLOI,X,O,X,X,X,X,X,X,X
SZTJOIL,X,O,X,X,X,O,X,X,X
SZTJOLI,X,O,X,X,X,O,X,X,X
SZTOILJ,O,X,X,X,O,X,X,X,X
SZTOIJL,X,O,X,X,O,O,X,X,X
SZTOLIJ,O,X,X,X,O,X,X,X,X
SZTOLJI,O,X,X,X,O,X,X,X,X
SZTOJIL,X,O,X,X,O,O,X,X,X
SZTOJLI,X,O,X,X,O,O,X,X,X
SZITLJO,O,X,X,X,O,X,X,X,X
SZITLOJ,O,X,X,X,O,X,X,X,X
SZITJLO,X,O,X,X,O,O,X,X,X
SZITJOL,X,O,X,X,X,O,X,X,X
SZITOLJ,O,X,X,X,O,X,X,X,X
SZITOJL,X,O,X,X,O,O,X,X,X
SZILTJO,O,X,X,X,O,X,X,X,X
SZILTOJ,O,X,X,X,O,X,X,X,X
SZILJTO,O,O,X,X,O,O,X,X,X
SZILJOT,O,O,X,X,O,O,X,X,X
SZILOTJ,O,X,X,X,O,X,X,X,X
SZILOJT,O,O,X,X,O,O,X,X,X
SZIJTLO,X,O,X,X,O,O,X,X,X
SZIJTOL,X,O,X,X,X,O,X,X,X
SZIJLTO,O,O,X,X,O,O,X,X,X
SZIJLOT,O,O,X,X,O,O,X,X,X
SZIJOTL,X,O,X,X,O,O,O,X,X
SZIJOLT,O,O,X,X,O,O,O,X,X
SZIOTLJ,O,X,X,X,O,X,O,X,X
SZIOTJL,X,O,X,X,O,O,O,X,X
SZIOLTJ,O,X,X,X,O,X,O,X,X
SZIOLJT,O,O,X,X,O,O,O,X,X
SZIOJTL,X,O,X,X,O,O,O,X,X
SZIOJLT,O,O,X,X,O,O,O,X,X
SZLTIJO,O,X,X,X,O,X,X,X,X
SZLTIOJ,O,X,X,X,O,X,X,X,X
SZLTJIO,O,X,X,X,O,X,X,X,X
SZLTJOI,O,X,X,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,O,X,X,X,X
SZLTOJI,O,X,X,X,O,X,X,X,X
SZLITJO,O,X,X,X,O,X,X,X,X
SZLITOJ,O,X,X,X,O,X,X,X,X
SZLIJTO,O,O,X,X,O,O,X,X,X
SZLIJOT,O,O,X,X,O,O,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,X,X
SZLIOJT,O,O,X,X,O,O,X,X,X
SZLJTIO,O,O,X,X,O,O,X,X,X
SZLJTOI,O,O,X,X,X,X,X,X,X
SZLJITO,O,O,X,X,O,O,X,X,X
SZLJIOT,O,O,X,X,O,O,X,X,X
SZLJOTI,O,O,X,X,O,O,X,X,X
SZLJOIT,O,O,X,X,O,O,X,O,O
SZLOTIJ,O,X,X,X,O,X,X,X,X
SZLOTJI,O,X,X,X,O,X,X,X,X
SZLOITJ,O,X,X,X,O,X,X,O,O
SZLOIJT,O,O,X,X,O,O,X,O,O
SZLOJTI,O,O,X,X,O,O,X,X,X
SZLOJIT,O,O,X,X,O,O,X,O,O
SZJTILO,X,O,X,X,O,O,X,X,X
SZJTIOL,X,O,X,X,X,O,X,X,X
SZJTLIO,X,O,X,X,O,O,X,X,X
SZJTLOI,X,O,X,X,X,X,X,X,X
SZJTOIL,X,O,X,X,X,O,X,X,X
SZJTOLI,X,O,X,X,X,O,X,X,X
SZJITLO,X,O,X,X,O,O,X,X,X
SZJITOL,X,O,X,X,X,O,X,X,X
SZJILTO,O,O,X,X,O,O,X,X,X
SZJILOT,O,O,X,X,O,O,X,X,X
SZJIOTL,X,O,X,X,O,O,O,X,X
SZJIOLT,O,O,X,X,O,O,O,X,X
SZJLTIO,O,O,X,X,O,O,X,X,X
SZJLTOI,O,O,X,X,X,X,X,X,X
SZJLITO,O,O,X,X,O,O,X,X,X
SZJLIOT,O,O,X,X,O,O,X,X,X
SZJLOTI,O,O,X,X,O,O,X,X,X
SZJLOIT,O,O,X,X,O,O,X,O,O
SZJOTIL,X,O,X,X,O,O,O,X,X
SZJOTLI,X,O,X,X,O,O,O,X,X
SZJOITL,X,O,X,X,O,O,O,O,O
SZJOILT,O,O,X,X,O,O,O,O,O
SZJOLTI,O,O,X,X,O,O,O,X,X
SZJOLIT,O,O,X,X,O,O,O,O,O
SZOTILJ,O,X,X,X,O,X,O,X,X
SZOTIJL,X,O,X,X,O,O,O,X,X
SZOTLIJ,O,X,X,X,O,X,O,X,X
SZOTLJI,O,X,X,X,O,X,O,X,X
SZOTJIL,X,O,X,X,O,O,O,X,X
SZOTJLI,X,O,X,X,O,O,O,X,X
SZOITLJ,O,X,X,X,O,X,O,O,O
SZOITJL,X,O,X,X,O,O,O,O,O
SZOILTJ,O,X,X,X,O,X,O,O,O
SZOILJT,O,O,X,X,O,O,O,O,O
SZOIJTL,X,O,X,X,O,O,O,O,O
SZOIJLT,O,O,X,X,O,O,O,O,O
SZOLTIJ,O,X,X,X,O,X,O,X,X
SZOLTJI,O,X,X,X,O,X,O,X,X
SZOLITJ,O,X,X,X,O,X,O,O,O
SZOLIJT,O,O,X,X,O,O,O,O,O
SZOLJTI,O,O,X,X,O,O,O,X,X
SZOLJIT,O,O,X,X,O,O,O,O,O
SZOJTIL,X,O,X,X,O,O,O,X,X
SZOJTLI,X,O,X,X,O,O,O,X,X
SZOJITL,X,O,X,X,O,O,O,O,O
SZOJILT,O,O,X,X,O,O,O,O,O
SZOJLTI,O,O,X,X,O,O,O,X,X
SZOJLIT,O,O,X,X,O,O,O,O,O
SOTILJZ,O,X,X,O,O,X,X,X,X
SOTILZJ,O,X,X,O,O,X,X,X,X
SOTIJLZ,X,O,X,O,O,O,X,X,X
SOTIJZL,X,O,X,O,O,O,O,X,X
SOTIZLJ,O,X,X,O,O,X,O,X,X
SOTIZJL,X,O,X,O,O,O,O,X,X
SOTLIJZ,O,X,X,O,O,X,X,X,X
SOTLIZJ,O,X,X,O,O,X,X,X,X
SOTLJIZ,O,X,X,O,O,X,X,X,X
SOTLJZI,O,X,X,O,O,X,X,X,X
SOTLZIJ,O,X,X,O,O,X,X,X,X
SOTLZJI,O,X,X,O,O,X,X,X,X
SOTJILZ,X,O,X,O,O,O,X,X,X
SOTJIZL,X,O,X,O,O,O,O,X,X
SOTJLIZ,X,O,X,O,O,O,X,X,X
SOTJLZI,X,O,X,O,O,O,X,X,X
SOTJZIL,X,O,X,O,O,O,O,X,X
SOTJZLI,X,O,X,O,O,O,O,X,X
SOTZILJ,O,X,X,O,O,X,O,X,X
SOTZIJL,X,O,X,O,O,O,O,X,X
SOTZLIJ,O,X,X,O,O,X,O,X,X
SOTZLJI,O,X,X,O,O,X,O,X,X
SOTZJIL,X,O,X,O,O,O,O,X,X
SOTZJLI,X,O,X,O,O,O,O,X,X
SOITLJZ,O,X,O,O,O,X,X,O,X
SOITLZJ,O,X,X,O,O,X,X,O,X
SOITJLZ,X,O,O,O,O,O,X,O,X
SOITJZL,X,O,O,O,O,O,O,O,O
SOITZLJ,O,X,X,O,O,X,O,O,O
SOITZJL,X,O,X,O,O,O,O,O,O
SOILTJZ,O,X,O,O,O,X,X,O,X
SOILTZJ,O,X,X,O,O,X,X,O,X
SOILJTZ,O,O,O,O,O,O,X,O,X
SOILJZT,O,O,O,O,O,O,O,O,O
SOILZTJ,O,X,X,O,O,X,O,O,O
SOILZJT,O,O,O,O,O,O,O,O,O
SOIJTLZ,X,O,O,O,O,O,X,O,X
SOIJTZL,X,O,O,O,O,O,O,O,O
SOIJLTZ,O,O,O,O,O,O,X,O,X
SOIJLZT,O,O,O,O,O,O,O,O,O
SOIJZTL,X,O,O,O,O,O,O,O,O
SOIJZLT,O,O,O,O,O,O,O,O,O
SOIZTLJ,O,X,X,O,O,X,O,O,O
SOIZTJL,X,O,X,O,O,O,O,O,O
SOIZLTJ,O,X,X,O,O,X,O,O,O
SOIZLJT,O,O,O,O,O,O,O,O,O
SOIZJTL,X,O,O,O,O,O,O,O,O
SOIZJLT,O,O,O,O,O,O,O,O,O
SOLTIJZ,O,X,O,O,O,X,X,X,X
SOLTIZJ,O,X,X,O,O,X,X,X,X
SOLTJIZ,O,X,O,O,O,X,X,X,X
SOLTJZI,O,X,O,O,O,X,X,X,X
SOLTZIJ,O,X,X,O,O,X,X,X,X
SOLTZJI,O,X,X,O,O,X,X,X,X
SOLITJZ,O,X,O,O,O,X,X,O,X
SOLITZJ,O,X,X,O,O,X,X,O,X
SOLIJTZ,O,O,O,O,O,O,X,O,X
SOLIJZT,O,O,O,O,O,O,O,O,X
SOLIZTJ,O,X,X,O,O,X,O,O,X
SOLIZJT,O,O,O,O,O,O,O,O,X
SOLJTIZ,O,O,O,O,O,O,X,X,X
SOLJTZI,O,O,O,O,O,O,X,X,X
SOLJITZ,O,O,O,O,O,O,X,O,X
SOLJIZT,O,O,O,O,O,O,O,O,X
SOLJZTI,O,O,O,O,O,O,O,X,X
SOLJZIT,O,O,O,O,O,O,O,O,O
SOLZTIJ,O,X,X,O,O,X,O,X,X
SOLZTJI,O,X,X,O,O,X,O,X,X
SOLZITJ,O,X,X,O,O,X,O,O,O
SOLZIJT,O,O,O,O,O,O,O,O,O
SOLZJTI,O,O,O,O,O,O,O,X,X
SOLZJIT,O,O,O,O,O,O,O,O,O
SOJTILZ,X,O,X,O,O,O,X,X,X
SOJTIZL,X,O,X,O,O,O,O,X,X
SOJTLIZ,X,O,X,O,O,O,X,X,X
SOJTLZI,X,O,X,O,O,O,X,X,X
SOJTZIL,X,O,X,O,O,O,O,X,X
SOJTZLI,X,O,X,O,O,O,O,X,X
SOJITLZ,X,O,O,O,O,O,X,O,X
SOJITZL,X,O,O,O,O,O,O,O,O
SOJILTZ,O,O,O,O,O,O,X,O,X
SOJILZT,O,O,O,O,O,O,O,O,O
SOJIZTL,X,O,O,O,O,O,O,O,O
SOJIZLT,O,O,O,O,O,O,O,O,O
SOJLTIZ,O,O,O,O,O,O,X,X,X
SOJLTZI,O,O,O,O,O,O,X,X,X
SOJLITZ,O,O,O,O,O,O,X,O,X
SOJLIZT,O,O,O,O,O,O,O,O,X
SOJLZTI,O,O,O,O,O,O,O,X,X
SOJLZIT,O,O,O,O,O,O,O,O,O
SOJZTIL,X,O,X,O,O,O,O,X,X
SOJZTLI,X,O,X,O,O,O,O,X,X
SOJZITL,X,O,O,O,O,O,O,O,O
SOJZILT,O,O,O,O,O,O,O,O,O
SOJZLTI,O,O,O,O,O,O,O,X,X
SOJZLIT,O,O,O,O,O,O,O,O,O
SOZTILJ,O,X,X,O,O,X,O,X,X
SOZTIJL,X,O,X,O,O,O,O,X,X
SOZTLIJ,O,X,X,O,O,X,O,X,X
SOZTLJI,O,X,X,O,O,X,O,X,X
SOZTJIL,X,O,X,O,O,O,O,X,X
SOZTJLI,X,O,X,O,O,O,O,X,X
SOZITLJ,O,X,X,O,O,X,O,O,O
SOZITJL,X,O,X,O,O,O,O,O,O
SOZILTJ,O,X,X,O,O,X,O,O,O
SOZILJT,O,O,X,O,O,O,O,O,O
SOZIJTL,X,O,X,O,O,O,O,O,O
SOZIJLT,O,O,X,O,O,O,O,O,O
SOZLTIJ,O,X,X,O,O,X,O,X,X
SOZLTJI,O,X,X,O,O,X,O,X,X
SOZLITJ,O,X,X,O,O,X,O,O,O
SOZLIJT,O,O,X,O,O,O,O,O,O
SOZLJTI,O,O,X,O,O,O,O,X,X
SOZLJIT,O,O,X,O,O,O,O,O,O
SOZJTIL,X,O,X,O,O,O,O,X,X
SOZJTLI,X,O,X,O,O,O,O,X,X
SOZJITL,X,O,X,O,O,O,O,O,O
SOZJILT,O,O,X,O,O,O,O,O,O
SOZJLTI,O,O,X,O,O,O,O,X,X
SOZJLIT,O,O,X,O,O,O,O,O,O
ZTILJSO,O,X,X,O,O,X,X,X,X
ZTILJOS,O,X,X,O,X,X,X,X,X
