sequence,v115@8gA8IeC8GeC8GeC8BeF8JezHJvhEpPBenBscBvqBKa?B,v115@8gA8IeC8GeC8GeC8BeF8JesKJvhEugBPgBJVBTnBao?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjBTnBCiBWd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjB+nBzhBSd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcB2sBziBid?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcBysBTiBmd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBTU?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBzQ?B,v115@8gA8IeC8GeC8GeC8BeF8JexLJvhEmnBSmBsaBPdBzd?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEmVBUmBPnBJjB6n?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBpS?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBJZ?B
LOTZSJI,X,O,O,X,X,O,X,X,X,X,O,O
LOITJSZ,O,X,O,X,X,X,X,X,X,O,X,O
LOITJZS,O,X,O,X,X,X,X,X,X,X,X,O
LOITSJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOITSZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOITZJS,X,O,O,X,X,X,X,X,X,X,X,O
LOITZSJ,X,O,O,X,X,X,X,X,X,X,X,O
LOIJTSZ,O,X,O,X,X,X,O,X,X,O,O,O
LOIJTZS,O,X,O,X,X,X,O,X,X,X,O,O
LOIJSTZ,O,X,O,X,X,X,O,X,X,O,O,O
LOIJSZT,O,O,O,X,X,O,O,X,X,O,O,O
LOIJZTS,O,O,O,X,X,O,O,X,X,X,O,O
LOIJZST,O,O,O,X,X,O,O,X,X,O,O,O
LOISTJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOISTZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOISJTZ,O,X,O,X,X,X,O,X,X,O,O,O
LOISJZT,O,O,O,X,X,O,O,X,X,O,O,O
LOISZTJ,X,O,O,X,X,O,X,X,X,O,X,O
LOISZJT,O,O,O,X,X,O,O,X,X,O,O,O
LOIZTJS,X,O,O,X,X,O,X,X,X,X,X,O
LOIZTSJ,X,O,O,X,X,O,X,X,X,X,X,O
LOIZJTS,O,O,O,X,X,O,O,X,X,X,O,O
LOIZJST,O,O,O,X,X,O,O,X,X,O,O,O
LOIZSTJ,X,O,O,X,X,O,X,X,X,O,X,O
LOIZSJT,O,O,O,X,X,O,O,X,X,O,O,O
LOJTISZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJTIZS,O,X,O,X,X,X,X,X,X,X,O,O
LOJTSIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJTSZI,O,X,O,X,X,O,X,X,X,O,O,O
LOJTZIS,O,X,O,X,X,O,X,X,X,X,O,O
LOJTZSI,O,X,O,X,X,O,X,X,X,X,O,O
LOJITSZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJITZS,O,X,O,X,X,X,X,X,X,X,O,O
LOJISTZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJISZT,O,O,O,X,X,O,X,X,X,O,O,O
LOJIZTS,O,O,O,X,X,O,X,X,X,X,O,O
LOJIZST,O,O,O,X,X,O,X,X,X,O,O,O
LOJSTIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJSTZI,O,X,O,X,X,O,X,X,X,O,O,O
LOJSITZ,O,X,O,X,X,X,X,X,X,O,O,O
LOJSIZT,O,O,O,X,X,O,X,X,X,O,O,O
LOJSZTI,O,O,O,X,X,O,X,X,X,O,O,O
LOJSZIT,O,O,O,X,X,O,X,X,X,O,O,O
LOJZTIS,O,O,O,X,X,O,X,X,X,X,O,O
LOJZTSI,O,O,O,X,X,O,X,X,X,X,O,O
LOJZITS,O,O,O,X,X,O,X,X,X,X,O,O
LOJZIST,O,O,O,X,X,O,X,X,X,O,O,O
LOJZSTI,O,O,O,X,X,O,X,X,X,O,O,O
LOJZSIT,O,O,O,X,X,O,X,X,X,O,O,O
LOSTIJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOSTIZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOSTJIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOSTJZI,O,X,O,X,X,O,X,X,X,O,O,O
LOSTZIJ,X,O,O,X,X,O,X,X,X,O,X,O
LOSTZJI,X,O,O,X,X,O,X,X,X,O,O,O
LOSITJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOSITZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOSIJTZ,O,X,O,X,X,X,O,X,X,O,O,O
LOSIJZT,O,O,O,X,X,O,O,X,X,O,O,O
LOSIZTJ,X,O,O,X,X,O,X,X,X,O,X,O
LOSIZJT,O,O,O,X,X,O,O,X,X,O,O,O
LOSJTIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOSJTZI,O,X,O,X,X,O,X,X,X,O,O,O
LOSJITZ,O,X,O,X,X,X,X,X,X,O,O,O
LOSJIZT,O,O,O,X,X,O,X,X,X,O,O,O
LOSJZTI,O,O,O,X,X,O,X,X,X,O,O,O
LOSJZIT,O,O,O,X,X,O,X,X,X,O,O,O
LOSZTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LOSZTJI,X,O,O,X,X,O,X,X,X,O,O,O
LOSZITJ,X,O,O,X,X,O,X,X,X,O,X,O
LOSZIJT,O,O,O,X,X,O,O,X,X,O,O,O
LOSZJTI,O,O,O,X,X,O,X,X,X,O,O,O
LOSZJIT,O,O,O,X,X,O,X,X,X,O,O,O
LOZTIJS,X,O,O,X,X,O,X,X,X,X,X,O
LOZTISJ,X,O,O,X,X,O,X,X,X,X,X,O
LOZTJIS,X,O,O,X,X,O,X,X,X,X,O,O
LOZTJSI,X,O,O,X,X,O,X,X,X,X,O,O
LOZTSIJ,X,O,O,X,X,O,X,X,X,X,X,O
LOZTSJI,X,O,O,X,X,O,X,X,X,X,O,O
LOZITJS,X,O,O,X,X,O,X,X,X,X,X,O
LOZITSJ,X,O,O,X,X,O,X,X,X,X,X,O
LOZIJTS,O,O,O,X,X,O,O,X,X,X,O,O
LOZIJST,O,O,O,X,X,O,O,X,X,O,O,O
LOZISTJ,X,O,O,X,X,O,X,X,X,O,X,O
LOZISJT,O,O,O,X,X,O,O,X,X,O,O,O
LOZJTIS,O,O,O,X,X,O,X,X,X,X,O,O
LOZJTSI,O,O,O,X,X,O,X,X,X,X,O,O
LOZJITS,O,O,O,X,X,O,X,X,X,X,O,O
LOZJIST,O,O,O,X,X,O,X,X,X,O,O,O
LOZJSTI,O,O,O,X,X,O,X,X,X,O,O,O
LOZJSIT,O,O,O,X,X,O,X,X,X,O,O,O
LOZSTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LOZSTJI,X,O,O,X,X,O,X,X,X,O,O,O
LOZSITJ,X,O,O,X,X,O,X,X,X,O,X,O
LOZSIJT,O,O,O,X,X,O,O,X,X,O,O,O
LOZSJTI,O,O,O,X,X,O,X,X,X,O,O,O
LOZSJIT,O,O,O,X,X,O,X,X,X,O,O,O
JTILSZO,O,X,X,X,X,X,O,O,O,X,X,X
JTILSOZ,O,X,X,O,X,X,O,O,O,X,X,X
JTILZSO,O,X,X,X,X,X,O,O,O,X,X,X
JTILZOS,O,X,X,X,X,X,O,X,O,X,X,X
JTILOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JTILOZS,O,X,X,O,X,X,O,X,O,X,X,X
JTISLZO,O,X,X,X,X,X,O,O,O,X,X,X
JTISLOZ,O,X,X,O,X,X,O,O,O,X,X,X
JTISZLO,O,X,X,X,X,X,O,O,O,X,X,X
JTISZOL,O,X,X,O,X,X,O,O,O,X,X,X
JTISOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JTISOZL,O,X,X,O,X,X,O,O,O,X,X,X
JTIZLSO,O,X,X,X,X,X,O,O,O,X,X,X
JTIZLOS,O,X,X,X,X,X,O,X,O,X,X,X
JTIZSLO,O,X,X,X,X,X,O,O,O,X,X,X
JTIZSOL,O,X,X,O,X,X,O,O,O,X,X,X
JTIZOLS,O,X,X,O,X,X,O,X,O,X,X,X
JTIZOSL,O,X,X,O,X,X,O,X,O,X,X,X
JTIOLSZ,O,X,X,O,X,X,O,X,O,X,X,X
JTIOLZS,O,X,X,O,X,X,O,X,O,X,X,X
JTIOSLZ,O,X,X,O,X,X,O,X,O,X,X,X
JTIOSZL,O,X,X,O,X,X,O,X,O,X,X,X
JTIOZLS,O,X,X,O,X,X,O,X,O,X,X,X
JTIOZSL,O,X,X,O,X,X,O,X,O,X,X,X
JTLISZO,O,X,X,X,X,X,O,O,X,X,X,X
JTLISOZ,O,X,X,O,X,X,O,O,X,X,X,X
JTLIZSO,O,X,X,X,X,X,O,O,X,X,X,X
JTLIZOS,O,X,X,X,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,X,O,X,X,X,X,X
JTLIOZS,O,X,X,O,X,X,O,X,X,X,X,X
JTLSIZO,O,X,X,X,X,X,O,O,X,X,X,X
JTLSIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JTLSZIO,O,X,X,X,X,X,O,O,X,X,X,X
JTLSZOI,O,X,X,X,X,X,X,O,X,X,X,X
JTLSOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JTLSOZI,O,X,X,O,X,X,X,O,X,X,X,X
JTLZISO,O,X,X,X,X,X,O,O,X,X,X,X
JTLZIOS,O,X,X,X,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,O,O,X,X,X,X
JTLZSOI,O,X,X,X,X,X,X,O,X,X,X,X
JTLZOIS,O,X,X,X,X,X,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,O,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,X,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,X,X,X,O,O,O,X,X,X
JTSILOZ,O,X,X,O,X,X,O,O,O,X,X,X
JTSIZLO,O,X,X,X,X,X,O,O,O,X,X,X
JTSIZOL,O,X,X,O,X,X,O,O,O,X,X,X
JTSIOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JTSIOZL,O,X,X,O,X,X,O,O,O,X,X,X
JTSLIZO,O,X,X,X,X,X,O,O,X,X,X,X
JTSLIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JTSLZIO,O,X,X,X,X,X,O,O,X,X,X,X
JTSLZOI,O,X,X,X,X,X,X,O,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JTSLOZI,O,X,X,O,X,X,X,O,X,X,X,X
JTSZILO,O,X,X,X,X,X,O,O,O,X,X,X
JTSZIOL,O,X,X,O,O,X,O,O,O,X,X,X
JTSZLIO,O,X,X,X,X,X,O,O,X,X,X,X
JTSZLOI,O,X,X,X,X,X,X,O,X,X,X,X
JTSZOIL,O,X,X,O,O,X,X,O,O,X,X,X
JTSZOLI,O,X,X,O,O,X,X,O,X,X,X,X
JTSOILZ,O,X,X,O,X,X,X,O,O,X,X,X
JTSOIZL,O,X,X,O,X,X,X,O,O,X,X,X
JTSOLIZ,O,X,X,O,X,X,X,O,X,X,X,X
JTSOLZI,O,X,X,O,O,X,X,O,X,X,X,X
JTSOZIL,O,X,X,O,O,X,X,O,O,X,X,X
JTSOZLI,O,X,X,O,O,X,X,O,X,X,X,X
JTZILSO,O,X,X,X,X,X,O,O,O,X,X,X
JTZILOS,O,X,X,X,X,X,O,X,O,X,X,X
JTZISLO,O,X,X,X,X,X,O,O,O,X,X,X
JTZISOL,O,X,X,O,O,X,O,O,O,X,X,X
JTZIOLS,O,X,X,O,O,X,O,X,O,X,X,X
JTZIOSL,O,X,X,O,O,X,O,X,O,X,X,X
JTZLISO,O,X,X,X,X,X,O,O,X,X,X,X
JTZLIOS,O,X,X,X,X,X,O,X,X,X,X,X
JTZLSIO,O,X,X,X,X,X,O,O,X,X,X,X
JTZLSOI,O,X,X,X,X,X,X,O,X,X,X,X
JTZLOIS,O,X,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,X,X,X,O,O,O,X,X,X
JTZSIOL,O,X,X,O,O,X,O,O,O,X,X,X
JTZSLIO,O,X,X,X,X,X,O,O,X,X,X,X
JTZSLOI,O,X,X,X,X,X,X,O,X,X,X,X
JTZSOIL,O,X,X,O,O,X,X,O,O,X,X,X
JTZSOLI,O,X,X,O,O,X,X,O,X,X,X,X
JTZOILS,O,X,X,O,O,X,X,X,O,X,X,X
JTZOISL,O,X,X,O,O,X,X,X,O,X,X,X
JTZOLIS,O,X,X,O,O,X,X,X,X,X,X,X
JTZOLSI,O,X,X,O,O,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,O,X,X,X,O,X,X,X
JTZOSLI,O,X,X,O,O,X,X,X,X,X,X,X
JTOILSZ,O,X,X,O,X,X,X,X,O,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,O,X,X,X
JTOISLZ,O,X,X,O,X,X,X,X,O,X,X,X
JTOISZL,O,X,X,O,X,X,X,X,O,X,X,X
JTOIZLS,O,X,X,O,X,X,X,X,O,X,X,X
JTOIZSL,O,X,X,O,X,X,X,X,O,X,X,X
JTOLISZ,O,X,X,O,X,X,X,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,X,O,X,X,X,X,X,X,X,X
JTOLSZI,O,X,X,O,O,X,X,X,X,X,X,X
JTOLZIS,O,X,X,O,O,X,X,X,X,X,X,X
JTOLZSI,O,X,X,O,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,X,X,X,X,O,X,X,X
JTOSIZL,O,X,X,O,X,X,X,X,O,X,X,X
JTOSLIZ,O,X,X,O,X,X,X,X,X,X,X,X
JTOSLZI,O,X,X,O,O,X,X,X,X,X,X,X
JTOSZIL,O,X,X,O,O,X,X,X,O,X,X,X
JTOSZLI,O,X,X,O,O,X,X,X,X,X,X,X
JTOZILS,O,X,X,O,O,X,X,X,O,X,X,X
JTOZISL,O,X,X,O,O,X,X,X,O,X,X,X
JTOZLIS,O,X,X,O,O,X,X,X,X,X,X,X
JTOZLSI,O,X,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,X,X,O,O,X,X,X,O,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,O,O,O,X,X,X
JITLSOZ,O,X,X,O,X,X,O,O,O,X,X,X
JITLZSO,O,X,X,X,X,X,O,O,O,X,X,X
JITLZOS,O,X,X,X,X,X,O,X,O,X,X,X
JITLOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JITLOZS,O,X,X,O,X,X,O,X,O,X,X,X
JITSLZO,O,X,X,X,X,X,O,O,O,X,X,X
JITSLOZ,O,X,X,O,X,X,O,O,O,X,X,X
JITSZLO,O,X,X,X,X,X,O,O,O,X,X,X
JITSZOL,O,X,X,O,X,X,O,O,O,X,X,X
JITSOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JITSOZL,O,X,X,O,X,X,O,O,O,X,X,X
JITZLSO,O,X,X,X,X,X,O,O,O,X,X,X
JITZLOS,O,X,X,X,X,X,O,X,O,X,X,X
JITZSLO,O,X,X,X,X,X,O,O,O,X,X,X
JITZSOL,O,X,X,O,X,X,O,O,O,X,X,X
JITZOLS,O,X,X,O,X,X,O,X,O,X,X,X
JITZOSL,O,X,X,O,X,X,O,X,O,X,X,X
JITOLSZ,O,X,X,O,X,X,O,X,O,X,X,X
JITOLZS,O,X,X,O,X,X,O,X,O,X,X,X
JITOSLZ,O,X,X,O,X,X,O,X,O,X,X,X
JITOSZL,O,X,X,O,X,X,O,X,O,X,X,X
JITOZLS,O,X,X,O,X,X,O,X,O,X,X,X
JITOZSL,O,X,X,O,X,X,O,X,O,X,X,X
JILTSZO,O,X,X,X,X,X,O,O,O,X,X,X
JILTSOZ,O,X,X,O,X,X,O,O,O,X,X,X
JILTZSO,O,X,X,X,X,X,O,O,O,X,X,X
JILTZOS,O,X,X,X,X,X,O,X,O,X,X,X
JILTOSZ,O,X,X,O,X,X,O,X,O,X,X,X
JILTOZS,O,X,X,O,X,X,O,X,O,X,X,X
JILSTZO,O,X,X,X,X,X,O,O,O,X,X,X
JILSTOZ,O,X,X,O,X,X,O,O,O,X,X,X
JILSZTO,O,O,X,X,X,X,O,O,O,X,X,X
JILSZOT,O,O,X,O,X,X,O,O,O,O,X,X
JILSOTZ,O,X,X,O,X,X,O,O,O,O,X,X
JILSOZT,O,O,X,O,X,X,O,O,O,O,X,X
JILZTSO,O,O,X,X,X,X,O,O,O,X,X,X
JILZTOS,O,O,X,X,X,X,O,X,O,X,X,X
JILZSTO,O,O,X,X,X,X,O,O,O,X,X,X
JILZSOT,O,O,X,O,X,X,O,O,O,X,X,X
JILZOTS,O,O,X,O,X,X,O,X,O,X,X,X
JILZOST,O,O,X,O,X,X,O,O,O,X,X,X
JILOTSZ,O,X,X,O,X,X,O,X,O,O,X,X
JILOTZS,O,X,X,O,X,X,O,X,O,X,X,X
JILOSTZ,O,X,X,O,X,X,O,O,O,O,X,X
JILOSZT,O,O,X,O,X,X,O,O,O,O,X,X
JILOZTS,O,O,X,O,X,X,O,X,O,X,X,X
JILOZST,O,O,X,O,X,X,O,O,O,O,X,X
JISTLZO,O,X,X,X,X,X,O,O,O,X,X,X
JISTLOZ,O,X,X,O,X,X,O,O,O,X,X,X
JISTZLO,O,X,X,X,X,X,O,O,O,X,X,X
JISTZOL,O,X,X,O,X,X,O,O,O,X,X,X
JISTOLZ,O,X,X,O,X,X,O,O,O,X,X,X
JISTOZL,O,X,X,O,X,X,O,O,O,X,X,X
JISLTZO,O,X,X,X,X,X,O,O,O,X,X,X
JISLTOZ,O,X,X,O,X,X,O,O,O,X,X,X
JISLZTO,O,O,X,X,X,X,O,O,O,X,X,X
JISLZOT,O,O,X,O,X,X,O,O,O,O,X,X
JISLOTZ,O,X,X,O,X,X,O,O,O,O,X,X
JISLOZT,O,O,X,O,X,X,O,O,O,O,X,X
JISZTLO,O,O,X,X,X,X,O,O,O,X,X,X
JISZTOL,O,O,X,O,O,X,O,O,O,X,X,X
JISZLTO,O,O,X,X,X,X,O,O,O,X,X,X
JISZLOT,O,O,X,O,O,X,O,O,O,O,X,X
JISZOTL,O,O,X,O,O,X,O,O,O,O,X,X
JISZOLT,O,O,O,O,O,X,O,O,O,O,X,X
JISOTLZ,O,X,X,O,X,X,O,O,O,O,X,X
JISOTZL,O,X,X,O,X,X,O,O,O,O,X,X
JISOLTZ,O,X,O,O,X,X,O,O,O,O,X,X
JISOLZT,O,O,O,O,O,X,O,O,O,O,X,X
JISOZTL,O,O,X,O,O,X,O,O,O,O,X,X
JISOZLT,O,O,O,O,O,X,O,O,O,O,X,X
JIZTLSO,O,O,X,X,X,X,O,O,O,X,X,X
JIZTLOS,O,O,X,X,X,X,O,X,O,X,X,X
JIZTSLO,O,O,X,X,X,X,O,O,O,X,X,X
JIZTSOL,O,O,X,O,O,X,O,O,O,X,X,X
JIZTOLS,O,O,X,O,O,X,O,X,O,X,X,X
JIZTOSL,O,O,X,O,O,X,O,X,O,X,X,X
JIZLTSO,O,O,X,X,X,X,O,O,O,X,X,X
JIZLTOS,O,O,X,X,X,X,O,X,O,X,X,X
JIZLSTO,O,O,X,X,X,X,O,O,O,X,X,X
JIZLSOT,O,O,X,O,O,X,O,O,O,X,X,X
JIZLOTS,O,O,X,O,O,X,O,X,O,X,X,X
JIZLOST,O,O,X,O,O,X,O,O,O,X,X,X
JIZSTLO,O,O,X,X,X,X,O,O,O,X,X,X
JIZSTOL,O,O,X,O,O,X,O,O,O,X,X,X
JIZSLTO,O,O,X,X,X,X,O,O,O,X,X,X
JIZSLOT,O,O,X,O,O,X,O,O,O,O,X,X
JIZSOTL,O,O,X,O,O,X,O,O,O,O,X,X
JIZSOLT,O,O,O,O,O,X,O,O,O,O,X,X
JIZOTLS,O,O,X,O,O,X,O,X,O,X,X,X
JIZOTSL,O,O,X,O,O,X,O,X,O,O,X,X
JIZOLTS,O,O,O,O,O,X,O,X,O,X,X,X
JIZOLST,O,O,O,O,O,X,O,O,O,O,X,X
JIZOSTL,O,O,X,O,O,X,O,O,O,O,X,X
JIZOSLT,O,O,O,O,O,X,O,O,O,O,X,X
JIOTLSZ,O,X,X,O,X,X,O,X,O,O,X,X
JIOTLZS,O,X,X,O,X,X,O,X,O,X,X,X
JIOTSLZ,O,X,X,O,X,X,O,X,O,O,X,X
JIOTSZL,O,X,X,O,X,X,O,X,O,O,X,X
JIOTZLS,O,X,X,O,X,X,O,X,O,X,X,X
JIOTZSL,O,X,X,O,X,X,O,X,O,O,X,X
JIOLTSZ,O,X,O,O,X,X,O,X,O,O,X,X
JIOLTZS,O,X,O,O,X,X,O,X,O,X,X,X
JIOLSTZ,O,X,O,O,X,X,O,O,O,O,X,X
JIOLSZT,O,O,O,O,O,X,O,O,O,O,X,X
JIOLZTS,O,O,O,O,O,X,O,X,O,X,X,X
JIOLZST,O,O,O,O,O,X,O,O,O,O,X,X
JIOSTLZ,O,X,X,O,X,X,O,O,O,O,X,X
JIOSTZL,O,X,X,O,X,X,O,O,O,O,X,X
JIOSLTZ,O,X,O,O,X,X,O,O,O,O,X,X
JIOSLZT,O,O,O,O,O,X,O,O,O,O,X,X
JIOSZTL,O,O,X,O,O,X,O,O,O,O,X,X
JIOSZLT,O,O,O,O,O,X,O,O,O,O,X,X
JIOZTLS,O,O,X,O,O,X,O,X,O,X,X,X
JIOZTSL,O,O,X,O,O,X,O,X,O,O,X,X
JIOZLTS,O,O,O,O,O,X,O,X,O,X,X,X
JIOZLST,O,O,O,O,O,X,O,O,O,O,X,X
JIOZSTL,O,O,X,O,O,X,O,O,O,O,X,X
JIOZSLT,O,O,O,O,O,X,O,O,O,O,X,X
JLTISZO,O,X,X,X,X,X,O,O,X,X,X,X
JLTISOZ,O,X,X,O,X,X,O,O,X,X,X,X
JLTIZSO,O,X,X,X,X,X,O,O,X,X,X,X
JLTIZOS,O,X,X,X,X,X,O,X,X,X,O,O
JLTIOSZ,O,X,X,O,X,X,O,X,X,X,O,O
JLTIOZS,O,X,X,O,X,X,O,X,X,X,O,O
JLTSIZO,O,X,X,X,X,X,O,O,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JLTSZIO,O,X,X,X,X,X,O,O,X,X,X,X
JLTSZOI,O,X,X,X,X,X,X,O,X,X,X,X
JLTSOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JLTSOZI,O,X,X,O,X,O,X,O,X,X,X,X
JLTZISO,O,X,X,X,X,X,O,O,X,X,X,X
JLTZIOS,O,X,X,X,X,X,O,X,X,X,O,O
JLTZSIO,O,X,X,X,X,X,O,O,X,X,X,X
JLTZSOI,O,X,X,X,X,X,X,O,X,X,X,X
JLTZOIS,O,X,X,X,X,X,X,X,X,X,O,O
JLTZOSI,O,X,X,X,X,X,X,X,X,X,O,O
JLTOISZ,O,X,X,O,X,X,X,X,X,X,O,O
JLTOIZS,O,X,X,O,X,X,X,X,X,X,O,O
JLTOSIZ,O,X,X,O,X,X,X,X,X,X,O,O
JLTOSZI,O,X,X,O,X,O,X,X,X,X,O,O
JLTOZIS,O,X,X,O,X,O,X,X,X,X,O,O
JLTOZSI,O,X,X,O,X,O,X,X,X,X,O,O
JLITSZO,O,X,X,X,X,X,O,O,O,X,X,X
JLITSOZ,O,X,X,O,X,X,O,O,O,X,X,X
JLITZSO,O,X,X,X,X,X,O,O,O,X,X,X
JLITZOS,O,X,X,X,X,X,O,X,O,X,O,O
JLITOSZ,O,X,X,O,X,X,O,X,O,X,O,O
JLITOZS,O,X,X,O,X,X,O,X,O,X,O,O
JLISTZO,O,X,X,X,X,X,O,O,O,X,X,X
JLISTOZ,O,X,X,O,X,X,O,O,O,X,X,X
JLISZTO,O,O,X,X,X,X,O,O,O,X,X,X
JLISZOT,O,O,X,O,X,X,O,O,O,O,O,O
JLISOTZ,O,X,X,O,X,X,O,O,O,O,O,O
JLISOZT,O,O,X,O,X,O,O,O,O,O,O,O
JLIZTSO,O,O,X,X,X,X,O,O,O,X,X,X
JLIZTOS,O,O,X,X,X,X,O,X,O,X,O,O
JLIZSTO,O,O,X,X,X,X,O,O,O,X,X,X
JLIZSOT,O,O,X,O,X,X,O,O,O,X,O,O
JLIZOTS,O,O,X,O,X,X,O,X,O,X,O,O
JLIZOST,O,O,X,O,X,X,O,O,O,X,O,O
JLIOTSZ,O,X,X,O,X,X,O,X,O,O,O,O
JLIOTZS,O,X,X,O,X,X,O,X,O,X,O,O
JLIOSTZ,O,X,X,O,X,X,O,O,O,O,O,O
JLIOSZT,O,O,X,O,X,O,O,O,O,O,O,O
JLIOZTS,O,O,X,O,X,O,O,X,O,X,O,O
JLIOZST,O,O,X,O,X,O,O,O,O,O,O,O
JLSTIZO,O,X,X,X,X,X,O,O,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JLSTZIO,O,X,X,X,X,X,O,O,X,X,X,X
JLSTZOI,O,X,X,X,X,X,X,O,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
JLSTOZI,O,X,X,O,X,O,X,O,X,X,X,X
JLSITZO,O,X,X,X,X,X,O,O,O,X,X,X
JLSITOZ,O,X,X,O,X,X,O,O,O,X,X,X
JLSIZTO,O,O,X,X,X,X,O,O,O,X,X,X
JLSIZOT,O,O,X,O,X,X,O,O,O,O,O,O
JLSIOTZ,O,X,X,O,X,X,O,O,O,O,O,O
JLSIOZT,O,O,X,O,X,O,O,O,O,O,O,O
JLSZTIO,O,O,X,X,X,X,O,O,X,X,X,X
JLSZTOI,O,O,X,X,X,X,X,O,X,X,X,X
JLSZITO,O,O,X,X,X,X,O,O,O,X,X,X
JLSZIOT,O,O,X,O,O,O,O,O,O,O,O,O
JLSZOTI,O,O,X,O,O,O,X,O,X,O,O,O
JLSZOIT,O,O,X,O,O,O,O,O,O,O,O,O
JLSOTIZ,O,X,X,O,X,X,X,O,X,O,O,O
JLSOTZI,O,X,X,O,O,O,X,O,X,O,O,O
JLSOITZ,O,X,X,O,X,X,O,O,O,O,O,O
JLSOIZT,O,O,X,O,O,O,O,O,O,O,O,O
JLSOZTI,O,O,X,O,O,O,X,O,X,O,O,O
JLSOZIT,O,O,X,O,O,O,O,O,O,O,O,O
JLZTISO,O,O,X,X,X,X,O,O,X,X,X,X
JLZTIOS,O,O,X,X,X,X,O,X,X,X,O,O
JLZTSIO,O,O,X,X,X,X,O,O,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,O,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X,X,X,X,O,O
JLZTOSI,O,O,X,X,X,X,X,X,X,X,O,O
JLZITSO,O,O,X,X,X,X,O,O,O,X,X,X
JLZITOS,O,O,X,X,X,X,O,X,O,X,O,O
JLZISTO,O,O,X,X,X,X,O,O,O,X,X,X
JLZISOT,O,O,X,O,O,O,O,O,O,X,O,O
JLZIOTS,O,O,X,O,O,O,O,X,O,X,O,O
JLZIOST,O,O,X,O,O,O,O,O,O,X,O,O
JLZSTIO,O,O,X,X,X,X,O,O,X,X,X,X
