sequence,v115@VhC8FeD8BeA8JeRGJvhEKpBMtBusBvfBrVB,v115@VhC8FeD8BeA8Je01IvhE/fBKpBRmBGoBzsB,v115@VhC8FeD8BeA8JeXNJvhDCqBZkBUhBzcB,v115@VhC8FeD8BeA8Je5AJvhEmfB3hBTkBctByuB,v115@VhC8FeD8BeA8Je5AJvhEifB3hBzkBctB2uB,v115@VhC8FeD8BeA8JeSAJvhEZkB3hBGlBctBzpB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8JemJJvhFykBpgB3hBMtBlnBTpB,v115@VhC8FeD8BeA8JeiJJvhF2kBpgBMtB3hBlnBzpB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeT1IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8JeO1IvhEZkB3hBqpBTlBctB
LTOSJIZ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOSJZI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOSZJI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOZIJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZISJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZJIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOZJSI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZSJI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LITJZSO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITJZOS,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LITSJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITSJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LITSZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITSZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LITSOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LITSOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LITZJSO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITZJOS,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITZSJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LITZSOJ,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O
LITZOJS,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O
LITZOSJ,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O
LITOJSZ,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O
LITOJZS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LITOSJZ,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O
LITOSZJ,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O
LITOZJS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LITOZSJ,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
LIJTSZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJTSOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LIJTZSO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJTZOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJTOSZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LIJTOZS,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LIJSTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJSTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LIJSZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJSZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LIJSOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LIJSOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LIJZTSO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJZTOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJZSTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIJZSOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LIJZOTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LIJZOST,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LIJOTSZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LIJOTZS,X,X,X,O,O,X,O,X,X,O,O,O,O,O,O
LIJOSTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LIJOSZT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LIJOZTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LIJOZST,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LISTJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LISTJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LISTZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LISTZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LISTOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LISTOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LISJTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LISJTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LISJZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LISJZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LISJOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LISJOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LISZTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LISZTOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LISZJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LISZJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LISZOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LISZOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LISOTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LISOTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LISOJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
LISOJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
LISOZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LISOZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIZTJSO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LIZTJOS,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LIZTSJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LIZTSOJ,O,X,O,O,X,X,X,X,O,O,X,O,O,X,O
LIZTOJS,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O
LIZTOSJ,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O
LIZJTSO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIZJTOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIZJSTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIZJSOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LIZJOTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LIZJOST,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LIZSTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LIZSTOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LIZSJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LIZSJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LIZSOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LIZSOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIZOTJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
LIZOTSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
LIZOJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
LIZOJST,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIZOSTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LIZOSJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIOTJSZ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOTJZS,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOTSJZ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOTSZJ,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOTZJS,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOTZSJ,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O
LIOJTSZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
LIOJTZS,X,X,X,O,X,O,X,X,X,O,O,O,O,O,O
LIOJSTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
LIOJSZT,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
LIOJZTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
LIOJZST,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O
LIOSTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LIOSTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LIOSJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
LIOSJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
LIOSZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LIOSZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIOZTJS,X,X,X,O,X,X,X,X,O,O,O,X,O,X,O
LIOZTSJ,X,X,O,O,X,X,X,X,O,O,O,X,O,X,O
LIOZJTS,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O
LIOZJST,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LIOZSTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LIOZSJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LJTISZO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTISOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTIZSO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTIZOS,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTIOSZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTIOZS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTSIZO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
LJTSZIO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTSZOI,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTSOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTZISO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTZIOS,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTZSIO,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJTZSOI,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJTZOIS,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJTZOSI,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJTOISZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOZSI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJITSZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJITSOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LJITZSO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJITZOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJITOSZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LJITOZS,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LJISTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJISTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LJISZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJISZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LJISOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJISOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJIZTSO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJIZTOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJIZSTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJIZSOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJIZOTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJIZOST,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJIOTSZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJIOTZS,X,X,X,O,O,X,O,X,X,O,O,O,O,O,O
LJIOSTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJIOSZT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJIOZTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJIOZST,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJSTIZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LJSTIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
LJSTZIO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LJSTZOI,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LJSTOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LJSTOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LJSITZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJSITOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LJSIZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJSIZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LJSIOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJSIOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJSZTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LJSZTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LJSZITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJSZIOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LJSZOTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LJSZOIT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LJSOTIZ,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LJSOTZI,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LJSOITZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJSOIZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJSOZTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LJSOZIT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJZTISO,O,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJZTIOS,X,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJZTSIO,O,X,X,X,X,X,O,O,O,X,X,O,O,X,X
LJZTSOI,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJZTOIS,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJZTOSI,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X
LJZITSO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJZITOS,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJZISTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJZISOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJZIOTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJZIOST,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJZSTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LJZSTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LJZSITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LJZSIOT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJZSOTI,O,X,X,O,O,X,O,O,O,O,O,O,X,O,X
LJZSOIT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJZOTIS,X,X,X,O,O,X,O,O,O,O,O,O,X,X,X
LJZOTSI,X,X,X,O,O,X,O,O,O,O,O,O,X,X,X
LJZOITS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJZOIST,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJZOSTI,O,X,X,O,O,X,O,O,O,O,O,O,X,O,X
LJZOSIT,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O
LJOTISZ,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOTIZS,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOTSIZ,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOTSZI,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOTZIS,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOTZSI,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X
LJOITSZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJOITZS,X,X,X,O,O,X,O,X,X,O,O,O,O,O,O
LJOISTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJOISZT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOIZTS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOIZST,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOSTIZ,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LJOSTZI,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LJOSITZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LJOSIZT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOSZTI,X,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LJOSZIT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOZTIS,X,X,X,O,O,X,O,O,O,O,O,O,X,X,X
LJOZTSI,X,X,X,O,O,X,O,O,O,O,O,O,X,X,X
LJOZITS,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOZIST,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LJOZSTI,X,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LJOZSIT,X,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LSTIJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LSTIZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LSTIZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSTIOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LSTIOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LSTJIZO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
LSTJIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
LSTJZIO,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X
LSTJZOI,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LSTJOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSTJOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSTZIJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LSTZIOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSTZJIO,O,X,X,X,X,X,O,X,O,X,X,O,O,O,X
LSTZJOI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X
LSTZOIJ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O
LSTZOJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X
LSTOIJZ,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O
LSTOIZJ,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O
LSTOJIZ,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
LSTOJZI,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O
LSTOZJI,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LSITJOZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
LSITZJO,O,X,X,X,X,X,X,X,O,X,X,O,O,O,O
LSITZOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSITOJZ,X,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LSITOZJ,O,O,X,O,X,X,X,X,X,O,X,O,O,X,O
LSIJTZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSIJTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LSIJZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSIJZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSIJOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LSIJOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LSIZTJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LSIZTOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSIZJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSIZJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSIZOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LSIZOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LSIOTJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LSIOTZJ,O,O,X,O,X,X,X,X,X,O,O,O,O,X,O
LSIOJTZ,X,O,X,O,X,O,X,X,X,O,O,O,O,O,O
LSIOJZT,O,O,X,O,X,O,X,X,O,O,O,O,O,O,O
LSIOZTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LSIOZJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LSJTIZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X
LSJTZIO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LSJTZOI,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSJTOZI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X
LSJITZO,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSJITOZ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
LSJIZTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSJIZOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSJIOTZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LSJIOZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LSJZTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LSJZTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LSJZITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSJZIOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSJZOTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LSJZOIT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSJOTIZ,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LSJOTZI,X,O,X,O,O,X,O,X,X,O,O,O,X,O,X
LSJOITZ,X,O,X,O,O,X,O,X,X,O,O,O,O,O,O
LSJOIZT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LSJOZTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LSJOZIT,O,O,X,O,O,X,O,O,O,O,O,O,O,O,O
LSZTIJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LSZTIOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSZTJIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LSZTJOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LSZTOIJ,O,O,O,O,X,X,X,X,O,O,X,O,X,X,O
LSZTOJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X
LSZITJO,O,X,X,X,X,X,X,O,O,X,X,O,O,O,O
LSZITOJ,O,O,O,O,X,X,X,X,O,O,X,O,O,X,O
LSZIJTO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSZIJOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSZIOTJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LSZIOJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LSZJTIO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,X
LSZJTOI,O,X,X,X,X,X,O,O,O,X,X,O,X,O,X
LSZJITO,O,X,X,X,X,X,O,O,O,X,X,O,O,O,O
LSZJIOT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSZJOTI,O,O,X,O,O,X,O,O,O,O,O,O,X,O,X
LSZJOIT,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O
LSZOTIJ,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O
LSZOTJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X,O,O,O,O,O,X,O
LSZOIJT,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O
LSZOJTI,O,O,X,O,X,O,O,X,O,O,O,O,X,O,X
LSZOJIT,O,O,O,O,X,O,O,X,O,O,O,O,O,O,O
LSOTIJZ,X,O,X,O,X,X,X,X,X,O,O,O,X,X,O
LSOTIZJ,O,O,X,O,X,X,X,X,X,O,O,O,X,X,O
LSOTJIZ,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X
LSOTJZI,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,X,O,O,O,X,X,O
LSOTZJI,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X
LSOITJZ,X,O,X,O,X,X,X,X,X,O,O,O,O,X,O
