sequence,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBUnjWCz/AAAvhFFZBzSBsWBKVBXRBGZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBKnjWCzOBAAvhFGZBzSBsWBKVBXRBFZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je33XaAFLDmClcJSAVDEHB?EooRBToAVBKH8LC6OBAAvhF+ZBzTBKVBRWBUYBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jez2XaAFLDmClcJSAVDEHB?EooRBPoAVBK+rtC6OBAAvhF+ZBRYBKVBXRB0XBlYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBKH8LCzOBAAvhF+ZBzTBKVBRWB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je18XaAFLDmClcJSAVDEHB?EooRBUoAVBpXstCv/AAAvhFxYBsWBKVBXRBTZBGYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBqSFgCzOBAAvhFWZBKVBRWBTZB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeW+XaAFLDmClcJSAVDEHB?EooRBKoAVBJ3TWC6OBAAvhFRcBTUBXTBKVBURBFSB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVB6vytCM+AAAvhF0WB+ZBzTB3SBKVBRRB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVBzvKWCa+AAAvhFXXB+ZBzTBKVBURBRSB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex9XaAFLDmClcJSAVDEHB?EooRBJoAVBTnjWCqOBAAvhF3XBTUBsWBKVBGTBFRB
JSIZOTL,X,X,X,X,X,X,X,O,X,X,O
JSIZOLT,X,O,X,X,X,X,X,O,X,X,O
JSIOTLZ,X,X,X,X,X,X,X,O,X,X,O
JSIOTZL,X,X,X,X,X,X,X,O,X,X,O
JSIOLTZ,X,X,O,O,X,X,X,O,X,X,O
JSIOLZT,X,O,O,O,X,X,X,O,X,X,O
JSIOZTL,X,X,X,X,X,X,X,O,X,X,O
JSIOZLT,X,O,X,X,X,X,X,O,X,X,O
JSLTIZO,X,X,X,X,X,X,X,O,O,O,O
JSLTIOZ,X,X,O,X,X,X,X,O,O,O,O
JSLTZIO,X,X,X,X,X,X,X,O,O,O,O
JSLTZOI,X,X,X,X,X,X,X,O,O,O,O
JSLTOIZ,X,X,O,O,X,X,X,O,O,O,X
JSLTOZI,X,X,X,X,X,X,X,O,O,O,X
JSLITZO,X,X,X,X,X,X,X,O,X,O,O
JSLITOZ,X,X,O,X,X,X,X,O,X,O,O
JSLIZTO,X,O,X,X,X,X,X,O,X,O,O
JSLIZOT,X,O,O,X,O,X,X,O,X,X,O
JSLIOTZ,X,X,O,O,X,X,X,O,X,X,O
JSLIOZT,X,O,O,O,O,X,X,O,X,X,O
JSLZTIO,X,X,X,X,X,X,X,O,O,O,O
JSLZTOI,X,X,X,X,X,X,X,O,O,O,O
JSLZITO,X,X,X,X,X,X,X,O,O,O,O
JSLZIOT,X,X,O,X,O,X,X,O,X,X,O
JSLZOTI,X,X,X,X,X,X,X,O,X,X,O
JSLZOIT,X,X,O,O,O,X,X,O,X,X,O
JSLOTIZ,X,X,O,O,X,X,X,O,O,O,X
JSLOTZI,X,X,X,X,X,X,X,O,O,O,X
JSLOITZ,X,X,O,O,X,X,X,O,X,X,O
JSLOIZT,X,X,O,O,O,X,X,O,X,X,O
JSLOZTI,X,X,X,X,X,X,X,O,X,X,O
JSLOZIT,X,X,O,O,O,X,X,O,X,X,O
JSZTILO,X,X,X,X,X,X,X,O,O,X,O
JSZTIOL,X,X,X,X,X,X,X,O,O,X,O
JSZTLIO,X,X,X,X,X,X,X,O,O,X,O
JSZTLOI,X,X,X,X,X,X,X,O,O,X,O
JSZTOIL,X,X,X,X,X,X,X,O,O,X,X
JSZTOLI,X,X,X,X,X,X,X,O,O,X,X
JSZITLO,X,X,X,X,X,X,X,O,X,X,O
JSZITOL,X,X,X,X,X,X,X,O,X,X,O
JSZILTO,X,X,X,X,X,X,X,O,X,X,O
JSZILOT,X,X,X,X,X,X,X,O,X,X,O
JSZIOTL,X,X,X,X,X,X,X,O,X,X,O
JSZIOLT,X,X,X,X,X,X,X,O,X,X,O
JSZLTIO,X,X,X,X,X,X,X,O,O,X,O
JSZLTOI,X,X,X,X,X,X,X,O,O,X,O
JSZLITO,X,X,X,X,X,X,X,O,O,X,O
JSZLIOT,X,X,O,X,O,X,X,O,X,X,O
JSZLOTI,X,X,X,X,X,X,X,O,X,X,O
JSZLOIT,X,X,O,X,O,X,X,O,X,X,O
JSZOTIL,X,X,X,X,X,X,X,O,X,X,X
JSZOTLI,X,X,X,X,X,X,X,O,X,X,X
JSZOITL,X,X,X,X,X,X,X,O,X,X,O
JSZOILT,X,X,X,X,X,X,X,O,X,X,O
JSZOLTI,X,X,X,X,X,X,X,O,X,X,O
JSZOLIT,X,X,O,X,O,X,X,O,X,X,O
JSOTILZ,X,X,X,X,X,X,X,O,O,O,X
JSOTIZL,X,X,X,X,X,X,X,O,O,O,X
JSOTLIZ,X,X,O,X,X,X,X,O,O,O,X
JSOTLZI,X,X,X,X,X,X,X,O,O,O,X
JSOTZIL,X,X,X,X,X,X,X,O,O,O,X
JSOTZLI,X,X,X,X,X,X,X,O,O,O,X
JSOITLZ,X,X,X,X,X,X,X,O,X,X,O
JSOITZL,X,X,X,X,X,X,X,O,X,X,O
JSOILTZ,X,X,O,O,X,X,X,O,X,X,O
JSOILZT,X,X,O,O,X,X,X,O,X,X,O
JSOIZTL,X,X,X,X,X,X,X,O,X,X,O
JSOIZLT,X,X,X,X,X,X,X,O,X,X,O
JSOLTIZ,X,X,O,O,X,X,X,O,O,O,X
JSOLTZI,X,X,X,X,X,X,X,O,O,O,X
JSOLITZ,X,X,O,O,X,X,X,O,X,X,O
JSOLIZT,X,X,O,O,O,X,X,O,X,X,O
JSOLZTI,X,X,X,X,X,X,X,O,X,X,O
JSOLZIT,X,X,O,O,O,X,X,O,X,X,O
JSOZTIL,X,X,X,X,X,X,X,O,X,X,X
JSOZTLI,X,X,X,X,X,X,X,O,X,X,X
JSOZITL,X,X,X,X,X,X,X,O,X,X,O
JSOZILT,X,X,X,X,X,X,X,O,X,X,O
JSOZLTI,X,X,X,X,X,X,X,O,X,X,O
JSOZLIT,X,X,O,X,O,X,X,O,X,X,O
JZTILSO,X,X,X,X,X,X,X,X,O,O,X
JZTILOS,X,X,X,X,X,X,X,X,O,O,X
JZTISLO,X,X,X,X,X,X,X,X,O,O,X
JZTISOL,X,X,X,X,X,X,X,X,O,O,X
JZTIOLS,X,X,X,X,X,X,X,X,O,O,X
JZTIOSL,X,X,X,X,X,X,X,X,O,O,X
JZTLISO,X,X,X,X,X,X,O,X,O,O,X
JZTLIOS,X,X,X,X,O,X,O,X,O,O,X
JZTLSIO,X,X,X,X,X,X,X,X,O,O,X
JZTLSOI,X,X,X,X,X,X,X,X,O,O,X
JZTLOIS,X,X,X,X,O,X,X,X,O,O,X
JZTLOSI,X,X,X,X,X,X,X,X,O,O,X
JZTSILO,X,X,X,X,X,X,X,X,O,O,X
JZTSIOL,X,X,X,X,X,X,X,X,O,O,X
JZTSLIO,X,X,X,X,X,X,X,X,O,O,X
JZTSLOI,X,X,X,X,X,X,X,X,O,O,X
JZTSOIL,X,X,X,X,X,X,X,X,O,O,X
JZTSOLI,X,X,X,X,X,X,X,X,O,O,X
JZTOILS,X,X,X,X,X,X,X,X,O,O,X
JZTOISL,X,X,X,X,X,X,X,X,O,O,X
JZTOLIS,X,X,X,X,O,X,X,X,O,O,X
JZTOLSI,X,X,X,X,X,X,X,X,O,O,X
JZTOSIL,X,X,X,X,X,X,X,X,O,O,X
JZTOSLI,X,X,X,X,X,X,X,X,O,O,X
JZITLSO,X,O,X,X,X,X,X,O,O,X,X
JZITLOS,X,O,X,X,X,X,X,O,O,X,X
JZITSLO,X,X,X,X,X,X,X,O,O,X,X
JZITSOL,X,X,X,X,X,X,X,O,O,X,X
JZITOLS,X,O,X,X,X,X,X,O,O,X,X
JZITOSL,X,X,X,X,X,X,X,O,O,X,X
JZILTSO,X,O,X,X,X,X,O,O,O,X,X
JZILTOS,X,O,X,X,O,X,O,O,O,X,X
JZILSTO,X,O,X,X,X,X,O,O,O,X,X
JZILSOT,X,O,X,X,O,X,O,O,X,X,X
JZILOTS,X,O,X,X,O,X,O,O,O,X,X
JZILOST,X,O,X,O,O,X,O,O,X,X,X
JZISTLO,X,X,X,X,X,X,X,O,X,X,X
JZISTOL,X,X,X,X,X,X,X,O,X,X,X
JZISLTO,X,O,X,X,X,X,X,O,X,X,X
JZISLOT,X,O,X,X,X,X,X,O,X,X,X
JZISOTL,X,X,X,X,X,X,X,O,X,X,X
JZISOLT,X,O,X,X,X,X,X,O,X,X,X
JZIOTLS,X,O,X,X,X,X,X,O,X,X,X
JZIOTSL,X,X,X,X,X,X,X,O,X,X,X
JZIOLTS,X,O,X,X,O,X,X,O,X,X,X
JZIOLST,X,O,X,O,O,X,X,O,X,X,X
JZIOSTL,X,X,X,X,X,X,X,O,X,X,X
JZIOSLT,X,O,X,X,X,X,X,O,X,X,X
JZLTISO,X,X,X,X,X,X,O,X,O,O,X
JZLTIOS,X,X,X,X,O,X,O,X,O,O,X
JZLTSIO,X,X,X,X,X,X,X,X,O,O,X
JZLTSOI,X,X,X,X,X,X,X,X,O,O,X
JZLTOIS,X,X,X,X,O,X,X,X,O,O,X
JZLTOSI,X,X,X,X,X,X,X,X,O,O,X
JZLITSO,X,O,X,X,X,X,O,O,O,X,X
JZLITOS,X,O,X,X,O,X,O,O,O,X,X
JZLISTO,X,O,X,X,X,X,O,O,O,X,X
JZLISOT,X,O,O,X,O,X,O,O,X,X,X
JZLIOTS,X,O,X,X,O,X,O,O,O,X,X
JZLIOST,X,O,O,O,O,X,O,O,X,X,X
JZLSTIO,X,X,X,X,X,X,X,O,O,X,X
JZLSTOI,X,X,X,X,X,X,X,O,O,X,X
JZLSITO,X,X,X,X,X,X,O,O,O,X,X
JZLSIOT,X,X,O,X,O,X,O,O,X,X,X
JZLSOTI,X,X,X,X,X,X,X,O,X,X,X
JZLSOIT,X,X,O,O,O,X,X,O,X,X,X
JZLOTIS,X,X,X,X,O,X,X,X,O,O,X
JZLOTSI,X,X,X,X,X,X,X,X,O,O,X
JZLOITS,X,X,X,X,O,X,O,O,O,X,X
JZLOIST,X,X,O,O,O,X,O,O,X,X,X
JZLOSTI,X,X,X,X,X,X,X,O,X,X,X
JZLOSIT,X,X,O,O,O,X,X,O,X,X,X
JZSTILO,X,X,X,X,X,X,X,O,O,X,X
JZSTIOL,X,X,X,X,X,X,X,O,O,X,X
JZSTLIO,X,X,X,X,X,X,X,O,O,X,X
JZSTLOI,X,X,X,X,X,X,X,O,O,X,X
JZSTOIL,X,X,X,X,X,X,X,O,O,X,X
JZSTOLI,X,X,X,X,X,X,X,O,O,X,X
JZSITLO,X,X,X,X,X,X,X,O,X,X,X
JZSITOL,X,X,X,X,X,X,X,O,X,X,X
JZSILTO,X,X,X,X,X,X,X,O,X,X,X
JZSILOT,X,X,X,X,X,X,X,O,X,X,X
JZSIOTL,X,X,X,X,X,X,X,O,X,X,X
JZSIOLT,X,X,X,X,X,X,X,O,X,X,X
JZSLTIO,X,X,X,X,X,X,X,O,O,X,X
JZSLTOI,X,X,X,X,X,X,X,O,O,X,X
JZSLITO,X,X,X,X,X,X,O,O,O,X,X
JZSLIOT,X,X,O,X,O,X,O,O,X,X,X
JZSLOTI,X,X,X,X,X,X,X,O,X,X,X
JZSLOIT,X,X,O,X,O,X,X,O,X,X,X
JZSOTIL,X,X,X,X,X,X,X,O,X,X,X
JZSOTLI,X,X,X,X,X,X,X,O,X,X,X
JZSOITL,X,X,X,X,X,X,X,O,X,X,X
JZSOILT,X,X,X,X,X,X,X,O,X,X,X
JZSOLTI,X,X,X,X,X,X,X,O,X,X,X
JZSOLIT,X,X,O,X,O,X,X,O,X,X,X
JZOTILS,X,X,X,X,X,X,X,X,O,O,X
JZOTISL,X,X,X,X,X,X,X,X,O,O,X
JZOTLIS,X,X,X,X,O,X,X,X,O,O,X
JZOTLSI,X,X,X,X,X,X,X,X,O,O,X
JZOTSIL,X,X,X,X,X,X,X,X,O,O,X
JZOTSLI,X,X,X,X,X,X,X,X,O,O,X
JZOITLS,X,X,X,X,X,X,X,O,X,X,X
JZOITSL,X,X,X,X,X,X,X,O,X,X,X
JZOILTS,X,X,X,X,O,X,X,O,X,X,X
JZOILST,X,X,X,O,O,X,X,O,X,X,X
JZOISTL,X,X,X,X,X,X,X,O,X,X,X
JZOISLT,X,X,X,X,X,X,X,O,X,X,X
JZOLTIS,X,X,X,X,O,X,X,X,O,O,X
JZOLTSI,X,X,X,X,X,X,X,X,O,O,X
JZOLITS,X,X,X,X,O,X,O,O,O,X,X
JZOLIST,X,X,O,O,O,X,O,O,X,X,X
JZOLSTI,X,X,X,X,X,X,X,O,X,X,X
JZOLSIT,X,X,O,O,O,X,X,O,X,X,X
JZOSTIL,X,X,X,X,X,X,X,O,X,X,X
JZOSTLI,X,X,X,X,X,X,X,O,X,X,X
JZOSITL,X,X,X,X,X,X,X,O,X,X,X
JZOSILT,X,X,X,X,X,X,X,O,X,X,X
JZOSLTI,X,X,X,X,X,X,X,O,X,X,X
JZOSLIT,X,X,O,X,O,X,X,O,X,X,X
JOTILSZ,X,X,X,O,X,X,X,O,O,O,X
JOTILZS,X,X,X,X,X,X,X,O,O,O,X
JOTISLZ,X,X,X,X,X,X,X,O,O,O,X
JOTISZL,X,X,X,X,X,X,X,O,O,O,X
JOTIZLS,X,X,X,X,X,X,X,O,O,O,X
JOTIZSL,X,X,X,X,X,X,X,O,O,O,X
JOTLISZ,X,X,O,O,X,X,X,O,O,O,X
JOTLIZS,X,X,X,X,O,X,X,O,O,O,X
JOTLSIZ,X,X,O,O,X,X,X,O,O,O,X
JOTLSZI,X,X,X,X,X,X,X,O,O,O,X
JOTLZIS,X,X,X,X,O,X,X,X,O,O,X
JOTLZSI,X,X,X,X,X,X,X,X,O,O,X
JOTSILZ,X,X,X,X,X,X,X,O,O,O,X
JOTSIZL,X,X,X,X,X,X,X,O,O,O,X
JOTSLIZ,X,X,O,X,X,X,X,O,O,O,X
JOTSLZI,X,X,X,X,X,X,X,O,O,O,X
JOTSZIL,X,X,X,X,X,X,X,O,O,O,X
JOTSZLI,X,X,X,X,X,X,X,O,O,O,X
JOTZILS,X,X,X,X,X,X,X,X,O,O,X
JOTZISL,X,X,X,X,X,X,X,X,O,O,X
JOTZLIS,X,X,X,X,O,X,X,X,O,O,X
JOTZLSI,X,X,X,X,X,X,X,X,O,O,X
JOTZSIL,X,X,X,X,X,X,X,X,O,O,X
JOTZSLI,X,X,X,X,X,X,X,X,O,O,X
JOITLSZ,X,X,X,O,X,X,X,O,O,O,X
JOITLZS,X,O,X,X,X,X,X,O,O,O,X
JOITSLZ,X,X,X,X,X,X,X,O,O,O,X
JOITSZL,X,X,X,X,X,X,X,O,O,O,X
JOITZLS,X,O,X,X,X,X,X,O,O,O,X
JOITZSL,X,X,X,X,X,X,X,O,O,O,X
JOILTSZ,X,X,O,O,X,X,X,O,O,O,X
JOILTZS,X,O,X,X,O,X,X,O,O,O,X
JOILSTZ,X,X,O,O,X,X,X,O,X,X,X
JOILSZT,X,O,O,O,O,X,X,O,X,X,X
JOILZTS,X,O,X,X,O,X,X,O,X,X,X
JOILZST,X,O,O,O,O,X,X,O,X,X,X
JOISTLZ,X,X,X,X,X,X,X,O,X,X,X
JOISTZL,X,X,X,X,X,X,X,O,X,X,X
JOISLTZ,X,X,O,O,X,X,X,O,X,X,X
JOISLZT,X,O,O,O,X,X,X,O,X,X,X
JOISZTL,X,X,X,X,X,X,X,O,X,X,X
JOISZLT,X,O,X,X,X,X,X,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X,O,X,X,X
JOIZTSL,X,X,X,X,X,X,X,O,X,X,X
JOIZLTS,X,O,X,X,O,X,X,O,X,X,X
JOIZLST,X,O,X,O,O,X,X,O,X,X,X
JOIZSTL,X,X,X,X,X,X,X,O,X,X,X
JOIZSLT,X,O,X,X,X,X,X,O,X,X,X
JOLTISZ,X,X,O,O,X,X,X,O,O,O,X
JOLTIZS,X,X,X,X,O,X,X,O,O,O,X
JOLTSIZ,X,X,O,O,X,X,X,O,O,O,X
JOLTSZI,X,X,X,X,X,X,X,O,O,O,X
JOLTZIS,X,X,X,X,O,X,X,X,O,O,X
JOLTZSI,X,X,X,X,X,X,X,X,O,O,X
JOLITSZ,X,X,O,O,X,X,X,O,O,O,X
JOLITZS,X,O,X,X,O,X,X,O,O,O,X
JOLISTZ,X,X,O,O,X,X,X,O,X,X,X
JOLISZT,X,O,O,O,O,X,X,O,X,X,X
JOLIZTS,X,O,X,X,O,X,X,O,X,X,X
JOLIZST,X,O,O,O,O,X,X,O,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,O,O,O,X
JOLSTZI,X,X,X,X,X,X,X,O,O,O,X
JOLSITZ,X,X,O,O,X,X,X,O,X,X,X
JOLSIZT,X,X,O,O,O,X,X,O,X,X,X
JOLSZTI,X,X,X,X,X,X,X,O,X,X,X
JOLSZIT,X,X,O,O,O,X,X,O,X,X,X
JOLZTIS,X,X,X,X,O,X,X,X,O,O,X
JOLZTSI,X,X,X,X,X,X,X,X,O,O,X
JOLZITS,X,X,X,X,O,X,X,O,O,X,X
JOLZIST,X,X,O,O,O,X,X,O,X,X,X
JOLZSTI,X,X,X,X,X,X,X,O,X,X,X
JOLZSIT,X,X,O,O,O,X,X,O,X,X,X
JOSTILZ,X,X,X,X,X,X,X,O,O,O,X
JOSTIZL,X,X,X,X,X,X,X,O,O,O,X
JOSTLIZ,X,X,O,X,X,X,X,O,O,O,X
JOSTLZI,X,X,X,X,X,X,X,O,O,O,X
JOSTZIL,X,X,X,X,X,X,X,O,O,O,X
JOSTZLI,X,X,X,X,X,X,X,O,O,O,X
JOSITLZ,X,X,X,X,X,X,X,O,X,X,X
JOSITZL,X,X,X,X,X,X,X,O,X,X,X
JOSILTZ,X,X,O,O,X,X,X,O,X,X,X
JOSILZT,X,X,O,O,X,X,X,O,X,X,X
JOSIZTL,X,X,X,X,X,X,X,O,X,X,X
JOSIZLT,X,X,X,X,X,X,X,O,X,X,X
JOSLTIZ,X,X,O,O,X,X,X,O,O,O,X
JOSLTZI,X,X,X,X,X,X,X,O,O,O,X
JOSLITZ,X,X,O,O,X,X,X,O,X,X,X
JOSLIZT,X,X,O,O,O,X,X,O,X,X,X
JOSLZTI,X,X,X,X,X,X,X,O,X,X,X
JOSLZIT,X,X,O,O,O,X,X,O,X,X,X
JOSZTIL,X,X,X,X,X,X,X,O,X,X,X
JOSZTLI,X,X,X,X,X,X,X,O,X,X,X
JOSZITL,X,X,X,X,X,X,X,O,X,X,X
JOSZILT,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,X,X,X,X,X,X,X,O,X,X,X
JOSZLIT,X,X,O,X,O,X,X,O,X,X,X
JOZTILS,X,X,X,X,X,X,X,X,O,O,X
JOZTISL,X,X,X,X,X,X,X,X,O,O,X
JOZTLIS,X,X,X,X,O,X,X,X,O,O,X
JOZTLSI,X,X,X,X,X,X,X,X,O,O,X
JOZTSIL,X,X,X,X,X,X,X,X,O,O,X
JOZTSLI,X,X,X,X,X,X,X,X,O,O,X
JOZITLS,X,X,X,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,X,O,X,X,X
JOZILTS,X,X,X,X,O,X,X,O,X,X,X
JOZILST,X,X,X,O,O,X,X,O,X,X,X
JOZISTL,X,X,X,X,X,X,X,O,X,X,X
JOZISLT,X,X,X,X,X,X,X,O,X,X,X
JOZLTIS,X,X,X,X,O,X,X,X,O,O,X
JOZLTSI,X,X,X,X,X,X,X,X,O,O,X
JOZLITS,X,X,X,X,O,X,X,O,O,X,X
JOZLIST,X,X,O,O,O,X,X,O,X,X,X
JOZLSTI,X,X,X,X,X,X,X,O,X,X,X
JOZLSIT,X,X,O,O,O,X,X,O,X,X,X
JOZSTIL,X,X,X,X,X,X,X,O,X,X,X
JOZSTLI,X,X,X,X,X,X,X,O,X,X,X
JOZSITL,X,X,X,X,X,X,X,O,X,X,X
JOZSILT,X,X,X,X,X,X,X,O,X,X,X
JOZSLTI,X,X,X,X,X,X,X,O,X,X,X
JOZSLIT,X,X,O,X,O,X,X,O,X,X,X
STILJZO,X,X,X,X,X,X,X,X,O,O,O
STILJOZ,X,X,X,X,X,X,X,X,O,O,O
STILZJO,O,X,X,X,X,O,X,X,O,O,O
STILZOJ,O,X,X,X,X,O,X,X,O,O,O
STILOJZ,X,X,X,X,X,X,X,X,O,O,O
STILOZJ,O,X,X,X,X,X,X,X,X,O,O
STIJLZO,X,X,X,X,X,X,X,X,O,O,O
STIJLOZ,X,X,X,X,X,X,X,X,O,O,O
STIJZLO,X,X,X,X,X,X,X,X,O,O,O
STIJZOL,X,X,X,X,X,X,X,X,O,O,O
STIJOLZ,X,X,X,X,X,X,X,X,O,O,O
STIJOZL,X,X,X,X,X,X,X,X,O,O,O
STIZLJO,O,X,X,X,X,O,X,X,O,O,O
STIZLOJ,O,X,X,X,X,O,X,X,O,O,O
STIZJLO,X,X,X,X,X,X,X,X,O,O,O
STIZJOL,X,X,X,X,X,X,X,X,O,O,O
STIZOLJ,O,X,X,X,X,X,X,X,X,X,O
STIZOJL,X,X,X,X,X,X,X,X,X,X,O
STIOLJZ,X,X,X,X,X,X,X,X,X,O,O
STIOLZJ,O,X,X,X,X,X,X,X,X,O,O
STIOJLZ,X,X,X,X,X,X,X,X,X,O,O
STIOJZL,X,X,X,X,X,X,X,X,X,O,O
STIOZLJ,O,X,X,X,X,X,X,X,X,X,O
STIOZJL,X,X,X,X,X,X,X,X,X,X,O
STLIJZO,X,X,X,X,X,X,X,X,O,O,O
STLIJOZ,X,X,O,X,X,X,X,X,O,O,O
STLIZJO,O,X,X,X,X,O,X,X,O,O,O
STLIZOJ,O,X,X,X,X,O,X,X,O,O,O
STLIOJZ,X,X,X,X,X,X,X,X,O,O,O
STLIOZJ,O,X,X,X,X,X,X,X,X,O,O
STLJIZO,X,X,X,X,X,X,X,X,O,O,O
STLJIOZ,X,X,O,X,X,X,X,X,O,O,O
STLJZIO,X,X,X,X,X,X,X,X,O,O,O
STLJZOI,X,X,X,X,X,X,X,X,O,O,O
STLJOIZ,X,X,O,X,X,X,X,X,O,O,X
STLJOZI,X,X,X,X,X,X,X,X,O,O,X
STLZIJO,X,X,X,X,X,O,X,X,O,O,O
STLZIOJ,X,X,X,X,X,O,X,X,O,O,O
STLZJIO,X,X,X,X,X,O,X,X,O,O,O
STLZJOI,X,X,X,X,X,X,X,X,O,O,O
STLZOIJ,X,X,X,X,X,O,X,X,O,O,O
STLZOJI,X,X,X,X,X,X,X,X,O,O,O
STLOIJZ,X,X,X,X,X,X,X,X,O,O,X
STLOIZJ,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,X,X,X,X,X,O,O,X
STLOJZI,X,X,X,X,X,X,X,X,O,O,X
STLOZIJ,X,X,X,X,X,X,X,X,O,O,X
STLOZJI,X,X,X,X,X,X,X,X,O,O,X
STJILZO,X,X,X,X,X,X,X,X,O,O,O
STJILOZ,X,X,X,X,X,X,X,X,O,O,O
STJIZLO,X,X,X,X,X,X,X,X,O,O,O
STJIZOL,X,X,X,X,X,X,X,X,O,O,O
STJIOLZ,X,X,X,X,X,X,X,X,O,O,O
STJIOZL,X,X,X,X,X,X,X,X,O,O,O
STJLIZO,X,X,X,X,X,X,X,X,O,O,O
STJLIOZ,X,X,O,X,X,X,X,X,O,O,O
STJLZIO,X,X,X,X,X,X,X,X,O,O,O
STJLZOI,X,X,X,X,X,X,X,X,O,O,O
STJLOIZ,X,X,O,X,X,X,X,X,O,O,X
STJLOZI,X,X,X,X,X,X,X,X,O,O,X
STJZILO,X,X,X,X,X,X,X,X,O,O,O
STJZIOL,X,X,X,X,X,X,X,X,O,O,O
STJZLIO,X,X,X,X,X,X,X,X,O,O,O
STJZLOI,X,X,X,X,X,X,X,X,O,O,O
STJZOIL,X,X,X,X,X,X,X,X,O,O,X
STJZOLI,X,X,X,X,X,X,X,X,O,O,X
STJOILZ,X,X,X,X,X,X,X,X,O,O,X
STJOIZL,X,X,X,X,X,X,X,X,O,O,X
STJOLIZ,X,X,O,X,X,X,X,X,O,O,X
STJOLZI,X,X,X,X,X,X,X,X,O,O,X
STJOZIL,X,X,X,X,X,X,X,X,O,O,X
STJOZLI,X,X,X,X,X,X,X,X,O,O,X
STZILJO,X,X,X,X,X,O,X,X,O,O,O
STZILOJ,X,X,X,X,X,O,X,X,O,O,O
STZIJLO,X,X,X,X,X,X,X,X,O,O,O
STZIJOL,X,X,X,X,X,X,X,X,O,O,O
STZIOLJ,X,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,X,X,X,X,X,X,X,X,X,O
STZLIJO,X,X,X,X,X,O,X,X,O,O,O
STZLIOJ,X,X,X,X,X,O,X,X,O,O,O
STZLJIO,X,X,X,X,X,O,X,X,O,O,O
STZLJOI,X,X,X,X,X,X,X,X,O,O,O
STZLOIJ,X,X,X,X,X,O,X,X,O,O,O
STZLOJI,X,X,X,X,X,X,X,X,O,O,O
STZJILO,X,X,X,X,X,X,X,X,O,O,O
STZJIOL,X,X,X,X,X,X,X,X,O,O,O
STZJLIO,X,X,X,X,X,X,X,X,O,O,O
STZJLOI,X,X,X,X,X,X,X,X,O,O,O
STZJOIL,X,X,X,X,X,X,X,X,O,O,X
STZJOLI,X,X,X,X,X,X,X,X,O,O,X
STZOILJ,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,X,X,X,X,X,X,O,X,X
STZOLJI,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,X,X,X,X,X,X,X,X,O,X,X
STZOJLI,X,X,X,X,X,X,X,X,O,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,O,X
STOILZJ,X,X,X,X,X,X,X,X,X,O,X
STOIJLZ,X,X,X,X,X,X,X,X,X,O,X
STOIJZL,X,X,X,X,X,X,X,X,X,O,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X,X,O,O,X
STOLIZJ,X,X,X,X,X,X,X,X,X,O,X
STOLJIZ,X,X,X,X,X,X,X,X,O,O,X
STOLJZI,X,X,X,X,X,X,X,X,O,O,X
STOLZIJ,X,X,X,X,X,X,X,X,O,O,X
STOLZJI,X,X,X,X,X,X,X,X,O,O,X
STOJILZ,X,X,X,X,X,X,X,X,O,O,X
STOJIZL,X,X,X,X,X,X,X,X,O,O,X
STOJLIZ,X,X,X,X,X,X,X,X,O,O,X
STOJLZI,X,X,X,X,X,X,X,X,O,O,X
STOJZIL,X,X,X,X,X,X,X,X,O,O,X
STOJZLI,X,X,X,X,X,X,X,X,O,O,X
STOZILJ,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,X,X,X,X,X,O,X,X
STOZLJI,X,X,X,X,X,X,X,X,O,X,X
STOZJIL,X,X,X,X,X,X,X,X,O,X,X
STOZJLI,X,X,X,X,X,X,X,X,O,X,X
