sequence,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYBX?eB0iBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jei1IvhFRXBceB3aBG?dBziBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxdB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jey6IvhFGXBxdBTaB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jem1IvhFRXBTaBFeBf?oBUnBCtB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBRXBceBf?oBFnBusB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeO6IvhF8aBRXBXeBz?nBFnBCtB
JOISLZT,X,X,O,X,X,X,X,X
JOISZTL,X,X,X,X,X,X,X,X
JOISZLT,X,X,O,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X
JOIZSLT,X,X,O,X,X,X,X,X
JOLTISZ,X,O,X,O,O,X,X,X
JOLTIZS,O,X,X,O,O,X,X,X
JOLTSIZ,X,O,X,O,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X
JOLTZIS,O,X,X,O,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X,X
JOLITSZ,X,O,X,O,O,X,X,X
JOLITZS,O,X,X,O,O,X,X,X
JOLISTZ,X,O,X,O,O,X,X,X
JOLISZT,X,O,X,O,O,X,X,X
JOLIZTS,O,X,X,O,O,X,X,X
JOLIZST,O,X,X,O,O,X,X,X
JOLSTIZ,X,O,X,O,X,X,X,X
JOLSTZI,O,O,X,X,X,O,X,X
JOLSITZ,X,O,X,O,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X
JOLSZTI,O,O,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X
JOLZTIS,O,X,X,O,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X,X
JOLZITS,O,X,X,O,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X
JOLZSTI,O,O,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X
JOSTILZ,X,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,O,X,X
JOSTLIZ,X,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,X,O,X,X
JOSTZIL,X,X,X,X,X,O,X,X
JOSTZLI,X,X,X,X,X,O,X,X
JOSITLZ,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,X
JOSILTZ,X,O,X,X,X,X,X,X
JOSILZT,X,O,O,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X
JOSIZLT,X,X,O,X,X,X,X,X
JOSLTIZ,X,O,X,X,X,X,X,X
JOSLTZI,X,O,X,X,X,O,X,X
JOSLITZ,X,O,X,X,X,X,X,X
JOSLIZT,X,O,O,X,X,X,X,X
JOSLZTI,X,O,O,X,X,X,X,X
JOSLZIT,X,O,O,X,X,X,X,X
JOSZTIL,X,X,X,X,X,O,X,O
JOSZTLI,X,X,X,X,X,O,X,O
JOSZITL,X,X,X,X,X,X,X,O
JOSZILT,X,X,O,X,X,X,X,X
JOSZLTI,X,X,O,X,X,X,X,O
JOSZLIT,X,X,O,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,X,X
JOZTISL,X,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,X,X,X,O
JOZTSLI,X,X,X,X,X,X,X,O
JOZITLS,X,X,X,X,X,X,X,X
JOZITSL,X,X,X,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X,O
JOZISLT,X,X,O,X,X,X,X,X
JOZLTIS,O,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,O
JOZLSIT,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,O,X,O
JOZSTLI,X,X,X,X,X,O,X,O
JOZSITL,X,X,X,X,X,X,X,O
JOZSILT,X,X,O,X,X,X,X,X
JOZSLTI,X,X,O,X,X,X,X,O
JOZSLIT,X,X,O,X,X,X,X,X
STILJZO,X,O,O,X,O,X,X,X
STILJOZ,X,O,O,O,O,X,X,X
STILZJO,X,O,O,X,X,X,X,X
STILZOJ,X,O,O,X,X,X,X,X
STILOJZ,X,O,O,O,X,X,X,X
STILOZJ,X,O,O,X,X,X,X,X
STIJLZO,X,O,O,X,O,X,X,X
STIJLOZ,X,O,O,O,O,X,X,X
STIJZLO,X,O,O,X,X,X,X,X
STIJZOL,X,X,O,X,X,X,X,X
STIJOLZ,X,O,O,X,X,X,X,X
STIJOZL,X,X,O,X,X,X,X,X
STIZLJO,X,O,O,X,X,X,X,X
STIZLOJ,X,O,O,X,X,X,X,X
STIZJLO,X,O,O,X,X,X,X,X
STIZJOL,X,X,O,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,X,X
STIZOJL,X,X,O,X,X,X,X,X
STIOLJZ,X,O,O,X,X,X,X,X
STIOLZJ,X,O,O,X,X,X,X,X
STIOJLZ,X,O,O,X,X,X,X,X
STIOJZL,X,X,O,X,X,O,X,X
STIOZLJ,X,X,O,X,X,O,X,X
STIOZJL,X,X,O,X,X,O,X,X
STLIJZO,X,O,O,X,O,X,X,X
STLIJOZ,X,O,O,O,O,X,X,X
STLIZJO,X,O,O,X,X,X,X,X
STLIZOJ,X,O,O,X,X,X,X,X
STLIOJZ,X,O,O,O,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X,X
STLJIZO,X,O,O,X,O,X,X,X
STLJIOZ,X,O,O,O,O,X,X,X
STLJZIO,O,O,O,X,X,X,X,X
STLJZOI,O,O,O,X,X,X,X,X
STLJOIZ,X,O,O,O,X,X,X,X
STLJOZI,O,O,O,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,O,X
STLZIOJ,O,O,O,X,X,X,O,X
STLZJIO,O,O,O,X,X,X,O,X
STLZJOI,O,O,O,X,X,X,O,X
STLZOIJ,O,O,O,X,X,X,O,X
STLZOJI,O,O,O,X,X,X,O,X
STLOIJZ,X,O,O,O,X,X,X,X
STLOIZJ,X,O,O,X,X,X,X,X
STLOJIZ,X,O,O,O,X,X,X,X
STLOJZI,O,O,O,X,X,O,X,X
STLOZIJ,O,O,O,X,X,O,O,X
STLOZJI,O,O,O,X,X,O,O,X
STJILZO,X,O,O,X,O,X,X,X
STJILOZ,X,O,O,O,O,X,X,X
STJIZLO,X,O,O,X,X,X,X,X
STJIZOL,X,X,O,X,X,X,X,X
STJIOLZ,X,O,O,X,X,X,X,X
STJIOZL,X,X,O,X,X,X,X,X
STJLIZO,X,O,O,X,O,X,X,X
STJLIOZ,X,O,O,O,O,X,X,X
STJLZIO,O,O,O,X,X,X,X,X
STJLZOI,O,O,O,X,X,X,X,X
STJLOIZ,X,O,O,O,X,X,X,X
STJLOZI,O,O,O,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X
STJZIOL,X,X,O,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,X
STJZOLI,X,X,O,X,X,X,X,X
STJOILZ,X,O,O,X,X,X,X,X
STJOIZL,X,X,O,X,X,O,X,X
STJOLIZ,X,O,O,X,X,X,X,X
STJOLZI,X,O,O,X,X,O,X,X
STJOZIL,X,X,O,X,X,O,X,X
STJOZLI,X,X,O,X,X,O,X,X
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X
STZIJOL,X,X,O,X,X,X,X,X
STZIOLJ,X,X,O,X,X,X,X,X
STZIOJL,X,X,O,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,O,X
STZLIOJ,O,O,O,X,X,X,O,X
STZLJIO,O,O,O,X,X,X,O,X
STZLJOI,O,O,O,X,X,X,O,X
STZLOIJ,O,O,O,X,X,X,O,X
STZLOJI,O,O,O,X,X,X,O,X
STZJILO,O,O,O,X,X,X,X,X
STZJIOL,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X
STZJOIL,X,X,O,X,X,X,X,X
STZJOLI,X,X,O,X,X,X,X,X
STZOILJ,X,X,O,X,X,O,X,X
STZOIJL,X,X,O,X,X,O,X,X
STZOLIJ,X,X,O,X,X,O,X,X
STZOLJI,X,X,O,X,X,O,X,X
STZOJIL,X,X,O,X,X,O,X,X
STZOJLI,X,X,O,X,X,O,X,X
STOILJZ,X,O,O,X,X,X,X,X
STOILZJ,X,O,O,X,X,X,X,X
STOIJLZ,X,O,O,X,X,X,X,X
STOIJZL,X,X,O,X,X,O,X,X
STOIZLJ,X,X,O,X,X,O,X,X
STOIZJL,X,X,O,X,X,O,X,X
STOLIJZ,X,O,O,X,X,X,X,X
STOLIZJ,X,O,O,X,X,X,X,X
STOLJIZ,X,O,O,X,X,X,X,X
STOLJZI,X,O,O,X,X,O,X,X
STOLZIJ,X,O,O,X,X,O,X,X
STOLZJI,X,O,O,X,X,O,X,X
STOJILZ,X,O,O,X,X,X,X,X
STOJIZL,X,X,O,X,X,O,X,X
STOJLIZ,X,O,O,X,X,X,X,X
STOJLZI,X,O,O,X,X,O,X,X
STOJZIL,X,X,O,X,X,O,X,X
STOJZLI,X,X,O,X,X,O,X,X
STOZILJ,X,X,O,X,X,O,X,X
STOZIJL,X,X,O,X,X,O,X,X
STOZLIJ,X,X,O,X,X,O,X,X
STOZLJI,X,X,O,X,X,O,X,X
STOZJIL,X,X,O,X,X,O,X,X
STOZJLI,X,X,O,X,X,O,X,X
SITLJZO,X,X,O,X,X,X,X,X
SITLJOZ,X,O,O,X,X,X,X,X
SITLZJO,X,X,O,X,X,X,X,X
SITLZOJ,X,X,O,X,X,X,X,X
SITLOJZ,X,O,O,X,X,X,X,X
SITLOZJ,X,X,O,X,X,X,X,X
SITJLZO,X,X,O,X,X,X,X,X
SITJLOZ,X,O,O,X,X,X,X,X
SITJZLO,X,X,O,X,X,X,X,X
SITJZOL,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,X
SITZLJO,X,X,O,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X,X
SITZJLO,X,X,O,X,X,X,X,X
SITZJOL,X,X,O,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,X,X
SITZOJL,X,X,O,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,X
SITOJLZ,X,X,O,X,X,X,X,X
SITOJZL,X,X,O,X,X,O,X,X
SITOZLJ,X,X,O,X,X,O,X,X
SITOZJL,X,X,O,X,X,O,X,X
SILTJZO,X,X,O,X,X,X,X,X
SILTJOZ,X,O,O,X,X,X,X,X
SILTZJO,X,X,O,X,X,X,X,X
SILTZOJ,X,X,O,X,X,X,X,X
SILTOJZ,X,O,O,X,X,X,X,X
SILTOZJ,X,X,O,X,X,X,X,X
SILJTZO,X,X,O,X,O,X,X,X
SILJTOZ,X,O,O,X,O,X,X,X
SILJZTO,X,O,O,X,X,X,X,X
SILJZOT,X,O,O,X,O,X,X,X
SILJOTZ,X,O,X,O,O,X,X,X
SILJOZT,X,O,O,O,O,X,X,X
SILZTJO,X,O,O,X,X,X,O,X
SILZTOJ,X,O,O,X,X,X,O,X
SILZJTO,X,O,O,X,X,X,X,X
SILZJOT,X,O,O,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,X
SILZOJT,X,O,O,X,X,X,X,X
SILOTJZ,X,O,O,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X
SILOJTZ,X,O,X,O,X,X,X,X
SILOJZT,X,O,O,O,X,X,X,X
SILOZTJ,X,O,X,X,X,X,O,X
SILOZJT,X,O,O,X,X,X,X,X
SIJTLZO,X,X,O,X,X,X,X,X
SIJTLOZ,X,O,O,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,X,X
SIJTZOL,X,X,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X
SIJLTZO,X,X,O,X,O,X,X,X
SIJLTOZ,X,O,O,X,O,X,X,X
SIJLZTO,X,O,O,X,X,X,X,X
SIJLZOT,X,O,O,X,O,X,X,X
SIJLOTZ,X,O,X,O,O,X,X,X
SIJLOZT,X,O,O,O,O,X,X,X
SIJZTLO,X,X,O,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,X,X
SIJOLZT,X,O,O,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X
SIZTLJO,X,X,O,X,X,X,X,X
SIZTLOJ,X,X,O,X,X,X,X,X
SIZTJLO,X,X,O,X,X,X,X,X
SIZTJOL,X,X,O,X,X,X,X,X
SIZTOLJ,X,X,O,X,X,X,X,X
SIZTOJL,X,X,O,X,X,X,X,X
SIZLTJO,X,X,O,X,X,X,O,X
SIZLTOJ,X,X,O,X,X,X,O,X
SIZLJTO,X,X,O,X,X,X,X,X
SIZLJOT,X,O,O,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,O,X
SIZLOJT,X,O,O,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X
SIZJOLT,X,X,O,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X
SIZOLJT,X,X,O,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X
SIZOJLT,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,X,X
SIOTJZL,X,X,O,X,X,O,X,X
SIOTZLJ,X,X,O,X,X,O,X,X
SIOTZJL,X,X,O,X,X,O,X,X
SIOLTJZ,X,O,O,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X
SIOLJZT,X,O,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X
SIOLZJT,X,O,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X,X
SIOJLZT,X,O,O,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X
SIOZLJT,X,X,O,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,X,X
SLTIJZO,X,O,O,X,O,X,X,X
SLTIJOZ,X,O,O,O,O,X,X,X
SLTIZJO,X,O,O,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X
SLTIOJZ,X,O,O,O,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X,X
SLTJIZO,X,O,O,X,O,X,X,X
SLTJIOZ,X,O,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X
SLTJOIZ,X,O,O,O,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,X
SLTZJIO,O,O,O,X,X,X,O,X
SLTZJOI,O,O,O,X,X,X,O,X
SLTZOIJ,O,O,O,X,X,X,O,X
SLTZOJI,O,O,O,X,X,X,O,X
SLTOIJZ,X,O,O,O,X,X,X,X
SLTOIZJ,X,O,O,X,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,X,X
SLTOJZI,O,O,O,X,X,O,X,X
SLTOZIJ,O,O,O,X,X,O,O,X
SLTOZJI,O,O,O,X,X,O,O,X
SLITJZO,X,X,O,X,X,X,X,X
SLITJOZ,X,O,O,X,X,X,X,X
SLITZJO,X,X,O,X,X,X,X,X
SLITZOJ,X,X,O,X,X,X,X,X
SLITOJZ,X,O,O,X,X,X,X,X
SLITOZJ,X,X,O,X,X,X,X,X
SLIJTZO,X,X,O,X,O,X,X,X
SLIJTOZ,X,O,O,X,O,X,X,X
SLIJZTO,X,O,O,X,X,X,X,X
SLIJZOT,X,O,O,X,O,X,X,X
SLIJOTZ,X,O,X,O,O,X,X,X
SLIJOZT,X,O,O,O,O,X,X,X
SLIZTJO,X,O,O,X,X,X,O,X
SLIZTOJ,X,O,O,X,X,X,O,X
SLIZJTO,X,O,O,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,O,X
SLIZOJT,X,O,O,X,X,X,X,X
SLIOTJZ,X,O,O,X,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,X
SLIOJZT,X,O,O,O,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,O,X
SLIOZJT,X,O,O,X,X,X,X,X
SLJTIZO,X,O,O,X,O,X,X,X
SLJTIOZ,X,O,O,O,O,X,X,X
SLJTZIO,O,O,O,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X
SLJITZO,X,X,O,X,O,X,X,X
SLJITOZ,X,O,O,X,O,X,X,X
SLJIZTO,X,O,O,X,X,X,X,X
SLJIZOT,X,O,O,X,O,X,X,X
SLJIOTZ,X,O,X,O,O,X,X,X
SLJIOZT,X,O,O,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X,O,X
SLJZTOI,O,O,O,X,X,X,O,X
SLJZITO,O,O,O,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,O,X
SLJZOIT,O,O,O,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X
SLJOIZT,X,O,O,O,X,X,X,X
SLJOZTI,O,O,O,X,X,X,O,X
SLJOZIT,O,O,O,X,X,X,X,X
SLZTIJO,O,O,O,X,X,X,O,X
SLZTIOJ,O,O,O,X,X,X,O,X
SLZTJIO,O,O,O,X,X,X,O,X
SLZTJOI,O,O,O,X,X,X,O,X
SLZTOIJ,O,O,O,X,X,X,O,X
SLZTOJI,O,O,O,X,X,X,O,X
SLZITJO,O,O,O,X,X,X,O,X
SLZITOJ,O,O,O,X,X,X,O,X
SLZIJTO,O,O,O,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,O,X
SLZJTOI,O,O,O,X,X,X,O,X
SLZJITO,O,O,O,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O,X
SLZJOIT,O,O,O,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,O,X
SLZOTJI,O,O,X,X,X,X,O,X
SLZOITJ,O,O,X,X,X,X,O,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,O,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,X,X,X
SLOTIZJ,X,O,O,X,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X,X
SLOTJZI,O,O,O,X,X,O,X,X
SLOTZIJ,O,O,O,X,X,O,O,X
SLOTZJI,O,O,O,X,X,O,O,X
SLOITJZ,X,O,O,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X
SLOIJZT,X,O,O,O,X,X,X,X
SLOIZTJ,X,O,X,X,X,X,O,X
SLOIZJT,X,O,O,X,X,X,X,X
SLOJTIZ,X,O,X,O,X,X,X,X
SLOJTZI,O,O,X,X,X,O,X,X
SLOJITZ,X,O,X,O,X,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X
SLOJZTI,O,O,O,X,X,X,O,X
SLOJZIT,O,O,O,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,O,X
SLOZTJI,O,O,X,X,X,X,O,X
SLOZITJ,O,O,X,X,X,X,O,X
SLOZIJT,O,O,O,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,O,X
SLOZJIT,O,O,O,X,X,X,X,X
SJTILZO,X,O,O,X,O,X,X,X
SJTILOZ,X,O,O,O,O,X,X,X
SJTIZLO,X,O,O,X,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X
SJTIOLZ,X,O,O,X,X,X,X,X
SJTIOZL,X,X,O,X,X,X,X,X
SJTLIZO,X,O,O,X,O,X,X,X
SJTLIOZ,X,O,O,O,O,X,X,X
SJTLZIO,O,O,O,X,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X,X
SJTLOIZ,X,O,O,O,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X,X
SJTZILO,O,O,O,X,X,X,X,X
SJTZIOL,X,X,O,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X,X
SJTZOIL,X,X,O,X,X,X,X,X
SJTZOLI,X,X,O,X,X,X,X,X
SJTOILZ,X,O,O,X,X,X,X,X
SJTOIZL,X,X,O,X,X,O,X,X
SJTOLIZ,X,O,O,X,X,X,X,X
SJTOLZI,X,O,O,X,X,O,X,X
SJTOZIL,X,X,O,X,X,O,X,X
SJTOZLI,X,X,O,X,X,O,X,X
SJITLZO,X,X,O,X,X,X,X,X
SJITLOZ,X,O,O,X,X,X,X,X
SJITZLO,X,X,O,X,X,X,X,X
SJITZOL,X,X,O,X,X,X,X,X
SJITOLZ,X,X,O,X,X,X,X,X
SJITOZL,X,X,O,X,X,X,X,X
SJILTZO,X,X,O,X,O,X,X,X
SJILTOZ,X,O,O,X,O,X,X,X
SJILZTO,X,O,O,X,X,X,X,X
SJILZOT,X,O,O,X,O,X,X,X
SJILOTZ,X,O,X,O,O,X,X,X
SJILOZT,X,O,O,O,O,X,X,X
SJIZTLO,X,X,O,X,X,X,X,X
SJIZTOL,X,X,X,X,X,X,X,X
SJIZLTO,X,X,O,X,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X
SJIZOTL,X,X,X,X,X,X,X,X
SJIZOLT,X,X,O,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,X,X,X
SJIOLZT,X,O,O,X,X,X,X,X
SJIOZTL,X,X,X,X,X,X,X,X
SJIOZLT,X,X,O,X,X,X,X,X
SJLTIZO,X,O,O,X,O,X,X,X
SJLTIOZ,X,O,O,O,O,X,X,X
SJLTZIO,O,O,O,X,X,X,X,X
SJLTZOI,O,O,O,X,X,X,X,X
SJLTOIZ,X,O,O,O,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X,X
SJLITZO,X,X,O,X,O,X,X,X
SJLITOZ,X,O,O,X,O,X,X,X
SJLIZTO,X,O,O,X,X,X,X,X
SJLIZOT,X,O,O,X,O,X,X,X
SJLIOTZ,X,O,X,O,O,X,X,X
SJLIOZT,X,O,O,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X,O,X
SJLZTOI,O,O,O,X,X,X,O,X
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,O,X
SJLZOIT,O,O,O,X,X,X,X,X
SJLOTIZ,X,O,X,O,X,X,X,X
SJLOTZI,O,O,X,X,X,X,X,X
SJLOITZ,X,O,X,O,X,X,X,X
SJLOIZT,X,O,O,O,X,X,X,X
SJLOZTI,O,O,O,X,X,X,O,X
SJLOZIT,O,O,O,X,X,X,X,X
SJZTILO,X,X,O,X,X,X,X,X
SJZTIOL,X,X,X,X,X,X,X,X
SJZTLIO,X,X,O,X,X,X,X,X
SJZTLOI,X,X,O,X,X,X,X,X
SJZTOIL,X,X,X,X,X,X,X,X
SJZTOLI,X,X,X,X,X,X,X,X
SJZITLO,X,X,O,X,X,X,X,X
SJZITOL,X,X,X,X,X,X,X,X
SJZILTO,X,X,O,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X
SJZIOTL,X,X,X,X,X,X,X,X
SJZIOLT,X,X,O,X,X,X,X,X
SJZLTIO,O,O,O,X,X,X,O,X
SJZLTOI,O,O,O,X,X,X,O,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O,X
SJZLOIT,O,O,O,X,X,X,X,X
SJZOTIL,X,X,X,X,X,X,X,X
SJZOTLI,X,X,X,X,X,X,X,X
SJZOITL,X,X,X,X,X,X,X,X
SJZOILT,X,X,O,X,X,X,X,X
SJZOLTI,X,X,O,X,X,X,X,X
SJZOLIT,X,X,O,X,X,X,X,X
SJOTILZ,X,X,X,X,X,X,X,X
SJOTIZL,X,X,X,X,X,O,X,X
SJOTLIZ,X,X,X,X,X,X,X,X
SJOTLZI,X,X,X,X,X,O,X,X
SJOTZIL,X,X,X,X,X,O,X,X
SJOTZLI,X,X,X,X,X,O,X,X
SJOITLZ,X,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,X,O,X,X
SJOILTZ,X,O,X,X,X,X,X,X
SJOILZT,X,O,O,X,X,X,X,X
SJOIZTL,X,X,X,X,X,X,X,X
SJOIZLT,X,X,O,X,X,X,X,X
SJOLTIZ,X,O,X,X,X,X,X,X
SJOLTZI,X,O,X,X,X,O,X,X
SJOLITZ,X,O,X,X,X,X,X,X
SJOLIZT,X,O,O,X,X,X,X,X
SJOLZTI,X,O,O,X,X,X,X,X
SJOLZIT,X,O,O,X,X,X,X,X
SJOZTIL,X,X,X,X,X,O,X,X
SJOZTLI,X,X,X,X,X,O,X,X
SJOZITL,X,X,X,X,X,X,X,X
SJOZILT,X,X,O,X,X,X,X,X
SJOZLTI,X,X,O,X,X,X,X,X
SJOZLIT,X,X,O,X,X,X,X,X
SZTILJO,X,X,O,X,X,X,X,X
SZTILOJ,X,X,O,X,X,X,X,X
SZTIJLO,X,X,O,X,X,X,X,X
SZTIJOL,X,X,O,X,X,X,X,X
SZTIOLJ,X,X,O,X,X,X,X,X
SZTIOJL,X,X,O,X,X,X,X,X
SZTLIJO,X,X,O,X,X,X,O,X
