sequence,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhETXB8hBCgB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKVB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZwIvhEKbB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Jef3IvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je/wIvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhE3XB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhETXBKfB8hB+?oBXlB
JSLTZIO,O,X,X,O,O,X,X,O,O
JSLTZOI,O,X,O,O,O,X,X,O,O
JSLTOIZ,O,X,O,O,O,X,X,O,O
JSLTOZI,O,X,O,O,O,X,X,O,O
JSLITZO,O,X,X,O,O,X,O,O,O
JSLITOZ,O,X,X,O,O,X,O,O,O
JSLIZTO,O,X,X,O,O,X,O,O,O
JSLIZOT,O,O,O,O,O,O,O,O,O
JSLIOTZ,O,O,O,O,O,O,O,O,O
JSLIOZT,O,O,O,O,O,O,O,O,O
JSLZTIO,O,X,X,O,O,X,X,O,O
JSLZTOI,O,X,O,O,O,X,X,O,O
JSLZITO,O,X,X,O,O,X,O,O,O
JSLZIOT,O,O,O,O,O,O,O,O,O
JSLZOTI,O,O,O,O,O,O,X,O,O
JSLZOIT,O,O,O,O,O,O,O,O,O
JSLOTIZ,O,O,O,O,O,O,X,O,O
JSLOTZI,O,O,O,O,O,O,X,O,O
JSLOITZ,O,O,O,O,O,O,O,O,O
JSLOIZT,O,O,O,O,O,O,O,O,O
JSLOZTI,O,O,O,O,O,O,X,O,O
JSLOZIT,O,O,O,O,O,O,O,O,O
JSZTILO,O,X,X,O,O,X,X,O,O
JSZTIOL,O,O,X,X,X,X,X,X,O
JSZTLIO,O,X,X,O,O,X,X,O,O
JSZTLOI,O,X,O,O,O,X,X,O,O
JSZTOIL,O,O,O,X,X,X,X,X,O
JSZTOLI,O,O,O,X,X,O,X,O,O
JSZITLO,O,X,X,O,O,X,O,O,O
JSZITOL,O,O,X,X,X,X,O,X,O
JSZILTO,O,X,X,O,O,X,O,O,O
JSZILOT,O,O,O,O,O,O,O,O,O
JSZIOTL,O,O,O,X,X,X,O,X,O
JSZIOLT,O,O,O,O,O,O,O,O,O
JSZLTIO,O,X,X,O,O,X,X,O,O
JSZLTOI,O,X,O,O,O,X,X,O,O
JSZLITO,O,X,X,O,O,X,O,O,O
JSZLIOT,O,O,O,O,O,O,O,O,O
JSZLOTI,O,O,O,O,O,O,X,O,O
JSZLOIT,O,O,O,O,O,O,O,O,O
JSZOTIL,O,O,O,X,X,X,X,X,O
JSZOTLI,O,O,O,X,X,O,X,O,O
JSZOITL,O,O,O,X,X,X,O,X,O
JSZOILT,O,O,O,O,O,O,O,O,O
JSZOLTI,O,O,O,O,O,O,X,O,O
JSZOLIT,O,O,O,O,O,O,O,O,O
JSOTILZ,O,O,O,X,X,X,X,X,O
JSOTIZL,O,O,O,X,X,X,X,X,O
JSOTLIZ,O,O,O,X,X,O,X,O,O
JSOTLZI,O,O,O,X,X,O,X,O,O
JSOTZIL,O,O,O,X,X,X,X,X,O
JSOTZLI,O,O,O,X,X,O,X,O,O
JSOITLZ,O,O,O,X,X,X,O,X,O
JSOITZL,O,O,O,X,X,X,O,X,O
JSOILTZ,O,O,O,O,O,O,O,O,O
JSOILZT,O,O,O,O,O,O,O,O,O
JSOIZTL,O,O,O,X,X,X,O,X,O
JSOIZLT,O,O,O,O,O,O,O,O,O
JSOLTIZ,O,O,O,O,O,O,X,O,O
JSOLTZI,O,O,O,O,O,O,X,O,O
JSOLITZ,O,O,O,O,O,O,O,O,O
JSOLIZT,O,O,O,O,O,O,O,O,O
JSOLZTI,O,O,O,O,O,O,X,O,O
JSOLZIT,O,O,O,O,O,O,O,O,O
JSOZTIL,O,O,O,X,X,X,X,X,O
JSOZTLI,O,O,O,X,X,O,X,O,O
JSOZITL,O,O,O,X,X,X,O,X,O
JSOZILT,O,O,O,O,O,O,O,O,O
JSOZLTI,O,O,O,O,O,O,X,O,O
JSOZLIT,O,O,O,O,O,O,O,O,O
JZTILSO,X,X,X,O,X,X,O,O,X
JZTILOS,X,X,X,X,X,O,O,O,X
JZTISLO,O,X,X,O,X,X,O,O,X
JZTISOL,O,O,X,X,X,X,O,X,X
JZTIOLS,X,O,X,X,X,X,X,X,X
JZTIOSL,O,O,X,X,X,X,O,X,X
JZTLISO,X,X,X,O,X,X,O,O,X
JZTLIOS,X,X,X,X,X,O,O,O,X
JZTLSIO,X,X,X,O,O,X,X,O,O
JZTLSOI,X,X,X,O,O,X,X,O,O
JZTLOIS,X,X,X,X,X,O,O,O,X
JZTLOSI,X,X,X,X,X,O,X,O,O
JZTSILO,O,X,X,O,O,X,X,O,O
JZTSIOL,O,O,X,X,X,X,X,X,O
JZTSLIO,O,X,X,O,O,X,X,O,O
JZTSLOI,O,X,O,O,O,X,X,O,O
JZTSOIL,O,O,O,X,X,X,X,X,O
JZTSOLI,O,O,O,X,X,O,X,O,O
JZTOILS,X,O,X,X,X,X,X,X,X
JZTOISL,O,O,O,X,X,X,O,X,X
JZTOLIS,X,O,X,X,X,O,O,O,X
JZTOLSI,X,O,X,X,X,O,X,O,O
JZTOSIL,O,O,O,X,X,X,X,X,O
JZTOSLI,O,O,O,X,X,O,X,O,O
JZITLSO,X,X,X,O,X,X,O,O,X
JZITLOS,X,X,X,X,X,O,O,O,X
JZITSLO,O,X,X,O,X,X,O,O,X
JZITSOL,O,O,X,X,X,X,O,X,X
JZITOLS,X,O,X,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,O,X,X
JZILTSO,X,X,X,O,X,X,O,O,X
JZILTOS,X,X,X,X,X,O,O,O,X
JZILSTO,O,X,X,O,O,X,O,O,O
JZILSOT,O,O,X,O,O,O,O,O,O
JZILOTS,X,O,X,X,X,O,O,O,X
JZILOST,O,O,X,O,X,O,O,O,O
JZISTLO,O,X,X,O,O,X,O,O,O
JZISTOL,O,O,X,X,X,X,O,X,O
JZISLTO,O,X,X,O,O,X,O,O,O
JZISLOT,O,O,O,O,O,O,O,O,O
JZISOTL,O,O,O,X,X,X,O,X,O
JZISOLT,O,O,O,O,O,O,O,O,O
JZIOTLS,X,O,X,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,X,O,X,X
JZIOLTS,X,O,X,X,X,O,O,O,X
JZIOLST,O,O,O,O,X,O,O,O,O
JZIOSTL,O,O,O,X,X,X,O,X,O
JZIOSLT,O,O,O,O,X,O,O,O,O
JZLTISO,X,X,X,O,X,X,O,O,X
JZLTIOS,X,X,X,X,X,O,O,O,X
JZLTSIO,X,X,X,O,O,X,X,O,O
JZLTSOI,X,X,X,O,O,X,X,O,O
JZLTOIS,X,X,X,X,X,O,O,O,X
JZLTOSI,X,X,X,X,X,O,X,O,O
JZLITSO,X,X,X,O,X,X,O,O,X
JZLITOS,X,X,X,X,X,O,O,O,X
JZLISTO,O,X,X,O,O,X,O,O,O
JZLISOT,O,O,X,O,O,O,O,O,O
JZLIOTS,X,O,X,X,X,O,O,O,X
JZLIOST,O,O,X,O,X,O,O,O,O
JZLSTIO,O,X,X,O,O,X,X,O,O
JZLSTOI,O,X,O,O,O,X,X,O,O
JZLSITO,O,X,X,O,O,X,O,O,O
JZLSIOT,O,O,O,O,O,O,O,O,O
JZLSOTI,O,O,O,O,O,O,X,O,O
JZLSOIT,O,O,O,O,O,O,O,O,O
JZLOTIS,X,O,X,X,X,O,O,O,X
JZLOTSI,X,O,X,X,X,O,X,O,O
JZLOITS,X,O,X,X,X,O,O,O,X
JZLOIST,O,O,O,O,X,O,O,O,O
JZLOSTI,O,O,O,O,O,O,X,O,O
JZLOSIT,O,O,O,O,O,O,O,O,O
JZSTILO,O,X,X,O,O,X,X,O,O
JZSTIOL,O,O,X,X,X,X,X,X,O
JZSTLIO,O,X,X,O,O,X,X,O,O
JZSTLOI,O,X,O,O,O,X,X,O,O
JZSTOIL,O,O,O,X,X,X,X,X,O
JZSTOLI,O,O,O,X,X,O,X,O,O
JZSITLO,O,X,X,O,O,X,O,O,O
JZSITOL,O,O,X,X,X,X,O,X,O
JZSILTO,O,X,X,O,O,X,O,O,O
JZSILOT,O,O,O,O,O,O,O,O,O
JZSIOTL,O,O,O,X,X,X,O,X,O
JZSIOLT,O,O,O,O,O,O,O,O,O
JZSLTIO,O,X,X,O,O,X,X,O,O
JZSLTOI,O,X,O,O,O,X,X,O,O
JZSLITO,O,X,X,O,O,X,O,O,O
JZSLIOT,O,O,O,O,O,O,O,O,O
JZSLOTI,O,O,O,O,O,O,X,O,O
JZSLOIT,O,O,O,O,O,O,O,O,O
JZSOTIL,O,O,O,X,X,X,X,X,O
JZSOTLI,O,O,O,X,X,O,X,O,O
JZSOITL,O,O,O,X,X,X,O,X,O
JZSOILT,O,O,O,O,O,O,O,O,O
JZSOLTI,O,O,O,O,O,O,X,O,O
JZSOLIT,O,O,O,O,O,O,O,O,O
JZOTILS,X,O,X,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,O,X,X
JZOTLIS,X,O,X,X,X,O,O,O,X
JZOTLSI,X,O,X,X,X,O,X,O,O
JZOTSIL,O,O,O,X,X,X,X,X,O
JZOTSLI,O,O,O,X,X,O,X,O,O
JZOITLS,X,O,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,O,X,X
JZOILTS,X,O,X,X,X,O,O,O,X
JZOILST,O,O,O,O,X,O,O,O,O
JZOISTL,O,O,O,X,X,X,O,X,O
JZOISLT,O,O,O,O,X,O,O,O,O
JZOLTIS,X,O,X,X,X,O,O,O,X
JZOLTSI,X,O,X,X,X,O,X,O,O
JZOLITS,X,O,X,X,X,O,O,O,X
JZOLIST,O,O,O,O,X,O,O,O,O
JZOLSTI,O,O,O,O,O,O,X,O,O
JZOLSIT,O,O,O,O,O,O,O,O,O
JZOSTIL,O,O,O,X,X,X,X,X,O
JZOSTLI,O,O,O,X,X,O,X,O,O
JZOSITL,O,O,O,X,X,X,O,X,O
JZOSILT,O,O,O,O,O,O,O,O,O
JZOSLTI,O,O,O,O,O,O,X,O,O
JZOSLIT,O,O,O,O,O,O,O,O,O
JOTILSZ,X,O,X,X,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,O,X,X
JOTISZL,O,O,O,X,X,X,O,X,X
JOTIZLS,X,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,O,X,X
JOTLISZ,X,O,X,X,X,O,O,O,X
JOTLIZS,X,O,X,X,X,O,O,O,X
JOTLSIZ,X,O,X,X,X,O,X,O,O
JOTLSZI,X,O,X,X,X,O,X,O,O
JOTLZIS,X,O,X,X,X,O,O,O,X
JOTLZSI,X,O,X,X,X,O,X,O,O
JOTSILZ,O,O,O,X,X,X,X,X,O
JOTSIZL,O,O,O,X,X,X,X,X,O
JOTSLIZ,O,O,O,X,X,O,X,O,O
JOTSLZI,O,O,O,X,X,O,X,O,O
JOTSZIL,O,O,O,X,X,X,X,X,O
JOTSZLI,O,O,O,X,X,O,X,O,O
JOTZILS,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,O,X,X
JOTZLIS,X,O,X,X,X,O,O,O,X
JOTZLSI,X,O,X,X,X,O,X,O,O
JOTZSIL,O,O,O,X,X,X,X,X,O
JOTZSLI,O,O,O,X,X,O,X,O,O
JOITLSZ,X,O,X,X,X,X,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,X,X,O,X,X
JOITSZL,O,O,O,X,X,X,O,X,X
JOITZLS,X,O,X,X,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,O,X,X
JOILTSZ,X,O,X,X,X,O,O,O,X
JOILTZS,X,O,X,X,X,O,O,O,X
JOILSTZ,O,O,O,O,X,O,O,O,O
JOILSZT,O,O,O,O,X,O,O,O,O
JOILZTS,X,O,X,X,X,O,O,O,X
JOILZST,O,O,O,O,X,O,O,O,O
JOISTLZ,O,O,O,X,X,X,O,X,O
JOISTZL,O,O,O,X,X,X,O,X,O
JOISLTZ,O,O,O,O,X,O,O,O,O
JOISLZT,O,O,O,O,X,O,O,O,O
JOISZTL,O,O,O,X,X,X,O,X,O
JOISZLT,O,O,O,O,X,O,O,O,O
JOIZTLS,X,O,X,X,X,X,X,X,X
JOIZTSL,O,O,O,X,X,X,O,X,X
JOIZLTS,X,O,X,X,X,O,O,O,X
JOIZLST,O,O,O,O,X,O,O,O,O
JOIZSTL,O,O,O,X,X,X,O,X,O
JOIZSLT,O,O,O,O,X,O,O,O,O
JOLTISZ,X,O,X,X,X,O,O,O,X
JOLTIZS,X,O,X,X,X,O,O,O,X
JOLTSIZ,X,O,X,X,X,O,X,O,O
JOLTSZI,X,O,X,X,X,O,X,O,O
JOLTZIS,X,O,X,X,X,O,O,O,X
JOLTZSI,X,O,X,X,X,O,X,O,O
JOLITSZ,X,O,X,X,X,O,O,O,X
JOLITZS,X,O,X,X,X,O,O,O,X
JOLISTZ,O,O,O,O,X,O,O,O,O
JOLISZT,O,O,O,O,X,O,O,O,O
JOLIZTS,X,O,X,X,X,O,O,O,X
JOLIZST,O,O,O,O,X,O,O,O,O
JOLSTIZ,O,O,O,O,O,O,X,O,O
JOLSTZI,O,O,O,O,O,O,X,O,O
JOLSITZ,O,O,O,O,O,O,O,O,O
JOLSIZT,O,O,O,O,O,O,O,O,O
JOLSZTI,O,O,O,O,O,O,X,O,O
JOLSZIT,O,O,O,O,O,O,O,O,O
JOLZTIS,X,O,X,X,X,O,O,O,X
JOLZTSI,X,O,X,X,X,O,X,O,O
JOLZITS,X,O,X,X,X,O,O,O,X
JOLZIST,O,O,O,O,X,O,O,O,O
JOLZSTI,O,O,O,O,O,O,X,O,O
JOLZSIT,O,O,O,O,O,O,O,O,O
JOSTILZ,O,O,O,X,X,X,X,X,O
JOSTIZL,O,O,O,X,X,X,X,X,O
JOSTLIZ,O,O,O,X,X,O,X,O,O
JOSTLZI,O,O,O,X,X,O,X,O,O
JOSTZIL,O,O,O,X,X,X,X,X,O
JOSTZLI,O,O,O,X,X,O,X,O,O
JOSITLZ,O,O,O,X,X,X,O,X,O
JOSITZL,O,O,O,X,X,X,O,X,O
JOSILTZ,O,O,O,O,O,O,O,O,O
JOSILZT,O,O,O,O,O,O,O,O,O
JOSIZTL,O,O,O,X,X,X,O,X,O
JOSIZLT,O,O,O,O,O,O,O,O,O
JOSLTIZ,O,O,O,O,O,O,X,O,O
JOSLTZI,O,O,O,O,O,O,X,O,O
JOSLITZ,O,O,O,O,O,O,O,O,O
JOSLIZT,O,O,O,O,O,O,O,O,O
JOSLZTI,O,O,O,O,O,O,X,O,O
JOSLZIT,O,O,O,O,O,O,O,O,O
JOSZTIL,O,O,O,X,X,X,X,X,O
JOSZTLI,O,O,O,X,X,O,X,O,O
JOSZITL,O,O,O,X,X,X,O,X,O
JOSZILT,O,O,O,O,O,O,O,O,O
JOSZLTI,O,O,O,O,O,O,X,O,O
JOSZLIT,O,O,O,O,O,O,O,O,O
JOZTILS,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,O,X,X
JOZTLIS,X,O,X,X,X,O,O,O,X
JOZTLSI,X,O,X,X,X,O,X,O,O
JOZTSIL,O,O,O,X,X,X,X,X,O
JOZTSLI,O,O,O,X,X,O,X,O,O
JOZITLS,X,O,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,O,X,X
JOZILTS,X,O,X,X,X,O,O,O,X
JOZILST,O,O,O,O,X,O,O,O,O
JOZISTL,O,O,O,X,X,X,O,X,O
JOZISLT,O,O,O,O,X,O,O,O,O
JOZLTIS,X,O,X,X,X,O,O,O,X
JOZLTSI,X,O,X,X,X,O,X,O,O
JOZLITS,X,O,X,X,X,O,O,O,X
JOZLIST,O,O,O,O,X,O,O,O,O
JOZLSTI,O,O,O,O,O,O,X,O,O
JOZLSIT,O,O,O,O,O,O,O,O,O
JOZSTIL,O,O,O,X,X,X,X,X,O
JOZSTLI,O,O,O,X,X,O,X,O,O
JOZSITL,O,O,O,X,X,X,O,X,O
JOZSILT,O,O,O,O,O,O,O,O,O
JOZSLTI,O,O,O,O,O,O,X,O,O
JOZSLIT,O,O,O,O,O,O,O,O,O
STILJZO,O,X,X,O,O,X,X,O,O
STILJOZ,O,X,X,O,O,X,X,O,O
STILZJO,O,X,X,O,O,X,X,O,O
STILZOJ,O,X,X,O,O,X,X,O,O
STILOJZ,O,X,X,O,O,X,X,O,O
STILOZJ,O,X,X,O,O,X,X,O,O
STIJLZO,O,X,X,O,O,X,X,O,O
STIJLOZ,O,X,X,O,O,X,X,O,O
STIJZLO,O,X,X,O,O,X,X,O,O
STIJZOL,O,O,X,X,X,X,X,X,O
STIJOLZ,O,O,X,X,X,X,X,X,O
STIJOZL,O,O,X,X,X,X,X,X,O
STIZLJO,O,X,X,O,O,X,X,O,O
STIZLOJ,O,X,X,O,O,X,X,O,O
STIZJLO,O,X,X,O,O,X,X,O,O
STIZJOL,O,O,X,X,X,X,X,X,O
STIZOLJ,O,O,X,X,X,X,X,X,O
STIZOJL,O,O,X,X,X,X,X,X,O
STIOLJZ,O,O,X,X,X,X,X,X,O
STIOLZJ,O,O,X,X,X,X,X,X,O
STIOJLZ,O,O,X,X,X,X,X,X,O
STIOJZL,O,O,X,X,X,X,X,X,O
STIOZLJ,O,O,X,X,X,X,X,X,O
STIOZJL,O,O,X,X,X,X,X,X,O
STLIJZO,O,X,X,O,O,X,X,O,O
STLIJOZ,O,X,X,O,O,X,X,O,O
STLIZJO,O,X,X,O,O,X,X,O,O
STLIZOJ,O,X,X,O,O,X,X,O,O
STLIOJZ,O,X,X,O,O,X,X,O,O
STLIOZJ,O,X,X,O,O,X,X,O,O
STLJIZO,O,X,X,O,O,X,X,O,O
STLJIOZ,O,X,X,O,O,X,X,O,O
STLJZIO,O,X,X,O,O,X,X,O,O
STLJZOI,O,X,O,O,O,X,X,O,O
STLJOIZ,O,X,O,O,O,X,X,O,O
STLJOZI,O,X,O,O,O,X,X,O,O
STLZIJO,O,X,X,O,O,X,X,O,O
STLZIOJ,O,X,X,O,O,X,X,O,O
STLZJIO,O,X,X,O,O,X,X,O,O
STLZJOI,O,X,O,O,O,X,X,O,O
STLZOIJ,O,X,O,O,O,X,X,O,O
STLZOJI,O,X,O,O,O,X,X,O,O
STLOIJZ,O,X,O,O,O,X,X,O,O
STLOIZJ,O,X,O,O,O,X,X,O,O
STLOJIZ,O,X,O,O,O,X,X,O,O
STLOJZI,O,X,O,O,O,X,X,O,O
STLOZIJ,O,X,O,O,O,X,X,O,O
STLOZJI,O,X,O,O,O,X,X,O,O
STJILZO,O,X,X,O,O,X,X,O,O
STJILOZ,O,X,X,O,O,X,X,O,O
STJIZLO,O,X,X,O,O,X,X,O,O
STJIZOL,O,O,X,X,X,X,X,X,O
STJIOLZ,O,O,X,X,X,X,X,X,O
STJIOZL,O,O,X,X,X,X,X,X,O
STJLIZO,O,X,X,O,O,X,X,O,O
STJLIOZ,O,X,X,O,O,X,X,O,O
STJLZIO,O,X,X,O,O,X,X,O,O
STJLZOI,O,X,O,O,O,X,X,O,O
STJLOIZ,O,X,O,O,O,X,X,O,O
STJLOZI,O,X,O,O,O,X,X,O,O
STJZILO,O,X,X,O,O,X,X,O,O
STJZIOL,O,O,X,X,X,X,X,X,O
STJZLIO,O,X,X,O,O,X,X,O,O
STJZLOI,O,X,O,O,O,X,X,O,O
STJZOIL,O,O,O,X,X,X,X,X,O
STJZOLI,O,O,O,X,X,O,X,O,O
STJOILZ,O,O,O,X,X,X,X,X,O
STJOIZL,O,O,O,X,X,X,X,X,O
STJOLIZ,O,O,O,X,X,O,X,O,O
STJOLZI,O,O,O,X,X,O,X,O,O
STJOZIL,O,O,O,X,X,X,X,X,O
STJOZLI,O,O,O,X,X,O,X,O,O
STZILJO,O,X,X,O,O,X,X,O,O
STZILOJ,O,X,X,O,O,X,X,O,O
STZIJLO,O,X,X,O,O,X,X,O,O
STZIJOL,O,O,X,X,X,X,X,X,O
STZIOLJ,O,O,X,X,X,X,X,X,O
STZIOJL,O,O,X,X,X,X,X,X,O
STZLIJO,O,X,X,O,O,X,X,O,O
STZLIOJ,O,X,X,O,O,X,X,O,O
STZLJIO,O,X,X,O,O,X,X,O,O
STZLJOI,O,X,O,O,O,X,X,O,O
STZLOIJ,O,X,O,O,O,X,X,O,O
STZLOJI,O,X,O,O,O,X,X,O,O
STZJILO,O,X,X,O,O,X,X,O,O
STZJIOL,O,O,X,X,X,X,X,X,O
STZJLIO,O,X,X,O,O,X,X,O,O
STZJLOI,O,X,O,O,O,X,X,O,O
STZJOIL,O,O,O,X,X,X,X,X,O
STZJOLI,O,O,O,X,X,O,X,O,O
STZOILJ,O,O,O,X,X,X,X,X,O
STZOIJL,O,O,O,X,X,X,X,X,O
STZOLIJ,O,O,O,X,X,O,X,O,O
STZOLJI,O,O,O,X,X,O,X,O,O
STZOJIL,O,O,O,X,X,X,X,X,O
STZOJLI,O,O,O,X,X,O,X,O,O
STOILJZ,O,O,O,X,X,X,X,X,O
STOILZJ,O,O,O,X,X,X,X,X,O
STOIJLZ,O,O,O,X,X,X,X,X,O
STOIJZL,O,O,O,X,X,X,X,X,O
STOIZLJ,O,O,O,X,X,X,X,X,O
STOIZJL,O,O,O,X,X,X,X,X,O
STOLIJZ,O,O,O,X,X,O,X,O,O
STOLIZJ,O,O,O,X,X,O,X,O,O
STOLJIZ,O,O,O,X,X,O,X,O,O
STOLJZI,O,O,O,X,X,O,X,O,O
STOLZIJ,O,O,O,X,X,O,X,O,O
STOLZJI,O,O,O,X,X,O,X,O,O
STOJILZ,O,O,O,X,X,X,X,X,O
STOJIZL,O,O,O,X,X,X,X,X,O
STOJLIZ,O,O,O,X,X,O,X,O,O
STOJLZI,O,O,O,X,X,O,X,O,O
STOJZIL,O,O,O,X,X,X,X,X,O
STOJZLI,O,O,O,X,X,O,X,O,O
STOZILJ,O,O,O,X,X,X,X,X,O
STOZIJL,O,O,O,X,X,X,X,X,O
STOZLIJ,O,O,O,X,X,O,X,O,O
STOZLJI,O,O,O,X,X,O,X,O,O
STOZJIL,O,O,O,X,X,X,X,X,O
STOZJLI,O,O,O,X,X,O,X,O,O
SITLJZO,O,X,X,O,O,X,O,O,O
SITLJOZ,O,X,X,O,O,X,O,O,O
SITLZJO,O,X,X,O,O,X,O,O,O
SITLZOJ,O,X,X,O,O,X,O,O,O
SITLOJZ,O,X,X,O,O,X,O,O,O
SITLOZJ,O,X,X,O,O,X,O,O,O
SITJLZO,O,X,X,O,O,X,O,O,O
SITJLOZ,O,X,X,O,O,X,O,O,O
SITJZLO,O,X,X,O,O,X,O,O,O
SITJZOL,O,O,X,X,X,X,O,X,O
SITJOLZ,O,O,X,X,X,X,O,X,O
SITJOZL,O,O,X,X,X,X,O,X,O
SITZLJO,O,X,X,O,O,X,O,O,O
SITZLOJ,O,X,X,O,O,X,O,O,O
SITZJLO,O,X,X,O,O,X,O,O,O
SITZJOL,O,O,X,X,X,X,O,X,O
SITZOLJ,O,O,X,X,X,X,O,X,O
SITZOJL,O,O,X,X,X,X,O,X,O
SITOLJZ,O,O,X,X,X,X,O,X,O
SITOLZJ,O,O,X,X,X,X,O,X,O
SITOJLZ,O,O,X,X,X,X,O,X,O
SITOJZL,O,O,X,X,X,X,O,X,O
SITOZLJ,O,O,X,X,X,X,O,X,O
SITOZJL,O,O,X,X,X,X,O,X,O
SILTJZO,O,X,X,O,O,X,O,O,O
SILTJOZ,O,X,X,O,O,X,O,O,O
SILTZJO,O,X,X,O,O,X,O,O,O
SILTZOJ,O,X,X,O,O,X,O,O,O
SILTOJZ,O,X,X,O,O,X,O,O,O
SILTOZJ,O,X,X,O,O,X,O,O,O
SILJTZO,O,X,X,O,O,X,O,O,O
SILJTOZ,O,X,X,O,O,X,O,O,O
SILJZTO,O,X,X,O,O,X,O,O,O
SILJZOT,O,O,O,O,O,O,O,O,O
SILJOTZ,O,O,O,O,O,O,O,O,O
SILJOZT,O,O,O,O,O,O,O,O,O
SILZTJO,O,X,X,O,O,X,O,O,O
SILZTOJ,O,X,X,O,O,X,O,O,O
SILZJTO,O,X,X,O,O,X,O,O,O
SILZJOT,O,O,O,O,O,O,O,O,O
SILZOTJ,O,O,O,O,O,O,O,O,O
SILZOJT,O,O,O,O,O,O,O,O,O
SILOTJZ,O,O,O,O,O,O,O,O,O
SILOTZJ,O,O,O,O,O,O,O,O,O
SILOJTZ,O,O,O,O,O,O,O,O,O
SILOJZT,O,O,O,O,O,O,O,O,O
SILOZTJ,O,O,O,O,O,O,O,O,O
SILOZJT,O,O,O,O,O,O,O,O,O
SIJTLZO,O,X,X,O,O,X,O,O,O
SIJTLOZ,O,X,X,O,O,X,O,O,O
SIJTZLO,O,X,X,O,O,X,O,O,O
SIJTZOL,O,O,X,X,X,X,O,X,O
SIJTOLZ,O,O,X,X,X,X,O,X,O
SIJTOZL,O,O,X,X,X,X,O,X,O
SIJLTZO,O,X,X,O,O,X,O,O,O
SIJLTOZ,O,X,X,O,O,X,O,O,O
SIJLZTO,O,X,X,O,O,X,O,O,O
SIJLZOT,O,O,O,O,O,O,O,O,O
SIJLOTZ,O,O,O,O,O,O,O,O,O
SIJLOZT,O,O,O,O,O,O,O,O,O
SIJZTLO,O,X,X,O,O,X,O,O,O
SIJZTOL,O,O,X,X,X,X,O,X,O
SIJZLTO,O,X,X,O,O,X,O,O,O
SIJZLOT,O,O,O,O,O,O,O,O,O
SIJZOTL,O,O,O,X,X,X,O,X,O
SIJZOLT,O,O,O,O,O,O,O,O,O
SIJOTLZ,O,O,O,X,X,X,O,X,O
SIJOTZL,O,O,O,X,X,X,O,X,O
SIJOLTZ,O,O,O,O,O,O,O,O,O
SIJOLZT,O,O,O,O,O,O,O,O,O
SIJOZTL,O,O,O,X,X,X,O,X,O
SIJOZLT,O,O,O,O,O,O,O,O,O
SIZTLJO,O,X,X,O,O,X,O,O,O
SIZTLOJ,O,X,X,O,O,X,O,O,O
SIZTJLO,O,X,X,O,O,X,O,O,O
SIZTJOL,O,O,X,X,X,X,O,X,O
SIZTOLJ,O,O,X,X,X,X,O,X,O
SIZTOJL,O,O,X,X,X,X,O,X,O
SIZLTJO,O,X,X,O,O,X,O,O,O
SIZLTOJ,O,X,X,O,O,X,O,O,O
SIZLJTO,O,X,X,O,O,X,O,O,O
SIZLJOT,O,O,O,O,O,O,O,O,O
SIZLOTJ,O,O,O,O,O,O,O,O,O
SIZLOJT,O,O,O,O,O,O,O,O,O
SIZJTLO,O,X,X,O,O,X,O,O,O
SIZJTOL,O,O,X,X,X,X,O,X,O
SIZJLTO,O,X,X,O,O,X,O,O,O
SIZJLOT,O,O,O,O,O,O,O,O,O
SIZJOTL,O,O,O,X,X,X,O,X,O
SIZJOLT,O,O,O,O,O,O,O,O,O
SIZOTLJ,O,O,O,X,X,X,O,X,O
SIZOTJL,O,O,O,X,X,X,O,X,O
SIZOLTJ,O,O,O,O,O,O,O,O,O
SIZOLJT,O,O,O,O,O,O,O,O,O
SIZOJTL,O,O,O,X,X,X,O,X,O
SIZOJLT,O,O,O,O,O,O,O,O,O
SIOTLJZ,O,O,O,X,X,X,O,X,O
SIOTLZJ,O,O,O,X,X,X,O,X,O
