sequence,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFlgBRiBzkB3nB0r?BirB,v115@GhA8IeA8CeA8DeF8CeC8Je1FJvhFxhBynBTkBcrBmk?BXsB,v115@GhA8IeA8CeA8DeF8CeC8Je0/IvhFlgB3hBziB2pBxr?BywB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFxgB8nBypBFmB3r?BOsB,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFxgBiiBzkB3nB0r?BFrB,v115@GhA8IeA8CeA8DeF8CeC8Je3AJvhFRiB0kBOrBlnBik?BzrB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFlgBmiBypBxrBcr?BXsB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhF8nBypBRmBmlB3r?BFsB
SZTOILJ,O,O,X,O,O,X,X,X
SZTOIJL,O,O,X,X,O,X,X,X
SZTOLIJ,O,O,X,O,O,X,X,X
SZTOLJI,O,O,X,O,O,X,X,X
SZTOJIL,O,O,X,X,O,O,X,X
SZTOJLI,O,O,X,X,O,O,X,X
SZITLJO,O,O,X,O,X,X,X,X
SZITLOJ,O,O,X,O,X,X,X,O
SZITJLO,O,O,X,O,X,O,X,X
SZITJOL,O,O,X,X,X,O,X,X
SZITOLJ,O,O,X,O,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,O,O,X,O,X,X,X,X
SZILTOJ,O,O,X,O,X,X,X,O
SZILJTO,O,O,X,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X,O
SZILOTJ,O,O,X,O,O,X,X,O
SZILOJT,O,O,X,X,O,X,X,O
SZIJTLO,O,O,X,X,X,O,X,X
SZIJTOL,O,O,X,X,X,O,X,X
SZIJLTO,O,O,X,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X,O
SZIJOTL,O,O,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,O,O,X,X,O,X,X,O
SZIOLJT,O,O,X,X,O,X,X,O
SZIOJTL,O,O,X,X,O,X,X,X
SZIOJLT,O,O,X,X,O,X,X,X
SZLTIJO,O,O,X,O,X,X,X,X
SZLTIOJ,O,O,X,O,X,X,X,O
SZLTJIO,O,O,X,O,X,O,X,X
SZLTJOI,X,O,X,O,X,O,X,X
SZLTOIJ,O,O,X,O,O,X,X,O
SZLTOJI,O,O,X,O,O,X,X,X
SZLITJO,O,O,X,O,X,X,X,X
SZLITOJ,O,O,X,O,X,X,X,O
SZLIJTO,O,O,X,X,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X,O
SZLIOTJ,O,O,X,O,O,X,X,O
SZLIOJT,O,O,X,X,O,X,X,O
SZLJTIO,O,O,X,O,X,O,X,X
SZLJTOI,X,O,X,O,X,O,X,X
SZLJITO,O,O,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,O
SZLJOTI,X,O,X,O,O,X,X,X
SZLJOIT,X,O,X,X,O,X,X,O
SZLOTIJ,O,O,X,O,O,X,X,O
SZLOTJI,O,O,X,O,O,X,X,X
SZLOITJ,O,O,X,O,O,X,X,O
SZLOIJT,O,O,X,X,O,X,X,O
SZLOJTI,O,O,X,O,O,X,X,X
SZLOJIT,O,O,X,X,O,X,X,O
SZJTILO,O,O,X,O,X,O,X,X
SZJTIOL,O,O,X,X,X,O,X,X
SZJTLIO,O,O,X,O,X,O,X,X
SZJTLOI,X,O,X,O,X,O,X,X
SZJTOIL,O,O,X,X,X,O,X,X
SZJTOLI,O,O,X,X,X,O,X,X
SZJITLO,O,O,X,X,X,O,X,X
SZJITOL,O,O,X,X,X,O,X,X
SZJILTO,O,O,X,X,X,X,X,X
SZJILOT,X,O,X,X,X,X,X,O
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X
SZJLTIO,O,O,X,O,X,O,X,X
SZJLTOI,X,O,X,O,X,O,X,X
SZJLITO,O,O,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,O
SZJLOTI,X,O,X,O,O,X,X,X
SZJLOIT,X,O,X,X,O,X,X,O
SZJOTIL,O,O,X,X,O,O,X,X
SZJOTLI,O,O,X,X,O,O,X,X
SZJOITL,O,O,X,X,O,X,X,X
SZJOILT,O,O,X,X,O,X,X,X
SZJOLTI,O,O,X,X,O,X,X,X
SZJOLIT,O,O,X,X,O,X,X,X
SZOTILJ,O,O,X,O,O,X,X,X
SZOTIJL,O,O,X,X,O,X,X,X
SZOTLIJ,O,O,X,O,O,X,X,X
SZOTLJI,O,O,X,O,O,X,X,X
SZOTJIL,O,O,X,X,O,O,X,X
SZOTJLI,O,O,X,X,O,O,X,X
SZOITLJ,O,O,X,X,O,X,X,X
SZOITJL,O,O,X,X,O,X,X,X
SZOILTJ,O,O,X,X,O,X,X,O
SZOILJT,O,O,X,X,O,X,X,O
SZOIJTL,O,O,X,X,O,X,X,X
SZOIJLT,O,O,X,X,O,X,X,X
SZOLTIJ,O,O,X,O,O,X,X,O
SZOLTJI,O,O,X,O,O,X,X,X
SZOLITJ,O,O,X,O,O,X,X,O
SZOLIJT,O,O,X,X,O,X,X,O
SZOLJTI,O,O,X,O,O,X,X,X
SZOLJIT,O,O,X,X,O,X,X,O
SZOJTIL,O,O,X,X,O,O,X,X
SZOJTLI,O,O,X,X,O,O,X,X
SZOJITL,O,O,X,X,O,O,X,X
SZOJILT,O,O,X,X,O,X,X,X
SZOJLTI,O,O,X,X,O,O,X,X
SZOJLIT,O,O,X,X,O,X,X,X
SOTILJZ,O,X,O,O,O,X,X,X
SOTILZJ,X,O,X,O,X,X,X,X
SOTIJLZ,O,X,O,X,O,X,X,X
SOTIJZL,O,X,O,X,X,X,X,X
SOTIZLJ,O,O,X,O,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X
SOTLIJZ,O,X,X,O,O,X,X,X
SOTLIZJ,X,O,X,O,X,X,X,X
SOTLJIZ,O,X,X,O,O,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X
SOTLZIJ,O,O,X,O,O,X,X,X
SOTLZJI,O,O,X,O,O,X,X,X
SOTJILZ,O,X,O,X,O,O,X,X
SOTJIZL,O,X,O,X,X,O,X,X
SOTJLIZ,O,X,X,X,O,O,X,X
SOTJLZI,O,O,X,X,O,O,X,X
SOTJZIL,O,O,O,X,O,O,X,X
SOTJZLI,O,O,X,X,O,O,X,X
SOTZILJ,O,O,X,O,O,X,X,X
SOTZIJL,O,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,O,O,X,X,X
SOTZLJI,O,O,X,O,O,X,X,X
SOTZJIL,O,O,X,X,O,O,X,X
SOTZJLI,O,O,X,X,O,O,X,X
SOITLJZ,O,X,O,X,O,X,X,X
SOITLZJ,X,O,X,X,X,X,X,X
SOITJLZ,O,X,O,X,O,X,X,X
SOITJZL,O,X,O,X,X,X,X,X
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,X
SOILTJZ,O,X,O,X,O,X,X,X
SOILTZJ,X,O,X,X,X,X,X,O
SOILJTZ,O,X,O,X,O,X,X,X
SOILJZT,O,X,O,X,O,X,X,O
SOILZTJ,O,O,X,X,O,X,X,O
SOILZJT,O,O,X,X,O,X,X,O
SOIJTLZ,O,X,O,X,O,X,X,X
SOIJTZL,O,X,O,X,X,X,X,X
SOIJLTZ,O,X,O,X,O,X,X,X
SOIJLZT,O,X,O,X,O,X,X,X
SOIJZTL,O,X,O,X,O,X,X,X
SOIJZLT,O,X,O,X,O,X,X,X
SOIZTLJ,O,O,X,X,O,X,X,X
SOIZTJL,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,X,X,O,X,X,O
SOIZLJT,O,O,X,X,O,X,X,O
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,X,X,O,O,X,X,X
SOLTIZJ,X,O,X,O,X,X,X,O
SOLTJIZ,O,X,X,O,O,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X
SOLTZIJ,O,O,X,O,O,X,X,O
SOLTZJI,O,O,X,O,O,X,X,X
SOLITJZ,O,X,X,O,O,X,X,X
SOLITZJ,X,O,X,O,X,X,X,O
SOLIJTZ,O,X,X,X,O,X,X,X
SOLIJZT,O,X,X,X,O,X,X,O
SOLIZTJ,O,O,X,O,O,X,X,O
SOLIZJT,O,O,X,X,O,X,X,O
SOLJTIZ,O,X,X,O,O,X,X,X
SOLJTZI,O,O,X,O,O,X,X,X
SOLJITZ,O,X,X,X,O,X,X,X
SOLJIZT,O,X,X,X,O,X,X,O
SOLJZTI,O,O,X,O,O,X,X,X
SOLJZIT,O,O,X,X,O,X,X,O
SOLZTIJ,O,O,X,O,O,X,X,O
SOLZTJI,O,O,X,O,O,X,X,X
SOLZITJ,O,O,X,O,O,X,X,O
SOLZIJT,O,O,X,X,O,X,X,O
SOLZJTI,O,O,X,O,O,X,X,X
SOLZJIT,O,O,X,X,O,X,X,O
SOJTILZ,O,X,O,X,O,O,X,X
SOJTIZL,O,X,O,X,X,O,X,X
SOJTLIZ,O,X,X,X,O,O,X,X
SOJTLZI,O,O,X,X,O,O,X,X
SOJTZIL,O,O,O,X,O,O,X,X
SOJTZLI,O,O,X,X,O,O,X,X
SOJITLZ,O,X,O,X,O,O,X,X
SOJITZL,O,X,O,X,X,O,X,X
SOJILTZ,O,X,O,X,O,X,X,X
SOJILZT,O,X,O,X,O,X,X,X
SOJIZTL,O,X,O,X,O,O,X,X
SOJIZLT,O,X,O,X,O,X,X,X
SOJLTIZ,O,X,X,X,O,O,X,X
SOJLTZI,O,O,X,X,O,O,X,X
SOJLITZ,O,X,X,X,O,X,X,X
SOJLIZT,O,X,X,X,O,X,X,X
SOJLZTI,O,O,X,X,O,O,X,X
SOJLZIT,O,O,X,X,O,X,X,X
SOJZTIL,O,O,O,X,O,O,X,X
SOJZTLI,O,O,X,X,O,O,X,X
SOJZITL,O,O,O,X,O,O,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,X,X,O,O,X,X
SOJZLIT,O,O,X,X,O,X,X,X
SOZTILJ,O,O,X,O,O,X,X,X
SOZTIJL,O,O,X,X,O,X,X,X
SOZTLIJ,O,O,X,O,O,X,X,X
SOZTLJI,O,O,X,O,O,X,X,X
SOZTJIL,O,O,X,X,O,O,X,X
SOZTJLI,O,O,X,X,O,O,X,X
SOZITLJ,O,O,X,X,O,X,X,X
SOZITJL,O,O,X,X,O,X,X,X
SOZILTJ,O,O,X,X,O,X,X,O
SOZILJT,O,O,X,X,O,X,X,O
SOZIJTL,O,O,X,X,O,X,X,X
SOZIJLT,O,O,X,X,O,X,X,X
SOZLTIJ,O,O,X,O,O,X,X,O
SOZLTJI,O,O,X,O,O,X,X,X
SOZLITJ,O,O,X,O,O,X,X,O
SOZLIJT,O,O,X,X,O,X,X,O
SOZLJTI,O,O,X,O,O,X,X,X
SOZLJIT,O,O,X,X,O,X,X,O
SOZJTIL,O,O,X,X,O,O,X,X
SOZJTLI,O,O,X,X,O,O,X,X
SOZJITL,O,O,X,X,O,O,X,X
SOZJILT,O,O,X,X,O,X,X,X
SOZJLTI,O,O,X,X,O,O,X,X
SOZJLIT,O,O,X,X,O,X,X,X
ZTILJSO,X,X,X,X,X,X,O,X
ZTILJOS,X,O,X,X,X,X,O,X
ZTILSJO,X,X,X,O,X,X,O,X
ZTILSOJ,X,O,X,O,X,X,O,X
ZTILOJS,X,O,X,X,X,X,O,O
ZTILOSJ,X,O,X,O,X,X,O,O
ZTIJLSO,X,X,O,X,X,O,X,X
ZTIJLOS,X,O,O,X,X,X,X,X
ZTIJSLO,O,X,O,X,X,O,X,X
ZTIJSOL,O,X,O,X,X,O,X,X
ZTIJOLS,X,O,O,X,X,X,X,X
ZTIJOSL,X,X,O,X,X,O,X,X
ZTISLJO,O,X,X,O,X,X,X,X
ZTISLOJ,O,O,X,O,X,X,X,X
ZTISJLO,O,X,O,O,X,O,X,X
ZTISJOL,O,X,O,X,X,O,X,X
ZTISOLJ,O,O,X,O,X,X,X,X
ZTISOJL,O,X,O,X,X,X,X,X
ZTIOLJS,X,O,X,X,X,X,X,X
ZTIOLSJ,X,O,X,X,X,X,X,X
ZTIOJLS,X,O,O,X,X,O,X,X
ZTIOJSL,O,X,O,X,X,O,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,X,O,X,X,X,X,X
ZTLIJSO,X,X,X,X,X,X,O,X
ZTLIJOS,X,O,X,X,X,X,O,X
ZTLISJO,X,X,X,O,X,X,O,X
ZTLISOJ,X,O,X,O,X,X,O,X
ZTLIOJS,X,O,X,X,X,X,O,O
ZTLIOSJ,X,O,X,O,X,X,O,O
ZTLJISO,X,X,X,X,X,O,X,X
ZTLJIOS,X,O,X,X,X,X,X,X
ZTLJSIO,O,X,X,X,X,O,X,X
ZTLJSOI,X,X,X,X,X,O,X,X
ZTLJOIS,X,O,X,X,X,X,X,X
ZTLJOSI,X,O,X,X,X,X,X,X
ZTLSIJO,O,X,X,O,X,X,X,X
ZTLSIOJ,O,O,X,O,X,X,X,O
ZTLSJIO,O,X,X,O,X,O,X,X
ZTLSJOI,X,X,X,O,X,O,X,X
ZTLSOIJ,O,O,X,O,X,X,X,O
ZTLSOJI,O,O,X,O,X,X,X,X
ZTLOIJS,X,O,X,X,X,X,O,O
ZTLOISJ,X,O,X,O,X,X,O,O
ZTLOJIS,X,O,X,X,X,O,X,X
ZTLOJSI,O,O,X,X,X,O,X,X
ZTLOSIJ,O,O,X,O,X,X,X,O
ZTLOSJI,O,O,X,O,X,X,X,X
ZTJILSO,X,X,O,X,X,O,X,X
ZTJILOS,X,O,O,X,X,X,X,X
ZTJISLO,O,X,O,X,X,O,X,X
ZTJISOL,O,X,O,X,X,O,X,X
ZTJIOLS,X,O,O,X,X,X,X,X
ZTJIOSL,X,X,O,X,X,O,X,X
ZTJLISO,X,X,O,X,X,O,X,X
ZTJLIOS,X,O,O,X,X,X,X,X
ZTJLSIO,O,X,X,X,X,O,X,X
ZTJLSOI,X,X,X,X,X,O,X,X
ZTJLOIS,X,O,O,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X,X
ZTJSILO,O,X,O,X,X,O,X,X
ZTJSIOL,O,X,O,X,X,O,X,X
ZTJSLIO,O,X,X,X,X,O,X,X
ZTJSLOI,X,X,X,X,X,O,X,X
ZTJSOIL,O,X,O,X,X,O,X,X
ZTJSOLI,O,X,X,X,X,O,X,X
ZTJOILS,X,O,O,X,X,O,X,X
ZTJOISL,O,X,O,X,X,O,X,X
ZTJOLIS,X,O,O,X,X,O,X,X
ZTJOLSI,O,O,X,X,X,O,X,X
ZTJOSIL,O,X,O,X,X,O,X,X
ZTJOSLI,O,X,X,X,X,O,X,X
ZTSILJO,O,O,X,O,X,X,X,X
ZTSILOJ,O,O,X,O,X,X,X,O
ZTSIJLO,O,O,X,O,X,O,X,X
ZTSIJOL,O,O,X,X,X,O,X,X
ZTSIOLJ,O,O,X,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,X,O,X,X,X,X
ZTSLIOJ,O,O,X,O,X,X,X,O
ZTSLJIO,O,O,X,O,X,O,X,X
ZTSLJOI,X,O,X,O,X,O,X,X
ZTSLOIJ,O,O,X,O,O,X,X,O
ZTSLOJI,O,O,X,O,O,X,X,X
ZTSJILO,O,O,X,O,X,O,X,X
ZTSJIOL,O,O,X,X,X,O,X,X
ZTSJLIO,O,O,X,O,X,O,X,X
ZTSJLOI,X,O,X,O,X,O,X,X
ZTSJOIL,O,O,X,X,X,O,X,X
ZTSJOLI,O,O,X,X,X,O,X,X
ZTSOILJ,O,O,X,O,O,X,X,X
ZTSOIJL,O,O,X,X,O,X,X,X
ZTSOLIJ,O,O,X,O,O,X,X,X
ZTSOLJI,O,O,X,O,O,X,X,X
ZTSOJIL,O,O,X,X,O,O,X,X
ZTSOJLI,O,O,X,X,O,O,X,X
ZTOILJS,X,O,X,X,X,X,X,X
ZTOILSJ,X,O,X,X,X,X,X,X
ZTOIJLS,X,O,O,X,X,O,X,X
ZTOIJSL,O,X,O,X,O,O,X,X
ZTOISLJ,O,O,X,X,O,X,X,X
ZTOISJL,O,X,O,X,O,X,X,X
ZTOLIJS,X,O,X,X,X,X,X,X
ZTOLISJ,X,O,X,X,X,X,X,X
ZTOLJIS,X,O,X,X,X,O,X,X
ZTOLJSI,O,O,X,X,X,O,X,X
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,X
ZTOJILS,X,O,O,X,X,O,X,X
ZTOJISL,O,X,O,X,O,O,X,X
ZTOJLIS,X,O,O,X,X,O,X,X
ZTOJLSI,O,O,X,X,X,O,X,X
ZTOJSIL,O,X,O,X,O,O,X,X
ZTOJSLI,O,X,X,X,O,O,X,X
ZTOSILJ,O,O,X,X,O,X,X,X
ZTOSIJL,O,O,X,X,O,X,X,X
ZTOSLIJ,O,O,X,X,O,X,X,X
ZTOSLJI,O,O,X,X,O,X,X,X
ZTOSJIL,O,O,X,X,O,O,X,X
ZTOSJLI,O,O,X,X,O,O,X,X
ZITLJSO,X,X,X,X,X,X,O,X
ZITLJOS,X,O,X,X,X,X,O,X
ZITLSJO,X,X,X,X,X,X,O,X
ZITLSOJ,X,O,X,X,X,X,O,X
ZITLOJS,X,O,X,X,X,X,O,O
ZITLOSJ,X,O,X,X,X,X,O,O
ZITJLSO,X,X,O,X,X,O,X,X
ZITJLOS,X,O,O,X,X,X,X,X
ZITJSLO,O,X,O,X,X,O,X,X
ZITJSOL,O,X,O,X,X,O,X,X
ZITJOLS,X,O,O,X,X,X,X,X
ZITJOSL,X,X,O,X,X,O,X,X
ZITSLJO,O,X,X,X,X,X,X,X
ZITSLOJ,O,O,X,X,X,X,X,X
ZITSJLO,O,X,O,X,X,O,X,X
ZITSJOL,O,X,O,X,X,O,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,X,O,X,X,X,X,X
ZITOLJS,X,O,X,X,X,X,X,X
ZITOLSJ,X,O,X,X,X,X,X,X
ZITOJLS,X,O,O,X,X,O,X,X
ZITOJSL,O,X,O,X,X,O,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,X,O,X,X,X,X,X
ZILTJSO,X,X,X,X,X,X,O,X
ZILTJOS,X,O,X,X,X,X,O,X
ZILTSJO,X,X,X,X,X,X,O,X
ZILTSOJ,X,O,X,X,X,X,O,X
ZILTOJS,X,O,X,X,X,X,O,O
ZILTOSJ,X,O,X,X,X,X,O,O
ZILJTSO,X,X,X,X,X,X,O,X
ZILJTOS,X,O,X,X,X,X,O,X
ZILJSTO,X,X,X,X,X,X,O,X
ZILJSOT,X,X,X,X,X,X,O,X
ZILJOTS,X,O,X,X,X,X,O,O
ZILJOST,X,X,X,X,X,X,O,O
ZILSTJO,X,X,X,O,X,X,O,X
ZILSTOJ,X,O,X,O,X,X,O,O
ZILSJTO,X,X,X,X,X,X,O,X
ZILSJOT,X,X,X,X,X,X,O,O
ZILSOTJ,X,O,X,O,X,X,O,O
ZILSOJT,X,X,X,X,X,X,O,O
ZILOTJS,X,O,X,X,X,X,O,O
ZILOTSJ,X,O,X,X,X,X,O,O
ZILOJTS,X,O,X,X,X,X,O,O
ZILOJST,X,X,X,X,X,X,O,O
ZILOSTJ,X,O,X,O,X,X,O,O
ZILOSJT,X,X,X,X,X,X,O,O
ZIJTLSO,X,X,O,X,X,O,X,X
ZIJTLOS,X,O,O,X,X,X,X,X
ZIJTSLO,O,X,O,X,X,O,X,X
ZIJTSOL,O,X,O,X,X,O,X,X
ZIJTOLS,X,O,O,X,X,X,X,X
ZIJTOSL,X,X,O,X,X,O,X,X
ZIJLTSO,X,X,O,X,X,X,O,X
ZIJLTOS,X,O,O,X,X,X,O,X
ZIJLSTO,X,X,O,X,X,X,O,X
ZIJLSOT,X,X,O,X,X,X,O,X
ZIJLOTS,X,O,O,X,X,X,O,O
ZIJLOST,X,X,O,X,X,X,O,O
ZIJSTLO,O,X,O,X,X,O,X,X
ZIJSTOL,O,X,O,X,X,O,X,X
ZIJSLTO,O,X,O,X,X,X,X,X
ZIJSLOT,X,X,O,X,X,X,X,X
ZIJSOTL,O,X,O,X,X,X,X,X
ZIJSOLT,X,X,O,X,X,X,X,X
ZIJOTLS,X,O,O,X,X,X,X,X
ZIJOTSL,X,X,O,X,X,X,X,X
ZIJOLTS,X,O,O,X,X,X,X,X
ZIJOLST,X,X,O,X,X,X,X,X
ZIJOSTL,X,X,O,X,X,X,X,X
ZIJOSLT,X,X,O,X,X,X,X,X
ZISTLJO,O,X,X,O,X,X,X,X
ZISTLOJ,O,O,X,O,X,X,X,O
ZISTJLO,O,X,O,O,X,O,X,X
ZISTJOL,O,X,O,X,X,O,X,X
ZISTOLJ,O,O,X,O,X,X,X,X
ZISTOJL,O,X,O,X,X,X,X,X
ZISLTJO,O,X,X,O,X,X,X,X
ZISLTOJ,O,O,X,O,X,X,X,O
ZISLJTO,O,X,X,X,X,X,X,X
ZISLJOT,X,X,X,X,X,X,X,O
ZISLOTJ,O,O,X,O,O,X,X,O
ZISLOJT,O,X,X,X,O,X,X,O
ZISJTLO,O,X,O,X,X,O,X,X
ZISJTOL,O,X,O,X,X,O,X,X
ZISJLTO,O,X,O,X,X,X,X,X
ZISJLOT,X,X,O,X,X,X,X,O
ZISJOTL,O,X,O,X,X,X,X,X
ZISJOLT,O,X,O,X,X,X,X,X
ZISOTLJ,O,O,X,X,O,X,X,X
ZISOTJL,O,X,O,X,O,X,X,X
ZISOLTJ,O,O,X,X,O,X,X,O
ZISOLJT,O,X,X,X,O,X,X,O
ZISOJTL,O,X,O,X,O,X,X,X
ZISOJLT,O,X,O,X,O,X,X,X
ZIOTLJS,X,O,X,X,X,X,X,X
ZIOTLSJ,X,O,X,X,X,X,X,X
ZIOTJLS,X,O,O,X,X,O,X,X
ZIOTJSL,O,X,O,X,O,O,X,X
ZIOTSLJ,O,O,X,X,O,X,X,X
ZIOTSJL,O,X,O,X,O,X,X,X
ZIOLTJS,X,O,X,X,X,X,X,O
ZIOLTSJ,X,O,X,X,X,X,X,O
ZIOLJTS,X,O,X,X,X,X,X,O
ZIOLJST,X,X,X,X,O,X,X,O
ZIOLSTJ,X,O,X,X,O,X,X,O
ZIOLSJT,X,X,X,X,O,X,X,O
ZIOJTLS,X,O,O,X,X,O,X,X
ZIOJTSL,O,X,O,X,O,O,X,X
ZIOJLTS,X,O,O,X,X,X,X,X
ZIOJLST,X,X,O,X,O,X,X,X
ZIOJSTL,O,X,O,X,O,O,X,X
ZIOJSLT,O,X,O,X,O,X,X,X
ZIOSTLJ,O,O,X,X,O,X,X,X
ZIOSTJL,O,X,O,X,O,X,X,X
ZIOSLTJ,O,O,X,X,O,X,X,X
ZIOSLJT,O,X,X,X,O,X,X,X
ZIOSJTL,O,X,O,X,O,X,X,X
ZIOSJLT,O,X,O,X,O,X,X,X
ZLTIJSO,X,X,X,X,X,X,O,X
ZLTIJOS,X,O,X,X,X,X,O,X
ZLTISJO,X,X,X,O,X,X,O,X
ZLTISOJ,X,O,X,O,X,X,O,X
ZLTIOJS,X,O,X,X,X,X,O,O
ZLTIOSJ,X,O,X,O,X,X,O,O
ZLTJISO,X,X,X,X,X,O,X,X
ZLTJIOS,X,O,X,X,X,X,X,X
ZLTJSIO,O,X,X,X,X,O,X,X
ZLTJSOI,X,X,X,X,X,O,X,X
ZLTJOIS,X,O,X,X,X,X,X,X
ZLTJOSI,X,O,X,X,X,X,X,X
ZLTSIJO,O,X,X,O,X,X,X,X
ZLTSIOJ,O,O,X,O,X,X,X,O
ZLTSJIO,O,X,X,O,X,O,X,X
ZLTSJOI,X,X,X,O,X,O,X,X
ZLTSOIJ,O,O,X,O,X,X,X,O
ZLTSOJI,O,O,X,O,X,X,X,X
ZLTOIJS,X,O,X,X,X,X,O,O
ZLTOISJ,X,O,X,O,X,X,O,O
ZLTOJIS,X,O,X,X,X,O,X,X
ZLTOJSI,O,O,X,X,X,O,X,X
ZLTOSIJ,O,O,X,O,X,X,X,O
ZLTOSJI,O,O,X,O,X,X,X,X
ZLITJSO,X,X,X,X,X,X,O,X
ZLITJOS,X,O,X,X,X,X,O,X
ZLITSJO,X,X,X,O,X,X,O,X
ZLITSOJ,X,O,X,O,X,X,O,X
ZLITOJS,X,O,X,X,X,X,O,O
ZLITOSJ,X,O,X,O,X,X,O,O
ZLIJTSO,X,X,X,X,X,X,O,X
ZLIJTOS,X,O,X,X,X,X,O,X
ZLIJSTO,X,X,X,X,X,X,O,X
ZLIJSOT,X,X,X,X,X,X,O,X
ZLIJOTS,X,O,X,X,X,X,O,O
ZLIJOST,X,X,X,X,X,X,O,O
ZLISTJO,X,X,X,O,X,X,O,X
ZLISTOJ,X,O,X,O,X,X,O,O
ZLISJTO,X,X,X,X,X,X,O,X
ZLISJOT,X,X,X,X,X,X,O,O
ZLISOTJ,X,O,X,O,X,X,O,O
ZLISOJT,X,X,X,X,X,X,O,O
ZLIOTJS,X,O,X,X,X,X,O,O
ZLIOTSJ,X,O,X,O,X,X,O,O
ZLIOJTS,X,O,X,X,X,X,O,O
ZLIOJST,X,X,X,X,X,X,O,O
ZLIOSTJ,X,O,X,O,X,X,O,O
ZLIOSJT,X,X,X,X,X,X,O,O
ZLJTISO,X,X,X,X,X,O,X,X
ZLJTIOS,X,O,X,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,O,X,X
ZLJTSOI,X,X,X,X,X,O,X,X
ZLJTOIS,X,O,X,X,X,X,X,X
ZLJTOSI,X,O,X,X,X,X,X,X
ZLJITSO,X,X,X,X,X,X,O,X
ZLJITOS,X,O,X,X,X,X,O,X
ZLJISTO,X,X,X,X,X,X,O,X
ZLJISOT,X,X,X,X,X,X,O,X
ZLJIOTS,X,O,X,X,X,X,O,O
ZLJIOST,X,X,X,X,X,X,O,O
ZLJSTIO,O,X,X,O,X,O,X,X
ZLJSTOI,X,X,X,O,X,O,X,X
ZLJSITO,O,X,X,X,X,X,X,X
ZLJSIOT,X,X,X,X,X,X,X,O
ZLJSOTI,X,X,X,O,X,X,X,X
ZLJSOIT,X,X,X,X,X,X,X,O
ZLJOTIS,X,O,X,X,X,X,X,X
ZLJOTSI,X,O,X,X,X,X,X,X
ZLJOITS,X,O,X,X,X,X,O,O
ZLJOIST,X,X,X,X,X,X,O,O
ZLJOSTI,X,X,X,O,X,X,X,X
ZLJOSIT,X,X,X,X,X,X,X,O
ZLSTIJO,O,O,X,O,X,X,X,X
ZLSTIOJ,O,O,X,O,X,X,X,O
ZLSTJIO,O,O,X,O,X,O,X,X
ZLSTJOI,X,O,X,O,X,O,X,X
ZLSTOIJ,O,O,X,O,O,X,X,O
ZLSTOJI,O,O,X,O,O,X,X,X
ZLSITJO,O,O,X,O,X,X,X,X
ZLSITOJ,O,O,X,O,X,X,X,O
ZLSIJTO,O,O,X,X,X,X,X,X
ZLSIJOT,X,O,X,X,X,X,X,O
ZLSIOTJ,O,O,X,O,O,X,X,O
ZLSIOJT,O,O,X,X,O,X,X,O
ZLSJTIO,O,O,X,O,X,O,X,X
ZLSJTOI,X,O,X,O,X,O,X,X
ZLSJITO,O,O,X,X,X,X,X,X
ZLSJIOT,X,O,X,X,X,X,X,O
ZLSJOTI,X,O,X,O,O,X,X,X
ZLSJOIT,X,O,X,X,O,X,X,O
ZLSOTIJ,O,O,X,O,O,X,X,O
ZLSOTJI,O,O,X,O,O,X,X,X
ZLSOITJ,O,O,X,O,O,X,X,O
