sequence,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFTiBZoBUlBFmBGm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgBzhB3lB1sB0r?BatB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF0gBSnBZoB2qBlm?BXsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhF3gBFiBZoB6rBcs?B2vB,v115@GhA8IeC8GeF8BeA8AeA8Jei/IvhFmiBUlBRmBftBFm?BzrB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFlgB3hBZoB2qBCs?BcsB,v115@GhA8IeC8GeF8BeA8AeA8JeT/IvhFKlBfmBZoBWsBcs?BlrB,v115@GhA8IeC8GeF8BeA8AeA8Je2EJvhFRgB3hB1qB0nBzr?BatB
SZTJOLI,O,O,X,X,O,X,X,X
SZTOILJ,O,O,X,O,O,X,X,X
SZTOIJL,O,O,X,X,O,X,X,X
SZTOLIJ,O,O,X,O,O,X,X,X
SZTOLJI,O,O,X,O,O,X,X,X
SZTOJIL,O,O,X,X,O,X,X,X
SZTOJLI,O,O,X,X,O,X,X,X
SZITLJO,O,O,X,O,O,X,X,X
SZITLOJ,O,O,X,O,X,X,X,X
SZITJLO,O,O,X,X,O,X,X,X
SZITJOL,O,O,X,X,X,X,X,X
SZITOLJ,O,O,X,O,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,O,O,X,O,O,X,X,X
SZILTOJ,O,O,X,O,X,X,X,X
SZILJTO,O,O,O,O,O,X,O,X
SZILJOT,O,O,O,O,O,X,O,X
SZILOTJ,O,O,X,O,O,X,X,X
SZILOJT,O,O,O,O,O,X,O,X
SZIJTLO,O,O,O,X,O,X,X,X
SZIJTOL,O,O,O,X,X,X,X,X
SZIJLTO,O,O,O,X,O,X,O,X
SZIJLOT,O,O,O,X,O,X,O,X
SZIJOTL,O,O,O,X,O,X,X,X
SZIJOLT,O,O,O,X,O,X,X,X
SZIOTLJ,O,O,X,O,O,X,X,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,O,O,X,O,O,X,X,X
SZIOLJT,O,O,O,O,O,X,X,X
SZIOJTL,O,O,O,X,O,X,X,X
SZIOJLT,O,O,O,X,O,X,X,X
SZLTIJO,O,O,X,O,O,X,X,X
SZLTIOJ,O,O,X,O,X,X,X,X
SZLTJIO,O,O,X,O,O,X,X,X
SZLTJOI,O,O,X,O,O,X,X,X
SZLTOIJ,O,O,X,O,O,X,X,X
SZLTOJI,O,O,X,O,O,X,X,X
SZLITJO,O,O,X,O,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X,X
SZLIJTO,O,O,O,O,O,X,O,X
SZLIJOT,O,O,O,O,O,X,O,X
SZLIOTJ,O,O,X,O,O,X,X,X
SZLIOJT,O,O,O,O,O,X,O,X
SZLJTIO,O,O,O,O,O,X,X,X
SZLJTOI,O,O,O,O,O,X,X,X
SZLJITO,O,O,O,O,O,X,O,X
SZLJIOT,O,O,O,O,O,X,O,X
SZLJOTI,O,O,O,O,O,X,X,X
SZLJOIT,O,O,O,O,O,X,O,X
SZLOTIJ,O,O,X,O,O,X,X,X
SZLOTJI,O,O,X,O,O,X,X,X
SZLOITJ,O,O,X,O,O,X,X,X
SZLOIJT,O,O,O,O,O,X,O,X
SZLOJTI,O,O,O,O,O,X,X,X
SZLOJIT,O,O,O,O,O,X,O,X
SZJTILO,O,O,O,X,O,X,X,X
SZJTIOL,O,O,O,X,X,X,X,X
SZJTLIO,O,O,O,X,O,X,X,X
SZJTLOI,O,O,O,X,O,X,X,X
SZJTOIL,O,O,O,X,O,X,X,X
SZJTOLI,O,O,O,X,O,X,X,X
SZJITLO,O,O,O,X,O,X,X,X
SZJITOL,O,O,O,X,X,X,X,X
SZJILTO,O,O,O,X,O,X,O,X
SZJILOT,O,O,O,X,O,X,O,X
SZJIOTL,O,O,O,X,O,X,X,X
SZJIOLT,O,O,O,X,O,X,X,X
SZJLTIO,O,O,O,X,O,X,X,X
SZJLTOI,O,O,O,X,O,X,X,X
SZJLITO,O,O,O,X,O,X,O,X
SZJLIOT,O,O,O,X,O,X,O,X
SZJLOTI,O,O,O,X,O,X,X,X
SZJLOIT,O,O,O,X,O,X,O,X
SZJOTIL,O,O,O,X,O,X,X,X
SZJOTLI,O,O,O,X,O,X,X,X
SZJOITL,O,O,O,X,O,X,X,X
SZJOILT,O,O,O,X,O,X,X,X
SZJOLTI,O,O,O,X,O,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X
SZOTILJ,O,O,X,O,O,X,X,X
SZOTIJL,O,O,X,X,O,X,X,X
SZOTLIJ,O,O,X,O,O,X,X,X
SZOTLJI,O,O,X,O,O,X,X,X
SZOTJIL,O,O,X,X,O,X,X,X
SZOTJLI,O,O,X,X,O,X,X,X
SZOITLJ,O,O,X,O,O,X,X,X
SZOITJL,O,O,X,X,O,X,X,X
SZOILTJ,O,O,X,O,O,X,X,X
SZOILJT,O,O,O,O,O,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,X,O,O,X,X,X
SZOLTJI,O,O,X,O,O,X,X,X
SZOLITJ,O,O,X,O,O,X,X,X
SZOLIJT,O,O,O,O,O,X,X,X
SZOLJTI,O,O,O,O,O,X,X,X
SZOLJIT,O,O,O,O,O,X,X,X
SZOJTIL,O,O,O,X,O,X,X,X
SZOJTLI,O,O,O,X,O,X,X,X
SZOJITL,O,O,O,X,O,X,X,X
SZOJILT,O,O,O,X,O,X,X,X
SZOJLTI,O,O,O,X,O,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X
SOTILJZ,X,X,O,X,X,X,X,O
SOTILZJ,O,X,X,X,X,X,X,O
SOTIJLZ,X,X,O,X,X,X,X,O
SOTIJZL,O,O,O,X,O,X,X,O
SOTIZLJ,O,O,X,X,O,X,X,O
SOTIZJL,O,O,X,X,O,X,X,O
SOTLIJZ,X,X,O,X,X,X,X,O
SOTLIZJ,O,X,X,X,X,X,X,O
SOTLJIZ,X,X,O,X,X,X,X,O
SOTLJZI,X,X,O,X,O,X,X,O
SOTLZIJ,O,X,X,X,O,X,X,O
SOTLZJI,O,X,X,X,O,X,X,O
SOTJILZ,X,X,O,X,X,X,X,O
SOTJIZL,O,O,O,X,O,X,X,O
SOTJLIZ,X,X,O,X,X,X,X,O
SOTJLZI,X,X,O,X,O,X,X,O
SOTJZIL,O,O,O,X,O,X,X,O
SOTJZLI,O,O,O,X,O,X,X,O
SOTZILJ,O,O,X,X,O,X,X,O
SOTZIJL,O,O,X,X,O,X,X,O
SOTZLIJ,O,O,X,X,O,X,X,O
SOTZLJI,O,O,X,X,O,X,X,O
SOTZJIL,O,O,X,X,O,X,X,O
SOTZJLI,O,O,X,X,O,X,X,O
SOITLJZ,X,X,O,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X
SOITJLZ,X,X,O,X,X,X,X,X
SOITJZL,O,O,O,X,O,X,X,X
SOITZLJ,O,O,X,X,O,X,X,X
SOITZJL,O,O,X,X,O,X,X,X
SOILTJZ,X,X,O,X,X,X,O,X
SOILTZJ,O,X,X,O,X,X,X,X
SOILJTZ,X,X,O,X,X,O,O,X
SOILJZT,O,X,O,O,O,O,O,X
SOILZTJ,O,X,X,O,O,X,X,X
SOILZJT,O,X,O,O,O,X,O,X
SOIJTLZ,X,X,O,X,X,O,X,X
SOIJTZL,O,O,O,X,O,X,X,X
SOIJLTZ,X,X,O,X,X,O,O,X
SOIJLZT,O,X,O,X,O,O,O,X
SOIJZTL,O,O,O,X,O,X,X,X
SOIJZLT,O,O,O,X,O,X,X,X
SOIZTLJ,O,O,X,O,O,X,X,X
SOIZTJL,O,O,X,X,O,X,X,X
SOIZLTJ,O,O,X,O,O,X,X,X
SOIZLJT,O,O,O,O,O,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,X,X,O,X,X,X,O,X
SOLTIZJ,O,X,X,O,X,X,X,X
SOLTJIZ,X,X,O,X,X,X,O,X
SOLTJZI,X,X,O,X,O,X,X,X
SOLTZIJ,O,X,X,O,O,X,X,X
SOLTZJI,O,X,X,O,O,X,X,X
SOLITJZ,X,X,O,X,X,X,O,X
SOLITZJ,O,X,X,O,X,X,X,X
SOLIJTZ,X,X,O,X,X,O,O,X
SOLIJZT,O,X,O,O,O,O,O,X
SOLIZTJ,O,X,X,O,O,X,X,X
SOLIZJT,O,X,O,O,O,X,O,X
SOLJTIZ,X,X,O,X,X,O,O,X
SOLJTZI,X,X,O,X,O,X,X,X
SOLJITZ,X,X,O,X,X,O,O,X
SOLJIZT,O,X,O,O,O,O,O,X
SOLJZTI,O,X,O,O,O,X,X,X
SOLJZIT,O,X,O,O,O,X,O,X
SOLZTIJ,O,X,X,O,O,X,X,X
SOLZTJI,O,X,X,O,O,X,X,X
SOLZITJ,O,X,X,O,O,X,X,X
SOLZIJT,O,X,O,O,O,X,O,X
SOLZJTI,O,X,O,O,O,X,X,X
SOLZJIT,O,X,O,O,O,X,O,X
SOJTILZ,X,X,O,X,X,O,X,X
SOJTIZL,O,O,O,X,O,X,X,X
SOJTLIZ,X,X,O,X,X,O,X,X
SOJTLZI,X,X,O,X,O,X,X,X
SOJTZIL,O,O,O,X,O,X,X,X
SOJTZLI,O,O,O,X,O,X,X,X
SOJITLZ,X,X,O,X,X,O,X,X
SOJITZL,O,O,O,X,O,X,X,X
SOJILTZ,X,X,O,X,X,O,O,X
SOJILZT,O,X,O,X,O,O,O,X
SOJIZTL,O,O,O,X,O,X,X,X
SOJIZLT,O,O,O,X,O,X,X,X
SOJLTIZ,X,X,O,X,X,O,O,X
SOJLTZI,X,X,O,X,O,X,X,X
SOJLITZ,X,X,O,X,X,O,O,X
SOJLIZT,O,X,O,X,O,O,O,X
SOJLZTI,O,X,O,X,O,X,X,X
SOJLZIT,O,X,O,X,O,X,O,X
SOJZTIL,O,O,O,X,O,X,X,X
SOJZTLI,O,O,O,X,O,X,X,X
SOJZITL,O,O,O,X,O,X,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,O,X,O,X,X,X
SOJZLIT,O,O,O,X,O,X,X,X
SOZTILJ,O,O,X,O,O,X,X,O
SOZTIJL,O,O,X,X,O,X,X,O
SOZTLIJ,O,O,X,O,O,X,X,O
SOZTLJI,O,O,X,O,O,X,X,O
SOZTJIL,O,O,X,X,O,X,X,O
SOZTJLI,O,O,X,X,O,X,X,O
SOZITLJ,O,O,X,O,O,X,X,X
SOZITJL,O,O,X,X,O,X,X,X
SOZILTJ,O,O,X,O,O,X,X,X
SOZILJT,O,O,O,O,O,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,X,O,O,X,X,X
SOZLTJI,O,O,X,O,O,X,X,X
SOZLITJ,O,O,X,O,O,X,X,X
SOZLIJT,O,O,O,O,O,X,X,X
SOZLJTI,O,O,O,O,O,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X
SOZJTIL,O,O,O,X,O,X,X,X
SOZJTLI,O,O,O,X,O,X,X,X
SOZJITL,O,O,O,X,O,X,X,X
SOZJILT,O,O,O,X,O,X,X,X
SOZJLTI,O,O,O,X,O,X,X,X
SOZJLIT,O,O,O,X,O,X,X,X
ZTILJSO,O,X,X,O,X,X,X,X
ZTILJOS,X,X,X,O,X,X,X,X
ZTILSJO,O,X,X,O,O,X,X,X
ZTILSOJ,O,X,X,O,X,X,X,X
ZTILOJS,X,X,X,O,X,X,X,X
ZTILOSJ,O,X,X,O,X,X,X,X
ZTIJLSO,O,X,X,O,X,X,X,X
ZTIJLOS,X,X,X,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X
ZTIJOLS,X,X,X,O,X,X,X,O
ZTIJOSL,X,O,X,X,X,X,X,O
ZTISLJO,O,O,X,O,O,X,X,X
ZTISLOJ,O,O,X,O,X,X,X,X
ZTISJLO,O,O,X,X,O,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,X,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X
ZTIOLJS,X,X,X,O,X,X,X,O
ZTIOLSJ,O,X,X,O,X,X,X,O
ZTIOJLS,X,X,X,O,X,X,X,O
ZTIOJSL,X,O,X,X,X,X,X,O
ZTIOSLJ,O,O,X,O,X,X,X,O
ZTIOSJL,O,O,X,X,X,X,X,O
ZTLIJSO,O,X,X,O,X,X,X,X
ZTLIJOS,X,X,X,O,X,X,X,X
ZTLISJO,O,X,X,O,O,X,X,X
ZTLISOJ,O,X,X,O,X,X,X,X
ZTLIOJS,X,X,X,O,X,X,X,X
ZTLIOSJ,O,X,X,O,X,X,X,X
ZTLJISO,O,X,X,O,X,X,X,X
ZTLJIOS,X,X,X,O,X,X,X,X
ZTLJSIO,O,O,X,O,X,X,X,X
ZTLJSOI,O,O,X,O,X,X,X,X
ZTLJOIS,X,X,X,O,X,X,X,X
ZTLJOSI,X,O,X,O,X,X,X,X
ZTLSIJO,O,O,X,O,O,X,X,X
ZTLSIOJ,O,O,X,O,X,X,X,X
ZTLSJIO,O,O,X,O,O,X,X,X
ZTLSJOI,O,O,X,O,O,X,X,X
ZTLSOIJ,O,O,X,O,O,X,X,X
ZTLSOJI,O,O,X,O,O,X,X,X
ZTLOIJS,X,X,X,O,X,X,X,X
ZTLOISJ,O,X,X,O,O,X,X,X
ZTLOJIS,X,X,X,O,X,X,X,X
ZTLOJSI,X,O,X,O,X,X,X,X
ZTLOSIJ,O,O,X,O,O,X,X,X
ZTLOSJI,O,O,X,O,O,X,X,X
ZTJILSO,O,X,X,O,X,X,X,X
ZTJILOS,X,X,X,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,X,X,X,O,X,X,X,O
ZTJIOSL,X,O,X,X,X,X,X,O
ZTJLISO,O,X,X,O,X,X,X,X
ZTJLIOS,X,X,X,O,X,X,X,X
ZTJLSIO,O,O,X,O,X,X,X,X
ZTJLSOI,O,O,X,O,X,X,X,X
ZTJLOIS,X,X,X,O,X,X,X,X
ZTJLOSI,X,O,X,O,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,O,O,X,X,X,X,X,X
ZTJOILS,X,X,X,O,X,X,X,O
ZTJOISL,X,O,X,X,X,X,X,O
ZTJOLIS,X,X,X,O,X,X,X,O
ZTJOLSI,X,O,X,O,X,X,X,O
ZTJOSIL,X,O,X,X,X,X,X,O
ZTJOSLI,X,O,X,X,X,X,X,O
ZTSILJO,O,O,X,O,O,X,X,X
ZTSILOJ,O,O,X,O,X,X,X,X
ZTSIJLO,O,O,X,X,O,X,X,X
ZTSIJOL,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,X,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,X,O,O,X,X,X
ZTSLIOJ,O,O,X,O,X,X,X,X
ZTSLJIO,O,O,X,O,O,X,X,X
ZTSLJOI,O,O,X,O,O,X,X,X
ZTSLOIJ,O,O,X,O,O,X,X,X
ZTSLOJI,O,O,X,O,O,X,X,X
ZTSJILO,O,O,X,X,O,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,X,X,O,X,X,X
ZTSJLOI,O,O,X,X,O,X,X,X
ZTSJOIL,O,O,X,X,O,X,X,X
ZTSJOLI,O,O,X,X,O,X,X,X
ZTSOILJ,O,O,X,O,O,X,X,X
ZTSOIJL,O,O,X,X,O,X,X,X
ZTSOLIJ,O,O,X,O,O,X,X,X
ZTSOLJI,O,O,X,O,O,X,X,X
ZTSOJIL,O,O,X,X,O,X,X,X
ZTSOJLI,O,O,X,X,O,X,X,X
ZTOILJS,X,X,X,O,X,X,X,O
ZTOILSJ,O,X,X,O,O,X,X,O
ZTOIJLS,X,X,X,O,X,X,X,O
ZTOIJSL,X,O,X,X,X,X,X,O
ZTOISLJ,O,O,X,O,O,X,X,O
ZTOISJL,O,O,X,X,O,X,X,O
ZTOLIJS,X,X,X,O,X,X,X,O
ZTOLISJ,O,X,X,O,O,X,X,O
ZTOLJIS,X,X,X,O,X,X,X,O
ZTOLJSI,X,O,X,O,X,X,X,O
ZTOLSIJ,O,O,X,O,O,X,X,O
ZTOLSJI,O,O,X,O,O,X,X,O
ZTOJILS,X,X,X,O,X,X,X,O
ZTOJISL,X,O,X,X,X,X,X,O
ZTOJLIS,X,X,X,O,X,X,X,O
ZTOJLSI,X,O,X,O,X,X,X,O
ZTOJSIL,X,O,X,X,X,X,X,O
ZTOJSLI,X,O,X,X,X,X,X,O
ZTOSILJ,O,O,X,O,O,X,X,O
ZTOSIJL,O,O,X,X,O,X,X,O
ZTOSLIJ,O,O,X,O,O,X,X,O
ZTOSLJI,O,O,X,O,O,X,X,O
ZTOSJIL,O,O,X,X,O,X,X,O
ZTOSJLI,O,O,X,X,O,X,X,O
ZITLJSO,O,X,X,O,X,X,X,X
ZITLJOS,X,X,X,O,X,X,X,X
ZITLSJO,O,X,X,O,O,X,X,X
ZITLSOJ,O,X,X,O,X,X,X,X
ZITLOJS,X,X,X,O,X,X,X,X
ZITLOSJ,O,X,X,O,X,X,X,X
ZITJLSO,O,X,X,O,X,X,X,X
ZITJLOS,X,X,X,O,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X
ZITJOLS,X,X,X,O,X,X,X,X
ZITJOSL,X,O,X,X,X,X,X,X
ZITSLJO,O,O,X,O,O,X,X,X
ZITSLOJ,O,O,X,O,X,X,X,X
ZITSJLO,O,O,X,X,O,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,X,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,X
ZITOLJS,X,X,X,O,X,X,X,X
ZITOLSJ,O,X,X,O,X,X,X,X
ZITOJLS,X,X,X,O,X,X,X,X
ZITOJSL,X,O,X,X,X,X,X,X
ZITOSLJ,O,O,X,O,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,O,X,X,O,X,X,X,X
ZILTJOS,X,X,X,O,X,X,X,X
ZILTSJO,O,X,X,O,O,X,X,X
ZILTSOJ,O,X,X,O,X,X,X,X
ZILTOJS,X,X,X,O,X,X,X,X
ZILTOSJ,O,X,X,O,X,X,X,X
ZILJTSO,O,X,X,O,X,O,X,X
ZILJTOS,X,X,X,O,X,O,X,X
ZILJSTO,O,X,X,O,O,O,O,X
ZILJSOT,O,X,X,O,O,O,O,X
ZILJOTS,X,X,X,O,X,O,X,X
ZILJOST,X,X,X,O,X,O,O,X
ZILSTJO,O,X,X,O,O,X,X,X
ZILSTOJ,O,X,X,O,X,X,X,X
ZILSJTO,O,X,X,O,O,X,O,X
ZILSJOT,O,X,X,O,O,X,O,X
ZILSOTJ,O,X,X,O,O,X,X,X
ZILSOJT,O,X,X,O,O,X,O,X
ZILOTJS,X,X,X,O,X,X,X,X
ZILOTSJ,O,X,X,O,O,X,X,X
ZILOJTS,X,X,X,O,X,O,X,X
ZILOJST,X,X,X,O,O,O,O,X
ZILOSTJ,O,X,X,O,O,X,X,X
ZILOSJT,O,X,X,O,O,X,O,X
ZIJTLSO,O,X,X,O,X,O,X,X
ZIJTLOS,X,X,X,O,X,O,X,X
ZIJTSLO,O,O,O,X,X,X,X,X
ZIJTSOL,O,O,O,X,X,X,X,X
ZIJTOLS,X,X,X,O,X,O,X,X
ZIJTOSL,X,O,O,X,X,X,X,X
ZIJLTSO,O,X,X,O,X,O,X,X
ZIJLTOS,X,X,X,O,X,O,X,X
ZIJLSTO,O,X,O,O,O,O,O,X
ZIJLSOT,O,X,O,O,O,O,O,X
ZIJLOTS,X,X,X,O,X,O,X,X
ZIJLOST,X,X,O,O,X,O,O,X
ZIJSTLO,O,O,O,X,O,X,X,X
ZIJSTOL,O,O,O,X,X,X,X,X
ZIJSLTO,O,O,O,X,O,X,O,X
ZIJSLOT,O,O,O,X,O,X,O,X
ZIJSOTL,O,O,O,X,X,X,X,X
ZIJSOLT,O,O,O,X,O,X,X,X
ZIJOTLS,X,X,X,O,X,O,X,X
ZIJOTSL,X,O,O,X,X,X,X,X
ZIJOLTS,X,X,X,O,X,O,X,X
ZIJOLST,X,X,O,O,X,O,O,X
ZIJOSTL,X,O,O,X,X,X,X,X
ZIJOSLT,X,O,O,X,X,X,X,X
ZISTLJO,O,O,X,O,O,X,X,X
ZISTLOJ,O,O,X,O,X,X,X,X
ZISTJLO,O,O,X,X,O,X,X,X
ZISTJOL,O,O,X,X,X,X,X,X
ZISTOLJ,O,O,X,O,X,X,X,X
ZISTOJL,O,O,X,X,X,X,X,X
ZISLTJO,O,O,X,O,O,X,X,X
ZISLTOJ,O,O,X,O,X,X,X,X
ZISLJTO,O,O,O,O,O,X,O,X
ZISLJOT,O,O,O,O,O,X,O,X
ZISLOTJ,O,O,X,O,O,X,X,X
ZISLOJT,O,O,O,O,O,X,O,X
ZISJTLO,O,O,O,X,O,X,X,X
ZISJTOL,O,O,O,X,X,X,X,X
ZISJLTO,O,O,O,X,O,X,O,X
ZISJLOT,O,O,O,X,O,X,O,X
ZISJOTL,O,O,O,X,O,X,X,X
ZISJOLT,O,O,O,X,O,X,X,X
ZISOTLJ,O,O,X,O,O,X,X,X
ZISOTJL,O,O,X,X,O,X,X,X
ZISOLTJ,O,O,X,O,O,X,X,X
ZISOLJT,O,O,O,O,O,X,X,X
ZISOJTL,O,O,O,X,O,X,X,X
ZISOJLT,O,O,O,X,O,X,X,X
ZIOTLJS,X,X,X,O,X,X,X,X
ZIOTLSJ,O,X,X,O,O,X,X,X
ZIOTJLS,X,X,X,O,X,X,X,X
ZIOTJSL,X,O,X,X,X,X,X,X
ZIOTSLJ,O,O,X,O,O,X,X,X
ZIOTSJL,O,O,X,X,O,X,X,X
ZIOLTJS,X,X,X,O,X,X,X,X
ZIOLTSJ,O,X,X,O,O,X,X,X
ZIOLJTS,X,X,X,O,X,O,X,X
ZIOLJST,X,X,X,O,O,O,O,X
ZIOLSTJ,O,X,X,O,O,X,X,X
ZIOLSJT,O,X,X,O,O,X,O,X
ZIOJTLS,X,X,X,O,X,O,X,X
ZIOJTSL,X,O,O,X,X,X,X,X
ZIOJLTS,X,X,X,O,X,O,X,X
ZIOJLST,X,X,O,O,O,O,O,X
ZIOJSTL,X,O,O,X,O,X,X,X
ZIOJSLT,X,O,O,X,O,X,X,X
ZIOSTLJ,O,O,X,O,O,X,X,X
ZIOSTJL,O,O,X,X,O,X,X,X
ZIOSLTJ,O,O,X,O,O,X,X,X
ZIOSLJT,O,O,O,O,O,X,X,X
ZIOSJTL,O,O,O,X,O,X,X,X
ZIOSJLT,O,O,O,X,O,X,X,X
ZLTIJSO,O,X,X,O,X,X,X,X
ZLTIJOS,X,X,X,O,X,X,X,X
ZLTISJO,O,X,X,O,O,X,X,X
ZLTISOJ,O,X,X,O,X,X,X,X
ZLTIOJS,X,X,X,O,X,X,X,X
ZLTIOSJ,O,X,X,O,X,X,X,X
ZLTJISO,O,X,X,O,X,X,X,X
ZLTJIOS,X,X,X,O,X,X,X,X
ZLTJSIO,O,O,X,O,X,X,X,X
ZLTJSOI,O,O,X,O,X,X,X,X
ZLTJOIS,X,X,X,O,X,X,X,X
ZLTJOSI,X,O,X,O,X,X,X,X
ZLTSIJO,O,O,X,O,O,X,X,X
ZLTSIOJ,O,O,X,O,X,X,X,X
ZLTSJIO,O,O,X,O,O,X,X,X
ZLTSJOI,O,O,X,O,O,X,X,X
ZLTSOIJ,O,O,X,O,O,X,X,X
ZLTSOJI,O,O,X,O,O,X,X,X
ZLTOIJS,X,X,X,O,X,X,X,X
ZLTOISJ,O,X,X,O,O,X,X,X
ZLTOJIS,X,X,X,O,X,X,X,X
ZLTOJSI,X,O,X,O,X,X,X,X
ZLTOSIJ,O,O,X,O,O,X,X,X
ZLTOSJI,O,O,X,O,O,X,X,X
ZLITJSO,O,X,X,O,X,X,X,X
ZLITJOS,X,X,X,O,X,X,X,X
ZLITSJO,O,X,X,O,O,X,X,X
ZLITSOJ,O,X,X,O,X,X,X,X
ZLITOJS,X,X,X,O,X,X,X,X
ZLITOSJ,O,X,X,O,X,X,X,X
ZLIJTSO,O,X,X,O,X,O,X,X
ZLIJTOS,X,X,X,O,X,O,X,X
ZLIJSTO,O,X,X,O,O,O,O,X
ZLIJSOT,O,X,X,O,O,O,O,X
ZLIJOTS,X,X,X,O,X,O,X,X
ZLIJOST,X,X,X,O,X,O,O,X
ZLISTJO,O,X,X,O,O,X,X,X
ZLISTOJ,O,X,X,O,X,X,X,X
ZLISJTO,O,X,X,O,O,X,O,X
ZLISJOT,O,X,X,O,O,X,O,X
ZLISOTJ,O,X,X,O,O,X,X,X
ZLISOJT,O,X,X,O,O,X,O,X
ZLIOTJS,X,X,X,O,X,X,X,X
ZLIOTSJ,O,X,X,O,O,X,X,X
ZLIOJTS,X,X,X,O,X,O,X,X
ZLIOJST,X,X,X,O,O,O,O,X
ZLIOSTJ,O,X,X,O,O,X,X,X
ZLIOSJT,O,X,X,O,O,X,O,X
ZLJTISO,O,X,X,O,X,O,X,X
ZLJTIOS,X,X,X,O,X,O,X,X
ZLJTSIO,O,O,X,O,X,X,X,X
ZLJTSOI,O,O,X,O,X,X,X,X
ZLJTOIS,X,X,X,O,X,O,X,X
ZLJTOSI,X,O,X,O,X,X,X,X
ZLJITSO,O,X,X,O,X,O,X,X
ZLJITOS,X,X,X,O,X,O,X,X
ZLJISTO,O,X,X,O,O,O,O,X
ZLJISOT,O,X,X,O,O,O,O,X
ZLJIOTS,X,X,X,O,X,O,X,X
ZLJIOST,X,X,X,O,X,O,O,X
ZLJSTIO,O,O,X,O,O,X,X,X
ZLJSTOI,O,O,X,O,O,X,X,X
ZLJSITO,O,O,X,O,O,X,O,X
ZLJSIOT,O,O,X,O,O,X,O,X
ZLJSOTI,O,O,X,O,O,X,X,X
ZLJSOIT,O,O,X,O,O,X,O,X
ZLJOTIS,X,X,X,O,X,O,X,X
ZLJOTSI,X,O,X,O,X,X,X,X
ZLJOITS,X,X,X,O,X,O,X,X
ZLJOIST,X,X,X,O,O,O,O,X
ZLJOSTI,X,O,X,O,O,X,X,X
ZLJOSIT,X,O,X,O,O,X,O,X
ZLSTIJO,O,O,X,O,O,X,X,X
ZLSTIOJ,O,O,X,O,X,X,X,X
ZLSTJIO,O,O,X,O,O,X,X,X
ZLSTJOI,O,O,X,O,O,X,X,X
ZLSTOIJ,O,O,X,O,O,X,X,X
ZLSTOJI,O,O,X,O,O,X,X,X
ZLSITJO,O,O,X,O,O,X,X,X
ZLSITOJ,O,O,X,O,X,X,X,X
ZLSIJTO,O,O,X,O,O,X,O,X
ZLSIJOT,O,O,X,O,O,X,O,X
ZLSIOTJ,O,O,X,O,O,X,X,X
ZLSIOJT,O,O,X,O,O,X,O,X
ZLSJTIO,O,O,X,O,O,X,X,X
ZLSJTOI,O,O,X,O,O,X,X,X
ZLSJITO,O,O,X,O,O,X,O,X
ZLSJIOT,O,O,X,O,O,X,O,X
ZLSJOTI,O,O,X,O,O,X,X,X
ZLSJOIT,O,O,X,O,O,X,O,X
ZLSOTIJ,O,O,X,O,O,X,X,X
ZLSOTJI,O,O,X,O,O,X,X,X
