sequence,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFTgBxhBfqBcsBCr?BlrB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhF6mBTiB2pB8qBXs?BFqB,v115@FhB8HeB8HeD8BeA8BeC8Je1FJvhFxhB0kBGnBikB3q?BzrB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFTiBxkBVrBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBxhBTnBFqB0r?BCrB,v115@FhB8HeB8HeD8BeA8BeC8Je2EJvhFfmBTiBxpBFsB6r?BUqB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhFzfBFiBcsBxqBGr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBTiBFqBxrBCr?B0rB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhF1pB0lBxmBGnBzr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhF8kBfmBxhBTqBCs?BFsB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhFlhBTkB2qBCsBcs?B3qB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhFWmB3kBTqBxrBcs?BlrB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhF0gBxhBGnBlqBzr?BfqB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFxkBVrBTnBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeFBJvhFTiBxkBSrB2pBXs?BUqB,v115@FhB8HeB8HeD8BeA8BeC8Jel/IvhF2pB0lBxmBqrBTn?B3qB
LITOJSZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
LITOJZS,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOSJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
LITOSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
LIJTZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LIJSZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LISTJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LISTZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LISTOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LISTOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LISJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISJOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISZJTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISZOJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISOZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZTOJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSJTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSOJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOTJZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZTS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOSJZT,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X
LIOSZJT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
LIOZTJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJTSZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJITSZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJITZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSOIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LJZTIOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LJZITOS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LJZISTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJOZITS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJOZIST,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSTIJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LSTIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSTIOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LSTIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSTJIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LSTOIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSTOJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LSTOJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSITZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSITOJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSITOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSIJZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIZJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIZOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIOZJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJOIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZTOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSZIJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZIOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSZOIJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSOTJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
LSOTJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTZIJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LSOTZJI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOITZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSOIJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOIJZT,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
