sequence,v115@MhB8GeC8CeB8AeD8BeA8JeOEJvhFxgB0iB6oBfqBll?BzsB,v115@MhB8GeC8CeB8AeD8BeA8Jem/IvhFFhBxiBTkBcqBCo?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Jei/IvhFFhBxiB3kBcqBGo?BzsB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFxgB0iBllBStBmp?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFXhB0iB6oBxpBzs?BFqB,v115@MhB8GeC8CeB8AeD8BeA8Jex/IvhFXhBTjBikBWtBFq?B0sB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFXhBliBxpBCtBOq?BctB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFFhBxiBcqBqsBTt?B3pB
JOLTISZ,X,X,X,O,X,O,X,X
JOLTIZS,O,X,O,O,X,O,X,X
JOLTSIZ,O,X,X,O,X,O,X,X
JOLTSZI,O,X,X,O,X,O,X,X
JOLTZIS,O,X,O,O,X,O,X,X
JOLTZSI,O,X,O,O,X,O,X,X
JOLITSZ,X,X,X,O,O,X,X,X
JOLITZS,O,X,O,O,O,X,X,X
JOLISTZ,O,X,X,X,O,O,X,X
JOLISZT,O,X,X,X,O,X,X,X
JOLIZTS,O,X,O,O,O,X,X,X
JOLIZST,O,X,O,X,O,X,X,X
JOLSTIZ,O,X,X,O,X,O,X,X
JOLSTZI,O,X,X,O,X,O,X,X
JOLSITZ,O,X,X,X,O,O,X,X
JOLSIZT,O,X,X,X,O,X,X,X
JOLSZTI,O,X,X,O,X,O,X,X
JOLSZIT,O,X,X,X,O,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X
JOLZITS,O,X,O,O,O,X,X,X
JOLZIST,O,X,O,X,O,X,X,X
JOLZSTI,O,X,O,O,X,O,X,X
JOLZSIT,O,X,O,X,O,X,X,X
JOSTILZ,O,X,X,O,X,O,X,X
JOSTIZL,O,X,O,O,X,X,X,X
JOSTLIZ,O,X,X,O,X,O,X,X
JOSTLZI,O,X,X,O,X,O,X,X
JOSTZIL,O,X,O,O,X,X,X,X
JOSTZLI,O,X,O,O,X,O,X,X
JOSITLZ,O,X,X,X,O,O,X,X
JOSITZL,O,X,O,X,O,X,X,X
JOSILTZ,O,X,X,X,O,O,X,X
JOSILZT,O,X,X,X,O,X,X,X
JOSIZTL,O,O,O,X,O,X,X,X
JOSIZLT,O,O,O,X,O,X,X,X
JOSLTIZ,O,X,X,O,X,O,X,X
JOSLTZI,O,X,X,O,X,O,X,X
JOSLITZ,O,X,X,X,O,O,X,X
JOSLIZT,O,O,X,X,O,X,X,X
JOSLZTI,O,O,X,O,X,O,X,X
JOSLZIT,O,O,X,X,O,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X
JOSZTLI,O,O,O,O,X,O,X,X
JOSZITL,O,O,O,X,O,X,X,X
JOSZILT,O,O,O,X,O,X,X,X
JOSZLTI,O,O,O,O,X,O,X,X
JOSZLIT,O,O,O,X,O,X,X,X
JOZTILS,O,O,O,O,X,X,X,X
JOZTISL,X,O,O,O,X,X,X,X
JOZTLIS,O,O,O,O,X,O,X,X
JOZTLSI,O,O,O,O,X,O,X,X
JOZTSIL,O,O,O,O,X,X,X,X
JOZTSLI,O,O,O,O,X,O,X,X
JOZITLS,O,O,O,O,O,X,X,X
JOZITSL,X,O,O,O,O,X,X,X
JOZILTS,O,O,O,O,O,X,X,X
JOZILST,O,X,O,X,O,X,X,X
JOZISTL,O,O,O,X,O,X,X,X
JOZISLT,O,O,O,X,O,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X
JOZLTSI,O,O,O,O,X,X,X,X
JOZLITS,O,O,O,O,O,X,X,X
JOZLIST,O,X,O,X,O,X,X,X
JOZLSTI,O,O,O,O,X,O,X,X
JOZLSIT,O,O,O,X,O,X,X,X
JOZSTIL,O,O,O,O,X,X,X,X
JOZSTLI,O,O,O,O,X,O,X,X
JOZSITL,O,O,O,X,O,X,X,X
JOZSILT,O,O,O,X,O,X,X,X
JOZSLTI,O,O,O,O,X,O,X,X
JOZSLIT,O,O,O,X,O,X,X,X
STILJZO,O,O,X,O,X,O,O,X
STILJOZ,O,X,X,O,X,O,O,X
STILZJO,O,O,X,O,X,O,O,X
STILZOJ,O,O,X,X,X,X,O,X
STILOJZ,O,X,X,X,X,O,O,X
STILOZJ,O,O,X,X,X,X,O,X
STIJLZO,O,X,X,O,X,O,X,X
STIJLOZ,O,X,X,O,X,O,X,X
STIJZLO,O,O,X,O,X,X,X,X
STIJZOL,O,O,X,O,X,X,X,X
STIJOLZ,O,X,X,O,O,O,X,X
STIJOZL,O,X,X,O,O,X,X,X
STIZLJO,O,O,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,X
STIZJOL,O,O,X,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,O,X
STIOLZJ,O,X,X,X,O,X,O,X
STIOJLZ,O,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,O,X,X,X
STIOZLJ,O,O,X,X,O,X,X,X
STIOZJL,O,O,X,X,O,X,X,X
STLIJZO,O,O,X,O,X,O,O,X
STLIJOZ,O,X,X,O,X,O,O,X
STLIZJO,O,O,X,O,X,O,O,X
STLIZOJ,O,O,X,X,X,X,O,X
STLIOJZ,O,X,X,X,X,O,O,X
STLIOZJ,O,O,X,X,X,X,O,X
STLJIZO,O,O,X,O,X,O,X,X
STLJIOZ,O,X,X,O,X,O,X,X
STLJZIO,O,O,X,O,X,O,X,X
STLJZOI,O,O,X,O,X,O,X,X
STLJOIZ,O,X,X,O,X,O,X,X
STLJOZI,O,X,X,O,X,O,X,X
STLZIJO,O,O,X,O,X,O,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,O,X,O,X,X
STLZJOI,O,O,X,O,X,O,X,O
STLZOIJ,O,O,X,X,X,X,X,O
STLZOJI,O,O,X,X,X,X,X,O
STLOIJZ,O,X,X,X,X,O,X,X
STLOIZJ,O,O,X,X,X,X,X,O
STLOJIZ,O,X,X,X,X,O,X,X
STLOJZI,O,X,X,X,X,O,X,X
STLOZIJ,O,O,X,X,X,X,X,O
STLOZJI,O,O,X,X,X,X,X,O
STJILZO,O,X,X,O,X,O,X,X
STJILOZ,O,X,X,O,X,O,X,X
STJIZLO,O,O,O,O,X,X,X,X
STJIZOL,O,O,O,O,X,X,X,X
STJIOLZ,O,X,X,O,X,O,X,X
STJIOZL,O,X,X,O,X,X,X,X
STJLIZO,O,O,X,O,X,O,X,X
STJLIOZ,O,X,X,O,X,O,X,X
STJLZIO,O,O,X,O,X,O,X,X
STJLZOI,O,O,X,O,X,O,X,X
STJLOIZ,O,X,X,O,X,O,X,X
STJLOZI,O,X,X,O,X,O,X,X
STJZILO,O,O,O,O,X,X,X,X
STJZIOL,O,O,O,O,X,X,X,X
STJZLIO,O,O,O,O,X,O,X,X
STJZLOI,O,O,O,O,X,O,X,X
STJZOIL,O,O,O,O,X,X,X,X
STJZOLI,O,O,O,O,X,O,X,X
STJOILZ,O,X,X,O,X,O,X,X
STJOIZL,O,X,X,O,X,X,X,X
STJOLIZ,O,X,X,O,X,O,X,X
STJOLZI,O,X,X,O,X,O,X,X
STJOZIL,O,X,X,O,X,X,X,X
STJOZLI,O,X,X,O,X,O,X,X
STZILJO,O,O,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X
STZIJOL,O,O,O,O,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,O,X,X
STZLIOJ,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,O
STZLOIJ,O,O,O,X,X,X,X,O
STZLOJI,O,O,O,X,X,X,X,O
STZJILO,O,O,O,O,X,X,X,X
STZJIOL,O,O,O,O,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,O
STZJOIL,O,O,O,O,X,X,X,X
STZJOLI,O,O,O,O,X,O,X,X
STZOILJ,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,O,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,O,X,X,X
STOIJLZ,O,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,O,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X
STOIZJL,O,O,O,X,O,X,X,X
STOLIJZ,O,X,X,X,O,O,X,X
STOLIZJ,O,O,X,X,O,X,X,X
STOLJIZ,O,X,X,X,X,O,X,X
STOLJZI,O,X,X,X,X,O,X,X
STOLZIJ,O,O,X,X,O,X,X,X
STOLZJI,O,O,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,O,X,X
STOJIZL,O,X,O,X,X,X,X,X
STOJLIZ,O,X,X,X,X,O,X,X
STOJLZI,O,X,X,X,X,O,X,X
STOJZIL,O,X,O,X,X,X,X,X
STOJZLI,O,X,O,X,X,O,X,X
STOZILJ,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X
SITLJZO,O,O,X,O,X,O,O,X
SITLJOZ,O,X,X,O,X,O,O,X
SITLZJO,O,O,X,O,X,O,O,X
SITLZOJ,O,O,X,X,X,X,O,X
SITLOJZ,O,X,X,X,X,O,O,X
SITLOZJ,O,O,X,X,X,X,O,X
SITJLZO,O,X,X,O,X,O,X,X
SITJLOZ,O,X,X,O,X,O,X,X
SITJZLO,O,O,X,O,X,X,X,X
SITJZOL,O,O,X,O,X,X,X,X
SITJOLZ,O,X,X,O,O,O,X,X
SITJOZL,O,X,X,O,O,X,X,X
SITZLJO,O,O,O,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,X
SITZJOL,O,O,X,O,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X
SITOLJZ,O,X,X,X,O,X,O,X
SITOLZJ,O,X,X,X,O,X,O,X
SITOJLZ,O,X,X,X,O,X,X,X
SITOJZL,O,X,X,X,O,X,X,X
SITOZLJ,O,O,X,X,O,X,X,X
SITOZJL,O,O,X,X,O,X,X,X
SILTJZO,O,O,X,O,X,X,O,X
SILTJOZ,O,X,X,O,X,X,O,X
SILTZJO,O,O,X,O,X,X,O,X
SILTZOJ,O,O,X,X,X,X,O,X
SILTOJZ,O,X,X,X,X,X,O,X
SILTOZJ,O,O,X,X,X,X,O,X
SILJTZO,O,O,X,X,X,X,O,X
SILJTOZ,O,X,X,X,X,X,O,X
SILJZTO,O,O,X,X,X,X,O,X
SILJZOT,O,O,X,X,X,X,O,X
SILJOTZ,O,X,X,X,O,O,O,X
SILJOZT,O,O,X,X,O,X,O,X
SILZTJO,O,O,X,O,X,X,O,X
SILZTOJ,O,O,X,X,X,X,O,X
SILZJTO,O,O,X,X,X,X,O,X
SILZJOT,O,O,X,X,X,X,O,X
SILZOTJ,X,O,X,X,X,X,O,X
SILZOJT,O,O,X,X,X,X,O,X
SILOTJZ,O,X,X,X,O,X,O,X
SILOTZJ,O,O,X,X,O,X,O,X
SILOJTZ,O,X,X,X,O,X,O,X
SILOJZT,O,O,X,X,O,X,O,X
SILOZTJ,O,O,X,X,O,X,O,X
SILOZJT,O,O,X,X,O,X,O,X
SIJTLZO,O,X,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,O,X,X
SIJTZLO,O,O,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,O,X,X
SIJTOZL,O,X,X,X,O,X,X,X
SIJLTZO,O,X,X,X,X,X,O,X
SIJLTOZ,O,X,X,X,X,X,O,X
SIJLZTO,O,X,X,X,X,X,O,X
SIJLZOT,O,X,X,X,X,X,O,X
SIJLOTZ,O,X,X,X,O,O,O,X
SIJLOZT,O,X,X,X,O,X,O,X
SIJZTLO,O,O,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X,X
SIJZOLT,O,O,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,O,O,X,X
SIJOTZL,O,X,X,X,O,X,X,X
SIJOLTZ,O,X,X,X,O,O,O,X
SIJOLZT,O,X,X,X,O,X,O,X
SIJOZTL,O,O,X,X,O,X,X,X
SIJOZLT,O,O,X,X,O,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,O,X,X,O,X
SIZLTOJ,O,O,O,X,X,X,O,X
SIZLJTO,O,O,O,X,X,X,O,X
SIZLJOT,O,O,X,X,X,X,O,X
SIZLOTJ,X,O,O,X,X,X,O,X
SIZLOJT,O,O,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,X,X
SIZJOLT,O,O,X,X,O,X,X,X
SIZOTLJ,O,O,O,X,O,X,X,X
SIZOTJL,O,O,X,X,O,X,X,X
SIZOLTJ,O,O,O,X,O,X,O,X
SIZOLJT,O,O,X,X,O,X,O,X
SIZOJTL,O,O,X,X,O,X,X,X
SIZOJLT,O,O,X,X,O,X,X,X
SIOTLJZ,O,X,X,X,O,X,O,X
SIOTLZJ,O,X,X,X,O,X,O,X
SIOTJLZ,O,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,O,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X
SIOLTJZ,O,X,X,X,O,X,O,X
SIOLTZJ,O,O,X,X,O,X,O,X
SIOLJTZ,O,X,X,X,O,X,O,X
SIOLJZT,O,O,X,X,O,X,O,X
SIOLZTJ,O,O,X,X,O,X,O,X
SIOLZJT,O,O,X,X,O,X,O,X
SIOJTLZ,O,X,X,X,O,X,X,X
SIOJTZL,O,X,X,X,O,X,X,X
SIOJLTZ,O,X,X,X,O,X,O,X
SIOJLZT,O,X,X,X,O,X,O,X
SIOJZTL,O,O,X,X,O,X,X,X
SIOJZLT,O,O,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,O,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X
SIOZLTJ,O,O,X,X,O,X,O,X
SIOZLJT,O,O,X,X,O,X,O,X
SIOZJTL,O,O,X,X,O,X,X,X
SIOZJLT,O,O,X,X,O,X,X,X
SLTIJZO,O,O,X,O,X,O,O,X
SLTIJOZ,O,X,X,O,X,O,O,X
SLTIZJO,O,O,X,O,X,O,O,X
SLTIZOJ,O,O,X,X,X,X,O,X
SLTIOJZ,O,X,X,X,X,O,O,X
SLTIOZJ,O,O,X,X,X,X,O,X
SLTJIZO,O,O,X,O,X,O,X,X
SLTJIOZ,O,X,X,O,X,O,X,X
SLTJZIO,O,O,X,O,X,O,X,X
SLTJZOI,O,O,X,O,X,O,X,X
SLTJOIZ,O,X,X,O,X,O,X,X
SLTJOZI,O,X,X,O,X,O,X,X
SLTZIJO,O,O,X,O,X,O,X,X
SLTZIOJ,O,O,X,X,X,X,X,X
SLTZJIO,O,O,X,O,X,O,X,X
SLTZJOI,O,O,X,O,X,O,X,O
SLTZOIJ,O,O,X,X,X,X,X,O
SLTZOJI,O,O,X,X,X,X,X,O
SLTOIJZ,O,X,X,X,X,O,X,X
SLTOIZJ,O,O,X,X,X,X,X,O
SLTOJIZ,O,X,X,X,X,O,X,X
SLTOJZI,O,X,X,X,X,O,X,X
SLTOZIJ,O,O,X,X,X,X,X,O
SLTOZJI,O,O,X,X,X,X,X,O
SLITJZO,O,O,X,O,X,X,O,X
SLITJOZ,O,X,X,O,X,X,O,X
SLITZJO,O,O,X,O,X,X,O,X
SLITZOJ,O,O,X,X,X,X,O,X
SLITOJZ,O,X,X,X,X,X,O,X
SLITOZJ,O,O,X,X,X,X,O,X
SLIJTZO,O,O,X,X,X,X,O,X
SLIJTOZ,O,X,X,X,X,X,O,X
SLIJZTO,O,O,X,X,X,X,O,X
SLIJZOT,O,O,X,X,X,X,O,X
SLIJOTZ,O,X,X,X,O,O,O,X
SLIJOZT,O,O,X,X,O,X,O,X
SLIZTJO,O,O,X,O,X,X,O,X
SLIZTOJ,O,O,X,X,X,X,O,X
SLIZJTO,O,O,X,X,X,X,O,X
SLIZJOT,O,O,X,X,X,X,O,X
SLIZOTJ,X,O,X,X,X,X,O,X
SLIZOJT,O,O,X,X,X,X,O,X
SLIOTJZ,O,X,X,X,O,X,O,X
SLIOTZJ,O,O,X,X,O,X,O,X
SLIOJTZ,O,X,X,X,O,X,O,X
SLIOJZT,O,O,X,X,O,X,O,X
SLIOZTJ,O,O,X,X,O,X,O,X
SLIOZJT,O,O,X,X,O,X,O,X
SLJTIZO,O,O,X,O,X,O,X,X
SLJTIOZ,O,X,X,O,X,O,X,X
SLJTZIO,O,O,X,O,X,O,X,X
SLJTZOI,O,O,X,O,X,O,X,X
SLJTOIZ,O,X,X,O,X,O,X,X
SLJTOZI,O,X,X,O,X,O,X,X
SLJITZO,O,O,X,X,X,X,O,X
SLJITOZ,O,X,X,X,X,X,O,X
SLJIZTO,O,O,X,X,X,X,O,X
SLJIZOT,O,O,X,X,X,X,O,X
SLJIOTZ,O,X,X,X,X,O,O,X
SLJIOZT,O,O,X,X,X,X,O,X
SLJZTIO,O,O,X,O,X,X,X,X
SLJZTOI,O,O,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X
SLJZOTI,O,O,X,O,X,O,X,X
SLJZOIT,O,O,X,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,O,X,X
SLJOTZI,O,X,X,O,X,O,X,X
SLJOITZ,O,X,X,X,X,O,X,X
SLJOIZT,O,O,X,X,X,X,X,X
SLJOZTI,O,O,X,O,X,O,X,X
SLJOZIT,O,O,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X
SLZTJOI,O,O,X,O,X,X,X,O
SLZTOIJ,O,O,X,X,X,X,X,O
SLZTOJI,O,O,X,X,X,X,X,O
SLZITJO,O,O,X,O,X,X,O,X
SLZITOJ,O,O,X,X,X,X,O,X
SLZIJTO,O,O,X,X,X,X,O,X
SLZIJOT,O,O,X,X,X,X,O,X
SLZIOTJ,X,O,X,X,X,X,O,X
SLZIOJT,O,O,X,X,X,X,O,X
SLZJTIO,O,O,X,O,X,X,X,X
SLZJTOI,O,O,X,O,X,X,X,O
SLZJITO,O,O,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X
SLZJOTI,O,O,X,O,X,O,X,O
SLZJOIT,O,O,X,X,X,X,X,O
SLZOTIJ,O,O,X,X,X,X,X,O
SLZOTJI,O,O,X,X,X,X,X,O
SLZOITJ,X,O,X,X,X,X,X,O
SLZOIJT,O,O,X,X,X,X,X,O
SLZOJTI,O,O,X,X,X,X,X,O
SLZOJIT,O,O,X,X,X,X,X,O
SLOTIJZ,O,X,X,X,O,X,X,X
SLOTIZJ,O,O,X,X,O,X,X,O
SLOTJIZ,O,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,X,O
SLOTZJI,O,O,X,X,X,X,X,O
SLOITJZ,O,X,X,X,O,X,O,X
SLOITZJ,O,O,X,X,O,X,O,O
SLOIJTZ,O,X,X,X,O,X,O,X
SLOIJZT,O,O,X,X,O,X,O,X
SLOIZTJ,O,O,X,X,O,X,O,O
SLOIZJT,O,O,X,X,O,X,O,O
SLOJTIZ,O,X,X,X,X,O,X,X
SLOJTZI,O,X,X,X,X,O,X,X
SLOJITZ,O,X,X,X,O,O,X,X
SLOJIZT,O,O,X,X,O,X,X,X
SLOJZTI,O,O,X,X,X,O,X,X
SLOJZIT,O,O,X,X,O,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,O
SLOZTJI,O,O,X,X,X,X,X,O
SLOZITJ,O,O,X,X,O,X,X,O
SLOZIJT,O,O,X,X,O,X,X,O
SLOZJTI,O,O,X,X,X,X,X,O
SLOZJIT,O,O,X,X,O,X,X,O
SJTILZO,O,X,X,O,X,O,X,X
SJTILOZ,O,X,X,O,X,O,X,X
SJTIZLO,O,O,O,O,X,X,X,X
SJTIZOL,O,O,O,O,X,X,X,X
SJTIOLZ,O,X,X,O,X,O,X,X
SJTIOZL,O,X,X,O,X,X,X,X
SJTLIZO,O,O,X,O,X,O,X,X
SJTLIOZ,O,X,X,O,X,O,X,X
SJTLZIO,O,O,X,O,X,O,X,X
SJTLZOI,O,O,X,O,X,O,X,X
SJTLOIZ,O,X,X,O,X,O,X,X
SJTLOZI,O,X,X,O,X,O,X,X
SJTZILO,O,O,O,O,X,X,X,X
SJTZIOL,O,O,O,O,X,X,X,X
SJTZLIO,O,O,O,O,X,O,X,X
SJTZLOI,O,O,O,O,X,O,X,X
SJTZOIL,O,O,O,O,X,X,X,X
SJTZOLI,O,O,O,O,X,O,X,X
SJTOILZ,O,X,X,O,X,O,X,X
SJTOIZL,O,X,X,O,X,X,X,X
SJTOLIZ,O,X,X,O,X,O,X,X
SJTOLZI,O,X,X,O,X,O,X,X
SJTOZIL,O,X,X,O,X,X,X,X
SJTOZLI,O,X,X,O,X,O,X,X
SJITLZO,O,X,X,X,X,O,X,X
SJITLOZ,O,X,X,X,X,O,X,X
SJITZLO,O,O,O,X,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X
SJITOLZ,O,X,X,X,O,O,X,X
SJITOZL,O,X,X,X,O,X,X,X
SJILTZO,O,X,X,X,X,X,O,X
SJILTOZ,O,X,X,X,X,X,O,X
SJILZTO,O,X,X,X,X,X,O,X
SJILZOT,O,X,X,X,X,X,O,X
SJILOTZ,O,X,X,X,O,O,O,X
SJILOZT,O,X,X,X,O,X,O,X
SJIZTLO,O,O,O,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X
SJIZLOT,O,X,O,X,X,X,X,X
SJIZOTL,O,O,O,X,O,X,X,X
SJIZOLT,O,O,O,X,O,X,X,X
SJIOTLZ,O,X,X,X,O,O,X,X
SJIOTZL,O,X,X,X,O,X,X,X
SJIOLTZ,O,X,X,X,O,O,O,X
SJIOLZT,O,X,X,X,O,X,O,X
SJIOZTL,O,O,X,X,O,X,X,X
SJIOZLT,O,O,X,X,O,X,X,X
SJLTIZO,O,O,X,O,X,O,X,X
SJLTIOZ,O,X,X,O,X,O,X,X
SJLTZIO,O,O,X,O,X,O,X,X
SJLTZOI,O,O,X,O,X,O,X,X
SJLTOIZ,O,X,X,O,X,O,X,X
SJLTOZI,O,X,X,O,X,O,X,X
SJLITZO,O,O,X,X,X,X,O,X
SJLITOZ,O,X,X,X,X,X,O,X
SJLIZTO,O,O,X,X,X,X,O,X
SJLIZOT,O,O,X,X,X,X,O,X
SJLIOTZ,O,X,X,X,X,O,O,X
SJLIOZT,O,O,X,X,X,X,O,X
SJLZTIO,O,O,X,O,X,X,X,X
SJLZTOI,O,O,X,O,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X
SJLZOTI,O,O,X,O,X,O,X,X
SJLZOIT,O,O,X,X,X,X,X,X
SJLOTIZ,O,X,X,O,X,O,X,X
SJLOTZI,O,X,X,O,X,O,X,X
SJLOITZ,O,X,X,X,X,O,X,X
SJLOIZT,O,O,X,X,X,X,X,X
SJLOZTI,O,O,X,O,X,O,X,X
SJLOZIT,O,O,X,X,X,X,X,X
SJZTILO,O,O,O,O,X,X,X,X
SJZTIOL,O,O,O,O,X,X,X,X
SJZTLIO,O,O,O,O,X,O,X,X
SJZTLOI,O,O,O,O,X,O,X,X
SJZTOIL,O,O,O,O,X,X,X,X
SJZTOLI,O,O,O,O,X,O,X,X
SJZITLO,O,O,O,X,X,X,X,X
SJZITOL,O,O,O,X,X,X,X,X
SJZILTO,O,O,O,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X,X
SJZLTIO,O,O,O,O,X,X,X,X
SJZLTOI,O,O,O,O,X,X,X,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,O,X,O,X,X
SJZLOIT,O,O,O,X,X,X,X,X
SJZOTIL,O,O,O,O,X,X,X,X
SJZOTLI,O,O,O,O,X,O,X,X
SJZOITL,O,O,O,X,X,X,X,X
SJZOILT,O,O,O,X,X,X,X,X
SJZOLTI,O,O,O,O,X,O,X,X
SJZOLIT,O,O,O,X,X,X,X,X
SJOTILZ,O,X,X,O,X,O,X,X
SJOTIZL,O,X,X,O,X,X,X,X
SJOTLIZ,O,X,X,O,X,O,X,X
SJOTLZI,O,X,X,O,X,O,X,X
SJOTZIL,O,X,X,O,X,X,X,X
SJOTZLI,O,X,X,O,X,O,X,X
SJOITLZ,O,X,X,X,O,O,X,X
SJOITZL,O,X,X,X,O,X,X,X
SJOILTZ,O,X,X,X,O,O,X,X
SJOILZT,O,X,X,X,O,X,X,X
SJOIZTL,O,O,X,X,O,X,X,X
SJOIZLT,O,O,X,X,O,X,X,X
SJOLTIZ,O,X,X,O,X,O,X,X
SJOLTZI,O,X,X,O,X,O,X,X
SJOLITZ,O,X,X,X,O,O,X,X
SJOLIZT,O,O,X,X,O,X,X,X
SJOLZTI,O,O,X,O,X,O,X,X
SJOLZIT,O,O,X,X,O,X,X,X
SJOZTIL,O,O,X,O,X,X,X,X
SJOZTLI,O,O,X,O,X,O,X,X
SJOZITL,O,O,X,X,O,X,X,X
SJOZILT,O,O,X,X,O,X,X,X
SJOZLTI,O,O,X,O,X,O,X,X
SJOZLIT,O,O,X,X,O,X,X,X
SZTILJO,O,O,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X
SZTIJOL,O,O,O,O,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,O,X,O,X,X
SZTLIOJ,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,O,X,O,X,X
SZTLJOI,O,O,O,O,X,O,X,O
SZTLOIJ,O,O,O,X,X,X,X,O
SZTLOJI,O,O,O,X,X,X,X,O
SZTJILO,O,O,O,O,X,X,X,X
SZTJIOL,O,O,O,O,X,X,X,X
SZTJLIO,O,O,O,O,X,O,X,X
SZTJLOI,O,O,O,O,X,O,X,O
SZTJOIL,O,O,O,O,X,X,X,X
SZTJOLI,O,O,O,O,X,O,X,X
