sequence,v115@PhE8EeF8EeA8Je2EJvhFRgBCjBfrBlmB0sBzrB,v115@PhE8EeF8EeA8JeT/IvhF/lBamBWnBxnB1wB0sB,v115@PhE8EeF8EeA8JeT/IvhFmgBfnBxiB0lBqsB1wB,v115@PhE8EeF8EeA8JeT/IvhF/lB1mBxiBqsBmrBUrB,v115@PhE8EeF8EeA8JeT/IvhFxgBymB+nB0lB1wBXtB,v115@PhE8EeF8EeA8JeT/IvhFxgB6nBllBcrBesBXtB,v115@PhE8EeF8EeA8JeT/IvhF2lBCjBUnBfrBlmBRxB
SIOTJZL,X,O,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X
SIOTZJL,X,O,X,X,X,X,X
SIOLTJZ,X,O,X,O,X,X,X
SIOLTZJ,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X
SIOLJZT,O,X,X,O,X,X,O
SIOLZTJ,O,O,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,O
SIOJTLZ,X,O,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X
SIOJLZT,O,X,X,O,X,X,O
SIOJZTL,O,O,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,O
SIOZTLJ,O,O,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,O
SIOZJTL,O,O,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,O
SLTIJZO,O,O,O,O,X,X,X
SLTIJOZ,X,O,O,O,X,X,X
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,X,O,O,O,X,X,X
SLTIOZJ,X,O,O,X,X,X,X
SLTJIZO,O,O,O,O,X,X,X
SLTJIOZ,X,O,O,O,X,X,X
SLTJZIO,O,O,O,O,X,X,X
SLTJZOI,O,O,O,O,X,X,X
SLTJOIZ,X,O,O,O,X,X,X
SLTJOZI,X,O,O,O,X,X,X
SLTZIJO,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X
SLTOIJZ,X,O,O,O,X,X,X
SLTOIZJ,X,O,O,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,X
SLTOJZI,X,O,O,O,X,X,X
SLTOZIJ,X,O,O,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X
SLITJZO,O,O,X,O,X,X,X
SLITJOZ,X,O,X,O,X,X,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X
SLITOZJ,X,O,X,X,X,X,X
SLIJTZO,O,X,X,O,X,X,X
SLIJTOZ,X,X,X,O,X,X,X
SLIJZTO,O,X,X,O,X,X,X
SLIJZOT,O,X,X,O,X,X,O
SLIJOTZ,X,X,X,O,X,X,X
SLIJOZT,O,X,X,O,X,X,O
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,O,X,X,O,X,X,X
SLIZJOT,O,X,X,O,X,X,O
SLIZOTJ,O,O,X,X,X,X,X
SLIZOJT,O,X,X,O,X,X,O
SLIOTJZ,X,O,X,O,X,X,X
SLIOTZJ,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X
SLIOJZT,O,X,X,O,X,X,O
SLIOZTJ,O,O,X,X,X,X,X
SLIOZJT,O,X,X,O,X,X,O
SLJTIZO,O,O,X,O,X,X,X
SLJTIOZ,X,O,X,O,X,X,X
SLJTZIO,O,O,X,O,X,X,X
SLJTZOI,O,O,X,O,X,X,X
SLJTOIZ,X,O,X,O,X,X,X
SLJTOZI,X,O,X,O,X,X,X
SLJITZO,O,X,X,O,X,X,X
SLJITOZ,X,X,X,O,X,X,X
SLJIZTO,O,X,X,O,X,X,X
SLJIZOT,O,X,X,O,X,X,O
SLJIOTZ,X,X,X,O,X,X,X
SLJIOZT,O,X,X,O,X,X,O
SLJZTIO,O,X,X,O,X,X,X
SLJZTOI,O,X,X,O,X,X,X
SLJZITO,O,X,X,O,X,X,X
SLJZIOT,O,X,X,O,X,X,X
SLJZOTI,O,X,X,O,X,X,X
SLJZOIT,O,X,X,O,X,X,X
SLJOTIZ,X,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,X,X
SLJOITZ,X,X,X,O,X,X,X
SLJOIZT,O,X,X,O,X,X,O
SLJOZTI,O,X,X,O,X,X,X
SLJOZIT,O,X,X,O,X,X,X
SLZTIJO,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X
SLZTOIJ,O,O,O,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X
SLZITJO,O,O,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X
SLZIJTO,O,X,X,O,X,X,X
SLZIJOT,O,X,X,O,X,X,X
SLZIOTJ,O,O,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X
SLZJTIO,O,X,O,O,X,X,X
SLZJTOI,O,X,O,O,X,X,X
SLZJITO,O,X,X,O,X,X,X
SLZJIOT,O,X,X,O,X,X,X
SLZJOTI,O,X,O,O,X,X,X
SLZJOIT,O,X,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X
SLZOIJT,O,X,X,O,X,X,X
SLZOJTI,O,X,O,O,X,X,X
SLZOJIT,O,X,X,O,X,X,X
SLOTIJZ,X,O,O,O,X,X,X
SLOTIZJ,X,O,O,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X
SLOTJZI,X,O,O,O,X,X,X
SLOTZIJ,X,O,O,X,X,X,X
SLOTZJI,X,O,O,X,X,X,X
SLOITJZ,X,O,X,O,X,X,X
SLOITZJ,X,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,X,X
SLOIJZT,O,X,X,O,X,X,O
SLOIZTJ,O,O,X,X,X,X,X
SLOIZJT,O,X,X,O,X,X,O
SLOJTIZ,X,O,X,O,X,X,X
SLOJTZI,X,O,X,O,X,X,X
SLOJITZ,X,X,X,O,X,X,X
SLOJIZT,O,X,X,O,X,X,O
SLOJZTI,O,X,X,O,X,X,X
SLOJZIT,O,X,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X
SLOZIJT,O,X,X,O,X,X,X
SLOZJTI,O,X,O,O,X,X,X
SLOZJIT,O,X,X,O,X,X,X
SJTILZO,O,O,X,X,X,X,X
SJTILOZ,X,O,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,X
SJTIOZL,X,O,X,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X
SJTLIOZ,X,O,X,O,X,X,X
SJTLZIO,O,O,X,O,X,X,X
SJTLZOI,O,O,X,O,X,X,X
SJTLOIZ,X,O,X,O,X,X,X
SJTLOZI,X,O,X,O,X,X,X
SJTZILO,O,O,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X
SJTOILZ,X,O,X,X,X,X,X
SJTOIZL,X,O,X,X,X,X,X
SJTOLIZ,X,O,X,O,X,X,X
SJTOLZI,X,O,X,O,X,X,X
SJTOZIL,X,O,X,X,X,X,X
SJTOZLI,X,O,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X
SJITLOZ,X,O,X,X,X,X,X
SJITZLO,O,O,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X
SJITOZL,X,O,X,X,X,X,X
SJILTZO,O,X,X,O,X,X,X
SJILTOZ,X,X,X,O,X,X,X
SJILZTO,O,X,X,O,X,X,X
SJILZOT,O,X,X,O,X,X,O
SJILOTZ,X,X,X,O,X,X,X
SJILOZT,O,X,X,O,X,X,O
SJIZTLO,O,O,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,X,X,X,O
SJIZOTL,O,O,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,O
SJIOTLZ,X,O,X,X,X,X,X
SJIOTZL,X,O,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,X
SJIOLZT,O,X,X,O,X,X,O
SJIOZTL,O,O,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,O
SJLTIZO,O,O,X,O,X,X,X
SJLTIOZ,X,O,X,O,X,X,X
SJLTZIO,O,O,X,O,X,X,X
SJLTZOI,O,O,X,O,X,X,X
SJLTOIZ,X,O,X,O,X,X,X
SJLTOZI,X,O,X,O,X,X,X
SJLITZO,O,X,X,O,X,X,X
SJLITOZ,X,X,X,O,X,X,X
SJLIZTO,O,X,X,O,X,X,X
SJLIZOT,O,X,X,O,X,X,O
SJLIOTZ,X,X,X,O,X,X,X
SJLIOZT,O,X,X,O,X,X,O
SJLZTIO,O,X,X,O,X,O,X
SJLZTOI,O,X,X,O,X,O,X
SJLZITO,O,X,X,O,X,X,X
SJLZIOT,O,X,X,O,X,X,X
SJLZOTI,O,X,X,O,X,O,X
SJLZOIT,O,X,X,O,X,X,X
SJLOTIZ,X,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,X,X
SJLOITZ,X,X,X,O,X,X,X
SJLOIZT,O,X,X,O,X,X,O
SJLOZTI,O,X,X,O,X,O,X
SJLOZIT,O,X,X,O,X,X,X
SJZTILO,O,O,X,X,X,O,X
SJZTIOL,O,O,X,X,X,O,X
SJZTLIO,O,O,X,X,X,O,X
SJZTLOI,O,O,X,X,X,O,X
SJZTOIL,O,O,X,X,X,O,X
SJZTOLI,O,O,X,X,X,O,X
SJZITLO,O,O,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,X,X,O,X,O,X
SJZLTOI,O,X,X,O,X,O,X
SJZLITO,O,X,X,O,X,X,X
SJZLIOT,O,X,X,O,X,X,X
SJZLOTI,O,X,X,O,X,O,X
SJZLOIT,O,X,X,O,X,X,X
SJZOTIL,O,O,X,X,X,O,X
SJZOTLI,O,O,X,X,X,O,X
SJZOITL,O,O,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,O,X,X,O,X,O,X
SJZOLIT,O,X,X,O,X,X,X
SJOTILZ,X,O,X,X,X,X,X
SJOTIZL,X,O,X,X,X,X,X
SJOTLIZ,X,O,X,O,X,X,X
SJOTLZI,X,O,X,O,X,X,X
SJOTZIL,X,O,X,X,X,X,X
SJOTZLI,X,O,X,X,X,X,X
SJOITLZ,X,O,X,X,X,X,X
SJOITZL,X,O,X,X,X,X,X
SJOILTZ,X,X,X,O,X,X,X
SJOILZT,O,X,X,O,X,X,O
SJOIZTL,O,O,X,X,X,X,X
SJOIZLT,O,X,X,X,X,X,O
SJOLTIZ,X,O,X,O,X,X,X
SJOLTZI,X,O,X,O,X,X,X
SJOLITZ,X,X,X,O,X,X,X
SJOLIZT,O,X,X,O,X,X,O
SJOLZTI,O,X,X,O,X,O,X
SJOLZIT,O,X,X,O,X,X,X
SJOZTIL,O,O,X,X,X,O,X
SJOZTLI,O,O,X,X,X,O,X
SJOZITL,O,O,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,O,X,X,O,X,O,X
SJOZLIT,O,X,X,O,X,X,X
SZTILJO,O,O,X,X,O,X,X
SZTILOJ,O,O,X,X,O,X,X
SZTIJLO,O,O,X,X,O,O,X
SZTIJOL,O,O,X,X,O,O,X
SZTIOLJ,O,O,X,X,O,X,X
SZTIOJL,O,O,X,X,O,O,X
SZTLIJO,O,O,O,X,O,X,X
SZTLIOJ,O,O,O,X,O,X,X
SZTLJIO,O,O,O,X,O,X,X
SZTLJOI,O,O,O,X,O,X,X
SZTLOIJ,O,O,O,X,O,X,X
SZTLOJI,O,O,O,X,O,X,X
SZTJILO,O,O,X,X,O,O,X
SZTJIOL,O,O,X,X,O,O,X
SZTJLIO,O,O,O,X,O,O,X
SZTJLOI,O,O,O,X,O,O,X
SZTJOIL,O,O,X,X,O,O,X
SZTJOLI,O,O,O,X,O,O,X
SZTOILJ,O,O,X,X,O,X,X
SZTOIJL,O,O,X,X,O,O,X
SZTOLIJ,O,O,O,X,O,X,X
SZTOLJI,O,O,O,X,O,X,X
SZTOJIL,O,O,X,X,O,O,X
SZTOJLI,O,O,O,X,O,O,X
SZITLJO,O,O,X,X,O,X,X
SZITLOJ,O,O,X,X,O,X,X
SZITJLO,O,O,X,X,O,X,X
SZITJOL,O,O,X,X,O,X,X
SZITOLJ,O,O,X,X,O,X,X
SZITOJL,O,O,X,X,O,X,X
SZILTJO,O,O,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X
SZILJTO,O,X,X,O,X,X,X
SZILJOT,O,X,X,O,X,X,X
SZILOTJ,O,O,X,X,X,X,X
SZILOJT,O,X,X,O,X,X,X
SZIJTLO,O,O,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,O,X,X
SZIOTJL,O,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,X,X,X
SZIOLJT,O,X,X,O,X,X,X
SZIOJTL,O,O,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X
SZLTIJO,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,X,X
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X
SZLTOIJ,O,O,O,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X
SZLITJO,O,O,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X
SZLIJTO,O,X,X,O,X,X,X
SZLIJOT,O,X,X,O,X,X,X
SZLIOTJ,O,O,X,X,X,X,X
SZLIOJT,O,X,X,O,X,X,X
SZLJTIO,O,X,O,O,X,X,X
SZLJTOI,O,X,O,O,X,X,X
SZLJITO,O,X,X,O,X,X,X
SZLJIOT,O,X,X,O,X,X,X
SZLJOTI,O,X,O,O,X,X,X
SZLJOIT,O,X,X,O,X,X,X
SZLOTIJ,O,O,O,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X
SZLOITJ,O,O,X,X,X,X,X
SZLOIJT,O,X,X,O,X,X,X
SZLOJTI,O,X,O,O,X,X,X
SZLOJIT,O,X,X,O,X,X,X
SZJTILO,O,O,X,X,X,O,X
SZJTIOL,O,O,X,X,X,O,X
SZJTLIO,O,O,O,X,X,O,X
SZJTLOI,O,O,O,X,X,O,X
SZJTOIL,O,O,X,X,X,O,X
SZJTOLI,O,O,O,X,X,O,X
SZJITLO,O,O,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X
SZJILTO,O,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,X,O,O,X,O,X
SZJLTOI,O,X,O,O,X,O,X
SZJLITO,O,X,X,O,X,X,X
SZJLIOT,O,X,X,O,X,X,X
SZJLOTI,O,X,O,O,X,O,X
SZJLOIT,O,X,X,O,X,X,X
SZJOTIL,O,O,X,X,X,O,X
SZJOTLI,O,O,O,X,X,O,X
SZJOITL,O,O,X,X,X,X,X
SZJOILT,O,X,X,X,X,X,X
SZJOLTI,O,X,O,O,X,O,X
SZJOLIT,O,X,X,O,X,X,X
SZOTILJ,O,O,X,X,O,X,X
SZOTIJL,O,O,X,X,O,O,X
SZOTLIJ,O,O,O,X,O,X,X
SZOTLJI,O,O,O,X,O,X,X
SZOTJIL,O,O,X,X,O,O,X
SZOTJLI,O,O,O,X,O,O,X
SZOITLJ,O,O,X,X,O,X,X
SZOITJL,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X
SZOILJT,O,X,X,O,X,X,X
SZOIJTL,O,O,X,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X
SZOLIJT,O,X,X,O,X,X,X
SZOLJTI,O,X,O,O,X,X,X
SZOLJIT,O,X,X,O,X,X,X
SZOJTIL,O,O,X,X,X,O,X
SZOJTLI,O,O,O,X,X,O,X
SZOJITL,O,O,X,X,X,X,X
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,O,X,O,O,X,O,X
SZOJLIT,O,X,X,O,X,X,X
SOTILJZ,X,O,X,O,X,X,X
SOTILZJ,X,O,X,X,X,X,X
SOTIJLZ,X,O,X,X,X,X,X
SOTIJZL,X,O,X,X,X,X,X
SOTIZLJ,X,O,X,X,X,X,X
SOTIZJL,X,O,X,X,X,O,X
SOTLIJZ,X,O,O,O,X,X,X
SOTLIZJ,X,O,O,X,X,X,X
SOTLJIZ,X,O,O,O,X,X,X
SOTLJZI,X,O,O,O,O,X,X
SOTLZIJ,X,O,O,X,O,X,X
SOTLZJI,X,O,O,X,O,X,X
SOTJILZ,X,O,X,X,X,X,X
SOTJIZL,X,O,X,X,X,X,X
SOTJLIZ,X,O,X,O,X,X,X
SOTJLZI,X,O,X,O,O,X,X
SOTJZIL,X,O,X,X,O,X,X
SOTJZLI,X,O,X,X,O,X,X
SOTZILJ,X,O,X,X,O,X,X
SOTZIJL,X,O,X,X,O,O,X
SOTZLIJ,X,O,O,X,O,X,X
SOTZLJI,X,O,O,X,O,X,X
SOTZJIL,X,O,X,X,O,O,X
SOTZJLI,X,O,O,X,O,O,X
SOITLJZ,X,O,X,O,X,X,X
SOITLZJ,X,O,X,X,X,X,X
SOITJLZ,X,O,X,X,X,X,X
SOITJZL,X,O,X,X,X,X,X
SOITZLJ,X,O,X,X,X,X,X
SOITZJL,X,O,X,X,X,X,X
SOILTJZ,X,O,X,O,X,X,X
SOILTZJ,X,O,X,X,X,X,X
SOILJTZ,X,X,X,O,X,X,X
SOILJZT,O,X,X,O,X,X,O
SOILZTJ,O,O,X,X,X,X,X
SOILZJT,O,X,X,O,X,X,O
SOIJTLZ,X,O,X,X,X,X,X
SOIJTZL,X,O,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,X,X
SOIJLZT,O,X,X,O,X,X,O
SOIJZTL,O,O,X,X,X,X,X
SOIJZLT,O,X,X,X,X,X,O
SOIZTLJ,O,O,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,X
SOIZLJT,O,X,X,O,X,X,O
SOIZJTL,O,O,X,X,X,X,X
SOIZJLT,O,X,X,X,X,X,O
SOLTIJZ,X,O,O,O,X,X,X
SOLTIZJ,X,O,O,X,X,X,X
SOLTJIZ,X,O,O,O,X,X,X
SOLTJZI,X,O,O,O,X,X,X
SOLTZIJ,X,O,O,X,X,X,X
SOLTZJI,X,O,O,X,X,X,X
SOLITJZ,X,O,X,O,X,X,X
SOLITZJ,X,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,X,X
SOLIJZT,O,X,X,O,X,X,O
SOLIZTJ,O,O,X,X,X,X,X
SOLIZJT,O,X,X,O,X,X,O
SOLJTIZ,X,O,X,O,X,X,X
SOLJTZI,X,O,X,O,X,X,X
SOLJITZ,X,X,X,O,X,X,X
SOLJIZT,O,X,X,O,X,X,O
SOLJZTI,O,X,X,O,X,X,X
SOLJZIT,O,X,X,O,X,X,X
SOLZTIJ,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X
SOLZIJT,O,X,X,O,X,X,X
SOLZJTI,O,X,O,O,X,X,X
SOLZJIT,O,X,X,O,X,X,X
SOJTILZ,X,O,X,X,X,X,X
SOJTIZL,X,O,X,X,X,X,X
SOJTLIZ,X,O,X,O,X,X,X
SOJTLZI,X,O,X,O,X,X,X
SOJTZIL,X,O,X,X,X,X,X
SOJTZLI,X,O,X,X,X,X,X
SOJITLZ,X,O,X,X,X,X,X
SOJITZL,X,O,X,X,X,X,X
SOJILTZ,X,X,X,O,X,X,X
SOJILZT,O,X,X,O,X,X,O
SOJIZTL,O,O,X,X,X,X,X
SOJIZLT,O,X,X,X,X,X,O
SOJLTIZ,X,O,X,O,X,X,X
SOJLTZI,X,O,X,O,X,X,X
SOJLITZ,X,X,X,O,X,X,X
SOJLIZT,O,X,X,O,X,X,O
SOJLZTI,O,X,X,O,X,O,X
SOJLZIT,O,X,X,O,X,X,X
SOJZTIL,O,O,X,X,X,O,X
SOJZTLI,O,O,X,X,X,O,X
SOJZITL,O,O,X,X,X,X,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,O,X,X,O,X,O,X
SOJZLIT,O,X,X,O,X,X,X
SOZTILJ,O,O,X,X,O,X,X
SOZTIJL,O,O,X,X,O,O,X
SOZTLIJ,O,O,O,X,O,X,X
SOZTLJI,O,O,O,X,O,X,X
SOZTJIL,O,O,X,X,O,O,X
SOZTJLI,O,O,O,X,O,O,X
SOZITLJ,O,O,X,X,O,X,X
SOZITJL,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,X
SOZILJT,O,X,X,O,X,X,X
SOZIJTL,O,O,X,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X
SOZLTIJ,O,O,O,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,O,O,X,X,X,X,X
SOZLIJT,O,X,X,O,X,X,X
SOZLJTI,O,X,O,O,X,X,X
SOZLJIT,O,X,X,O,X,X,X
SOZJTIL,O,O,X,X,X,O,X
SOZJTLI,O,O,O,X,X,O,X
SOZJITL,O,O,X,X,X,X,X
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,O,X,O,O,X,O,X
SOZJLIT,O,X,X,O,X,X,X
ZTILJSO,X,X,O,X,O,O,X
ZTILJOS,X,X,O,X,O,O,X
ZTILSJO,X,X,O,X,O,X,X
ZTILSOJ,X,X,O,X,O,X,X
ZTILOJS,X,X,O,X,O,O,X
ZTILOSJ,X,X,O,X,O,X,X
ZTIJLSO,X,X,O,X,O,O,X
ZTIJLOS,X,X,O,X,O,O,X
ZTIJSLO,X,O,X,X,O,O,X
ZTIJSOL,X,O,X,X,O,O,X
ZTIJOLS,X,X,O,X,O,O,X
ZTIJOSL,X,O,X,X,O,O,X
ZTISLJO,X,O,X,X,O,X,X
ZTISLOJ,X,O,X,X,O,X,X
ZTISJLO,X,O,X,X,O,O,X
ZTISJOL,X,O,X,X,O,O,X
ZTISOLJ,X,O,X,X,O,X,X
ZTISOJL,X,O,X,X,O,O,X
ZTIOLJS,X,X,O,X,O,O,X
ZTIOLSJ,X,X,O,X,O,X,X
ZTIOJLS,X,X,O,X,O,O,X
ZTIOJSL,X,O,X,X,O,O,X
ZTIOSLJ,X,O,X,X,O,X,X
ZTIOSJL,X,O,X,X,O,O,X
ZTLIJSO,X,X,O,X,O,O,X
ZTLIJOS,X,X,O,X,O,O,X
ZTLISJO,X,X,O,X,O,X,X
ZTLISOJ,X,X,O,X,O,X,X
ZTLIOJS,X,X,O,X,O,O,X
ZTLIOSJ,X,X,O,X,O,X,X
ZTLJISO,O,X,O,X,O,O,X
ZTLJIOS,X,X,O,X,O,O,X
ZTLJSIO,O,X,O,X,O,O,X
ZTLJSOI,O,X,O,X,O,O,X
ZTLJOIS,X,X,O,X,O,O,X
ZTLJOSI,X,X,O,X,O,O,X
ZTLSIJO,O,X,O,X,O,X,X
ZTLSIOJ,O,X,O,X,O,X,X
ZTLSJIO,O,X,O,X,O,X,X
ZTLSJOI,O,X,O,X,O,X,X
ZTLSOIJ,O,X,O,X,O,X,X
ZTLSOJI,O,X,O,X,O,X,X
ZTLOIJS,X,X,O,X,O,O,X
ZTLOISJ,X,X,O,X,O,X,X
ZTLOJIS,X,X,O,X,O,O,X
ZTLOJSI,X,X,O,X,O,O,X
ZTLOSIJ,X,X,O,X,O,X,X
ZTLOSJI,X,X,O,X,O,X,X
ZTJILSO,O,X,O,X,O,O,X
ZTJILOS,X,X,O,X,O,O,X
ZTJISLO,O,O,X,X,O,O,X
ZTJISOL,O,O,X,X,O,O,X
ZTJIOLS,X,X,O,X,O,O,X
ZTJIOSL,X,O,X,X,O,O,X
ZTJLISO,O,X,O,X,O,O,X
ZTJLIOS,X,X,O,X,O,O,X
ZTJLSIO,O,X,O,X,O,O,X
ZTJLSOI,O,X,O,X,O,O,X
ZTJLOIS,X,X,O,X,O,O,X
ZTJLOSI,X,X,O,X,O,O,X
ZTJSILO,O,O,X,X,O,O,X
ZTJSIOL,O,O,X,X,O,O,X
ZTJSLIO,O,O,O,X,O,O,X
ZTJSLOI,O,O,O,X,O,O,X
ZTJSOIL,O,O,X,X,O,O,X
ZTJSOLI,O,O,O,X,O,O,X
ZTJOILS,X,X,O,X,O,O,X
ZTJOISL,X,O,X,X,O,O,X
ZTJOLIS,X,X,O,X,O,O,X
ZTJOLSI,X,X,O,X,O,O,X
ZTJOSIL,X,O,X,X,O,O,X
ZTJOSLI,X,O,O,X,O,O,X
ZTSILJO,O,O,X,X,O,X,X
ZTSILOJ,O,O,X,X,O,X,X
ZTSIJLO,O,O,X,X,O,O,X
ZTSIJOL,O,O,X,X,O,O,X
ZTSIOLJ,O,O,X,X,O,X,X
ZTSIOJL,O,O,X,X,O,O,X
ZTSLIJO,O,O,O,X,O,X,X
ZTSLIOJ,O,O,O,X,O,X,X
ZTSLJIO,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,X,O,X,X
ZTSLOJI,O,O,O,X,O,X,X
ZTSJILO,O,O,X,X,O,O,X
ZTSJIOL,O,O,X,X,O,O,X
ZTSJLIO,O,O,O,X,O,O,X
ZTSJLOI,O,O,O,X,O,O,X
ZTSJOIL,O,O,X,X,O,O,X
ZTSJOLI,O,O,O,X,O,O,X
ZTSOILJ,O,O,X,X,O,X,X
ZTSOIJL,O,O,X,X,O,O,X
ZTSOLIJ,O,O,O,X,O,X,X
ZTSOLJI,O,O,O,X,O,X,X
ZTSOJIL,O,O,X,X,O,O,X
ZTSOJLI,O,O,O,X,O,O,X
ZTOILJS,X,X,O,X,O,O,X
ZTOILSJ,X,X,O,X,O,X,X
ZTOIJLS,X,X,O,X,O,O,X
ZTOIJSL,X,O,X,X,O,O,X
ZTOISLJ,X,O,X,X,O,X,X
ZTOISJL,X,O,X,X,O,O,X
ZTOLIJS,X,X,O,X,O,O,X
ZTOLISJ,X,X,O,X,O,X,X
ZTOLJIS,X,X,O,X,O,O,X
ZTOLJSI,X,X,O,X,O,O,X
ZTOLSIJ,X,X,O,X,O,X,X
ZTOLSJI,X,X,O,X,O,X,X
ZTOJILS,X,X,O,X,O,O,X
ZTOJISL,X,O,X,X,O,O,X
ZTOJLIS,X,X,O,X,O,O,X
ZTOJLSI,X,X,O,X,O,O,X
ZTOJSIL,X,O,X,X,O,O,X
ZTOJSLI,X,O,O,X,O,O,X
ZTOSILJ,X,O,X,X,O,X,X
ZTOSIJL,X,O,X,X,O,O,X
