sequence,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFukB1lB0iB6oBXq?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nBTjB0kBllB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBOpBllBStBzp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeT/IvhFxiBllBusBctBip?BXqB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iB6oBlkB3lB2u?BzsB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBctB6s?BzpB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF6nB0kBllBToB2u?BXtB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFTjBfqBllBWtBCq?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBOpBllBStBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTjBKpBfqBllBWt?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Je0AJvhFxiBlkBqsBToBOp?BXqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhF0iB6oBupB3lBzs?BFqB,v115@BhB8IeB8GeC8FeD8BeA8JeZEJvhFCgBllBGoBXoBzp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhF0iBllBStBmpBTp?BXtB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFXjBllBStBmpBTp?B0sB,v115@BhB8IeB8GeC8FeD8BeA8Jex/IvhFTkBllBGoBXoByu?B0sB
LTZOISJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZOJIS,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
LTZOJSI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
LTZOSIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZOSJI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
LTOIJZS,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O
LTOISJZ,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
LTOISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOIZJS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O
LTOIZSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,X,X,O,X,X,X,O,O,O,O
LTOJIZS,O,X,O,X,X,O,O,X,O,X,X,X,O,O,O,O
LTOJSIZ,O,O,O,X,X,X,X,X,O,X,X,X,O,O,O,O
LTOJSZI,O,O,O,X,X,X,O,X,O,X,X,X,X,O,O,O
LTOJZIS,O,O,O,O,X,O,O,X,O,X,X,X,O,O,O,O
LTOJZSI,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,O
LTOSIJZ,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
LTOSIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O
LTOSJZI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O
LTOSZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSZJI,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTOZIJS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O
LTOZISJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZJIS,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,O
LTOZJSI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
LTOZSIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZSJI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
LITJSZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITJZSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LITJOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
LITSJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LITSZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LITZSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LITOJZS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
LITOSJZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LITOSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LIJTZSO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTZOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LIJTOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LIJTOZS,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O
LIJSTZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LIJSZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LIJSOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJZTSO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LIJZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
LIJOTZS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
LIJOSTZ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LISTZJO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISTZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LISTOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISJTZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LISJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LISJOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LISZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOZTJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZJSTO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZSJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOJTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O
LIOTJZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O
LIOTSJZ,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOTZJS,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJTSZ,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O
LIOJTZS,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O
LIOJSTZ,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZTS,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZTJS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZJTS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJTISZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJTIZSO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJTIOSZ,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O
LJTIOZS,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O
LJTSIZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJTSZIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTSZOI,O,O,O,X,O,X,O,X,O,O,X,X,X,O,O,X
LJTSOIZ,O,O,X,X,O,X,X,O,O,O,X,X,X,O,O,O
LJTSOZI,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,O
LJTZISO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJTZSIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LJTZOIS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJTZOSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJTOISZ,X,O,O,X,O,X,X,X,O,X,X,X,O,O,O,O
LJTOIZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,O,O
LJTOSIZ,X,O,O,X,O,X,X,O,O,O,X,X,O,O,O,O
LJTOSZI,X,O,O,X,O,X,O,X,O,O,X,X,X,O,O,O
LJTOZIS,O,O,O,O,O,X,O,X,O,X,X,X,O,O,O,O
LJTOZSI,X,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O
LJITSZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITZSO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITZOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LJITOZS,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,O
LJISTZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJISZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LJISOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJIZTSO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
LJIOTZS,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
LJIOSTZ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJSTZIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJSTZOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LJSTOIZ,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
LJSTOZI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
LJSITZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSITOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LJSIZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
LJSIOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSZTIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LJSZITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LJSZOIT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O
LJSOTZI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O
LJSOITZ,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJSOIZT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJSOZTI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,X,X
LJSOZIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJZTISO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJZTSIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
LJZTOIS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJZTOSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
LJZITSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LJZISTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZSTOI,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X
LJZSITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
LJZSOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZOTIS,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LJZOTSI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
LJZOITS,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZOSTI,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
LJZOSIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,O,O,X,O,X,X,X,O,X,X,O,O,O,O,O
LJOTIZS,X,X,O,X,O,X,O,X,O,X,X,O,O,O,O,O
LJOTSIZ,X,O,O,X,O,X,X,O,O,O,X,O,O,O,O,O
LJOTSZI,X,O,O,X,O,X,O,X,O,O,X,O,X,O,O,O
LJOTZIS,X,O,O,O,O,X,O,X,O,X,X,O,O,O,O,O
LJOTZSI,X,O,O,O,O,X,O,X,O,X,X,O,X,O,O,O
LJOITSZ,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O
LJOITZS,X,X,O,X,O,X,O,X,O,X,X,O,O,X,X,O
LJOISTZ,X,X,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOIZTS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X
LJOIZST,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOSTIZ,X,O,O,X,O,X,X,O,O,O,O,O,X,X,O,O
LJOSTZI,X,O,O,X,O,X,O,X,O,O,O,O,X,X,O,O
LJOSITZ,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
LJOSIZT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOSZTI,X,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X
LJOSZIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOZTIS,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,O
LJOZTSI,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,O
LJOZITS,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LJOZIST,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJOZSTI,X,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X
LJOZSIT,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LSTIZJO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTIOJZ,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTIOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTJIZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LSTJZIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSTJZOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LSTJOIZ,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
LSTJOZI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
LSTZIJO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTZJIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
LSTZOIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,O
LSTOIZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTOJIZ,O,O,O,X,O,X,X,X,O,O,O,X,X,X,O,O
LSTOJZI,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,O
LSTOZIJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTOZJI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LSITJZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
LSITZJO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSITZOJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LSITOZJ,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIJTZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LSIJZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LSIJOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIZOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LSIOTZJ,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LSIOJZT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSIOZTJ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSJTIZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LSJTZIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJTZOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
LSJTOIZ,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
LSJTOZI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
LSJITZO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJITOZ,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
LSJIZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
LSJIOZT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
