sequence,v115@FhB8HeB8HeB8AeB8AeA8BeC8Jei/IvhFGhBTiBcpBx?qBXsBlqB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Jei/IvhF3gBcpBxmBG?nBlqBzrB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Je0AJvhFxhB3kBqrBT?nBlqBOpB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFCgB+mBTiBV?qBXsB8qB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFzfBfmBlhBG?qBCsBcsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeT/IvhFxgBXiBcsBi?pBGrBlqB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Jei/IvhFTiBcpBxlBG?mBlqBXsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFGgBSnBzkB8?qBlmBXsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Je0AJvhFxhB3kBSsBl?qBOpBzrB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Jex/IvhF1mB6nBOpBX?lB8qBzrB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFukBclBTnBC?rB/rBFsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFqkBUhBTnBG?rB/qBFsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8JeZEJvhFCgB+mBVqBT?nB8qBXsB,v115@FhB8HeB8HeB8AeB8AeA8BeC8Jei/IvhFGhBcpBTnBx?qBlqBXsB
LISTZJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTZOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LISTOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LISTOZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LISJTZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LISJOZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LISZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
LISZOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LISOTJZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISOTZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LISOJZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LISOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LIZTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIZJTSO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIZJSTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LIZJOTS,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIZJOST,O,X,X,X,O,O,X,X,X,X,O,O,X,X
LIZSTJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZSJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
LIZSOTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZSOJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIZOJST,O,X,X,X,X,O,X,O,X,X,O,O,X,X
LIZOSTJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZOSJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOTSJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOTZSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
LIOJTZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOJZTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIOJZST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LIOSJZT,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X,X,X,O,X,X,O
LIOZTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIOZJST,X,X,X,X,X,O,X,O,X,X,O,O,X,X
LIOZSTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LIOZSJT,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LJTISZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJTISOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSIZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJTSIOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTSOIZ,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LJTSOZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTZIOS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTZSOI,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJTZOIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJTOSIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOZIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJITSZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJITSOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISTZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LJISOZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJIZTSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZSTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZOST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJIOZTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIOZST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJSTIZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSTIOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LJSTOZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJSITZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LJSIOZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSZTIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJSZOIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LJSOTZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSOITZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LJSOIZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSOZTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJSOZIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTSIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZTOSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZISTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZISOT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZIOTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZIOST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJZSTIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZSOTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZSOIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZOTIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZOTSI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZOITS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZOIST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJZOSTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZOSIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOTISZ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOTSIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJOTZIS,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJOITSZ,X,X,O,X,O,X,X,X,X,O,X,O,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOISTZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJOIZTS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOIZST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJOSTIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LJOSIZT,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJOSZIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOZTSI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJOZITS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJOZIST,X,X,X,X,O,O,X,X,X,X,O,O,X,X
LJOZSTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJOZSIT,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LSTIJZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTIOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTJIZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSTJIOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTJZOI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTJOIZ,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LSTJOZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSTZIJO,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LSTZIOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTZJIO,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LSTZJOI,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LSTZOIJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTZOJI,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTOIJZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTOJIZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTOJZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSTOZIJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSTOZJI,X,X,O,X,X,X,O,O,O,O,X,X,X,X
LSITJZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSITZOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LSITOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LSITOZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LSIJTZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSIJOZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSIOJZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LSJTIZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJTIOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJTZOI,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJTOIZ,X,X,O,O,O,X,X,X,O,O,X,X,X,X
LSJTOZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSJITZO,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSJIOZT,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LSJZTIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LSJZOIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSJOTIZ,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LSJOTZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJOITZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSJOIZT,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LSJOZTI,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LSJOZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,O,O,X,O,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,O,O,O,O,X,X,X,X,X
LSZTJIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LSZTJOI,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,O,O,O,O,X,X,X,X,X
LSZTOJI,X,X,O,X,X,O,O,O,O,X,X,X,X,X
LSZITJO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LSZIJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
LSZIOTJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LSZJTIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
LSZJOTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
LSZJOIT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
LSZOTIJ,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LSZOTJI,X,X,O,X,X,O,O,O,X,O,X,X,X,X
LSZOITJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LSZOJTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
LSZOJIT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LSOTIJZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSOTJIZ,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LSOTZJI,X,X,O,X,X,X,O,O,O,O,X,X,X,X
LSOITJZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSOIJZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LSOJTIZ,X,X,O,O,O,X,X,X,X,O,X,X,X,X
LSOJTZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOJITZ,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LSOJIZT,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LSOJZTI,X,X,X,X,X,O,X,O,X,O,X,X,X,X
LSOJZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LSOZTIJ,O,X,O,X,X,O,O,O,X,X,X,X,X,X
LSOZTJI,X,X,O,X,X,O,O,O,X,O,X,X,X,X
LSOZITJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LSOZJTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
LSOZJIT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LZTIJSO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTISJO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTISOJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LZTIOJS,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LZTIOSJ,X,O,O,X,X,X,O,X,O,X,X,X,X,O
LZTJISO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LZTJIOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LZTJSIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LZTJSOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTJOIS,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LZTJOSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTSJIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LZTSJOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTSOIJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTSOJI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTOIJS,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LZTOISJ,X,O,O,X,X,X,O,X,O,X,X,X,X,O
LZTOJIS,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LZTOJSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTOSIJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X
LZTOSJI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LZITSJO,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LZITOSJ,X,O,X,X,X,X,O,X,O,X,X,X,X,O
LZIJTSO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LZIJSTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LZIJSOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LZIJOTS,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LZIJOST,O,X,X,X,O,O,X,X,X,X,O,O,X,X
LZISTJO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LZISJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
LZISOTJ,O,X,X,X,X,O,O,O,X,X,X,X,X,O
LZISOJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
LZIOTJS,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LZIOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LZIOJTS,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LZIOJST,O,O,X,X,X,O,X,O,X,X,O,O,X,X
LZIOSTJ,O,O,X,X,X,O,X,O,X,X,X,X,X,O
LZIOSJT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
LZJTISO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LZJTIOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LZJTSIO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LZJTSOI,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LZJTOIS,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LZJTOSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJITOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LZJISTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
