sequence,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhF3iB5oB?UmBTsBurByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFliB5oB?3mBTsByvBGrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhF3iB5oB?WsBVwBaqBUsB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhFzhB5oB?UmBXsBusByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeGBJvhFliB5oB?/sB0rBaqBzqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFzhB5oB?KrBFsBusB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhFzhB5oB?KrBFsBusBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhF1mB5oB?+sBinBTrBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhF1mB5oB?+sBinBTrB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhFUiB5oB?WsBVwBaqB3sB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeKGJvhFzhB5oB?XsBusB0qBFqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeyFJvhF5oBUnB?XrBusBFqBzrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeWGJvhF5oBTnB?0rBaqBXrBlsB
JZLITOS,X,X,X,X,X,O,X,X,X,X,X,X,X
JZLISTO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLISOT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLSTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLSIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,X,O,X,X,X,O
JZLOIST,X,X,X,X,X,X,X,X,X,X,X,X,O
JZLOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSTIOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSTLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSITOL,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSILTO,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSILOT,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
JZSIOLT,X,X,X,O,O,X,X,X,X,X,X,X,O
JZSLTIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,O,O,X,X,O,O,X,X,X,X
JZSOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,O,O,X,X,O,O,X,X,X,X
JZSOILT,X,X,X,O,O,X,X,X,X,X,X,X,O
JZSOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZOTISL,O,O,X,X,X,X,X,O,O,X,X,X,X
JZOTLIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,O,O,X,X,X,X
JZOTSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZOITSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JZOILTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JZOILST,O,X,X,X,X,X,X,X,X,X,X,X,O
JZOISTL,O,O,X,X,O,X,X,O,O,X,X,X,X
JZOISLT,O,O,X,X,O,X,X,X,X,X,X,X,O
JZOLTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JZOLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,X,X,X,X,X,O,X,X,X,O
JZOLIST,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,O,O,X,X,X,X
JZOSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,O,X,X,O,O,X,X,X,X
JZOSILT,O,O,X,X,O,X,X,X,X,X,X,X,O
JZOSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,O,X,X,X,X,O,X,O,X,X,X
JOTILZS,X,X,O,X,X,X,X,X,O,O,X,X,X
JOTISLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
JOTISZL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,O,O,X,X,X
JOTIZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTLISZ,X,X,O,X,X,X,X,O,X,O,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,O,O,X,X,X
JOTLSIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,X,X,X,O,O,X,X,X
JOTLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,X,O,O,X,X,X,X,O,X,O,X,X,X
JOTSIZL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTSLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,X,X,X,O,O,X,X,X
JOTZISL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTZLIS,X,X,X,X,X,X,X,X,O,O,X,X,X
JOTZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,O,X,O,X,X,X
JOITLZS,X,X,O,X,X,X,X,X,O,O,X,X,X
JOITSLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
JOITSZL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,O,O,X,X,X
JOITZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
JOILTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOISLTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOIZTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOIZLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOIZLST,O,X,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLTISZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSILTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSLIZT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOZTISL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOZITSL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZLIST,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,O,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X,X,O
JOZSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
STILJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
STILZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
STILZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
STILOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
STIJLZO,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJLOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,X,O,O,O,X,X,X,X,O,X,X,X
STIJZOL,X,X,O,O,O,X,X,X,X,O,X,X,X
STIJOLZ,X,X,O,X,X,X,X,O,X,O,X,X,X
STIJOZL,O,X,O,X,X,X,X,O,X,O,X,X,X
STIZLJO,X,X,X,O,O,X,X,X,X,X,X,O,X
STIZLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
STIZJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
STIOLJZ,X,O,O,X,X,O,O,O,X,X,O,X,X
STIOLZJ,O,O,X,X,X,O,O,X,X,X,O,X,X
STIOJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
STIOJZL,O,O,O,X,X,X,X,O,X,O,X,X,X
STIOZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,O,O,X,X,O,X,X,X,X,X
STLIJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
STLIJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
STLIZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
STLIZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
STLIOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
STLIOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
STLJIZO,X,X,O,X,X,X,O,X,X,X,X,X,X
STLJIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,O,O,O,X,X,X,X,O,X
STLZIOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
STLZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,O,O,X,X,X,X,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
STLOIZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
STLOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,O,O,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,X,X,X,X,O,X,X,X
STJILOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
STJIZLO,X,X,O,O,O,X,X,X,X,O,X,X,X
STJIZOL,X,X,O,O,O,X,X,X,X,O,X,X,X
STJIOLZ,X,X,O,X,X,X,X,O,X,O,X,X,X
STJIOZL,O,X,O,X,X,X,X,O,X,O,X,X,X
STJLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,O,O,O,X,X,X,X,O,X,X,X
STJZIOL,X,X,O,O,O,X,X,X,X,O,X,X,X
STJZLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,O,O,X,X,X,X,O,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,X,O,X,O,X,X,X
STJOIZL,O,X,O,X,X,X,X,O,X,O,X,X,X
STJOLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,X,O,X,O,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,X,O,O,X,X,X,X,X,X,O,X
STZILOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
STZIJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
STZIJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
STZLIJO,X,X,X,O,O,X,X,X,X,X,X,O,X
STZLIOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
STZLJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJLIO,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,O,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,X,X,X,X,X
STZOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,O,O,X,X,O,O,O,X,X,O,X,X
STOILZJ,O,O,X,X,X,O,O,X,X,X,O,X,X
STOIJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
STOIJZL,O,O,O,X,X,X,X,O,X,O,X,X,X
STOIZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,O,X,X,X,X,X
STOLIJZ,X,O,O,X,X,O,O,O,X,X,O,X,X
STOLIZJ,O,O,X,X,X,O,O,X,X,X,O,X,X
STOLJIZ,X,X,O,X,X,X,O,O,X,X,X,X,X
STOLJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,O,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,O,X,X,X,X,O,X,O,X,X,X
STOJIZL,O,O,O,X,X,X,X,O,X,O,X,X,X
STOJLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STOJLZI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,X,O,X,O,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,O,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,O,O,X,X,O,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,X,X,O,X,X,X,X,X
STOZJLI,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
SITLJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
SITLZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
SITLZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
SITLOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
SITLOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
SITJLZO,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJLOZ,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,X,O,O,O,X,X,X,X,O,X,X,X
SITJZOL,X,X,O,O,O,X,X,X,X,O,X,X,X
SITJOLZ,X,X,O,X,X,X,X,O,X,O,X,X,X
SITJOZL,O,X,O,X,X,X,X,O,X,O,X,X,X
SITZLJO,X,X,X,O,O,X,X,X,X,X,X,O,X
SITZLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
SITZJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
SITOLJZ,X,O,O,X,X,O,O,O,X,X,O,X,X
SITOLZJ,O,O,X,X,X,O,O,X,X,X,O,X,X
SITOJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
SITOJZL,O,O,O,X,X,X,X,O,X,O,X,X,X
SITOZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,O,O,X,X,O,X,X,X,X,X
SILTJZO,X,X,O,X,X,O,O,X,X,X,O,X,X
SILTJOZ,X,X,O,X,X,O,O,X,X,X,O,X,X
SILTZJO,X,X,X,O,O,O,O,X,X,X,O,O,X
SILTZOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
SILTOJZ,X,X,O,X,X,O,O,X,X,X,O,X,X
SILTOZJ,O,X,X,X,X,O,O,X,X,X,O,X,X
SILJTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
SILJOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
SILZTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
SILZJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
SILZJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
SILZOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
SILZOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
SILOTJZ,X,X,X,X,X,X,O,O,X,X,O,X,X
SILOTZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
SILOJTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X,O,O,X
SIJTLZO,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,O,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLZTO,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJLOTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIJZTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIJZLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
SIJZOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
SIJZOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
SIJOTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,O,O,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIZTLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
SIZTJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
SIZLTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
SIZLTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
SIZLJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
SIZLJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
SIZLOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
SIZLOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
SIZJTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIZJTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
SIZJLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
SIZJOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
