sequence,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgBzhB+nB6?oBllB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Jex/IvhF8lB+mB6oBl?kBTnBXsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBz?lBurBcsB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFRgB+nB6oB0?lBlmBzrB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFFgBxhB6oBW?rBTnB0rB,v115@PhA8AeA8AeA8EeA8AeE8BeC8Je/EJvhFUgBRhB+nB6?oBVrBzrB
ZJOITSL,O,O,O,X,X,X
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,X,O,X,O,X
ZJOISTL,O,X,O,X,O,X
ZJOISLT,O,X,O,X,O,X
ZJOLTIS,O,O,O,X,X,X
ZJOLTSI,O,O,O,O,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,X,O,X,O,X
ZJOLSTI,O,O,O,O,O,X
ZJOLSIT,O,X,O,O,O,X
ZJOSTIL,O,O,O,O,O,X
ZJOSTLI,O,O,O,O,O,X
ZJOSITL,O,X,O,O,O,X
ZJOSILT,O,X,O,O,O,X
ZJOSLTI,O,O,O,O,O,X
ZJOSLIT,O,X,O,O,O,X
ZSTILJO,O,O,O,O,X,O
ZSTILOJ,O,O,O,X,X,O
ZSTIJLO,O,O,O,O,X,O
ZSTIJOL,O,O,O,O,X,O
ZSTIOLJ,O,O,O,X,X,O
ZSTIOJL,O,O,O,O,X,O
ZSTLIJO,O,O,O,O,X,O
ZSTLIOJ,O,O,O,X,X,O
ZSTLJIO,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,O,X,O,O
ZSTLOJI,O,O,O,X,O,O
ZSTJILO,O,O,O,O,X,O
ZSTJIOL,O,O,O,O,X,O
ZSTJLIO,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,O
ZSTJOIL,O,O,O,O,O,O
ZSTJOLI,O,O,O,O,O,O
ZSTOILJ,O,O,O,X,O,O
ZSTOIJL,O,O,O,O,X,O
ZSTOLIJ,O,O,O,X,O,O
ZSTOLJI,O,O,O,X,O,O
ZSTOJIL,O,O,O,O,O,O
ZSTOJLI,O,O,O,O,O,O
ZSITLJO,O,X,O,O,X,O
ZSITLOJ,O,X,O,X,X,O
ZSITJLO,O,X,O,O,X,O
ZSITJOL,O,X,O,O,X,O
ZSITOLJ,O,X,O,X,X,O
ZSITOJL,O,X,O,O,X,O
ZSILTJO,O,X,O,O,X,O
ZSILTOJ,O,X,O,X,X,O
ZSILJTO,O,X,O,O,X,O
ZSILJOT,O,X,O,O,X,O
ZSILOTJ,X,X,O,X,X,X
ZSILOJT,O,X,O,O,X,O
ZSIJTLO,O,X,O,O,X,O
ZSIJTOL,O,X,O,O,X,O
ZSIJLTO,O,X,O,O,X,O
ZSIJLOT,O,X,O,O,X,O
ZSIJOTL,O,X,O,O,X,X
ZSIJOLT,O,X,O,O,X,O
ZSIOTLJ,O,X,O,X,X,X
ZSIOTJL,O,X,O,O,X,X
ZSIOLTJ,X,X,O,X,X,X
ZSIOLJT,O,X,O,O,X,O
ZSIOJTL,O,X,O,O,X,X
ZSIOJLT,O,X,O,O,X,O
ZSLTIJO,O,O,O,O,X,O
ZSLTIOJ,O,O,O,X,X,O
ZSLTJIO,O,O,O,O,X,O
ZSLTJOI,O,O,O,O,O,O
ZSLTOIJ,O,O,O,X,O,O
ZSLTOJI,O,O,O,X,O,O
ZSLITJO,O,X,O,O,X,O
ZSLITOJ,O,X,O,X,X,O
ZSLIJTO,O,X,O,O,X,O
ZSLIJOT,O,X,O,O,X,O
ZSLIOTJ,X,X,O,X,X,X
ZSLIOJT,O,X,O,O,X,O
ZSLJTIO,O,O,O,O,X,O
ZSLJTOI,O,O,O,O,O,O
ZSLJITO,O,X,O,O,X,O
ZSLJIOT,O,X,O,O,X,O
ZSLJOTI,O,O,O,O,O,O
ZSLJOIT,O,X,O,O,O,O
ZSLOTIJ,O,O,O,X,O,O
ZSLOTJI,O,O,O,X,O,O
ZSLOITJ,X,X,O,X,O,X
ZSLOIJT,O,X,O,O,O,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,X,O,O,O,O
ZSJTILO,O,O,O,O,X,O
ZSJTIOL,O,O,O,O,X,O
ZSJTLIO,O,O,O,O,X,O
ZSJTLOI,O,O,O,O,O,O
ZSJTOIL,O,O,O,O,O,O
ZSJTOLI,O,O,O,O,O,O
ZSJITLO,O,X,O,O,X,O
ZSJITOL,O,X,O,O,X,O
ZSJILTO,O,X,O,O,X,O
ZSJILOT,O,X,O,O,X,O
ZSJIOTL,O,X,O,O,X,X
ZSJIOLT,O,X,O,O,X,O
ZSJLTIO,O,O,O,O,X,O
ZSJLTOI,O,O,O,O,O,O
ZSJLITO,O,X,O,O,X,O
ZSJLIOT,O,X,O,O,X,O
ZSJLOTI,O,O,O,O,O,O
ZSJLOIT,O,X,O,O,O,O
ZSJOTIL,O,O,O,O,O,O
ZSJOTLI,O,O,O,O,O,O
ZSJOITL,O,X,O,O,O,X
ZSJOILT,O,X,O,O,O,O
ZSJOLTI,O,O,O,O,O,O
ZSJOLIT,O,X,O,O,O,O
ZSOTILJ,O,O,O,X,O,O
ZSOTIJL,O,O,O,O,X,O
ZSOTLIJ,O,O,O,X,O,O
ZSOTLJI,O,O,O,X,O,O
ZSOTJIL,O,O,O,O,O,O
ZSOTJLI,O,O,O,O,O,O
ZSOITLJ,O,X,O,X,O,X
ZSOITJL,O,X,O,O,X,X
ZSOILTJ,X,X,O,X,O,X
ZSOILJT,O,X,O,O,O,O
ZSOIJTL,O,X,O,O,O,X
ZSOIJLT,O,X,O,O,O,O
ZSOLTIJ,O,O,O,X,O,O
ZSOLTJI,O,O,O,X,O,O
ZSOLITJ,X,X,O,X,O,X
ZSOLIJT,O,X,O,O,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,X,O,O,O,O
ZSOJTIL,O,O,O,O,O,O
ZSOJTLI,O,O,O,O,O,O
ZSOJITL,O,X,O,O,O,X
ZSOJILT,O,X,O,O,O,O
ZSOJLTI,O,O,O,O,O,O
ZSOJLIT,O,X,O,O,O,O
ZOTILJS,X,O,X,X,X,X
ZOTILSJ,X,O,O,X,X,X
ZOTIJLS,O,O,X,X,X,X
ZOTIJSL,O,O,X,X,X,X
ZOTISLJ,O,O,O,X,X,X
ZOTISJL,O,O,O,X,X,X
ZOTLIJS,X,O,X,X,X,X
ZOTLISJ,X,O,O,X,X,X
ZOTLJIS,O,O,O,X,X,X
ZOTLJSI,O,O,O,X,X,X
ZOTLSIJ,O,O,O,X,X,X
ZOTLSJI,O,O,O,X,X,X
ZOTJILS,O,O,O,X,X,X
ZOTJISL,O,O,O,X,X,X
ZOTJLIS,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,O,O,O,X,X
ZOTJSLI,O,O,O,O,X,X
ZOTSILJ,O,O,O,X,X,X
ZOTSIJL,O,O,O,O,X,X
ZOTSLIJ,O,O,O,X,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,X,O,X,X,X,X
ZOITLSJ,X,O,O,X,X,X
ZOITJLS,O,O,X,X,X,X
ZOITJSL,O,O,X,X,X,X
ZOITSLJ,O,O,O,X,X,X
ZOITSJL,O,O,O,X,X,X
ZOILTJS,X,O,X,X,X,X
ZOILTSJ,X,O,O,X,X,X
ZOILJTS,X,O,O,X,X,X
ZOILJST,X,X,O,X,O,X
ZOILSTJ,X,X,O,X,O,X
ZOILSJT,X,X,O,X,O,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,X,X
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,X,O,X,O,X
ZOIJSTL,O,X,O,X,O,X
ZOIJSLT,O,X,O,X,O,X
ZOISTLJ,O,X,O,X,O,X
ZOISTJL,O,X,O,X,X,X
ZOISLTJ,X,X,O,X,O,X
ZOISLJT,O,X,O,X,O,X
ZOISJTL,O,X,O,X,O,X
ZOISJLT,O,X,O,X,O,X
ZOLTIJS,X,O,X,X,X,X
ZOLTISJ,X,O,O,X,X,X
ZOLTJIS,O,O,O,X,X,X
ZOLTJSI,O,O,O,X,X,X
ZOLTSIJ,O,O,O,X,X,X
ZOLTSJI,O,O,O,X,X,X
ZOLITJS,X,O,X,X,X,X
ZOLITSJ,X,O,O,X,X,X
ZOLIJTS,X,O,O,X,X,X
ZOLIJST,X,X,O,X,O,X
ZOLISTJ,X,X,O,X,O,X
ZOLISJT,X,X,O,X,O,X
ZOLJTIS,O,O,O,X,X,X
ZOLJTSI,O,O,O,O,X,X
ZOLJITS,O,O,O,X,X,X
ZOLJIST,O,X,O,X,O,X
ZOLJSTI,O,O,O,O,O,X
ZOLJSIT,O,X,O,O,O,X
ZOLSTIJ,O,O,O,X,O,X
ZOLSTJI,O,O,O,X,O,X
ZOLSITJ,X,X,O,X,O,X
ZOLSIJT,O,X,O,O,O,X
ZOLSJTI,O,O,O,O,O,X
ZOLSJIT,O,X,O,O,O,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,O,O,X,X,X
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,X,X
ZOJTSIL,O,O,O,O,X,X
ZOJTSLI,O,O,O,O,X,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,O,O,X,X,X
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,X,O,X,O,X
ZOJISTL,O,X,O,X,O,X
ZOJISLT,O,X,O,X,O,X
ZOJLTIS,O,O,O,X,X,X
ZOJLTSI,O,O,O,O,X,X
ZOJLITS,O,O,O,X,X,X
ZOJLIST,O,X,O,X,O,X
ZOJLSTI,O,O,O,O,O,X
ZOJLSIT,O,X,O,O,O,X
ZOJSTIL,O,O,O,O,O,X
ZOJSTLI,O,O,O,O,O,X
ZOJSITL,O,X,O,O,O,X
ZOJSILT,O,X,O,O,O,X
ZOJSLTI,O,O,O,O,O,X
ZOJSLIT,O,X,O,O,O,X
ZOSTILJ,O,O,O,X,O,X
ZOSTIJL,O,O,O,O,X,X
ZOSTLIJ,O,O,O,X,O,X
ZOSTLJI,O,O,O,X,O,X
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,X
ZOSITLJ,O,X,O,X,O,X
ZOSITJL,O,X,O,O,X,X
ZOSILTJ,X,X,O,X,O,X
ZOSILJT,O,X,O,O,O,X
ZOSIJTL,O,X,O,O,O,X
ZOSIJLT,O,X,O,O,O,X
ZOSLTIJ,O,O,O,X,O,X
ZOSLTJI,O,O,O,X,O,X
ZOSLITJ,X,X,O,X,O,X
ZOSLIJT,O,X,O,O,O,X
ZOSLJTI,O,O,O,O,O,X
ZOSLJIT,O,X,O,O,O,X
ZOSJTIL,O,O,O,O,O,X
ZOSJTLI,O,O,O,O,O,X
ZOSJITL,O,X,O,O,O,X
ZOSJILT,O,X,O,O,O,X
ZOSJLTI,O,O,O,O,O,X
ZOSJLIT,O,X,O,O,O,X
OTILJSZ,X,X,X,X,O,O
OTILJZS,X,O,X,X,X,X
OTILSJZ,X,X,O,X,O,O
OTILSZJ,X,O,O,X,O,O
OTILZJS,X,O,X,X,X,X
OTILZSJ,X,O,X,X,X,X
OTIJLSZ,X,X,X,X,O,O
OTIJLZS,X,O,X,X,X,X
OTIJSLZ,X,X,X,X,O,O
OTIJSZL,X,X,X,X,O,O
OTIJZLS,X,O,X,X,X,X
OTIJZSL,X,O,X,X,X,X
OTISLJZ,X,X,O,X,O,O
OTISLZJ,X,O,O,X,O,O
OTISJLZ,X,X,O,X,O,O
OTISJZL,X,X,X,X,O,O
OTISZLJ,X,O,O,X,O,O
OTISZJL,X,O,X,X,X,O
OTIZLJS,X,O,X,X,X,X
OTIZLSJ,X,O,X,X,X,X
OTIZJLS,X,O,X,X,X,X
OTIZJSL,X,O,X,X,X,X
OTIZSLJ,X,O,X,X,X,X
OTIZSJL,X,O,X,X,X,X
OTLIJSZ,X,X,X,X,O,O
OTLIJZS,X,O,X,X,X,X
OTLISJZ,X,X,O,X,O,O
OTLISZJ,X,O,O,X,O,O
OTLIZJS,X,O,X,X,X,X
OTLIZSJ,X,O,X,X,X,X
OTLJISZ,O,X,X,X,O,O
OTLJIZS,X,O,X,X,X,X
OTLJSIZ,O,X,X,X,O,O
OTLJSZI,O,O,X,X,O,O
OTLJZIS,O,O,X,X,X,X
OTLJZSI,O,O,X,X,X,X
OTLSIJZ,O,X,O,X,O,O
OTLSIZJ,O,O,O,X,O,O
OTLSJIZ,O,X,O,X,O,O
OTLSJZI,O,O,O,X,O,O
OTLSZIJ,O,O,O,X,O,O
OTLSZJI,O,O,O,X,O,O
OTLZIJS,X,O,X,X,X,X
OTLZISJ,X,O,O,X,X,X
OTLZJIS,O,O,O,X,X,X
OTLZJSI,O,O,O,X,X,X
OTLZSIJ,O,O,O,X,X,X
OTLZSJI,O,O,O,X,X,X
OTJILSZ,O,X,X,X,O,O
OTJILZS,X,O,X,X,X,X
OTJISLZ,O,X,X,X,O,O
OTJISZL,O,X,X,X,O,O
OTJIZLS,X,O,X,X,X,X
OTJIZSL,X,O,X,X,X,X
OTJLISZ,O,X,X,X,O,O
OTJLIZS,X,O,X,X,X,X
OTJLSIZ,O,X,X,X,O,O
OTJLSZI,O,O,X,X,O,O
OTJLZIS,O,O,X,X,X,X
OTJLZSI,O,O,X,X,X,X
OTJSILZ,O,X,X,X,O,O
OTJSIZL,O,X,X,X,O,O
OTJSLIZ,O,X,X,X,O,O
OTJSLZI,O,O,X,X,O,O
OTJSZIL,O,O,X,X,O,O
OTJSZLI,O,O,X,X,O,O
OTJZILS,O,O,X,X,X,X
OTJZISL,O,O,X,X,X,X
OTJZLIS,O,O,X,X,X,X
OTJZLSI,O,O,X,X,X,X
OTJZSIL,O,O,X,X,X,X
OTJZSLI,O,O,X,X,X,X
OTSILJZ,O,X,O,X,O,O
OTSILZJ,O,O,O,X,O,O
OTSIJLZ,O,X,O,X,O,O
OTSIJZL,O,X,X,X,O,O
OTSIZLJ,O,O,O,X,O,O
OTSIZJL,O,O,O,X,X,O
OTSLIJZ,O,X,O,X,O,O
OTSLIZJ,O,O,O,X,O,O
OTSLJIZ,O,X,O,X,O,O
OTSLJZI,O,O,O,X,O,O
OTSLZIJ,O,O,O,X,O,O
OTSLZJI,O,O,O,X,O,O
OTSJILZ,O,X,O,X,O,O
OTSJIZL,O,X,X,X,O,O
OTSJLIZ,O,X,O,X,O,O
OTSJLZI,O,O,O,X,O,O
OTSJZIL,O,O,O,X,O,O
OTSJZLI,O,O,O,X,O,O
OTSZILJ,O,O,O,X,O,O
OTSZIJL,O,O,O,X,X,O
OTSZLIJ,O,O,O,X,O,O
OTSZLJI,O,O,O,X,O,O
OTSZJIL,O,O,O,X,O,O
OTSZJLI,O,O,O,X,O,O
OTZILJS,X,O,X,X,X,X
OTZILSJ,X,O,O,X,X,X
OTZIJLS,O,O,X,X,X,X
OTZIJSL,O,O,X,X,X,X
OTZISLJ,O,O,O,X,X,X
OTZISJL,O,O,O,X,X,X
OTZLIJS,X,O,X,X,X,X
OTZLISJ,X,O,O,X,X,X
OTZLJIS,O,O,O,X,X,X
OTZLJSI,O,O,O,X,X,X
OTZLSIJ,O,O,O,X,X,X
OTZLSJI,O,O,O,X,X,X
OTZJILS,O,O,O,X,X,X
OTZJISL,O,O,O,X,X,X
OTZJLIS,O,O,O,X,X,X
OTZJLSI,O,O,O,X,X,X
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,O,X,X,X
OTZSILJ,O,O,O,X,X,X
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,X,X,X,X,O,X
OITLJZS,X,O,X,X,X,X
OITLSJZ,X,X,O,X,O,X
OITLSZJ,X,O,O,X,O,X
OITLZJS,X,O,X,X,X,X
OITLZSJ,X,O,X,X,X,X
OITJLSZ,X,X,X,X,O,X
OITJLZS,X,O,X,X,X,X
OITJSLZ,X,X,X,X,O,X
OITJSZL,X,X,X,X,O,X
OITJZLS,X,O,X,X,X,X
OITJZSL,X,O,X,X,X,X
OITSLJZ,X,X,O,X,O,X
OITSLZJ,X,O,O,X,O,X
OITSJLZ,X,X,O,X,O,X
OITSJZL,X,X,X,X,O,X
OITSZLJ,X,O,O,X,O,X
OITSZJL,X,O,X,X,X,X
OITZLJS,X,O,X,X,X,X
OITZLSJ,X,O,X,X,X,X
OITZJLS,X,O,X,X,X,X
OITZJSL,X,O,X,X,X,X
OITZSLJ,X,O,X,X,X,X
OITZSJL,X,O,X,X,X,X
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,O,X,X,X,X
OILTSJZ,X,X,O,X,O,X
OILTSZJ,X,O,O,X,O,X
OILTZJS,X,O,X,X,X,X
OILTZSJ,X,O,X,X,X,X
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,O,X,X,X,X
OILJSTZ,X,X,O,X,O,X
OILJSZT,X,X,X,X,O,X
OILJZTS,X,O,X,X,X,X
OILJZST,X,X,X,X,O,X
OILSTJZ,X,X,O,X,O,X
OILSTZJ,X,X,O,X,O,X
OILSJTZ,X,X,O,X,O,X
OILSJZT,X,X,X,X,O,X
OILSZTJ,X,X,O,X,O,X
OILSZJT,X,X,O,X,O,X
OILZTJS,X,O,X,X,X,X
OILZTSJ,X,O,O,X,X,X
OILZJTS,X,O,O,X,X,X
OILZJST,X,X,O,X,O,X
OILZSTJ,X,X,O,X,O,X
OILZSJT,X,X,O,X,O,X
OIJTLSZ,X,X,X,X,O,X
OIJTLZS,X,O,X,X,X,X
OIJTSLZ,X,X,X,X,O,X
OIJTSZL,X,X,X,X,O,X
OIJTZLS,X,O,X,X,X,X
OIJTZSL,X,O,X,X,X,X
OIJLTSZ,X,X,X,X,O,X
OIJLTZS,X,O,X,X,X,X
OIJLSTZ,X,X,O,X,O,X
OIJLSZT,X,X,X,X,O,X
OIJLZTS,X,O,X,X,X,X
OIJLZST,X,X,X,X,O,X
OIJSTLZ,X,X,O,X,O,X
OIJSTZL,X,X,X,X,O,X
OIJSLTZ,X,X,O,X,O,X
OIJSLZT,X,X,X,X,O,X
OIJSZTL,X,X,X,X,O,X
OIJSZLT,X,X,X,X,O,X
OIJZTLS,X,O,X,X,X,X
OIJZTSL,X,O,X,X,X,X
OIJZLTS,X,O,X,X,X,X
OIJZLST,X,X,X,X,O,X
OIJZSTL,X,X,X,X,O,X
OIJZSLT,X,X,X,X,O,X
OISTLJZ,X,X,O,X,O,X
OISTLZJ,X,X,O,X,O,X
OISTJLZ,X,X,O,X,O,X
OISTJZL,X,X,X,X,O,X
OISTZLJ,X,X,O,X,O,X
OISTZJL,X,X,O,X,X,X
OISLTJZ,X,X,O,X,O,X
OISLTZJ,X,X,O,X,O,X
OISLJTZ,X,X,O,X,O,X
OISLJZT,X,X,X,X,O,X
OISLZTJ,X,X,O,X,O,X
OISLZJT,X,X,O,X,O,X
OISJTLZ,X,X,O,X,O,X
OISJTZL,X,X,X,X,O,X
OISJLTZ,X,X,O,X,O,X
OISJLZT,X,X,X,X,O,X
OISJZTL,X,X,X,X,O,X
OISJZLT,X,X,X,X,O,X
OISZTLJ,X,X,O,X,O,X
OISZTJL,X,X,O,X,X,X
OISZLTJ,X,X,O,X,O,X
OISZLJT,X,X,O,X,O,X
OISZJTL,X,X,O,X,O,X
OISZJLT,X,X,O,X,O,X
OIZTLJS,X,O,X,X,X,X
OIZTLSJ,X,O,O,X,X,X
OIZTJLS,X,O,X,X,X,X
OIZTJSL,X,O,X,X,X,X
OIZTSLJ,X,O,O,X,X,X
OIZTSJL,X,O,O,X,X,X
OIZLTJS,X,O,X,X,X,X
OIZLTSJ,X,O,O,X,X,X
OIZLJTS,X,O,O,X,X,X
OIZLJST,X,X,O,X,O,X
OIZLSTJ,X,X,O,X,O,X
OIZLSJT,X,X,O,X,O,X
OIZJTLS,X,O,O,X,X,X
OIZJTSL,X,O,O,X,X,X
OIZJLTS,X,O,O,X,X,X
OIZJLST,X,X,O,X,O,X
OIZJSTL,X,X,O,X,O,X
OIZJSLT,X,X,O,X,O,X
OIZSTLJ,X,X,O,X,O,X
OIZSTJL,X,X,O,X,X,X
OIZSLTJ,X,X,O,X,O,X
OIZSLJT,X,X,O,X,O,X
OIZSJTL,X,X,O,X,O,X
OIZSJLT,X,X,O,X,O,X
OLTIJSZ,X,X,X,X,O,O
OLTIJZS,X,O,X,X,X,X
OLTISJZ,X,X,O,X,O,O
OLTISZJ,X,O,O,X,O,O
OLTIZJS,X,O,X,X,X,X
OLTIZSJ,X,O,X,X,X,X
OLTJISZ,O,X,X,X,O,O
OLTJIZS,X,O,X,X,X,X
OLTJSIZ,O,X,X,X,O,O
OLTJSZI,O,O,X,X,O,O
OLTJZIS,O,O,X,X,X,X
OLTJZSI,O,O,X,X,X,X
OLTSIJZ,O,X,O,X,O,O
OLTSIZJ,O,O,O,X,O,O
OLTSJIZ,O,X,O,X,O,O
OLTSJZI,O,O,O,X,O,O
OLTSZIJ,O,O,O,X,O,O
OLTSZJI,O,O,O,X,O,O
OLTZIJS,X,O,X,X,X,X
OLTZISJ,X,O,O,X,X,X
OLTZJIS,O,O,O,X,X,X
OLTZJSI,O,O,O,X,X,X
OLTZSIJ,O,O,O,X,X,X
OLTZSJI,O,O,O,X,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,O,X,X,X,X
OLITSJZ,X,X,O,X,O,X
OLITSZJ,X,O,O,X,O,X
OLITZJS,X,O,X,X,X,X
OLITZSJ,X,O,X,X,X,X
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,O,X,X,X,X
OLIJSTZ,X,X,O,X,O,X
OLIJSZT,X,X,X,X,O,X
OLIJZTS,X,O,X,X,X,X
OLIJZST,X,X,X,X,O,X
OLISTJZ,X,X,O,X,O,X
OLISTZJ,X,X,O,X,O,X
OLISJTZ,X,X,O,X,O,X
OLISJZT,X,X,X,X,O,X
OLISZTJ,X,X,O,X,O,X
OLISZJT,X,X,O,X,O,X
OLIZTJS,X,O,X,X,X,X
OLIZTSJ,X,O,O,X,X,X
OLIZJTS,X,O,O,X,X,X
OLIZJST,X,X,O,X,O,X
OLIZSTJ,X,X,O,X,O,X
OLIZSJT,X,X,O,X,O,X
OLJTISZ,O,X,X,X,O,O
OLJTIZS,X,O,X,X,X,X
OLJTSIZ,O,X,X,X,O,O
OLJTSZI,O,O,X,O,O,O
OLJTZIS,O,O,X,X,X,X
OLJTZSI,O,O,X,O,X,X
OLJITSZ,O,X,X,X,O,X
OLJITZS,X,O,X,X,X,X
OLJISTZ,O,X,O,X,O,X
OLJISZT,O,X,X,X,O,X
OLJIZTS,X,O,X,X,X,X
OLJIZST,X,X,X,X,O,X
OLJSTIZ,O,X,O,X,O,O
OLJSTZI,O,O,O,O,O,O
OLJSITZ,O,X,O,X,O,X
OLJSIZT,O,X,X,O,O,X
OLJSZTI,O,O,O,O,O,O
OLJSZIT,O,X,O,O,O,O
OLJZTIS,O,O,O,X,X,X
OLJZTSI,O,O,O,O,X,X
OLJZITS,O,O,O,X,X,X
OLJZIST,O,X,O,X,O,X
OLJZSTI,O,O,O,O,O,X
OLJZSIT,O,X,O,O,O,X
OLSTIJZ,O,X,O,X,O,O
OLSTIZJ,O,O,O,X,O,O
OLSTJIZ,O,X,O,X,O,O
OLSTJZI,O,O,O,X,O,O
OLSTZIJ,O,O,O,X,O,O
OLSTZJI,O,O,O,X,O,O
OLSITJZ,O,X,O,X,O,X
OLSITZJ,O,X,O,X,O,X
OLSIJTZ,O,X,O,X,O,X
OLSIJZT,O,X,X,O,O,X
OLSIZTJ,X,X,O,X,O,X
OLSIZJT,O,X,O,O,O,X
OLSJTIZ,O,X,O,X,O,O
OLSJTZI,O,O,O,O,O,O
OLSJITZ,O,X,O,X,O,X
OLSJIZT,O,X,X,O,O,X
OLSJZTI,O,O,O,O,O,O
OLSJZIT,O,X,O,O,O,O
OLSZTIJ,O,O,O,X,O,O
OLSZTJI,O,O,O,X,O,O
OLSZITJ,X,X,O,X,O,X
OLSZIJT,O,X,O,O,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,X,O,O,O,O
OLZTIJS,X,O,X,X,X,X
OLZTISJ,X,O,O,X,X,X
OLZTJIS,O,O,O,X,X,X
OLZTJSI,O,O,O,X,X,X
OLZTSIJ,O,O,O,X,X,X
OLZTSJI,O,O,O,X,X,X
OLZITJS,X,O,X,X,X,X
OLZITSJ,X,O,O,X,X,X
OLZIJTS,X,O,O,X,X,X
OLZIJST,X,X,O,X,O,X
OLZISTJ,X,X,O,X,O,X
OLZISJT,X,X,O,X,O,X
OLZJTIS,O,O,O,X,X,X
OLZJTSI,O,O,O,O,X,X
OLZJITS,O,O,O,X,X,X
OLZJIST,O,X,O,X,O,X
OLZJSTI,O,O,O,O,O,X
OLZJSIT,O,X,O,O,O,X
OLZSTIJ,O,O,O,X,O,X
OLZSTJI,O,O,O,X,O,X
OLZSITJ,X,X,O,X,O,X
OLZSIJT,O,X,O,O,O,X
OLZSJTI,O,O,O,O,O,X
OLZSJIT,O,X,O,O,O,X
OJTILSZ,O,X,X,X,O,O
OJTILZS,X,O,X,X,X,X
OJTISLZ,O,X,X,X,O,O
OJTISZL,O,X,X,X,O,O
OJTIZLS,X,O,X,X,X,X
OJTIZSL,X,O,X,X,X,X
OJTLISZ,O,X,X,X,O,O
OJTLIZS,X,O,X,X,X,X
OJTLSIZ,O,X,X,X,O,O
OJTLSZI,O,O,X,O,O,O
OJTLZIS,O,O,X,X,X,X
OJTLZSI,O,O,X,O,X,X
OJTSILZ,O,X,X,X,O,O
OJTSIZL,O,X,X,X,O,O
OJTSLIZ,O,X,X,X,O,O
OJTSLZI,O,O,X,O,O,O
OJTSZIL,O,O,X,O,O,O
OJTSZLI,O,O,X,O,O,O
OJTZILS,O,O,X,X,X,X
OJTZISL,O,O,X,X,X,X
OJTZLIS,O,O,X,X,X,X
OJTZLSI,O,O,X,O,X,X
OJTZSIL,O,O,X,O,X,X
OJTZSLI,O,O,X,O,X,X
OJITLSZ,O,X,X,X,O,X
OJITLZS,X,O,X,X,X,X
OJITSLZ,O,X,X,X,O,X
OJITSZL,O,X,X,X,O,X
OJITZLS,X,O,X,X,X,X
OJITZSL,X,O,X,X,X,X
OJILTSZ,O,X,X,X,O,X
OJILTZS,X,O,X,X,X,X
OJILSTZ,O,X,O,X,O,X
OJILSZT,O,X,X,X,O,X
OJILZTS,X,O,X,X,X,X
OJILZST,X,X,X,X,O,X
OJISTLZ,O,X,O,X,O,X
OJISTZL,O,X,X,X,O,X
OJISLTZ,O,X,O,X,O,X
OJISLZT,O,X,X,X,O,X
OJISZTL,X,X,X,X,O,X
OJISZLT,O,X,X,X,O,X
OJIZTLS,X,O,X,X,X,X
OJIZTSL,X,O,X,X,X,X
OJIZLTS,X,O,X,X,X,X
OJIZLST,X,X,X,X,O,X
OJIZSTL,X,X,X,X,O,X
OJIZSLT,X,X,X,X,O,X
OJLTISZ,O,X,X,X,O,O
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,O,X,X,X,O,O
OJLTSZI,O,O,X,O,O,O
OJLTZIS,O,O,X,X,X,X
OJLTZSI,O,O,X,O,X,X
OJLITSZ,O,X,X,X,O,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,O,X,O,X,O,X
