sequence,v115@RhB8FeG8BeC8Je2EJvhFRgB3hBTjB1qBCsBcsB,v115@RhB8FeG8BeC8JeT/IvhFGjBilBRnB0lBlmBXsB,v115@RhB8FeG8BeC8Jei/IvhFTjBRlBGnB3lBFnB0rB,v115@RhB8FeG8BeC8JeT/IvhFOlB8lBxiBCoBlrBfsB,v115@RhB8FeG8BeC8Je2EJvhFfmBlhBxnBUlBCoBzrB,v115@RhB8FeG8BeC8Jei/IvhFTjBRlBFnB3lBGnB0rB,v115@RhB8FeG8BeC8JeT/IvhF0gB2qBfsBxnBCoBlrB
ZOSJITL,X,X,X,X,O,X,O
ZOSJILT,X,O,O,X,X,X,O
ZOSJLTI,X,X,X,O,X,X,X
ZOSJLIT,X,O,O,X,X,X,O
OTILJSZ,O,O,O,X,O,X,X
OTILJZS,O,O,O,X,X,X,X
OTILSJZ,O,X,X,X,O,X,X
OTILSZJ,O,X,X,X,X,X,X
OTILZJS,O,X,O,O,X,O,X
OTILZSJ,O,X,X,X,X,O,X
OTIJLSZ,O,O,O,X,O,X,X
OTIJLZS,O,O,O,X,X,X,X
OTIJSLZ,O,X,X,X,O,X,X
OTIJSZL,X,X,X,X,O,X,X
OTIJZLS,O,X,X,X,X,X,X
OTIJZSL,X,X,X,X,O,X,X
OTISLJZ,O,X,X,X,O,X,X
OTISLZJ,O,X,X,X,X,X,X
OTISJLZ,O,X,X,X,O,X,X
OTISJZL,X,X,X,X,O,X,O
OTISZLJ,X,X,X,X,X,X,X
OTISZJL,X,X,X,X,O,X,X
OTIZLJS,O,X,O,O,X,O,X
OTIZLSJ,O,X,X,X,X,O,X
OTIZJLS,O,X,O,O,X,O,X
OTIZJSL,X,X,X,X,O,X,X
OTIZSLJ,X,X,X,X,X,O,X
OTIZSJL,X,X,X,X,O,X,X
OTLIJSZ,O,O,O,X,O,X,X
OTLIJZS,O,O,O,X,X,X,X
OTLISJZ,O,X,X,X,O,X,X
OTLISZJ,O,X,X,X,X,X,X
OTLIZJS,O,X,O,O,X,O,X
OTLIZSJ,O,X,X,X,X,O,X
OTLJISZ,O,O,O,X,O,X,X
OTLJIZS,O,O,O,X,X,X,X
OTLJSIZ,O,O,X,X,O,X,X
OTLJSZI,O,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,X,X
OTLJZSI,O,X,X,O,X,X,X
OTLSIJZ,O,O,X,X,O,X,X
OTLSIZJ,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,O,X,X
OTLSJZI,O,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X,X
OTLSZJI,O,X,X,O,X,X,X
OTLZIJS,O,X,O,O,X,O,X
OTLZISJ,O,X,X,X,X,O,X
OTLZJIS,O,X,O,O,X,O,X
OTLZJSI,O,X,X,O,X,X,X
OTLZSIJ,O,X,X,X,X,O,X
OTLZSJI,O,X,X,O,X,X,X
OTJILSZ,O,O,O,X,O,X,X
OTJILZS,O,O,O,X,X,X,X
OTJISLZ,O,X,X,X,O,X,X
OTJISZL,X,X,X,X,O,X,X
OTJIZLS,O,X,X,X,X,X,X
OTJIZSL,X,X,X,X,O,X,X
OTJLISZ,O,O,O,X,O,X,X
OTJLIZS,O,O,O,X,X,X,X
OTJLSIZ,O,O,X,X,O,X,X
OTJLSZI,O,X,X,X,X,X,X
OTJLZIS,O,X,X,O,X,X,X
OTJLZSI,O,X,X,O,X,X,X
OTJSILZ,O,O,X,X,O,X,X
OTJSIZL,X,X,X,X,O,X,O
OTJSLIZ,O,O,X,X,O,X,X
OTJSLZI,O,X,X,X,X,X,X
OTJSZIL,X,X,X,X,O,X,O
OTJSZLI,X,X,X,X,X,X,X
OTJZILS,O,X,X,O,X,X,X
OTJZISL,X,X,X,X,O,X,X
OTJZLIS,O,X,X,O,X,X,X
OTJZLSI,O,X,X,O,X,X,X
OTJZSIL,X,X,X,X,O,X,O
OTJZSLI,X,X,X,O,X,X,X
OTSILJZ,O,O,X,X,O,X,X
OTSILZJ,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,O,X,X
OTSIJZL,X,X,X,X,O,X,O
OTSIZLJ,X,X,X,X,X,X,X
OTSIZJL,X,X,X,X,O,X,X
OTSLIJZ,O,O,X,X,O,X,X
OTSLIZJ,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,O,X,X
OTSLJZI,O,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X,X
OTSLZJI,O,X,X,O,X,X,X
OTSJILZ,O,O,X,X,O,X,X
OTSJIZL,X,X,X,X,O,X,O
OTSJLIZ,O,O,X,X,O,X,X
OTSJLZI,O,X,X,X,X,X,X
OTSJZIL,X,X,X,X,O,X,O
OTSJZLI,X,X,X,X,X,X,X
OTSZILJ,X,X,X,X,X,X,X
OTSZIJL,X,X,X,X,O,X,X
OTSZLIJ,X,X,X,X,X,X,X
OTSZLJI,X,X,X,O,X,X,X
OTSZJIL,X,X,X,X,O,X,X
OTSZJLI,X,X,X,O,X,X,X
OTZILJS,O,X,O,O,X,O,X
OTZILSJ,O,X,X,X,X,O,X
OTZIJLS,O,X,O,O,X,O,X
OTZIJSL,X,X,X,X,O,X,X
OTZISLJ,X,X,X,X,X,O,X
OTZISJL,X,X,X,X,O,X,X
OTZLIJS,O,X,O,O,X,O,X
OTZLISJ,O,X,X,X,X,O,X
OTZLJIS,O,X,O,O,X,O,X
OTZLJSI,O,X,X,O,X,X,X
OTZLSIJ,O,X,X,X,X,O,X
OTZLSJI,O,X,X,O,X,X,X
OTZJILS,O,X,O,O,X,O,X
OTZJISL,X,X,X,X,O,X,X
OTZJLIS,O,X,O,O,X,O,X
OTZJLSI,O,X,X,O,X,X,X
OTZJSIL,X,X,X,X,O,X,X
OTZJSLI,X,X,X,O,X,X,X
OTZSILJ,X,X,X,X,X,O,X
OTZSIJL,X,X,X,X,O,X,X
OTZSLIJ,X,X,X,X,X,O,X
OTZSLJI,X,X,X,O,X,X,X
OTZSJIL,X,X,X,X,O,X,X
OTZSJLI,X,X,X,O,X,X,X
OITLJSZ,O,O,O,X,O,X,X
OITLJZS,O,O,O,X,X,X,X
OITLSJZ,O,X,X,X,O,X,X
OITLSZJ,O,X,X,X,X,X,X
OITLZJS,O,X,O,O,X,O,X
OITLZSJ,O,X,X,X,X,O,X
OITJLSZ,O,O,O,X,O,X,X
OITJLZS,O,O,O,X,X,X,X
OITJSLZ,O,X,X,X,O,X,X
OITJSZL,X,X,X,X,O,X,X
OITJZLS,O,X,X,X,X,X,X
OITJZSL,X,X,X,X,O,X,X
OITSLJZ,O,X,X,X,O,X,X
OITSLZJ,O,X,X,X,X,X,X
OITSJLZ,O,X,X,X,O,X,X
OITSJZL,X,X,X,X,O,X,O
OITSZLJ,X,X,X,X,X,X,X
OITSZJL,X,X,X,X,O,X,X
OITZLJS,O,X,O,O,X,O,X
OITZLSJ,O,X,X,X,X,O,X
OITZJLS,O,X,O,O,X,O,X
OITZJSL,X,X,X,X,O,X,X
OITZSLJ,X,X,X,X,X,O,X
OITZSJL,X,X,X,X,O,X,X
OILTJSZ,O,O,O,X,O,X,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,O,X,X,X,O,X,X
OILTSZJ,O,X,X,X,X,X,X
OILTZJS,O,X,O,O,X,O,X
OILTZSJ,O,X,X,X,X,O,X
OILJTSZ,X,O,O,X,O,X,X
OILJTZS,X,O,O,X,X,X,X
OILJSTZ,X,O,O,X,O,X,X
OILJSZT,X,O,O,X,X,X,X
OILJZTS,X,O,O,O,X,O,X
OILJZST,X,O,O,X,X,X,X
OILSTJZ,X,O,X,X,O,X,X
OILSTZJ,X,X,X,X,X,X,X
OILSJTZ,X,O,O,X,O,X,X
OILSJZT,X,O,O,X,X,X,O
OILSZTJ,X,X,X,X,X,O,X
OILSZJT,X,O,O,X,X,X,X
OILZTJS,X,X,O,O,X,O,X
OILZTSJ,X,X,X,X,X,O,X
OILZJTS,X,O,O,O,X,O,X
OILZJST,X,O,O,X,X,X,X
OILZSTJ,X,X,X,X,X,O,X
OILZSJT,X,X,O,X,X,X,X
OIJTLSZ,O,O,O,X,O,X,X
OIJTLZS,O,O,O,X,X,X,X
OIJTSLZ,O,X,X,X,O,X,X
OIJTSZL,X,X,X,X,O,X,X
OIJTZLS,O,X,X,X,X,X,X
OIJTZSL,X,X,X,X,O,X,X
OIJLTSZ,O,O,O,X,O,X,X
OIJLTZS,O,O,O,X,X,X,X
OIJLSTZ,X,O,O,X,O,X,X
OIJLSZT,X,O,O,X,X,X,X
OIJLZTS,X,O,O,O,X,O,X
OIJLZST,X,O,O,X,X,X,X
OIJSTLZ,O,O,X,X,O,X,X
OIJSTZL,X,X,X,X,O,X,O
OIJSLTZ,X,O,O,X,O,X,X
OIJSLZT,X,O,O,X,X,X,O
OIJSZTL,X,X,X,X,O,X,O
OIJSZLT,X,O,X,X,X,X,O
OIJZTLS,O,X,O,O,X,O,X
OIJZTSL,X,X,X,X,O,X,X
OIJZLTS,X,O,O,O,X,O,X
OIJZLST,X,O,O,X,X,X,X
OIJZSTL,X,X,X,X,O,X,O
OIJZSLT,X,X,O,X,X,X,O
OISTLJZ,X,O,X,X,O,X,X
OISTLZJ,X,X,X,X,X,X,X
OISTJLZ,X,O,X,X,O,X,X
OISTJZL,X,X,X,X,O,X,O
OISTZLJ,X,X,X,X,X,X,X
OISTZJL,X,X,X,X,O,X,X
OISLTJZ,X,O,X,X,O,X,X
OISLTZJ,X,X,X,X,X,X,X
OISLJTZ,X,O,O,X,O,X,X
OISLJZT,X,O,O,X,X,X,O
OISLZTJ,X,X,X,X,X,O,X
OISLZJT,X,O,O,X,X,X,X
OISJTLZ,X,O,X,X,O,X,X
OISJTZL,X,X,X,X,O,X,O
OISJLTZ,X,O,O,X,O,X,X
OISJLZT,X,O,O,X,X,X,O
OISJZTL,X,X,X,X,O,X,O
OISJZLT,X,O,X,X,X,X,O
OISZTLJ,X,X,X,X,X,O,X
OISZTJL,X,X,X,X,O,X,X
OISZLTJ,X,X,X,X,X,O,X
OISZLJT,X,O,O,X,X,X,X
OISZJTL,X,X,X,X,O,X,O
OISZJLT,X,O,O,X,X,X,O
OIZTLJS,X,X,O,O,X,O,X
OIZTLSJ,X,X,X,X,X,O,X
OIZTJLS,X,X,O,O,X,O,X
OIZTJSL,X,X,X,X,O,X,X
OIZTSLJ,X,X,X,X,X,O,X
OIZTSJL,X,X,X,X,O,X,X
OIZLTJS,X,X,O,O,X,O,X
OIZLTSJ,X,X,X,X,X,O,X
OIZLJTS,X,O,O,O,X,O,X
OIZLJST,X,O,O,X,X,X,X
OIZLSTJ,X,X,X,X,X,O,X
OIZLSJT,X,X,O,X,X,X,X
OIZJTLS,X,X,O,O,X,O,X
OIZJTSL,X,X,X,X,O,X,X
OIZJLTS,X,O,O,O,X,O,X
OIZJLST,X,O,O,X,X,X,X
OIZJSTL,X,X,X,X,O,X,X
OIZJSLT,X,X,O,X,X,X,X
OIZSTLJ,X,X,X,X,X,O,X
OIZSTJL,X,X,X,X,O,X,X
OIZSLTJ,X,X,X,X,X,O,X
OIZSLJT,X,X,O,X,X,X,X
OIZSJTL,X,X,X,X,O,X,O
OIZSJLT,X,X,O,X,X,X,O
OLTIJSZ,O,O,O,X,O,X,X
OLTIJZS,O,O,O,X,X,X,X
OLTISJZ,O,X,X,X,O,X,X
OLTISZJ,O,X,X,X,X,X,X
OLTIZJS,O,X,O,O,X,O,X
OLTIZSJ,O,X,X,X,X,O,X
OLTJISZ,O,O,O,X,O,X,X
OLTJIZS,O,O,O,X,X,X,X
OLTJSIZ,O,O,X,X,O,X,X
OLTJSZI,O,X,X,X,X,X,X
OLTJZIS,O,X,X,O,X,X,X
OLTJZSI,O,X,X,O,X,X,X
OLTSIJZ,O,O,X,X,O,X,X
OLTSIZJ,O,X,X,X,X,X,X
OLTSJIZ,O,O,X,X,O,X,X
OLTSJZI,O,X,X,X,X,X,X
OLTSZIJ,O,X,X,X,X,X,X
OLTSZJI,O,X,X,O,X,X,X
OLTZIJS,O,X,O,O,X,O,X
OLTZISJ,O,X,X,X,X,O,X
OLTZJIS,O,X,O,O,X,O,X
OLTZJSI,O,X,X,O,X,X,X
OLTZSIJ,O,X,X,X,X,O,X
OLTZSJI,O,X,X,O,X,X,X
OLITJSZ,O,O,O,X,O,X,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,O,X,X,X,O,X,X
OLITSZJ,O,X,X,X,X,X,X
OLITZJS,O,X,O,O,X,O,X
OLITZSJ,O,X,X,X,X,O,X
OLIJTSZ,X,O,O,X,O,X,X
OLIJTZS,X,O,O,X,X,X,X
OLIJSTZ,X,O,O,X,O,X,X
OLIJSZT,X,O,O,X,X,X,X
OLIJZTS,X,O,O,O,X,O,X
OLIJZST,X,O,O,X,X,X,X
OLISTJZ,X,O,X,X,O,X,X
OLISTZJ,X,X,X,X,X,X,X
OLISJTZ,X,O,O,X,O,X,X
OLISJZT,X,O,O,X,X,X,O
OLISZTJ,X,X,X,X,X,O,X
OLISZJT,X,O,O,X,X,X,X
OLIZTJS,X,X,O,O,X,O,X
OLIZTSJ,X,X,X,X,X,O,X
OLIZJTS,X,O,O,O,X,O,X
OLIZJST,X,O,O,X,X,X,X
OLIZSTJ,X,X,X,X,X,O,X
OLIZSJT,X,X,O,X,X,X,X
OLJTISZ,O,O,O,X,O,X,X
OLJTIZS,O,O,O,X,X,X,X
OLJTSIZ,O,O,X,X,O,X,X
OLJTSZI,O,X,X,X,X,X,X
OLJTZIS,O,X,X,O,X,X,X
OLJTZSI,O,X,X,O,X,X,X
OLJITSZ,O,O,O,X,O,X,X
OLJITZS,O,O,O,X,X,X,X
OLJISTZ,X,O,O,X,O,X,X
OLJISZT,X,O,O,X,X,X,X
OLJIZTS,X,O,O,O,X,O,X
OLJIZST,X,O,O,X,X,X,X
OLJSTIZ,X,O,X,X,O,X,X
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,X,O,O,X,O,X,X
OLJSIZT,X,O,O,X,X,X,O
OLJSZTI,X,X,X,O,X,X,X
OLJSZIT,X,O,X,X,X,X,O
OLJZTIS,X,X,O,O,X,O,X
OLJZTSI,X,X,X,O,X,X,X
OLJZITS,X,O,O,O,X,O,X
OLJZIST,X,O,O,X,X,X,X
OLJZSTI,X,X,X,O,X,X,X
OLJZSIT,X,O,O,X,X,X,O
OLSTIJZ,O,O,X,X,O,X,X
OLSTIZJ,O,X,X,X,X,X,X
OLSTJIZ,O,O,X,X,O,X,X
OLSTJZI,O,X,X,X,X,X,X
OLSTZIJ,O,X,X,X,X,X,X
OLSTZJI,O,X,X,O,X,X,X
OLSITJZ,X,O,X,X,O,X,X
OLSITZJ,X,X,X,X,X,X,X
OLSIJTZ,X,O,O,X,O,X,X
OLSIJZT,X,O,O,X,X,X,O
OLSIZTJ,X,X,X,X,X,O,X
OLSIZJT,X,O,O,X,X,X,X
OLSJTIZ,X,O,X,X,O,X,X
OLSJTZI,X,X,X,X,X,X,X
OLSJITZ,X,O,O,X,O,X,X
OLSJIZT,X,O,O,X,X,X,O
OLSJZTI,X,X,X,O,X,X,X
OLSJZIT,X,O,X,X,X,X,O
OLSZTIJ,X,X,X,X,X,O,X
OLSZTJI,X,X,X,O,X,X,X
OLSZITJ,X,X,X,X,X,O,X
OLSZIJT,X,O,O,X,X,X,X
OLSZJTI,X,X,X,O,X,X,X
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,O,X,O,O,X,O,X
OLZTISJ,O,X,X,X,X,O,X
OLZTJIS,O,X,O,O,X,O,X
OLZTJSI,O,X,X,O,X,X,X
OLZTSIJ,O,X,X,X,X,O,X
OLZTSJI,O,X,X,O,X,X,X
OLZITJS,X,X,O,O,X,O,X
OLZITSJ,X,X,X,X,X,O,X
OLZIJTS,X,O,O,O,X,O,X
OLZIJST,X,O,O,X,X,X,X
OLZISTJ,X,X,X,X,X,O,X
OLZISJT,X,X,O,X,X,X,X
OLZJTIS,X,X,O,O,X,O,X
OLZJTSI,X,X,X,O,X,X,X
OLZJITS,X,O,O,O,X,O,X
OLZJIST,X,O,O,X,X,X,X
OLZJSTI,X,X,X,O,X,X,X
OLZJSIT,X,O,O,X,X,X,X
OLZSTIJ,X,X,X,X,X,O,X
OLZSTJI,X,X,X,O,X,X,X
OLZSITJ,X,X,X,X,X,O,X
OLZSIJT,X,O,O,X,X,X,X
OLZSJTI,X,X,X,O,X,X,X
OLZSJIT,X,O,O,X,X,X,X
OJTILSZ,O,O,O,X,O,X,X
OJTILZS,O,O,O,X,X,X,X
OJTISLZ,O,X,X,X,O,X,X
OJTISZL,X,X,X,X,O,X,X
OJTIZLS,O,X,X,X,X,X,X
OJTIZSL,X,X,X,X,O,X,X
OJTLISZ,O,O,O,X,O,X,X
OJTLIZS,O,O,O,X,X,X,X
OJTLSIZ,O,O,X,X,O,X,X
OJTLSZI,O,X,X,X,X,X,X
OJTLZIS,O,X,X,O,X,X,X
OJTLZSI,O,X,X,O,X,X,X
OJTSILZ,O,O,X,X,O,X,X
OJTSIZL,X,X,X,X,O,X,O
OJTSLIZ,O,O,X,X,O,X,X
OJTSLZI,O,X,X,X,X,X,X
OJTSZIL,X,X,X,X,O,X,O
OJTSZLI,X,X,X,X,X,X,X
OJTZILS,O,X,X,O,X,X,X
OJTZISL,X,X,X,X,O,X,X
OJTZLIS,O,X,X,O,X,X,X
OJTZLSI,O,X,X,O,X,X,X
OJTZSIL,X,X,X,X,O,X,O
OJTZSLI,X,X,X,O,X,X,X
OJITLSZ,O,O,O,X,O,X,X
OJITLZS,O,O,O,X,X,X,X
OJITSLZ,O,X,X,X,O,X,X
OJITSZL,X,X,X,X,O,X,X
OJITZLS,O,X,X,X,X,X,X
OJITZSL,X,X,X,X,O,X,X
OJILTSZ,O,O,O,X,O,X,X
OJILTZS,O,O,O,X,X,X,X
OJILSTZ,X,O,O,X,O,X,X
OJILSZT,X,O,O,X,X,X,X
OJILZTS,X,O,O,O,X,O,X
OJILZST,X,O,O,X,X,X,X
OJISTLZ,O,O,X,X,O,X,X
OJISTZL,X,X,X,X,O,X,O
OJISLTZ,X,O,O,X,O,X,X
OJISLZT,X,O,O,X,X,X,O
OJISZTL,X,X,X,X,O,X,O
OJISZLT,X,O,X,X,X,X,O
OJIZTLS,O,X,O,O,X,O,X
OJIZTSL,X,X,X,X,O,X,X
OJIZLTS,X,O,O,O,X,O,X
OJIZLST,X,O,O,X,X,X,X
OJIZSTL,X,X,X,X,O,X,O
OJIZSLT,X,X,O,X,X,X,O
OJLTISZ,O,O,O,X,O,X,X
OJLTIZS,O,O,O,X,X,X,X
OJLTSIZ,O,O,X,X,O,X,X
OJLTSZI,O,X,X,X,X,X,X
OJLTZIS,O,X,X,O,X,X,X
OJLTZSI,O,X,X,O,X,X,X
OJLITSZ,O,O,O,X,O,X,X
OJLITZS,O,O,O,X,X,X,X
OJLISTZ,X,O,O,X,O,X,X
OJLISZT,X,O,O,X,X,X,X
OJLIZTS,X,O,O,O,X,O,X
OJLIZST,X,O,O,X,X,X,X
OJLSTIZ,X,O,X,X,O,X,X
OJLSTZI,X,X,X,X,X,X,X
OJLSITZ,X,O,O,X,O,X,X
OJLSIZT,X,O,O,X,X,X,O
OJLSZTI,X,X,X,O,X,X,X
OJLSZIT,X,O,X,X,X,X,O
OJLZTIS,X,X,O,O,X,O,X
OJLZTSI,X,X,X,O,X,X,X
OJLZITS,X,O,O,O,X,O,X
OJLZIST,X,O,O,X,X,X,X
OJLZSTI,X,X,X,O,X,X,X
OJLZSIT,X,O,O,X,X,X,O
OJSTILZ,O,O,X,X,O,X,X
OJSTIZL,X,X,X,X,O,X,O
OJSTLIZ,O,O,X,X,O,X,X
OJSTLZI,O,X,X,X,X,X,X
OJSTZIL,X,X,X,X,O,X,O
OJSTZLI,X,X,X,X,X,X,X
OJSITLZ,O,O,X,X,O,X,X
OJSITZL,X,X,X,X,O,X,O
OJSILTZ,X,O,O,X,O,X,X
OJSILZT,X,O,O,X,X,X,O
OJSIZTL,X,X,X,X,O,X,O
OJSIZLT,X,O,X,X,X,X,O
OJSLTIZ,X,O,X,X,O,X,X
OJSLTZI,X,X,X,X,X,X,X
OJSLITZ,X,O,O,X,O,X,X
OJSLIZT,X,O,O,X,X,X,O
OJSLZTI,X,X,X,O,X,X,X
OJSLZIT,X,O,X,X,X,X,O
OJSZTIL,X,X,X,X,O,X,O
OJSZTLI,X,X,X,O,X,X,X
OJSZITL,X,X,X,X,O,X,O
OJSZILT,X,O,X,X,X,X,O
OJSZLTI,X,X,X,O,X,X,X
OJSZLIT,X,O,X,X,X,X,O
OJZTILS,O,X,O,O,X,O,X
OJZTISL,X,X,X,X,O,X,X
OJZTLIS,O,X,O,O,X,O,X
OJZTLSI,O,X,X,O,X,X,X
OJZTSIL,X,X,X,X,O,X,O
OJZTSLI,X,X,X,O,X,X,X
OJZITLS,O,X,O,O,X,O,X
OJZITSL,X,X,X,X,O,X,X
OJZILTS,X,O,O,O,X,O,X
OJZILST,X,O,O,X,X,X,X
OJZISTL,X,X,X,X,O,X,O
OJZISLT,X,X,O,X,X,X,O
OJZLTIS,X,X,O,O,X,O,X
OJZLTSI,X,X,X,O,X,X,X
OJZLITS,X,O,O,O,X,O,X
OJZLIST,X,O,O,X,X,X,X
OJZLSTI,X,X,X,O,X,X,X
OJZLSIT,X,O,O,X,X,X,O
OJZSTIL,X,X,X,X,O,X,O
OJZSTLI,X,X,X,O,X,X,X
OJZSITL,X,X,X,X,O,X,O
OJZSILT,X,O,O,X,X,X,O
OJZSLTI,X,X,X,O,X,X,X
OJZSLIT,X,O,O,X,X,X,O
OSTILJZ,O,O,X,X,O,X,X
OSTILZJ,O,X,X,X,X,X,X
OSTIJLZ,O,O,X,X,O,X,X
OSTIJZL,X,X,X,X,O,X,O
OSTIZLJ,X,X,X,X,X,X,X
OSTIZJL,X,X,X,X,O,X,X
OSTLIJZ,O,O,X,X,O,X,X
OSTLIZJ,O,X,X,X,X,X,X
OSTLJIZ,O,O,X,X,O,X,X
OSTLJZI,O,X,X,X,X,X,X
OSTLZIJ,O,X,X,X,X,X,X
OSTLZJI,O,X,X,O,X,X,X
OSTJILZ,O,O,X,X,O,X,X
OSTJIZL,X,X,X,X,O,X,O
OSTJLIZ,O,O,X,X,O,X,X
OSTJLZI,O,X,X,X,X,X,X
OSTJZIL,X,X,X,X,O,X,O
OSTJZLI,X,X,X,X,X,X,X
OSTZILJ,X,X,X,X,X,X,X
OSTZIJL,X,X,X,X,O,X,X
OSTZLIJ,X,X,X,X,X,X,X
OSTZLJI,X,X,X,O,X,X,X
OSTZJIL,X,X,X,X,O,X,X
OSTZJLI,X,X,X,O,X,X,X
OSITLJZ,X,O,X,X,O,X,X
OSITLZJ,X,X,X,X,X,X,X
OSITJLZ,X,O,X,X,O,X,X
OSITJZL,X,X,X,X,O,X,O
OSITZLJ,X,X,X,X,X,X,X
OSITZJL,X,X,X,X,O,X,X
OSILTJZ,X,O,X,X,O,X,X
OSILTZJ,X,X,X,X,X,X,X
OSILJTZ,X,O,O,X,O,X,X
OSILJZT,X,O,O,X,X,X,O
OSILZTJ,X,X,X,X,X,O,X
OSILZJT,X,O,O,X,X,X,X
OSIJTLZ,X,O,X,X,O,X,X
OSIJTZL,X,X,X,X,O,X,O
OSIJLTZ,X,O,O,X,O,X,X
OSIJLZT,X,O,O,X,X,X,O
OSIJZTL,X,X,X,X,O,X,O
OSIJZLT,X,O,X,X,X,X,O
OSIZTLJ,X,X,X,X,X,O,X
OSIZTJL,X,X,X,X,O,X,X
OSIZLTJ,X,X,X,X,X,O,X
OSIZLJT,X,O,O,X,X,X,X
OSIZJTL,X,X,X,X,O,X,O
OSIZJLT,X,O,O,X,X,X,O
OSLTIJZ,O,O,X,X,O,X,X
OSLTIZJ,O,X,X,X,X,X,X
OSLTJIZ,O,O,X,X,O,X,X
OSLTJZI,O,X,X,X,X,X,X
OSLTZIJ,O,X,X,X,X,X,X
OSLTZJI,O,X,X,O,X,X,X
OSLITJZ,X,O,X,X,O,X,X
OSLITZJ,X,X,X,X,X,X,X
OSLIJTZ,X,O,O,X,O,X,X
OSLIJZT,X,O,O,X,X,X,O
OSLIZTJ,X,X,X,X,X,O,X
OSLIZJT,X,O,O,X,X,X,X
OSLJTIZ,X,O,X,X,O,X,X
OSLJTZI,X,X,X,X,X,X,X
OSLJITZ,X,O,O,X,O,X,X
OSLJIZT,X,O,O,X,X,X,O
OSLJZTI,X,X,X,O,X,X,X
OSLJZIT,X,O,X,X,X,X,O
OSLZTIJ,X,X,X,X,X,O,X
OSLZTJI,X,X,X,O,X,X,X
OSLZITJ,X,X,X,X,X,O,X
OSLZIJT,X,O,O,X,X,X,X
OSLZJTI,X,X,X,O,X,X,X
OSLZJIT,X,O,O,X,X,X,X
OSJTILZ,O,O,X,X,O,X,X
OSJTIZL,X,X,X,X,O,X,O
OSJTLIZ,O,O,X,X,O,X,X
OSJTLZI,O,X,X,X,X,X,X
OSJTZIL,X,X,X,X,O,X,O
OSJTZLI,X,X,X,X,X,X,X
OSJITLZ,O,O,X,X,O,X,X
OSJITZL,X,X,X,X,O,X,O
OSJILTZ,X,O,O,X,O,X,X
OSJILZT,X,O,O,X,X,X,O
OSJIZTL,X,X,X,X,O,X,O
OSJIZLT,X,O,X,X,X,X,O
OSJLTIZ,X,O,X,X,O,X,X
OSJLTZI,X,X,X,X,X,X,X
OSJLITZ,X,O,O,X,O,X,X
OSJLIZT,X,O,O,X,X,X,O
OSJLZTI,X,X,X,O,X,X,X
OSJLZIT,X,O,X,X,X,X,O
OSJZTIL,X,X,X,X,O,X,O
OSJZTLI,X,X,X,O,X,X,X
OSJZITL,X,X,X,X,O,X,O
OSJZILT,X,O,X,X,X,X,O
OSJZLTI,X,X,X,O,X,X,X
OSJZLIT,X,O,X,X,X,X,O
OSZTILJ,X,X,X,X,X,O,X
OSZTIJL,X,X,X,X,O,X,X
OSZTLIJ,X,X,X,X,X,O,X
OSZTLJI,X,X,X,O,X,X,X
OSZTJIL,X,X,X,X,O,X,X
OSZTJLI,X,X,X,O,X,X,X
OSZITLJ,X,X,X,X,X,O,X
OSZITJL,X,X,X,X,O,X,X
OSZILTJ,X,X,X,X,X,O,X
OSZILJT,X,O,O,X,X,X,X
OSZIJTL,X,X,X,X,O,X,O
OSZIJLT,X,O,O,X,X,X,O
OSZLTIJ,X,X,X,X,X,O,X
OSZLTJI,X,X,X,O,X,X,X
OSZLITJ,X,X,X,X,X,O,X
OSZLIJT,X,O,O,X,X,X,X
OSZLJTI,X,X,X,O,X,X,X
OSZLJIT,X,O,O,X,X,X,X
OSZJTIL,X,X,X,X,O,X,O
OSZJTLI,X,X,X,O,X,X,X
OSZJITL,X,X,X,X,O,X,O
OSZJILT,X,O,O,X,X,X,O
OSZJLTI,X,X,X,O,X,X,X
OSZJLIT,X,O,O,X,X,X,O
OZTILJS,O,X,O,O,X,O,X
OZTILSJ,O,X,X,X,X,O,X
OZTIJLS,O,X,O,O,X,O,X
OZTIJSL,X,X,X,X,O,X,X
OZTISLJ,X,X,X,X,X,O,X
OZTISJL,X,X,X,X,O,X,X
OZTLIJS,O,X,O,O,X,O,X
OZTLISJ,O,X,X,X,X,O,X
OZTLJIS,O,X,O,O,X,O,X
OZTLJSI,O,X,X,O,X,X,X
OZTLSIJ,O,X,X,X,X,O,X
OZTLSJI,O,X,X,O,X,X,X
OZTJILS,O,X,O,O,X,O,X
OZTJISL,X,X,X,X,O,X,X
OZTJLIS,O,X,O,O,X,O,X
OZTJLSI,O,X,X,O,X,X,X
OZTJSIL,X,X,X,X,O,X,X
OZTJSLI,X,X,X,O,X,X,X
OZTSILJ,X,X,X,X,X,O,X
OZTSIJL,X,X,X,X,O,X,X
