sequence,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFFiB6oBUlBz?nBXrBGrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeWFJvhFxgBVnB/rBT?oBCoB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8Jez/IvhFUhBFiBXjBS?tBxqBWwB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFxhBTjBlmBW?tBUrB6qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeGAJvhFxhB6oBUlBz?nBXrBlrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFUiBFlB6rBX?oBGoBzqB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeCAJvhFFiBTjBWtBx?qB/rB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFTjBRmBWtBC?nBUrBlqB
JOISLTZ,X,O,X,X,X,X,O,O
JOISLZT,X,X,X,X,O,X,O,O
JOISZTL,X,O,X,O,O,X,O,O
JOISZLT,X,X,X,X,O,X,O,O
JOIZTLS,X,X,O,O,O,X,O,X
JOIZTSL,X,O,X,O,X,X,O,O
JOIZLTS,X,X,O,X,O,X,O,X
JOIZLST,X,X,O,X,O,X,O,O
JOIZSTL,X,O,X,O,X,X,O,O
JOIZSLT,X,O,X,X,O,X,O,O
JOLTISZ,X,X,O,X,X,O,O,X
JOLTIZS,X,X,O,O,X,O,O,X
JOLTSIZ,X,O,O,X,X,O,X,X
JOLTSZI,O,O,X,X,X,O,X,X
JOLTZIS,O,X,X,O,X,O,X,X
JOLTZSI,O,X,X,O,X,O,X,X
JOLITSZ,X,X,O,X,X,X,O,X
JOLITZS,X,X,O,O,X,X,O,X
JOLISTZ,X,X,O,X,X,X,O,O
JOLISZT,X,X,O,X,O,X,O,O
JOLIZTS,X,X,O,X,O,X,O,X
JOLIZST,X,X,O,X,O,X,O,X
JOLSTIZ,X,O,O,X,X,O,X,X
JOLSTZI,O,O,X,X,X,O,X,X
JOLSITZ,X,O,O,X,X,X,O,O
JOLSIZT,X,X,O,X,O,X,O,O
JOLSZTI,O,X,X,O,O,O,X,X
JOLSZIT,O,X,X,X,O,X,X,O
JOLZTIS,O,X,X,O,O,O,X,X
JOLZTSI,O,O,X,O,O,O,X,X
JOLZITS,O,X,X,X,O,X,O,X
JOLZIST,O,X,X,X,O,X,O,O
JOLZSTI,O,O,X,O,O,O,X,X
JOLZSIT,O,O,X,X,O,X,X,O
JOSTILZ,X,O,X,X,X,X,O,O
JOSTIZL,X,O,X,O,X,X,O,O
JOSTLIZ,X,O,X,X,X,O,X,X
JOSTLZI,O,O,X,X,X,O,X,X
JOSTZIL,O,O,X,O,X,X,X,O
JOSTZLI,O,O,X,O,X,X,X,X
JOSITLZ,X,O,X,X,X,X,O,O
JOSITZL,X,O,X,O,X,X,O,O
JOSILTZ,X,O,X,X,X,X,O,O
JOSILZT,X,X,X,X,O,X,O,O
JOSIZTL,X,O,X,O,O,X,O,O
JOSIZLT,X,X,X,X,O,X,O,O
JOSLTIZ,X,O,X,X,X,O,X,X
JOSLTZI,O,O,X,X,X,O,X,X
JOSLITZ,X,O,X,X,X,X,O,O
JOSLIZT,X,X,X,X,O,X,O,O
JOSLZTI,O,X,X,O,O,O,X,X
JOSLZIT,O,X,X,X,O,X,X,O
JOSZTIL,O,O,X,O,O,X,X,O
JOSZTLI,O,O,X,O,O,X,X,X
JOSZITL,O,O,X,O,O,X,X,O
JOSZILT,O,O,X,X,O,X,X,O
JOSZLTI,O,O,X,O,O,X,X,X
JOSZLIT,O,O,X,X,O,X,X,O
JOZTILS,O,X,X,O,O,X,X,X
JOZTISL,X,O,X,O,X,X,O,O
JOZTLIS,O,X,X,O,O,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X
JOZTSIL,O,O,X,O,O,X,X,O
JOZTSLI,O,O,X,O,O,X,X,X
JOZITLS,O,X,X,O,O,X,O,X
JOZITSL,X,O,X,O,X,X,O,O
JOZILTS,O,X,X,X,O,X,O,X
JOZILST,O,X,X,X,O,X,O,O
JOZISTL,O,O,X,O,O,X,O,O
JOZISLT,O,O,X,X,O,X,O,O
JOZLTIS,O,X,X,O,O,X,X,X
JOZLTSI,O,O,X,O,O,X,X,X
JOZLITS,O,X,X,X,O,X,O,X
JOZLIST,O,X,X,X,O,X,O,O
JOZLSTI,O,O,X,O,O,X,X,X
JOZLSIT,O,O,X,X,O,X,X,O
JOZSTIL,O,O,X,O,O,X,X,O
JOZSTLI,O,O,X,O,O,X,X,X
JOZSITL,O,O,X,O,O,X,X,O
JOZSILT,O,O,X,X,O,X,X,O
JOZSLTI,O,O,X,O,O,X,X,X
JOZSLIT,O,O,X,X,O,X,X,O
STILJZO,X,X,O,X,X,O,X,X
STILJOZ,X,O,O,X,X,X,X,X
STILZJO,O,X,O,X,X,O,X,X
STILZOJ,O,X,O,X,X,O,X,X
STILOJZ,X,O,O,X,X,X,X,X
STILOZJ,X,X,O,X,X,O,X,X
STIJLZO,X,X,X,X,X,X,O,X
STIJLOZ,X,O,X,X,X,X,O,X
STIJZLO,X,X,X,O,X,X,O,X
STIJZOL,X,O,X,O,X,X,O,X
STIJOLZ,X,O,X,X,X,X,O,O
STIJOZL,X,O,X,O,X,X,O,O
STIZLJO,O,X,O,O,X,O,X,X
STIZLOJ,O,X,O,X,X,O,X,X
STIZJLO,O,X,X,O,X,X,X,X
STIZJOL,O,O,X,O,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,X
STIZOJL,O,O,X,O,X,X,X,X
STIOLJZ,X,O,O,X,X,O,X,X
STIOLZJ,O,X,O,X,X,O,X,X
STIOJLZ,X,O,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X
STIOZLJ,O,X,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,O,X,X
STLIJOZ,X,O,O,X,X,X,X,X
STLIZJO,O,X,O,X,X,O,X,X
STLIZOJ,O,X,O,X,X,O,X,X
STLIOJZ,X,O,O,X,X,X,X,X
STLIOZJ,X,X,O,X,X,O,X,X
STLJIZO,X,X,O,X,X,O,X,X
STLJIOZ,X,O,O,X,X,X,X,X
STLJZIO,O,X,X,X,X,O,X,X
STLJZOI,X,X,X,X,X,O,X,X
STLJOIZ,X,O,O,X,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X
STLZIJO,O,X,O,X,X,O,X,X
STLZIOJ,O,X,O,X,X,O,X,X
STLZJIO,O,X,X,X,X,O,X,X
STLZJOI,X,X,X,X,X,O,X,X
STLZOIJ,O,X,O,X,X,O,X,X
STLZOJI,O,X,X,X,X,O,X,X
STLOIJZ,X,O,O,X,X,O,X,X
STLOIZJ,O,X,O,X,X,O,X,X
STLOJIZ,X,O,O,X,X,O,X,X
STLOJZI,O,O,X,X,X,O,X,X
STLOZIJ,O,X,O,X,X,O,X,X
STLOZJI,O,X,X,X,X,O,X,X
STJILZO,X,X,X,X,X,X,O,X
STJILOZ,X,O,X,X,X,X,O,X
STJIZLO,X,X,X,O,X,X,O,X
STJIZOL,X,O,X,O,X,X,O,X
STJIOLZ,X,O,X,X,X,X,O,O
STJIOZL,X,O,X,O,X,X,O,O
STJLIZO,X,X,X,X,X,O,X,X
STJLIOZ,X,O,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,O,X,X
STJLZOI,X,X,X,X,X,O,X,X
STJLOIZ,X,O,X,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,X
STJZIOL,O,O,X,O,X,X,X,O
STJZLIO,O,X,X,O,X,O,X,X
STJZLOI,X,X,X,O,X,O,X,X
STJZOIL,O,O,X,O,X,X,X,O
STJZOLI,O,O,X,O,X,X,X,X
STJOILZ,X,O,X,X,X,X,O,O
STJOIZL,X,O,X,O,X,X,O,O
STJOLIZ,X,O,X,X,X,O,X,X
STJOLZI,O,O,X,X,X,O,X,X
STJOZIL,O,O,X,O,X,X,X,O
STJOZLI,O,O,X,O,X,X,X,X
STZILJO,O,O,X,O,X,O,X,X
STZILOJ,O,O,X,X,X,O,X,X
STZIJLO,O,O,X,O,X,X,X,X
STZIJOL,O,O,X,O,X,X,X,O
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X
STZLIJO,O,O,X,O,X,O,X,X
STZLIOJ,O,O,X,X,X,O,X,X
STZLJIO,O,O,X,O,X,O,X,X
STZLJOI,X,O,X,O,X,O,X,X
STZLOIJ,O,O,X,X,X,O,X,X
STZLOJI,O,O,X,X,X,O,X,X
STZJILO,O,O,X,O,X,X,X,X
STZJIOL,O,O,X,O,X,X,X,O
STZJLIO,O,O,X,O,X,O,X,X
STZJLOI,X,O,X,O,X,O,X,X
STZJOIL,O,O,X,O,O,X,X,O
STZJOLI,O,O,X,O,O,X,X,X
STZOILJ,O,O,X,X,O,X,X,X
STZOIJL,O,O,X,O,O,X,X,X
STZOLIJ,O,O,X,X,O,O,X,X
STZOLJI,O,O,X,X,O,O,X,X
STZOJIL,O,O,X,O,O,X,X,X
STZOJLI,O,O,X,O,O,X,X,X
STOILJZ,X,O,O,X,X,O,X,X
STOILZJ,O,X,O,X,O,O,X,X
STOIJLZ,X,O,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X
STOIZLJ,O,X,O,X,O,X,X,X
STOIZJL,O,O,X,X,O,X,X,X
STOLIJZ,X,O,O,X,X,O,X,X
STOLIZJ,O,X,O,X,O,O,X,X
STOLJIZ,X,O,O,X,X,O,X,X
STOLJZI,O,O,X,X,X,O,X,X
STOLZIJ,O,X,O,X,O,O,X,X
STOLZJI,O,X,X,X,O,O,X,X
STOJILZ,X,O,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X
STOJLIZ,X,O,X,X,X,O,X,X
STOJLZI,O,O,X,X,X,O,X,X
STOJZIL,O,O,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X
STOZILJ,O,O,X,X,O,X,X,X
STOZIJL,O,O,X,X,O,X,X,X
STOZLIJ,O,O,X,X,O,O,X,X
STOZLJI,O,O,X,X,O,O,X,X
STOZJIL,O,O,X,X,O,X,X,X
STOZJLI,O,O,X,X,O,X,X,X
SITLJZO,X,X,O,X,X,O,X,X
SITLJOZ,X,O,O,X,X,X,X,X
SITLZJO,O,X,O,X,X,O,X,X
SITLZOJ,O,X,O,X,X,O,X,X
SITLOJZ,X,O,O,X,X,X,X,X
SITLOZJ,X,X,O,X,X,O,X,X
SITJLZO,X,X,X,X,X,X,O,X
SITJLOZ,X,O,X,X,X,X,O,X
SITJZLO,X,X,X,X,X,X,O,X
SITJZOL,X,O,X,X,X,X,O,X
SITJOLZ,X,O,X,X,X,X,O,O
SITJOZL,X,O,X,X,X,X,O,O
SITZLJO,O,X,O,X,X,O,X,X
SITZLOJ,O,X,O,X,X,O,X,X
SITZJLO,O,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X
SITOLJZ,X,O,O,X,X,O,X,X
SITOLZJ,O,X,O,X,X,O,X,X
SITOJLZ,X,O,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X
SITOZLJ,O,X,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,X,X,O,X,X,O,X,X
SILTJOZ,X,O,O,X,X,X,X,X
SILTZJO,O,X,O,X,X,O,X,X
SILTZOJ,O,X,O,X,X,O,X,X
SILTOJZ,X,O,O,X,X,X,X,X
SILTOZJ,X,X,O,X,X,O,X,X
SILJTZO,X,X,O,X,X,X,O,X
SILJTOZ,X,O,O,X,X,X,O,X
SILJZTO,X,X,O,X,X,X,O,X
SILJZOT,X,X,O,X,X,X,O,X
SILJOTZ,X,O,O,X,X,X,O,O
SILJOZT,X,X,O,X,X,X,O,O
SILZTJO,O,X,O,X,X,O,X,X
SILZTOJ,O,X,O,X,X,O,X,X
SILZJTO,O,X,O,X,X,X,X,X
SILZJOT,X,X,O,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X
SILZOJT,X,X,O,X,X,X,X,X
SILOTJZ,X,O,O,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X
SILOJTZ,X,O,O,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X
SILOZTJ,X,X,O,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,O,X
SIJTLOZ,X,O,X,X,X,X,O,X
SIJTZLO,X,X,X,X,X,X,O,X
SIJTZOL,X,O,X,X,X,X,O,X
SIJTOLZ,X,O,X,X,X,X,O,O
SIJTOZL,X,O,X,X,X,X,O,O
SIJLTZO,X,X,X,X,X,X,O,X
SIJLTOZ,X,O,X,X,X,X,O,X
SIJLZTO,X,X,X,X,X,X,O,X
SIJLZOT,X,X,X,X,X,X,O,X
SIJLOTZ,X,O,X,X,X,X,O,O
SIJLOZT,X,X,X,X,X,X,O,O
SIJZTLO,X,X,X,O,X,X,O,X
SIJZTOL,X,O,X,O,X,X,O,O
SIJZLTO,X,X,X,X,X,X,O,X
SIJZLOT,X,X,X,X,X,X,O,O
SIJZOTL,X,O,X,O,X,X,O,O
SIJZOLT,X,X,X,X,X,X,O,O
SIJOTLZ,X,O,X,X,X,X,O,O
SIJOTZL,X,O,X,X,X,X,O,O
SIJOLTZ,X,O,X,X,X,X,O,O
SIJOLZT,X,X,X,X,X,X,O,O
SIJOZTL,X,O,X,O,X,X,O,O
SIJOZLT,X,X,X,X,X,X,O,O
SIZTLJO,O,X,O,O,X,O,X,X
SIZTLOJ,O,X,O,X,X,O,X,X
SIZTJLO,O,X,X,O,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,O
SIZTOLJ,O,X,O,X,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X
SIZLTJO,O,X,O,X,X,O,X,X
SIZLTOJ,O,X,O,X,X,O,X,X
SIZLJTO,O,X,O,X,X,X,X,X
SIZLJOT,X,X,O,X,X,X,X,O
SIZLOTJ,O,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X,X
SIZJTOL,O,O,X,O,X,X,X,O
SIZJLTO,O,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,O
SIZJOTL,O,O,X,O,O,X,X,O
SIZJOLT,O,X,X,X,O,X,X,O
SIZOTLJ,O,X,O,X,O,X,X,X
SIZOTJL,O,O,X,X,O,X,X,X
SIZOLTJ,O,X,O,X,O,X,X,X
SIZOLJT,O,X,O,X,O,X,X,X
SIZOJTL,O,O,X,X,O,X,X,O
SIZOJLT,O,X,X,X,O,X,X,O
SIOTLJZ,X,O,O,X,X,O,X,X
SIOTLZJ,O,X,O,X,O,O,X,X
SIOTJLZ,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,O,X,O,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X
SIOLTJZ,X,O,O,X,X,O,X,X
SIOLTZJ,O,X,O,X,O,O,X,X
SIOLJTZ,X,O,O,X,X,X,X,X
SIOLJZT,X,X,O,X,O,X,X,X
SIOLZTJ,O,X,O,X,O,O,X,X
SIOLZJT,O,X,O,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,O
SIOJTZL,X,O,X,X,X,X,X,O
SIOJLTZ,X,O,X,X,X,X,X,O
SIOJLZT,X,X,X,X,O,X,X,O
SIOJZTL,X,O,X,X,O,X,X,O
SIOJZLT,X,X,X,X,O,X,X,O
SIOZTLJ,O,X,O,X,O,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X
SIOZLTJ,O,X,O,X,O,X,X,X
SIOZLJT,O,X,O,X,O,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X
SIOZJLT,O,X,X,X,O,X,X,X
SLTIJZO,X,X,O,X,X,O,X,X
SLTIJOZ,X,O,O,X,X,X,X,X
SLTIZJO,O,X,O,X,X,O,X,X
SLTIZOJ,O,X,O,X,X,O,X,X
SLTIOJZ,X,O,O,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,O,X,X
SLTJIZO,X,X,O,X,X,O,X,X
SLTJIOZ,X,O,O,X,X,X,X,X
SLTJZIO,O,X,X,X,X,O,X,X
SLTJZOI,X,X,X,X,X,O,X,X
SLTJOIZ,X,O,O,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X
SLTZIJO,O,X,O,X,X,O,X,X
SLTZIOJ,O,X,O,X,X,O,X,X
SLTZJIO,O,X,X,X,X,O,X,X
SLTZJOI,X,X,X,X,X,O,X,X
SLTZOIJ,O,X,O,X,X,O,X,X
SLTZOJI,O,X,X,X,X,O,X,X
SLTOIJZ,X,O,O,X,X,O,X,X
SLTOIZJ,O,X,O,X,X,O,X,X
SLTOJIZ,X,O,O,X,X,O,X,X
SLTOJZI,O,O,X,X,X,O,X,X
SLTOZIJ,O,X,O,X,X,O,X,X
SLTOZJI,O,X,X,X,X,O,X,X
SLITJZO,X,X,O,X,X,O,X,X
SLITJOZ,X,O,O,X,X,X,X,X
SLITZJO,O,X,O,X,X,O,X,X
SLITZOJ,O,X,O,X,X,O,X,X
SLITOJZ,X,O,O,X,X,X,X,X
SLITOZJ,X,X,O,X,X,O,X,X
SLIJTZO,X,X,O,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,O,X
SLIJZTO,X,X,O,X,X,X,O,X
SLIJZOT,X,X,O,X,X,X,O,X
SLIJOTZ,X,O,O,X,X,X,O,O
SLIJOZT,X,X,O,X,X,X,O,O
SLIZTJO,O,X,O,X,X,O,X,X
SLIZTOJ,O,X,O,X,X,O,X,X
SLIZJTO,O,X,O,X,X,X,X,X
SLIZJOT,X,X,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X
SLIZOJT,X,X,O,X,X,X,X,X
SLIOTJZ,X,O,O,X,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X,X
SLIOJZT,X,X,O,X,X,X,X,X
SLIOZTJ,X,X,O,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,X,X
SLJTIZO,X,X,O,X,X,O,X,X
SLJTIOZ,X,O,O,X,X,X,X,X
SLJTZIO,O,X,X,X,X,O,X,X
SLJTZOI,X,X,X,X,X,O,X,X
SLJTOIZ,X,O,O,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X
SLJITZO,X,X,O,X,X,X,O,X
SLJITOZ,X,O,O,X,X,X,O,X
SLJIZTO,X,X,O,X,X,X,O,X
SLJIZOT,X,X,O,X,X,X,O,X
SLJIOTZ,X,O,O,X,X,X,O,O
SLJIOZT,X,X,O,X,X,X,O,O
SLJZTIO,O,X,X,O,X,O,X,X
SLJZTOI,X,X,X,O,X,O,X,X
SLJZITO,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,X,X,X,O
SLJZOTI,X,X,X,O,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,O
SLJOTIZ,X,O,O,X,X,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X
SLJOITZ,X,O,O,X,X,X,O,O
SLJOIZT,X,X,O,X,X,X,O,O
SLJOZTI,X,X,X,O,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,O
SLZTIJO,O,X,O,O,X,O,X,X
SLZTIOJ,O,X,O,X,X,O,X,X
SLZTJIO,O,X,X,O,X,O,X,X
SLZTJOI,X,X,X,O,X,O,X,X
SLZTOIJ,O,X,O,X,X,O,X,X
SLZTOJI,O,X,X,X,X,O,X,X
SLZITJO,O,X,O,X,X,O,X,X
SLZITOJ,O,X,O,X,X,O,X,X
SLZIJTO,O,X,O,X,X,X,X,X
SLZIJOT,X,X,O,X,X,X,X,O
SLZIOTJ,O,X,O,X,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,O,X,X
SLZJTOI,X,X,X,O,X,O,X,X
SLZJITO,O,X,X,X,X,X,X,X
SLZJIOT,X,X,X,X,X,X,X,O
SLZJOTI,X,X,X,O,O,X,X,X
SLZJOIT,X,X,X,X,O,X,X,O
SLZOTIJ,O,X,O,X,O,O,X,X
SLZOTJI,O,X,X,X,O,O,X,X
SLZOITJ,O,X,O,X,O,X,X,X
SLZOIJT,O,X,O,X,O,X,X,X
SLZOJTI,O,X,X,X,O,X,X,X
SLZOJIT,O,X,X,X,O,X,X,X
SLOTIJZ,X,O,O,X,X,O,X,X
SLOTIZJ,O,X,O,X,O,O,X,X
SLOTJIZ,X,O,O,X,X,O,X,X
SLOTJZI,O,O,X,X,X,O,X,X
SLOTZIJ,O,X,O,X,O,O,X,X
SLOTZJI,O,X,X,X,O,O,X,X
SLOITJZ,X,O,O,X,X,O,X,X
SLOITZJ,O,X,O,X,O,O,X,X
SLOIJTZ,X,O,O,X,X,X,X,X
SLOIJZT,X,X,O,X,O,X,X,X
SLOIZTJ,O,X,O,X,O,O,X,X
SLOIZJT,O,X,O,X,O,X,X,X
SLOJTIZ,X,O,O,X,X,O,X,X
SLOJTZI,O,O,X,X,X,O,X,X
SLOJITZ,X,O,O,X,X,X,X,X
SLOJIZT,X,X,O,X,O,X,X,X
SLOJZTI,O,X,X,X,O,O,X,X
SLOJZIT,O,X,X,X,O,X,X,X
SLOZTIJ,O,X,O,X,O,O,X,X
SLOZTJI,O,X,X,X,O,O,X,X
SLOZITJ,O,X,O,X,O,O,X,X
SLOZIJT,O,X,O,X,O,X,X,X
SLOZJTI,O,X,X,X,O,O,X,X
SLOZJIT,O,X,X,X,O,X,X,X
SJTILZO,X,X,X,X,X,X,O,X
SJTILOZ,X,O,X,X,X,X,O,X
SJTIZLO,X,X,X,O,X,X,O,X
SJTIZOL,X,O,X,O,X,X,O,X
SJTIOLZ,X,O,X,X,X,X,O,O
SJTIOZL,X,O,X,O,X,X,O,O
SJTLIZO,X,X,X,X,X,O,X,X
SJTLIOZ,X,O,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,O,X,X
SJTLZOI,X,X,X,X,X,O,X,X
SJTLOIZ,X,O,X,X,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,X,X,X
SJTZIOL,O,O,X,O,X,X,X,O
SJTZLIO,O,X,X,O,X,O,X,X
SJTZLOI,X,X,X,O,X,O,X,X
SJTZOIL,O,O,X,O,X,X,X,O
SJTZOLI,O,O,X,O,X,X,X,X
SJTOILZ,X,O,X,X,X,X,O,O
SJTOIZL,X,O,X,O,X,X,O,O
SJTOLIZ,X,O,X,X,X,O,X,X
SJTOLZI,O,O,X,X,X,O,X,X
SJTOZIL,O,O,X,O,X,X,X,O
SJTOZLI,O,O,X,O,X,X,X,X
SJITLZO,X,X,X,X,X,X,O,X
SJITLOZ,X,O,X,X,X,X,O,X
SJITZLO,X,X,X,O,X,X,O,X
SJITZOL,X,O,X,O,X,X,O,X
SJITOLZ,X,O,X,X,X,X,O,O
SJITOZL,X,O,X,O,X,X,O,O
SJILTZO,X,X,X,X,X,X,O,X
SJILTOZ,X,O,X,X,X,X,O,X
SJILZTO,X,X,X,X,X,X,O,X
SJILZOT,X,X,X,X,X,X,O,X
SJILOTZ,X,O,X,X,X,X,O,O
SJILOZT,X,X,X,X,X,X,O,O
SJIZTLO,X,X,X,O,X,X,O,X
SJIZTOL,X,O,X,O,X,X,O,O
SJIZLTO,X,X,X,X,X,X,O,X
SJIZLOT,X,X,X,X,X,X,O,O
SJIZOTL,X,O,X,O,X,X,O,O
SJIZOLT,X,X,X,X,X,X,O,O
SJIOTLZ,X,O,X,X,X,X,O,O
SJIOTZL,X,O,X,O,X,X,O,O
SJIOLTZ,X,O,X,X,X,X,O,O
SJIOLZT,X,X,X,X,X,X,O,O
SJIOZTL,X,O,X,O,X,X,O,O
SJIOZLT,X,X,X,X,X,X,O,O
SJLTIZO,X,X,X,X,X,O,X,X
SJLTIOZ,X,O,X,X,X,X,X,X
SJLTZIO,O,X,X,X,X,O,X,X
SJLTZOI,X,X,X,X,X,O,X,X
SJLTOIZ,X,O,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X
SJLITZO,X,X,X,X,X,X,O,X
SJLITOZ,X,O,X,X,X,X,O,X
SJLIZTO,X,X,X,X,X,X,O,X
SJLIZOT,X,X,X,X,X,X,O,X
SJLIOTZ,X,O,X,X,X,X,O,O
SJLIOZT,X,X,X,X,X,X,O,O
SJLZTIO,O,X,X,O,X,O,X,X
SJLZTOI,X,X,X,O,X,O,X,X
SJLZITO,O,X,X,X,X,X,X,X
SJLZIOT,X,X,X,X,X,X,X,O
SJLZOTI,X,X,X,O,X,X,X,X
SJLZOIT,X,X,X,X,X,X,X,O
SJLOTIZ,X,O,X,X,X,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X
SJLOITZ,X,O,X,X,X,X,O,O
SJLOIZT,X,X,X,X,X,X,O,O
SJLOZTI,X,X,X,O,X,X,X,X
SJLOZIT,X,X,X,X,X,X,X,O
SJZTILO,O,O,X,O,X,X,X,X
SJZTIOL,O,O,X,O,X,X,X,O
SJZTLIO,O,O,X,O,X,O,X,X
SJZTLOI,X,O,X,O,X,O,X,X
SJZTOIL,O,O,X,O,O,X,X,O
SJZTOLI,O,O,X,O,O,X,X,X
SJZITLO,O,O,X,O,X,X,X,X
SJZITOL,O,O,X,O,X,X,X,O
SJZILTO,O,O,X,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,X,O
SJZIOTL,O,O,X,O,O,X,X,O
SJZIOLT,O,O,X,X,O,X,X,O
SJZLTIO,O,O,X,O,X,O,X,X
SJZLTOI,X,O,X,O,X,O,X,X
SJZLITO,O,O,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,O
SJZLOTI,X,O,X,O,O,X,X,X
SJZLOIT,X,O,X,X,O,X,X,O
SJZOTIL,O,O,X,O,O,X,X,O
SJZOTLI,O,O,X,O,O,X,X,X
SJZOITL,O,O,X,O,O,X,X,O
SJZOILT,O,O,X,X,O,X,X,O
SJZOLTI,O,O,X,O,O,X,X,X
SJZOLIT,O,O,X,X,O,X,X,O
SJOTILZ,X,O,X,X,X,X,O,O
SJOTIZL,X,O,X,O,X,X,O,O
SJOTLIZ,X,O,X,X,X,O,X,X
SJOTLZI,O,O,X,X,X,O,X,X
SJOTZIL,O,O,X,O,X,X,X,O
SJOTZLI,O,O,X,O,X,X,X,X
SJOITLZ,X,O,X,X,X,X,O,O
SJOITZL,X,O,X,O,X,X,O,O
SJOILTZ,X,O,X,X,X,X,O,O
SJOILZT,X,X,X,X,O,X,O,O
SJOIZTL,X,O,X,O,O,X,O,O
SJOIZLT,X,X,X,X,O,X,O,O
SJOLTIZ,X,O,X,X,X,O,X,X
SJOLTZI,O,O,X,X,X,O,X,X
SJOLITZ,X,O,X,X,X,X,O,O
SJOLIZT,X,X,X,X,O,X,O,O
SJOLZTI,O,X,X,O,O,O,X,X
SJOLZIT,O,X,X,X,O,X,X,O
SJOZTIL,O,O,X,O,O,X,X,O
SJOZTLI,O,O,X,O,O,X,X,X
SJOZITL,O,O,X,O,O,X,X,O
SJOZILT,O,O,X,X,O,X,X,O
SJOZLTI,O,O,X,O,O,X,X,X
SJOZLIT,O,O,X,X,O,X,X,O
SZTILJO,O,O,X,O,X,O,X,X
SZTILOJ,O,O,X,X,X,O,X,X
SZTIJLO,O,O,X,O,X,X,X,X
SZTIJOL,O,O,X,O,X,X,X,O
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,O,X,X,X,X
