sequence,v115@EhC8IeA8CeA8EeE8DeB8Jex/IvhFlhBTkBilBXnB8s?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gBUiB2pBTmBys?BxwB,v115@EhC8IeA8CeA8EeE8DeB8Jel/IvhF3gB2pBxmB8sBas?BTrB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBxmB8sBzm?B2wB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhFRhB1pBmlBznBUs?B3rB,v115@EhC8IeA8CeA8EeE8DeB8Jei/IvhF3gB1pBTmBmnBUn?BxwB,v115@EhC8IeA8CeA8EeE8DeB8JeT/IvhFxgB2nBypB1rB3s?BUrB
SIZLOTJ,X,O,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X
SIZJTLO,X,O,O,O,X,X,X
SIZJTOL,X,O,O,O,X,X,X
SIZJLTO,X,O,O,O,X,X,X
SIZJLOT,X,O,X,X,X,X,X
SIZJOTL,X,O,O,O,X,X,X
SIZJOLT,X,O,O,X,X,X,X
SIZOTLJ,X,O,X,O,X,O,X
SIZOTJL,X,O,O,X,X,O,X
SIZOLTJ,X,O,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X
SIZOJTL,X,O,O,X,X,O,X
SIZOJLT,X,O,O,X,X,X,X
SIOTLJZ,X,O,X,X,X,O,X
SIOTLZJ,X,O,X,X,X,O,X
SIOTJLZ,X,O,X,X,X,O,X
SIOTJZL,X,O,X,X,X,O,X
SIOTZLJ,X,O,X,X,X,O,X
SIOTZJL,X,O,X,X,X,O,X
SIOLTJZ,X,O,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,O,X
SIOLJTZ,X,O,X,X,X,O,X
SIOLJZT,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,O,X
SIOJTZL,X,O,O,X,X,O,X
SIOJLTZ,X,O,X,X,X,O,X
SIOJLZT,X,O,X,X,X,X,X
SIOJZTL,X,O,O,X,X,O,X
SIOJZLT,X,O,O,X,X,X,X
SIOZTLJ,X,O,X,X,X,O,X
SIOZTJL,X,O,O,X,X,O,X
SIOZLTJ,X,O,X,X,X,X,X
SIOZLJT,X,O,O,X,X,X,X
SIOZJTL,X,O,O,X,X,O,X
SIOZJLT,X,O,O,X,X,X,X
SLTIJZO,O,O,X,O,X,X,O
SLTIJOZ,O,X,X,X,X,O,O
SLTIZJO,O,O,X,O,X,X,O
SLTIZOJ,O,O,X,O,X,O,O
SLTIOJZ,O,O,X,X,X,O,O
SLTIOZJ,O,O,X,X,X,O,O
SLTJIZO,X,O,X,O,X,X,O
SLTJIOZ,X,X,X,X,X,O,O
SLTJZIO,X,O,X,O,X,X,O
SLTJZOI,X,O,X,O,X,X,O
SLTJOIZ,X,X,X,X,X,X,O
SLTJOZI,X,O,X,O,X,X,O
SLTZIJO,X,O,X,O,X,X,O
SLTZIOJ,X,O,X,O,X,O,O
SLTZJIO,X,O,X,O,X,X,O
SLTZJOI,X,O,X,O,X,X,O
SLTZOIJ,X,O,X,O,X,X,O
SLTZOJI,X,O,X,O,X,X,O
SLTOIJZ,O,X,X,X,X,O,O
SLTOIZJ,O,X,X,X,X,O,O
SLTOJIZ,X,X,X,X,X,X,O
SLTOJZI,X,X,X,O,X,X,O
SLTOZIJ,X,O,X,O,X,X,O
SLTOZJI,X,O,X,O,X,X,O
SLITJZO,O,O,X,X,X,X,O
SLITJOZ,O,O,X,X,X,O,O
SLITZJO,O,O,X,X,X,X,O
SLITZOJ,O,O,X,X,X,O,O
SLITOJZ,O,O,X,X,X,O,O
SLITOZJ,O,O,X,X,X,O,O
SLIJTZO,O,O,X,X,X,X,O
SLIJTOZ,O,O,X,X,X,X,O
SLIJZTO,O,O,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,O
SLIJOTZ,X,O,X,X,X,X,O
SLIJOZT,X,O,X,X,X,X,O
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,O,O,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O
SLIZOTJ,O,O,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,O
SLIOTJZ,X,O,X,X,X,O,O
SLIOTZJ,X,O,X,X,X,O,O
SLIOJTZ,X,O,X,X,X,O,O
SLIOJZT,X,O,X,X,X,X,O
SLIOZTJ,X,O,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,O
SLJTIZO,O,O,X,O,X,X,O
SLJTIOZ,O,O,X,X,X,X,O
SLJTZIO,X,O,O,O,X,X,O
SLJTZOI,X,O,O,O,X,X,O
SLJTOIZ,O,X,X,X,X,X,O
SLJTOZI,X,O,O,O,X,X,O
SLJITZO,O,O,X,X,X,X,O
SLJITOZ,O,O,X,X,X,X,O
SLJIZTO,O,O,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,O
SLJIOTZ,X,O,X,X,X,X,O
SLJIOZT,X,O,X,X,X,X,O
SLJZTIO,O,O,O,O,X,X,O
SLJZTOI,O,O,O,O,X,X,O
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,X,X,X,X,X,O
SLJZOTI,O,O,O,X,X,X,O
SLJZOIT,O,X,O,X,X,X,O
SLJOTIZ,O,X,X,X,X,X,O
SLJOTZI,X,O,O,X,X,X,O
SLJOITZ,O,X,X,X,X,X,O
SLJOIZT,O,X,X,X,X,X,O
SLJOZTI,O,O,O,X,X,X,O
SLJOZIT,O,X,O,X,X,X,O
SLZTIJO,O,O,X,O,X,X,O
SLZTIOJ,O,O,X,O,X,X,O
SLZTJIO,O,O,X,O,X,X,O
SLZTJOI,O,O,X,O,X,X,O
SLZTOIJ,O,O,X,O,X,X,O
SLZTOJI,O,O,X,O,X,X,O
SLZITJO,O,O,X,O,X,X,X
SLZITOJ,O,O,X,O,X,X,X
SLZIJTO,O,O,O,X,X,X,X
SLZIJOT,O,X,X,X,X,X,O
SLZIOTJ,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,O
SLZJTIO,O,O,O,O,X,X,O
SLZJTOI,O,O,O,O,X,X,O
SLZJITO,O,O,O,O,X,X,X
SLZJIOT,O,X,X,X,X,X,O
SLZJOTI,O,O,O,X,X,X,O
SLZJOIT,O,X,O,X,X,X,O
SLZOTIJ,O,O,X,X,X,X,O
SLZOTJI,O,O,X,X,X,X,O
SLZOITJ,O,X,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,O
SLZOJTI,O,O,O,X,X,X,O
SLZOJIT,O,X,O,X,X,X,O
SLOTIJZ,O,X,X,X,X,X,O
SLOTIZJ,O,X,X,X,X,X,O
SLOTJIZ,X,X,X,X,X,X,O
SLOTJZI,X,X,X,X,X,X,O
SLOTZIJ,X,O,X,X,X,X,O
SLOTZJI,X,O,X,X,X,X,O
SLOITJZ,O,X,X,X,X,X,O
SLOITZJ,O,X,X,X,X,X,O
SLOIJTZ,O,X,X,X,X,X,O
SLOIJZT,O,X,X,X,X,X,O
SLOIZTJ,O,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,O
SLOJTIZ,O,X,X,X,X,X,O
SLOJTZI,X,O,O,X,X,X,O
SLOJITZ,O,X,X,X,X,X,O
SLOJIZT,O,X,X,X,X,X,O
SLOJZTI,O,O,O,X,X,X,O
SLOJZIT,O,X,O,X,X,X,O
SLOZTIJ,O,O,X,X,X,X,O
SLOZTJI,O,O,X,X,X,X,O
SLOZITJ,O,X,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,O
SLOZJTI,O,O,O,X,X,X,O
SLOZJIT,O,X,O,X,X,X,O
SJTILZO,X,O,X,O,O,X,O
SJTILOZ,X,O,X,X,O,O,O
SJTIZLO,X,O,O,O,X,X,O
SJTIZOL,X,O,O,O,X,X,X
SJTIOLZ,X,O,X,X,X,O,O
SJTIOZL,X,O,O,X,X,O,X
SJTLIZO,X,O,X,O,O,X,O
SJTLIOZ,X,O,X,X,O,O,O
SJTLZIO,X,O,O,O,O,X,O
SJTLZOI,X,O,O,O,X,X,O
SJTLOIZ,X,X,X,X,O,X,O
SJTLOZI,X,O,O,O,O,X,O
SJTZILO,X,O,O,O,O,X,O
SJTZIOL,X,O,O,O,X,X,X
SJTZLIO,X,O,O,O,O,X,O
SJTZLOI,X,O,O,O,X,X,O
SJTZOIL,X,X,O,O,X,X,X
SJTZOLI,X,X,O,O,X,X,X
SJTOILZ,X,O,X,X,O,X,O
SJTOIZL,X,O,O,X,X,X,X
SJTOLIZ,X,X,X,X,O,X,O
SJTOLZI,X,O,O,O,O,X,O
SJTOZIL,X,X,O,O,O,X,X
SJTOZLI,X,X,O,O,O,X,X
SJITLZO,X,O,X,O,O,X,O
SJITLOZ,X,O,X,X,O,O,O
SJITZLO,X,O,O,O,X,X,O
SJITZOL,X,O,O,O,X,X,X
SJITOLZ,X,O,X,X,X,O,O
SJITOZL,X,O,O,X,X,O,X
SJILTZO,X,O,X,X,X,X,O
SJILTOZ,X,O,X,X,X,X,O
SJILZTO,X,O,X,X,X,X,X
SJILZOT,X,O,X,X,X,X,O
SJILOTZ,X,O,X,X,X,X,O
SJILOZT,X,O,X,X,X,X,O
SJIZTLO,X,O,O,O,X,X,X
SJIZTOL,X,O,O,O,X,X,X
SJIZLTO,X,O,O,O,X,X,X
SJIZLOT,X,O,X,X,X,X,X
SJIZOTL,X,O,O,O,X,X,X
SJIZOLT,X,O,O,X,X,X,X
SJIOTLZ,X,O,X,X,X,O,X
SJIOTZL,X,O,O,X,X,O,X
SJIOLTZ,X,O,X,X,X,O,X
SJIOLZT,X,O,X,X,X,X,X
SJIOZTL,X,O,O,X,X,O,X
SJIOZLT,X,O,O,X,X,X,X
SJLTIZO,O,O,X,O,X,X,O
SJLTIOZ,O,O,X,X,X,X,O
SJLTZIO,X,O,O,O,X,X,O
SJLTZOI,X,O,O,O,X,X,O
SJLTOIZ,O,X,X,X,X,X,O
SJLTOZI,X,O,O,O,X,X,O
SJLITZO,O,O,X,X,X,X,O
SJLITOZ,O,O,X,X,X,X,O
SJLIZTO,O,O,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,O
SJLIOTZ,X,O,X,X,X,X,O
SJLIOZT,X,O,X,X,X,X,O
SJLZTIO,O,O,O,O,X,X,O
SJLZTOI,O,O,O,O,X,X,O
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,X,X,X,X,X,O
SJLZOTI,O,O,O,X,X,X,O
SJLZOIT,O,X,O,X,X,X,O
SJLOTIZ,O,X,X,X,X,X,O
SJLOTZI,X,O,O,X,X,X,O
SJLOITZ,O,X,X,X,X,X,O
SJLOIZT,O,X,X,X,X,X,O
SJLOZTI,O,O,O,X,X,X,O
SJLOZIT,O,X,O,X,X,X,O
SJZTILO,O,O,O,O,O,X,O
SJZTIOL,O,O,O,O,X,X,X
SJZTLIO,O,O,O,O,O,X,O
SJZTLOI,O,O,O,O,X,X,O
SJZTOIL,O,X,O,O,X,X,X
SJZTOLI,O,X,O,O,X,X,X
SJZITLO,O,O,O,O,O,X,X
SJZITOL,O,O,O,O,X,X,X
SJZILTO,O,O,O,O,X,X,X
SJZILOT,O,O,X,X,X,X,X
SJZIOTL,O,O,O,O,X,X,X
SJZIOLT,O,O,O,X,X,X,X
SJZLTIO,O,O,O,O,X,X,O
SJZLTOI,O,O,O,O,X,X,O
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,X,X,X,X,X,O
SJZLOTI,O,O,O,X,X,X,O
SJZLOIT,O,X,O,X,X,X,O
SJZOTIL,O,X,O,O,X,X,X
SJZOTLI,O,X,O,O,X,X,X
SJZOITL,O,X,O,O,X,X,X
SJZOILT,O,X,O,X,X,X,X
SJZOLTI,O,X,O,X,X,X,X
SJZOLIT,O,X,O,X,X,X,X
SJOTILZ,X,O,X,X,O,X,O
SJOTIZL,X,O,O,X,X,X,X
SJOTLIZ,X,X,X,X,O,X,O
SJOTLZI,X,O,O,O,O,X,O
SJOTZIL,X,X,O,O,O,X,X
SJOTZLI,X,X,O,O,O,X,X
SJOITLZ,X,O,X,X,O,X,X
SJOITZL,X,O,O,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X
SJOILZT,O,O,X,X,X,X,X
SJOIZTL,O,O,O,X,X,X,X
SJOIZLT,O,O,O,X,X,X,X
SJOLTIZ,O,X,X,X,X,X,O
SJOLTZI,X,O,O,X,X,X,O
SJOLITZ,O,X,X,X,X,X,O
SJOLIZT,O,X,X,X,X,X,O
SJOLZTI,O,O,O,X,X,X,O
SJOLZIT,O,X,O,X,X,X,O
SJOZTIL,O,X,O,O,O,X,X
SJOZTLI,O,X,O,O,O,X,X
SJOZITL,O,X,O,O,O,X,X
SJOZILT,O,X,O,X,X,X,X
SJOZLTI,O,X,O,X,X,X,X
SJOZLIT,O,X,O,X,X,X,X
SZTILJO,O,O,X,O,X,X,O
SZTILOJ,O,O,X,O,X,O,O
SZTIJLO,X,X,O,O,X,X,O
SZTIJOL,X,X,O,O,X,X,X
SZTIOLJ,O,O,X,O,X,O,X
SZTIOJL,O,O,X,X,X,O,X
SZTLIJO,O,O,X,O,X,X,O
SZTLIOJ,O,O,X,O,X,O,O
SZTLJIO,O,O,X,O,X,X,O
SZTLJOI,O,O,X,O,X,X,O
SZTLOIJ,O,O,X,O,X,X,O
SZTLOJI,O,O,X,O,X,X,O
SZTJILO,O,X,O,O,O,X,O
SZTJIOL,O,X,O,O,X,X,X
SZTJLIO,O,X,O,O,O,X,O
SZTJLOI,O,X,O,O,X,X,O
SZTJOIL,O,X,O,O,X,X,X
SZTJOLI,O,X,O,O,X,X,X
SZTOILJ,O,X,X,O,X,X,X
SZTOIJL,O,X,O,X,X,X,X
SZTOLIJ,O,X,X,O,X,X,X
SZTOLJI,O,X,X,O,X,X,X
SZTOJIL,O,X,O,O,X,X,X
SZTOJLI,O,X,O,O,X,X,X
SZITLJO,O,O,X,O,X,X,X
SZITLOJ,O,O,X,O,X,O,X
SZITJLO,X,X,O,O,X,X,X
SZITJOL,X,X,O,O,X,X,X
SZITOLJ,O,O,X,O,X,O,X
SZITOJL,O,O,X,X,X,O,X
SZILTJO,O,O,X,O,X,X,X
SZILTOJ,O,O,X,O,X,X,X
SZILJTO,O,O,O,X,X,X,X
SZILJOT,X,O,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X
SZIJTLO,O,O,O,O,X,X,X
SZIJTOL,O,O,O,O,X,X,X
SZIJLTO,O,O,O,O,X,X,X
SZIJLOT,O,O,X,X,X,X,X
SZIJOTL,O,O,O,O,X,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,O,X,O,X,O,X
SZIOTJL,O,O,O,X,X,O,X
SZIOLTJ,O,O,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,O,O,X,X,O,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,X,O,X,X,O
SZLTIOJ,O,O,X,O,X,X,O
SZLTJIO,O,O,X,O,X,X,O
SZLTJOI,O,O,X,O,X,X,O
SZLTOIJ,O,O,X,O,X,X,O
SZLTOJI,O,O,X,O,X,X,O
SZLITJO,O,O,X,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X
SZLIJTO,O,O,O,X,X,X,X
SZLIJOT,O,X,X,X,X,X,O
SZLIOTJ,O,X,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X,O
SZLJTIO,O,O,O,O,X,X,O
SZLJTOI,O,O,O,O,X,X,O
SZLJITO,O,O,O,O,X,X,X
SZLJIOT,O,X,X,X,X,X,O
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,X,O,X,X,X,O
SZLOTIJ,O,O,X,X,X,X,O
SZLOTJI,O,O,X,X,X,X,O
SZLOITJ,O,X,X,X,X,X,X
SZLOIJT,O,X,O,X,X,X,O
SZLOJTI,O,O,O,X,X,X,O
SZLOJIT,O,X,O,X,X,X,O
SZJTILO,O,O,O,O,O,X,O
SZJTIOL,O,O,O,O,X,X,X
SZJTLIO,O,O,O,O,O,X,O
SZJTLOI,O,O,O,O,X,X,O
SZJTOIL,O,X,O,O,X,X,X
SZJTOLI,O,X,O,O,X,X,X
SZJITLO,O,O,O,O,O,X,X
SZJITOL,O,O,O,O,X,X,X
SZJILTO,O,O,O,O,X,X,X
SZJILOT,O,O,X,X,X,X,X
SZJIOTL,O,O,O,O,X,X,X
SZJIOLT,O,O,O,X,X,X,X
SZJLTIO,O,O,O,O,X,X,O
SZJLTOI,O,O,O,O,X,X,O
SZJLITO,O,O,O,O,X,X,X
SZJLIOT,O,X,X,X,X,X,O
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,X,O,X,X,X,O
SZJOTIL,O,X,O,O,X,X,X
SZJOTLI,O,X,O,O,X,X,X
SZJOITL,O,X,O,O,X,X,X
SZJOILT,O,X,O,X,X,X,X
SZJOLTI,O,X,O,X,X,X,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,O,X,X,O,X,X,X
SZOTIJL,O,X,O,X,X,X,X
SZOTLIJ,O,X,X,O,X,X,X
SZOTLJI,O,X,X,O,X,X,X
SZOTJIL,O,X,O,O,X,X,X
SZOTJLI,O,X,O,O,X,X,X
SZOITLJ,O,X,X,O,X,X,X
SZOITJL,O,X,O,X,X,X,X
SZOILTJ,O,X,X,X,X,X,X
SZOILJT,O,X,O,X,X,X,X
SZOIJTL,O,X,O,X,X,X,X
SZOIJLT,O,X,O,X,X,X,X
SZOLTIJ,O,X,X,X,X,X,X
SZOLTJI,O,X,X,X,X,X,X
SZOLITJ,O,X,X,X,X,X,X
SZOLIJT,O,X,O,X,X,X,X
SZOLJTI,O,X,O,X,X,X,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,O,X,O,O,X,X,X
SZOJTLI,O,X,O,O,X,X,X
SZOJITL,O,X,O,O,X,X,X
SZOJILT,O,X,O,X,X,X,X
SZOJLTI,O,X,O,X,X,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,X,O,X,X,X,O,O
SOTILZJ,X,O,X,X,X,O,O
SOTIJLZ,X,O,X,X,X,O,O
SOTIJZL,X,O,X,X,X,O,X
SOTIZLJ,X,O,X,X,X,O,X
SOTIZJL,X,O,X,X,X,O,X
SOTLIJZ,X,X,X,X,X,O,O
SOTLIZJ,X,X,X,X,X,O,O
SOTLJIZ,X,X,X,X,O,X,O
SOTLJZI,X,X,X,O,O,X,O
SOTLZIJ,X,O,X,O,X,X,O
SOTLZJI,X,O,X,O,X,X,O
SOTJILZ,X,X,X,X,O,X,O
SOTJIZL,X,X,O,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,O
SOTJLZI,X,X,O,O,O,X,O
SOTJZIL,X,X,O,O,O,X,X
SOTJZLI,X,X,O,O,O,X,X
SOTZILJ,X,X,X,O,X,X,X
SOTZIJL,X,X,O,X,X,X,X
SOTZLIJ,X,X,X,O,X,X,X
SOTZLJI,X,X,X,O,X,X,X
SOTZJIL,X,X,O,O,O,X,X
SOTZJLI,X,X,O,O,O,X,X
SOITLJZ,X,O,X,X,X,O,X
SOITLZJ,X,O,X,X,X,O,X
SOITJLZ,X,O,X,X,X,O,X
SOITJZL,X,O,X,X,X,O,X
SOITZLJ,X,O,X,X,X,O,X
SOITZJL,X,O,X,X,X,O,X
SOILTJZ,O,O,X,X,X,O,X
SOILTZJ,O,O,X,X,X,O,X
SOILJTZ,O,O,X,X,X,O,X
SOILJZT,O,O,X,X,X,X,X
SOILZTJ,O,O,X,X,X,X,X
SOILZJT,O,O,X,X,X,X,X
SOIJTLZ,X,O,X,X,X,O,X
SOIJTZL,X,O,O,X,X,O,X
SOIJLTZ,O,O,X,X,X,O,X
SOIJLZT,O,O,X,X,X,X,X
SOIJZTL,O,O,O,X,X,O,X
SOIJZLT,O,O,O,X,X,X,X
SOIZTLJ,O,O,X,X,X,O,X
SOIZTJL,O,O,O,X,X,O,X
SOIZLTJ,O,O,X,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,O,O,X,X,O,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,O,X,X,X,X,X,O
SOLTIZJ,O,X,X,X,X,X,O
SOLTJIZ,X,X,X,X,X,X,O
SOLTJZI,X,X,X,X,X,X,O
SOLTZIJ,X,O,X,X,X,X,O
SOLTZJI,X,O,X,X,X,X,O
SOLITJZ,O,X,X,X,X,X,O
SOLITZJ,O,X,X,X,X,X,O
SOLIJTZ,O,X,X,X,X,X,O
SOLIJZT,O,X,X,X,X,X,O
SOLIZTJ,O,X,X,X,X,X,X
SOLIZJT,O,X,X,X,X,X,O
SOLJTIZ,O,X,X,X,X,X,O
SOLJTZI,X,O,O,X,X,X,O
SOLJITZ,O,X,X,X,X,X,O
SOLJIZT,O,X,X,X,X,X,O
SOLJZTI,O,O,O,X,X,X,O
SOLJZIT,O,X,O,X,X,X,O
SOLZTIJ,O,O,X,X,X,X,O
SOLZTJI,O,O,X,X,X,X,O
SOLZITJ,O,X,X,X,X,X,X
SOLZIJT,O,X,O,X,X,X,O
SOLZJTI,O,O,O,X,X,X,O
SOLZJIT,O,X,O,X,X,X,O
SOJTILZ,X,O,X,X,O,X,O
SOJTIZL,X,O,O,X,X,X,X
SOJTLIZ,X,X,X,X,O,X,O
SOJTLZI,X,O,O,O,O,X,O
SOJTZIL,X,X,O,O,O,X,X
SOJTZLI,X,X,O,O,O,X,X
SOJITLZ,X,O,X,X,O,X,X
SOJITZL,X,O,O,X,X,X,X
SOJILTZ,O,O,X,X,X,X,X
SOJILZT,O,O,X,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X
SOJIZLT,O,O,O,X,X,X,X
SOJLTIZ,O,X,X,X,X,X,O
SOJLTZI,X,O,O,X,X,X,O
SOJLITZ,O,X,X,X,X,X,O
SOJLIZT,O,X,X,X,X,X,O
SOJLZTI,O,O,O,X,X,X,O
SOJLZIT,O,X,O,X,X,X,O
SOJZTIL,O,X,O,O,O,X,X
SOJZTLI,O,X,O,O,O,X,X
SOJZITL,O,X,O,O,O,X,X
SOJZILT,O,X,O,X,X,X,X
SOJZLTI,O,X,O,X,X,X,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,O,X,X,O,X,X,X
SOZTIJL,O,X,O,X,X,X,X
SOZTLIJ,O,X,X,O,X,X,X
SOZTLJI,O,X,X,O,X,X,X
SOZTJIL,O,X,O,O,O,X,X
SOZTJLI,O,X,O,O,O,X,X
SOZITLJ,O,X,X,O,X,X,X
SOZITJL,O,X,O,X,X,X,X
SOZILTJ,O,X,X,X,X,X,X
SOZILJT,O,X,O,X,X,X,X
SOZIJTL,O,X,O,X,X,X,X
SOZIJLT,O,X,O,X,X,X,X
SOZLTIJ,O,X,X,X,X,X,X
SOZLTJI,O,X,X,X,X,X,X
SOZLITJ,O,X,X,X,X,X,X
SOZLIJT,O,X,O,X,X,X,X
SOZLJTI,O,X,O,X,X,X,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,O,X,O,O,O,X,X
SOZJTLI,O,X,O,O,O,X,X
SOZJITL,O,X,O,O,O,X,X
SOZJILT,O,X,O,X,X,X,X
SOZJLTI,O,X,O,X,X,X,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,X,X,X,O,X,X,X
ZTILJOS,X,X,X,O,X,O,X
ZTILSJO,X,X,X,O,X,X,X
ZTILSOJ,X,X,X,O,X,O,X
ZTILOJS,X,X,X,X,X,O,X
ZTILOSJ,X,X,X,O,X,O,X
ZTIJLSO,X,X,O,O,O,X,X
ZTIJLOS,X,X,X,O,O,O,X
ZTIJSLO,X,X,O,O,O,X,X
ZTIJSOL,X,X,O,O,X,X,X
ZTIJOLS,X,X,X,O,O,O,X
ZTIJOSL,X,X,O,O,X,O,X
ZTISLJO,X,X,X,O,X,X,X
ZTISLOJ,X,X,X,O,X,O,X
ZTISJLO,X,X,O,O,X,X,X
ZTISJOL,X,X,O,O,X,X,X
ZTISOLJ,X,X,X,O,X,O,X
ZTISOJL,X,X,X,X,X,O,X
ZTIOLJS,X,X,X,X,X,O,X
ZTIOLSJ,X,X,X,O,X,O,X
ZTIOJLS,X,X,X,X,X,O,X
ZTIOJSL,X,X,X,X,X,O,X
ZTIOSLJ,X,X,X,O,X,O,X
ZTIOSJL,X,X,X,X,X,O,X
ZTLIJSO,O,X,X,O,X,X,X
ZTLIJOS,O,X,X,O,X,O,X
ZTLISJO,O,X,X,O,X,X,X
ZTLISOJ,O,X,X,O,X,O,X
ZTLIOJS,O,X,X,X,X,O,X
ZTLIOSJ,O,X,X,O,X,O,X
ZTLJISO,O,X,X,O,O,X,X
ZTLJIOS,O,X,X,O,O,O,X
ZTLJSIO,O,X,X,O,O,X,X
ZTLJSOI,O,X,X,O,X,X,X
ZTLJOIS,O,X,X,O,O,X,X
ZTLJOSI,O,X,X,O,O,X,X
ZTLSIJO,O,X,X,O,X,X,X
ZTLSIOJ,O,X,X,O,X,O,X
ZTLSJIO,O,X,X,O,X,X,X
ZTLSJOI,O,X,X,O,X,X,X
ZTLSOIJ,O,X,X,O,X,X,X
ZTLSOJI,O,X,X,O,X,X,X
ZTLOIJS,O,X,X,X,X,X,X
ZTLOISJ,O,X,X,O,X,X,X
ZTLOJIS,O,X,X,O,O,X,X
ZTLOJSI,O,X,X,O,O,X,X
ZTLOSIJ,O,X,X,O,X,X,X
ZTLOSJI,O,X,X,O,X,X,X
ZTJILSO,X,X,O,O,O,X,X
ZTJILOS,X,X,X,O,O,O,X
ZTJISLO,X,X,O,O,O,X,X
ZTJISOL,X,X,O,O,X,X,X
ZTJIOLS,X,X,O,O,O,O,X
ZTJIOSL,X,X,O,O,X,O,X
ZTJLISO,O,X,O,O,O,X,X
ZTJLIOS,O,X,X,O,O,O,X
ZTJLSIO,O,X,O,O,O,X,X
ZTJLSOI,O,X,O,O,X,X,X
ZTJLOIS,O,X,O,O,O,X,X
ZTJLOSI,O,X,O,O,O,X,X
ZTJSILO,O,X,O,O,O,X,X
ZTJSIOL,O,X,O,O,X,X,X
ZTJSLIO,O,X,O,O,O,X,X
ZTJSLOI,O,X,O,O,X,X,X
ZTJSOIL,O,X,O,O,X,X,X
ZTJSOLI,O,X,O,O,X,X,X
ZTJOILS,O,X,O,O,O,X,X
ZTJOISL,O,X,O,O,O,X,X
ZTJOLIS,O,X,O,O,O,X,X
ZTJOLSI,O,X,O,O,O,X,X
ZTJOSIL,O,X,O,O,O,X,X
ZTJOSLI,O,X,O,O,O,X,X
ZTSILJO,O,X,X,O,X,X,X
ZTSILOJ,O,X,X,O,X,O,X
ZTSIJLO,X,X,O,O,X,X,X
ZTSIJOL,X,X,O,O,X,X,X
ZTSIOLJ,O,X,X,O,X,O,X
ZTSIOJL,O,X,X,X,X,O,X
ZTSLIJO,O,X,X,O,X,X,X
ZTSLIOJ,O,X,X,O,X,O,X
ZTSLJIO,O,X,X,O,X,X,X
ZTSLJOI,O,X,X,O,X,X,X
ZTSLOIJ,O,X,X,O,X,X,X
ZTSLOJI,O,X,X,O,X,X,X
ZTSJILO,O,X,O,O,O,X,X
ZTSJIOL,O,X,O,O,X,X,X
ZTSJLIO,O,X,O,O,O,X,X
ZTSJLOI,O,X,O,O,X,X,X
ZTSJOIL,O,X,O,O,X,X,X
ZTSJOLI,O,X,O,O,X,X,X
ZTSOILJ,O,X,X,O,X,X,X
ZTSOIJL,O,X,O,X,X,X,X
ZTSOLIJ,O,X,X,O,X,X,X
ZTSOLJI,O,X,X,O,X,X,X
ZTSOJIL,O,X,O,O,X,X,X
ZTSOJLI,O,X,O,O,X,X,X
