sequence,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBRiBcoBXmBTnBSwB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBXiBTjB1sBCrBUrB,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBSnBTjB8qBRsB3rB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoBCrBTrB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoB6rBzqB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBTjBCmBXnB0nBVwB
OJSTZLI,X,O,X,O,O,O
OJSITLZ,X,O,X,O,O,O
OJSITZL,X,O,X,O,O,X
OJSILTZ,X,X,X,X,O,X
OJSILZT,X,X,O,X,X,X
OJSIZTL,X,X,O,X,O,X
OJSIZLT,X,X,O,X,X,X
OJSLTIZ,O,X,X,O,O,O
OJSLTZI,O,X,X,O,O,O
OJSLITZ,O,X,X,X,O,X
OJSLIZT,O,X,X,X,X,X
OJSLZTI,O,X,X,O,O,X
OJSLZIT,O,X,X,X,X,X
OJSZTIL,O,X,O,O,O,X
OJSZTLI,X,X,X,O,O,O
OJSZITL,O,X,O,X,O,X
OJSZILT,O,X,O,X,X,X
OJSZLTI,O,X,X,O,O,X
OJSZLIT,O,X,X,X,X,X
OJZTILS,O,O,O,X,X,X
OJZTISL,O,O,O,X,O,X
OJZTLIS,O,O,O,X,X,O
OJZTLSI,O,O,X,X,O,O
OJZTSIL,O,O,O,O,O,X
OJZTSLI,X,O,X,O,O,O
OJZITLS,O,O,O,X,X,X
OJZITSL,O,O,O,X,O,X
OJZILTS,O,X,O,X,X,X
OJZILST,O,X,O,X,X,X
OJZISTL,O,X,O,X,O,X
OJZISLT,O,X,O,X,X,X
OJZLTIS,O,X,O,X,X,X
OJZLTSI,O,X,X,O,O,X
OJZLITS,O,X,O,X,X,X
OJZLIST,O,X,O,X,X,X
OJZLSTI,O,X,X,O,O,X
OJZLSIT,O,X,X,X,X,X
OJZSTIL,O,X,O,O,O,X
OJZSTLI,X,X,X,O,O,O
OJZSITL,O,X,O,X,O,X
OJZSILT,O,X,O,X,X,X
OJZSLTI,O,X,X,O,O,X
OJZSLIT,O,X,X,X,X,X
OSTILJZ,X,O,X,O,O,O
OSTILZJ,X,O,X,O,O,O
OSTIJLZ,X,O,X,O,O,O
OSTIJZL,X,O,X,O,O,X
OSTIZLJ,X,X,X,X,O,X
OSTIZJL,X,O,X,O,O,X
OSTLIJZ,X,O,X,O,O,O
OSTLIZJ,X,O,X,O,O,O
OSTLJIZ,X,O,X,O,O,O
OSTLJZI,X,O,X,O,O,O
OSTLZIJ,X,O,X,O,O,O
OSTLZJI,X,O,X,O,O,O
OSTJILZ,X,O,X,O,O,O
OSTJIZL,X,O,X,O,O,X
OSTJLIZ,X,O,X,O,O,O
OSTJLZI,X,O,X,O,O,O
OSTJZIL,O,O,O,O,O,X
OSTJZLI,X,O,X,O,O,O
OSTZILJ,X,X,O,X,O,X
OSTZIJL,O,O,O,O,O,X
OSTZLIJ,X,O,X,X,O,O
OSTZLJI,X,O,X,X,O,O
OSTZJIL,O,O,O,O,O,X
OSTZJLI,X,O,X,O,O,O
OSITLJZ,X,O,X,O,O,O
OSITLZJ,X,O,X,O,O,O
OSITJLZ,X,O,X,O,O,O
OSITJZL,X,O,X,O,O,X
OSITZLJ,X,X,X,X,O,X
OSITZJL,X,O,X,O,O,X
OSILTJZ,X,X,X,X,O,X
OSILTZJ,X,X,X,X,O,X
OSILJTZ,X,X,X,X,O,X
OSILJZT,X,X,O,X,X,X
OSILZTJ,X,X,O,X,X,X
OSILZJT,X,X,O,X,X,X
OSIJTLZ,X,O,X,O,O,O
OSIJTZL,X,O,X,O,O,X
OSIJLTZ,X,X,X,X,O,X
OSIJLZT,X,X,O,X,X,X
OSIJZTL,X,X,O,X,O,X
OSIJZLT,X,X,O,X,X,X
OSIZTLJ,X,X,O,X,O,X
OSIZTJL,X,X,O,X,O,X
OSIZLTJ,X,X,O,X,X,X
OSIZLJT,X,X,O,X,X,X
OSIZJTL,X,X,O,X,O,X
OSIZJLT,X,X,O,X,X,X
OSLTIJZ,O,X,X,O,O,O
OSLTIZJ,O,X,X,O,O,O
OSLTJIZ,O,X,X,O,O,O
OSLTJZI,O,X,X,O,O,O
OSLTZIJ,O,X,X,O,O,O
OSLTZJI,O,X,X,O,O,O
OSLITJZ,O,X,X,X,O,X
OSLITZJ,O,X,X,X,O,X
OSLIJTZ,O,X,X,X,O,X
OSLIJZT,O,X,X,X,X,X
OSLIZTJ,O,X,X,X,X,X
OSLIZJT,O,X,X,X,X,X
OSLJTIZ,O,X,X,O,O,O
OSLJTZI,O,X,X,O,O,O
OSLJITZ,O,X,X,X,O,X
OSLJIZT,O,X,X,X,X,X
OSLJZTI,O,X,X,O,O,X
OSLJZIT,O,X,X,X,X,X
OSLZTIJ,O,X,X,O,O,X
OSLZTJI,O,X,X,O,O,X
OSLZITJ,O,X,X,X,X,X
OSLZIJT,O,X,X,X,X,X
OSLZJTI,O,X,X,O,O,X
OSLZJIT,O,X,X,X,X,X
OSJTILZ,X,O,X,O,O,O
OSJTIZL,X,O,X,O,O,X
OSJTLIZ,X,O,X,O,O,O
OSJTLZI,X,O,X,O,O,O
OSJTZIL,O,O,O,O,O,X
OSJTZLI,X,O,X,O,O,O
OSJITLZ,X,O,X,O,O,O
OSJITZL,X,O,X,O,O,X
OSJILTZ,X,X,X,X,O,X
OSJILZT,X,X,O,X,X,X
OSJIZTL,X,X,O,X,O,X
OSJIZLT,X,X,O,X,X,X
OSJLTIZ,O,X,X,O,O,O
OSJLTZI,O,X,X,O,O,O
OSJLITZ,O,X,X,X,O,X
OSJLIZT,O,X,X,X,X,X
OSJLZTI,O,X,X,O,O,X
OSJLZIT,O,X,X,X,X,X
OSJZTIL,O,X,O,O,O,X
OSJZTLI,X,X,X,O,O,O
OSJZITL,O,X,O,X,O,X
OSJZILT,O,X,O,X,X,X
OSJZLTI,O,X,X,O,O,X
OSJZLIT,O,X,X,X,X,X
OSZTILJ,X,X,O,X,O,X
OSZTIJL,O,X,O,O,O,X
OSZTLIJ,X,X,X,X,O,O
OSZTLJI,X,X,X,X,O,O
OSZTJIL,O,X,O,O,O,X
OSZTJLI,X,X,X,O,O,O
OSZITLJ,X,X,O,X,O,X
OSZITJL,O,X,O,X,O,X
OSZILTJ,O,X,O,X,X,X
OSZILJT,O,X,O,X,X,X
OSZIJTL,O,X,O,X,O,X
OSZIJLT,O,X,O,X,X,X
OSZLTIJ,O,X,X,O,O,X
OSZLTJI,O,X,X,O,O,X
OSZLITJ,O,X,X,X,X,X
OSZLIJT,O,X,X,X,X,X
OSZLJTI,O,X,X,O,O,X
OSZLJIT,O,X,X,X,X,X
OSZJTIL,O,X,O,O,O,X
OSZJTLI,X,X,X,O,O,O
OSZJITL,O,X,O,X,O,X
OSZJILT,O,X,O,X,X,X
OSZJLTI,O,X,X,O,O,X
OSZJLIT,O,X,X,X,X,X
OZTILJS,O,O,O,X,X,X
OZTILSJ,O,O,O,X,X,X
OZTIJLS,O,O,O,X,X,X
OZTIJSL,O,O,O,X,O,X
OZTISLJ,X,X,O,X,O,X
OZTISJL,O,O,O,X,O,X
OZTLIJS,O,O,O,X,X,O
OZTLISJ,O,O,O,X,X,O
OZTLJIS,O,O,O,X,X,O
OZTLJSI,O,O,X,X,O,O
OZTLSIJ,O,O,X,X,O,O
OZTLSJI,O,O,X,X,O,O
OZTJILS,O,O,O,X,X,X
OZTJISL,O,O,O,X,O,X
OZTJLIS,O,O,O,X,X,O
OZTJLSI,O,O,X,X,O,O
OZTJSIL,O,O,O,O,O,X
OZTJSLI,X,O,X,O,O,O
OZTSILJ,X,X,O,X,O,X
OZTSIJL,O,O,O,O,O,X
OZTSLIJ,X,O,X,X,O,O
OZTSLJI,X,O,X,X,O,O
OZTSJIL,O,O,O,O,O,X
OZTSJLI,X,O,X,O,O,O
OZITLJS,O,O,O,X,X,X
OZITLSJ,O,O,O,X,X,X
OZITJLS,O,O,O,X,X,X
OZITJSL,O,O,O,X,O,X
OZITSLJ,X,X,O,X,O,X
OZITSJL,O,O,O,X,O,X
OZILTJS,O,X,O,X,X,X
OZILTSJ,O,X,O,X,X,X
OZILJTS,O,X,O,X,X,X
OZILJST,O,X,O,X,X,X
OZILSTJ,O,X,O,X,X,X
OZILSJT,O,X,O,X,X,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,O,O,X,O,X
OZIJLTS,O,X,O,X,X,X
OZIJLST,O,X,O,X,X,X
OZIJSTL,O,X,O,X,O,X
OZIJSLT,O,X,O,X,X,X
OZISTLJ,X,X,O,X,O,X
OZISTJL,O,X,O,X,O,X
OZISLTJ,O,X,O,X,X,X
OZISLJT,O,X,O,X,X,X
OZISJTL,O,X,O,X,O,X
OZISJLT,O,X,O,X,X,X
OZLTIJS,O,X,O,X,X,X
OZLTISJ,O,X,O,X,X,X
OZLTJIS,O,X,O,X,X,X
OZLTJSI,O,X,X,O,O,X
OZLTSIJ,O,X,X,O,O,X
OZLTSJI,O,X,X,O,O,X
OZLITJS,O,X,O,X,X,X
OZLITSJ,O,X,O,X,X,X
OZLIJTS,O,X,O,X,X,X
OZLIJST,O,X,O,X,X,X
OZLISTJ,O,X,O,X,X,X
OZLISJT,O,X,O,X,X,X
OZLJTIS,O,X,O,X,X,X
OZLJTSI,O,X,X,O,O,X
OZLJITS,O,X,O,X,X,X
OZLJIST,O,X,O,X,X,X
OZLJSTI,O,X,X,O,O,X
OZLJSIT,O,X,X,X,X,X
OZLSTIJ,O,X,X,O,O,X
OZLSTJI,O,X,X,O,O,X
OZLSITJ,O,X,X,X,X,X
OZLSIJT,O,X,X,X,X,X
OZLSJTI,O,X,X,O,O,X
OZLSJIT,O,X,X,X,X,X
OZJTILS,O,O,O,X,X,X
OZJTISL,O,O,O,X,O,X
OZJTLIS,O,O,O,X,X,O
OZJTLSI,O,O,X,X,O,O
OZJTSIL,O,O,O,O,O,X
OZJTSLI,X,O,X,O,O,O
OZJITLS,O,O,O,X,X,X
OZJITSL,O,O,O,X,O,X
OZJILTS,O,X,O,X,X,X
OZJILST,O,X,O,X,X,X
OZJISTL,O,X,O,X,O,X
OZJISLT,O,X,O,X,X,X
OZJLTIS,O,X,O,X,X,X
OZJLTSI,O,X,X,O,O,X
OZJLITS,O,X,O,X,X,X
OZJLIST,O,X,O,X,X,X
OZJLSTI,O,X,X,O,O,X
OZJLSIT,O,X,X,X,X,X
OZJSTIL,O,X,O,O,O,X
OZJSTLI,X,X,X,O,O,O
OZJSITL,O,X,O,X,O,X
OZJSILT,O,X,O,X,X,X
OZJSLTI,O,X,X,O,O,X
OZJSLIT,O,X,X,X,X,X
OZSTILJ,X,X,O,X,O,X
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,X,X,X,X,O,O
OZSTLJI,X,X,X,X,O,O
OZSTJIL,O,X,O,O,O,X
OZSTJLI,X,X,X,O,O,O
OZSITLJ,X,X,O,X,O,X
OZSITJL,O,X,O,X,O,X
OZSILTJ,O,X,O,X,X,X
OZSILJT,O,X,O,X,X,X
OZSIJTL,O,X,O,X,O,X
OZSIJLT,O,X,O,X,X,X
OZSLTIJ,O,X,X,O,O,X
OZSLTJI,O,X,X,O,O,X
OZSLITJ,O,X,X,X,X,X
OZSLIJT,O,X,X,X,X,X
OZSLJTI,O,X,X,O,O,X
OZSLJIT,O,X,X,X,X,X
OZSJTIL,O,X,O,O,O,X
OZSJTLI,X,X,X,O,O,O
OZSJITL,O,X,O,X,O,X
OZSJILT,O,X,O,X,X,X
OZSJLTI,O,X,X,O,O,X
OZSJLIT,O,X,X,X,X,X
