sequence,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBVnBaoBT?kBeqB0sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeKEJvhFUhBGiBZoBF?lB/sBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBliBikBU?nBetBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBmiBypBF?nBzsB0pB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeUBJvhFRiB/pBFlBi?nBzsBmpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeT/IvhFXhBZoBUnBl?pBOqB6sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFVmBUiBikBe?tB3nBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeOFJvhFXhBZoBTkBF?nB6sB0pB
JOISLZT,O,X,O,O,X,X,X,X
JOISZTL,O,X,O,O,X,X,X,O
JOISZLT,O,X,O,O,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X
JOIZTSL,O,X,O,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X
JOIZLST,O,X,O,X,X,X,X,X
JOIZSTL,O,X,O,X,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X,X
JOLTISZ,O,X,O,O,X,X,O,X
JOLTIZS,O,X,O,O,X,X,O,X
JOLTSIZ,O,X,O,O,X,X,O,X
JOLTSZI,O,X,O,O,X,X,O,X
JOLTZIS,O,X,O,O,X,X,O,X
JOLTZSI,O,X,O,O,X,X,O,X
JOLITSZ,O,X,O,O,X,X,O,X
JOLITZS,O,X,O,O,X,X,O,X
JOLISTZ,O,X,O,O,O,X,O,X
JOLISZT,O,X,O,O,O,X,X,X
JOLIZTS,O,X,O,O,X,X,O,X
JOLIZST,O,X,O,O,O,X,X,X
JOLSTIZ,O,X,O,O,O,X,O,X
JOLSTZI,O,X,O,O,O,X,O,X
JOLSITZ,O,X,O,O,O,X,O,X
JOLSIZT,O,X,O,O,O,X,X,X
JOLSZTI,O,X,O,X,O,X,X,X
JOLSZIT,O,X,O,O,O,X,X,X
JOLZTIS,O,X,O,X,X,X,O,X
JOLZTSI,O,X,O,X,X,X,O,X
JOLZITS,O,X,O,O,X,X,O,X
JOLZIST,O,X,O,O,O,X,X,X
JOLZSTI,O,X,O,X,O,X,X,X
JOLZSIT,O,X,O,O,O,X,X,X
JOSTILZ,O,X,O,O,X,X,X,O
JOSTIZL,O,X,O,O,X,X,X,O
JOSTLIZ,O,X,O,O,O,X,O,O
JOSTLZI,O,X,O,O,O,X,O,X
JOSTZIL,O,X,O,O,X,X,X,O
JOSTZLI,O,X,O,O,O,X,O,X
JOSITLZ,O,X,O,O,X,X,X,O
JOSITZL,O,X,O,O,X,X,X,O
JOSILTZ,O,X,O,O,X,X,X,O
JOSILZT,O,X,O,O,X,X,X,X
JOSIZTL,O,X,O,O,X,X,X,O
JOSIZLT,O,X,O,O,X,X,X,X
JOSLTIZ,O,X,O,O,O,X,O,O
JOSLTZI,O,X,O,O,O,X,O,X
JOSLITZ,O,X,O,O,O,X,O,O
JOSLIZT,O,X,O,O,O,X,X,X
JOSLZTI,O,X,O,X,O,X,X,X
JOSLZIT,O,X,O,O,O,X,X,X
JOSZTIL,O,X,O,X,X,X,X,O
JOSZTLI,O,X,O,X,O,X,X,X
JOSZITL,O,X,O,O,X,X,X,O
JOSZILT,O,X,O,O,X,X,X,X
JOSZLTI,O,X,O,X,O,X,X,X
JOSZLIT,O,X,O,O,O,X,X,X
JOZTILS,O,X,O,X,X,X,O,X
JOZTISL,O,X,O,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,O,X
JOZTLSI,O,X,O,X,X,X,O,X
JOZTSIL,O,X,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,O,X
JOZITLS,O,X,O,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X
JOZISTL,O,X,O,X,X,X,X,X
JOZISLT,O,X,O,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,O,X
JOZLTSI,O,X,O,X,X,X,O,X
JOZLITS,O,X,O,O,X,X,O,X
JOZLIST,O,X,O,O,O,X,X,X
JOZLSTI,O,X,O,X,O,X,X,X
JOZLSIT,O,X,O,O,O,X,X,X
JOZSTIL,O,X,O,X,X,X,X,X
JOZSTLI,O,X,O,X,O,X,X,X
JOZSITL,O,X,O,O,X,X,X,X
JOZSILT,O,X,O,O,X,X,X,X
JOZSLTI,O,X,O,X,O,X,X,X
JOZSLIT,O,X,O,O,O,X,X,X
STILJZO,O,O,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,O
STILZJO,O,O,X,X,X,O,X,X
STILZOJ,O,O,X,X,O,O,X,X
STILOJZ,O,O,X,X,X,X,X,O
STILOZJ,X,O,X,X,X,O,X,X
STIJLZO,O,O,O,X,X,X,X,X
STIJLOZ,O,O,O,X,X,X,X,O
STIJZLO,O,O,O,X,X,O,X,X
STIJZOL,O,X,O,X,X,O,X,O
STIJOLZ,O,X,O,X,X,X,X,O
STIJOZL,O,X,O,X,X,O,X,O
STIZLJO,O,O,X,X,X,O,X,X
STIZLOJ,O,O,X,X,O,O,X,X
STIZJLO,O,O,X,X,X,O,X,X
STIZJOL,O,X,X,X,X,O,X,O
STIZOLJ,O,X,X,X,O,O,X,X
STIZOJL,X,X,X,X,X,O,X,O
STIOLJZ,O,X,X,O,O,X,X,O
STIOLZJ,X,X,X,X,O,O,X,X
STIOJLZ,X,X,X,O,X,X,X,O
STIOJZL,X,X,X,O,X,O,X,O
STIOZLJ,O,X,X,X,O,O,X,X
STIOZJL,X,X,X,O,X,O,X,O
STLIJZO,O,O,O,X,X,X,O,X
STLIJOZ,O,O,O,X,X,X,X,O
STLIZJO,O,O,X,X,X,O,X,X
STLIZOJ,O,O,X,X,O,O,X,X
STLIOJZ,O,O,X,O,X,X,X,O
STLIOZJ,X,O,X,O,X,O,X,X
STLJIZO,O,O,O,X,X,X,O,X
STLJIOZ,O,O,O,X,X,X,X,O
STLJZIO,O,O,O,X,X,X,O,X
STLJZOI,O,O,O,X,O,X,O,X
STLJOIZ,O,O,O,X,X,X,X,O
STLJOZI,O,O,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,X,X
STLZIOJ,O,O,X,X,O,O,X,X
STLZJIO,O,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X
STLZOIJ,O,O,X,X,O,O,X,X
STLZOJI,O,O,X,X,O,X,X,X
STLOIJZ,O,O,X,O,O,X,X,O
STLOIZJ,X,O,X,O,O,O,X,X
STLOJIZ,O,O,X,O,O,X,X,O
STLOJZI,O,O,X,O,O,X,X,X
STLOZIJ,X,O,X,O,O,O,X,X
STLOZJI,X,O,X,O,O,X,X,X
STJILZO,O,O,O,X,X,X,X,X
STJILOZ,O,O,O,X,X,X,X,O
STJIZLO,O,O,O,X,X,O,X,X
STJIZOL,O,X,O,X,X,O,X,O
STJIOLZ,O,X,O,X,X,X,X,O
STJIOZL,O,X,O,X,X,O,X,O
STJLIZO,O,O,O,X,X,X,O,X
STJLIOZ,O,O,O,X,X,X,X,O
STJLZIO,O,O,O,X,X,X,O,X
STJLZOI,O,O,O,X,O,X,O,X
STJLOIZ,O,O,O,X,X,X,X,O
STJLOZI,O,O,O,X,X,X,X,X
STJZILO,O,O,O,X,X,O,X,X
STJZIOL,O,X,O,X,X,O,X,O
STJZLIO,O,O,O,X,X,X,O,X
STJZLOI,O,O,O,X,O,X,O,X
STJZOIL,O,X,O,X,X,O,X,O
STJZOLI,O,X,O,X,O,X,O,X
STJOILZ,O,X,O,X,X,X,X,O
STJOIZL,O,X,O,X,X,O,X,O
STJOLIZ,O,X,O,X,O,X,O,O
STJOLZI,O,X,O,X,O,X,O,X
STJOZIL,O,X,O,X,X,O,X,O
STJOZLI,O,X,O,X,O,X,O,X
STZILJO,O,O,X,X,X,O,X,X
STZILOJ,O,O,X,X,O,O,X,X
STZIJLO,O,O,X,X,X,O,X,X
STZIJOL,O,X,X,X,X,O,X,O
STZIOLJ,O,X,X,X,O,O,X,X
STZIOJL,X,X,X,X,X,O,X,O
STZLIJO,O,O,X,X,X,O,X,X
STZLIOJ,O,O,X,X,O,O,X,X
STZLJIO,O,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X
STZLOIJ,O,O,X,X,O,O,X,X
STZLOJI,O,O,X,X,O,X,X,X
STZJILO,O,O,X,X,X,O,X,X
STZJIOL,O,X,X,X,X,O,X,O
STZJLIO,O,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X
STZJOIL,O,X,X,X,X,O,X,O
STZJOLI,O,X,X,X,O,X,X,X
STZOILJ,O,X,X,X,O,O,X,X
STZOIJL,X,X,X,X,X,O,X,O
STZOLIJ,O,X,X,X,O,O,X,X
STZOLJI,O,X,X,X,O,X,X,X
STZOJIL,O,X,X,X,X,O,X,O
STZOJLI,O,X,X,X,O,X,X,X
STOILJZ,O,X,X,O,O,X,X,O
STOILZJ,X,X,X,O,O,O,X,X
STOIJLZ,X,X,O,O,X,X,X,O
STOIJZL,X,X,O,O,X,O,X,O
STOIZLJ,O,X,X,X,O,O,X,X
STOIZJL,X,X,X,O,X,O,X,O
STOLIJZ,O,X,O,O,O,X,O,O
STOLIZJ,X,X,X,O,O,O,X,X
STOLJIZ,O,X,O,O,O,X,O,O
STOLJZI,O,X,O,O,O,X,O,X
STOLZIJ,X,X,X,O,O,O,X,X
STOLZJI,X,X,X,O,O,X,X,X
STOJILZ,O,X,O,O,X,X,X,O
STOJIZL,O,X,O,O,X,O,X,O
STOJLIZ,O,X,O,O,O,X,O,O
STOJLZI,O,X,O,O,O,X,O,X
STOJZIL,O,X,O,O,X,O,X,O
STOJZLI,O,X,O,O,O,X,O,X
STOZILJ,O,X,X,X,O,O,X,X
STOZIJL,X,X,X,O,X,O,X,O
STOZLIJ,O,X,X,O,O,O,X,X
STOZLJI,O,X,X,O,O,X,X,X
STOZJIL,O,X,X,O,X,O,X,O
STOZJLI,O,X,X,O,O,X,X,X
SITLJZO,O,O,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O
SITLZJO,O,O,X,X,X,O,X,X
SITLZOJ,O,O,X,X,O,O,X,X
SITLOJZ,O,O,X,X,X,X,X,O
SITLOZJ,X,O,X,X,X,O,X,X
SITJLZO,O,O,O,X,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X,O
SITJZLO,O,O,O,X,X,O,X,X
SITJZOL,O,X,O,X,X,O,X,O
SITJOLZ,O,X,O,X,X,X,X,O
SITJOZL,O,X,O,X,X,O,X,O
SITZLJO,O,O,X,X,X,O,X,X
SITZLOJ,O,O,X,X,O,O,X,X
SITZJLO,O,O,X,X,X,O,X,X
SITZJOL,O,X,X,X,X,O,X,O
SITZOLJ,O,X,X,X,O,O,X,X
SITZOJL,X,X,X,X,X,O,X,O
SITOLJZ,O,X,X,O,O,X,X,O
SITOLZJ,X,X,X,X,O,O,X,X
SITOJLZ,X,X,X,O,X,X,X,O
SITOJZL,X,X,X,O,X,O,X,O
SITOZLJ,O,X,X,X,O,O,X,X
SITOZJL,X,X,X,O,X,O,X,O
SILTJZO,O,O,O,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,O
SILTZJO,O,O,X,X,X,O,X,X
SILTZOJ,O,O,X,X,O,O,X,X
SILTOJZ,O,O,X,O,X,X,X,O
SILTOZJ,X,O,X,O,X,O,X,X
SILJTZO,X,O,O,X,X,X,X,X
SILJTOZ,X,O,O,X,X,X,X,O
SILJZTO,X,O,O,X,X,X,X,X
SILJZOT,X,O,O,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X,O
SILJOZT,X,O,O,O,X,X,X,X
SILZTJO,O,O,X,X,X,O,X,X
SILZTOJ,O,O,X,X,O,O,X,X
SILZJTO,X,O,O,X,X,X,X,X
SILZJOT,X,O,O,X,X,X,X,X
SILZOTJ,X,O,X,O,X,X,X,X
SILZOJT,X,O,X,O,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,O
SILOTZJ,X,O,X,O,X,X,X,X
SILOJTZ,X,O,O,O,X,X,X,O
SILOJZT,X,O,O,O,X,X,X,X
SILOZTJ,X,O,X,O,X,X,X,X
SILOZJT,X,O,X,O,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,O
SIJTZLO,O,O,O,X,X,O,X,X
SIJTZOL,O,X,O,X,X,O,X,O
SIJTOLZ,O,X,O,X,X,X,X,O
SIJTOZL,O,X,O,X,X,O,X,O
SIJLTZO,O,O,O,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,O
SIJLZTO,O,O,O,X,X,X,X,X
SIJLZOT,X,O,O,X,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X,O
SIJLOZT,X,O,O,X,X,X,X,X
SIJZTLO,O,O,O,X,X,O,X,X
SIJZTOL,O,X,O,X,X,O,X,O
SIJZLTO,O,O,O,X,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X,X
SIJZOTL,O,X,O,X,X,X,X,O
SIJZOLT,O,O,O,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,X,O
SIJOTZL,O,X,O,O,X,X,X,O
SIJOLTZ,O,O,O,O,X,X,X,O
SIJOLZT,O,O,O,O,X,X,X,X
SIJOZTL,O,X,O,O,X,X,X,O
SIJOZLT,O,O,O,O,X,X,X,X
SIZTLJO,O,O,X,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,O,X,X
SIZTJLO,O,O,X,X,X,O,X,X
SIZTJOL,O,X,X,X,X,O,X,O
SIZTOLJ,O,X,X,X,O,O,X,X
SIZTOJL,X,X,X,X,X,O,X,O
SIZLTJO,O,O,X,X,X,O,X,X
SIZLTOJ,O,O,X,X,O,O,X,X
SIZLJTO,X,O,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,O,X,X
SIZJTOL,O,X,O,X,X,O,X,O
SIZJLTO,O,O,O,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X
SIZJOTL,O,X,O,X,X,X,X,O
SIZJOLT,O,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,O,X,X
SIZOTJL,X,X,X,O,X,O,X,O
SIZOLTJ,X,O,X,X,O,X,X,X
SIZOLJT,X,O,X,X,O,X,X,X
SIZOJTL,X,X,X,O,X,X,X,O
SIZOJLT,X,O,X,O,X,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,O
SIOTLZJ,X,X,X,O,O,O,X,X
SIOTJLZ,X,X,O,O,X,X,X,O
SIOTJZL,X,X,O,O,X,O,X,O
SIOTZLJ,O,X,X,X,O,O,X,X
SIOTZJL,X,X,X,O,X,O,X,O
SIOLTJZ,X,O,O,O,O,X,X,O
SIOLTZJ,X,O,X,O,O,X,X,X
SIOLJTZ,X,O,O,O,O,X,X,O
SIOLJZT,X,O,O,O,O,X,X,X
SIOLZTJ,X,O,X,O,O,X,X,X
SIOLZJT,X,O,O,O,O,X,X,X
SIOJTLZ,X,X,O,O,X,X,X,O
SIOJTZL,X,X,O,O,X,X,X,O
SIOJLTZ,X,O,O,O,X,X,X,O
SIOJLZT,X,O,O,O,X,X,X,X
SIOJZTL,X,X,O,O,X,X,X,O
SIOJZLT,X,O,O,O,X,X,X,X
SIOZTLJ,O,X,X,X,O,O,X,X
SIOZTJL,X,X,X,O,X,O,X,O
SIOZLTJ,X,O,X,X,O,X,X,X
SIOZLJT,X,O,X,X,O,X,X,X
SIOZJTL,X,X,O,O,X,X,X,O
SIOZJLT,X,O,O,O,X,X,X,X
SLTIJZO,O,O,O,X,X,X,O,X
SLTIJOZ,O,O,O,X,X,X,X,O
SLTIZJO,O,O,X,X,X,O,X,X
SLTIZOJ,O,O,X,X,O,O,X,X
SLTIOJZ,O,O,X,O,X,X,X,O
SLTIOZJ,X,O,X,O,X,O,X,X
SLTJIZO,O,O,O,X,X,X,O,X
SLTJIOZ,O,O,O,X,X,X,X,O
SLTJZIO,O,O,O,X,X,X,O,X
SLTJZOI,O,O,O,X,O,X,O,X
SLTJOIZ,O,O,O,X,X,X,X,O
SLTJOZI,O,O,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,X,X
SLTZIOJ,O,O,X,X,O,O,X,X
SLTZJIO,O,O,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X
SLTZOIJ,O,O,X,X,O,O,X,X
SLTZOJI,O,O,X,X,O,X,X,X
SLTOIJZ,O,O,X,O,O,X,X,O
SLTOIZJ,X,O,X,O,O,O,X,X
SLTOJIZ,O,O,X,O,O,X,X,O
SLTOJZI,O,O,X,O,O,X,X,X
SLTOZIJ,X,O,X,O,O,O,X,X
SLTOZJI,X,O,X,O,O,X,X,X
SLITJZO,O,O,O,X,X,X,O,X
SLITJOZ,O,O,O,X,X,X,X,O
SLITZJO,O,O,X,X,X,O,X,X
SLITZOJ,O,O,X,X,O,O,X,X
SLITOJZ,O,O,X,O,X,X,X,O
SLITOZJ,X,O,X,O,X,O,X,X
SLIJTZO,X,O,O,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,X,O
SLIJZTO,X,O,O,X,X,X,X,X
SLIJZOT,X,O,O,X,X,X,X,X
SLIJOTZ,X,O,O,O,X,X,X,O
SLIJOZT,X,O,O,O,X,X,X,X
SLIZTJO,O,O,X,X,X,O,X,X
SLIZTOJ,O,O,X,X,O,O,X,X
SLIZJTO,X,O,O,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X,X
SLIZOTJ,X,O,X,O,X,X,X,X
SLIZOJT,X,O,X,O,X,X,X,X
SLIOTJZ,X,O,X,O,X,X,X,O
SLIOTZJ,X,O,X,O,X,X,X,X
SLIOJTZ,X,O,O,O,X,X,X,O
SLIOJZT,X,O,O,O,X,X,X,X
SLIOZTJ,X,O,X,O,X,X,X,X
SLIOZJT,X,O,X,O,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X
SLJTIOZ,O,O,O,X,X,X,X,O
SLJTZIO,O,O,O,X,X,X,O,X
SLJTZOI,O,O,O,X,O,X,O,X
SLJTOIZ,O,O,O,X,X,X,X,O
SLJTOZI,O,O,O,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,O,X
SLJITOZ,O,O,O,X,X,X,X,O
SLJIZTO,O,O,O,X,X,X,X,X
SLJIZOT,X,O,O,X,X,X,X,X
SLJIOTZ,X,O,O,O,X,X,X,O
SLJIOZT,X,O,O,O,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,X,O,X,X,X
SLJZITO,O,O,O,X,X,X,X,X
SLJZIOT,X,O,O,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,X,X,O
SLJOTZI,O,O,O,O,X,X,X,X
SLJOITZ,O,O,O,O,X,X,X,O
SLJOIZT,O,O,O,O,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X
SLZTIJO,O,O,X,X,X,O,X,X
SLZTIOJ,O,O,X,X,O,O,X,X
SLZTJIO,O,O,X,X,X,X,X,X
SLZTJOI,O,O,X,X,O,X,X,X
SLZTOIJ,O,O,X,X,O,O,X,X
SLZTOJI,O,O,X,X,O,X,X,X
SLZITJO,O,O,X,X,X,O,X,X
SLZITOJ,O,O,X,X,O,O,X,X
SLZIJTO,X,O,O,X,X,X,X,X
SLZIJOT,X,O,O,X,X,X,X,X
SLZIOTJ,X,O,X,O,X,X,X,X
SLZIOJT,X,O,X,O,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X
SLZJTOI,O,O,O,X,O,X,X,X
SLZJITO,O,O,O,X,X,X,X,X
SLZJIOT,X,O,O,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,O,X,X,X
SLZOTJI,X,O,X,O,O,X,X,X
SLZOITJ,X,O,X,O,O,X,X,X
SLZOIJT,X,O,X,O,O,X,X,X
SLZOJTI,X,O,X,X,O,X,X,X
SLZOJIT,X,O,X,O,O,X,X,X
SLOTIJZ,X,O,O,O,O,X,X,O
SLOTIZJ,X,O,X,O,O,X,X,X
SLOTJIZ,X,O,O,O,O,X,X,O
SLOTJZI,X,O,O,O,O,X,X,X
SLOTZIJ,X,O,X,O,O,X,X,X
SLOTZJI,X,O,X,O,O,X,X,X
SLOITJZ,X,O,O,O,O,X,X,O
SLOITZJ,X,O,X,O,O,X,X,X
SLOIJTZ,X,O,O,O,O,X,X,O
SLOIJZT,X,O,O,O,O,X,X,X
SLOIZTJ,X,O,X,O,O,X,X,X
SLOIZJT,X,O,O,O,O,X,X,X
SLOJTIZ,X,O,O,O,O,X,X,O
SLOJTZI,X,O,O,O,O,X,X,X
SLOJITZ,X,O,O,O,O,X,X,O
SLOJIZT,X,O,O,O,O,X,X,X
SLOJZTI,X,O,O,X,O,X,X,X
SLOJZIT,X,O,O,O,O,X,X,X
SLOZTIJ,X,O,X,O,O,X,X,X
SLOZTJI,X,O,X,O,O,X,X,X
SLOZITJ,X,O,X,O,O,X,X,X
SLOZIJT,X,O,O,O,O,X,X,X
SLOZJTI,X,O,O,X,O,X,X,X
SLOZJIT,X,O,O,O,O,X,X,X
SJTILZO,O,O,O,X,X,X,X,X
SJTILOZ,O,O,O,X,X,X,X,O
SJTIZLO,O,O,O,X,X,O,X,X
SJTIZOL,O,X,O,X,X,O,X,O
SJTIOLZ,O,X,O,X,X,X,X,O
SJTIOZL,O,X,O,X,X,O,X,O
SJTLIZO,O,O,O,X,X,X,O,X
SJTLIOZ,O,O,O,X,X,X,X,O
SJTLZIO,O,O,O,X,X,X,O,X
SJTLZOI,O,O,O,X,O,X,O,X
SJTLOIZ,O,O,O,X,X,X,X,O
SJTLOZI,O,O,O,X,X,X,X,X
SJTZILO,O,O,O,X,X,O,X,X
SJTZIOL,O,X,O,X,X,O,X,O
SJTZLIO,O,O,O,X,X,X,O,X
SJTZLOI,O,O,O,X,O,X,O,X
SJTZOIL,O,X,O,X,X,O,X,O
SJTZOLI,O,X,O,X,O,X,O,X
SJTOILZ,O,X,O,X,X,X,X,O
SJTOIZL,O,X,O,X,X,O,X,O
SJTOLIZ,O,X,O,X,O,X,O,O
SJTOLZI,O,X,O,X,O,X,O,X
SJTOZIL,O,X,O,X,X,O,X,O
SJTOZLI,O,X,O,X,O,X,O,X
SJITLZO,O,O,O,X,X,X,X,X
SJITLOZ,O,O,O,X,X,X,X,O
SJITZLO,O,O,O,X,X,O,X,X
SJITZOL,O,X,O,X,X,O,X,O
SJITOLZ,O,X,O,X,X,X,X,O
SJITOZL,O,X,O,X,X,O,X,O
SJILTZO,O,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,O
SJILZTO,O,O,O,X,X,X,X,X
SJILZOT,X,O,O,X,X,X,X,X
SJILOTZ,X,O,O,X,X,X,X,O
SJILOZT,X,O,O,X,X,X,X,X
SJIZTLO,O,O,O,X,X,O,X,X
SJIZTOL,O,X,O,X,X,O,X,O
SJIZLTO,O,O,O,X,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X
SJIZOTL,O,X,O,X,X,X,X,O
SJIZOLT,O,O,O,X,X,X,X,X
SJIOTLZ,O,X,O,O,X,X,X,O
SJIOTZL,O,X,O,O,X,X,X,O
SJIOLTZ,O,O,O,O,X,X,X,O
SJIOLZT,O,O,O,O,X,X,X,X
SJIOZTL,O,X,O,O,X,X,X,O
SJIOZLT,O,O,O,O,X,X,X,X
SJLTIZO,O,O,O,X,X,X,O,X
SJLTIOZ,O,O,O,X,X,X,X,O
SJLTZIO,O,O,O,X,X,X,O,X
SJLTZOI,O,O,O,X,O,X,O,X
SJLTOIZ,O,O,O,X,X,X,X,O
SJLTOZI,O,O,O,X,X,X,X,X
SJLITZO,O,O,O,X,X,X,O,X
SJLITOZ,O,O,O,X,X,X,X,O
SJLIZTO,O,O,O,X,X,X,X,X
SJLIZOT,X,O,O,X,X,X,X,X
SJLIOTZ,X,O,O,O,X,X,X,O
SJLIOZT,X,O,O,O,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,X,O,X,X,X
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,X,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X,X
SJLOTIZ,O,O,O,O,X,X,X,O
SJLOTZI,O,O,O,O,X,X,X,X
SJLOITZ,O,O,O,O,X,X,X,O
SJLOIZT,O,O,O,O,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X,X
SJZTILO,O,O,O,X,X,O,X,X
SJZTIOL,O,X,O,X,X,O,X,O
SJZTLIO,O,O,O,X,X,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X
SJZTOIL,O,X,O,X,X,O,X,O
SJZTOLI,O,X,O,X,O,X,X,X
SJZITLO,O,O,O,X,X,O,X,X
SJZITOL,O,X,O,X,X,O,X,O
SJZILTO,O,O,O,X,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,X
SJZIOTL,O,X,O,X,X,X,X,O
SJZIOLT,O,O,O,X,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X,X
SJZLTOI,O,O,O,X,O,X,X,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,X,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X,O
SJZOTLI,O,X,O,X,O,X,X,X
SJZOITL,O,X,O,X,X,X,X,O
SJZOILT,O,O,O,X,X,X,X,X
SJZOLTI,O,O,O,X,O,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X
SJOTILZ,O,X,O,O,X,X,X,O
SJOTIZL,O,X,O,O,X,X,X,O
SJOTLIZ,O,X,O,O,O,X,O,O
SJOTLZI,O,X,O,O,O,X,O,X
SJOTZIL,O,X,O,O,X,X,X,O
SJOTZLI,O,X,O,O,O,X,O,X
SJOITLZ,O,X,O,O,X,X,X,O
SJOITZL,O,X,O,O,X,X,X,O
SJOILTZ,O,O,O,O,X,X,X,O
SJOILZT,O,O,O,O,X,X,X,X
SJOIZTL,O,X,O,O,X,X,X,O
SJOIZLT,O,O,O,O,X,X,X,X
SJOLTIZ,O,O,O,O,O,X,O,O
SJOLTZI,O,O,O,O,O,X,O,X
SJOLITZ,O,O,O,O,O,X,O,O
SJOLIZT,O,O,O,O,O,X,X,X
SJOLZTI,O,O,O,X,O,X,X,X
SJOLZIT,O,O,O,O,O,X,X,X
SJOZTIL,O,X,O,X,X,X,X,O
SJOZTLI,O,X,O,X,O,X,X,X
SJOZITL,O,X,O,O,X,X,X,O
SJOZILT,O,O,O,O,X,X,X,X
SJOZLTI,O,O,O,X,O,X,X,X
SJOZLIT,O,O,O,O,O,X,X,X
SZTILJO,O,O,X,X,X,O,X,X
SZTILOJ,O,O,X,X,O,O,X,X
SZTIJLO,O,O,X,X,X,O,X,X
SZTIJOL,O,X,X,X,X,O,X,O
SZTIOLJ,O,X,X,X,O,O,X,X
SZTIOJL,X,X,X,X,X,O,X,O
SZTLIJO,O,O,X,X,X,O,X,X
