sequence,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke0AJvhFlhB3iB?5oBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?arBGlBUqBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?crBesBClBTqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?asBGlBUqBTrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelBJvhF3iB5oB?cqBerBClBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeTBJvhFliB5oB?cqBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelAJvhF3iB5oB?0mBWqByvBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KelCJvhF5oBcqB?TmBesBClBXrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhF5oBFnB?GlBUqBTrBisB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8Ke8FJvhF3iB5oB?1rBClB2vBzrB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeVGJvhF3iB5oB?SqBzmB2wBUqB,v115@9gA8IeC8EeA8AeA8FeB8AeB8EeB8KeXBJvhFliB5oB?zmBSqB2wBUqB
LOTJISZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTJIZS,O,X,O,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOTSJIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOTSZJI,O,X,X,X,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,O,X,X,O,X,X,X,X,X
LOTZJIS,O,X,X,X,X,X,X,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITJZS,O,X,O,X,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOITZJS,O,X,X,X,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,O,X,X,X,X,X
LOIJTSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJTZS,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,O,X,X,X,X,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOISJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,X,O,X,X,X,X,X
LOISZJT,O,O,O,X,O,X,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,O,X,X,X,X,X
LOIZJTS,O,O,O,X,O,X,X,X,X,X,X,X
LOIZJST,O,O,O,X,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,O,X,X,X,X,X
LOIZSJT,O,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJTIZS,O,X,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,X,X,X
LOJTZIS,O,X,O,X,X,X,X,X,X,X,X,X
LOJTZSI,O,X,O,X,X,X,X,X,X,X,X,X
LOJITSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJITZS,O,X,O,X,X,X,X,X,X,X,X,X
LOJISTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,X,X
LOJSITZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X,X,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,O,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOSTJIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOSTZJI,O,X,X,X,X,X,X,X,X,X,X,X
LOSITJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,O,X,O,X,X,X
LOSIJTZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,O,X,X,X,X,X
LOSIZJT,O,O,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,X,X,X,X,X
LOSJITZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,O,X,X,O,X,X,X,X,X
LOSZIJT,O,O,O,X,O,X,X,X,X,X,X,X
LOSZJTI,O,O,O,X,O,X,X,X,X,X,X,X
LOSZJIT,O,O,O,X,O,X,X,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZTSJI,O,O,X,X,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZIJTS,O,O,O,X,O,X,X,X,X,X,X,X
LOZIJST,O,O,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZISJT,O,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,O,X,O,X,X,X,X,X,X,X
LOZJTSI,O,O,O,X,O,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,O,X,X,X,X,X,X,X
LOZJIST,O,O,O,X,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,X,O,X,X,X,X,X,X,X
LOZJSIT,O,O,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZSIJT,O,O,O,X,O,X,X,X,X,X,X,X
LOZSJTI,O,O,O,X,O,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,X,X,O,X,X,O,O,X
JTILSOZ,X,X,X,O,X,X,X,X,X,X,O,X
JTILZSO,X,X,O,O,X,O,O,X,X,O,X,X
JTILZOS,X,X,X,X,X,X,X,O,X,X,X,X
JTILOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,X,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,X,X,X,X,X,O,O,X
JTISLOZ,X,X,X,X,X,X,X,X,X,X,O,X
JTISZLO,X,X,O,X,X,O,X,X,X,O,O,X
JTISZOL,X,X,O,X,X,O,X,O,X,O,O,X
JTISOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JTISOZL,X,X,O,X,X,X,X,X,O,O,O,X
JTIZLSO,X,X,O,O,X,O,X,X,X,O,X,X
JTIZLOS,X,X,X,X,X,X,X,O,X,X,X,X
JTIZSLO,X,X,O,X,X,O,X,X,X,O,O,X
JTIZSOL,X,X,O,X,X,O,X,O,X,O,O,X
JTIZOLS,X,X,O,X,X,X,X,O,X,X,X,X
JTIZOSL,X,X,O,X,X,O,X,O,X,O,X,X
JTIOLSZ,X,X,X,X,X,X,X,X,X,X,X,O
JTIOLZS,X,X,O,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,X,X,O,O
JTIOSZL,X,X,O,X,X,X,X,X,O,O,O,O
JTIOZLS,X,X,O,X,X,X,X,O,X,X,X,X
JTIOZSL,X,X,O,X,X,O,X,O,X,O,X,O
JTLISZO,X,X,X,O,X,X,O,X,X,O,O,X
JTLISOZ,X,X,X,O,X,X,X,X,X,X,O,X
JTLIZSO,X,X,O,O,X,O,O,X,X,O,X,X
JTLIZOS,X,X,X,X,X,X,X,O,X,X,X,X
JTLIOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,X,X,X,X,X,X,X,X
JTLSIZO,X,X,X,O,X,X,O,X,X,O,O,X
JTLSIOZ,X,X,X,O,X,X,X,X,X,X,O,X
JTLSZIO,X,X,X,X,X,X,O,X,X,O,X,X
JTLSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZISO,X,X,O,O,X,O,O,X,X,O,X,X
JTLZIOS,X,X,X,X,X,X,X,O,X,X,X,X
JTLZSIO,X,X,O,O,X,O,O,X,X,O,X,X
JTLZSOI,X,X,X,X,X,O,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X,O,X,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,O,X,X,X,X,X,X,X,X
JTLOSZI,X,X,X,X,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,X,X,X,X
JTLOZSI,X,X,O,X,X,X,X,X,X,X,X,X
JTSILZO,X,X,X,X,X,X,X,X,X,O,O,X
JTSILOZ,X,X,X,X,X,X,X,X,X,X,O,X
JTSIZLO,X,X,O,X,X,O,X,X,X,O,O,X
JTSIZOL,X,X,O,X,X,O,X,O,X,O,O,X
JTSIOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JTSIOZL,X,X,O,X,X,X,X,X,O,O,O,X
JTSLIZO,X,X,X,X,X,X,X,X,X,O,O,X
JTSLIOZ,X,X,X,X,X,X,X,X,X,X,O,X
JTSLZIO,X,X,X,X,X,X,X,X,X,O,X,X
JTSLZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,X,X,O,X,X,O,X,X,X,O,O,X
JTSZIOL,X,X,O,X,X,O,X,O,X,O,O,X
JTSZLIO,X,X,O,X,X,O,X,X,X,O,X,X
JTSZLOI,X,X,X,X,X,O,X,X,X,X,X,X
JTSZOIL,X,X,O,X,X,O,X,O,X,O,X,X
JTSZOLI,X,X,X,X,X,O,X,X,X,X,X,X
JTSOILZ,X,X,X,X,X,X,X,X,X,X,O,X
JTSOIZL,X,X,O,X,X,X,X,X,X,O,O,X
JTSOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSOLZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSOZIL,X,X,O,X,X,X,X,X,X,O,X,X
JTSOZLI,X,X,O,X,X,X,X,X,X,X,X,X
JTZILSO,X,X,O,O,X,O,X,X,X,O,X,X
JTZILOS,X,X,X,X,X,X,X,O,X,X,X,X
JTZISLO,X,X,O,X,X,O,X,X,X,O,O,X
JTZISOL,X,X,O,X,X,O,X,O,X,O,O,X
JTZIOLS,X,X,O,X,X,X,X,O,X,X,X,X
JTZIOSL,X,X,O,X,X,O,X,O,X,O,X,X
JTZLISO,X,X,O,O,X,O,X,X,X,O,X,X
JTZLIOS,X,X,X,X,X,X,X,O,X,X,X,X
JTZLSIO,X,X,O,O,X,O,X,X,X,O,X,X
JTZLSOI,X,X,X,X,X,O,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X,O,X,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTZSILO,X,X,O,X,X,O,X,X,X,O,O,X
JTZSIOL,X,X,O,X,X,O,X,O,X,O,O,X
JTZSLIO,X,X,O,X,X,O,X,X,X,O,X,X
JTZSLOI,X,X,X,X,X,O,X,X,X,X,X,X
JTZSOIL,X,X,O,X,X,O,X,O,X,O,X,X
JTZSOLI,X,X,X,X,X,O,X,X,X,X,X,X
JTZOILS,X,X,O,X,X,X,X,O,X,X,X,X
JTZOISL,X,X,O,X,X,O,X,O,X,O,X,X
JTZOLIS,X,X,O,X,X,X,X,O,X,X,X,X
JTZOLSI,X,X,O,X,X,X,X,X,X,X,X,X
JTZOSIL,X,X,O,X,X,O,X,O,X,O,X,X
JTZOSLI,X,X,O,X,X,O,X,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X,X,X,X,X,X,O
JTOILZS,X,X,O,X,X,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,X,X,X,X,X,X,O,O
JTOISZL,X,X,O,X,X,X,X,X,O,O,O,O
JTOIZLS,X,X,O,X,X,X,X,O,X,X,X,X
JTOIZSL,X,X,O,X,X,O,X,O,X,O,X,O
JTOLISZ,X,X,X,X,X,X,X,X,X,X,X,O
JTOLIZS,X,X,O,X,X,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,X,X,X,X,X,X,O
JTOLSZI,X,X,X,X,X,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,X,X,X,X,X
JTOLZSI,X,X,O,X,X,X,X,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,X,X,X,X,O,O
JTOSIZL,X,X,O,X,X,X,X,X,O,O,O,O
JTOSLIZ,X,X,X,X,X,X,X,X,X,X,X,O
JTOSLZI,X,X,X,X,X,X,X,X,X,X,X,X
JTOSZIL,X,X,O,X,X,X,X,X,X,O,X,O
JTOSZLI,X,X,O,X,X,X,X,X,X,X,X,X
JTOZILS,X,X,O,X,X,X,X,O,X,X,X,X
JTOZISL,X,X,O,X,X,O,X,O,X,O,X,O
JTOZLIS,X,X,O,X,X,X,X,O,X,X,X,X
JTOZLSI,X,X,O,X,X,X,X,X,X,X,X,X
JTOZSIL,X,X,O,X,X,O,X,O,X,O,X,O
JTOZSLI,X,X,O,X,X,O,X,X,X,X,X,X
JITLSZO,X,X,X,O,X,X,O,X,X,O,O,X
JITLSOZ,X,X,X,O,X,X,X,X,X,X,O,X
JITLZSO,X,X,O,O,X,O,O,X,X,O,X,X
JITLZOS,X,X,X,X,X,X,X,O,X,X,X,X
JITLOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,X,O,X,X,X,X,X,X,X,X,X
JITSLZO,X,X,X,X,X,X,X,X,X,O,O,X
JITSLOZ,X,X,X,X,X,X,X,X,X,X,O,X
JITSZLO,X,X,O,X,X,O,X,X,X,O,O,X
JITSZOL,X,X,O,X,X,O,X,O,X,O,O,X
JITSOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JITSOZL,X,X,O,X,X,X,X,X,O,O,O,X
JITZLSO,X,X,O,O,X,O,X,X,X,O,X,X
JITZLOS,X,X,X,X,X,X,X,O,X,X,X,X
JITZSLO,X,X,O,X,X,O,X,X,X,O,O,X
JITZSOL,X,X,O,X,X,O,X,O,X,O,O,X
JITZOLS,X,X,O,X,X,X,X,O,X,X,X,X
JITZOSL,X,X,O,X,X,O,X,O,X,O,X,X
JITOLSZ,X,X,X,X,X,X,X,X,X,X,X,O
JITOLZS,X,X,O,X,X,X,X,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,X,X,O,O
JITOSZL,X,X,O,X,X,X,X,X,O,O,O,O
JITOZLS,X,X,O,X,X,X,X,O,X,X,X,X
JITOZSL,X,X,O,X,X,O,X,O,X,O,X,O
JILTSZO,X,O,X,O,X,X,O,X,X,O,O,X
JILTSOZ,X,X,X,O,X,X,X,X,X,X,O,X
JILTZSO,X,X,O,O,X,O,O,X,X,O,X,X
JILTZOS,X,X,X,X,X,X,X,O,X,X,X,X
JILTOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JILTOZS,X,X,O,X,X,X,X,X,X,X,X,X
JILSTZO,O,O,X,O,X,X,O,X,X,O,O,X
JILSTOZ,X,X,X,O,X,X,X,X,X,X,O,X
JILSZTO,O,X,X,X,X,X,O,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,O,O,X,O,O,X,X,O,X,X
JILZTOS,X,X,X,X,X,X,X,O,X,X,X,X
JILZSTO,O,X,O,O,X,O,O,X,X,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,O,X,X,X,X
JILZOST,O,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,O,O,X,O,X,X,X,X,X,X,X,O
JILOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X,X,O
JILOSZT,O,X,X,X,X,X,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JILOZST,O,X,O,X,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X,O,O,X
JISTLOZ,X,X,X,X,X,X,X,X,X,X,O,X
JISTZLO,O,X,O,X,X,O,X,X,X,O,O,X
JISTZOL,O,X,O,X,X,O,X,O,X,O,O,X
JISTOLZ,X,X,X,X,X,X,X,X,X,X,O,X
JISTOZL,X,X,O,X,X,X,X,X,X,O,O,X
JISLTZO,O,O,X,X,X,X,O,X,X,O,O,X
JISLTOZ,X,X,X,X,X,X,X,X,X,X,O,X
JISLZTO,O,X,X,X,X,X,O,X,X,X,X,X
JISLZOT,X,X,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,X,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,O,X,O,X,O,O,X,X,X,O,O,X
JISZTOL,O,X,O,X,O,O,X,O,X,O,O,X
JISZLTO,O,O,O,X,O,O,X,X,X,X,X,X
JISZLOT,X,X,X,X,X,O,X,X,X,X,X,X
JISZOTL,X,X,O,X,O,O,X,O,X,X,X,X
JISZOLT,X,O,X,X,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X,X,O,O
JISOTZL,O,X,O,X,X,X,X,X,X,O,O,O
JISOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JISOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,O,X,O,X,X,X,X,X,X,O
JISOZLT,X,O,O,X,O,X,X,X,X,X,X,X
JIZTLSO,X,X,O,O,O,O,X,X,X,O,X,X
JIZTLOS,X,X,X,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,O,X,O,O,X,X,X,O,O,X
JIZTSOL,O,X,O,X,O,O,X,O,X,O,O,X
JIZTOLS,X,X,O,X,O,X,X,O,X,X,X,X
JIZTOSL,X,X,O,X,O,O,X,O,X,O,X,X
JIZLTSO,O,O,O,O,O,O,X,X,X,O,X,X
JIZLTOS,X,X,X,X,X,X,X,O,X,X,X,X
JIZLSTO,O,O,O,O,O,O,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,O,X,X,X,X,X,X
JIZLOTS,O,O,X,X,O,X,X,O,X,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,X,O,X,O,O,X,X,X,O,O,X
JIZSTOL,O,X,O,X,O,O,X,O,X,O,O,X
JIZSLTO,O,O,O,X,O,O,X,X,X,X,X,X
JIZSLOT,X,X,X,X,X,O,X,X,X,X,X,X
JIZSOTL,X,X,O,X,O,O,X,O,X,X,X,X
JIZSOLT,X,O,X,X,O,O,X,X,X,X,X,X
JIZOTLS,X,X,O,X,O,X,X,O,X,X,X,X
JIZOTSL,O,X,O,X,O,O,X,O,O,O,X,O
JIZOLTS,X,O,O,O,O,X,X,O,X,X,X,X
JIZOLST,X,O,O,O,O,X,X,X,X,X,X,X
JIZOSTL,O,X,O,X,O,O,X,O,O,X,X,O
JIZOSLT,X,O,O,X,O,O,X,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X,X,X,X,X,O
JIOTLZS,O,X,O,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X,X,O,O
JIOTSZL,O,X,O,X,X,X,X,X,O,O,O,O
JIOTZLS,X,X,O,X,X,X,X,O,X,X,X,X
JIOTZSL,O,X,O,X,X,O,X,O,X,O,X,O
JIOLTSZ,O,O,X,O,X,X,X,X,X,X,X,O
JIOLTZS,O,X,O,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,O,X,O,X,X,X,X,X,X,X,O
JIOLSZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,O,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,O,O
JIOSTZL,O,X,O,X,X,X,X,X,O,O,O,O
JIOSLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JIOSLZT,O,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,O,X,O,X,X,X,X,X,X,O
JIOSZLT,X,O,O,X,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,O,X,X,O,X,X,X,X
JIOZTSL,O,X,O,X,O,O,X,O,X,O,X,O
JIOZLTS,X,O,O,X,O,X,X,O,X,X,X,X
JIOZLST,X,O,O,X,O,X,X,X,X,X,X,X
JIOZSTL,O,X,O,X,O,O,X,O,X,X,X,O
JIOZSLT,X,O,O,X,O,O,X,X,X,X,X,X
JLTISZO,X,O,X,O,X,X,O,X,X,O,O,X
JLTISOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLTIZSO,X,X,O,O,X,O,O,X,X,O,X,X
JLTIZOS,X,X,X,X,X,X,X,O,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JLTIOZS,X,X,O,X,X,X,X,X,X,X,X,X
JLTSIZO,X,O,X,O,X,X,O,X,X,O,O,X
JLTSIOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLTSZIO,X,X,X,X,X,X,O,X,X,O,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZISO,X,X,O,O,X,O,O,X,X,O,X,X
JLTZIOS,X,X,X,X,X,X,X,O,X,X,X,X
JLTZSIO,X,X,O,O,X,O,O,X,X,O,X,X
JLTZSOI,X,X,X,X,X,O,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X,O,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,O,X,X,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X,X,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X,X,X
JLITSZO,X,O,X,O,X,X,O,X,X,O,O,X
JLITSOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLITZSO,X,X,O,O,X,O,O,X,X,O,X,X
JLITZOS,X,X,X,X,X,X,X,O,X,X,X,X
JLITOSZ,X,X,X,O,X,X,X,X,X,X,X,X
JLITOZS,X,X,O,X,X,X,X,X,X,X,X,X
JLISTZO,O,O,X,O,X,X,O,X,X,O,O,X
JLISTOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLISZTO,O,X,X,X,X,X,O,X,X,X,X,X
JLISZOT,X,X,X,X,X,X,X,X,X,X,X,X
JLISOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,O,O,X,O,O,X,X,O,X,X
JLIZTOS,X,X,X,X,X,X,X,O,X,X,X,X
JLIZSTO,O,X,O,O,X,O,O,X,X,X,X,X
JLIZSOT,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,O,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,O,X,O,X,X,X,X,X,X,X,O
JLIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,O,X,O,X,X,X,X,X,X,X,O
JLIOSZT,O,X,X,X,X,X,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,O,X,X,X,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,X,O,X,X,O,O,X
JLSTIOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLSTZIO,O,X,X,X,X,X,O,X,X,O,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,O,O,X,O,X,X,O,X,X,O,O,X
JLSITOZ,X,X,X,O,X,X,X,X,X,X,O,X
JLSIZTO,O,X,X,X,X,X,O,X,X,X,X,X
JLSIZOT,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,X,O,X,X,X,X,X
JLSZTOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,O,X,X,X,X,X
