sequence,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hB6nBTjB/rB2x?BlpB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFmhBTjBxrB/pBqs?B0rB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFihBxrB/pBusBct?BzrB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFxhBTjB/rB0sBFs?BCqB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmBzhBXsBusBct?BlpB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmB3iBTsBurBct?BlpB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFymBGjBxrB/pBzs?B0rB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFKmBWnBTjB0sBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFKmBGjBRnB0sB/p?BzrB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFmhBSoBxrB/pB0r?BzsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTjBxrB/rB0sBCq?BFsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hBTjB2rBqsBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFThBSoB/sB0rBlp?BmsB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhF0hBSoB/rBTsBlp?BmsB,v115@KhA8FeD8DeC8AeC8DeA8JeFAJvhFxhBTjBmmBqsB0r?B/pB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFOmBTjBCnB0sBlp?BXsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTjBxmB/rB0sBCq?BFsB,v115@KhA8FeD8DeC8AeC8DeA8Je2EJvhFTmBxnBcsBCqBlr?BXtB,v115@KhA8FeD8DeC8AeC8DeA8Jex/IvhFOmB8mBTjBXsBqs?BlpB
STOLIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLJIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLJZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLZJI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZILJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZLIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZLJI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZJIL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZJLI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLJZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLZOJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITLOJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZLOJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITZJOL,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITZOLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SITOLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SILTJZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTZOJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILTOJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJOTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZTOJ,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SILZJTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SILZJOT,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SILZOTJ,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SILZOJT,X,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOZTJ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIJZTOL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIJZLOT,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SIJZOTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SIJOTLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SIJOZLT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SIZTLJO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLOJ,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJLO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIZTJOL,X,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SIZTOLJ,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,X,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SIZLTJO,X,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZLJOT,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZLOTJ,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOJT,X,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZJTOL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SIZJLTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZJLOT,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SIZJOTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SIZOTLJ,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTJL,X,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SIOTLJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOTJZL,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIOTZLJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOTZJL,X,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
SIOLTJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOLJTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOLZJT,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SIOJZLT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SIOZTLJ,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOZTJL,X,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOZLJT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
SLTIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZIOJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZJIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZJOI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTZOJI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIZJTO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIZJOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIZOTJ,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIZOJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLJZITO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLJZOIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZTJIO,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZTJOI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZTOJI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZITJO,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZITOJ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLZIJOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLZIOTJ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZIOJT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZJTIO,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O
SLZJTOI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O
SLZJITO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLZJIOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLZJOTI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O
SLZJOIT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLZOTIJ,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZOTJI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SLZOITJ,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SLZOIJT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X
SLZOJIT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOTIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTIZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTZIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOTZJI,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOITJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOITZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOIZJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
SLOJTZI,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
SLOJZIT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SLOZTJI,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SLOZITJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
SLOZIJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,X,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X
SLOZJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SJTILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
