sequence,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBVnBaoB5oBzp?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFOlBxiBFnBXoB0p?BSyB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnB6tBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFTjB/pBaqBFnBGt?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBxiBUnBFoBzp?BSyB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB/pBFnB6tBOq?BzsB,v115@BhB8GeB8HeC8DeA8BeD8MeOFJvhFxiBTkBFnBXoBSy?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhF5oBypBFnB8sBXq?BmsB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnB6tBzs?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFxiBypBFnB8sB+t?BXqB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFXiBTkBeqBFoB6t?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgB5oBUnBatBzp?BlsB,v115@BhB8GeB8HeC8DeA8BeD8MemCJvhF5oBikBFnBXlBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnBCtBTt?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnBCtBTt?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MexCJvhFikBFnBToBXlBWy?B0pB
JOZSITL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZSILT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZSLTI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X
JOZSLIT,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
STILJZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STILZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STLIZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STLJZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
STLJOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
STLJOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
STLZIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STLZOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
STLOIZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
STLOJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
STLOZIJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STJLZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
STJLOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
STJLOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
STJZILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O,X
STJZOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X
STJOILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJOIZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOLIZ,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
STJOLZI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,O
STJOZIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOZLI,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
STZILJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZIOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
STZLOIJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
STZJOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZJOLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOILJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STZOJLI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
STOILJZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STOILZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X
STOLIZJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
STOLJZI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
STOLZIJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X
STOJLZI,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SITLZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SILTZJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SILJZTO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILZOJT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIJLZTO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJZLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOTLJZ,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
SIOTLZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOLTJZ,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOLZTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJTLZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLTIJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLTIZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLTJZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
SLTJOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
SLTJOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
SLTZIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X
SLTOIZJ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X
SLTOJZI,X,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X
SLTOZIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
SLTOZJI,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLITZJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLITOJZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLIJZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIZJTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLIZOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
SLIOTZJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJTIZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLJTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X
SLJTOIZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
SLJTOZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,O
SLJITZO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJITOZ,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SLJIZTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X
SLJZTOI,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,X
SLJZITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
SLJZOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLJOTIZ,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
SLJOTZI,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O
SLJOITZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJOZTI,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
SLJOZIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLZTIJO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLZTJOI,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
SLZTOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
SLZTOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZITJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLZIJTO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
SLZIOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SLZJTIO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
SLZJITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
