sequence,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxgBXiBVqBUmB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhFUgBFhBXiBqpBmq?BzrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhF0gBxhBVqB3mB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZFJvhFzgBFiBOpBfsB6p?BUrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxhBllBcrBesBip?BXqB,v115@FhB8GeC8GeC8CeA8CeC8Je2EJvhFRgBFiBcqBKrBfs?BTpB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBOpBllBzpBir?BXsB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhFThBOnBKpBfqB0l?B1wB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhF0hBfqBllBOsBTr?BCqB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBKpBfqBllBOs?BTrB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBllBmpBirBTp?BXsB
JTSIZLO,O,X,X,O,X,X,X,X,X,X,X
JTSIZOL,O,X,O,O,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,O,O,X,X,X,X,O,X,X
JTSLIZO,O,O,O,O,X,X,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,O,X,X,X
JTSLZIO,O,O,O,X,X,O,X,O,X,X,X
JTSLZOI,O,O,O,X,X,O,O,O,X,X,O
JTSLOIZ,O,O,O,X,X,X,X,O,X,X,O
JTSLOZI,O,O,O,X,X,O,X,O,X,X,O
JTSZILO,O,X,X,O,X,X,X,X,X,X,X
JTSZIOL,O,X,O,O,X,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,O,X,X,X,X
JTSZOIL,O,X,O,X,X,X,O,X,X,X,X
JTSZOLI,O,X,O,X,X,X,O,X,X,X,X
JTSOILZ,O,X,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,O,O,X,X,X,X,O,X,X
JTSOLIZ,O,O,O,X,X,X,X,O,X,X,X
JTSOLZI,O,O,O,X,X,O,X,O,X,X,X
JTSOZIL,O,X,O,X,X,X,X,X,O,X,X
JTSOZLI,O,X,O,X,X,X,X,X,X,X,X
JTZILSO,O,X,O,X,O,X,X,X,X,X,X
JTZILOS,O,X,O,X,O,X,O,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,X,X,X,X
JTZISOL,O,X,O,O,X,X,X,X,X,X,X
JTZIOLS,O,X,O,X,O,X,O,X,X,X,X
JTZIOSL,O,X,O,O,X,X,O,X,X,X,X
JTZLISO,O,O,O,X,O,X,X,O,X,X,X
JTZLIOS,O,O,O,X,O,X,O,O,X,X,O
JTZLSIO,O,O,O,X,O,X,X,O,X,X,X
JTZLSOI,O,O,O,X,O,X,O,O,X,X,O
JTZLOIS,O,O,O,X,O,X,O,O,X,X,O
JTZLOSI,O,O,O,X,O,X,O,O,X,X,O
JTZSILO,O,X,X,O,O,X,X,X,X,X,X
JTZSIOL,O,X,O,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,O,X,O,X,X,X,X
JTZSOIL,O,X,O,O,X,X,O,X,X,X,X
JTZSOLI,O,X,O,O,X,X,O,X,X,X,X
JTZOILS,O,X,O,X,O,X,O,X,X,X,X
JTZOISL,O,X,O,O,X,X,O,X,X,X,X
JTZOLIS,O,X,O,X,O,X,O,O,X,X,X
JTZOLSI,O,X,O,X,O,X,O,O,X,X,X
JTZOSIL,O,X,O,O,X,X,O,X,X,X,X
JTZOSLI,O,X,O,O,X,X,O,X,X,X,X
JTOILSZ,O,O,O,X,X,X,O,O,X,X,X
JTOILZS,O,O,O,X,X,X,O,O,X,X,X
JTOISLZ,O,O,X,X,X,X,O,X,X,X,X
JTOISZL,O,X,O,O,X,X,O,X,X,X,X
JTOIZLS,O,X,O,X,X,X,O,X,X,X,X
JTOIZSL,O,X,O,X,X,X,O,X,X,X,X
JTOLISZ,O,O,O,X,X,X,O,O,X,X,O
JTOLIZS,O,O,O,X,X,X,O,O,X,X,O
JTOLSIZ,O,O,O,X,X,X,O,O,X,X,O
JTOLSZI,O,O,O,X,X,X,O,O,X,X,O
JTOLZIS,O,O,O,X,X,X,O,O,X,X,O
JTOLZSI,O,O,O,X,X,X,O,O,X,X,O
JTOSILZ,O,O,X,X,X,X,O,X,X,X,X
JTOSIZL,O,X,O,O,X,X,O,X,O,X,X
JTOSLIZ,O,O,O,X,X,X,O,O,X,X,X
JTOSLZI,O,O,O,X,X,O,O,O,X,X,X
JTOSZIL,O,X,O,X,X,X,O,X,O,X,X
JTOSZLI,O,O,O,X,X,X,O,X,X,X,X
JTOZILS,O,X,O,X,X,X,O,X,X,X,X
JTOZISL,O,X,O,X,X,X,O,X,X,X,X
JTOZLIS,O,O,O,X,X,X,O,O,X,X,X
JTOZLSI,O,O,O,X,X,X,O,O,X,X,X
JTOZSIL,O,X,O,X,X,X,O,X,O,X,X
JTOZSLI,O,O,O,X,X,X,O,X,X,X,X
JITLSZO,O,O,O,O,X,X,X,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X,X,X,X
JITLZSO,O,O,O,X,O,X,X,X,X,X,X
JITLZOS,O,O,O,X,O,X,O,X,X,X,O
JITLOSZ,O,O,O,X,X,X,X,X,X,X,O
JITLOZS,O,O,O,X,O,X,X,X,X,X,O
JITSLZO,O,O,X,O,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,O,X,X,X,X,X,X,X
JITSZOL,O,X,O,O,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,O,O,X,X,X,X,X,X,X
JITZLSO,O,X,O,X,O,X,X,X,X,X,X
JITZLOS,O,X,O,X,O,X,O,X,X,X,X
JITZSLO,O,X,X,O,O,X,X,X,X,X,X
JITZSOL,O,X,O,O,X,X,X,X,X,X,X
JITZOLS,O,X,O,X,O,X,O,X,X,X,X
JITZOSL,O,X,O,O,X,X,O,X,X,X,X
JITOLSZ,O,X,O,X,X,X,X,X,X,X,X
JITOLZS,O,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,O,X,X,X,X,X,X,X
JITOZLS,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X,X,X,X,X
JILTZSO,O,O,O,X,O,X,X,X,X,X,X
JILTZOS,O,O,O,X,O,X,O,X,X,X,O
JILTOSZ,O,O,O,X,X,X,X,X,X,X,O
JILTOZS,O,O,O,X,O,X,X,X,X,X,O
JILSTZO,O,O,O,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,O,O,O,X,X,X,X,X,X
JILSZOT,O,O,X,O,O,X,X,X,X,X,X
JILSOTZ,O,O,O,X,X,X,X,X,X,X,X
JILSOZT,O,O,X,X,O,X,X,X,X,X,X
JILZTSO,X,O,O,X,O,X,X,X,X,X,X
JILZTOS,X,O,O,X,O,X,O,X,X,X,O
JILZSTO,X,O,O,O,O,X,X,X,X,X,X
JILZSOT,X,O,X,O,O,X,X,X,X,X,X
JILZOTS,X,O,O,X,O,X,X,X,X,X,X
JILZOST,X,O,X,O,O,X,X,X,X,X,X
JILOTSZ,O,O,O,X,X,X,X,X,X,X,X
JILOTZS,O,O,O,X,O,X,X,X,X,X,X
JILOSTZ,O,O,O,X,X,X,X,X,X,X,X
JILOSZT,O,O,X,X,O,X,X,X,X,X,X
JILOZTS,X,O,O,X,O,X,X,X,X,X,X
JILOZST,X,O,X,X,O,X,X,X,X,X,X
JISTLZO,O,O,X,O,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,X,O,X,X,X,X,X,X,X
JISTZOL,O,X,O,O,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,O,O,X,X,X,X,O,X,X
JISLTZO,O,O,O,O,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X,X
JISLZTO,O,O,O,O,O,X,X,X,X,X,X
JISLZOT,O,O,X,O,O,X,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X,X,X,X,X
JISLOZT,O,O,X,X,O,X,X,X,X,X,X
JISZTLO,X,X,X,O,O,X,X,X,X,X,X
JISZTOL,O,X,X,O,X,X,X,X,X,X,X
JISZLTO,O,X,X,O,O,X,X,X,X,X,X
JISZLOT,O,X,X,O,O,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,O,X,X,X,X,X,X,X
JISOTLZ,O,X,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,O,O,X,X,X,X,O,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,X,O,X,X
JISOZLT,O,X,X,O,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,O,X,X,X,X,X,X
JIZTLOS,X,X,O,X,O,X,X,X,X,X,X
JIZTSLO,X,X,X,O,O,X,X,X,X,X,X
JIZTSOL,X,X,O,O,X,X,X,X,X,X,X
JIZTOLS,X,X,O,X,O,X,X,X,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X,X,X
JIZLTSO,X,X,O,X,O,X,X,X,X,X,X
JIZLTOS,X,X,O,X,O,X,X,X,X,X,X
JIZLSTO,X,X,O,O,O,X,X,X,X,X,X
JIZLSOT,X,X,X,O,O,X,X,X,X,X,X
JIZLOTS,X,X,O,X,O,X,X,X,X,X,X
JIZLOST,X,X,X,O,O,X,X,X,X,X,X
JIZSTLO,X,X,X,O,O,X,X,X,X,X,X
JIZSTOL,X,X,X,O,X,X,X,X,X,X,X
JIZSLTO,X,X,X,O,O,X,X,X,X,X,X
JIZSLOT,X,X,X,O,O,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X,X,X,X
JIZSOLT,X,X,X,O,X,X,X,X,X,X,X
JIZOTLS,X,X,O,X,O,X,X,X,X,X,X
JIZOTSL,X,X,O,O,X,X,X,X,X,X,X
JIZOLTS,X,X,O,X,O,X,X,X,X,X,X
JIZOLST,X,X,X,O,O,X,X,X,X,X,X
JIZOSTL,X,X,X,O,X,X,X,X,X,X,X
JIZOSLT,X,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,O,X,X,X,X,X,X,X
JIOTZLS,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,X,X,X,X
JIOLTZS,O,O,O,X,O,X,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X,X,X,X,X
JIOLSZT,O,O,X,X,O,X,X,X,X,X,X
JIOLZTS,X,O,O,X,O,X,X,X,X,X,X
JIOLZST,X,O,X,X,O,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,X
JIOSTZL,O,X,O,O,X,X,X,X,O,X,X
JIOSLTZ,O,O,O,X,X,X,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,O,X,X
JIOSZLT,O,X,X,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,O,X,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,X,O,X,O,X,X,X,X,X,X
JIOZLST,X,X,X,O,O,X,X,X,X,X,X
JIOZSTL,X,X,X,O,X,X,X,X,O,X,X
JIOZSLT,X,X,X,O,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,X,O,X,X,X
JLTISOZ,O,O,O,X,X,X,X,O,X,X,X
JLTIZSO,O,O,O,X,O,X,X,O,X,X,X
JLTIZOS,O,O,O,X,O,X,O,O,X,X,O
JLTIOSZ,O,O,O,X,X,X,X,O,X,X,O
JLTIOZS,O,O,O,X,O,X,X,O,X,X,O
JLTSIZO,O,O,O,O,X,X,X,O,X,X,X
JLTSIOZ,O,O,O,X,X,X,X,O,X,X,X
JLTSZIO,O,O,O,X,X,X,X,O,X,X,X
JLTSZOI,O,O,O,X,X,X,O,O,X,X,O
JLTSOIZ,O,O,O,X,X,X,X,O,X,X,O
JLTSOZI,O,O,O,X,X,X,X,O,X,X,O
JLTZISO,O,O,O,X,O,X,X,O,X,X,X
JLTZIOS,O,O,O,X,O,X,O,O,X,X,O
JLTZSIO,O,O,O,X,O,X,X,O,X,X,X
JLTZSOI,O,O,O,X,O,X,O,O,X,X,O
JLTZOIS,O,O,O,X,O,X,O,O,X,X,O
JLTZOSI,O,O,O,X,O,X,O,O,X,X,O
JLTOISZ,O,O,O,X,X,X,O,O,X,X,O
JLTOIZS,O,O,O,X,O,X,O,O,X,X,O
JLTOSIZ,O,O,O,X,X,X,O,O,X,X,O
JLTOSZI,O,O,O,X,X,X,O,O,X,X,O
JLTOZIS,O,O,O,X,O,X,O,O,X,X,O
JLTOZSI,O,O,O,X,O,X,O,O,X,X,O
JLITSZO,O,O,O,O,X,X,X,O,X,X,X
JLITSOZ,O,O,O,X,X,X,X,O,X,X,X
JLITZSO,O,O,O,X,O,X,X,O,X,X,X
JLITZOS,O,O,O,X,O,X,O,O,X,X,O
JLITOSZ,O,O,O,X,X,X,X,O,X,X,O
JLITOZS,O,O,O,X,O,X,X,O,X,X,O
JLISTZO,O,O,O,O,X,X,X,O,X,O,X
JLISTOZ,O,O,O,X,X,X,X,O,X,O,X
JLISZTO,O,O,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,X,O,O,X,X,X,X,X,X
JLISOTZ,O,O,O,X,X,X,X,X,X,X,X
JLISOZT,O,O,X,X,O,X,X,X,X,X,X
JLIZTSO,X,O,O,X,O,X,X,X,X,X,X
JLIZTOS,X,O,O,X,O,X,O,X,X,X,O
JLIZSTO,X,O,O,O,O,X,X,X,X,X,X
JLIZSOT,X,O,X,O,O,X,X,X,X,X,X
JLIZOTS,X,O,O,X,O,X,X,X,X,X,X
JLIZOST,X,O,X,O,O,X,X,X,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,X,X,X,X
JLIOTZS,O,O,O,X,O,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,O,X,X,X,X,X,X
JLIOZTS,X,O,O,X,O,X,X,X,X,X,X
JLIOZST,X,O,X,X,O,X,X,X,X,X,X
JLSTIZO,O,O,O,O,X,X,X,O,X,O,X
JLSTIOZ,O,O,O,X,X,X,X,O,X,O,X
JLSTZIO,O,O,O,X,X,O,X,O,X,O,X
JLSTZOI,O,O,O,X,X,O,O,O,X,O,O
JLSTOIZ,O,O,O,X,X,X,X,O,X,O,O
JLSTOZI,O,O,O,X,X,O,X,O,X,O,O
JLSITZO,O,O,O,O,X,X,X,O,X,O,X
JLSITOZ,O,O,O,X,X,X,X,O,X,O,X
JLSIZTO,O,O,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,X,O,O,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,O,X,X,X,X,X,X
JLSZTIO,O,O,O,X,O,O,X,O,X,X,X
JLSZTOI,O,O,O,X,O,O,O,O,X,X,O
JLSZITO,O,O,O,X,O,O,X,O,X,X,X
JLSZIOT,O,O,X,X,O,O,X,X,X,X,X
JLSZOTI,O,O,X,X,O,O,X,X,X,X,X
JLSZOIT,O,O,X,X,O,O,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,X,X,O,X
JLSOTZI,O,O,O,X,X,O,X,X,X,O,X
JLSOITZ,O,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X,X,X,X,X
JLSOZTI,O,O,X,X,O,O,X,X,X,O,X
JLSOZIT,O,O,X,X,O,O,X,X,X,X,X
JLZTISO,O,O,O,X,O,O,X,X,X,X,X
JLZTIOS,O,O,O,X,O,X,O,X,X,X,O
JLZTSIO,O,O,O,X,O,O,X,X,X,X,X
JLZTSOI,O,O,O,X,O,O,O,X,X,X,O
JLZTOIS,O,O,O,X,O,X,O,X,X,X,O
JLZTOSI,O,O,O,X,O,X,O,X,X,X,O
JLZITSO,O,O,O,X,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,O,X,O,X,X,X,O
JLZISTO,O,O,O,O,O,O,X,X,X,X,X
JLZISOT,X,O,X,O,O,O,X,X,X,X,X
JLZIOTS,X,O,O,X,O,X,X,X,X,X,X
JLZIOST,X,O,X,O,O,O,X,X,X,X,X
JLZSTIO,O,O,O,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,O,O,O,O,X,X,X,O
JLZSITO,O,O,O,O,O,O,X,X,X,X,X
JLZSIOT,O,O,X,O,O,O,X,X,X,X,X
JLZSOTI,O,O,X,O,O,O,X,X,X,X,X
JLZSOIT,O,O,X,O,O,O,X,X,X,X,X
JLZOTIS,O,O,O,X,O,O,O,X,X,X,O
JLZOTSI,O,O,O,X,O,O,O,X,X,X,O
JLZOITS,X,O,O,X,O,O,O,X,X,X,X
JLZOIST,X,O,X,O,O,O,X,X,X,X,X
JLZOSTI,O,O,X,O,O,O,O,X,X,X,X
JLZOSIT,O,O,X,O,O,O,X,X,X,X,X
JLOTISZ,O,O,O,X,X,X,O,X,X,X,O
JLOTIZS,O,O,O,X,O,X,O,X,X,X,O
JLOTSIZ,O,O,O,X,X,X,O,X,X,X,O
JLOTSZI,O,O,O,X,X,X,O,X,X,X,O
JLOTZIS,O,O,O,X,O,X,O,X,X,X,O
JLOTZSI,O,O,O,X,O,X,O,X,X,X,O
JLOITSZ,O,O,O,X,X,X,O,X,X,X,X
JLOITZS,O,O,O,X,O,X,O,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X,X
JLOISZT,O,O,X,X,O,X,X,X,X,X,X
JLOIZTS,X,O,O,X,O,X,O,X,X,X,X
JLOIZST,X,O,X,X,O,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,X,O,X,X,O,X
JLOSTZI,O,O,O,X,X,O,O,X,X,O,X
JLOSITZ,O,O,O,X,X,X,X,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,X,X,X,X
JLOSZTI,O,O,X,X,O,O,O,X,X,O,X
JLOSZIT,O,O,X,X,O,O,X,X,X,X,X
JLOZTIS,O,O,O,X,O,O,O,X,X,X,O
JLOZTSI,O,O,O,X,O,O,O,X,X,X,O
JLOZITS,X,O,O,X,O,O,O,X,X,X,X
JLOZIST,X,O,X,X,O,O,X,X,X,X,X
JLOZSTI,O,O,X,X,O,O,O,X,X,O,X
JLOZSIT,O,O,X,X,O,O,X,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X,X
JSTIZLO,O,X,X,O,X,X,X,X,X,X,X
JSTIZOL,O,X,O,O,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,O,O,X,X,X,X,O,X,X
JSTLIZO,O,O,O,O,X,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,O,X,X,X,X,X
JSTLZOI,O,O,O,X,X,O,O,X,X,X,O
JSTLOIZ,O,O,O,X,X,X,X,X,X,X,O
JSTLOZI,O,O,O,X,X,O,X,X,X,X,O
JSTZILO,O,X,X,O,X,X,X,X,X,X,X
JSTZIOL,O,X,O,O,X,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X,X,X
JSTZLOI,O,O,O,X,X,X,O,X,X,X,X
JSTZOIL,O,X,O,X,X,X,O,X,X,X,X
JSTZOLI,O,X,O,X,X,X,O,X,X,X,X
JSTOILZ,O,X,X,X,X,X,X,X,X,X,X
JSTOIZL,O,X,O,O,X,X,X,X,O,X,X
JSTOLIZ,O,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,O,X,X,O,X,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X,X,O,X,X
JSTOZLI,O,X,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,O,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X,X
JSITZLO,O,X,X,O,X,X,X,X,X,X,X
JSITZOL,O,X,O,O,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,O,O,X,X,X,X,O,X,X
JSILTZO,O,O,O,O,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X,X
JSILZTO,O,O,O,O,O,X,X,X,X,X,X
JSILZOT,O,O,X,O,O,X,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,X,X,X,X,X
JSILOZT,O,O,X,X,O,X,X,X,X,X,X
JSIZTLO,X,X,X,O,O,X,X,X,X,X,X
JSIZTOL,O,X,X,O,X,X,X,X,X,X,X
JSIZLTO,O,X,X,O,O,X,X,X,X,X,X
JSIZLOT,O,X,X,O,O,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,X,X,X,X
JSIOTZL,O,X,O,O,X,X,X,X,O,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,X,X,O,X,X,X,X,O,X,X
JSIOZLT,O,X,X,O,X,X,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X,X,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,X,X,X,X
JSLTZIO,O,O,O,X,X,O,X,X,X,X,X
JSLTZOI,O,O,O,X,X,O,O,X,X,X,O
JSLTOIZ,O,O,O,X,X,X,X,X,X,X,O
JSLTOZI,O,O,O,X,X,O,X,X,X,X,O
JSLITZO,O,O,O,O,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X,X
JSLIZTO,O,O,O,O,O,X,X,X,X,X,X
JSLIZOT,O,O,X,O,O,X,X,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,X,X
JSLIOZT,O,O,X,X,O,X,X,X,X,X,X
JSLZTIO,O,O,O,X,O,O,X,X,X,X,X
JSLZTOI,O,O,O,X,O,O,O,X,X,X,O
JSLZITO,O,O,O,X,O,O,X,X,X,X,X
JSLZIOT,O,O,X,X,O,O,X,X,X,X,X
JSLZOTI,O,O,X,X,O,O,X,X,X,X,X
JSLZOIT,O,O,X,X,O,O,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,X,X,X,X,X,X
JSLOTZI,O,O,O,X,X,O,X,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X,X,X,X
JSLOIZT,O,O,X,X,O,X,X,X,X,X,X
JSLOZTI,O,O,X,X,O,O,X,X,X,X,X
JSLOZIT,O,O,X,X,O,O,X,X,X,X,X
JSZTILO,O,X,X,O,O,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,X,X,X,X,X,X
JSZTLIO,O,O,X,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,O,O,X,X,X,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X,X,X,X
JSZTOLI,O,X,X,O,X,X,X,X,X,X,X
JSZITLO,X,X,X,O,O,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,O,X,X,X,X,X,X
JSZILOT,O,X,X,O,O,X,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X,X,X,X
JSZLTIO,O,O,X,O,O,X,X,X,X,X,X
JSZLTOI,O,O,X,O,O,X,X,X,X,X,X
JSZLITO,O,O,X,O,O,X,X,X,X,X,X
JSZLIOT,O,O,X,O,O,X,X,X,X,X,X
JSZLOTI,O,O,X,O,O,X,X,X,X,X,X
JSZLOIT,O,O,X,O,O,X,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,X,X
JSZOTLI,O,X,X,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X,X,X,X
JSZOLIT,O,X,X,O,X,X,X,X,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X,X,X
JSOTIZL,O,X,O,O,X,X,X,X,O,X,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X,X
JSOTLZI,O,O,O,X,X,O,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,O,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X
JSOITZL,O,X,O,O,X,X,X,X,O,X,X
JSOILTZ,O,O,O,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,O,X,X
JSOIZLT,O,X,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,X,X,X,X,X,X
JSOLTZI,O,O,O,X,X,O,X,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,O,X,X,X,X,X
JSOLZIT,O,O,X,X,X,O,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,X,X,O,X,X
JSOZTLI,O,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,O,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,O,X,O,O,X,X,X,X,X
JZTILOS,O,X,O,X,O,X,O,X,X,X,X
JZTISLO,O,X,X,O,O,X,X,X,X,X,X
JZTISOL,O,X,O,O,X,X,X,X,X,X,X
JZTIOLS,O,X,O,X,O,X,O,X,X,X,X
JZTIOSL,O,X,O,O,X,X,O,X,X,X,X
JZTLISO,O,O,O,X,O,O,X,X,X,X,X
JZTLIOS,O,O,O,X,O,X,O,X,X,X,O
JZTLSIO,O,O,O,X,O,O,X,X,X,X,X
JZTLSOI,O,O,O,X,O,O,O,X,X,X,O
JZTLOIS,O,O,O,X,O,X,O,X,X,X,O
JZTLOSI,O,O,O,X,O,X,O,X,X,X,O
JZTSILO,O,X,X,O,O,X,X,X,X,X,X
JZTSIOL,O,X,O,O,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,O,X,X,X,X,X,X
JZTSLOI,O,O,O,O,O,X,O,X,X,X,X
JZTSOIL,O,X,O,O,X,X,O,X,X,X,X
JZTSOLI,O,X,O,O,X,X,O,X,X,X,X
JZTOILS,O,X,O,X,O,X,O,X,X,X,X
JZTOISL,O,X,O,O,X,X,O,X,X,X,X
JZTOLIS,O,X,O,X,O,X,O,X,X,X,X
