sequence,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF8lBzhBunB/pBaq?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhFigBRiB3lBGnB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeT/IvhF8lBRiBypBGnBlr?BXqB,v115@GhA8HeB8HeC8BeB8AeD8Jex/IvhF0hBliBTkBmlBXq?BCsB,v115@GhA8HeB8HeC8BeB8AeD8JeOEJvhFxgBliBqpBTlB/r?BUsB,v115@GhA8HeB8HeC8BeB8AeD8JeiAJvhFRiBTkB3lBGnBlr?B0pB,v115@GhA8HeB8HeC8BeB8AeD8Jei/IvhFzhBunBRlB3lB0p?BlrB,v115@GhA8HeB8HeC8BeB8AeD8JeKEJvhFRhBunBFlBXmB8r?BzpB
SZTOILJ,O,O,X,X,O,X,O,X
SZTOIJL,O,O,X,O,O,X,O,X
SZTOLIJ,O,O,X,X,O,X,O,X
SZTOLJI,O,O,X,X,O,O,O,X
SZTOJIL,O,O,X,O,O,O,O,X
SZTOJLI,O,O,X,O,O,O,O,X
SZITLJO,O,O,X,X,O,X,O,O
SZITLOJ,O,O,X,X,O,X,O,O
SZITJLO,O,O,X,X,O,X,O,O
SZITJOL,O,O,X,X,O,X,O,X
SZITOLJ,O,O,X,X,O,X,O,X
SZITOJL,O,O,X,X,O,X,O,X
SZILTJO,O,O,X,X,O,X,O,O
SZILTOJ,O,O,X,X,O,X,O,O
SZILJTO,O,O,X,X,O,X,O,O
SZILJOT,O,O,X,X,O,X,X,O
SZILOTJ,O,O,X,X,O,X,X,O
SZILOJT,O,O,X,X,O,X,X,O
SZIJTLO,O,O,X,X,O,X,O,O
SZIJTOL,O,O,X,X,O,X,O,X
SZIJLTO,O,O,X,X,O,X,O,O
SZIJLOT,O,O,X,X,O,X,X,O
SZIJOTL,O,O,X,X,O,X,X,X
SZIJOLT,X,O,X,X,O,X,X,O
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,X,O,X,X,O,X,X,O
SZIOLJT,X,O,X,X,O,X,X,O
SZIOJTL,O,O,X,X,O,X,X,X
SZIOJLT,X,O,X,X,O,X,X,O
SZLTIJO,O,O,X,O,O,X,O,O
SZLTIOJ,O,O,X,O,O,X,O,O
SZLTJIO,O,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O,O
SZLTOIJ,O,O,X,O,O,X,O,O
SZLTOJI,O,O,O,O,O,O,O,O
SZLITJO,O,O,X,O,O,X,O,O
SZLITOJ,O,O,X,O,O,X,O,O
SZLIJTO,O,O,X,O,O,X,O,O
SZLIJOT,O,O,X,O,O,X,X,O
SZLIOTJ,O,O,X,O,O,X,X,O
SZLIOJT,O,O,X,O,O,X,X,O
SZLJTIO,O,O,X,O,O,X,O,O
SZLJTOI,O,O,X,O,O,X,O,O
SZLJITO,O,O,X,O,O,X,O,O
SZLJIOT,O,O,X,O,O,X,X,O
SZLJOTI,O,O,O,O,O,O,X,O
SZLJOIT,O,O,X,O,O,X,X,O
SZLOTIJ,O,O,X,O,O,X,X,O
SZLOTJI,O,O,O,O,O,O,X,O
SZLOITJ,O,O,X,O,O,X,X,O
SZLOIJT,O,O,X,O,O,X,X,O
SZLOJTI,O,O,O,O,O,O,X,O
SZLOJIT,O,O,X,O,O,X,X,O
SZJTILO,O,O,X,O,O,X,O,O
SZJTIOL,O,O,X,O,O,X,O,X
SZJTLIO,O,O,X,O,O,X,O,O
SZJTLOI,O,O,X,O,O,X,O,O
SZJTOIL,O,O,X,O,O,X,O,X
SZJTOLI,O,O,X,O,O,X,O,X
SZJITLO,O,O,X,O,O,X,O,O
SZJITOL,O,O,X,O,O,X,O,X
SZJILTO,O,O,X,O,O,X,O,O
SZJILOT,O,O,X,O,O,X,X,O
SZJIOTL,O,O,X,O,O,X,X,X
SZJIOLT,X,O,X,O,O,X,X,O
SZJLTIO,O,O,X,O,O,X,O,O
SZJLTOI,O,O,X,O,O,X,O,O
SZJLITO,O,O,X,O,O,X,O,O
SZJLIOT,O,O,X,O,O,X,X,O
SZJLOTI,O,O,O,O,O,O,X,O
SZJLOIT,O,O,X,O,O,X,X,O
SZJOTIL,O,O,X,O,O,X,X,X
SZJOTLI,O,O,X,O,O,X,X,X
SZJOITL,O,O,X,O,O,X,X,X
SZJOILT,X,O,X,O,O,X,X,O
SZJOLTI,O,O,X,O,O,O,X,O
SZJOLIT,O,O,X,O,O,X,X,O
SZOTILJ,O,O,X,X,O,X,X,X
SZOTIJL,O,O,X,O,O,X,X,X
SZOTLIJ,O,O,X,X,O,X,X,X
SZOTLJI,O,O,X,X,O,O,X,X
SZOTJIL,O,O,X,O,O,O,X,X
SZOTJLI,O,O,X,O,O,O,X,X
SZOITLJ,O,O,X,X,O,X,X,X
SZOITJL,O,O,X,O,O,X,X,X
SZOILTJ,X,O,X,O,O,X,X,O
SZOILJT,X,O,X,O,O,X,X,O
SZOIJTL,O,O,X,O,O,X,X,X
SZOIJLT,X,O,X,O,O,X,X,O
SZOLTIJ,O,O,X,O,O,X,X,O
SZOLTJI,O,O,X,O,O,O,X,O
SZOLITJ,O,O,X,O,O,X,X,O
SZOLIJT,O,O,X,O,O,X,X,O
SZOLJTI,O,O,X,O,O,O,X,O
SZOLJIT,O,O,X,O,O,X,X,O
SZOJTIL,O,O,X,O,O,X,X,X
SZOJTLI,O,O,X,O,O,X,X,X
SZOJITL,O,O,X,O,O,X,X,X
SZOJILT,X,O,X,O,O,X,X,O
SZOJLTI,O,O,X,O,O,O,X,O
SZOJLIT,O,O,X,O,O,X,X,O
SOTILJZ,O,X,X,O,O,O,X,X
SOTILZJ,O,O,X,O,O,X,X,X
SOTIJLZ,O,X,X,O,O,O,X,X
SOTIJZL,O,X,X,O,O,O,X,X
SOTIZLJ,O,O,X,X,O,X,X,X
SOTIZJL,O,O,X,O,O,X,X,X
SOTLIJZ,O,X,X,O,O,O,X,X
SOTLIZJ,O,O,X,O,O,X,X,X
SOTLJIZ,O,O,X,O,O,O,X,X
SOTLJZI,O,O,X,O,O,O,X,X
SOTLZIJ,O,O,X,O,O,X,X,X
SOTLZJI,O,O,X,O,O,O,X,X
SOTJILZ,O,O,X,O,O,O,X,X
SOTJIZL,O,O,X,O,O,O,X,X
SOTJLIZ,O,O,X,O,O,O,X,X
SOTJLZI,O,O,X,O,O,O,X,X
SOTJZIL,O,O,X,O,X,O,X,X
SOTJZLI,O,O,X,O,X,O,X,X
SOTZILJ,O,O,X,X,O,X,X,X
SOTZIJL,O,O,X,O,O,X,X,X
SOTZLIJ,O,O,X,X,O,X,X,X
SOTZLJI,O,O,X,X,O,O,X,X
SOTZJIL,O,O,X,O,O,O,X,X
SOTZJLI,O,O,X,O,O,O,X,X
SOITLJZ,X,X,X,O,O,O,X,X
SOITLZJ,X,X,X,O,O,X,X,X
SOITJLZ,X,X,X,O,O,O,X,X
SOITJZL,X,X,X,O,O,O,X,X
SOITZLJ,X,X,X,X,O,X,X,X
SOITZJL,X,X,X,O,O,X,X,X
SOILTJZ,X,X,X,O,O,O,X,X
SOILTZJ,X,X,X,O,O,X,X,X
SOILJTZ,X,X,X,O,O,O,X,X
SOILJZT,X,X,X,O,O,X,X,X
SOILZTJ,X,O,X,O,O,X,X,X
SOILZJT,X,O,X,O,O,X,X,X
SOIJTLZ,X,X,X,O,O,X,X,X
SOIJTZL,X,X,X,O,O,X,X,X
SOIJLTZ,X,X,X,O,O,O,X,X
SOIJLZT,X,X,X,O,O,X,X,X
SOIJZTL,O,X,X,O,O,X,X,X
SOIJZLT,X,X,X,O,O,X,X,X
SOIZTLJ,O,O,X,X,O,X,X,X
SOIZTJL,O,X,X,O,O,X,X,X
SOIZLTJ,X,O,X,O,O,X,X,X
SOIZLJT,X,O,X,O,O,X,X,X
SOIZJTL,O,X,X,O,O,X,X,X
SOIZJLT,X,O,X,O,O,X,X,X
SOLTIJZ,O,X,X,O,O,O,X,X
SOLTIZJ,O,O,X,O,O,X,X,X
SOLTJIZ,O,O,X,O,O,O,X,X
SOLTJZI,O,O,X,O,O,O,X,X
SOLTZIJ,O,O,X,O,O,X,X,X
SOLTZJI,O,O,X,O,O,O,X,X
SOLITJZ,X,X,X,O,O,O,X,X
SOLITZJ,X,X,X,O,O,X,X,X
SOLIJTZ,X,X,X,O,O,O,X,X
SOLIJZT,O,X,X,O,O,X,X,X
SOLIZTJ,O,O,X,O,O,X,X,X
SOLIZJT,O,O,X,O,O,X,X,X
SOLJTIZ,O,X,X,O,O,O,X,X
SOLJTZI,O,X,X,O,O,O,X,X
SOLJITZ,X,X,X,O,O,O,X,X
SOLJIZT,O,O,X,O,O,X,X,X
SOLJZTI,O,O,X,O,O,O,X,X
SOLJZIT,O,O,X,O,O,X,X,X
SOLZTIJ,O,O,X,O,O,X,X,X
SOLZTJI,O,O,X,O,O,O,X,X
SOLZITJ,O,O,X,O,O,X,X,X
SOLZIJT,O,O,X,O,O,X,X,X
SOLZJTI,O,O,X,O,O,O,X,X
SOLZJIT,O,O,X,O,O,X,X,X
SOJTILZ,O,X,X,O,O,O,X,X
SOJTIZL,O,X,X,O,O,O,X,X
SOJTLIZ,O,X,X,O,O,O,X,X
SOJTLZI,O,X,X,O,O,O,X,X
SOJTZIL,O,X,X,O,X,O,X,X
SOJTZLI,O,X,X,O,X,O,X,X
SOJITLZ,X,X,X,O,O,X,X,X
SOJITZL,X,X,X,O,O,X,X,X
SOJILTZ,X,X,X,O,O,O,X,X
SOJILZT,X,O,X,O,O,X,X,X
SOJIZTL,O,O,X,O,O,X,X,X
SOJIZLT,X,O,X,O,O,X,X,X
SOJLTIZ,O,X,X,O,O,O,X,X
SOJLTZI,O,X,X,O,O,O,X,X
SOJLITZ,X,X,X,O,O,O,X,X
SOJLIZT,O,O,X,O,O,X,X,X
SOJLZTI,O,O,X,O,O,O,X,X
SOJLZIT,O,O,X,O,O,X,X,X
SOJZTIL,O,O,X,O,O,X,X,X
SOJZTLI,O,O,X,O,O,X,X,X
SOJZITL,O,O,X,O,O,X,X,X
SOJZILT,X,O,X,O,O,X,X,X
SOJZLTI,O,O,X,O,O,O,X,X
SOJZLIT,O,O,X,O,O,X,X,X
SOZTILJ,O,O,X,X,O,X,X,X
SOZTIJL,O,O,X,O,O,X,X,X
SOZTLIJ,O,O,X,X,O,X,X,X
SOZTLJI,O,O,X,X,O,O,X,X
SOZTJIL,O,O,X,O,O,O,X,X
SOZTJLI,O,O,X,O,O,O,X,X
SOZITLJ,O,O,X,X,O,X,X,X
SOZITJL,O,O,X,O,O,X,X,X
SOZILTJ,X,O,X,O,O,X,X,X
SOZILJT,X,O,X,O,O,X,X,X
SOZIJTL,O,O,X,O,O,X,X,X
SOZIJLT,X,O,X,O,O,X,X,X
SOZLTIJ,O,O,X,O,O,X,X,X
SOZLTJI,O,O,X,O,O,O,X,X
SOZLITJ,O,O,X,O,O,X,X,X
SOZLIJT,O,O,X,O,O,X,X,X
SOZLJTI,O,O,X,O,O,O,X,X
SOZLJIT,O,O,X,O,O,X,X,X
SOZJTIL,O,O,X,O,O,X,X,X
SOZJTLI,O,O,X,O,O,X,X,X
SOZJITL,O,O,X,O,O,X,X,X
SOZJILT,X,O,X,O,O,X,X,X
SOZJLTI,O,O,X,O,O,O,X,X
SOZJLIT,O,O,X,O,O,X,X,X
ZTILJSO,X,O,O,X,O,X,O,O
ZTILJOS,O,O,O,X,O,X,O,X
ZTILSJO,X,O,X,X,O,X,O,O
ZTILSOJ,X,O,X,X,O,X,O,O
ZTILOJS,O,O,O,X,O,X,O,X
ZTILOSJ,X,O,X,X,O,X,O,X
ZTIJLSO,X,O,O,X,O,X,O,O
ZTIJLOS,O,O,O,X,O,X,O,X
ZTIJSLO,O,O,O,X,O,O,O,O
ZTIJSOL,O,O,X,X,O,O,O,X
ZTIJOLS,O,O,O,X,X,X,O,X
ZTIJOSL,O,O,X,X,X,O,O,X
ZTISLJO,O,O,X,X,O,X,O,O
ZTISLOJ,O,O,X,X,O,X,O,O
ZTISJLO,O,O,X,X,O,X,O,O
ZTISJOL,O,O,X,X,O,X,O,X
ZTISOLJ,O,O,X,X,O,X,O,X
ZTISOJL,O,O,X,X,O,X,O,X
ZTIOLJS,O,O,X,X,O,X,O,X
ZTIOLSJ,X,O,X,X,O,X,O,X
ZTIOJLS,O,O,X,X,X,X,O,X
ZTIOJSL,O,O,X,X,X,O,O,X
ZTIOSLJ,O,O,X,X,O,X,O,X
ZTIOSJL,O,O,X,X,O,X,O,X
ZTLIJSO,X,O,O,X,O,X,O,O
ZTLIJOS,O,O,O,X,O,X,O,X
ZTLISJO,X,O,X,X,O,X,O,O
ZTLISOJ,X,O,X,X,O,X,O,O
ZTLIOJS,O,O,O,X,O,X,O,X
ZTLIOSJ,X,O,X,X,O,X,O,X
ZTLJISO,X,O,O,X,O,X,O,O
ZTLJIOS,O,O,O,X,O,X,O,X
ZTLJSIO,O,O,O,X,O,X,O,O
ZTLJSOI,O,O,O,X,O,X,O,O
ZTLJOIS,O,O,O,X,O,X,O,X
ZTLJOSI,O,O,O,X,O,X,O,O
ZTLSIJO,O,O,X,X,O,X,O,O
ZTLSIOJ,O,O,X,X,O,X,O,O
ZTLSJIO,O,O,O,X,O,X,O,O
ZTLSJOI,O,O,O,X,O,X,O,O
ZTLSOIJ,O,O,X,X,O,X,O,O
ZTLSOJI,O,O,O,X,O,X,O,O
ZTLOIJS,O,O,O,X,O,X,O,X
ZTLOISJ,X,O,X,X,O,X,O,X
ZTLOJIS,O,O,O,X,O,X,O,X
ZTLOJSI,O,O,O,X,O,X,O,O
ZTLOSIJ,O,O,X,X,O,X,O,O
ZTLOSJI,O,O,O,X,O,X,O,O
ZTJILSO,X,O,O,O,O,X,O,O
ZTJILOS,O,O,O,O,O,X,O,X
ZTJISLO,O,O,O,O,O,O,O,O
ZTJISOL,O,O,X,O,O,O,O,X
ZTJIOLS,O,O,O,O,X,X,O,X
ZTJIOSL,O,O,X,O,X,O,O,X
ZTJLISO,X,O,O,O,O,X,O,O
ZTJLIOS,O,O,O,O,O,X,O,X
ZTJLSIO,O,O,O,O,O,X,O,O
ZTJLSOI,O,O,O,O,O,X,O,O
ZTJLOIS,O,O,O,O,O,X,O,X
ZTJLOSI,O,O,O,O,O,X,O,O
ZTJSILO,O,O,O,O,O,O,O,O
ZTJSIOL,O,O,X,O,O,O,O,X
ZTJSLIO,O,O,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O,O,O
ZTJSOIL,O,O,X,O,O,O,O,X
ZTJSOLI,O,O,X,O,O,O,O,X
ZTJOILS,O,O,O,O,X,X,O,X
ZTJOISL,O,O,X,O,X,O,O,X
ZTJOLIS,O,O,O,O,O,X,O,X
ZTJOLSI,O,O,O,O,O,X,O,X
ZTJOSIL,O,O,X,O,O,O,O,X
ZTJOSLI,O,O,X,O,O,O,O,X
ZTSILJO,O,O,X,X,O,X,O,O
ZTSILOJ,O,O,X,X,O,X,O,O
ZTSIJLO,O,O,X,X,O,X,O,O
ZTSIJOL,O,O,X,X,O,X,O,X
ZTSIOLJ,O,O,X,X,O,X,O,X
ZTSIOJL,O,O,X,X,O,X,O,X
ZTSLIJO,O,O,X,X,O,X,O,O
ZTSLIOJ,O,O,X,X,O,X,O,O
ZTSLJIO,O,O,O,X,O,O,O,O
ZTSLJOI,O,O,O,X,O,O,O,O
ZTSLOIJ,O,O,X,X,O,X,O,O
ZTSLOJI,O,O,O,X,O,O,O,O
ZTSJILO,O,O,O,O,O,O,O,O
ZTSJIOL,O,O,X,O,O,O,O,X
ZTSJLIO,O,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O,O
ZTSJOIL,O,O,X,O,O,O,O,X
ZTSJOLI,O,O,X,O,O,O,O,X
ZTSOILJ,O,O,X,X,O,X,O,X
ZTSOIJL,O,O,X,O,O,X,O,X
ZTSOLIJ,O,O,X,X,O,X,O,X
ZTSOLJI,O,O,X,X,O,O,O,X
ZTSOJIL,O,O,X,O,O,O,O,X
ZTSOJLI,O,O,X,O,O,O,O,X
ZTOILJS,O,O,X,X,O,X,O,X
ZTOILSJ,X,O,X,X,O,X,O,X
ZTOIJLS,O,O,X,O,X,X,O,X
ZTOIJSL,O,O,X,O,X,O,O,X
ZTOISLJ,O,O,X,X,O,X,O,X
ZTOISJL,O,O,X,X,O,X,O,X
ZTOLIJS,O,O,O,X,O,X,O,X
ZTOLISJ,X,O,X,X,O,X,O,X
ZTOLJIS,O,O,O,X,O,X,O,X
ZTOLJSI,O,O,O,X,O,X,O,X
ZTOLSIJ,O,O,X,X,O,X,O,X
ZTOLSJI,O,O,O,X,O,X,O,X
ZTOJILS,O,O,O,O,X,X,O,X
ZTOJISL,O,O,X,O,X,O,O,X
ZTOJLIS,O,O,O,O,O,X,O,X
ZTOJLSI,O,O,O,O,O,X,O,X
ZTOJSIL,O,O,X,O,O,O,O,X
ZTOJSLI,O,O,X,O,O,O,O,X
ZTOSILJ,O,O,X,X,O,X,O,X
ZTOSIJL,O,O,X,X,O,X,O,X
ZTOSLIJ,O,O,X,X,O,X,O,X
ZTOSLJI,O,O,X,X,O,O,O,X
ZTOSJIL,O,O,X,X,O,O,O,X
ZTOSJLI,O,O,X,X,O,O,O,X
ZITLJSO,X,O,O,X,O,X,O,O
ZITLJOS,O,O,O,X,O,X,O,X
ZITLSJO,X,O,X,X,O,X,O,O
ZITLSOJ,X,O,X,X,O,X,O,O
ZITLOJS,O,O,O,X,O,X,O,X
ZITLOSJ,X,O,X,X,O,X,O,X
ZITJLSO,X,O,O,X,O,X,O,O
ZITJLOS,O,O,O,X,O,X,O,X
ZITJSLO,O,O,O,X,O,O,O,O
ZITJSOL,O,O,X,X,O,O,O,X
ZITJOLS,O,O,O,X,X,X,O,X
ZITJOSL,O,O,X,X,X,O,O,X
ZITSLJO,O,O,X,X,O,X,O,O
ZITSLOJ,O,O,X,X,O,X,O,O
ZITSJLO,O,O,X,X,O,X,O,O
ZITSJOL,O,O,X,X,O,X,O,X
ZITSOLJ,O,O,X,X,O,X,O,X
ZITSOJL,O,O,X,X,O,X,O,X
ZITOLJS,O,O,X,X,O,X,O,X
ZITOLSJ,X,O,X,X,O,X,O,X
ZITOJLS,O,O,X,X,X,X,O,X
ZITOJSL,O,O,X,X,X,O,O,X
ZITOSLJ,O,O,X,X,O,X,O,X
ZITOSJL,O,O,X,X,O,X,O,X
ZILTJSO,X,O,O,X,O,X,O,O
ZILTJOS,O,O,O,X,O,X,O,X
ZILTSJO,X,O,X,X,O,X,O,O
ZILTSOJ,X,O,X,X,O,X,O,O
ZILTOJS,O,O,O,X,O,X,O,X
ZILTOSJ,X,O,X,X,O,X,O,X
ZILJTSO,X,X,O,X,O,X,O,O
ZILJTOS,O,X,O,X,O,X,O,X
ZILJSTO,X,O,X,X,X,X,O,O
ZILJSOT,X,O,X,X,X,X,X,O
ZILJOTS,X,X,O,X,O,X,O,X
ZILJOST,X,O,X,X,X,X,X,O
ZILSTJO,X,X,X,X,X,X,O,O
ZILSTOJ,X,O,X,X,X,X,O,O
ZILSJTO,X,X,X,X,X,X,O,O
ZILSJOT,X,O,X,X,X,X,X,O
ZILSOTJ,X,O,X,X,X,X,X,O
ZILSOJT,X,O,X,X,X,X,X,O
ZILOTJS,X,O,O,X,O,X,O,X
ZILOTSJ,X,O,X,X,O,X,O,X
ZILOJTS,X,X,O,X,O,X,O,X
ZILOJST,X,O,X,X,X,X,X,O
ZILOSTJ,X,O,X,X,X,X,X,O
ZILOSJT,X,O,X,X,X,X,X,O
ZIJTLSO,X,O,X,X,O,X,O,O
ZIJTLOS,O,O,X,X,O,X,O,X
ZIJTSLO,O,O,X,X,O,X,O,O
ZIJTSOL,O,O,X,X,O,X,O,X
ZIJTOLS,O,O,X,X,X,X,O,X
ZIJTOSL,O,O,X,X,X,X,O,X
ZIJLTSO,X,X,O,X,O,X,O,O
ZIJLTOS,O,X,O,X,O,X,O,X
ZIJLSTO,X,O,X,X,X,X,O,O
ZIJLSOT,X,O,X,X,X,X,X,O
ZIJLOTS,X,X,O,X,O,X,O,X
ZIJLOST,X,O,X,X,X,X,X,O
ZIJSTLO,O,O,X,X,X,X,O,O
ZIJSTOL,O,O,X,X,X,X,O,X
ZIJSLTO,O,O,X,X,X,X,O,O
ZIJSLOT,O,O,X,X,X,X,X,O
ZIJSOTL,O,O,X,X,X,X,X,X
ZIJSOLT,X,O,X,X,X,X,X,O
ZIJOTLS,O,O,X,X,X,X,O,X
ZIJOTSL,O,O,X,X,X,X,O,X
ZIJOLTS,X,X,X,X,X,X,O,X
ZIJOLST,X,O,X,X,X,X,X,O
ZIJOSTL,X,O,X,X,X,X,X,X
ZIJOSLT,X,O,X,X,X,X,X,O
ZISTLJO,O,O,X,X,X,X,O,O
ZISTLOJ,O,O,X,X,X,X,O,O
ZISTJLO,O,O,X,X,X,X,O,O
ZISTJOL,O,O,X,X,X,X,O,X
ZISTOLJ,O,O,X,X,X,X,O,X
ZISTOJL,O,O,X,X,X,X,O,X
ZISLTJO,O,O,X,X,X,X,O,O
ZISLTOJ,O,O,X,X,X,X,O,O
ZISLJTO,O,O,X,X,X,X,O,O
ZISLJOT,O,O,X,X,X,X,X,O
ZISLOTJ,O,O,X,X,X,X,X,O
ZISLOJT,O,O,X,X,X,X,X,O
ZISJTLO,O,O,X,X,X,X,O,O
ZISJTOL,O,O,X,X,X,X,O,X
ZISJLTO,O,O,X,X,X,X,O,O
ZISJLOT,O,O,X,X,X,X,X,O
ZISJOTL,O,O,X,X,X,X,X,X
ZISJOLT,X,O,X,X,X,X,X,O
ZISOTLJ,O,O,X,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,X,O,X,X,X,X,X,O
ZISOLJT,X,O,X,X,X,X,X,O
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,X,O
ZIOTLJS,O,O,X,X,O,X,O,X
ZIOTLSJ,X,O,X,X,O,X,O,X
ZIOTJLS,O,O,X,X,X,X,O,X
ZIOTJSL,O,O,X,X,X,O,O,X
ZIOTSLJ,X,O,X,X,O,X,O,X
ZIOTSJL,O,O,X,X,O,X,O,X
ZIOLTJS,X,O,X,X,O,X,O,X
ZIOLTSJ,X,O,X,X,O,X,O,X
ZIOLJTS,X,X,X,X,O,X,O,X
ZIOLJST,X,O,X,X,X,X,X,O
ZIOLSTJ,X,O,X,X,X,X,X,O
ZIOLSJT,X,O,X,X,X,X,X,O
ZIOJTLS,O,O,X,X,X,X,O,X
ZIOJTSL,O,O,X,X,X,X,O,X
ZIOJLTS,X,X,X,X,X,X,O,X
ZIOJLST,X,O,X,X,X,X,X,O
ZIOJSTL,X,O,X,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,O
ZIOSTLJ,X,O,X,X,X,X,X,X
ZIOSTJL,X,O,X,X,X,X,X,X
ZIOSLTJ,X,O,X,X,X,X,X,O
ZIOSLJT,X,O,X,X,X,X,X,O
ZIOSJTL,X,O,X,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,O
ZLTIJSO,X,O,O,O,O,X,O,O
ZLTIJOS,O,O,O,O,O,X,O,X
ZLTISJO,X,O,X,O,O,X,O,O
ZLTISOJ,X,O,X,O,O,X,O,O
ZLTIOJS,O,O,O,O,O,X,O,X
ZLTIOSJ,X,O,X,O,O,X,O,X
ZLTJISO,X,O,O,O,O,X,O,O
ZLTJIOS,O,O,O,O,O,X,O,X
ZLTJSIO,O,O,O,O,O,X,O,O
ZLTJSOI,O,O,O,O,O,X,O,O
ZLTJOIS,O,O,O,O,O,X,O,X
ZLTJOSI,O,O,O,O,O,X,O,O
ZLTSIJO,O,O,X,O,O,X,O,O
ZLTSIOJ,O,O,X,O,O,X,O,O
ZLTSJIO,O,O,O,O,O,X,O,O
ZLTSJOI,O,O,O,O,O,X,O,O
ZLTSOIJ,O,O,X,O,O,X,O,O
ZLTSOJI,O,O,O,O,O,X,O,O
ZLTOIJS,O,O,O,O,O,X,O,X
ZLTOISJ,X,O,X,O,O,X,O,X
ZLTOJIS,O,O,O,O,O,X,O,X
ZLTOJSI,O,O,O,O,O,X,O,O
ZLTOSIJ,O,O,X,O,O,X,O,O
ZLTOSJI,O,O,O,O,O,X,O,O
ZLITJSO,X,O,O,O,O,X,O,O
ZLITJOS,O,O,O,O,O,X,O,X
ZLITSJO,X,O,X,O,O,X,O,O
ZLITSOJ,X,O,X,O,O,X,O,O
ZLITOJS,O,O,O,O,O,X,O,X
ZLITOSJ,X,O,X,O,O,X,O,X
ZLIJTSO,X,X,O,O,O,X,O,O
ZLIJTOS,O,X,O,O,O,X,O,X
ZLIJSTO,X,O,X,O,X,X,O,O
ZLIJSOT,X,O,X,O,X,X,X,O
ZLIJOTS,X,X,O,O,O,X,O,X
ZLIJOST,X,O,X,O,X,X,X,O
ZLISTJO,X,X,X,O,X,X,O,O
ZLISTOJ,X,O,X,O,X,X,O,O
ZLISJTO,X,X,X,O,X,X,O,O
ZLISJOT,X,O,X,O,X,X,X,O
ZLISOTJ,X,O,X,O,X,X,X,O
ZLISOJT,X,O,X,O,X,X,X,O
ZLIOTJS,X,O,O,O,O,X,O,X
ZLIOTSJ,X,O,X,O,O,X,O,X
ZLIOJTS,X,X,O,O,O,X,O,X
ZLIOJST,X,O,X,O,X,X,X,O
ZLIOSTJ,X,O,X,O,X,X,X,O
ZLIOSJT,X,O,X,X,X,X,X,O
ZLJTISO,X,X,O,O,O,X,O,O
ZLJTIOS,O,X,O,O,O,X,O,X
ZLJTSIO,O,X,O,O,O,X,O,O
ZLJTSOI,O,X,O,O,O,X,O,O
ZLJTOIS,O,X,O,O,O,X,O,X
ZLJTOSI,O,X,O,O,O,X,O,O
ZLJITSO,X,X,O,O,O,X,O,O
ZLJITOS,O,X,O,O,O,X,O,X
ZLJISTO,X,O,X,O,X,X,O,O
ZLJISOT,X,O,X,O,X,X,X,O
ZLJIOTS,X,X,O,O,O,X,O,X
ZLJIOST,X,O,X,O,X,X,X,O
ZLJSTIO,O,O,X,O,O,X,O,O
ZLJSTOI,O,O,X,O,O,X,O,O
ZLJSITO,O,O,X,O,O,X,O,O
ZLJSIOT,O,O,X,O,O,X,X,O
ZLJSOTI,O,O,O,O,O,X,X,O
ZLJSOIT,O,O,X,O,O,X,X,O
ZLJOTIS,X,X,O,O,O,X,O,X
ZLJOTSI,X,X,O,O,O,X,O,O
ZLJOITS,X,X,O,O,O,X,O,X
ZLJOIST,X,O,X,O,O,X,X,O
ZLJOSTI,X,O,O,O,O,X,X,O
ZLJOSIT,X,O,X,O,O,X,X,O
ZLSTIJO,O,O,X,O,O,X,O,O
ZLSTIOJ,O,O,X,O,O,X,O,O
ZLSTJIO,O,O,O,O,O,X,O,O
ZLSTJOI,O,O,O,O,O,X,O,O
ZLSTOIJ,O,O,X,O,O,X,O,O
ZLSTOJI,O,O,O,O,O,X,O,O
ZLSITJO,O,O,X,O,O,X,O,O
ZLSITOJ,O,O,X,O,O,X,O,O
ZLSIJTO,O,O,X,O,O,X,O,O
ZLSIJOT,O,O,X,O,O,X,X,O
ZLSIOTJ,O,O,X,O,O,X,X,O
ZLSIOJT,O,O,X,O,O,X,X,O
ZLSJTIO,O,O,X,O,O,X,O,O
ZLSJTOI,O,O,X,O,O,X,O,O
ZLSJITO,O,O,X,O,O,X,O,O
ZLSJIOT,O,O,X,O,O,X,X,O
ZLSJOTI,O,O,O,O,O,X,X,O
ZLSJOIT,O,O,X,O,O,X,X,O
ZLSOTIJ,O,O,X,O,O,X,X,O
ZLSOTJI,O,O,O,O,O,X,X,O
ZLSOITJ,O,O,X,O,O,X,X,O
