sequence,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqB3rBUsB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqBUsB3rB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBKmB?zhB5oB0qBVxB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFzgBumB?5oBKsBUlBVwB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgB5oB?TmBKsB0qBlrB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBymB?5oBlqBUsBTrB
OJIZSLT,O,O,X,X,X,X
OJLTISZ,O,X,X,X,X,X
OJLTIZS,X,O,X,X,X,X
OJLTSIZ,O,X,X,X,X,X
OJLTSZI,O,X,X,X,X,X
OJLTZIS,X,O,X,X,X,X
OJLTZSI,X,O,X,X,X,X
OJLITSZ,O,X,X,X,X,X
OJLITZS,X,O,X,X,X,X
OJLISTZ,O,X,X,X,X,X
OJLISZT,O,X,X,X,X,X
OJLIZTS,X,O,X,X,X,X
OJLIZST,X,O,X,X,X,X
OJLSTIZ,O,X,X,X,X,X
OJLSTZI,O,X,X,X,X,X
OJLSITZ,O,X,X,X,X,X
OJLSIZT,O,X,X,X,X,X
OJLSZTI,O,X,X,X,X,X
OJLSZIT,O,X,X,X,X,X
OJLZTIS,X,O,X,X,X,X
OJLZTSI,X,O,X,X,X,X
OJLZITS,X,O,X,X,X,X
OJLZIST,X,O,X,X,X,X
OJLZSTI,X,O,X,X,X,X
OJLZSIT,X,O,X,X,X,X
OJSTILZ,O,X,X,X,X,X
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,X,X,X,X,X
OJSTLZI,O,X,X,X,X,X
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,X,X,X
OJSITLZ,O,X,X,X,X,X
OJSITZL,O,O,X,X,X,X
OJSILTZ,O,X,X,X,X,X
OJSILZT,O,X,X,X,X,X
OJSIZTL,O,O,X,X,X,X
OJSIZLT,O,O,X,X,X,X
OJSLTIZ,O,X,X,X,X,X
OJSLTZI,O,X,X,X,X,X
OJSLITZ,O,X,X,X,X,X
OJSLIZT,O,X,X,X,X,X
OJSLZTI,O,X,X,X,X,X
OJSLZIT,O,X,X,X,X,X
OJSZTIL,O,O,X,X,X,X
OJSZTLI,O,O,X,X,X,X
OJSZITL,O,O,X,X,X,X
OJSZILT,O,O,X,X,X,X
OJSZLTI,O,O,X,X,X,X
OJSZLIT,O,O,X,X,X,X
OJZTILS,X,O,X,X,X,X
OJZTISL,O,O,X,X,X,X
OJZTLIS,X,O,X,X,X,X
OJZTLSI,X,O,X,X,X,X
OJZTSIL,O,O,X,X,X,X
OJZTSLI,O,O,X,X,X,X
OJZITLS,X,O,X,X,X,X
OJZITSL,O,O,X,X,X,X
OJZILTS,X,O,X,X,X,X
OJZILST,X,O,X,X,X,X
OJZISTL,O,O,X,X,X,X
OJZISLT,O,O,X,X,X,X
OJZLTIS,X,O,X,X,X,X
OJZLTSI,X,O,X,X,X,X
OJZLITS,X,O,X,X,X,X
OJZLIST,X,O,X,X,X,X
OJZLSTI,X,O,X,X,X,X
OJZLSIT,X,O,X,X,X,X
OJZSTIL,O,O,X,X,X,X
OJZSTLI,O,O,X,X,X,X
OJZSITL,O,O,X,X,X,X
OJZSILT,O,O,X,X,X,X
OJZSLTI,O,O,X,X,X,X
OJZSLIT,O,O,X,X,X,X
OSTILJZ,O,X,O,O,X,X
OSTILZJ,X,X,O,O,X,X
OSTIJLZ,O,X,O,O,X,X
OSTIJZL,O,O,O,X,X,O
OSTIZLJ,X,X,O,O,X,O
OSTIZJL,X,X,O,X,X,O
OSTLIJZ,O,X,O,O,X,X
OSTLIZJ,X,X,O,O,X,X
OSTLJIZ,O,X,O,O,X,X
OSTLJZI,O,X,O,O,X,X
OSTLZIJ,X,X,O,O,X,X
OSTLZJI,X,X,O,O,X,X
OSTJILZ,O,X,O,O,X,X
OSTJIZL,O,O,O,X,X,O
OSTJLIZ,O,X,O,O,X,X
OSTJLZI,O,X,O,O,X,X
OSTJZIL,O,O,O,X,X,O
OSTJZLI,O,O,O,X,X,O
OSTZILJ,X,X,O,O,X,O
OSTZIJL,X,X,O,X,X,O
OSTZLIJ,X,X,O,O,X,O
OSTZLJI,X,X,O,O,X,O
OSTZJIL,X,X,O,X,X,O
OSTZJLI,X,X,O,X,X,O
OSITLJZ,O,X,O,O,X,X
OSITLZJ,X,X,O,O,X,X
OSITJLZ,O,X,O,O,X,X
OSITJZL,O,O,O,X,X,O
OSITZLJ,X,X,O,O,X,O
OSITZJL,X,X,O,X,X,O
OSILTJZ,O,X,X,O,X,X
OSILTZJ,X,X,X,O,X,X
OSILJTZ,O,X,X,X,X,X
OSILJZT,O,X,X,X,O,X
OSILZTJ,X,X,X,X,O,X
OSILZJT,O,X,X,X,O,X
OSIJTLZ,O,X,O,X,X,X
OSIJTZL,O,O,O,X,X,O
OSIJLTZ,O,X,X,X,X,X
OSIJLZT,O,X,X,X,O,X
OSIJZTL,O,O,X,X,X,X
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,X,X,X,X,X,O
OSIZTJL,X,X,X,X,X,O
OSIZLTJ,X,X,X,X,O,X
OSIZLJT,O,O,X,X,O,X
OSIZJTL,O,O,X,X,X,X
OSIZJLT,O,O,X,X,O,X
OSLTIJZ,O,X,X,O,X,X
OSLTIZJ,X,X,X,O,X,X
OSLTJIZ,O,X,X,O,X,X
OSLTJZI,O,X,X,O,X,X
OSLTZIJ,X,X,X,O,X,X
OSLTZJI,X,X,X,O,X,X
OSLITJZ,O,X,X,O,X,X
OSLITZJ,X,X,X,O,X,X
OSLIJTZ,O,X,X,X,X,X
OSLIJZT,O,X,X,X,O,X
OSLIZTJ,X,X,X,X,O,X
OSLIZJT,O,X,X,X,O,X
OSLJTIZ,O,X,X,X,X,X
OSLJTZI,O,X,X,X,X,X
OSLJITZ,O,X,X,X,X,X
OSLJIZT,O,X,X,X,O,X
OSLJZTI,O,X,X,X,O,X
OSLJZIT,O,X,X,X,O,X
OSLZTIJ,X,X,X,X,O,X
OSLZTJI,X,X,X,X,O,X
OSLZITJ,X,X,X,X,O,X
OSLZIJT,O,X,X,X,O,X
OSLZJTI,O,X,X,X,O,X
OSLZJIT,O,X,X,X,O,X
OSJTILZ,O,X,O,X,X,X
OSJTIZL,O,O,O,X,X,O
OSJTLIZ,O,X,O,X,X,X
OSJTLZI,O,X,O,X,X,X
OSJTZIL,O,O,O,X,X,O
OSJTZLI,O,O,O,X,X,O
OSJITLZ,O,X,O,X,X,X
OSJITZL,O,O,O,X,X,O
OSJILTZ,O,X,X,X,X,X
OSJILZT,O,X,X,X,O,X
OSJIZTL,O,O,X,X,X,X
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,O,X,X,X,X,X
OSJLTZI,O,X,X,X,X,X
OSJLITZ,O,X,X,X,X,X
OSJLIZT,O,X,X,X,O,X
OSJLZTI,O,X,X,X,O,X
OSJLZIT,O,X,X,X,O,X
OSJZTIL,O,O,X,X,X,X
OSJZTLI,O,O,X,X,X,X
OSJZITL,O,O,X,X,X,X
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,O,X,X,O,X
OSJZLIT,O,O,X,X,O,X
OSZTILJ,X,X,X,X,X,O
OSZTIJL,X,X,X,X,X,O
OSZTLIJ,X,X,X,X,X,O
OSZTLJI,X,X,X,X,X,O
OSZTJIL,X,X,X,X,X,O
OSZTJLI,X,X,X,X,X,O
OSZITLJ,X,X,X,X,X,O
OSZITJL,X,X,X,X,X,O
OSZILTJ,X,X,X,X,O,X
OSZILJT,O,O,X,X,O,X
OSZIJTL,O,O,X,X,X,X
OSZIJLT,O,O,X,X,O,X
OSZLTIJ,X,X,X,X,O,X
OSZLTJI,X,X,X,X,O,X
OSZLITJ,X,X,X,X,O,X
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,O,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,O,X,X,X,X
OSZJTLI,O,O,X,X,X,X
OSZJITL,O,O,X,X,X,X
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,O,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,X,O,X,X,X,X
OZTILSJ,X,X,X,X,X,O
OZTIJLS,X,O,X,X,X,X
OZTIJSL,O,O,X,X,X,X
OZTISLJ,X,X,X,X,X,O
OZTISJL,X,X,X,X,X,O
OZTLIJS,X,O,X,X,X,X
OZTLISJ,X,X,X,X,X,O
OZTLJIS,X,O,X,X,X,X
OZTLJSI,X,O,X,X,X,X
OZTLSIJ,X,X,X,X,X,O
OZTLSJI,X,X,X,X,X,O
OZTJILS,X,O,X,X,X,X
OZTJISL,O,O,X,X,X,X
OZTJLIS,X,O,X,X,X,X
OZTJLSI,X,O,X,X,X,X
OZTJSIL,O,O,X,X,X,X
OZTJSLI,O,O,X,X,X,X
OZTSILJ,X,X,X,X,X,O
OZTSIJL,X,X,X,X,X,O
OZTSLIJ,X,X,X,X,X,O
OZTSLJI,X,X,X,X,X,O
OZTSJIL,X,X,X,X,X,O
OZTSJLI,X,X,X,X,X,O
OZITLJS,X,O,X,X,X,X
OZITLSJ,X,X,X,X,X,O
OZITJLS,X,O,X,X,X,X
OZITJSL,O,O,X,X,X,X
OZITSLJ,X,X,X,X,X,O
OZITSJL,X,X,X,X,X,O
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,X,X,X,O,X
OZILJTS,X,O,X,X,X,X
OZILJST,X,O,X,X,O,X
OZILSTJ,X,X,X,X,O,X
OZILSJT,X,O,X,X,O,X
OZIJTLS,X,O,X,X,X,X
OZIJTSL,O,O,X,X,X,X
OZIJLTS,X,O,X,X,X,X
OZIJLST,X,O,X,X,X,X
OZIJSTL,O,O,X,X,X,X
OZIJSLT,O,O,X,X,X,X
OZISTLJ,X,X,X,X,X,O
OZISTJL,X,X,X,X,X,O
OZISLTJ,X,X,X,X,O,X
OZISLJT,O,O,X,X,O,X
OZISJTL,O,O,X,X,X,X
OZISJLT,O,O,X,X,O,X
OZLTIJS,X,O,X,X,X,X
OZLTISJ,X,X,X,X,O,X
OZLTJIS,X,O,X,X,X,X
OZLTJSI,X,O,X,X,X,X
OZLTSIJ,X,X,X,X,O,X
OZLTSJI,X,X,X,X,O,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,X,X,X,O,X
OZLIJTS,X,O,X,X,X,X
OZLIJST,X,O,X,X,O,X
OZLISTJ,X,X,X,X,O,X
OZLISJT,X,O,X,X,O,X
OZLJTIS,X,O,X,X,X,X
OZLJTSI,X,O,X,X,X,X
OZLJITS,X,O,X,X,X,X
OZLJIST,X,O,X,X,O,X
OZLJSTI,X,O,X,X,O,X
OZLJSIT,X,O,X,X,O,X
OZLSTIJ,X,X,X,X,O,X
OZLSTJI,X,X,X,X,O,X
OZLSITJ,X,X,X,X,O,X
OZLSIJT,X,O,X,X,O,X
OZLSJTI,X,O,X,X,O,X
OZLSJIT,X,O,X,X,O,X
OZJTILS,X,O,X,X,X,X
OZJTISL,O,O,X,X,X,X
OZJTLIS,X,O,X,X,X,X
OZJTLSI,X,O,X,X,X,X
OZJTSIL,O,O,X,X,X,X
OZJTSLI,O,O,X,X,X,X
OZJITLS,X,O,X,X,X,X
OZJITSL,O,O,X,X,X,X
OZJILTS,X,O,X,X,X,X
OZJILST,X,O,X,X,X,X
OZJISTL,O,O,X,X,X,X
OZJISLT,O,O,X,X,X,X
OZJLTIS,X,O,X,X,X,X
OZJLTSI,X,O,X,X,X,X
OZJLITS,X,O,X,X,X,X
OZJLIST,X,O,X,X,X,X
OZJLSTI,X,O,X,X,X,X
OZJLSIT,X,O,X,X,X,X
OZJSTIL,O,O,X,X,X,X
OZJSTLI,O,O,X,X,X,X
OZJSITL,O,O,X,X,X,X
OZJSILT,O,O,X,X,X,X
OZJSLTI,O,O,X,X,X,X
OZJSLIT,O,O,X,X,X,X
OZSTILJ,X,X,X,X,X,O
OZSTIJL,X,X,X,X,X,O
OZSTLIJ,X,X,X,X,X,O
OZSTLJI,X,X,X,X,X,O
OZSTJIL,X,X,X,X,X,O
OZSTJLI,X,X,X,X,X,O
OZSITLJ,X,X,X,X,X,O
OZSITJL,X,X,X,X,X,O
OZSILTJ,X,X,X,X,O,X
OZSILJT,O,O,X,X,O,X
OZSIJTL,O,O,X,X,X,X
OZSIJLT,O,O,X,X,O,X
OZSLTIJ,X,X,X,X,O,X
OZSLTJI,X,X,X,X,O,X
OZSLITJ,X,X,X,X,O,X
OZSLIJT,O,O,X,X,O,X
OZSLJTI,O,O,X,X,O,X
OZSLJIT,O,O,X,X,O,X
OZSJTIL,O,O,X,X,X,X
OZSJTLI,O,O,X,X,X,X
OZSJITL,O,O,X,X,X,X
OZSJILT,O,O,X,X,O,X
OZSJLTI,O,O,X,X,O,X
OZSJLIT,O,O,X,X,O,X
