sequence,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThB0iB6oB2s?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBThBKnBGjBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBihBziB+oBUn?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mB0iB6oB2s?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF3gB9mBKnBGjBUo?BzqB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lBKnBGjBTmBUo?BXrB,v115@+gB8HeA8IeB8HeB8BeE8JeZEJvhF9lB2mBCjBToBUn?BXrB
JLSTOIZ,O,O,O,O,X,X,X
JLSTOZI,O,O,O,O,X,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,O,O,O,O,X,X,X
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,X,X
JLSIOTZ,O,X,O,O,X,X,X
JLSIOZT,O,X,X,O,X,X,X
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,O,O,X,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,O,X,X,X
JLSZOTI,O,O,O,O,X,X,X
JLSZOIT,O,O,O,O,X,X,X
JLSOTIZ,O,X,O,O,X,X,X
JLSOTZI,O,X,O,O,X,X,X
JLSOITZ,O,X,O,O,X,X,X
JLSOIZT,O,X,X,O,X,X,X
JLSOZTI,O,X,X,O,X,X,X
JLSOZIT,O,X,X,O,X,X,X
JLZTISO,O,O,O,O,O,O,X
JLZTIOS,O,O,O,O,O,O,X
JLZTSIO,O,O,O,O,O,O,X
JLZTSOI,O,O,O,O,O,O,X
JLZTOIS,O,O,O,O,O,O,X
JLZTOSI,O,O,O,O,O,O,X
JLZITSO,O,O,O,O,O,O,X
JLZITOS,O,O,O,O,O,O,X
JLZISTO,O,O,O,O,O,O,X
JLZISOT,O,O,O,O,O,X,X
JLZIOTS,O,O,O,O,O,O,X
JLZIOST,O,O,O,O,O,X,X
JLZSTIO,O,O,O,O,O,O,X
JLZSTOI,O,O,O,O,O,O,X
JLZSITO,O,O,O,O,O,O,X
JLZSIOT,O,O,O,O,O,X,X
JLZSOTI,O,O,O,O,O,X,X
JLZSOIT,O,O,O,O,O,X,X
JLZOTIS,O,O,O,O,O,O,X
JLZOTSI,O,O,O,O,O,O,X
JLZOITS,O,O,O,O,O,O,X
JLZOIST,O,O,O,O,O,X,X
JLZOSTI,O,O,O,O,O,X,X
JLZOSIT,O,O,O,O,O,X,X
JLOTISZ,O,X,X,O,O,X,X
JLOTIZS,O,X,O,O,O,X,X
JLOTSIZ,O,X,X,O,O,X,X
JLOTSZI,O,X,X,O,O,X,X
JLOTZIS,O,X,O,O,O,X,X
JLOTZSI,O,X,O,O,O,X,X
JLOITSZ,O,X,X,O,O,X,X
JLOITZS,O,X,O,O,O,X,X
JLOISTZ,O,X,O,O,X,X,X
JLOISZT,O,X,X,O,X,X,X
JLOIZTS,O,X,O,O,O,X,X
JLOIZST,O,X,O,O,O,X,X
JLOSTIZ,O,X,O,O,X,X,X
JLOSTZI,O,X,O,O,X,X,X
JLOSITZ,O,X,O,O,X,X,X
JLOSIZT,O,X,X,O,X,X,X
JLOSZTI,O,X,X,O,X,X,X
JLOSZIT,O,X,X,O,X,X,X
JLOZTIS,O,X,O,O,O,X,X
JLOZTSI,O,X,O,O,O,X,X
JLOZITS,O,X,O,O,O,X,X
JLOZIST,O,X,O,O,O,X,X
JLOZSTI,O,X,O,O,O,X,X
JLOZSIT,O,X,O,O,O,X,X
JSTILZO,O,O,O,O,O,X,X
JSTILOZ,O,O,O,O,X,X,O
JSTIZLO,O,O,O,O,X,X,X
JSTIZOL,O,O,O,O,X,X,O
JSTIOLZ,O,O,O,O,X,X,O
JSTIOZL,O,X,O,O,X,X,O
JSTLIZO,O,O,O,O,O,X,X
JSTLIOZ,O,O,O,O,X,X,O
JSTLZIO,O,O,O,O,O,X,X
JSTLZOI,O,O,O,O,O,X,X
JSTLOIZ,O,O,O,O,X,X,O
JSTLOZI,O,O,O,O,X,X,O
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,O,O,X,X,O
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,X,X,X
JSTZOIL,O,O,O,O,X,X,O
JSTZOLI,O,O,O,O,X,X,O
JSTOILZ,O,O,O,O,X,X,O
JSTOIZL,O,X,O,O,X,X,O
JSTOLIZ,O,O,O,O,X,X,O
JSTOLZI,O,O,O,O,X,X,O
JSTOZIL,O,X,O,O,X,X,O
JSTOZLI,O,X,O,O,X,X,O
JSITLZO,O,O,O,O,O,X,X
JSITLOZ,O,O,O,O,X,X,O
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,O,O,X,X,O
JSITOLZ,O,O,O,O,X,X,O
JSITOZL,O,X,O,O,X,X,O
JSILTZO,O,O,O,O,X,X,X
JSILTOZ,O,O,O,O,X,X,X
JSILZTO,O,O,O,O,X,X,X
JSILZOT,O,O,O,O,X,X,X
JSILOTZ,O,X,O,O,X,X,X
JSILOZT,O,X,X,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,O,O,O,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X
JSIZOTL,O,O,O,O,X,X,X
JSIZOLT,O,O,O,O,X,X,X
JSIOTLZ,O,X,O,O,X,X,O
JSIOTZL,O,X,O,O,X,X,O
JSIOLTZ,O,X,O,O,X,X,O
JSIOLZT,O,X,X,O,X,X,X
JSIOZTL,O,X,O,O,X,X,X
JSIOZLT,O,X,O,O,X,X,X
JSLTIZO,O,O,O,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,X
JSLTZIO,O,O,O,O,X,X,X
JSLTZOI,O,O,O,O,X,X,X
JSLTOIZ,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,X,X,X
JSLITZO,O,O,O,O,X,X,X
JSLITOZ,O,O,O,O,X,X,X
JSLIZTO,O,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X
JSLIOTZ,O,X,O,O,X,X,X
JSLIOZT,O,X,X,O,X,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,O,O,X,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,X,X,X
JSLZOTI,O,O,O,O,X,X,X
JSLZOIT,O,O,O,O,X,X,X
JSLOTIZ,O,X,O,O,X,X,X
JSLOTZI,O,X,O,O,X,X,X
JSLOITZ,O,X,O,O,X,X,X
JSLOIZT,O,X,X,O,X,X,X
JSLOZTI,O,X,X,O,X,X,X
JSLOZIT,O,X,X,O,X,X,X
JSZTILO,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,X,X,X
JSZTLIO,O,O,O,O,X,X,X
JSZTLOI,O,O,O,O,X,X,X
JSZTOIL,O,O,O,O,X,X,X
JSZTOLI,O,O,O,O,X,X,X
JSZITLO,O,O,O,O,X,X,X
JSZITOL,O,O,O,O,X,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,O,O,O,O,X,X,X
JSZIOTL,O,O,O,O,X,X,X
JSZIOLT,O,O,O,O,X,X,X
JSZLTIO,O,O,O,O,X,X,X
JSZLTOI,O,O,O,O,X,X,X
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,O,O,O,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,O,O,O,X,X,X
JSZOTIL,O,O,O,O,X,X,X
JSZOTLI,O,O,O,O,X,X,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,O,X,X,X
JSZOLTI,O,O,O,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X
JSOTILZ,O,X,O,O,X,X,O
JSOTIZL,O,X,O,O,X,X,O
JSOTLIZ,O,X,O,O,X,X,O
JSOTLZI,O,X,O,O,X,X,O
JSOTZIL,O,X,O,O,X,X,O
JSOTZLI,O,X,O,O,X,X,O
JSOITLZ,O,X,O,O,X,X,O
JSOITZL,O,X,O,O,X,X,O
JSOILTZ,O,X,O,O,X,X,O
JSOILZT,O,X,X,O,X,X,X
JSOIZTL,O,X,O,O,X,X,X
JSOIZLT,O,X,O,O,X,X,X
JSOLTIZ,O,X,O,O,X,X,O
JSOLTZI,O,X,O,O,X,X,O
JSOLITZ,O,X,O,O,X,X,O
JSOLIZT,O,X,X,O,X,X,X
JSOLZTI,O,X,X,O,X,X,X
JSOLZIT,O,X,X,O,X,X,X
JSOZTIL,O,X,O,O,X,X,X
JSOZTLI,O,X,O,O,X,X,X
JSOZITL,O,X,O,O,X,X,X
JSOZILT,O,X,O,O,X,X,X
JSOZLTI,O,X,O,O,X,X,X
JSOZLIT,O,X,O,O,X,X,X
JZTILSO,O,O,O,O,O,O,X
JZTILOS,O,O,O,O,O,O,X
JZTISLO,O,O,O,O,X,O,X
JZTISOL,O,O,O,O,X,O,X
JZTIOLS,O,O,O,O,O,O,X
JZTIOSL,O,X,O,O,X,O,X
JZTLISO,O,O,O,O,O,O,X
JZTLIOS,O,O,O,O,O,O,X
JZTLSIO,O,O,O,O,O,O,X
JZTLSOI,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,O,O,X
JZTLOSI,O,O,O,O,O,O,X
JZTSILO,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,X,O,X
JZTSLIO,O,O,O,O,X,O,X
JZTSLOI,O,O,O,O,X,O,X
JZTSOIL,O,O,O,O,X,O,X
JZTSOLI,O,O,O,O,X,O,X
JZTOILS,O,O,O,O,O,O,X
JZTOISL,O,X,O,O,X,O,X
JZTOLIS,O,O,O,O,O,O,X
JZTOLSI,O,O,O,O,O,O,X
JZTOSIL,O,X,O,O,X,O,X
JZTOSLI,O,X,O,O,X,O,X
JZITLSO,O,O,O,O,O,O,X
JZITLOS,O,O,O,O,O,O,X
JZITSLO,O,O,O,O,X,O,X
JZITSOL,O,O,O,O,X,O,X
JZITOLS,O,O,O,O,O,O,X
JZITOSL,O,X,O,O,X,O,X
JZILTSO,O,O,O,O,O,O,X
JZILTOS,O,O,O,O,O,O,X
JZILSTO,O,O,O,O,O,O,X
JZILSOT,O,O,O,O,O,X,X
JZILOTS,O,O,O,O,O,O,X
JZILOST,O,O,O,O,O,X,X
JZISTLO,O,O,O,O,X,O,X
JZISTOL,O,O,O,O,X,O,X
JZISLTO,O,O,O,O,O,O,X
JZISLOT,O,O,O,O,O,X,X
JZISOTL,O,O,O,O,X,X,X
JZISOLT,O,O,O,O,O,X,X
JZIOTLS,O,O,O,O,O,O,X
JZIOTSL,O,X,O,O,X,O,X
JZIOLTS,O,O,O,O,O,O,X
JZIOLST,O,O,O,O,O,X,X
JZIOSTL,O,O,O,O,X,X,X
JZIOSLT,O,O,O,O,O,X,X
JZLTISO,O,O,O,O,O,O,X
JZLTIOS,O,O,O,O,O,O,X
JZLTSIO,O,O,O,O,O,O,X
JZLTSOI,O,O,O,O,O,O,X
JZLTOIS,O,O,O,O,O,O,X
JZLTOSI,O,O,O,O,O,O,X
JZLITSO,O,O,O,O,O,O,X
JZLITOS,O,O,O,O,O,O,X
JZLISTO,O,O,O,O,O,O,X
JZLISOT,O,O,O,O,O,X,X
JZLIOTS,O,O,O,O,O,O,X
JZLIOST,O,O,O,O,O,X,X
JZLSTIO,O,O,O,O,O,O,X
JZLSTOI,O,O,O,O,O,O,X
JZLSITO,O,O,O,O,O,O,X
JZLSIOT,O,O,O,O,O,X,X
JZLSOTI,O,O,O,O,O,X,X
JZLSOIT,O,O,O,O,O,X,X
JZLOTIS,O,O,O,O,O,O,X
JZLOTSI,O,O,O,O,O,O,X
JZLOITS,O,O,O,O,O,O,X
JZLOIST,O,O,O,O,O,X,X
JZLOSTI,O,O,O,O,O,X,X
JZLOSIT,O,O,O,O,O,X,X
JZSTILO,O,O,O,O,X,O,X
JZSTIOL,O,O,O,O,X,O,X
JZSTLIO,O,O,O,O,X,O,X
JZSTLOI,O,O,O,O,X,O,X
JZSTOIL,O,O,O,O,X,O,X
JZSTOLI,O,O,O,O,X,O,X
JZSITLO,O,O,O,O,X,O,X
JZSITOL,O,O,O,O,X,O,X
JZSILTO,O,O,O,O,O,O,X
JZSILOT,O,O,O,O,O,X,X
JZSIOTL,O,O,O,O,X,X,X
JZSIOLT,O,O,O,O,O,X,X
JZSLTIO,O,O,O,O,O,O,X
JZSLTOI,O,O,O,O,O,O,X
JZSLITO,O,O,O,O,O,O,X
JZSLIOT,O,O,O,O,O,X,X
JZSLOTI,O,O,O,O,O,X,X
JZSLOIT,O,O,O,O,O,X,X
JZSOTIL,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X
JZSOITL,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,O,X,X
JZSOLTI,O,O,O,O,O,X,X
JZSOLIT,O,O,O,O,O,X,X
JZOTILS,O,O,O,O,O,O,X
JZOTISL,O,X,O,O,X,O,X
JZOTLIS,O,O,O,O,O,O,X
JZOTLSI,O,O,O,O,O,O,X
JZOTSIL,O,X,O,O,X,O,X
JZOTSLI,O,X,O,O,X,O,X
JZOITLS,O,O,O,O,O,O,X
JZOITSL,O,X,O,O,X,O,X
JZOILTS,O,O,O,O,O,O,X
JZOILST,O,O,O,O,O,X,X
JZOISTL,O,O,O,O,X,X,X
JZOISLT,O,O,O,O,O,X,X
JZOLTIS,O,O,O,O,O,O,X
JZOLTSI,O,O,O,O,O,O,X
JZOLITS,O,O,O,O,O,O,X
JZOLIST,O,O,O,O,O,X,X
JZOLSTI,O,O,O,O,O,X,X
JZOLSIT,O,O,O,O,O,X,X
JZOSTIL,O,O,O,O,X,X,X
JZOSTLI,O,O,O,O,X,X,X
JZOSITL,O,O,O,O,X,X,X
JZOSILT,O,O,O,O,O,X,X
JZOSLTI,O,O,O,O,O,X,X
JZOSLIT,O,O,O,O,O,X,X
JOTILSZ,O,X,X,O,O,X,X
JOTILZS,O,X,O,O,O,X,X
JOTISLZ,O,X,O,O,O,X,X
JOTISZL,O,X,O,O,X,X,X
JOTIZLS,O,X,O,O,X,X,X
JOTIZSL,O,X,O,O,X,X,X
JOTLISZ,O,X,X,O,O,X,X
JOTLIZS,O,X,O,O,O,X,X
JOTLSIZ,O,X,X,O,O,X,X
JOTLSZI,O,X,X,O,O,X,X
JOTLZIS,O,X,O,O,O,X,X
JOTLZSI,O,X,O,O,O,X,X
JOTSILZ,O,X,O,O,O,X,X
JOTSIZL,O,X,O,O,X,X,X
JOTSLIZ,O,X,O,O,O,X,X
JOTSLZI,O,X,O,O,O,X,X
JOTSZIL,O,X,O,O,X,X,X
JOTSZLI,O,X,O,O,X,X,X
JOTZILS,O,X,O,O,X,X,X
JOTZISL,O,X,O,O,X,X,X
JOTZLIS,O,X,O,O,X,X,X
JOTZLSI,O,X,O,O,X,X,X
JOTZSIL,O,X,O,O,X,X,X
JOTZSLI,O,X,O,O,X,X,X
JOITLSZ,O,X,X,O,O,X,X
JOITLZS,O,X,O,O,O,X,X
JOITSLZ,O,X,O,O,O,X,X
JOITSZL,O,X,O,O,X,X,X
JOITZLS,O,X,O,O,X,X,X
JOITZSL,O,X,O,O,X,X,X
JOILTSZ,O,X,X,O,O,X,X
JOILTZS,O,X,O,O,O,X,X
JOILSTZ,O,X,O,O,X,X,O
JOILSZT,O,X,X,O,X,X,X
JOILZTS,O,X,O,O,O,X,X
JOILZST,O,X,O,O,O,X,X
JOISTLZ,O,X,O,O,O,X,O
JOISTZL,O,X,O,O,X,X,O
JOISLTZ,O,X,O,O,X,X,O
JOISLZT,O,X,X,O,X,X,X
JOISZTL,O,X,O,O,X,X,X
JOISZLT,O,X,O,O,X,X,X
JOIZTLS,O,X,O,O,O,X,X
JOIZTSL,O,X,O,O,X,X,X
JOIZLTS,O,X,O,O,O,X,X
JOIZLST,O,X,O,O,O,X,X
JOIZSTL,O,X,O,O,X,X,X
JOIZSLT,O,X,O,O,O,X,X
JOLTISZ,O,X,X,O,O,X,X
JOLTIZS,O,X,O,O,O,X,X
JOLTSIZ,O,X,X,O,O,X,X
JOLTSZI,O,X,X,O,O,X,X
JOLTZIS,O,X,O,O,O,X,X
JOLTZSI,O,X,O,O,O,X,X
JOLITSZ,O,X,X,O,O,X,X
JOLITZS,O,X,O,O,O,X,X
JOLISTZ,O,X,O,O,X,X,O
JOLISZT,O,X,X,O,X,X,X
JOLIZTS,O,X,O,O,O,X,X
JOLIZST,O,X,O,O,O,X,X
JOLSTIZ,O,X,O,O,X,X,O
JOLSTZI,O,X,O,O,X,X,O
JOLSITZ,O,X,O,O,X,X,O
JOLSIZT,O,X,X,O,X,X,X
JOLSZTI,O,X,X,O,X,X,X
JOLSZIT,O,X,X,O,X,X,X
JOLZTIS,O,X,O,O,O,X,X
JOLZTSI,O,X,O,O,O,X,X
JOLZITS,O,X,O,O,O,X,X
JOLZIST,O,X,O,O,O,X,X
JOLZSTI,O,X,O,O,O,X,X
JOLZSIT,O,X,O,O,O,X,X
JOSTILZ,O,X,O,O,O,X,O
JOSTIZL,O,X,O,O,X,X,O
JOSTLIZ,O,X,O,O,O,X,O
JOSTLZI,O,X,O,O,O,X,O
JOSTZIL,O,X,O,O,X,X,O
JOSTZLI,O,X,O,O,X,X,O
JOSITLZ,O,X,O,O,O,X,O
JOSITZL,O,X,O,O,X,X,O
JOSILTZ,O,X,O,O,X,X,O
JOSILZT,O,X,X,O,X,X,X
JOSIZTL,O,X,O,O,X,X,X
JOSIZLT,O,X,O,O,X,X,X
JOSLTIZ,O,X,O,O,X,X,O
JOSLTZI,O,X,O,O,X,X,O
JOSLITZ,O,X,O,O,X,X,O
JOSLIZT,O,X,X,O,X,X,X
JOSLZTI,O,X,X,O,X,X,X
JOSLZIT,O,X,X,O,X,X,X
JOSZTIL,O,X,O,O,X,X,X
JOSZTLI,O,X,O,O,X,X,X
JOSZITL,O,X,O,O,X,X,X
JOSZILT,O,X,O,O,X,X,X
JOSZLTI,O,X,O,O,X,X,X
JOSZLIT,O,X,O,O,X,X,X
JOZTILS,O,X,O,O,O,X,X
JOZTISL,O,X,O,O,X,X,X
JOZTLIS,O,X,O,O,O,X,X
JOZTLSI,O,X,O,O,O,X,X
JOZTSIL,O,X,O,O,X,X,X
JOZTSLI,O,X,O,O,X,X,X
JOZITLS,O,X,O,O,O,X,X
JOZITSL,O,X,O,O,X,X,X
JOZILTS,O,X,O,O,O,X,X
JOZILST,O,X,O,O,O,X,X
JOZISTL,O,X,O,O,X,X,X
JOZISLT,O,X,O,O,O,X,X
JOZLTIS,O,X,O,O,O,X,X
JOZLTSI,O,X,O,O,O,X,X
JOZLITS,O,X,O,O,O,X,X
JOZLIST,O,X,O,O,O,X,X
JOZLSTI,O,X,O,O,O,X,X
JOZLSIT,O,X,O,O,O,X,X
JOZSTIL,O,X,O,O,X,X,X
JOZSTLI,O,X,O,O,X,X,X
JOZSITL,O,X,O,O,X,X,X
JOZSILT,O,X,O,O,O,X,X
JOZSLTI,O,X,O,O,O,X,X
JOZSLIT,O,X,O,O,O,X,X
STILJZO,O,O,O,O,O,X,X
STILJOZ,O,O,O,O,X,X,O
STILZJO,O,O,O,O,O,O,X
STILZOJ,O,O,O,X,O,O,X
STILOJZ,O,O,O,O,X,X,O
STILOZJ,O,O,O,X,O,O,O
STIJLZO,O,O,O,O,O,X,X
STIJLOZ,O,O,O,O,X,X,O
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,X,X,O
STIJOLZ,O,O,O,O,X,X,O
STIJOZL,O,X,O,O,X,X,O
STIZLJO,O,O,O,O,O,O,X
STIZLOJ,O,O,O,X,O,O,X
STIZJLO,O,O,O,O,X,O,X
STIZJOL,O,O,O,O,X,O,O
STIZOLJ,O,O,O,X,X,O,O
STIZOJL,O,O,O,X,X,O,O
STIOLJZ,O,O,O,O,X,X,O
STIOLZJ,O,O,O,X,O,O,O
STIOJLZ,O,O,O,O,X,X,O
STIOJZL,O,X,O,O,X,X,O
STIOZLJ,O,O,O,X,X,O,O
STIOZJL,O,O,O,X,X,O,O
STLIJZO,O,O,O,O,O,X,X
STLIJOZ,O,O,O,O,X,X,O
STLIZJO,O,O,O,O,O,O,X
STLIZOJ,O,O,O,X,O,O,X
STLIOJZ,O,O,O,O,X,X,O
STLIOZJ,O,O,O,X,O,O,O
STLJIZO,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,X,X,O
STLJZIO,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,X,X
STLJOIZ,O,O,O,O,X,X,O
STLJOZI,O,O,O,O,X,X,O
STLZIJO,O,O,O,O,O,O,X
STLZIOJ,O,O,O,X,O,O,X
STLZJIO,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,X
STLZOIJ,O,O,O,X,O,O,X
STLZOJI,O,O,O,X,O,O,X
STLOIJZ,O,O,O,O,X,X,O
STLOIZJ,O,O,O,X,O,O,O
STLOJIZ,O,O,O,O,X,X,O
STLOJZI,O,O,O,O,X,X,O
STLOZIJ,O,O,O,X,O,O,O
STLOZJI,O,O,O,X,O,O,O
STJILZO,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,X,X,O
STJIZLO,O,O,O,O,X,X,X
STJIZOL,O,O,O,O,X,X,O
STJIOLZ,O,O,O,O,X,X,O
STJIOZL,O,X,O,O,X,X,O
STJLIZO,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,X,X,O
STJLZIO,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,O,X,X
STJLOIZ,O,O,O,O,X,X,O
STJLOZI,O,O,O,O,X,X,O
STJZILO,O,O,O,O,X,X,X
STJZIOL,O,O,O,O,X,X,O
STJZLIO,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,X,X,X
STJZOIL,O,O,O,O,X,X,O
STJZOLI,O,O,O,O,X,X,O
STJOILZ,O,O,O,O,X,X,O
STJOIZL,O,X,O,O,X,X,O
STJOLIZ,O,O,O,O,X,X,O
STJOLZI,O,O,O,O,X,X,O
STJOZIL,O,X,O,O,X,X,O
STJOZLI,O,X,O,O,X,X,O
STZILJO,O,O,O,O,O,O,X
STZILOJ,O,O,O,X,O,O,X
STZIJLO,O,O,O,O,X,O,X
STZIJOL,O,O,O,O,X,O,O
STZIOLJ,O,O,O,X,X,O,O
STZIOJL,O,O,O,X,X,O,O
STZLIJO,O,O,O,O,O,O,X
STZLIOJ,O,O,O,X,O,O,X
STZLJIO,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,X
STZLOIJ,O,O,O,X,O,O,X
STZLOJI,O,O,O,X,O,O,X
STZJILO,O,O,O,O,X,O,X
STZJIOL,O,O,O,O,X,O,O
STZJLIO,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,X,O,X
STZJOIL,O,O,O,O,X,O,O
STZJOLI,O,O,O,O,X,O,O
STZOILJ,O,O,O,X,X,O,O
STZOIJL,O,O,O,X,X,O,O
STZOLIJ,O,O,O,X,X,O,O
STZOLJI,O,O,O,X,X,O,O
STZOJIL,O,O,O,X,X,O,O
STZOJLI,O,O,O,X,X,O,O
STOILJZ,O,O,O,O,X,X,O
STOILZJ,O,O,O,X,O,O,O
STOIJLZ,O,O,O,O,X,X,O
STOIJZL,O,X,O,O,X,X,O
STOIZLJ,O,O,O,X,X,O,O
STOIZJL,O,O,O,X,X,O,O
STOLIJZ,O,O,O,O,X,X,O
STOLIZJ,O,O,O,X,O,O,O
STOLJIZ,O,O,O,O,X,X,O
STOLJZI,O,O,O,O,X,X,O
STOLZIJ,O,O,O,X,O,O,O
STOLZJI,O,O,O,X,O,O,O
STOJILZ,O,O,O,O,X,X,O
STOJIZL,O,X,O,O,X,X,O
STOJLIZ,O,O,O,O,X,X,O
STOJLZI,O,O,O,O,X,X,O
STOJZIL,O,X,O,O,X,X,O
STOJZLI,O,X,O,O,X,X,O
STOZILJ,O,O,O,X,X,O,O
STOZIJL,O,O,O,X,X,O,O
STOZLIJ,O,O,O,X,X,O,O
STOZLJI,O,O,O,X,X,O,O
STOZJIL,O,O,O,X,X,O,O
STOZJLI,O,O,O,X,X,O,O
SITLJZO,O,O,O,O,O,X,X
SITLJOZ,O,O,O,O,X,X,O
SITLZJO,O,O,O,O,O,O,X
SITLZOJ,O,O,O,X,O,O,X
SITLOJZ,O,O,O,O,X,X,O
SITLOZJ,O,O,O,X,O,O,O
SITJLZO,O,O,O,O,O,X,X
SITJLOZ,O,O,O,O,X,X,O
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,X,X,O
SITJOLZ,O,O,O,O,X,X,O
SITJOZL,O,X,O,O,X,X,O
SITZLJO,O,O,O,O,O,O,X
SITZLOJ,O,O,O,X,O,O,X
SITZJLO,O,O,O,O,X,O,X
SITZJOL,O,O,O,O,X,O,O
SITZOLJ,O,O,O,X,X,O,O
SITZOJL,O,O,O,X,X,O,O
SITOLJZ,O,O,O,O,X,X,O
SITOLZJ,O,O,O,X,O,O,O
SITOJLZ,O,O,O,O,X,X,O
SITOJZL,O,X,O,O,X,X,O
SITOZLJ,O,O,O,X,X,O,O
SITOZJL,O,O,O,X,X,O,O
SILTJZO,O,O,O,O,O,X,X
SILTJOZ,O,O,O,O,X,X,O
SILTZJO,O,O,O,O,O,O,X
SILTZOJ,O,O,O,X,O,O,X
SILTOJZ,O,O,O,O,X,X,O
SILTOZJ,O,O,O,X,O,O,O
SILJTZO,O,O,O,O,X,X,X
SILJTOZ,O,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,X,X
SILJOTZ,O,X,O,O,X,X,X
SILJOZT,O,X,X,O,X,X,X
SILZTJO,O,O,O,O,O,O,X
SILZTOJ,O,O,O,X,O,O,X
SILZJTO,O,O,O,X,O,O,X
SILZJOT,O,O,O,X,O,X,X
SILZOTJ,X,O,X,X,O,X,X
SILZOJT,X,O,X,X,O,X,X
SILOTJZ,O,O,X,O,O,X,O
SILOTZJ,O,O,X,O,O,X,O
SILOJTZ,O,X,X,O,X,X,O
SILOJZT,O,X,X,O,X,X,X
SILOZTJ,X,O,X,O,O,X,O
SILOZJT,X,O,X,X,O,X,X
SIJTLZO,O,O,O,O,O,X,X
SIJTLOZ,O,O,O,O,X,X,O
SIJTZLO,O,O,O,O,X,X,X
SIJTZOL,O,O,O,O,X,X,O
SIJTOLZ,O,O,O,O,X,X,O
SIJTOZL,O,X,O,O,X,X,O
SIJLTZO,O,O,O,O,X,X,X
SIJLTOZ,O,O,O,O,X,X,X
SIJLZTO,O,O,O,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X
SIJLOTZ,O,X,O,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X
SIJZTLO,O,O,O,O,X,X,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,O,O,O,O,X,X,X
SIJZLOT,O,O,O,O,X,X,X
SIJZOTL,O,O,O,O,X,X,X
SIJZOLT,O,O,O,O,X,X,X
SIJOTLZ,O,X,O,O,X,X,O
SIJOTZL,O,X,O,O,X,X,O
SIJOLTZ,O,X,O,O,X,X,O
SIJOLZT,O,X,X,O,X,X,X
SIJOZTL,O,X,O,O,X,X,X
SIJOZLT,O,X,O,O,X,X,X
SIZTLJO,O,O,O,O,O,O,X
SIZTLOJ,O,O,O,X,O,O,X
SIZTJLO,O,O,O,O,X,O,X
SIZTJOL,O,O,O,O,X,O,O
SIZTOLJ,O,O,O,X,X,O,O
SIZTOJL,O,O,O,X,X,O,O
SIZLTJO,O,O,O,O,O,O,X
SIZLTOJ,O,O,O,X,O,O,X
SIZLJTO,O,O,O,X,O,O,X
SIZLJOT,O,O,O,X,O,X,X
