sequence,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBlpBipB,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBipBlpB,v115@XhD8BeH8Jei/IvhFfmBGjBUlBRnBlmBTpB,v115@XhD8BeH8JeRAJvhFGiBTjB0lBlmBipB/pB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBupBUqBlrB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBUlBupBlrB
SZLOITJ,X,O,X,X,X,O
SZLOIJT,O,O,O,X,O,O
SZLOJTI,O,O,X,X,X,X
SZLOJIT,O,O,O,X,O,O
SZJTILO,O,X,O,X,X,X
SZJTIOL,O,O,X,X,X,X
SZJTLIO,O,O,O,X,X,X
SZJTLOI,O,O,X,X,X,X
SZJTOIL,O,O,X,X,X,X
SZJTOLI,O,O,X,X,X,X
SZJITLO,O,X,O,X,X,X
SZJITOL,O,O,X,X,X,X
SZJILTO,X,O,O,X,X,X
SZJILOT,O,O,O,X,O,O
SZJIOTL,O,O,X,X,X,X
SZJIOLT,O,O,O,X,O,O
SZJLTIO,O,O,O,X,X,X
SZJLTOI,O,O,X,X,X,X
SZJLITO,X,O,O,X,X,X
SZJLIOT,O,O,O,X,O,O
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,O,X,O,O
SZJOTIL,O,O,X,X,X,X
SZJOTLI,O,O,X,X,X,X
SZJOITL,O,O,X,X,X,X
SZJOILT,O,O,O,X,O,O
SZJOLTI,O,O,X,X,X,X
SZJOLIT,O,O,O,X,O,O
SZOTILJ,O,X,X,X,X,O
SZOTIJL,O,O,X,X,X,X
SZOTLIJ,O,O,X,O,X,O
SZOTLJI,O,O,X,O,X,X
SZOTJIL,O,O,X,X,X,X
SZOTJLI,O,O,X,O,X,X
SZOITLJ,O,X,X,X,X,O
SZOITJL,O,O,X,X,X,X
SZOILTJ,X,O,X,X,X,O
SZOILJT,O,O,O,X,O,O
SZOIJTL,O,O,X,X,X,X
SZOIJLT,O,O,O,X,O,O
SZOLTIJ,O,O,X,O,X,O
SZOLTJI,O,O,X,O,X,X
SZOLITJ,X,O,X,X,X,O
SZOLIJT,O,O,O,X,O,O
SZOLJTI,O,O,X,X,X,X
SZOLJIT,O,O,O,X,O,O
SZOJTIL,O,O,X,X,X,X
SZOJTLI,O,O,X,X,X,X
SZOJITL,O,O,X,X,X,X
SZOJILT,O,O,O,X,O,O
SZOJLTI,O,O,X,X,X,X
SZOJLIT,O,O,O,X,O,O
SOTILJZ,X,X,X,X,O,X
SOTILZJ,X,X,X,X,X,O
SOTIJLZ,X,X,X,X,O,X
SOTIJZL,O,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,O
SOTIZJL,O,X,X,X,X,X
SOTLIJZ,X,X,X,X,O,X
SOTLIZJ,X,X,X,X,X,O
SOTLJIZ,X,X,X,X,O,X
SOTLJZI,O,O,X,O,X,X
SOTLZIJ,O,O,X,O,X,O
SOTLZJI,O,O,X,O,X,X
SOTJILZ,X,X,X,X,O,X
SOTJIZL,O,X,X,X,X,X
SOTJLIZ,X,X,X,X,O,X
SOTJLZI,O,O,X,O,X,X
SOTJZIL,O,O,X,X,X,X
SOTJZLI,O,O,X,O,X,X
SOTZILJ,O,X,X,X,X,O
SOTZIJL,O,O,X,X,X,X
SOTZLIJ,O,O,X,O,X,O
SOTZLJI,O,O,X,O,X,X
SOTZJIL,O,O,X,X,X,X
SOTZJLI,O,O,X,O,X,X
SOITLJZ,X,X,X,X,O,X
SOITLZJ,X,X,X,X,X,O
SOITJLZ,X,X,X,X,O,X
SOITJZL,O,X,X,X,X,X
SOITZLJ,O,X,X,X,X,O
SOITZJL,O,X,X,X,X,X
SOILTJZ,X,X,X,X,O,X
SOILTZJ,X,X,X,X,X,O
SOILJTZ,X,X,X,X,O,X
SOILJZT,X,O,O,X,O,O
SOILZTJ,X,O,O,X,X,O
SOILZJT,X,O,O,X,O,O
SOIJTLZ,X,X,X,X,O,X
SOIJTZL,O,X,X,X,X,X
SOIJLTZ,X,X,X,X,O,X
SOIJLZT,X,O,O,X,O,O
SOIJZTL,O,O,O,X,X,X
SOIJZLT,O,O,O,X,O,O
SOIZTLJ,O,X,O,X,X,O
SOIZTJL,O,O,O,X,X,X
SOIZLTJ,X,O,O,X,X,O
SOIZLJT,O,O,O,X,O,O
SOIZJTL,O,O,O,X,X,X
SOIZJLT,O,O,O,X,O,O
SOLTIJZ,X,X,X,X,O,X
SOLTIZJ,X,X,X,X,X,O
SOLTJIZ,X,X,X,X,O,X
SOLTJZI,O,O,X,O,X,X
SOLTZIJ,O,O,X,O,X,O
SOLTZJI,O,O,X,O,X,X
SOLITJZ,X,X,X,X,O,X
SOLITZJ,X,X,X,X,X,O
SOLIJTZ,X,X,X,X,O,X
SOLIJZT,X,O,O,X,O,O
SOLIZTJ,X,O,O,X,X,O
SOLIZJT,X,O,O,X,O,O
SOLJTIZ,X,X,X,X,O,X
SOLJTZI,O,O,X,O,X,X
SOLJITZ,X,X,X,X,O,X
SOLJIZT,X,O,O,X,O,O
SOLJZTI,O,O,O,X,X,X
SOLJZIT,O,O,O,X,O,O
SOLZTIJ,O,O,O,O,X,O
SOLZTJI,O,O,O,O,X,X
SOLZITJ,X,O,O,X,X,O
SOLZIJT,O,O,O,X,O,O
SOLZJTI,O,O,O,X,X,X
SOLZJIT,O,O,O,X,O,O
SOJTILZ,X,X,X,X,O,X
SOJTIZL,O,X,X,X,X,X
SOJTLIZ,X,X,X,X,O,X
SOJTLZI,O,O,X,O,X,X
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,X,O,X,X
SOJITLZ,X,X,X,X,O,X
SOJITZL,O,X,X,X,X,X
SOJILTZ,X,X,X,X,O,X
SOJILZT,X,O,O,X,O,O
SOJIZTL,O,O,O,X,X,X
SOJIZLT,O,O,O,X,O,O
SOJLTIZ,X,X,X,X,O,X
SOJLTZI,O,O,X,O,X,X
SOJLITZ,X,X,X,X,O,X
SOJLIZT,X,O,O,X,O,O
SOJLZTI,O,O,O,X,X,X
SOJLZIT,O,O,O,X,O,O
SOJZTIL,O,O,O,X,X,X
SOJZTLI,O,O,O,X,X,X
SOJZITL,O,O,O,X,X,X
SOJZILT,O,O,O,X,O,O
SOJZLTI,O,O,O,X,X,X
SOJZLIT,O,O,O,X,O,O
SOZTILJ,O,X,O,X,X,O
SOZTIJL,O,O,O,X,X,X
SOZTLIJ,O,O,O,O,X,O
SOZTLJI,O,O,O,O,X,X
SOZTJIL,O,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X
SOZITLJ,O,X,O,X,X,O
SOZITJL,O,O,O,X,X,X
SOZILTJ,X,O,O,X,X,O
SOZILJT,O,O,O,X,O,O
SOZIJTL,O,O,O,X,X,X
SOZIJLT,O,O,O,X,O,O
SOZLTIJ,O,O,O,O,X,O
SOZLTJI,O,O,O,O,X,X
SOZLITJ,X,O,O,X,X,O
SOZLIJT,O,O,O,X,O,O
SOZLJTI,O,O,O,X,X,X
SOZLJIT,O,O,O,X,O,O
SOZJTIL,O,O,O,X,X,X
SOZJTLI,O,O,O,X,X,X
SOZJITL,O,O,O,X,X,X
SOZJILT,O,O,O,X,O,O
SOZJLTI,O,O,O,X,X,X
SOZJLIT,O,O,O,X,O,O
ZTILJSO,X,X,O,O,X,X
ZTILJOS,O,X,X,O,X,X
ZTILSJO,X,X,O,O,X,X
ZTILSOJ,X,X,X,O,X,O
ZTILOJS,O,X,X,O,X,X
ZTILOSJ,X,X,X,O,X,O
ZTIJLSO,X,X,O,O,X,X
ZTIJLOS,O,X,X,O,X,X
ZTIJSLO,X,X,O,X,X,X
ZTIJSOL,O,X,X,X,X,X
ZTIJOLS,O,O,X,O,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,X,X,O,X,X,X
ZTISLOJ,X,X,X,X,X,O
ZTISJLO,X,X,O,X,X,X
ZTISJOL,O,X,X,X,X,X
ZTISOLJ,X,X,X,X,X,O
ZTISOJL,O,X,X,X,X,X
ZTIOLJS,O,X,X,O,X,X
ZTIOLSJ,X,X,X,O,X,O
ZTIOJLS,O,O,X,O,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,X,X,X,X,X,O
ZTIOSJL,O,X,X,X,X,X
ZTLIJSO,X,X,O,O,X,X
ZTLIJOS,O,O,X,O,X,X
ZTLISJO,X,X,O,O,X,X
ZTLISOJ,X,X,X,O,X,O
ZTLIOJS,O,O,X,O,X,X
ZTLIOSJ,X,X,X,O,X,O
ZTLJISO,X,X,O,O,X,X
ZTLJIOS,O,O,X,O,X,X
ZTLJSIO,X,X,O,O,X,X
ZTLJSOI,X,X,X,O,X,X
ZTLJOIS,O,O,X,O,X,X
ZTLJOSI,X,X,X,O,X,X
ZTLSIJO,X,X,O,O,X,X
ZTLSIOJ,X,X,X,O,X,O
ZTLSJIO,X,X,O,O,X,X
ZTLSJOI,X,X,X,O,X,X
ZTLSOIJ,X,X,X,O,X,O
ZTLSOJI,X,X,X,O,X,X
ZTLOIJS,O,O,X,O,X,X
ZTLOISJ,X,X,X,O,X,O
ZTLOJIS,O,O,X,O,X,X
ZTLOJSI,X,X,X,O,X,X
ZTLOSIJ,X,X,X,O,X,O
ZTLOSJI,X,X,X,O,X,X
ZTJILSO,X,X,O,O,X,X
ZTJILOS,O,X,X,O,X,X
ZTJISLO,X,X,O,X,X,X
ZTJISOL,O,X,X,X,X,X
ZTJIOLS,O,O,X,O,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,X,X,O,O,X,X
ZTJLIOS,O,O,X,O,X,X
ZTJLSIO,X,X,O,O,X,X
ZTJLSOI,X,X,X,O,X,X
ZTJLOIS,O,O,X,O,X,X
ZTJLOSI,X,X,X,O,X,X
ZTJSILO,O,X,O,X,X,X
ZTJSIOL,O,X,X,X,X,X
ZTJSLIO,O,X,O,O,X,X
ZTJSLOI,O,X,X,O,X,X
ZTJSOIL,O,X,X,X,X,X
ZTJSOLI,O,X,X,O,X,X
ZTJOILS,O,O,X,O,X,X
ZTJOISL,O,O,X,X,X,X
ZTJOLIS,O,O,X,O,X,X
ZTJOLSI,X,X,X,O,X,X
ZTJOSIL,O,X,X,X,X,X
ZTJOSLI,O,X,X,O,X,X
ZTSILJO,O,X,O,X,X,X
ZTSILOJ,O,X,X,X,X,O
ZTSIJLO,O,X,O,X,X,X
ZTSIJOL,O,X,X,X,X,X
ZTSIOLJ,O,X,X,X,X,O
ZTSIOJL,O,X,X,X,X,X
ZTSLIJO,O,X,O,O,X,X
ZTSLIOJ,O,X,X,O,X,O
ZTSLJIO,O,X,O,O,X,X
ZTSLJOI,O,X,X,O,X,X
ZTSLOIJ,O,X,X,O,X,O
ZTSLOJI,O,X,X,O,X,X
ZTSJILO,O,X,O,X,X,X
ZTSJIOL,O,X,X,X,X,X
ZTSJLIO,O,X,O,O,X,X
ZTSJLOI,O,X,X,O,X,X
ZTSJOIL,O,X,X,X,X,X
ZTSJOLI,O,X,X,O,X,X
ZTSOILJ,O,X,X,X,X,O
ZTSOIJL,O,X,X,X,X,X
ZTSOLIJ,O,X,X,O,X,O
ZTSOLJI,O,X,X,O,X,X
ZTSOJIL,O,X,X,X,X,X
ZTSOJLI,O,X,X,O,X,X
ZTOILJS,O,X,X,O,X,X
ZTOILSJ,X,X,X,O,X,O
ZTOIJLS,O,O,X,O,X,X
ZTOIJSL,O,O,X,X,X,X
ZTOISLJ,X,X,X,X,X,O
ZTOISJL,O,X,X,X,X,X
ZTOLIJS,O,O,X,O,X,X
ZTOLISJ,X,X,X,O,X,O
ZTOLJIS,O,O,X,O,X,X
ZTOLJSI,X,X,X,O,X,X
ZTOLSIJ,X,X,X,O,X,O
ZTOLSJI,X,X,X,O,X,X
ZTOJILS,O,O,X,O,X,X
ZTOJISL,O,O,X,X,X,X
ZTOJLIS,O,O,X,O,X,X
ZTOJLSI,X,X,X,O,X,X
ZTOJSIL,O,X,X,X,X,X
ZTOJSLI,O,X,X,O,X,X
ZTOSILJ,O,X,X,X,X,O
ZTOSIJL,O,X,X,X,X,X
ZTOSLIJ,O,X,X,O,X,O
ZTOSLJI,O,X,X,O,X,X
ZTOSJIL,O,X,X,X,X,X
ZTOSJLI,O,X,X,O,X,X
ZITLJSO,X,X,O,O,X,X
ZITLJOS,O,X,X,O,X,X
ZITLSJO,X,X,O,O,X,X
ZITLSOJ,X,X,X,O,X,O
ZITLOJS,O,X,X,O,X,X
ZITLOSJ,X,X,X,O,X,O
ZITJLSO,X,X,O,O,X,X
ZITJLOS,O,X,X,O,X,X
ZITJSLO,X,X,O,X,X,X
ZITJSOL,O,X,X,X,X,X
ZITJOLS,O,O,X,O,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,X,X,O,X,X,X
ZITSLOJ,X,X,X,X,X,O
ZITSJLO,X,X,O,X,X,X
ZITSJOL,O,X,X,X,X,X
ZITSOLJ,X,X,X,X,X,O
ZITSOJL,O,X,X,X,X,X
ZITOLJS,O,X,X,O,X,X
ZITOLSJ,X,X,X,O,X,O
ZITOJLS,O,O,X,O,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,X,X,X,X,X,O
ZITOSJL,O,X,X,X,X,X
ZILTJSO,X,X,O,O,X,X
ZILTJOS,X,O,X,O,X,X
ZILTSJO,X,X,O,O,X,X
ZILTSOJ,X,X,X,O,X,O
ZILTOJS,X,O,X,O,X,X
ZILTOSJ,X,X,X,O,X,O
ZILJTSO,X,X,O,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,X,X,O,X,X,X
ZILJSOT,X,O,O,X,O,O
ZILJOTS,O,O,X,X,X,X
ZILJOST,O,O,O,X,O,O
ZILSTJO,X,X,O,X,X,X
ZILSTOJ,X,X,X,X,X,O
ZILSJTO,X,X,O,X,X,X
ZILSJOT,X,O,O,X,O,O
ZILSOTJ,X,X,X,X,X,O
ZILSOJT,X,O,O,X,O,O
ZILOTJS,X,O,X,O,X,X
ZILOTSJ,X,X,X,O,X,O
ZILOJTS,O,O,X,X,X,X
ZILOJST,O,O,O,X,O,O
ZILOSTJ,X,X,X,X,X,O
ZILOSJT,X,O,O,X,O,O
ZIJTLSO,X,X,O,X,X,X
ZIJTLOS,O,X,X,X,X,X
ZIJTSLO,X,X,O,X,X,X
ZIJTSOL,O,X,X,X,X,X
ZIJTOLS,O,O,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,X,X,O,X,X,X
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,X,X,O,X,X,X
ZIJLSOT,X,O,O,X,O,O
ZIJLOTS,O,O,X,X,X,X
ZIJLOST,O,O,O,X,O,O
ZIJSTLO,X,X,O,X,X,X
ZIJSTOL,X,X,X,X,X,X
ZIJSLTO,X,X,O,X,X,X
ZIJSLOT,X,X,O,X,O,O
ZIJSOTL,O,O,X,X,X,X
ZIJSOLT,O,O,O,X,O,O
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,O,O,X,X,X
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,O,O,X,O,O
ZIJOSTL,O,O,O,X,X,X
ZIJOSLT,O,O,O,X,O,O
ZISTLJO,X,X,O,X,X,X
ZISTLOJ,X,X,X,X,X,O
ZISTJLO,X,X,O,X,X,X
ZISTJOL,X,X,X,X,X,X
ZISTOLJ,X,X,X,X,X,O
ZISTOJL,X,X,X,X,X,X
ZISLTJO,X,X,O,X,X,X
ZISLTOJ,X,X,X,X,X,O
ZISLJTO,X,X,O,X,X,X
ZISLJOT,X,X,O,X,O,O
ZISLOTJ,X,X,X,X,X,O
ZISLOJT,X,X,O,X,O,O
ZISJTLO,X,X,O,X,X,X
ZISJTOL,X,X,X,X,X,X
ZISJLTO,X,X,O,X,X,X
ZISJLOT,X,X,O,X,O,O
ZISJOTL,O,O,X,X,X,X
ZISJOLT,O,O,O,X,O,O
ZISOTLJ,X,X,X,X,X,O
ZISOTJL,X,X,X,X,X,X
ZISOLTJ,X,X,X,X,X,O
ZISOLJT,X,X,O,X,O,O
ZISOJTL,O,O,X,X,X,X
ZISOJLT,O,O,O,X,O,O
ZIOTLJS,O,X,O,O,X,X
ZIOTLSJ,X,X,O,O,X,O
ZIOTJLS,O,O,O,O,X,X
ZIOTJSL,O,O,O,X,X,X
ZIOTSLJ,X,X,O,X,X,O
ZIOTSJL,O,X,O,X,X,X
ZIOLTJS,X,O,O,O,X,X
ZIOLTSJ,X,X,O,O,X,O
ZIOLJTS,O,O,O,X,X,X
ZIOLJST,O,O,O,X,O,O
ZIOLSTJ,X,X,O,X,X,O
ZIOLSJT,X,O,O,X,O,O
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,O,O,O,X,X,X
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,O,O,O,X,O,O
ZIOJSTL,O,O,O,X,X,X
ZIOJSLT,O,O,O,X,O,O
ZIOSTLJ,X,X,O,X,X,O
ZIOSTJL,X,X,O,X,X,X
ZIOSLTJ,X,X,O,X,X,O
ZIOSLJT,X,X,O,X,O,O
ZIOSJTL,O,O,O,X,X,X
ZIOSJLT,O,O,O,X,O,O
ZLTIJSO,X,X,O,O,X,X
ZLTIJOS,O,O,X,O,X,X
ZLTISJO,X,X,O,O,X,X
ZLTISOJ,X,X,X,O,X,O
ZLTIOJS,O,O,X,O,X,X
ZLTIOSJ,X,X,X,O,X,O
ZLTJISO,X,X,O,O,X,X
ZLTJIOS,O,O,X,O,X,X
ZLTJSIO,X,X,O,O,X,X
ZLTJSOI,X,X,X,O,X,X
ZLTJOIS,O,O,X,O,X,X
ZLTJOSI,X,X,X,O,X,X
ZLTSIJO,X,X,O,O,X,X
ZLTSIOJ,X,X,X,O,X,O
ZLTSJIO,X,X,O,O,X,X
ZLTSJOI,X,X,X,O,X,X
ZLTSOIJ,X,X,X,O,X,O
ZLTSOJI,X,X,X,O,X,X
ZLTOIJS,O,O,X,O,X,X
ZLTOISJ,X,X,X,O,X,O
ZLTOJIS,O,O,X,O,X,X
ZLTOJSI,X,X,X,O,X,X
ZLTOSIJ,X,X,X,O,X,O
ZLTOSJI,X,X,X,O,X,X
ZLITJSO,X,X,O,O,X,X
ZLITJOS,X,O,X,O,X,X
ZLITSJO,X,X,O,O,X,X
ZLITSOJ,X,X,X,O,X,O
ZLITOJS,X,O,X,O,X,X
ZLITOSJ,X,X,X,O,X,O
ZLIJTSO,X,X,O,X,X,X
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,X,X,O,X,X,X
ZLIJSOT,X,O,O,X,O,O
ZLIJOTS,O,O,X,X,X,X
ZLIJOST,O,O,O,X,O,O
ZLISTJO,X,X,O,X,X,X
ZLISTOJ,X,X,X,X,X,O
ZLISJTO,X,X,O,X,X,X
ZLISJOT,X,O,O,X,O,O
ZLISOTJ,X,X,X,X,X,O
ZLISOJT,X,O,O,X,O,O
ZLIOTJS,X,O,X,O,X,X
ZLIOTSJ,X,X,X,O,X,O
ZLIOJTS,O,O,X,X,X,X
ZLIOJST,O,O,O,X,O,O
ZLIOSTJ,X,X,X,X,X,O
ZLIOSJT,X,O,O,X,O,O
ZLJTISO,X,X,O,O,X,X
ZLJTIOS,O,O,X,O,X,X
ZLJTSIO,X,X,O,O,X,X
ZLJTSOI,X,X,X,O,X,X
ZLJTOIS,O,O,X,O,X,X
ZLJTOSI,X,X,X,O,X,X
ZLJITSO,X,X,O,X,X,X
ZLJITOS,X,O,X,X,X,X
ZLJISTO,X,X,O,X,X,X
ZLJISOT,X,O,O,X,O,O
ZLJIOTS,O,O,X,X,X,X
ZLJIOST,O,O,O,X,O,O
ZLJSTIO,X,O,O,X,X,X
ZLJSTOI,X,O,X,X,X,X
ZLJSITO,X,O,O,X,X,X
ZLJSIOT,X,O,O,X,O,O
ZLJSOTI,X,O,X,X,X,X
ZLJSOIT,X,O,O,X,O,O
ZLJOTIS,O,O,X,O,X,X
ZLJOTSI,X,X,X,O,X,X
ZLJOITS,O,O,X,X,X,X
ZLJOIST,O,O,O,X,O,O
ZLJOSTI,X,O,X,X,X,X
ZLJOSIT,X,O,O,X,O,O
ZLSTIJO,X,O,O,O,X,X
ZLSTIOJ,X,O,X,O,X,O
ZLSTJIO,X,O,O,O,X,X
ZLSTJOI,X,O,X,O,X,X
ZLSTOIJ,X,O,X,O,X,O
ZLSTOJI,X,O,X,O,X,X
ZLSITJO,X,O,O,X,X,X
ZLSITOJ,X,O,X,X,X,O
ZLSIJTO,X,O,O,X,X,X
ZLSIJOT,X,O,O,X,O,O
ZLSIOTJ,X,O,X,X,X,O
ZLSIOJT,X,O,O,X,O,O
ZLSJTIO,X,O,O,X,X,X
ZLSJTOI,X,O,X,X,X,X
ZLSJITO,X,O,O,X,X,X
ZLSJIOT,X,O,O,X,O,O
ZLSJOTI,X,O,X,X,X,X
ZLSJOIT,X,O,O,X,O,O
ZLSOTIJ,X,O,X,O,X,O
ZLSOTJI,X,O,X,O,X,X
ZLSOITJ,X,O,X,X,X,O
ZLSOIJT,X,O,O,X,O,O
ZLSOJTI,X,O,X,X,X,X
ZLSOJIT,X,O,O,X,O,O
ZLOTIJS,O,O,X,O,X,X
ZLOTISJ,X,X,X,O,X,O
ZLOTJIS,O,O,X,O,X,X
ZLOTJSI,X,X,X,O,X,X
ZLOTSIJ,X,X,X,O,X,O
ZLOTSJI,X,X,X,O,X,X
ZLOITJS,X,O,X,O,X,X
ZLOITSJ,X,X,X,O,X,O
ZLOIJTS,O,O,X,X,X,X
ZLOIJST,O,O,O,X,O,O
ZLOISTJ,X,X,X,X,X,O
ZLOISJT,X,O,O,X,O,O
ZLOJTIS,O,O,X,O,X,X
ZLOJTSI,X,X,X,O,X,X
ZLOJITS,O,O,X,X,X,X
ZLOJIST,O,O,O,X,O,O
ZLOJSTI,X,O,X,X,X,X
ZLOJSIT,X,O,O,X,O,O
ZLOSTIJ,X,O,X,O,X,O
ZLOSTJI,X,O,X,O,X,X
ZLOSITJ,X,O,X,X,X,O
ZLOSIJT,X,O,O,X,O,O
ZLOSJTI,X,O,X,X,X,X
ZLOSJIT,X,O,O,X,O,O
ZJTILSO,X,X,O,O,X,X
ZJTILOS,O,X,X,O,X,X
ZJTISLO,X,X,O,X,X,X
ZJTISOL,O,X,X,X,X,X
ZJTIOLS,O,O,X,O,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,X,X,O,O,X,X
ZJTLIOS,O,O,X,O,X,X
ZJTLSIO,X,X,O,O,X,X
ZJTLSOI,X,X,X,O,X,X
ZJTLOIS,O,O,X,O,X,X
ZJTLOSI,X,X,X,O,X,X
ZJTSILO,O,X,O,X,X,X
ZJTSIOL,O,X,X,X,X,X
ZJTSLIO,O,X,O,O,X,X
ZJTSLOI,O,X,X,O,X,X
ZJTSOIL,O,X,X,X,X,X
ZJTSOLI,O,X,X,O,X,X
ZJTOILS,O,O,X,O,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,O,O,X,O,X,X
ZJTOLSI,X,X,X,O,X,X
ZJTOSIL,O,X,X,X,X,X
ZJTOSLI,O,X,X,O,X,X
ZJITLSO,X,X,O,X,X,X
ZJITLOS,O,X,X,X,X,X
ZJITSLO,X,X,O,X,X,X
ZJITSOL,O,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,X,X,O,X,X,X
ZJILTOS,X,O,X,X,X,X
ZJILSTO,X,X,O,X,X,X
ZJILSOT,X,O,O,X,O,O
ZJILOTS,O,O,X,X,X,X
ZJILOST,O,O,O,X,O,O
ZJISTLO,X,X,O,X,X,X
ZJISTOL,X,X,X,X,X,X
ZJISLTO,X,X,O,X,X,X
ZJISLOT,X,X,O,X,O,O
ZJISOTL,O,O,X,X,X,X
ZJISOLT,O,O,O,X,O,O
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,O,O,X,X,X
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,O,O,X,O,O
ZJIOSTL,O,O,O,X,X,X
ZJIOSLT,O,O,O,X,O,O
ZJLTISO,X,X,O,O,X,X
ZJLTIOS,O,O,X,O,X,X
ZJLTSIO,X,X,O,O,X,X
ZJLTSOI,X,X,X,O,X,X
ZJLTOIS,O,O,X,O,X,X
ZJLTOSI,X,X,X,O,X,X
ZJLITSO,X,X,O,X,X,X
ZJLITOS,X,O,X,X,X,X
ZJLISTO,X,X,O,X,X,X
ZJLISOT,X,O,O,X,O,O
ZJLIOTS,O,O,X,X,X,X
ZJLIOST,O,O,O,X,O,O
ZJLSTIO,X,O,O,X,X,X
ZJLSTOI,X,O,X,X,X,X
ZJLSITO,X,O,O,X,X,X
ZJLSIOT,X,O,O,X,O,O
ZJLSOTI,X,O,X,X,X,X
ZJLSOIT,X,O,O,X,O,O
ZJLOTIS,O,O,X,O,X,X
ZJLOTSI,X,X,X,O,X,X
ZJLOITS,O,O,X,X,X,X
ZJLOIST,O,O,O,X,O,O
ZJLOSTI,X,O,X,X,X,X
ZJLOSIT,X,O,O,X,O,O
ZJSTILO,O,X,O,X,X,X
ZJSTIOL,O,O,X,X,X,X
ZJSTLIO,O,O,O,X,X,X
ZJSTLOI,O,O,X,X,X,X
ZJSTOIL,O,O,X,X,X,X
ZJSTOLI,O,O,X,X,X,X
ZJSITLO,O,X,O,X,X,X
ZJSITOL,O,O,X,X,X,X
ZJSILTO,X,O,O,X,X,X
ZJSILOT,O,O,O,X,O,O
ZJSIOTL,O,O,X,X,X,X
ZJSIOLT,O,O,O,X,O,O
ZJSLTIO,O,O,O,X,X,X
ZJSLTOI,O,O,X,X,X,X
ZJSLITO,X,O,O,X,X,X
ZJSLIOT,O,O,O,X,O,O
ZJSLOTI,O,O,X,X,X,X
ZJSLOIT,O,O,O,X,O,O
ZJSOTIL,O,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,X
ZJSOITL,O,O,X,X,X,X
ZJSOILT,O,O,O,X,O,O
ZJSOLTI,O,O,X,X,X,X
ZJSOLIT,O,O,O,X,O,O
ZJOTILS,O,O,O,O,X,X
ZJOTISL,O,O,O,X,X,X
ZJOTLIS,O,O,O,O,X,X
ZJOTLSI,X,X,O,O,X,X
ZJOTSIL,O,X,O,X,X,X
ZJOTSLI,O,X,O,O,X,X
ZJOITLS,O,O,O,X,X,X
ZJOITSL,O,O,O,X,X,X
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,O,X,O,O
ZJOISTL,O,O,O,X,X,X
ZJOISLT,O,O,O,X,O,O
ZJOLTIS,O,O,O,O,X,X
ZJOLTSI,X,X,O,O,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,O,O,X,O,O
ZJOLSTI,X,O,O,X,X,X
ZJOLSIT,X,O,O,X,O,O
ZJOSTIL,O,O,O,X,X,X
ZJOSTLI,O,O,O,X,X,X
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,X,O,O
ZJOSLTI,O,O,O,X,X,X
ZJOSLIT,O,O,O,X,O,O
ZSTILJO,O,X,O,X,X,X
ZSTILOJ,O,X,X,X,X,O
ZSTIJLO,O,X,O,X,X,X
ZSTIJOL,O,O,X,X,X,X
ZSTIOLJ,O,X,X,X,X,O
ZSTIOJL,O,O,X,X,X,X
ZSTLIJO,O,O,O,O,X,X
ZSTLIOJ,O,O,X,O,X,O
ZSTLJIO,O,O,O,O,X,X
ZSTLJOI,O,O,X,O,X,X
ZSTLOIJ,O,O,X,O,X,O
ZSTLOJI,O,O,X,O,X,X
ZSTJILO,O,X,O,X,X,X
ZSTJIOL,O,O,X,X,X,X
ZSTJLIO,O,O,O,O,X,X
ZSTJLOI,O,O,X,O,X,X
ZSTJOIL,O,O,X,X,X,X
ZSTJOLI,O,O,X,O,X,X
