sequence,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFXhB5oBzmBatBln?BUrB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhFThB5oBfrB8rBat?BlsB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF0hB5oBzlBatBln?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeOFJvhF8lBfnB5oBatBln?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LexAJvhF0iBTlB2rBFtB6t?B3rB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhF0hBxiByqB3rBFt?BGtB,v115@9gB8HeB8HeB8HeD8BeB8LeKFJvhF0hBxiBWtBlrBfr?BTtB,v115@9gB8HeB8HeB8HeD8BeB8LeiAJvhFRiB1qBXnBGtBct?BTrB,v115@9gB8HeB8HeB8HeD8BeB8LeTAJvhFfnBliBxqBGtBKr?BctB,v115@9gB8HeB8HeB8HeD8BeB8LelBJvhFilBxnB0lBWtB3r?BTtB
JIOLTSZ,O,X,O,X,O,X,O,X,X,X
JIOLTZS,X,X,O,X,O,X,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X,X,X,X
JIOLZTS,O,X,O,O,X,X,X,X,X,X
JIOLZST,O,O,O,O,X,X,X,X,X,X
JIOSTLZ,O,X,X,X,O,X,X,X,X,X
JIOSTZL,X,X,X,X,O,X,X,X,X,X
JIOSLTZ,O,X,O,X,X,X,X,X,O,X
JIOSLZT,O,O,O,O,X,X,X,X,O,X
JIOSZTL,X,O,X,O,X,X,X,X,O,X
JIOSZLT,O,O,O,O,X,X,X,X,O,X
JIOZTLS,O,X,O,O,O,X,X,X,X,X
JIOZTSL,O,X,X,O,O,X,X,X,X,X
JIOZLTS,O,X,O,O,X,X,X,X,X,X
JIOZLST,O,O,O,O,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,X,X,X,X
JIOZSLT,O,O,O,O,X,X,X,X,X,X
JLTISZO,X,O,X,X,X,X,O,O,X,X
JLTISOZ,X,X,X,X,X,X,O,X,X,X
JLTIZSO,X,O,X,O,X,X,O,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,O,X,X,X,O,X,X,X
JLTIOZS,X,X,O,X,X,X,O,X,X,X
JLTSIZO,X,O,X,X,X,X,O,O,X,X
JLTSIOZ,X,X,X,X,X,X,O,X,X,X
JLTSZIO,X,O,X,X,X,X,O,O,X,X
JLTSZOI,X,O,X,X,X,X,O,O,X,X
JLTSOIZ,X,X,X,X,X,X,O,O,X,X
JLTSOZI,X,X,X,X,X,X,O,O,X,X
JLTZISO,X,O,X,O,X,X,O,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X
JLTZSIO,X,O,X,O,X,X,O,O,X,X
JLTZSOI,X,O,X,X,X,X,O,O,X,X
JLTZOIS,O,X,X,X,O,X,O,X,X,X
JLTZOSI,O,X,X,X,O,X,O,X,X,X
JLTOISZ,O,X,O,X,O,X,O,X,X,X
JLTOIZS,X,X,O,X,O,X,O,X,X,X
JLTOSIZ,O,X,O,X,O,X,O,X,X,X
JLTOSZI,X,X,O,X,O,X,O,O,X,X
JLTOZIS,X,X,O,X,O,X,O,X,X,X
JLTOZSI,X,X,X,X,O,X,O,X,X,X
JLITSZO,X,O,X,X,X,X,O,X,X,X
JLITSOZ,X,X,X,X,X,X,O,X,X,X
JLITZSO,X,O,X,O,X,X,O,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,O,X,X,X,O,X,X,X
JLITOZS,X,X,O,X,X,X,O,X,X,X
JLISTZO,X,O,X,X,X,X,O,X,O,X
JLISTOZ,X,X,X,X,X,X,O,X,O,X
JLISZTO,X,O,X,O,X,X,X,X,O,X
JLISZOT,O,O,O,O,X,X,X,X,O,X
JLISOTZ,O,X,O,X,X,X,X,X,O,X
JLISOZT,O,O,O,X,X,X,X,X,O,X
JLIZTSO,X,O,X,O,X,X,O,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X,X,X
JLIZSTO,X,O,X,O,X,X,X,X,X,X
JLIZSOT,O,O,X,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X,X,X
JLIZOST,O,O,O,O,X,X,X,X,X,X
JLIOTSZ,O,X,O,X,X,X,O,X,X,X
JLIOTZS,X,X,O,X,X,X,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X,X
JLIOSZT,O,O,O,O,X,X,X,X,X,X
JLIOZTS,O,X,O,O,X,X,X,X,X,X
JLIOZST,O,O,O,O,X,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X,O,O,X,O
JLSTIOZ,X,X,X,X,X,X,O,X,X,O
JLSTZIO,X,O,X,X,X,X,O,O,X,X
JLSTZOI,X,O,X,X,X,X,O,O,X,X
JLSTOIZ,X,X,X,X,X,X,O,O,X,X
JLSTOZI,X,X,X,X,X,X,O,O,X,X
JLSITZO,X,O,X,X,X,X,O,X,O,O
JLSITOZ,X,X,X,X,X,X,O,X,O,O
JLSIZTO,X,O,X,O,X,X,X,X,O,X
JLSIZOT,O,O,O,O,X,X,X,X,O,X
JLSIOTZ,O,X,O,X,X,X,X,X,O,X
JLSIOZT,O,O,O,X,X,X,X,X,O,X
JLSZTIO,X,O,X,O,X,X,X,X,X,X
JLSZTOI,X,O,X,X,X,X,X,X,X,X
JLSZITO,X,O,X,O,X,X,X,X,X,X
JLSZIOT,O,O,O,O,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X,X,X
JLSZOIT,O,O,O,O,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,X
JLSOTZI,X,X,O,X,X,X,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X,X
JLSOZTI,X,O,O,X,X,X,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X,X
JLZTISO,X,O,X,O,X,X,O,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X
JLZTSIO,X,O,X,O,X,X,O,X,X,X
JLZTSOI,X,O,X,X,X,X,O,X,X,X
JLZTOIS,O,X,X,X,X,X,O,X,X,X
JLZTOSI,O,X,X,X,X,X,O,X,X,X
JLZITSO,X,O,X,O,X,X,O,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X
JLZISTO,X,O,X,O,X,X,X,X,X,X
JLZISOT,O,O,X,O,X,X,X,X,X,X
JLZIOTS,O,X,O,X,X,X,X,X,X,X
JLZIOST,O,O,O,O,X,X,X,X,X,X
JLZSTIO,X,O,X,O,X,X,X,X,X,X
JLZSTOI,X,O,X,X,X,X,X,X,X,X
JLZSITO,X,O,X,O,X,X,X,X,X,X
JLZSIOT,O,O,X,O,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X
JLZOITS,O,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,O,O,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X
JLZOSIT,O,O,O,O,X,X,X,X,X,X
JLOTISZ,O,X,O,X,O,X,O,X,X,X
JLOTIZS,X,X,O,X,O,X,O,X,X,X
JLOTSIZ,O,X,O,X,O,X,O,X,X,X
JLOTSZI,X,X,O,X,O,X,O,X,X,X
JLOTZIS,X,X,O,X,O,X,O,X,X,X
JLOTZSI,X,X,X,X,O,X,O,X,X,X
JLOITSZ,O,X,O,X,O,X,O,X,X,X
JLOITZS,X,X,O,X,O,X,X,X,X,X
JLOISTZ,O,X,O,X,X,X,X,X,X,X
JLOISZT,O,O,O,O,X,X,X,X,X,X
JLOIZTS,O,X,O,O,X,X,X,X,X,X
JLOIZST,O,O,O,O,X,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,X,X,X,X
JLOSTZI,X,X,O,X,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X,X,X,X
JLOSIZT,O,O,O,O,X,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X,X,X
JLOZTIS,O,X,O,O,X,X,X,X,X,X
JLOZTSI,O,X,X,O,X,X,X,X,X,X
JLOZITS,O,X,O,O,X,X,X,X,X,X
JLOZIST,O,O,O,O,X,X,X,X,X,X
JLOZSTI,O,O,O,O,X,X,X,X,X,X
JLOZSIT,O,O,O,O,X,X,X,X,X,X
JSTILZO,X,O,X,X,X,X,O,O,O,O
JSTILOZ,X,X,X,X,X,X,O,X,O,O
JSTIZLO,X,O,X,X,X,X,X,O,O,X
JSTIZOL,X,O,X,X,X,X,X,O,O,X
JSTIOLZ,X,X,X,X,X,X,X,O,X,X
JSTIOZL,X,X,X,X,X,X,X,O,X,X
JSTLIZO,X,O,X,X,X,O,O,O,X,O
JSTLIOZ,X,X,X,X,X,O,O,X,X,O
JSTLZIO,X,O,X,X,X,O,O,O,X,X
JSTLZOI,X,O,X,X,X,O,O,O,X,X
JSTLOIZ,X,X,X,X,X,O,O,O,X,X
JSTLOZI,X,X,X,X,X,O,O,O,X,X
JSTZILO,X,O,X,X,X,O,X,O,X,X
JSTZIOL,X,O,X,X,X,X,X,O,X,X
JSTZLIO,X,O,X,X,X,O,X,O,X,X
JSTZLOI,X,O,X,X,X,O,X,O,X,X
JSTZOIL,X,O,X,X,O,X,X,O,X,X
JSTZOLI,X,O,X,X,O,X,X,O,X,X
JSTOILZ,X,X,X,X,O,X,X,O,X,X
JSTOIZL,X,X,X,X,O,X,X,O,X,X
JSTOLIZ,X,X,X,X,O,X,X,O,X,X
JSTOLZI,X,X,X,X,O,X,X,O,X,X
JSTOZIL,X,X,X,X,O,X,X,O,X,X
JSTOZLI,X,X,X,X,O,X,X,O,X,X
JSITLZO,X,O,X,X,X,X,O,O,O,O
JSITLOZ,X,X,X,X,X,X,O,X,O,O
JSITZLO,X,O,X,X,X,X,X,O,O,X
JSITZOL,X,O,X,X,X,X,X,O,O,X
JSITOLZ,X,X,X,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,X,X,O,X,X
JSILTZO,X,O,X,X,X,X,O,X,O,O
JSILTOZ,X,X,X,X,X,X,O,X,O,O
JSILZTO,X,O,X,O,X,X,X,X,O,X
JSILZOT,O,O,O,O,X,X,X,X,O,X
JSILOTZ,O,X,O,X,X,X,X,X,O,X
JSILOZT,O,O,O,X,X,X,X,X,O,X
JSIZTLO,X,O,X,O,X,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X,X,X,O,X
JSIZLTO,X,O,X,O,X,X,X,X,O,X
JSIZLOT,O,O,O,O,X,X,X,X,O,X
JSIZOTL,O,O,O,X,X,X,X,X,O,X
JSIZOLT,O,O,O,O,X,X,X,X,O,X
JSIOTLZ,O,X,O,X,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X,O,X
JSIOLZT,O,O,O,X,X,X,X,X,O,X
JSIOZTL,X,O,O,X,X,X,X,X,O,X
JSIOZLT,O,O,O,X,X,X,X,X,O,X
JSLTIZO,X,O,X,X,X,O,O,O,X,O
JSLTIOZ,X,X,X,X,X,O,O,X,X,O
JSLTZIO,X,O,X,X,X,O,O,O,X,X
JSLTZOI,X,O,X,X,X,O,O,O,X,X
JSLTOIZ,X,X,X,X,X,O,O,O,X,X
JSLTOZI,X,X,X,X,X,O,O,O,X,X
JSLITZO,X,O,X,X,X,X,O,X,O,O
JSLITOZ,X,X,X,X,X,X,O,X,O,O
JSLIZTO,X,O,X,O,X,X,X,X,O,X
JSLIZOT,O,O,O,O,X,X,X,X,O,X
JSLIOTZ,O,X,O,X,X,X,X,X,O,X
JSLIOZT,O,O,O,X,X,X,X,X,O,X
JSLZTIO,X,O,X,O,X,O,X,X,X,X
JSLZTOI,X,O,X,X,X,O,X,X,X,X
JSLZITO,X,O,X,O,X,X,X,X,X,X
JSLZIOT,O,O,O,O,X,O,X,X,X,X
JSLZOTI,O,O,O,X,X,O,X,X,X,X
JSLZOIT,O,O,O,O,X,O,X,X,X,X
JSLOTIZ,O,X,O,X,X,O,X,X,X,X
JSLOTZI,X,X,O,X,X,O,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X,X
JSLOZTI,X,O,O,X,X,O,X,X,X,X
JSLOZIT,O,O,O,X,X,O,X,X,X,X
JSZTILO,X,O,X,O,X,O,X,O,X,X
JSZTIOL,O,O,X,X,X,X,X,O,X,X
JSZTLIO,X,O,X,O,X,O,X,O,X,X
JSZTLOI,X,O,X,X,X,O,X,O,X,X
JSZTOIL,O,O,X,X,X,X,X,O,X,X
JSZTOLI,O,O,X,X,X,X,X,O,X,X
JSZITLO,X,O,X,O,X,X,X,X,O,X
JSZITOL,O,O,X,X,X,X,X,X,O,X
JSZILTO,X,O,X,O,X,X,X,X,O,X
JSZILOT,O,O,O,O,X,O,X,X,O,X
JSZIOTL,O,O,O,X,X,X,X,X,O,X
JSZIOLT,O,O,O,O,X,X,X,X,O,X
JSZLTIO,X,O,X,O,X,O,X,X,X,X
JSZLTOI,X,O,X,X,X,O,X,X,X,X
JSZLITO,X,O,X,O,X,X,X,X,X,X
JSZLIOT,O,O,O,O,X,O,X,X,X,X
JSZLOTI,O,O,O,X,X,O,X,X,X,X
JSZLOIT,O,O,O,O,X,O,X,X,X,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X,X,X
JSZOILT,O,O,O,O,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,X
JSOTILZ,O,X,O,X,O,X,X,O,X,X
JSOTIZL,X,X,O,X,O,X,X,O,X,X
JSOTLIZ,O,X,O,X,O,X,X,O,X,X
JSOTLZI,X,X,O,X,O,X,X,O,X,X
JSOTZIL,X,X,O,X,O,X,X,O,X,X
JSOTZLI,X,X,O,X,O,X,X,O,X,X
JSOITLZ,O,X,O,X,O,X,X,X,X,X
JSOITZL,X,X,O,X,O,X,X,X,X,X
JSOILTZ,O,X,O,X,X,X,X,X,O,X
JSOILZT,O,O,O,X,X,X,X,X,O,X
JSOIZTL,X,O,O,X,X,X,X,X,O,X
JSOIZLT,O,O,O,X,X,X,X,X,O,X
JSOLTIZ,O,X,O,X,X,X,X,X,X,X
JSOLTZI,X,X,O,X,X,X,X,X,X,X
JSOLITZ,O,X,O,X,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X,X
JSOLZTI,X,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,X,X,X,X,X,X
JSOZTIL,X,O,O,X,X,X,X,X,X,X
JSOZTLI,X,O,O,X,X,X,X,X,X,X
JSOZITL,X,O,O,X,X,X,X,X,X,X
JSOZILT,O,O,O,X,X,X,X,X,X,X
JSOZLTI,X,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,X
JZTILSO,X,O,X,O,X,X,O,X,X,X
JZTILOS,O,X,X,X,X,X,X,X,X,X
JZTISLO,X,O,X,O,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,O,X,X,X,X,X
JZTIOSL,O,X,X,X,O,X,X,X,X,X
JZTLISO,X,O,X,O,X,X,O,X,X,X
JZTLIOS,O,X,X,X,X,X,X,X,X,X
JZTLSIO,X,O,X,O,X,X,O,O,X,X
JZTLSOI,X,O,X,X,X,X,O,O,X,X
JZTLOIS,O,X,X,X,O,X,O,X,X,X
JZTLOSI,O,X,X,X,O,X,O,X,X,X
JZTSILO,X,O,X,O,X,X,X,O,X,X
JZTSIOL,O,O,X,X,X,X,X,O,X,X
JZTSLIO,X,O,X,O,X,X,X,O,X,X
JZTSLOI,X,O,X,X,X,X,X,O,X,X
JZTSOIL,O,O,X,X,O,X,X,O,X,X
JZTSOLI,O,O,X,X,O,X,X,O,X,X
JZTOILS,O,X,X,X,O,X,X,X,X,X
JZTOISL,O,X,X,X,O,X,X,X,X,X
JZTOLIS,O,X,X,X,O,X,X,X,X,X
JZTOLSI,O,X,X,X,O,X,X,X,X,X
JZTOSIL,O,X,X,X,O,X,X,X,X,X
JZTOSLI,O,X,X,X,O,X,X,X,X,X
JZITLSO,X,O,X,O,X,X,O,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X,X
JZITSLO,X,O,X,O,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,O,X,X,O,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X,X
JZILSTO,X,O,X,O,X,X,X,X,X,X
JZILSOT,O,O,X,O,X,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,X,X,X,X
JZILOST,O,O,O,O,X,X,X,X,X,X
JZISTLO,X,O,X,O,X,X,X,X,O,X
JZISTOL,O,O,X,X,X,X,X,X,O,X
JZISLTO,X,O,X,O,X,X,X,X,O,X
JZISLOT,O,O,X,O,X,X,X,X,O,X
JZISOTL,O,O,X,X,X,X,X,X,O,X
JZISOLT,O,O,X,O,X,X,X,X,O,X
JZIOTLS,O,X,O,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,X,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,X,X,X,X
JZLTISO,X,O,X,O,X,X,O,X,X,X
JZLTIOS,O,X,X,X,X,X,X,X,X,X
JZLTSIO,X,O,X,O,X,X,O,X,X,X
JZLTSOI,X,O,X,X,X,X,O,X,X,X
JZLTOIS,O,X,X,X,X,X,O,X,X,X
JZLTOSI,O,X,X,X,X,X,O,X,X,X
JZLITSO,X,O,X,O,X,X,O,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,X
JZLISTO,X,O,X,O,X,X,X,X,X,X
JZLISOT,O,O,X,O,X,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,X,X,X,X,X
JZLSTIO,X,O,X,O,X,X,X,X,X,X
JZLSTOI,X,O,X,X,X,X,X,X,X,X
JZLSITO,X,O,X,O,X,X,X,X,X,X
JZLSIOT,O,O,X,O,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X,X
JZLOITS,O,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X,X,X
JZSTILO,X,O,X,O,X,X,X,O,X,X
JZSTIOL,O,O,X,X,X,X,X,O,X,X
JZSTLIO,X,O,X,O,X,X,X,O,X,X
JZSTLOI,X,O,X,X,X,X,X,O,X,X
JZSTOIL,O,O,X,X,X,X,X,O,X,X
JZSTOLI,O,O,X,X,X,X,X,O,X,X
JZSITLO,X,O,X,O,X,X,X,X,O,X
JZSITOL,O,O,X,X,X,X,X,X,O,X
JZSILTO,X,O,X,O,X,X,X,X,O,X
JZSILOT,O,O,X,O,X,X,X,X,O,X
JZSIOTL,O,O,X,X,X,X,X,X,O,X
JZSIOLT,O,O,X,O,X,X,X,X,O,X
JZSLTIO,X,O,X,O,X,X,X,X,X,X
JZSLTOI,X,O,X,X,X,X,X,X,X,X
JZSLITO,X,O,X,O,X,X,X,X,X,X
JZSLIOT,O,O,X,O,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,O,X,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,X,O,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,O,X,X,X,X,X,X
JZOTILS,O,X,O,X,O,X,X,X,X,X
JZOTISL,O,X,X,X,O,X,X,X,X,X
JZOTLIS,O,X,O,X,O,X,X,X,X,X
JZOTLSI,O,X,X,X,O,X,X,X,X,X
JZOTSIL,O,X,X,X,O,X,X,X,X,X
JZOTSLI,O,X,X,X,O,X,X,X,X,X
JZOITLS,O,X,O,X,O,X,X,X,X,X
JZOITSL,O,X,X,X,O,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,O,O,X,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,X,O,X,X,X
JOTILZS,X,X,O,X,O,X,X,X,X,X
JOTISLZ,O,X,X,X,O,X,X,X,X,X
JOTISZL,X,X,X,X,O,X,X,X,X,X
JOTIZLS,X,X,O,X,O,X,X,X,X,X
JOTIZSL,X,X,X,X,O,X,X,X,X,X
JOTLISZ,O,X,O,X,O,X,O,X,X,X
JOTLIZS,X,X,O,X,O,X,O,X,X,X
JOTLSIZ,O,X,O,X,O,X,O,X,X,X
JOTLSZI,X,X,O,X,O,X,O,O,X,X
JOTLZIS,X,X,O,X,O,X,O,X,X,X
JOTLZSI,X,X,X,X,O,X,O,X,X,X
JOTSILZ,O,X,X,X,O,X,X,O,X,X
JOTSIZL,X,X,X,X,O,X,X,O,X,X
JOTSLIZ,O,X,X,X,O,X,X,O,X,X
JOTSLZI,X,X,X,X,O,X,X,O,X,X
JOTSZIL,X,X,X,X,O,X,X,O,X,X
JOTSZLI,X,X,X,X,O,X,X,O,X,X
JOTZILS,X,X,O,X,O,X,X,X,X,X
JOTZISL,X,X,X,X,O,X,X,X,X,X
JOTZLIS,X,X,O,X,O,X,X,X,X,X
JOTZLSI,X,X,X,X,O,X,X,X,X,X
JOTZSIL,X,X,X,X,O,X,X,X,X,X
JOTZSLI,X,X,X,X,O,X,X,X,X,X
JOITLSZ,O,X,O,X,O,X,O,X,X,X
JOITLZS,X,X,O,X,O,X,X,X,X,X
JOITSLZ,O,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,X,X,O,X,X,X,X,X
JOITZLS,X,X,O,X,O,X,X,X,X,X
JOITZSL,X,X,X,X,O,X,X,X,X,X
JOILTSZ,O,X,O,X,O,X,O,X,X,X
JOILTZS,X,X,O,X,O,X,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,X,X
JOILSZT,O,O,O,O,X,X,X,X,X,X
JOILZTS,O,X,O,O,X,X,X,X,X,X
JOILZST,O,O,O,O,X,X,X,X,X,X
JOISTLZ,O,X,X,X,O,X,X,X,X,X
JOISTZL,X,X,X,X,O,X,X,X,X,X
JOISLTZ,O,X,O,X,X,X,X,X,O,X
JOISLZT,O,O,O,O,X,X,X,X,O,X
JOISZTL,X,O,X,O,X,X,X,X,O,X
JOISZLT,O,O,O,O,X,X,X,X,O,X
JOIZTLS,O,X,O,O,O,X,X,X,X,X
JOIZTSL,O,X,X,O,O,X,X,X,X,X
JOIZLTS,O,X,O,O,X,X,X,X,X,X
JOIZLST,O,O,O,O,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,X,X
JOIZSLT,O,O,O,O,X,X,X,X,X,X
JOLTISZ,O,X,O,X,O,X,O,X,X,X
JOLTIZS,X,X,O,X,O,X,O,X,X,X
JOLTSIZ,O,X,O,X,O,X,O,X,X,X
JOLTSZI,X,X,O,X,O,X,O,X,X,X
JOLTZIS,X,X,O,X,O,X,O,X,X,X
JOLTZSI,X,X,X,X,O,X,O,X,X,X
JOLITSZ,O,X,O,X,O,X,O,X,X,X
JOLITZS,X,X,O,X,O,X,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X,X,X,X
JOLISZT,O,O,O,O,X,X,X,X,X,X
JOLIZTS,O,X,O,O,X,X,X,X,X,X
JOLIZST,O,O,O,O,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X,X,X,X
JOLSTZI,X,X,O,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X,X,X,X
JOLSIZT,O,O,O,O,X,X,X,X,X,X
JOLSZTI,X,O,O,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X,X,X
JOLZTSI,O,X,X,O,X,X,X,X,X,X
JOLZITS,O,X,O,O,X,X,X,X,X,X
JOLZIST,O,O,O,O,X,X,X,X,X,X
JOLZSTI,O,O,O,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,X,X,O,X,X
JOSTIZL,X,X,X,X,O,X,X,O,X,X
JOSTLIZ,O,X,X,X,O,X,X,O,X,X
JOSTLZI,X,X,X,X,O,X,X,O,X,X
JOSTZIL,X,X,X,X,O,X,X,O,X,X
JOSTZLI,X,X,X,X,O,X,X,O,X,X
JOSITLZ,O,X,X,X,O,X,X,X,X,X
JOSITZL,X,X,X,X,O,X,X,X,X,X
JOSILTZ,O,X,O,X,X,X,X,X,O,X
JOSILZT,O,O,O,O,X,X,X,X,O,X
JOSIZTL,X,O,X,O,X,X,X,X,O,X
JOSIZLT,O,O,O,O,X,X,X,X,O,X
JOSLTIZ,O,X,O,X,X,X,X,X,X,X
JOSLTZI,X,X,O,X,X,X,X,X,X,X
JOSLITZ,O,X,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X
JOSZTIL,X,O,X,O,X,X,X,X,X,X
JOSZTLI,X,O,X,O,X,X,X,X,X,X
JOSZITL,X,O,X,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,X
JOZTILS,O,X,O,O,O,X,X,X,X,X
JOZTISL,O,X,X,O,O,X,X,X,X,X
JOZTLIS,O,X,O,O,O,X,X,X,X,X
JOZTLSI,O,X,X,O,O,X,X,X,X,X
JOZTSIL,O,X,X,O,O,X,X,X,X,X
JOZTSLI,O,X,X,O,O,X,X,X,X,X
JOZITLS,O,X,O,O,O,X,X,X,X,X
JOZITSL,O,X,X,O,O,X,X,X,X,X
JOZILTS,O,X,O,O,X,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X
JOZISLT,O,O,O,O,X,X,X,X,X,X
