sequence,v115@GhC8FeD8FeC8GeB8Jex/IvhF0hBliBmlBXqBSwBTsB,v115@GhC8FeD8FeC8GeB8Jex/IvhFlhB3iBeqBCrBTsBUrB,v115@GhC8FeD8FeC8GeB8Jex/IvhFOmBliBzmB0qBSxBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFThBiiB+sB0qBlrBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFKmBzhBunB0qBVxBXqB,v115@GhC8FeD8FeC8GeB8JeRBJvhF3iBOqB0mBzqBSxBlpB,v115@GhC8FeD8FeC8GeB8JeTAJvhFlhB3iByqBGsB0pBRwB,v115@GhC8FeD8FeC8GeB8JeRCJvhF/qBFmB6sBzrB0pBmqB
JOLIZTS,O,O,X,O,X,O,X,X
JOLIZST,O,O,X,X,X,O,X,X
JOLSTIZ,O,O,X,X,X,X,X,O
JOLSTZI,O,O,X,X,X,O,X,O
JOLSITZ,O,O,X,X,X,X,X,O
JOLSIZT,O,O,X,X,X,O,X,X
JOLSZTI,O,O,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,O,X,X
JOLZTIS,O,O,X,O,X,O,X,X
JOLZTSI,O,O,X,O,X,O,X,X
JOLZITS,O,O,X,O,X,O,X,X
JOLZIST,O,O,X,X,X,O,X,X
JOLZSTI,O,O,X,X,X,O,X,X
JOLZSIT,O,O,X,X,X,O,X,X
JOSTILZ,O,O,X,X,X,X,O,X
JOSTIZL,O,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,O
JOSTLZI,O,O,X,X,X,O,X,O
JOSTZIL,O,O,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,O,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,O,X
JOSILZT,O,O,X,X,X,O,O,X
JOSIZTL,O,O,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,O
JOSLTZI,O,O,X,X,X,O,X,O
JOSLITZ,O,O,X,X,X,X,X,O
JOSLIZT,O,O,X,X,X,O,X,X
JOSLZTI,O,O,X,X,X,O,X,X
JOSLZIT,O,O,X,X,X,O,X,X
JOSZTIL,O,O,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,O,X,X
JOSZLIT,O,O,X,X,X,O,X,X
JOZTILS,O,X,X,O,X,X,X,X
JOZTISL,O,X,X,O,X,X,X,X
JOZTLIS,O,X,X,O,X,O,X,X
JOZTLSI,O,X,X,O,X,O,X,X
JOZTSIL,O,X,X,O,X,X,X,X
JOZTSLI,X,X,X,O,X,X,X,X
JOZITLS,O,X,X,O,X,X,X,X
JOZITSL,O,X,X,O,X,X,X,X
JOZILTS,X,O,X,O,X,O,X,X
JOZILST,X,O,X,X,X,O,X,X
JOZISTL,X,O,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,X
JOZLTIS,O,O,X,O,X,O,X,X
JOZLTSI,O,O,X,O,X,O,X,X
JOZLITS,O,O,X,O,X,O,X,X
JOZLIST,O,O,X,X,X,O,X,X
JOZLSTI,O,O,X,X,X,O,X,X
JOZLSIT,O,O,X,X,X,O,X,X
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,X,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,O,X,X
JOZSLIT,X,O,X,X,X,O,X,X
STILJZO,O,X,X,X,X,X,O,X
STILJOZ,O,O,X,X,O,X,O,X
STILZJO,O,X,O,X,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,X
STILOJZ,O,O,O,X,O,X,O,O
STILOZJ,O,O,X,X,X,X,X,O
STIJLZO,O,X,X,X,X,X,O,X
STIJLOZ,O,O,X,X,O,X,O,X
STIJZLO,O,X,X,X,O,X,O,X
STIJZOL,O,O,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,O,X
STIJOZL,O,O,X,X,X,X,X,X
STIZLJO,O,X,O,X,O,X,X,X
STIZLOJ,O,X,O,X,O,X,X,X
STIZJLO,O,X,O,X,O,X,O,X
STIZJOL,O,O,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,O
STIOLZJ,O,O,X,X,X,X,X,O
STIOJLZ,O,O,X,X,X,X,O,X
STIOJZL,O,O,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,O,X,X,X,X,X,O,X
STLIJOZ,O,O,X,X,O,X,O,X
STLIZJO,O,X,O,X,X,X,X,X
STLIZOJ,O,X,O,X,X,X,X,X
STLIOJZ,O,O,O,X,O,X,X,O
STLIOZJ,O,O,X,X,X,X,X,O
STLJIZO,O,X,X,X,X,X,O,X
STLJIOZ,O,O,X,X,O,X,O,X
STLJZIO,O,X,X,X,O,X,X,X
STLJZOI,O,X,X,X,O,O,X,X
STLJOIZ,O,X,X,X,O,X,X,O
STLJOZI,O,X,X,X,O,X,X,O
STLZIJO,O,X,O,X,O,X,X,X
STLZIOJ,O,X,O,X,O,X,X,X
STLZJIO,O,X,O,X,O,X,X,X
STLZJOI,O,X,X,X,O,O,X,X
STLZOIJ,O,X,O,X,O,X,X,O
STLZOJI,X,X,O,X,O,O,X,O
STLOIJZ,O,O,O,X,O,X,X,O
STLOIZJ,O,O,X,X,X,X,X,O
STLOJIZ,O,O,O,X,O,X,X,O
STLOJZI,O,O,O,X,O,O,X,O
STLOZIJ,O,O,O,X,O,X,X,O
STLOZJI,O,O,O,X,O,O,X,O
STJILZO,O,X,X,X,X,X,O,X
STJILOZ,O,O,X,X,O,X,O,X
STJIZLO,O,X,X,X,O,X,O,X
STJIZOL,O,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,O,X
STJIOZL,O,O,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,O,X
STJLIOZ,O,O,X,X,O,X,O,X
STJLZIO,O,X,X,X,O,X,X,X
STJLZOI,O,X,X,X,O,O,X,X
STJLOIZ,O,X,X,X,O,X,X,O
STJLOZI,O,X,X,X,O,X,X,O
STJZILO,O,X,X,X,O,X,O,X
STJZIOL,O,O,X,X,X,X,X,X
STJZLIO,O,X,X,X,O,X,X,X
STJZLOI,O,X,X,X,O,X,X,X
STJZOIL,O,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,O,X,X,X
STJOILZ,O,O,X,X,X,X,O,X
STJOIZL,O,O,X,X,X,X,X,X
STJOLIZ,O,O,X,X,O,X,X,O
STJOLZI,O,O,X,X,O,O,X,O
STJOZIL,O,O,X,X,X,X,X,X
STJOZLI,O,O,X,X,O,X,X,X
STZILJO,O,X,O,X,O,X,X,X
STZILOJ,O,X,O,X,O,X,X,X
STZIJLO,O,X,O,X,O,X,O,X
STZIJOL,O,O,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,X,O,X,O,X,X,X
STZLIOJ,O,X,O,X,O,X,X,X
STZLJIO,O,X,O,X,O,X,X,X
STZLJOI,O,X,X,X,O,X,X,X
STZLOIJ,O,X,O,X,O,X,X,O
STZLOJI,X,X,O,X,O,X,X,O
STZJILO,O,X,O,X,O,X,O,X
STZJIOL,O,O,X,X,X,X,X,X
STZJLIO,O,X,X,X,O,X,X,X
STZJLOI,O,X,X,X,O,X,X,X
STZJOIL,O,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,O,X,X,X
STZOILJ,O,O,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,O
STZOLJI,O,O,X,X,O,X,X,O
STZOJIL,O,O,X,X,X,X,X,X
STZOJLI,O,O,X,X,O,X,X,X
STOILJZ,O,O,X,X,X,X,X,O
STOILZJ,O,O,X,X,X,X,X,O
STOIJLZ,O,O,X,X,X,X,O,X
STOIJZL,O,O,X,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,O,X,X,O
STOLIZJ,O,O,X,X,X,X,X,O
STOLJIZ,O,O,X,X,O,X,X,O
STOLJZI,O,O,X,X,O,O,X,O
STOLZIJ,O,O,X,X,O,X,X,O
STOLZJI,O,O,X,X,O,O,X,O
STOJILZ,O,O,X,X,X,X,O,X
STOJIZL,O,O,X,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,X,O
STOJLZI,O,O,X,X,O,O,X,O
STOJZIL,O,O,X,X,X,X,X,X
STOJZLI,O,O,X,X,O,X,X,X
STOZILJ,O,O,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,X,X,O,X,X,O
STOZLJI,O,O,X,X,O,X,X,O
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,X,O,X,X,X
SITLJZO,O,X,X,X,X,X,O,X
SITLJOZ,O,O,X,X,O,X,O,X
SITLZJO,O,X,O,X,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X,X
SITLOJZ,O,O,O,X,O,X,O,O
SITLOZJ,O,O,X,X,X,X,X,O
SITJLZO,O,X,X,X,X,X,O,X
SITJLOZ,O,O,X,X,O,X,O,X
SITJZLO,O,X,X,X,O,X,O,X
SITJZOL,O,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,O,X
SITJOZL,O,O,X,X,X,X,X,X
SITZLJO,O,X,O,X,O,X,X,X
SITZLOJ,O,X,O,X,O,X,X,X
SITZJLO,O,X,O,X,O,X,O,X
SITZJOL,O,O,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,O
SITOLZJ,O,O,X,X,X,X,X,O
SITOJLZ,O,O,X,X,X,X,O,X
SITOJZL,O,O,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,O,X
SILTJOZ,O,O,X,X,X,X,O,X
SILTZJO,O,X,O,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X,X
SILTOJZ,O,O,O,X,X,X,O,O
SILTOZJ,O,O,X,X,X,X,X,O
SILJTZO,O,X,X,X,X,X,O,X
SILJTOZ,O,O,X,O,X,X,O,X
SILJZTO,O,X,X,O,X,X,O,X
SILJZOT,O,X,X,X,X,O,O,X
SILJOTZ,O,O,X,X,X,X,O,X
SILJOZT,O,O,X,X,X,X,O,X
SILZTJO,O,X,O,X,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X,X
SILZJTO,O,X,O,O,X,X,O,X
SILZJOT,O,X,X,X,X,O,O,X
SILZOTJ,O,X,O,X,X,X,X,X
SILZOJT,O,X,O,X,X,O,O,X
SILOTJZ,O,O,O,X,X,X,O,O
SILOTZJ,O,O,X,X,X,X,X,O
SILOJTZ,O,O,O,X,X,X,O,O
SILOJZT,O,O,X,X,X,O,O,X
SILOZTJ,O,O,X,X,X,X,X,O
SILOZJT,O,X,X,X,X,O,O,X
SIJTLZO,O,X,X,X,X,X,O,X
SIJTLOZ,O,O,X,O,O,X,O,X
SIJTZLO,O,X,X,X,O,X,O,X
SIJTZOL,O,O,X,X,X,X,X,X
SIJTOLZ,O,O,X,O,X,X,O,X
SIJTOZL,O,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,O,X
SIJLTOZ,O,O,X,O,X,X,O,X
SIJLZTO,O,X,X,O,X,X,O,X
SIJLZOT,O,X,X,X,X,O,O,X
SIJLOTZ,O,O,X,X,X,X,O,X
SIJLOZT,O,O,X,X,X,X,O,X
SIJZTLO,O,X,X,O,X,X,O,X
SIJZTOL,O,O,X,O,X,X,X,X
SIJZLTO,O,X,X,O,X,X,O,X
SIJZLOT,O,X,X,X,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,O,X
SIJOTZL,O,O,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,O,X
SIJOLZT,O,O,X,X,X,O,O,X
SIJOZTL,O,O,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X
SIZTLJO,O,X,O,X,O,X,X,X
SIZTLOJ,O,X,O,X,O,X,X,X
SIZTJLO,O,X,O,X,O,X,O,X
SIZTJOL,O,O,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,O,X,O,X,O,X,X,X
SIZLTOJ,O,X,O,X,O,X,X,X
SIZLJTO,O,X,O,O,X,X,O,X
SIZLJOT,O,X,X,X,X,X,O,X
SIZLOTJ,O,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,O,X
SIZJTLO,O,X,O,O,X,X,O,X
SIZJTOL,O,O,X,O,X,X,X,X
SIZJLTO,O,X,O,O,X,X,O,X
SIZJLOT,O,X,X,X,X,X,O,X
SIZJOTL,O,O,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,O
SIOTLZJ,O,O,X,X,X,X,X,O
SIOTJLZ,O,O,X,X,X,X,O,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,O,O
SIOLTZJ,O,O,X,X,X,X,X,O
SIOLJTZ,O,O,X,X,X,X,O,O
SIOLJZT,O,O,X,X,X,O,O,X
SIOLZTJ,O,O,X,X,X,X,X,O
SIOLZJT,O,X,X,X,X,O,O,X
SIOJTLZ,O,O,X,X,X,X,O,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,O,X
SIOJLZT,O,O,X,X,X,O,O,X
SIOJZTL,O,O,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,O,X
SLTIJOZ,O,O,X,X,X,X,O,X
SLTIZJO,O,X,O,X,X,X,X,X
SLTIZOJ,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,O,X,X,X,X,O
SLTIOZJ,O,O,X,X,X,X,X,O
SLTJIZO,O,X,X,X,X,X,O,X
SLTJIOZ,O,O,X,X,X,X,O,X
SLTJZIO,O,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,O,X,X
SLTJOIZ,O,X,X,X,X,X,X,O
SLTJOZI,O,X,X,X,X,X,X,O
SLTZIJO,O,X,O,X,X,X,X,X
SLTZIOJ,O,X,O,X,X,X,X,X
SLTZJIO,O,X,O,X,X,X,X,X
SLTZJOI,O,X,X,X,X,O,X,X
SLTZOIJ,O,X,O,X,X,X,X,O
SLTZOJI,X,X,O,X,X,O,X,O
SLTOIJZ,O,O,O,X,X,X,X,O
SLTOIZJ,O,O,X,X,X,X,X,O
SLTOJIZ,O,O,O,X,X,X,X,O
SLTOJZI,O,O,O,X,X,O,X,O
SLTOZIJ,O,O,O,X,X,X,X,O
SLTOZJI,O,O,O,X,X,O,X,O
SLITJZO,O,X,X,X,X,X,O,X
SLITJOZ,O,O,X,X,X,X,O,X
SLITZJO,O,X,O,X,X,X,X,X
SLITZOJ,O,X,O,X,X,X,X,X
SLITOJZ,O,O,O,X,X,X,O,O
SLITOZJ,O,O,X,X,X,X,X,O
SLIJTZO,O,X,X,X,X,X,O,X
SLIJTOZ,O,O,X,O,X,X,O,X
SLIJZTO,O,X,X,O,X,X,O,X
SLIJZOT,O,X,X,X,X,O,O,X
SLIJOTZ,O,O,X,X,X,X,O,X
SLIJOZT,O,O,X,X,X,X,O,X
SLIZTJO,O,X,O,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,X,X,X
SLIZJTO,O,X,O,O,X,X,O,X
SLIZJOT,O,X,X,X,X,O,O,X
SLIZOTJ,O,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,O,O,X
SLIOTJZ,O,O,O,X,X,X,O,O
SLIOTZJ,O,O,X,X,X,X,X,O
SLIOJTZ,O,O,O,X,X,X,O,O
SLIOJZT,O,O,X,X,X,O,O,X
SLIOZTJ,O,O,X,X,X,X,X,O
SLIOZJT,O,X,X,X,X,O,O,X
SLJTIZO,O,X,X,X,X,X,O,X
SLJTIOZ,O,O,X,O,X,X,O,X
SLJTZIO,O,X,X,O,X,X,X,X
SLJTZOI,O,X,X,O,X,O,X,X
SLJTOIZ,O,X,X,O,X,X,X,O
SLJTOZI,O,X,X,O,X,X,X,O
SLJITZO,O,X,X,X,X,X,O,X
SLJITOZ,O,O,X,O,X,X,O,X
SLJIZTO,O,X,X,O,X,X,O,X
SLJIZOT,O,X,X,X,X,O,O,X
SLJIOTZ,O,O,X,X,X,X,O,X
SLJIOZT,O,O,X,X,X,X,O,X
SLJZTIO,O,X,X,O,X,X,X,X
SLJZTOI,O,X,X,O,X,O,X,X
SLJZITO,O,X,X,O,X,X,X,X
SLJZIOT,O,X,X,X,X,O,X,X
SLJZOTI,O,X,X,X,X,O,X,X
SLJZOIT,O,X,X,X,X,O,X,X
SLJOTIZ,O,O,X,X,X,X,X,O
SLJOTZI,O,O,X,X,X,O,X,O
SLJOITZ,O,O,X,X,X,X,X,O
SLJOIZT,O,O,X,X,X,O,X,X
SLJOZTI,O,O,X,X,X,O,X,X
SLJOZIT,O,O,X,X,X,O,X,X
SLZTIJO,O,X,O,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X,X
SLZTJIO,O,X,O,X,X,X,X,X
SLZTJOI,O,X,X,X,X,O,X,X
SLZTOIJ,O,X,O,X,X,X,X,O
SLZTOJI,X,X,O,X,X,O,X,O
SLZITJO,O,X,O,X,X,X,X,X
SLZITOJ,O,X,O,X,X,X,X,X
SLZIJTO,O,X,O,O,X,X,X,X
SLZIJOT,O,X,X,X,X,O,X,X
SLZIOTJ,O,X,O,X,X,X,X,X
SLZIOJT,O,X,O,X,X,O,X,X
SLZJTIO,O,X,O,X,X,X,X,X
SLZJTOI,O,X,X,X,X,O,X,X
SLZJITO,O,X,O,X,X,X,X,X
SLZJIOT,O,X,X,X,X,O,X,X
SLZJOTI,O,X,X,X,X,O,X,X
SLZJOIT,O,X,X,X,X,O,X,X
SLZOTIJ,O,X,O,X,X,X,X,O
SLZOTJI,O,X,O,X,X,O,X,O
SLZOITJ,O,X,O,X,X,X,X,O
SLZOIJT,O,X,O,X,X,O,X,X
SLZOJTI,O,X,O,X,X,O,X,X
SLZOJIT,O,X,O,X,X,O,X,X
SLOTIJZ,O,O,O,X,X,X,X,O
SLOTIZJ,O,O,X,X,X,X,X,O
SLOTJIZ,O,O,O,X,X,X,X,O
SLOTJZI,O,O,O,X,X,O,X,O
SLOTZIJ,O,O,O,X,X,X,X,O
SLOTZJI,O,O,O,X,X,O,X,O
SLOITJZ,O,O,O,X,X,X,X,O
SLOITZJ,O,O,X,X,X,X,X,O
SLOIJTZ,O,O,O,X,X,X,X,O
SLOIJZT,O,O,X,X,X,O,X,X
SLOIZTJ,O,O,X,X,X,X,X,O
SLOIZJT,O,X,X,X,X,O,X,X
SLOJTIZ,O,O,O,X,X,X,X,O
SLOJTZI,O,O,O,X,X,O,X,O
SLOJITZ,O,O,O,X,X,X,X,O
SLOJIZT,O,O,X,X,X,O,X,X
SLOJZTI,O,O,O,X,X,O,X,X
SLOJZIT,O,O,O,X,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,X,O
SLOZTJI,O,O,O,X,X,O,X,O
SLOZITJ,O,O,O,X,X,X,X,O
SLOZIJT,O,X,O,X,X,O,X,X
SLOZJTI,O,O,O,X,X,O,X,X
SLOZJIT,O,O,O,X,X,O,X,X
SJTILZO,O,X,X,X,X,X,O,X
SJTILOZ,O,O,X,O,O,X,O,X
SJTIZLO,O,X,X,X,O,X,O,X
SJTIZOL,O,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,O,X
SJTIOZL,O,O,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,O,X
SJTLIOZ,O,O,X,O,O,X,O,X
SJTLZIO,O,X,X,O,O,X,X,X
SJTLZOI,O,X,X,O,O,O,X,X
SJTLOIZ,O,X,X,O,O,X,X,O
SJTLOZI,O,X,X,O,O,X,X,O
SJTZILO,O,X,X,O,O,X,O,X
SJTZIOL,O,O,X,O,X,X,X,X
SJTZLIO,O,X,X,O,O,X,X,X
SJTZLOI,O,X,X,O,O,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X
SJTZOLI,X,X,X,O,O,X,X,X
SJTOILZ,O,O,X,O,X,X,O,X
SJTOIZL,O,O,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,O,X,X,O
SJTOLZI,O,O,X,O,O,O,X,O
SJTOZIL,O,O,X,O,X,X,X,X
SJTOZLI,O,O,X,O,O,X,X,X
SJITLZO,O,X,X,X,X,X,O,X
SJITLOZ,O,O,X,O,O,X,O,X
SJITZLO,O,X,X,X,O,X,O,X
SJITZOL,O,O,X,X,X,X,X,X
SJITOLZ,O,O,X,O,X,X,O,X
SJITOZL,O,O,X,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,O,X
SJILTOZ,O,O,X,O,X,X,O,X
SJILZTO,O,X,X,O,X,X,O,X
SJILZOT,O,X,X,X,X,O,O,X
SJILOTZ,O,O,X,X,X,X,O,X
SJILOZT,O,O,X,X,X,X,O,X
SJIZTLO,O,X,X,O,X,X,O,X
SJIZTOL,O,O,X,O,X,X,X,X
SJIZLTO,O,X,X,O,X,X,O,X
SJIZLOT,O,X,X,X,X,X,O,X
SJIZOTL,O,O,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,O,X
SJIOTZL,O,O,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,O,X
SJIOLZT,O,O,X,X,X,O,O,X
SJIOZTL,O,O,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X
SJLTIZO,O,X,X,X,X,X,O,X
SJLTIOZ,O,O,X,O,X,X,O,X
SJLTZIO,O,X,X,O,X,X,X,X
SJLTZOI,O,X,X,O,X,O,X,X
SJLTOIZ,O,X,X,O,X,X,X,O
SJLTOZI,O,X,X,O,X,X,X,O
SJLITZO,O,X,X,X,X,X,O,X
SJLITOZ,O,O,X,O,X,X,O,X
SJLIZTO,O,X,X,O,X,X,O,X
SJLIZOT,O,X,X,X,X,O,O,X
SJLIOTZ,O,O,X,X,X,X,O,X
SJLIOZT,O,O,X,X,X,X,O,X
SJLZTIO,O,X,X,O,X,X,X,X
SJLZTOI,O,X,X,O,X,O,X,X
SJLZITO,O,X,X,O,X,X,X,X
SJLZIOT,O,X,X,X,X,O,X,X
SJLZOTI,O,X,X,X,X,O,X,X
SJLZOIT,O,X,X,X,X,O,X,X
SJLOTIZ,O,O,X,X,X,X,X,O
SJLOTZI,O,O,X,X,X,O,X,O
SJLOITZ,O,O,X,X,X,X,X,O
SJLOIZT,O,O,X,X,X,O,X,X
SJLOZTI,O,O,X,X,X,O,X,X
SJLOZIT,O,O,X,X,X,O,X,X
SJZTILO,O,X,X,O,X,X,O,X
SJZTIOL,O,O,X,O,X,X,X,X
SJZTLIO,O,X,X,O,X,X,X,X
SJZTLOI,O,X,X,O,X,X,X,X
SJZTOIL,O,X,X,O,X,X,X,X
SJZTOLI,X,X,X,O,X,X,X,X
SJZITLO,O,X,X,O,X,X,O,X
SJZITOL,O,O,X,O,X,X,X,X
SJZILTO,O,X,X,O,X,X,O,X
SJZILOT,O,X,X,X,X,X,O,X
SJZIOTL,O,O,X,X,X,X,X,X
SJZIOLT,O,O,X,X,X,X,X,X
SJZLTIO,O,X,X,O,X,X,X,X
SJZLTOI,O,X,X,O,X,O,X,X
SJZLITO,O,X,X,O,X,X,X,X
SJZLIOT,O,X,X,X,X,O,X,X
SJZLOTI,O,X,X,X,X,O,X,X
SJZLOIT,O,X,X,X,X,O,X,X
SJZOTIL,O,O,X,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X,X
SJZOLTI,O,O,X,X,X,O,X,X
SJZOLIT,O,O,X,X,X,O,X,X
SJOTILZ,O,O,X,X,X,X,O,X
SJOTIZL,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,X,O
SJOTLZI,O,O,X,X,X,O,X,O
SJOTZIL,O,O,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,O,X
SJOITZL,O,O,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,O,X
SJOILZT,O,O,X,X,X,O,O,X
SJOIZTL,O,O,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,X,X,X,X,X,O
SJOLTZI,O,O,X,X,X,O,X,O
SJOLITZ,O,O,X,X,X,X,X,O
SJOLIZT,O,O,X,X,X,O,X,X
SJOLZTI,O,O,X,X,X,O,X,X
SJOLZIT,O,O,X,X,X,O,X,X
SJOZTIL,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,O,X,X
SJOZLIT,O,O,X,X,X,O,X,X
SZTILJO,O,X,O,X,O,X,X,X
SZTILOJ,O,X,O,X,O,X,X,X
SZTIJLO,O,X,O,X,O,X,O,X
SZTIJOL,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,X,O,X,O,X,X,X
SZTLIOJ,O,X,O,X,O,X,X,X
SZTLJIO,O,X,O,X,O,X,X,X
SZTLJOI,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,O,X,O,X,X,O
SZTLOJI,X,X,O,X,O,X,X,O
SZTJILO,O,X,O,X,O,X,O,X
SZTJIOL,O,O,X,X,X,X,X,X
SZTJLIO,O,X,X,X,O,X,X,X
SZTJLOI,O,X,X,X,O,X,X,X
SZTJOIL,O,X,X,X,X,X,X,X
SZTJOLI,X,X,X,X,O,X,X,X
SZTOILJ,O,O,X,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,X,X,O,X,X,O
SZTOLJI,O,O,X,X,O,X,X,O
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,X,O,X,X,X
SZITLJO,O,X,O,X,O,X,X,X
SZITLOJ,O,X,O,X,O,X,X,X
SZITJLO,O,X,O,X,O,X,O,X
SZITJOL,O,O,X,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X,X
