sequence,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFzfBRhBcnBFmBXq?BWxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFlgB/pBxmBiqBzr?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@FhB8HeB8GeD8BeB8CeB8JeTCJvhFmlBxpBUsB/pB6r?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Je0BJvhFmlBxpBzrB/pB6s?BFqB,v115@FhB8HeB8GeD8BeB8CeB8Jel/IvhF/pBOqBxmBzlBUs?BCsB,v115@FhB8HeB8GeD8BeB8CeB8JeUAJvhFFhBmpBRrB/pB6s?BzrB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@FhB8HeB8GeD8BeB8CeB8Je0/IvhFxgBTiB/pBGmBiq?BVxB,v115@FhB8HeB8GeD8BeB8CeB8JeRAJvhF1mB0lBmpBzrB/p?B6sB,v115@FhB8HeB8GeD8BeB8CeB8JemAJvhFSnBxkBTkBXqBlr?BUsB,v115@FhB8HeB8GeD8BeB8CeB8JeXAJvhFxhB2pBzlBCnBVx?B0pB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhFXhBypBFnBGrB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8Jex/IvhF8lBSnBTkBeqB3m?BVxB,v115@FhB8HeB8GeD8BeB8CeB8Jem/IvhFChB/rBFnBxpB0p?BTsB,v115@FhB8HeB8GeD8BeB8CeB8JeKEJvhFUhBFlBRrBXsBzp?BGsB,v115@FhB8HeB8GeD8BeB8CeB8JeUBJvhF/pBFlBRrBTsBmp?BCsB
LITOSJZ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LITOZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSZO,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LIJTSOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIJTOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LIJTOZS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LIJSTZO,X,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LIJSTOZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LIJZTOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LIJOTZS,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
LISTJOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LISTZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LISTOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LISJTZO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LISJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LISZTOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LISZJTO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZSTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
LIZSJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZOJTS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOJTZS,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOZJTS,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
LJTISOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
LJTIZOS,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTSIZO,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTSZOI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTSOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
LJTZIOS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTOZIS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJITSZO,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJITSOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJITOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJITOZS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJISTZO,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LJIZTOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJIOTZS,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJSTZOI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTOZI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LJSITZO,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LJSITOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJSZITO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJSOTZI,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTSOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZSTOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSITO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJZOITS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTSIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
LJOITSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZS,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOISTZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOZITS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIJZO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
LSTIJOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LSTIZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LSTIOJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LSTJIZO,X,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
LSTJIOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTJZIO,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSTJOIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LSTZIOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O
LSTZJIO,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSTOJIZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
LSITJOZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LSITZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LSITOJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LSIJTZO,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
LSIJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSIZTOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LSIZJTO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIOJTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X
LSJTIOZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJTZIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LSJTOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTOZI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LSJITZO,X,O,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X
LSJITOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJIZTO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJZITO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJOTZI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZTIOJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LSZTJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZITOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZIJTO,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJITO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
