sequence,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFCgBXhBVnB8pBGr?BTsB,v115@EhC8HeB8HeB8BeC8CeB8Je2EJvhFRgBUiB3lB1rBTp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFzfBfmBlhB8rB+s?BCqB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhF8lBzhBikB+sB3p?BlrB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhFlhBOpB8pBzlBXn?BSxB,v115@EhC8HeB8HeB8BeC8CeB8Jei/IvhFRhBFlBXmB8rB+s?BTpB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFChBVnBupB/rBUl?BTsB,v115@EhC8HeB8HeB8BeC8CeB8JeXAJvhF8lBzhBlpBxrBOp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFfmBlhBUlB6sBup?BzrB
SIOLTZJ,X,O,X,X,X,X,X,X,O
SIOLJTZ,X,O,O,X,X,X,X,X,X
SIOLJZT,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,O
SIOLZJT,X,X,O,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,O,X,X
SIOJTZL,O,O,X,X,X,X,O,X,X
SIOJLTZ,X,O,O,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,O,X
SIOZTJL,O,O,X,X,X,X,X,O,X
SIOZLTJ,O,X,X,X,X,X,X,X,O
SIOZLJT,O,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,X,X,O,X,O
SLTIJOZ,X,O,O,X,X,X,O,X,X
SLTIZJO,X,O,X,O,O,X,O,X,O
SLTIZOJ,X,O,X,X,O,X,X,X,O
SLTIOJZ,X,O,O,X,O,X,O,X,X
SLTIOZJ,X,O,X,X,O,X,X,X,O
SLTJIZO,X,O,O,O,X,X,O,X,O
SLTJIOZ,X,O,O,O,X,X,O,X,X
SLTJZIO,X,O,O,O,O,X,O,X,O
SLTJZOI,X,O,O,O,O,X,X,X,X
SLTJOIZ,X,O,O,O,O,X,O,X,X
SLTJOZI,X,O,O,O,O,X,X,X,X
SLTZIJO,X,O,X,O,O,X,O,X,O
SLTZIOJ,X,O,X,X,O,X,X,X,O
SLTZJIO,X,O,X,O,O,X,O,X,O
SLTZJOI,X,O,X,O,O,X,X,X,X
SLTZOIJ,X,O,X,X,O,X,X,X,O
SLTZOJI,X,O,X,X,O,X,X,X,X
SLTOIJZ,X,O,O,X,O,X,O,X,X
SLTOIZJ,X,O,X,X,O,X,X,X,O
SLTOJIZ,X,O,O,X,O,X,O,X,X
SLTOJZI,X,O,O,X,O,X,X,X,X
SLTOZIJ,X,O,X,X,O,X,X,X,O
SLTOZJI,X,O,X,X,O,X,X,X,X
SLITJZO,X,O,O,O,X,X,O,X,O
SLITJOZ,X,X,O,X,X,X,O,X,X
SLITZJO,X,O,X,O,O,X,O,X,O
SLITZOJ,X,X,X,X,O,X,X,X,O
SLITOJZ,X,X,O,X,O,X,O,X,X
SLITOZJ,X,X,X,X,O,X,X,X,O
SLIJTZO,X,O,O,O,X,X,O,X,O
SLIJTOZ,X,X,O,O,X,X,O,X,X
SLIJZTO,X,X,O,O,X,X,X,X,O
SLIJZOT,X,X,O,O,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,X,X,X
SLIZTJO,X,X,X,O,O,X,X,X,O
SLIZTOJ,X,X,X,X,O,X,X,X,O
SLIZJTO,X,X,O,O,O,X,X,X,O
SLIZJOT,X,X,O,O,O,X,X,X,X
SLIZOTJ,X,X,X,X,O,X,X,X,O
SLIZOJT,X,X,O,O,O,X,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,O
SLIOJTZ,X,X,O,X,O,X,X,X,X
SLIOJZT,X,X,O,O,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,X,X,X,O
SLIOZJT,X,X,O,O,O,X,X,X,X
SLJTIZO,X,O,O,O,X,X,O,X,O
SLJTIOZ,X,X,O,O,X,X,O,X,X
SLJTZIO,X,O,O,O,O,X,O,X,O
SLJTZOI,X,X,O,O,O,X,X,X,X
SLJTOIZ,X,X,O,O,O,X,O,X,X
SLJTOZI,X,X,O,O,O,X,X,X,X
SLJITZO,X,O,O,O,X,X,O,X,O
SLJITOZ,X,X,O,O,X,X,O,X,X
SLJIZTO,X,X,O,O,X,X,X,X,O
SLJIZOT,X,X,O,O,X,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,O,O,X,X,X,X,X
SLJZTIO,X,X,O,O,O,X,X,X,O
SLJZTOI,X,X,O,O,O,X,X,X,X
SLJZITO,X,X,O,O,O,X,X,X,O
SLJZIOT,X,X,O,O,O,X,X,X,X
SLJZOTI,X,X,O,O,O,X,X,X,X
SLJZOIT,X,X,O,O,O,X,X,X,X
SLJOTIZ,X,X,O,O,O,X,X,X,X
SLJOTZI,X,X,O,O,O,X,X,X,X
SLJOITZ,X,X,O,X,O,X,X,X,X
SLJOIZT,X,X,O,O,X,X,X,X,X
SLJOZTI,X,X,O,O,O,X,X,X,X
SLJOZIT,X,X,O,O,O,X,X,X,X
SLZTIJO,X,O,X,O,O,X,X,X,O
SLZTIOJ,X,O,X,X,O,X,X,X,O
SLZTJIO,X,O,X,O,O,X,X,X,O
SLZTJOI,X,O,X,O,O,X,X,X,X
SLZTOIJ,X,O,X,X,O,X,X,X,O
SLZTOJI,X,O,X,X,O,X,X,X,X
SLZITJO,X,X,X,O,O,X,X,X,O
SLZITOJ,X,X,X,X,O,X,X,X,O
SLZIJTO,X,X,O,O,O,X,X,X,O
SLZIJOT,X,X,O,O,O,X,X,X,X
SLZIOTJ,X,X,X,X,O,X,X,X,O
SLZIOJT,X,X,O,O,O,X,X,X,X
SLZJTIO,X,X,O,O,O,X,X,X,O
SLZJTOI,X,X,O,O,O,X,X,X,X
SLZJITO,X,X,O,O,O,X,X,X,O
SLZJIOT,X,X,O,O,O,X,X,X,X
SLZJOTI,X,X,O,O,O,X,X,X,X
SLZJOIT,X,X,O,O,O,X,X,X,X
SLZOTIJ,X,O,X,X,O,X,X,X,O
SLZOTJI,X,O,X,X,O,X,X,X,X
SLZOITJ,X,X,X,X,O,X,X,X,O
SLZOIJT,X,X,O,O,O,X,X,X,X
SLZOJTI,X,O,O,O,O,X,X,X,X
SLZOJIT,X,O,O,O,O,X,X,X,X
SLOTIJZ,X,O,O,X,O,X,X,X,X
SLOTIZJ,X,O,X,X,O,X,X,X,O
SLOTJIZ,X,O,O,X,O,X,X,X,X
SLOTJZI,X,O,O,X,O,X,X,X,X
SLOTZIJ,X,O,X,X,O,X,X,X,O
SLOTZJI,X,O,X,X,O,X,X,X,X
SLOITJZ,X,O,O,X,O,X,X,X,X
SLOITZJ,X,O,X,X,O,X,X,X,O
SLOIJTZ,X,O,O,X,O,X,X,X,X
SLOIJZT,X,X,O,O,X,X,X,X,X
SLOIZTJ,X,X,X,X,O,X,X,X,O
SLOIZJT,X,X,O,O,O,X,X,X,X
SLOJTIZ,X,O,O,O,O,X,X,X,X
SLOJTZI,X,O,O,O,O,X,X,X,X
SLOJITZ,X,O,O,X,O,X,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X,X
SLOJZTI,X,O,O,O,O,X,X,X,X
SLOJZIT,X,O,O,O,O,X,X,X,X
SLOZTIJ,X,O,X,X,O,X,X,X,O
SLOZTJI,X,O,X,X,O,X,X,X,X
SLOZITJ,X,X,X,X,O,X,X,X,O
SLOZIJT,X,X,O,O,O,X,X,X,X
SLOZJTI,X,O,O,O,O,X,X,X,X
SLOZJIT,X,O,O,O,O,X,X,X,X
SJTILZO,O,O,O,O,X,O,O,X,X
SJTILOZ,X,X,O,O,X,X,O,X,X
SJTIZLO,O,O,O,O,X,X,O,X,X
SJTIZOL,O,O,O,O,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,O,X,X
SJTIOZL,O,O,X,O,X,X,X,X,X
SJTLIZO,O,O,O,O,X,O,O,X,X
SJTLIOZ,X,X,O,O,X,X,O,X,X
SJTLZIO,O,O,O,O,X,O,O,X,X
SJTLZOI,O,X,O,O,X,O,X,X,X
SJTLOIZ,X,X,O,O,X,X,O,X,X
SJTLOZI,X,X,O,O,X,X,X,X,X
SJTZILO,O,O,O,O,X,O,O,X,X
SJTZIOL,O,O,O,O,X,O,X,X,X
SJTZLIO,O,O,O,O,X,O,O,X,X
SJTZLOI,O,X,O,O,X,O,X,X,X
SJTZOIL,O,O,O,O,X,O,X,X,X
SJTZOLI,O,O,O,O,X,O,X,X,X
SJTOILZ,X,O,X,O,X,X,O,X,X
SJTOIZL,O,O,X,O,X,X,X,X,X
SJTOLIZ,X,O,X,O,X,X,O,X,X
SJTOLZI,X,O,X,O,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X
SJITLZO,O,O,O,O,X,X,O,X,X
SJITLOZ,X,X,O,O,X,X,O,X,X
SJITZLO,O,O,O,O,X,X,O,X,X
SJITZOL,O,O,O,O,X,X,X,X,X
SJITOLZ,X,X,X,O,X,X,O,X,X
SJITOZL,O,O,X,O,X,X,X,X,X
SJILTZO,X,O,O,O,X,X,O,X,O
SJILTOZ,X,X,O,O,X,X,O,X,X
SJILZTO,X,X,O,O,X,X,X,X,O
SJILZOT,X,X,O,O,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,X,X,X
SJILOZT,X,X,O,O,X,X,X,X,X
SJIZTLO,O,O,O,O,X,X,O,X,X
SJIZTOL,O,O,O,O,X,X,X,X,X
SJIZLTO,O,X,O,O,X,X,X,X,O
SJIZLOT,X,X,O,O,X,X,X,X,X
SJIZOTL,X,X,O,O,X,X,X,X,X
SJIZOLT,X,X,O,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,O,X,X
SJIOTZL,X,O,X,X,X,X,O,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,X,X,X
SJIOZTL,X,X,O,X,X,X,X,X,X
SJIOZLT,X,X,O,X,X,X,X,X,X
SJLTIZO,X,O,O,O,X,X,O,X,O
SJLTIOZ,X,X,O,O,X,X,O,X,X
SJLTZIO,X,O,O,O,X,X,O,X,O
SJLTZOI,X,X,O,O,X,X,X,X,X
SJLTOIZ,X,X,O,O,X,X,O,X,X
SJLTOZI,X,X,O,O,X,X,X,X,X
SJLITZO,X,O,O,O,X,X,O,X,O
SJLITOZ,X,X,O,O,X,X,O,X,X
SJLIZTO,X,X,O,O,X,X,X,X,O
SJLIZOT,X,X,O,O,X,X,X,X,X
SJLIOTZ,X,X,O,X,X,X,X,X,X
SJLIOZT,X,X,O,O,X,X,X,X,X
SJLZTIO,X,X,O,O,X,X,X,X,O
SJLZTOI,X,X,O,O,X,X,X,X,X
SJLZITO,X,X,O,O,X,X,X,X,O
SJLZIOT,X,X,O,O,X,X,X,X,X
SJLZOTI,X,X,O,O,X,X,X,X,X
SJLZOIT,X,X,O,O,X,X,X,X,X
SJLOTIZ,X,X,O,O,X,X,X,X,X
SJLOTZI,X,X,O,O,X,X,X,X,X
SJLOITZ,X,X,O,X,X,X,X,X,X
SJLOIZT,X,X,O,O,X,X,X,X,X
SJLOZTI,X,X,O,O,X,X,X,X,X
SJLOZIT,X,X,O,O,X,X,X,X,X
SJZTILO,O,O,O,O,X,O,O,X,X
SJZTIOL,O,O,O,O,X,O,X,X,X
SJZTLIO,O,O,O,O,X,O,O,X,X
SJZTLOI,O,X,O,O,X,O,X,X,X
SJZTOIL,O,O,O,O,X,O,X,X,X
SJZTOLI,O,X,O,O,X,O,X,X,X
SJZITLO,O,O,O,O,X,O,O,X,X
SJZITOL,O,O,O,O,X,O,X,X,X
SJZILTO,O,X,O,O,X,O,X,X,O
SJZILOT,X,X,O,O,X,O,X,X,X
SJZIOTL,X,X,O,O,X,O,X,X,X
SJZIOLT,X,X,O,X,X,O,X,X,X
SJZLTIO,O,X,O,O,X,O,X,X,O
SJZLTOI,O,X,O,O,X,O,X,X,X
SJZLITO,O,X,O,O,X,O,X,X,O
SJZLIOT,X,X,O,O,X,O,X,X,X
SJZLOTI,X,X,O,O,X,O,X,X,X
SJZLOIT,X,X,O,O,X,O,X,X,X
SJZOTIL,X,X,O,O,X,O,X,X,X
SJZOTLI,X,X,O,O,X,O,X,X,X
SJZOITL,X,X,O,O,X,O,X,X,X
SJZOILT,X,X,O,X,X,O,X,X,X
SJZOLTI,X,X,O,O,X,O,X,X,X
SJZOLIT,X,X,O,O,X,O,X,X,X
SJOTILZ,X,O,X,O,X,O,O,X,X
SJOTIZL,X,O,X,O,X,X,O,X,X
SJOTLIZ,X,O,X,O,X,O,O,X,X
SJOTLZI,X,O,X,O,X,O,O,X,X
SJOTZIL,X,O,X,O,X,O,O,X,X
SJOTZLI,X,O,X,O,X,O,O,X,X
SJOITLZ,X,O,X,X,X,X,O,X,X
SJOITZL,X,O,X,X,X,X,O,X,X
SJOILTZ,X,O,O,X,X,X,X,X,X
SJOILZT,X,X,O,X,X,X,X,X,X
SJOIZTL,X,O,O,X,X,X,X,X,X
SJOIZLT,X,X,O,X,X,X,X,X,X
SJOLTIZ,X,O,O,O,X,O,X,X,X
SJOLTZI,X,O,O,O,X,O,X,X,X
SJOLITZ,X,O,O,X,X,X,X,X,X
SJOLIZT,X,X,O,O,X,X,X,X,X
SJOLZTI,X,X,O,O,X,O,X,X,X
SJOLZIT,X,X,O,O,X,O,X,X,X
SJOZTIL,X,O,O,O,X,O,X,X,X
SJOZTLI,X,O,O,O,X,O,X,X,X
SJOZITL,X,O,O,O,X,O,X,X,X
SJOZILT,X,X,O,X,X,O,X,X,X
SJOZLTI,X,X,O,O,X,O,X,X,X
SJOZLIT,X,X,O,O,X,O,X,X,X
SZTILJO,X,O,X,X,X,X,O,O,O
SZTILOJ,X,X,X,X,X,X,X,O,O
SZTIJLO,X,O,X,O,X,X,O,O,X
SZTIJOL,X,O,X,O,X,X,X,O,X
SZTIOLJ,X,O,X,X,X,X,X,O,X
SZTIOJL,X,O,X,X,X,X,X,O,X
SZTLIJO,X,O,X,O,X,X,O,O,O
SZTLIOJ,X,X,X,X,X,X,X,O,O
SZTLJIO,X,O,X,O,X,X,O,X,O
SZTLJOI,X,X,X,O,X,X,X,X,X
SZTLOIJ,X,O,X,X,X,X,X,X,O
SZTLOJI,X,O,X,X,X,X,X,X,X
SZTJILO,X,O,X,O,X,X,O,O,X
SZTJIOL,X,O,X,O,X,X,X,O,X
SZTJLIO,X,O,X,O,X,X,O,X,X
SZTJLOI,X,X,X,O,X,X,X,X,X
SZTJOIL,X,O,X,O,X,X,X,X,X
SZTJOLI,X,O,X,O,X,X,X,X,X
SZTOILJ,X,O,X,X,X,X,X,O,X
SZTOIJL,X,O,X,X,X,X,X,O,X
SZTOLIJ,X,O,X,X,X,X,X,X,X
SZTOLJI,X,O,X,X,X,X,X,X,X
SZTOJIL,X,O,X,X,X,X,X,X,X
SZTOJLI,X,O,X,X,X,X,X,X,X
SZITLJO,X,O,X,X,X,X,O,O,O
SZITLOJ,X,X,X,X,X,X,X,O,O
SZITJLO,X,O,X,O,X,X,O,O,X
SZITJOL,X,O,X,O,X,X,X,O,X
SZITOLJ,X,X,X,X,X,X,X,O,X
SZITOJL,X,O,X,X,X,X,X,O,X
SZILTJO,X,X,X,O,O,X,X,X,O
SZILTOJ,X,X,X,X,O,X,X,X,O
SZILJTO,O,X,O,O,O,X,X,X,O
SZILJOT,X,X,O,O,X,X,X,X,X
SZILOTJ,O,X,X,X,O,X,X,X,O
SZILOJT,O,X,O,O,O,X,X,X,X
SZIJTLO,O,O,O,O,X,X,O,X,X
SZIJTOL,O,O,O,O,X,X,X,X,X
SZIJLTO,O,X,O,O,X,X,X,X,O
SZIJLOT,X,X,O,O,X,X,X,X,X
SZIJOTL,X,X,O,O,X,X,X,X,X
SZIJOLT,X,X,O,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,O,X,X,O,X
SZIOTJL,O,X,X,X,O,X,X,O,X
SZIOLTJ,O,X,X,X,O,X,X,X,O
SZIOLJT,O,X,X,X,O,X,X,X,X
SZIOJTL,O,X,X,O,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X,X,X
SZLTIJO,X,X,X,O,O,X,X,X,O
SZLTIOJ,X,X,X,X,O,X,X,X,O
SZLTJIO,X,X,X,O,O,X,X,X,O
SZLTJOI,X,X,X,O,O,X,X,X,X
SZLTOIJ,X,X,X,X,O,X,X,X,O
SZLTOJI,X,X,X,X,O,X,X,X,X
SZLITJO,X,X,X,O,O,X,X,X,O
SZLITOJ,X,X,X,X,O,X,X,X,O
SZLIJTO,O,X,O,O,O,X,X,X,O
SZLIJOT,X,X,O,O,O,X,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,X,O
SZLIOJT,O,X,O,O,O,X,X,X,X
SZLJTIO,O,X,O,O,O,X,X,X,O
SZLJTOI,O,X,O,O,O,X,X,X,X
SZLJITO,O,X,O,O,O,X,X,X,O
SZLJIOT,X,X,O,O,O,X,X,X,X
SZLJOTI,X,X,O,O,O,X,X,X,X
SZLJOIT,X,X,O,O,O,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X,X,O
SZLOTJI,O,X,X,X,O,X,X,X,X
SZLOITJ,O,X,X,X,O,X,X,X,O
SZLOIJT,O,X,O,O,O,X,X,X,X
SZLOJTI,O,X,O,O,O,X,X,X,X
SZLOJIT,O,X,O,O,O,X,X,X,X
SZJTILO,O,O,O,O,X,X,O,X,X
SZJTIOL,O,O,O,O,X,X,X,X,X
SZJTLIO,O,O,O,O,X,X,O,X,X
SZJTLOI,O,X,O,O,X,X,X,X,X
SZJTOIL,O,O,O,O,X,X,X,X,X
SZJTOLI,O,X,O,O,X,X,X,X,X
SZJITLO,O,O,O,O,X,X,O,X,X
SZJITOL,O,O,O,O,X,X,X,X,X
SZJILTO,O,X,O,O,O,X,X,X,O
SZJILOT,X,X,O,O,O,X,X,X,X
SZJIOTL,X,X,O,O,O,X,X,X,X
SZJIOLT,X,X,O,X,O,X,X,X,X
SZJLTIO,O,X,O,O,O,X,X,X,O
SZJLTOI,O,X,O,O,O,X,X,X,X
SZJLITO,O,X,O,O,O,X,X,X,O
SZJLIOT,X,X,O,O,O,X,X,X,X
SZJLOTI,X,X,O,O,O,X,X,X,X
SZJLOIT,X,X,O,O,O,X,X,X,X
SZJOTIL,X,X,O,O,O,X,X,X,X
SZJOTLI,X,X,O,O,X,X,X,X,X
SZJOITL,X,X,O,O,O,X,X,X,X
SZJOILT,X,X,O,X,O,X,X,X,X
SZJOLTI,X,X,O,O,O,X,X,X,X
SZJOLIT,X,X,O,O,O,X,X,X,X
SZOTILJ,O,O,X,X,O,X,X,X,X
SZOTIJL,O,O,X,X,O,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,X,X,X
SZOTLJI,O,O,X,X,X,X,X,X,X
SZOTJIL,O,O,X,X,O,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,X,X
SZOITLJ,O,O,X,X,O,X,X,X,X
SZOITJL,O,O,X,X,O,X,X,X,X
SZOILTJ,O,X,X,X,O,X,X,X,O
SZOILJT,O,X,X,X,O,X,X,X,X
SZOIJTL,O,O,X,O,X,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X,X,X
SZOLTIJ,O,X,X,X,O,X,X,X,O
SZOLTJI,O,X,X,X,O,X,X,X,X
SZOLITJ,O,X,X,X,O,X,X,X,O
SZOLIJT,O,X,X,O,O,X,X,X,X
SZOLJTI,O,X,X,O,O,X,X,X,X
SZOLJIT,O,X,X,O,O,X,X,X,X
SZOJTIL,O,O,X,O,O,X,X,X,X
SZOJTLI,O,O,X,O,X,X,X,X,X
SZOJITL,O,O,X,O,O,X,X,X,X
SZOJILT,O,X,X,X,O,X,X,X,X
SZOJLTI,O,X,X,O,O,X,X,X,X
SZOJLIT,O,X,X,O,O,X,X,X,X
SOTILJZ,O,O,X,X,O,O,O,X,X
SOTILZJ,O,O,X,X,O,X,O,X,X
SOTIJLZ,O,O,X,X,X,X,O,X,X
SOTIJZL,O,O,X,X,X,X,O,X,X
SOTIZLJ,O,O,X,X,O,X,O,X,X
SOTIZJL,O,O,X,X,O,X,O,X,X
SOTLIJZ,O,O,X,X,X,O,O,X,X
SOTLIZJ,O,O,X,X,X,X,O,X,X
SOTLJIZ,O,O,X,X,X,O,O,X,X
SOTLJZI,O,O,X,X,X,O,O,X,X
SOTLZIJ,O,O,X,X,X,X,O,X,X
SOTLZJI,O,O,X,X,X,X,O,X,X
SOTJILZ,O,O,X,X,X,O,O,X,X
SOTJIZL,O,O,X,X,X,X,O,X,X
SOTJLIZ,O,O,X,X,X,O,O,X,X
SOTJLZI,O,O,X,X,X,O,O,X,X
SOTJZIL,O,O,X,X,X,O,O,X,X
SOTJZLI,O,O,X,X,X,O,O,X,X
SOTZILJ,O,O,X,X,O,X,O,X,X
SOTZIJL,O,O,X,X,O,X,O,X,X
SOTZLIJ,O,O,X,X,X,X,O,X,X
SOTZLJI,O,O,X,X,X,X,O,X,X
SOTZJIL,O,O,X,X,O,X,O,X,X
SOTZJLI,O,O,X,X,X,X,O,X,X
SOITLJZ,O,O,X,X,O,X,O,X,X
SOITLZJ,O,O,X,X,O,X,O,X,X
SOITJLZ,O,O,X,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,X,O,X,X
SOITZLJ,O,O,X,X,O,X,O,X,X
SOITZJL,O,O,X,X,O,X,O,X,X
SOILTJZ,X,O,O,X,O,X,X,X,X
SOILTZJ,X,O,X,X,O,X,X,X,O
SOILJTZ,X,O,O,X,O,X,X,X,X
SOILJZT,X,X,O,X,X,X,X,X,X
SOILZTJ,X,X,X,X,O,X,X,X,O
SOILZJT,X,X,O,X,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,O,X,X
SOIJTZL,O,O,X,X,X,X,O,X,X
SOIJLTZ,X,O,O,X,X,X,X,X,X
SOIJLZT,X,X,O,X,X,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,X,X
SOIJZLT,O,X,O,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X,X
SOIZLTJ,O,X,X,X,X,X,X,X,O
SOIZLJT,O,X,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X,X
SOIZJLT,O,X,X,X,X,X,X,X,X
SOLTIJZ,X,O,O,X,O,O,X,X,X
SOLTIZJ,X,O,X,X,O,X,X,X,O
SOLTJIZ,X,O,O,X,O,O,X,X,X
SOLTJZI,X,O,O,X,O,O,X,X,X
SOLTZIJ,X,O,X,X,O,X,X,X,O
SOLTZJI,X,O,X,X,O,X,X,X,X
SOLITJZ,X,O,O,X,O,X,X,X,X
SOLITZJ,X,O,X,X,O,X,X,X,O
SOLIJTZ,X,O,O,X,O,X,X,X,X
SOLIJZT,X,X,O,O,X,X,X,X,X
SOLIZTJ,X,X,X,X,O,X,X,X,O
SOLIZJT,X,X,O,O,O,X,X,X,X
SOLJTIZ,X,O,O,O,O,O,X,X,X
SOLJTZI,X,O,O,O,O,O,X,X,X
SOLJITZ,X,O,O,X,O,X,X,X,X
SOLJIZT,X,O,O,O,X,X,X,X,X
SOLJZTI,X,O,O,O,O,O,X,X,X
SOLJZIT,X,O,O,O,O,O,X,X,X
SOLZTIJ,X,O,X,X,O,X,X,X,O
SOLZTJI,X,O,X,X,O,X,X,X,X
SOLZITJ,X,X,X,X,O,X,X,X,O
SOLZIJT,X,X,O,O,O,X,X,X,X
SOLZJTI,X,O,O,O,O,X,X,X,X
SOLZJIT,X,O,O,O,O,X,X,X,X
SOJTILZ,O,O,X,O,X,O,O,X,X
SOJTIZL,O,O,X,O,X,X,O,X,X
SOJTLIZ,O,O,X,O,X,O,O,X,X
SOJTLZI,O,O,X,O,X,O,O,X,X
SOJTZIL,O,O,X,O,X,O,O,X,X
SOJTZLI,O,O,X,O,X,O,O,X,X
SOJITLZ,O,O,X,X,X,X,O,X,X
SOJITZL,O,O,X,X,X,X,O,X,X
SOJILTZ,X,O,O,X,X,X,X,X,X
SOJILZT,X,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,X,X,X,X,X,X
SOJIZLT,O,X,O,X,X,X,X,X,X
SOJLTIZ,X,O,O,O,X,O,X,X,X
SOJLTZI,X,O,O,O,X,O,X,X,X
SOJLITZ,X,O,O,X,X,X,X,X,X
SOJLIZT,X,O,O,O,X,X,X,X,X
SOJLZTI,X,O,O,O,X,O,X,X,X
SOJLZIT,X,O,O,O,X,O,X,X,X
SOJZTIL,O,O,O,O,X,O,X,X,X
SOJZTLI,O,O,O,O,X,O,X,X,X
SOJZITL,O,O,O,O,X,O,X,X,X
SOJZILT,O,X,O,X,X,O,X,X,X
SOJZLTI,O,X,O,O,X,O,X,X,X
SOJZLIT,O,X,O,O,X,O,X,X,X
SOZTILJ,O,O,X,X,O,X,X,X,X
SOZTIJL,O,O,X,X,O,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,X,X,X
SOZTLJI,O,O,X,X,X,X,X,X,X
SOZTJIL,O,O,X,X,O,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X,X
SOZITLJ,O,O,X,X,O,X,X,X,X
SOZITJL,O,O,X,X,O,X,X,X,X
SOZILTJ,O,X,X,X,O,X,X,X,O
SOZILJT,O,X,X,X,O,X,X,X,X
SOZIJTL,O,O,X,O,X,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X,X,X
SOZLTIJ,O,X,X,X,O,X,X,X,O
SOZLTJI,O,X,X,X,O,X,X,X,X
SOZLITJ,O,X,X,X,O,X,X,X,O
SOZLIJT,O,X,X,O,O,X,X,X,X
SOZLJTI,O,X,X,O,O,X,X,X,X
SOZLJIT,O,X,X,O,O,X,X,X,X
SOZJTIL,O,O,X,O,O,X,X,X,X
SOZJTLI,O,O,X,O,X,X,X,X,X
SOZJITL,O,O,X,O,O,X,X,X,X
SOZJILT,O,X,X,X,O,X,X,X,X
SOZJLTI,O,X,X,O,O,X,X,X,X
SOZJLIT,O,X,X,O,O,X,X,X,X
ZTILJSO,O,X,X,X,X,O,X,O,X
ZTILJOS,O,X,X,X,X,O,X,O,X
ZTILSJO,X,X,X,X,O,X,X,O,O
ZTILSOJ,X,X,X,X,O,X,X,O,O
ZTILOJS,O,X,X,X,O,X,X,O,X
ZTILOSJ,O,X,X,X,O,X,X,O,X
ZTIJLSO,O,X,X,X,X,X,X,O,X
ZTIJLOS,O,X,X,O,X,X,X,O,X
ZTIJSLO,O,X,X,X,X,X,X,O,X
ZTIJSOL,O,X,X,O,X,X,X,O,X
ZTIJOLS,O,X,X,O,X,X,X,O,X
ZTIJOSL,O,X,X,O,X,X,X,O,X
ZTISLJO,X,O,X,X,X,X,X,O,O
ZTISLOJ,X,X,X,X,X,X,X,O,O
ZTISJLO,X,O,X,X,X,X,X,O,X
ZTISJOL,X,O,X,X,X,X,X,O,X
ZTISOLJ,X,O,X,X,X,X,X,O,X
ZTISOJL,X,O,X,X,X,X,X,O,X
ZTIOLJS,O,X,X,X,O,X,X,O,X
ZTIOLSJ,O,X,X,X,O,X,X,O,X
ZTIOJLS,O,O,X,X,O,X,X,O,X
ZTIOJSL,O,O,X,X,O,X,X,O,X
