sequence,v115@9gA8IeA8IeB8CeB8CeC8CeC8KeCAJvhFmiB5oB/qBF?mB0nBTrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFGhB/nBaoB5?oBlqBUrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFfmBaoB5oBG?nB0qBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhFlgBcmBiiB5?oBznBWwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF0gBaoB5oBG?nBzqBlrB,v115@9gA8IeA8IeB8CeB8CeC8CeC8KefFJvhF6lBThBmiB5?oB0nBVwB,v115@9gA8IeA8IeB8CeB8CeC8CeC8Kez/IvhFxiB1qB0nB6?tBXrBGrB
ZTSJOIL,O,O,O,O,X,O,X
ZTSJOLI,O,O,O,O,X,O,X
ZTSOILJ,O,O,X,O,X,O,X
ZTSOIJL,O,O,O,O,X,O,X
ZTSOLIJ,O,O,X,O,X,O,O
ZTSOLJI,O,O,X,O,X,O,O
ZTSOJIL,O,O,O,O,X,O,X
ZTSOJLI,O,O,O,O,X,O,X
ZTOILJS,X,X,O,X,X,X,O
ZTOILSJ,X,X,X,O,X,X,O
ZTOIJLS,X,X,O,X,X,X,X
ZTOIJSL,X,O,O,X,X,X,X
ZTOISLJ,X,O,X,O,X,X,X
ZTOISJL,X,O,O,O,X,X,X
ZTOLIJS,X,X,O,X,X,X,O
ZTOLISJ,X,X,X,O,X,X,O
ZTOLJIS,X,X,O,X,X,X,O
ZTOLJSI,X,X,O,X,X,X,O
ZTOLSIJ,X,X,X,O,X,X,O
ZTOLSJI,X,X,X,O,X,X,O
ZTOJILS,X,X,O,X,X,X,X
ZTOJISL,X,O,O,X,X,X,X
ZTOJLIS,X,X,O,X,X,X,O
ZTOJLSI,X,X,O,X,X,X,O
ZTOJSIL,X,O,O,X,X,X,X
ZTOJSLI,X,O,O,X,X,X,X
ZTOSILJ,X,O,X,O,X,X,X
ZTOSIJL,X,O,O,O,X,X,X
ZTOSLIJ,X,O,X,O,X,X,O
ZTOSLJI,X,O,X,O,X,X,O
ZTOSJIL,X,O,O,O,X,X,X
ZTOSJLI,X,O,O,O,X,X,X
ZITLJSO,O,X,O,X,X,X,O
ZITLJOS,X,X,O,X,X,X,O
ZITLSJO,O,X,X,O,X,X,O
ZITLSOJ,O,X,X,O,X,X,O
ZITLOJS,X,X,O,X,X,X,O
ZITLOSJ,X,X,X,X,X,X,O
ZITJLSO,O,X,O,X,X,X,X
ZITJLOS,X,X,O,X,X,X,X
ZITJSLO,O,O,O,X,X,O,X
ZITJSOL,O,O,O,X,X,O,X
ZITJOLS,X,X,O,X,X,X,X
ZITJOSL,X,O,O,X,X,X,X
ZITSLJO,O,O,X,O,X,O,X
ZITSLOJ,O,O,X,O,X,O,X
ZITSJLO,O,O,O,O,X,O,X
ZITSJOL,O,O,O,O,X,O,X
ZITSOLJ,O,O,X,O,X,O,X
ZITSOJL,O,O,O,O,X,O,X
ZITOLJS,X,X,O,X,X,X,O
ZITOLSJ,X,X,X,O,X,X,O
ZITOJLS,X,X,O,X,X,X,X
ZITOJSL,X,O,O,X,X,X,X
ZITOSLJ,X,O,X,O,X,X,X
ZITOSJL,X,O,O,O,X,X,X
ZILTJSO,O,X,O,X,X,X,O
ZILTJOS,X,X,O,X,X,X,O
ZILTSJO,O,X,X,O,X,X,O
ZILTSOJ,O,X,X,O,X,X,O
ZILTOJS,X,X,O,X,X,X,O
ZILTOSJ,X,X,X,X,X,X,O
ZILJTSO,O,X,O,X,X,X,O
ZILJTOS,X,X,O,X,X,X,O
ZILJSTO,O,X,O,O,X,O,X
ZILJSOT,O,X,O,X,O,X,X
ZILJOTS,X,X,O,X,X,X,O
ZILJOST,O,X,O,X,O,X,X
ZILSTJO,O,X,X,O,X,O,O
ZILSTOJ,O,X,X,O,X,O,O
ZILSJTO,O,X,O,O,X,O,X
ZILSJOT,O,X,O,O,O,X,X
ZILSOTJ,O,X,X,O,X,X,O
ZILSOJT,O,X,O,O,O,X,X
ZILOTJS,X,X,O,X,X,X,O
ZILOTSJ,X,X,X,O,X,X,O
ZILOJTS,X,X,O,X,X,X,O
ZILOJST,O,X,O,O,O,X,X
ZILOSTJ,O,X,X,O,X,X,O
ZILOSJT,O,X,O,O,O,X,X
ZIJTLSO,O,X,O,X,X,X,X
ZIJTLOS,X,X,O,X,X,X,X
ZIJTSLO,O,O,O,X,X,O,X
ZIJTSOL,O,O,O,X,X,O,X
ZIJTOLS,X,X,O,X,X,X,X
ZIJTOSL,X,O,O,X,X,X,X
ZIJLTSO,O,X,O,X,X,X,X
ZIJLTOS,X,X,O,X,X,X,X
ZIJLSTO,O,X,O,O,X,O,X
ZIJLSOT,O,X,O,X,O,X,X
ZIJLOTS,X,X,O,X,X,X,X
ZIJLOST,O,X,O,X,O,X,X
ZIJSTLO,O,O,O,O,X,O,X
ZIJSTOL,O,O,O,O,X,O,X
ZIJSLTO,O,O,O,O,X,O,X
ZIJSLOT,O,O,O,X,O,X,X
ZIJSOTL,O,X,O,O,O,O,X
ZIJSOLT,O,O,O,O,O,X,X
ZIJOTLS,X,X,O,X,X,X,X
ZIJOTSL,X,X,O,X,X,X,X
ZIJOLTS,X,X,O,X,X,X,X
ZIJOLST,O,X,O,O,O,X,X
ZIJOSTL,O,X,O,O,O,O,X
ZIJOSLT,O,O,O,O,O,X,X
ZISTLJO,O,O,X,O,X,O,X
ZISTLOJ,O,O,X,O,X,O,X
ZISTJLO,O,O,O,O,X,O,X
ZISTJOL,O,O,O,O,X,O,X
ZISTOLJ,O,O,X,O,X,O,X
ZISTOJL,O,O,O,O,X,O,X
ZISLTJO,O,O,X,O,X,O,X
ZISLTOJ,O,O,X,O,X,O,X
ZISLJTO,O,O,O,O,X,O,X
ZISLJOT,O,O,O,O,O,X,X
ZISLOTJ,O,O,X,O,X,X,X
ZISLOJT,O,O,O,O,O,X,X
ZISJTLO,O,O,O,O,X,O,X
ZISJTOL,O,O,O,O,X,O,X
ZISJLTO,O,O,O,O,X,O,X
ZISJLOT,O,O,O,O,O,X,X
ZISJOTL,O,X,O,O,O,O,X
ZISJOLT,O,O,O,O,O,X,X
ZISOTLJ,O,O,X,O,X,O,X
ZISOTJL,O,O,O,O,O,O,X
ZISOLTJ,O,O,X,O,X,X,X
ZISOLJT,O,O,O,O,O,X,X
ZISOJTL,O,X,O,O,O,O,X
ZISOJLT,O,O,O,O,O,X,X
ZIOTLJS,X,X,O,X,X,X,O
ZIOTLSJ,X,X,X,O,X,X,O
ZIOTJLS,X,X,O,X,X,X,X
ZIOTJSL,X,O,O,X,X,X,X
ZIOTSLJ,X,O,X,O,X,X,X
ZIOTSJL,X,O,O,O,X,X,X
ZIOLTJS,X,X,O,X,X,X,O
ZIOLTSJ,X,X,X,O,X,X,O
ZIOLJTS,X,X,O,X,X,X,O
ZIOLJST,O,X,O,O,O,X,X
ZIOLSTJ,O,X,X,O,X,X,O
ZIOLSJT,O,X,O,O,O,X,X
ZIOJTLS,X,X,O,X,X,X,X
ZIOJTSL,X,X,O,X,X,X,X
ZIOJLTS,X,X,O,X,X,X,X
ZIOJLST,O,X,O,O,O,X,X
ZIOJSTL,O,X,O,O,O,O,X
ZIOJSLT,O,O,O,O,O,X,X
ZIOSTLJ,O,O,X,O,X,O,X
ZIOSTJL,O,O,O,O,O,O,X
ZIOSLTJ,O,O,X,O,X,X,X
ZIOSLJT,O,O,O,O,O,X,X
ZIOSJTL,O,X,O,O,O,O,X
ZIOSJLT,O,O,O,O,O,X,X
ZLTIJSO,O,X,O,X,X,X,O
ZLTIJOS,X,X,O,X,X,X,O
ZLTISJO,O,X,X,O,X,X,O
ZLTISOJ,O,X,X,O,X,X,O
ZLTIOJS,X,X,O,X,X,X,O
ZLTIOSJ,X,X,X,X,X,X,O
ZLTJISO,O,X,O,X,X,X,O
ZLTJIOS,X,X,O,X,X,X,O
ZLTJSIO,O,X,O,X,X,X,O
ZLTJSOI,O,X,O,X,X,X,O
ZLTJOIS,X,X,O,X,X,X,O
ZLTJOSI,X,X,O,X,X,X,O
ZLTSIJO,O,X,X,O,X,X,O
ZLTSIOJ,O,X,X,O,X,X,O
ZLTSJIO,O,X,X,O,X,X,O
ZLTSJOI,O,X,X,X,X,X,O
ZLTSOIJ,O,X,X,O,X,X,O
ZLTSOJI,O,X,X,X,X,X,O
ZLTOIJS,X,X,O,X,X,X,O
ZLTOISJ,X,X,X,X,X,X,O
ZLTOJIS,X,X,O,X,X,X,O
ZLTOJSI,X,X,O,X,X,X,O
ZLTOSIJ,X,X,X,X,X,X,O
ZLTOSJI,X,X,X,X,X,X,O
ZLITJSO,O,X,O,X,X,X,O
ZLITJOS,X,X,O,X,X,X,O
ZLITSJO,O,X,X,O,X,X,O
ZLITSOJ,O,X,X,O,X,X,O
ZLITOJS,X,X,O,X,X,X,O
ZLITOSJ,X,X,X,X,X,X,O
ZLIJTSO,O,X,O,X,X,X,O
ZLIJTOS,X,X,O,X,X,X,O
ZLIJSTO,O,X,O,O,X,O,X
ZLIJSOT,O,X,O,X,O,X,X
ZLIJOTS,X,X,O,X,X,X,O
ZLIJOST,O,X,O,X,O,X,X
ZLISTJO,O,X,X,O,X,O,O
ZLISTOJ,O,X,X,O,X,O,O
ZLISJTO,O,X,O,O,X,O,X
ZLISJOT,O,X,O,O,O,X,X
ZLISOTJ,O,X,X,O,X,X,O
ZLISOJT,O,X,O,O,O,X,X
ZLIOTJS,X,X,O,X,X,X,O
ZLIOTSJ,X,X,X,O,X,X,O
ZLIOJTS,X,X,O,X,X,X,O
ZLIOJST,O,X,O,O,O,X,X
ZLIOSTJ,O,X,X,O,X,X,O
ZLIOSJT,O,X,O,O,O,X,X
ZLJTISO,O,X,O,X,X,X,O
ZLJTIOS,X,X,O,X,X,X,O
ZLJTSIO,O,X,O,X,X,X,O
ZLJTSOI,O,X,O,X,X,X,O
ZLJTOIS,X,X,O,X,X,X,O
ZLJTOSI,X,X,O,X,X,X,O
ZLJITSO,O,X,O,X,X,X,O
ZLJITOS,X,X,O,X,X,X,O
ZLJISTO,O,X,O,O,X,O,X
ZLJISOT,O,X,O,X,O,X,X
ZLJIOTS,X,X,O,X,X,X,O
ZLJIOST,O,X,O,X,O,X,X
ZLJSTIO,O,X,O,O,X,O,X
ZLJSTOI,O,X,O,X,X,O,X
ZLJSITO,O,X,O,O,X,O,X
ZLJSIOT,O,X,O,X,O,X,X
ZLJSOTI,O,X,O,X,O,X,X
ZLJSOIT,O,X,O,X,O,X,X
ZLJOTIS,X,X,O,X,X,X,O
ZLJOTSI,X,X,O,X,X,X,O
ZLJOITS,X,X,O,X,X,X,O
ZLJOIST,O,X,O,X,O,X,X
ZLJOSTI,O,X,O,X,O,X,X
ZLJOSIT,O,X,O,X,O,X,X
ZLSTIJO,O,X,X,O,X,O,O
ZLSTIOJ,O,X,X,O,X,O,O
ZLSTJIO,O,X,X,O,X,O,O
ZLSTJOI,O,X,X,X,X,O,O
ZLSTOIJ,O,X,X,O,X,O,O
ZLSTOJI,O,X,X,O,X,O,O
ZLSITJO,O,X,X,O,X,O,O
ZLSITOJ,O,X,X,O,X,O,O
ZLSIJTO,O,X,O,O,X,O,X
ZLSIJOT,O,X,O,O,O,X,X
ZLSIOTJ,O,X,X,O,X,X,O
ZLSIOJT,O,X,O,O,O,X,X
ZLSJTIO,O,X,O,O,X,O,X
ZLSJTOI,O,X,O,O,X,O,X
ZLSJITO,O,X,O,O,X,O,X
ZLSJIOT,O,X,O,O,O,X,X
ZLSJOTI,O,X,O,O,O,X,X
ZLSJOIT,O,X,O,O,O,X,X
ZLSOTIJ,O,X,X,O,X,X,O
ZLSOTJI,O,X,X,O,X,X,O
ZLSOITJ,O,X,X,O,X,X,O
ZLSOIJT,O,X,O,O,O,X,X
ZLSOJTI,O,X,O,O,O,X,X
ZLSOJIT,O,X,O,O,O,X,X
ZLOTIJS,X,X,O,X,X,X,O
ZLOTISJ,X,X,X,O,X,X,O
ZLOTJIS,X,X,O,X,X,X,O
ZLOTJSI,X,X,O,X,X,X,O
ZLOTSIJ,X,X,X,O,X,X,O
ZLOTSJI,X,X,X,O,X,X,O
ZLOITJS,X,X,O,X,X,X,O
ZLOITSJ,X,X,X,O,X,X,O
ZLOIJTS,X,X,O,X,X,X,O
ZLOIJST,O,X,O,O,O,X,X
ZLOISTJ,O,X,X,O,X,X,O
ZLOISJT,O,X,O,O,O,X,X
ZLOJTIS,X,X,O,X,X,X,O
ZLOJTSI,X,X,O,X,X,X,O
ZLOJITS,X,X,O,X,X,X,O
ZLOJIST,O,X,O,O,O,X,X
ZLOJSTI,O,X,O,O,O,X,X
ZLOJSIT,O,X,O,O,O,X,X
ZLOSTIJ,O,X,X,O,X,X,O
ZLOSTJI,O,X,X,O,X,X,O
ZLOSITJ,O,X,X,O,X,X,O
ZLOSIJT,O,X,O,O,O,X,X
ZLOSJTI,O,X,O,O,O,X,X
ZLOSJIT,O,X,O,O,O,X,X
ZJTILSO,O,X,O,X,X,X,X
ZJTILOS,X,X,O,X,X,X,X
ZJTISLO,O,O,O,X,X,O,X
ZJTISOL,O,O,O,X,X,O,X
ZJTIOLS,X,X,O,X,X,X,X
ZJTIOSL,X,O,O,X,X,X,X
ZJTLISO,O,X,O,X,X,X,O
ZJTLIOS,X,X,O,X,X,X,O
ZJTLSIO,O,X,O,X,X,X,O
ZJTLSOI,O,X,O,X,X,X,O
ZJTLOIS,X,X,O,X,X,X,O
ZJTLOSI,X,X,O,X,X,X,O
ZJTSILO,O,O,O,X,X,O,X
ZJTSIOL,O,O,O,X,X,O,X
ZJTSLIO,O,O,O,X,X,O,X
ZJTSLOI,O,O,O,X,X,O,X
ZJTSOIL,O,O,O,X,X,O,X
ZJTSOLI,O,O,O,X,X,O,X
ZJTOILS,X,X,O,X,X,X,X
ZJTOISL,X,O,O,X,X,X,X
ZJTOLIS,X,X,O,X,X,X,O
ZJTOLSI,X,X,O,X,X,X,O
ZJTOSIL,X,O,O,X,X,X,X
ZJTOSLI,X,O,O,X,X,X,X
ZJITLSO,O,X,O,X,X,X,X
ZJITLOS,X,X,O,X,X,X,X
ZJITSLO,O,O,O,X,X,O,X
ZJITSOL,O,O,O,X,X,O,X
ZJITOLS,X,X,O,X,X,X,X
ZJITOSL,X,O,O,X,X,X,X
ZJILTSO,O,X,O,X,X,X,X
ZJILTOS,X,X,O,X,X,X,X
ZJILSTO,O,X,O,O,X,O,X
ZJILSOT,O,X,O,X,O,X,X
ZJILOTS,X,X,O,X,X,X,X
ZJILOST,O,X,O,X,O,X,X
ZJISTLO,O,O,O,O,X,O,X
ZJISTOL,O,O,O,O,X,O,X
ZJISLTO,O,O,O,O,X,O,X
ZJISLOT,O,O,O,X,O,X,X
ZJISOTL,O,X,O,O,O,O,X
ZJISOLT,O,O,O,O,O,X,X
ZJIOTLS,X,X,O,X,X,X,X
ZJIOTSL,X,X,O,X,X,X,X
ZJIOLTS,X,X,O,X,X,X,X
ZJIOLST,O,X,O,O,O,X,X
ZJIOSTL,O,X,O,O,O,O,X
ZJIOSLT,O,O,O,O,O,X,X
ZJLTISO,O,X,O,X,X,X,O
ZJLTIOS,X,X,O,X,X,X,O
ZJLTSIO,O,X,O,X,X,X,O
ZJLTSOI,O,X,O,X,X,X,O
ZJLTOIS,X,X,O,X,X,X,O
ZJLTOSI,X,X,O,X,X,X,O
ZJLITSO,O,X,O,X,X,X,O
ZJLITOS,X,X,O,X,X,X,O
ZJLISTO,O,X,O,O,X,O,X
ZJLISOT,O,X,O,X,O,X,X
ZJLIOTS,X,X,O,X,X,X,O
ZJLIOST,O,X,O,X,O,X,X
ZJLSTIO,O,X,O,O,X,O,X
ZJLSTOI,O,X,O,X,X,O,X
ZJLSITO,O,X,O,O,X,O,X
ZJLSIOT,O,X,O,X,O,X,X
ZJLSOTI,O,X,O,X,O,X,X
ZJLSOIT,O,X,O,X,O,X,X
ZJLOTIS,X,X,O,X,X,X,O
ZJLOTSI,X,X,O,X,X,X,O
ZJLOITS,X,X,O,X,X,X,O
ZJLOIST,O,X,O,X,O,X,X
ZJLOSTI,O,X,O,X,O,X,X
ZJLOSIT,O,X,O,X,O,X,X
ZJSTILO,O,O,O,O,X,O,X
ZJSTIOL,O,O,O,O,X,O,X
ZJSTLIO,O,O,O,O,X,O,X
ZJSTLOI,O,O,O,X,X,O,X
ZJSTOIL,O,O,O,O,X,O,X
ZJSTOLI,O,O,O,O,X,O,X
ZJSITLO,O,O,O,O,X,O,X
ZJSITOL,O,O,O,O,X,O,X
ZJSILTO,O,O,O,O,X,O,X
ZJSILOT,O,O,O,X,O,X,X
ZJSIOTL,O,X,O,O,O,O,X
ZJSIOLT,O,O,O,O,O,X,X
ZJSLTIO,O,O,O,O,X,O,X
ZJSLTOI,O,O,O,X,X,O,X
ZJSLITO,O,O,O,O,X,O,X
ZJSLIOT,O,O,O,X,O,X,X
ZJSLOTI,O,X,O,X,O,X,X
ZJSLOIT,O,O,O,X,O,X,X
ZJSOTIL,O,X,O,O,O,O,X
ZJSOTLI,O,X,O,O,O,O,X
ZJSOITL,O,X,O,O,O,O,X
ZJSOILT,O,O,O,O,O,X,X
ZJSOLTI,O,X,O,O,O,X,X
ZJSOLIT,O,O,O,O,O,X,X
ZJOTILS,X,X,O,X,X,X,X
ZJOTISL,X,X,O,X,X,X,X
ZJOTLIS,X,X,O,X,X,X,O
ZJOTLSI,X,X,O,X,X,X,O
ZJOTSIL,X,X,O,X,X,X,X
ZJOTSLI,X,X,O,X,X,X,X
ZJOITLS,X,X,O,X,X,X,X
ZJOITSL,X,X,O,X,X,X,X
ZJOILTS,X,X,O,X,X,X,X
ZJOILST,O,X,O,O,O,X,X
ZJOISTL,O,X,O,O,O,O,X
ZJOISLT,O,O,O,O,O,X,X
ZJOLTIS,X,X,O,X,X,X,O
ZJOLTSI,X,X,O,X,X,X,O
ZJOLITS,X,X,O,X,X,X,O
ZJOLIST,O,X,O,O,O,X,X
ZJOLSTI,O,X,O,O,O,X,X
ZJOLSIT,O,X,O,O,O,X,X
ZJOSTIL,O,X,O,O,O,O,X
ZJOSTLI,O,X,O,O,O,O,X
ZJOSITL,O,X,O,O,O,O,X
ZJOSILT,O,O,O,O,O,X,X
ZJOSLTI,O,X,O,O,O,X,X
ZJOSLIT,O,O,O,O,O,X,X
ZSTILJO,O,O,X,O,X,O,X
ZSTILOJ,O,O,X,O,X,O,X
ZSTIJLO,O,O,O,O,X,O,X
ZSTIJOL,O,O,O,O,X,O,X
ZSTIOLJ,O,O,X,O,X,O,X
ZSTIOJL,O,O,O,O,X,O,X
ZSTLIJO,O,O,X,O,X,O,O
ZSTLIOJ,O,O,X,O,X,O,O
ZSTLJIO,O,O,X,O,X,O,O
ZSTLJOI,O,O,X,X,X,O,O
ZSTLOIJ,O,O,X,O,X,O,O
ZSTLOJI,O,O,X,O,X,O,O
ZSTJILO,O,O,O,O,X,O,X
ZSTJIOL,O,O,O,O,X,O,X
ZSTJLIO,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,X,X,O,X
ZSTJOIL,O,O,O,O,X,O,X
ZSTJOLI,O,O,O,O,X,O,X
ZSTOILJ,O,O,X,O,X,O,X
ZSTOIJL,O,O,O,O,X,O,X
ZSTOLIJ,O,O,X,O,X,O,O
ZSTOLJI,O,O,X,O,X,O,O
ZSTOJIL,O,O,O,O,X,O,X
ZSTOJLI,O,O,O,O,X,O,X
ZSITLJO,O,O,X,O,X,O,X
ZSITLOJ,O,O,X,O,X,O,X
ZSITJLO,O,O,O,O,X,O,X
ZSITJOL,O,O,O,O,X,O,X
ZSITOLJ,O,O,X,O,X,O,X
ZSITOJL,O,O,O,O,X,O,X
ZSILTJO,O,O,X,O,X,O,X
ZSILTOJ,O,O,X,O,X,O,X
ZSILJTO,O,O,O,O,X,O,X
ZSILJOT,O,O,O,O,O,X,X
ZSILOTJ,O,O,X,O,X,X,X
ZSILOJT,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,O,X,O,X
ZSIJTOL,O,O,O,O,X,O,X
ZSIJLTO,O,O,O,O,X,O,X
ZSIJLOT,O,O,O,O,O,X,X
ZSIJOTL,O,X,O,O,O,O,X
ZSIJOLT,O,O,O,O,O,X,X
ZSIOTLJ,O,O,X,O,X,O,X
ZSIOTJL,O,O,O,O,O,O,X
ZSIOLTJ,O,O,X,O,X,X,X
ZSIOLJT,O,O,O,O,O,X,X
ZSIOJTL,O,X,O,O,O,O,X
ZSIOJLT,O,O,O,O,O,X,X
ZSLTIJO,O,O,X,O,X,O,O
ZSLTIOJ,O,O,X,O,X,O,O
ZSLTJIO,O,O,X,O,X,O,O
ZSLTJOI,O,O,X,X,X,O,O
ZSLTOIJ,O,O,X,O,X,O,O
ZSLTOJI,O,O,X,O,X,O,O
ZSLITJO,O,O,X,O,X,O,O
ZSLITOJ,O,O,X,O,X,O,O
ZSLIJTO,O,O,O,O,X,O,X
ZSLIJOT,O,O,O,O,O,X,X
ZSLIOTJ,O,O,X,O,X,X,O
ZSLIOJT,O,O,O,O,O,X,X
ZSLJTIO,O,O,O,O,X,O,X
ZSLJTOI,O,O,O,O,X,O,X
ZSLJITO,O,O,O,O,X,O,X
ZSLJIOT,O,O,O,O,O,X,X
ZSLJOTI,O,X,O,O,O,X,X
ZSLJOIT,O,O,O,O,O,X,X
ZSLOTIJ,O,O,X,O,X,X,O
ZSLOTJI,O,O,X,O,X,X,O
ZSLOITJ,O,O,X,O,X,X,O
ZSLOIJT,O,O,O,O,O,X,X
ZSLOJTI,O,X,O,O,O,X,X
ZSLOJIT,O,O,O,O,O,X,X
ZSJTILO,O,O,O,O,X,O,X
ZSJTIOL,O,O,O,O,X,O,X
ZSJTLIO,O,O,O,O,X,O,X
ZSJTLOI,O,O,O,O,X,O,X
ZSJTOIL,O,O,O,O,X,O,X
ZSJTOLI,O,O,O,O,X,O,X
ZSJITLO,O,O,O,O,X,O,X
ZSJITOL,O,O,O,O,X,O,X
ZSJILTO,O,O,O,O,X,O,X
ZSJILOT,O,O,O,O,O,X,X
ZSJIOTL,O,X,O,O,O,O,X
ZSJIOLT,O,O,O,O,O,X,X
ZSJLTIO,O,O,O,O,X,O,X
ZSJLTOI,O,O,O,O,X,O,X
ZSJLITO,O,O,O,O,X,O,X
ZSJLIOT,O,O,O,O,O,X,X
ZSJLOTI,O,X,O,O,O,X,X
ZSJLOIT,O,O,O,O,O,X,X
ZSJOTIL,O,X,O,O,O,O,X
ZSJOTLI,O,X,O,O,O,O,X
ZSJOITL,O,X,O,O,O,O,X
ZSJOILT,O,O,O,O,O,X,X
ZSJOLTI,O,X,O,O,O,X,X
ZSJOLIT,O,O,O,O,O,X,X
ZSOTILJ,O,O,X,O,X,O,X
ZSOTIJL,O,O,O,O,O,O,X
ZSOTLIJ,O,O,X,O,X,O,O
ZSOTLJI,O,O,X,O,X,O,O
ZSOTJIL,O,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,O,X
ZSOITLJ,O,O,X,O,X,O,X
ZSOITJL,O,O,O,O,O,O,X
ZSOILTJ,O,O,X,O,X,X,X
ZSOILJT,O,O,O,O,O,X,X
ZSOIJTL,O,X,O,O,O,O,X
ZSOIJLT,O,O,O,O,O,X,X
ZSOLTIJ,O,O,X,O,X,X,O
ZSOLTJI,O,O,X,O,X,X,O
ZSOLITJ,O,O,X,O,X,X,O
ZSOLIJT,O,O,O,O,O,X,X
ZSOLJTI,O,X,O,O,O,X,X
ZSOLJIT,O,O,O,O,O,X,X
ZSOJTIL,O,X,O,O,O,O,X
ZSOJTLI,O,X,O,O,O,O,X
ZSOJITL,O,X,O,O,O,O,X
ZSOJILT,O,O,O,O,O,X,X
ZSOJLTI,O,X,O,O,O,X,X
ZSOJLIT,O,O,O,O,O,X,X
ZOTILJS,X,X,O,X,X,X,O
ZOTILSJ,X,X,X,O,X,X,O
ZOTIJLS,X,X,O,X,X,X,X
ZOTIJSL,X,O,O,X,X,X,X
ZOTISLJ,X,O,X,O,X,X,X
ZOTISJL,X,O,O,O,X,X,X
ZOTLIJS,X,X,O,X,X,X,O
ZOTLISJ,X,X,X,O,X,X,O
ZOTLJIS,X,X,O,X,X,X,O
ZOTLJSI,X,X,O,X,X,X,O
ZOTLSIJ,X,X,X,O,X,X,O
ZOTLSJI,X,X,X,O,X,X,O
ZOTJILS,X,X,O,X,X,X,X
ZOTJISL,X,O,O,X,X,X,X
ZOTJLIS,X,X,O,X,X,X,O
ZOTJLSI,X,X,O,X,X,X,O
ZOTJSIL,X,O,O,X,X,X,X
ZOTJSLI,X,O,O,X,X,X,X
ZOTSILJ,X,O,X,O,X,X,X
ZOTSIJL,X,O,O,O,X,X,X
ZOTSLIJ,X,O,X,O,X,X,O
ZOTSLJI,X,O,X,O,X,X,O
ZOTSJIL,X,O,O,O,X,X,X
ZOTSJLI,X,O,O,O,X,X,X
ZOITLJS,X,X,O,X,X,X,O
ZOITLSJ,X,X,X,O,X,X,O
ZOITJLS,X,X,O,X,X,X,X
ZOITJSL,X,O,O,X,X,X,X
ZOITSLJ,X,O,X,O,X,X,X
ZOITSJL,X,O,O,O,X,X,X
ZOILTJS,X,X,O,X,X,X,O
ZOILTSJ,X,X,X,O,X,X,O
ZOILJTS,X,X,O,X,X,X,O
ZOILJST,O,X,O,O,O,X,X
ZOILSTJ,O,X,X,O,X,X,O
ZOILSJT,O,X,O,O,O,X,X
ZOIJTLS,X,X,O,X,X,X,X
ZOIJTSL,X,X,O,X,X,X,X
ZOIJLTS,X,X,O,X,X,X,X
ZOIJLST,O,X,O,O,O,X,X
ZOIJSTL,O,X,O,O,O,O,X
ZOIJSLT,O,O,O,O,O,X,X
ZOISTLJ,O,O,X,O,X,O,X
ZOISTJL,O,O,O,O,O,O,X
ZOISLTJ,O,O,X,O,X,X,X
ZOISLJT,O,O,O,O,O,X,X
ZOISJTL,O,X,O,O,O,O,X
ZOISJLT,O,O,O,O,O,X,X
ZOLTIJS,X,X,O,X,X,X,O
ZOLTISJ,X,X,X,O,X,X,O
ZOLTJIS,X,X,O,X,X,X,O
ZOLTJSI,X,X,O,X,X,X,O
ZOLTSIJ,X,X,X,O,X,X,O
ZOLTSJI,X,X,X,O,X,X,O
ZOLITJS,X,X,O,X,X,X,O
ZOLITSJ,X,X,X,O,X,X,O
ZOLIJTS,X,X,O,X,X,X,O
ZOLIJST,O,X,O,O,O,X,X
ZOLISTJ,O,X,X,O,X,X,O
ZOLISJT,O,X,O,O,O,X,X
ZOLJTIS,X,X,O,X,X,X,O
ZOLJTSI,X,X,O,X,X,X,O
ZOLJITS,X,X,O,X,X,X,O
ZOLJIST,O,X,O,O,O,X,X
ZOLJSTI,O,X,O,O,O,X,X
ZOLJSIT,O,X,O,O,O,X,X
ZOLSTIJ,O,X,X,O,X,X,O
ZOLSTJI,O,X,X,O,X,X,O
ZOLSITJ,O,X,X,O,X,X,O
ZOLSIJT,O,X,O,O,O,X,X
ZOLSJTI,O,X,O,O,O,X,X
ZOLSJIT,O,X,O,O,O,X,X
ZOJTILS,X,X,O,X,X,X,X
ZOJTISL,X,X,O,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,O
ZOJTLSI,X,X,O,X,X,X,O
ZOJTSIL,X,X,O,X,X,X,X
ZOJTSLI,X,X,O,X,X,X,X
ZOJITLS,X,X,O,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X
ZOJILTS,X,X,O,X,X,X,X
ZOJILST,O,X,O,O,O,X,X
ZOJISTL,O,X,O,O,O,O,X
ZOJISLT,O,O,O,O,O,X,X
ZOJLTIS,X,X,O,X,X,X,O
ZOJLTSI,X,X,O,X,X,X,O
ZOJLITS,X,X,O,X,X,X,O
