sequence,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeuEJvhF1lB0hB?xiBqsBToBXqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhFigB3hB?+oBcqBlnBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeFAJvhF0hBxiB?qpB3lBGoBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8JeCAJvhF0hBxiB?llBWtBzpBXtB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je0BJvhFxiBfqB?llBGoBzsBCqB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hBTjB?3lBFtBOqB6sB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je3AJvhF1mBxiB?qpBGoBUlBzsB,v115@9gA8IeA8IeA8CeC8CeA8BeD8BeA8Je5EJvhF0hB6nB?llBToBOqBXtB
JOILSTZ,X,X,O,O,O,X,O,X
JOILSZT,X,X,O,O,O,X,X,X
JOILZTS,X,X,O,O,X,X,O,X
JOILZST,X,X,O,O,O,X,X,X
JOISTLZ,X,X,X,O,O,X,O,X
JOISTZL,X,O,X,O,O,X,X,X
JOISLTZ,X,X,O,O,O,X,O,X
JOISLZT,X,X,O,O,O,X,X,X
JOISZTL,X,O,X,O,O,X,X,X
JOISZLT,X,O,O,O,O,X,X,X
JOIZTLS,X,O,O,O,X,X,O,O
JOIZTSL,X,O,X,O,O,X,X,X
JOIZLTS,X,O,O,O,X,X,O,O
JOIZLST,X,O,O,O,O,X,X,X
JOIZSTL,X,O,X,O,O,X,X,X
JOIZSLT,X,O,O,O,O,X,X,X
JOLTISZ,O,X,O,O,X,X,O,X
JOLTIZS,O,X,O,O,X,X,O,X
JOLTSIZ,O,X,O,O,X,X,O,X
JOLTSZI,O,X,O,O,X,X,O,X
JOLTZIS,O,X,O,O,X,X,O,X
JOLTZSI,O,X,O,O,X,X,O,X
JOLITSZ,O,X,O,O,X,X,O,X
JOLITZS,O,X,O,O,X,X,O,X
JOLISTZ,O,X,O,O,O,X,O,X
JOLISZT,O,X,O,O,O,X,X,X
JOLIZTS,O,X,O,O,X,X,O,X
JOLIZST,O,X,O,O,O,X,X,X
JOLSTIZ,O,X,O,X,O,X,O,X
JOLSTZI,O,X,O,X,O,X,O,X
JOLSITZ,O,X,O,O,O,X,O,X
JOLSIZT,O,X,O,O,O,X,X,X
JOLSZTI,O,X,O,X,O,X,X,X
JOLSZIT,O,X,O,O,O,X,X,X
JOLZTIS,O,X,O,O,X,X,O,X
JOLZTSI,O,X,O,O,X,X,O,X
JOLZITS,O,X,O,O,X,X,O,X
JOLZIST,O,X,O,O,O,X,X,X
JOLZSTI,O,X,O,X,O,X,X,X
JOLZSIT,O,X,O,O,O,X,X,X
JOSTILZ,O,X,X,O,O,X,O,X
JOSTIZL,X,O,X,O,O,X,X,X
JOSTLIZ,O,X,X,O,O,X,O,X
JOSTLZI,O,X,X,O,O,X,O,X
JOSTZIL,X,O,X,O,O,X,X,X
JOSTZLI,O,O,X,O,O,X,X,X
JOSITLZ,O,X,X,O,O,X,O,X
JOSITZL,X,O,X,O,O,X,X,X
JOSILTZ,O,X,O,O,O,X,O,X
JOSILZT,O,X,O,O,O,X,X,X
JOSIZTL,X,O,X,O,O,X,X,X
JOSIZLT,X,O,O,O,O,X,X,X
JOSLTIZ,O,X,O,X,O,X,O,X
JOSLTZI,O,X,O,X,O,X,O,X
JOSLITZ,O,X,O,O,O,X,O,X
JOSLIZT,O,X,O,O,O,X,X,X
JOSLZTI,O,X,O,X,O,X,X,X
JOSLZIT,O,X,O,O,O,X,X,X
JOSZTIL,X,O,X,O,O,X,X,X
JOSZTLI,O,O,X,O,O,X,X,X
JOSZITL,X,O,X,O,O,X,X,X
JOSZILT,X,O,O,O,O,X,X,X
JOSZLTI,O,O,O,X,O,X,X,X
JOSZLIT,O,O,O,O,O,X,X,X
JOZTILS,X,O,O,O,X,X,O,O
JOZTISL,X,O,X,O,O,X,X,X
JOZTLIS,X,O,O,O,X,X,O,O
JOZTLSI,X,O,O,O,X,X,O,X
JOZTSIL,X,O,X,O,O,X,X,X
JOZTSLI,X,O,X,O,O,X,X,X
JOZITLS,X,O,O,O,X,X,O,O
JOZITSL,X,O,X,O,O,X,X,X
JOZILTS,X,O,O,O,X,X,O,O
JOZILST,X,O,O,O,O,X,X,X
JOZISTL,X,O,X,O,O,X,X,X
JOZISLT,X,O,O,O,O,X,X,X
JOZLTIS,X,O,O,O,X,X,O,O
JOZLTSI,X,O,O,O,X,X,O,X
JOZLITS,X,O,O,O,X,X,O,O
JOZLIST,X,O,O,O,O,X,X,X
JOZLSTI,X,O,O,X,O,X,X,X
JOZLSIT,X,O,O,O,O,X,X,X
JOZSTIL,X,O,X,O,O,X,X,X
JOZSTLI,X,O,X,O,O,X,X,X
JOZSITL,X,O,X,O,O,X,X,X
JOZSILT,X,O,O,O,O,X,X,X
JOZSLTI,X,O,O,X,O,X,X,X
JOZSLIT,X,O,O,O,O,X,X,X
STILJZO,O,X,X,X,X,O,X,X
STILJOZ,O,X,X,X,X,O,X,X
STILZJO,O,X,X,X,X,O,X,X
STILZOJ,O,X,X,X,X,O,X,X
STILOJZ,O,X,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,O,X,X
STIJLZO,O,O,X,X,X,O,X,X
STIJLOZ,O,X,X,X,X,O,X,X
STIJZLO,O,O,X,X,X,O,X,X
STIJZOL,O,O,X,X,O,O,X,X
STIJOLZ,O,X,X,X,X,O,X,X
STIJOZL,X,O,X,X,X,O,X,X
STIZLJO,O,O,X,X,X,O,X,X
STIZLOJ,O,X,X,X,X,O,X,O
STIZJLO,O,O,X,X,X,O,X,X
STIZJOL,O,O,X,X,O,O,X,X
STIZOLJ,X,X,X,X,X,O,X,O
STIZOJL,O,X,X,X,O,O,X,X
STIOLJZ,O,X,X,X,X,O,X,X
STIOLZJ,O,X,X,X,X,O,X,X
STIOJLZ,O,X,X,X,O,O,X,X
STIOJZL,X,X,X,X,O,O,X,X
STIOZLJ,X,X,X,X,X,O,X,O
STIOZJL,X,X,X,X,O,O,X,X
STLIJZO,O,X,X,X,X,O,O,X
STLIJOZ,O,X,X,X,X,O,O,X
STLIZJO,O,X,X,X,X,O,X,X
STLIZOJ,O,X,X,X,X,O,X,X
STLIOJZ,O,X,X,X,X,O,O,X
STLIOZJ,O,X,X,X,X,O,X,X
STLJIZO,O,X,X,X,X,X,O,X
STLJIOZ,O,X,X,X,X,X,O,X
STLJZIO,O,X,X,X,X,X,O,X
STLJZOI,O,X,X,X,O,X,O,X
STLJOIZ,O,X,X,X,X,X,O,X
STLJOZI,O,X,X,X,X,X,O,X
STLZIJO,O,X,X,X,X,O,X,X
STLZIOJ,O,X,X,X,X,O,X,X
STLZJIO,O,X,X,X,X,X,O,X
STLZJOI,O,X,X,X,O,X,O,X
STLZOIJ,O,X,X,X,X,O,X,X
STLZOJI,O,X,X,X,O,X,O,X
STLOIJZ,O,X,X,X,X,O,O,X
STLOIZJ,O,X,X,X,X,O,X,X
STLOJIZ,O,X,X,X,O,X,O,X
STLOJZI,O,X,X,X,O,X,O,X
STLOZIJ,O,X,X,X,X,O,X,X
STLOZJI,O,X,X,X,O,X,O,X
STJILZO,O,O,X,X,X,O,O,X
STJILOZ,O,X,X,X,X,O,O,X
STJIZLO,O,O,X,X,X,O,X,X
STJIZOL,O,O,X,X,O,O,X,X
STJIOLZ,O,X,X,X,X,O,X,X
STJIOZL,X,O,X,X,X,O,X,X
STJLIZO,O,O,X,X,X,X,O,X
STJLIOZ,O,X,X,X,X,X,O,X
STJLZIO,O,O,X,X,X,X,O,X
STJLZOI,O,O,X,X,O,X,O,X
STJLOIZ,O,X,X,X,X,X,O,X
STJLOZI,O,X,X,X,X,X,O,X
STJZILO,O,O,X,X,X,O,X,X
STJZIOL,O,O,X,X,O,O,X,X
STJZLIO,O,O,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,X,X
STJZOIL,O,O,X,X,O,O,X,X
STJZOLI,O,O,X,X,O,X,X,X
STJOILZ,O,X,X,X,O,O,X,X
STJOIZL,X,O,X,X,O,O,X,X
STJOLIZ,O,X,X,X,O,X,X,X
STJOLZI,O,X,X,X,O,X,X,X
STJOZIL,O,O,X,X,O,O,X,X
STJOZLI,O,O,X,X,O,X,X,X
STZILJO,O,O,X,X,X,O,X,X
STZILOJ,O,X,X,X,X,O,X,O
STZIJLO,O,O,X,X,X,O,X,X
STZIJOL,O,O,X,X,O,O,X,X
STZIOLJ,X,X,X,X,X,O,X,O
STZIOJL,O,X,X,X,O,O,X,X
STZLIJO,O,O,X,X,X,O,X,X
STZLIOJ,O,X,X,X,X,O,X,O
STZLJIO,O,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X
STZLOIJ,O,X,X,X,X,O,X,O
STZLOJI,O,X,X,X,O,X,X,X
STZJILO,O,O,X,X,X,O,X,X
STZJIOL,O,O,X,X,O,O,X,X
STZJLIO,O,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X
STZJOIL,O,O,X,X,O,O,X,X
STZJOLI,O,O,X,X,O,X,X,X
STZOILJ,X,X,X,X,X,O,X,O
STZOIJL,O,X,X,X,O,O,X,X
STZOLIJ,O,X,X,X,X,O,X,O
STZOLJI,O,X,X,X,O,X,X,X
STZOJIL,O,X,X,X,O,O,X,X
STZOJLI,O,X,X,X,O,X,X,X
STOILJZ,O,X,X,X,X,O,X,X
STOILZJ,O,X,X,X,X,O,X,X
STOIJLZ,O,X,X,X,O,O,X,X
STOIJZL,X,X,X,X,O,O,X,X
STOIZLJ,X,X,X,X,X,O,X,O
STOIZJL,X,X,X,X,O,O,X,X
STOLIJZ,O,X,X,X,X,O,O,X
STOLIZJ,O,X,X,X,X,O,X,X
STOLJIZ,O,X,X,X,O,X,O,X
STOLJZI,O,X,X,X,O,X,O,X
STOLZIJ,O,X,X,X,X,O,X,X
STOLZJI,O,X,X,X,O,X,O,X
STOJILZ,O,X,X,X,O,O,O,X
STOJIZL,X,X,X,X,O,O,X,X
STOJLIZ,O,X,X,X,O,X,O,X
STOJLZI,O,X,X,X,O,X,O,X
STOJZIL,O,X,X,X,O,O,X,X
STOJZLI,O,X,X,X,O,X,X,X
STOZILJ,X,X,X,X,X,O,X,O
STOZIJL,O,X,X,X,O,O,X,X
STOZLIJ,O,X,X,X,X,O,X,O
STOZLJI,O,X,X,X,O,X,X,X
STOZJIL,O,X,X,X,O,O,X,X
STOZJLI,O,X,X,X,O,X,X,X
SITLJZO,O,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,O,X,X
SITLZJO,O,X,X,X,X,O,X,X
SITLZOJ,O,X,X,X,X,O,X,X
SITLOJZ,O,X,X,X,X,O,X,X
SITLOZJ,O,X,X,X,X,O,X,X
SITJLZO,O,O,X,X,X,O,X,X
SITJLOZ,O,X,X,X,X,O,X,X
SITJZLO,O,O,X,X,X,O,X,X
SITJZOL,O,O,X,X,O,O,X,X
SITJOLZ,O,X,X,X,X,O,X,X
SITJOZL,X,O,X,X,X,O,X,X
SITZLJO,O,O,X,X,X,O,X,X
SITZLOJ,O,X,X,X,X,O,X,O
SITZJLO,O,O,X,X,X,O,X,X
SITZJOL,O,O,X,X,O,O,X,X
SITZOLJ,X,X,X,X,X,O,X,O
SITZOJL,O,X,X,X,O,O,X,X
SITOLJZ,O,X,X,X,X,O,X,X
SITOLZJ,O,X,X,X,X,O,X,X
SITOJLZ,O,X,X,X,O,O,X,X
SITOJZL,X,X,X,X,O,O,X,X
SITOZLJ,X,X,X,X,X,O,X,O
SITOZJL,X,X,X,X,O,O,X,X
SILTJZO,O,X,X,X,X,O,X,X
SILTJOZ,O,X,X,X,X,O,X,X
SILTZJO,O,X,X,X,X,O,X,X
SILTZOJ,O,X,X,X,X,O,X,X
SILTOJZ,O,X,X,X,X,O,X,X
SILTOZJ,O,X,X,X,X,O,X,X
SILJTZO,O,O,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,O,X,X
SILZTOJ,O,X,X,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,X,X
SILZJOT,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,O,X,X
SIJTZLO,O,O,X,X,X,O,X,X
SIJTZOL,O,O,X,X,O,O,X,X
SIJTOLZ,O,X,X,X,X,O,X,X
SIJTOZL,X,O,X,X,X,O,X,X
SIJLTZO,O,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X
SIJLZOT,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,X,O,X,X
SIJZTOL,X,O,X,X,O,O,X,X
SIJZLTO,X,O,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,X,O,X,O
SIZTJLO,O,O,X,X,X,O,X,X
SIZTJOL,O,O,X,X,O,O,X,X
SIZTOLJ,X,X,X,X,X,O,X,O
SIZTOJL,O,X,X,X,O,O,X,X
SIZLTJO,O,O,X,X,X,O,X,X
SIZLTOJ,O,X,X,X,X,O,X,O
SIZLJTO,O,O,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,O
SIZLOJT,O,O,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,O,X,X
SIZJTOL,O,O,X,X,O,O,X,X
SIZJLTO,X,O,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,O,X,O
SIZOTJL,O,X,X,X,O,O,X,X
SIZOLTJ,X,X,X,X,X,X,X,O
SIZOLJT,X,O,X,X,X,X,X,X
SIZOJTL,X,O,X,X,O,X,X,X
SIZOJLT,X,O,X,X,O,X,X,X
SIOTLJZ,O,X,X,X,X,O,X,X
SIOTLZJ,O,X,X,X,X,O,X,X
SIOTJLZ,O,X,X,X,O,O,X,X
SIOTJZL,X,X,X,X,O,O,X,X
SIOTZLJ,X,X,X,X,X,O,X,O
SIOTZJL,X,X,X,X,O,O,X,X
SIOLTJZ,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,O,X,X,X
SIOJTZL,X,O,X,X,O,X,X,X
SIOJLTZ,O,X,X,X,O,X,X,X
SIOJLZT,O,X,X,X,O,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X
SIOJZLT,X,O,X,X,O,X,X,X
SIOZTLJ,X,X,X,X,X,O,X,O
SIOZTJL,X,X,X,X,O,O,X,X
SIOZLTJ,X,X,X,X,X,X,X,O
SIOZLJT,X,O,X,X,X,X,X,X
SIOZJTL,X,O,X,X,O,X,X,X
SIOZJLT,X,O,X,X,O,X,X,X
SLTIJZO,O,X,O,X,X,O,O,X
SLTIJOZ,O,X,O,X,X,O,O,X
SLTIZJO,O,X,O,X,X,O,X,X
SLTIZOJ,O,X,O,X,X,O,X,X
SLTIOJZ,O,X,O,X,X,O,O,X
SLTIOZJ,O,X,O,X,X,O,X,X
SLTJIZO,O,X,O,X,X,X,O,X
SLTJIOZ,O,X,O,X,X,X,O,X
SLTJZIO,O,X,O,X,X,X,O,X
SLTJZOI,O,X,O,X,O,X,O,X
SLTJOIZ,O,X,O,X,X,X,O,X
SLTJOZI,O,X,O,X,X,X,O,X
SLTZIJO,O,X,O,X,X,O,X,X
SLTZIOJ,O,X,O,X,X,O,X,X
SLTZJIO,O,X,O,X,X,X,O,X
SLTZJOI,O,X,O,X,O,X,O,X
SLTZOIJ,O,X,O,X,X,O,X,X
SLTZOJI,O,X,O,X,O,X,O,X
SLTOIJZ,O,X,O,X,X,O,O,X
SLTOIZJ,O,X,O,X,X,O,X,X
SLTOJIZ,O,X,O,X,O,X,O,X
SLTOJZI,O,X,O,X,O,X,O,X
SLTOZIJ,O,X,O,X,X,O,X,X
SLTOZJI,O,X,O,X,O,X,O,X
SLITJZO,O,X,O,X,X,O,X,X
SLITJOZ,O,X,O,X,X,O,X,X
SLITZJO,O,X,O,X,X,O,X,X
SLITZOJ,O,X,O,X,X,O,X,X
SLITOJZ,O,X,O,X,X,O,X,X
SLITOZJ,O,X,O,X,X,O,X,X
SLIJTZO,O,O,O,X,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X
SLIJZOT,X,O,O,X,X,X,X,X
SLIJOTZ,O,X,O,X,X,X,X,X
SLIJOZT,O,X,O,X,X,X,X,X
SLIZTJO,O,O,O,X,X,O,X,X
SLIZTOJ,O,X,O,X,X,O,X,X
SLIZJTO,O,O,O,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,X,X
SLIOJZT,O,X,O,X,X,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X
SLJTIOZ,O,X,O,X,X,X,O,X
SLJTZIO,O,O,O,X,X,X,O,X
SLJTZOI,O,O,O,X,O,X,O,X
SLJTOIZ,O,X,O,X,X,X,O,X
SLJTOZI,O,X,O,X,X,X,O,X
SLJITZO,O,O,O,X,X,X,O,X
SLJITOZ,O,X,O,X,X,X,O,X
SLJIZTO,O,O,O,X,X,X,X,X
SLJIZOT,X,O,O,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,X,O,X,X,X
SLJZITO,O,O,O,X,X,X,X,X
SLJZIOT,X,O,O,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,X,X
SLZTIJO,O,O,O,X,X,O,X,X
SLZTIOJ,O,X,O,X,X,O,X,X
SLZTJIO,O,O,O,X,X,X,X,X
SLZTJOI,O,O,O,X,O,X,X,X
SLZTOIJ,O,X,O,X,X,O,X,X
SLZTOJI,O,X,O,X,O,X,X,X
SLZITJO,O,O,O,X,X,O,X,X
SLZITOJ,O,X,O,X,X,O,X,X
SLZIJTO,O,O,O,X,X,X,X,X
SLZIJOT,X,O,O,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X
SLZJTOI,O,O,O,X,O,X,X,X
SLZJITO,O,O,O,X,X,X,X,X
SLZJIOT,X,O,O,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X,X,X
SLZOTJI,O,X,O,X,O,X,X,X
SLZOITJ,O,X,O,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,O,X,O,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X
SLOTIJZ,O,X,O,X,X,X,O,X
SLOTIZJ,O,X,O,X,X,X,X,X
SLOTJIZ,O,X,O,X,O,X,O,X
SLOTJZI,O,X,O,X,O,X,O,X
SLOTZIJ,O,X,O,X,X,X,X,X
SLOTZJI,O,X,O,X,O,X,O,X
SLOITJZ,O,X,O,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,X,X
SLOIJZT,O,X,O,X,X,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,X,X
SLOJTIZ,O,X,O,X,O,X,O,X
SLOJTZI,O,X,O,X,O,X,O,X
SLOJITZ,O,X,O,X,O,X,O,X
SLOJIZT,O,X,O,X,O,X,X,X
SLOJZTI,O,X,O,X,O,X,X,X
SLOJZIT,O,X,O,X,O,X,X,X
SLOZTIJ,O,X,O,X,X,X,X,X
SLOZTJI,O,X,O,X,O,X,X,X
SLOZITJ,O,X,O,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X,X
SLOZJTI,O,X,O,X,O,X,X,X
SLOZJIT,O,X,O,X,O,X,X,X
SJTILZO,O,O,X,X,X,O,O,X
SJTILOZ,O,X,X,X,X,O,O,X
SJTIZLO,O,O,X,X,X,O,X,X
SJTIZOL,O,O,X,X,O,O,X,X
SJTIOLZ,O,X,X,X,X,O,X,X
SJTIOZL,X,O,X,X,X,O,X,X
SJTLIZO,O,O,X,X,X,X,O,X
SJTLIOZ,O,X,X,X,X,X,O,X
SJTLZIO,O,O,X,X,X,X,O,X
SJTLZOI,O,O,X,X,O,X,O,X
SJTLOIZ,O,X,X,X,X,X,O,X
SJTLOZI,O,X,X,X,X,X,O,X
SJTZILO,O,O,X,X,X,O,X,X
SJTZIOL,O,O,X,X,O,O,X,X
SJTZLIO,O,O,X,X,X,X,X,X
SJTZLOI,O,O,X,X,O,X,X,X
SJTZOIL,O,O,X,X,O,O,X,X
SJTZOLI,O,O,X,X,O,X,X,X
SJTOILZ,O,X,X,X,O,O,X,X
SJTOIZL,X,O,X,X,O,O,X,X
SJTOLIZ,O,X,X,X,O,X,X,X
SJTOLZI,O,X,X,X,O,X,X,X
SJTOZIL,O,O,X,X,O,O,X,X
SJTOZLI,O,O,X,X,O,X,X,X
SJITLZO,O,O,X,X,X,O,O,X
SJITLOZ,O,X,X,X,X,O,O,X
SJITZLO,O,O,X,X,X,O,X,X
SJITZOL,O,O,X,X,O,O,X,X
SJITOLZ,O,X,X,X,X,O,X,X
SJITOZL,X,O,X,X,X,O,X,X
SJILTZO,O,O,O,X,X,X,O,X
SJILTOZ,O,X,O,X,X,X,O,X
SJILZTO,O,O,O,X,X,X,X,X
SJILZOT,X,O,O,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,X,X
SJILOZT,O,X,O,X,X,X,X,X
SJIZTLO,X,O,X,X,X,O,X,X
SJIZTOL,X,O,X,X,O,O,X,X
SJIZLTO,X,O,O,X,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X
SJIZOTL,X,O,X,O,X,X,X,X
SJIZOLT,X,O,X,O,X,X,X,X
SJIOTLZ,O,X,X,O,X,X,X,X
SJIOTZL,X,O,X,O,X,X,X,X
SJIOLTZ,O,X,X,O,X,X,X,X
SJIOLZT,O,X,X,O,X,X,X,X
SJIOZTL,X,O,X,O,X,X,X,X
SJIOZLT,X,O,X,O,X,X,X,X
SJLTIZO,O,O,O,X,X,X,O,X
SJLTIOZ,O,X,O,X,X,X,O,X
SJLTZIO,O,O,O,X,X,X,O,X
SJLTZOI,O,O,O,X,O,X,O,X
SJLTOIZ,O,X,O,X,X,X,O,X
SJLTOZI,O,X,O,X,X,X,O,X
SJLITZO,O,O,O,X,X,X,O,X
SJLITOZ,O,X,O,X,X,X,O,X
SJLIZTO,O,O,O,X,X,X,X,X
SJLIZOT,X,O,O,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,X,X,X
SJLIOZT,O,X,O,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,X,O,X,X,X
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,X,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X,X
SJLOIZT,O,X,O,X,X,X,X,X
SJLOZTI,O,X,O,X,X,X,X,X
SJLOZIT,O,X,O,X,X,X,X,X
SJZTILO,O,O,X,X,X,O,X,X
SJZTIOL,O,O,X,X,O,O,X,X
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,X,O,X,X,X
SJZTOIL,O,O,X,X,O,O,X,X
SJZTOLI,O,O,X,X,O,X,X,X
SJZITLO,O,O,X,X,X,O,X,X
SJZITOL,O,O,X,X,O,O,X,X
SJZILTO,X,O,O,X,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,X
SJZIOTL,X,O,X,O,X,X,X,X
SJZIOLT,X,O,X,O,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X,X
SJZLTOI,O,O,O,X,O,X,X,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,X,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X,X
SJZOTIL,X,O,X,O,O,X,X,X
SJZOTLI,O,O,X,O,O,X,X,X
SJZOITL,X,O,X,O,O,X,X,X
SJZOILT,X,O,X,O,O,X,X,X
SJZOLTI,O,O,X,X,O,X,X,X
SJZOLIT,O,O,X,O,O,X,X,X
SJOTILZ,O,X,X,O,O,X,X,X
SJOTIZL,X,O,X,O,O,X,X,X
SJOTLIZ,O,X,X,O,O,X,X,X
SJOTLZI,O,X,X,O,O,X,X,X
SJOTZIL,O,O,X,O,O,X,X,X
SJOTZLI,O,O,X,O,O,X,X,X
SJOITLZ,O,X,X,O,O,X,X,X
SJOITZL,X,O,X,O,O,X,X,X
SJOILTZ,O,X,X,O,O,X,X,X
SJOILZT,O,X,X,O,O,X,X,X
SJOIZTL,X,O,X,O,O,X,X,X
SJOIZLT,X,O,X,O,O,X,X,X
SJOLTIZ,O,X,X,X,O,X,X,X
SJOLTZI,O,X,X,X,O,X,X,X
SJOLITZ,O,X,X,O,O,X,X,X
SJOLIZT,O,X,X,O,O,X,X,X
SJOLZTI,O,X,X,X,O,X,X,X
SJOLZIT,O,X,X,O,O,X,X,X
SJOZTIL,X,O,X,O,O,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X
SJOZITL,X,O,X,O,O,X,X,X
SJOZILT,X,O,X,O,O,X,X,X
SJOZLTI,O,O,X,X,O,X,X,X
