sequence,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhFRhB1nB?6oBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?3lBGoByvBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0iB6oB?RmBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?zlBCoB2vBXtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeaFJvhFfmB0hB?xiBGoB1vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hBOqB?lnBctBzqBCtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhF3hBxnB?zlB2vBCtBFtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hB+oB?lnBiqB0qBzsB
SJOZLTI,O,X,O,O,X,O,X,X
SJOZLIT,O,X,O,O,X,O,O,X
SZTILJO,O,O,X,O,X,X,O,X
SZTILOJ,O,O,X,O,X,X,X,X
SZTIJLO,O,O,X,O,X,X,O,X
SZTIJOL,X,X,X,O,X,O,O,X
SZTIOLJ,O,O,X,O,X,X,X,X
SZTIOJL,O,O,X,O,X,O,X,X
SZTLIJO,O,X,X,O,X,X,O,X
SZTLIOJ,O,X,X,O,X,X,X,X
SZTLJIO,O,X,X,O,X,X,X,X
SZTLJOI,O,X,X,O,X,O,X,X
SZTLOIJ,O,X,X,O,X,X,X,X
SZTLOJI,X,X,X,X,X,O,X,X
SZTJILO,O,O,X,O,X,X,X,X
SZTJIOL,O,X,X,O,X,O,X,X
SZTJLIO,O,X,X,O,X,X,X,X
SZTJLOI,O,X,X,O,X,O,X,X
SZTJOIL,O,X,X,O,X,O,X,X
SZTJOLI,O,X,X,O,X,O,X,X
SZTOILJ,O,O,X,O,X,X,X,X
SZTOIJL,O,O,X,O,X,O,X,X
SZTOLIJ,O,X,X,O,X,X,X,X
SZTOLJI,O,X,X,X,X,O,X,X
SZTOJIL,O,O,X,X,X,O,X,X
SZTOJLI,O,X,X,X,X,O,X,X
SZITLJO,O,O,X,O,X,X,O,X
SZITLOJ,O,O,X,O,X,X,X,X
SZITJLO,O,O,X,O,X,X,O,X
SZITJOL,X,X,X,O,X,O,O,X
SZITOLJ,O,O,X,O,X,X,X,X
SZITOJL,O,O,X,O,X,O,X,X
SZILTJO,O,O,X,O,X,X,O,X
SZILTOJ,O,O,X,O,X,X,X,X
SZILJTO,X,O,X,O,X,X,O,X
SZILJOT,X,X,X,O,X,X,O,X
SZILOTJ,O,O,X,O,X,X,X,X
SZILOJT,X,X,X,O,X,X,O,X
SZIJTLO,O,X,X,O,X,X,O,X
SZIJTOL,X,X,X,O,X,O,O,X
SZIJLTO,X,X,X,O,X,X,O,X
SZIJLOT,X,X,X,O,X,X,O,X
SZIJOTL,O,X,X,O,X,X,O,X
SZIJOLT,X,X,X,X,X,X,O,X
SZIOTLJ,O,X,X,O,X,X,X,X
SZIOTJL,O,X,X,O,X,O,X,X
SZIOLTJ,O,X,X,X,X,X,X,X
SZIOLJT,X,X,X,X,X,X,O,X
SZIOJTL,O,X,X,O,X,O,O,X
SZIOJLT,X,X,X,X,X,O,O,X
SZLTIJO,O,O,X,O,X,X,O,X
SZLTIOJ,O,O,X,O,X,X,X,X
SZLTJIO,O,O,X,O,X,X,X,X
SZLTJOI,O,O,X,O,X,O,X,X
SZLTOIJ,O,O,X,O,X,X,X,X
SZLTOJI,X,O,X,X,X,O,X,X
SZLITJO,O,O,X,O,X,X,O,X
SZLITOJ,O,O,X,O,X,X,X,X
SZLIJTO,X,O,X,O,X,X,O,X
SZLIJOT,X,O,X,O,X,X,O,X
SZLIOTJ,O,O,X,O,X,X,X,X
SZLIOJT,X,O,X,O,X,X,O,X
SZLJTIO,O,O,X,O,X,X,O,O
SZLJTOI,O,O,X,O,X,O,X,O
SZLJITO,O,O,X,O,X,X,O,X
SZLJIOT,X,O,X,O,X,X,O,X
SZLJOTI,O,O,X,O,X,X,X,X
SZLJOIT,X,O,X,O,X,X,O,X
SZLOTIJ,O,O,X,O,X,X,X,X
SZLOTJI,O,O,X,X,X,O,X,X
SZLOITJ,O,O,X,O,X,X,X,X
SZLOIJT,X,O,X,O,X,X,O,X
SZLOJTI,X,O,X,O,X,O,X,X
SZLOJIT,X,O,X,O,X,O,X,X
SZJTILO,O,O,X,O,X,X,O,X
SZJTIOL,O,X,X,O,X,O,O,X
SZJTLIO,O,X,X,O,X,X,O,O
SZJTLOI,O,X,X,O,X,O,X,O
SZJTOIL,O,X,X,O,X,O,X,X
SZJTOLI,O,X,X,O,X,O,X,X
SZJITLO,O,O,X,O,X,X,O,X
SZJITOL,O,X,X,O,X,O,O,X
SZJILTO,O,O,X,O,X,X,O,X
SZJILOT,O,O,X,O,X,X,O,X
SZJIOTL,O,X,X,O,X,X,O,X
SZJIOLT,O,X,X,X,X,X,O,X
SZJLTIO,O,O,X,O,X,X,O,O
SZJLTOI,O,O,X,O,X,O,X,O
SZJLITO,O,O,X,O,X,X,O,X
SZJLIOT,O,O,X,O,X,X,O,X
SZJLOTI,O,O,X,O,X,X,X,X
SZJLOIT,O,O,X,O,X,X,O,X
SZJOTIL,O,X,X,O,X,O,X,X
SZJOTLI,O,X,X,O,X,O,X,X
SZJOITL,O,X,X,O,X,O,O,X
SZJOILT,O,X,X,O,X,O,O,X
SZJOLTI,O,X,X,O,X,O,X,X
SZJOLIT,O,X,X,O,X,O,O,X
SZOTILJ,O,O,X,O,X,X,X,X
SZOTIJL,O,O,X,O,X,O,X,X
SZOTLIJ,O,X,X,O,X,X,X,X
SZOTLJI,O,X,X,X,X,O,X,X
SZOTJIL,O,O,X,X,X,O,X,X
SZOTJLI,O,X,X,X,X,O,X,X
SZOITLJ,O,O,X,O,X,X,X,X
SZOITJL,O,O,X,O,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,X,O,X,X,X,X,O,X
SZOIJTL,O,X,X,O,X,O,O,X
SZOIJLT,X,X,X,X,X,O,O,X
SZOLTIJ,O,O,X,O,X,X,X,X
SZOLTJI,O,O,X,X,X,O,X,X
SZOLITJ,O,O,X,O,X,X,X,X
SZOLIJT,X,O,X,O,X,X,O,X
SZOLJTI,O,O,X,O,X,O,X,X
SZOLJIT,X,O,X,O,X,O,X,X
SZOJTIL,O,O,X,O,X,O,X,X
SZOJTLI,O,X,X,O,X,O,X,X
SZOJITL,O,O,X,O,X,O,X,X
SZOJILT,O,O,X,X,X,O,X,X
SZOJLTI,O,O,X,O,X,O,X,X
SZOJLIT,O,O,X,O,X,O,X,X
SOTILJZ,O,X,X,X,O,X,X,X
SOTILZJ,O,X,O,X,O,X,X,X
SOTIJLZ,O,X,X,X,O,X,X,X
SOTIJZL,O,X,X,X,O,X,X,X
SOTIZLJ,O,X,O,X,O,X,X,X
SOTIZJL,O,X,X,X,O,X,X,X
SOTLIJZ,O,X,X,O,O,X,X,X
SOTLIZJ,O,X,O,O,O,X,X,X
SOTLJIZ,O,X,O,O,O,X,X,X
SOTLJZI,O,X,O,O,O,X,X,X
SOTLZIJ,O,X,O,O,O,X,X,X
SOTLZJI,O,X,O,X,O,X,X,X
SOTJILZ,O,X,O,X,O,X,X,X
SOTJIZL,O,O,O,X,O,O,X,X
SOTJLIZ,O,X,O,O,O,X,X,X
SOTJLZI,O,X,O,O,O,X,X,X
SOTJZIL,O,O,O,O,O,O,X,X
SOTJZLI,O,X,O,O,O,O,X,X
SOTZILJ,O,O,O,O,O,X,X,X
SOTZIJL,O,O,X,O,O,O,X,X
SOTZLIJ,O,X,O,O,O,X,X,X
SOTZLJI,O,X,O,X,O,O,X,X
SOTZJIL,O,O,O,X,O,O,X,X
SOTZJLI,O,X,O,X,O,O,X,X
SOITLJZ,O,X,X,X,X,X,X,X
SOITLZJ,O,X,O,X,X,X,X,X
SOITJLZ,O,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,X,X
SOITZLJ,O,X,O,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X
SOILTJZ,O,X,X,X,X,X,X,X
SOILTZJ,O,X,O,X,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X,X
SOILJZT,X,X,O,X,X,X,X,X
SOILZTJ,O,X,O,X,X,X,X,X
SOILZJT,X,X,O,X,X,X,X,X
SOIJTLZ,O,X,O,X,X,X,X,X
SOIJTZL,O,X,O,X,X,O,X,X
SOIJLTZ,O,X,O,X,X,X,X,X
SOIJLZT,O,X,O,X,X,O,X,X
SOIJZTL,O,X,O,X,X,O,O,X
SOIJZLT,O,X,O,X,X,O,O,X
SOIZTLJ,O,X,O,X,X,X,X,X
SOIZTJL,O,X,X,X,X,O,X,X
SOIZLTJ,O,X,O,X,X,X,X,X
SOIZLJT,X,X,O,X,X,X,O,X
SOIZJTL,O,X,O,X,X,O,O,X
SOIZJLT,X,X,O,X,X,O,O,X
SOLTIJZ,O,O,X,O,O,X,X,X
SOLTIZJ,O,O,O,O,O,X,X,X
SOLTJIZ,O,O,O,O,O,X,X,X
SOLTJZI,O,O,O,O,O,X,X,X
SOLTZIJ,O,O,O,O,O,X,X,X
SOLTZJI,O,O,O,X,O,X,X,X
SOLITJZ,O,O,X,O,X,X,X,X
SOLITZJ,O,O,O,O,X,X,X,X
SOLIJTZ,X,O,O,O,X,X,X,X
SOLIJZT,X,O,O,O,X,X,O,X
SOLIZTJ,O,O,O,O,X,X,X,X
SOLIZJT,X,O,O,O,X,X,O,X
SOLJTIZ,O,O,O,O,O,X,X,X
SOLJTZI,O,O,O,O,O,X,X,O
SOLJITZ,O,O,O,O,O,X,X,X
SOLJIZT,O,O,O,O,X,O,O,X
SOLJZTI,O,O,O,O,X,O,X,X
SOLJZIT,O,O,O,O,X,O,O,X
SOLZTIJ,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,O,X,X
SOLZITJ,O,O,O,O,X,X,X,X
SOLZIJT,X,O,O,O,X,X,O,X
SOLZJTI,O,O,O,O,X,O,X,X
SOLZJIT,X,O,O,O,X,O,X,X
SOJTILZ,O,X,O,O,O,X,X,X
SOJTIZL,O,O,O,O,O,O,X,X
SOJTLIZ,O,X,O,O,O,X,X,X
SOJTLZI,O,X,O,O,O,X,X,O
SOJTZIL,O,O,O,O,O,O,X,X
SOJTZLI,O,X,O,O,O,O,X,X
SOJITLZ,O,X,O,O,O,X,X,X
SOJITZL,O,O,O,O,O,O,X,X
SOJILTZ,O,O,O,O,O,X,X,X
SOJILZT,O,O,O,O,X,O,X,X
SOJIZTL,O,O,O,O,X,O,O,X
SOJIZLT,O,O,O,O,X,O,O,X
SOJLTIZ,O,O,O,O,O,X,X,X
SOJLTZI,O,O,O,O,O,X,X,O
SOJLITZ,O,O,O,O,O,X,X,X
SOJLIZT,O,O,O,O,X,O,O,X
SOJLZTI,O,O,O,O,X,O,X,X
SOJLZIT,O,O,O,O,X,O,O,X
SOJZTIL,O,O,O,O,X,O,X,X
SOJZTLI,O,X,O,O,X,O,X,X
SOJZITL,O,O,O,O,X,O,O,X
SOJZILT,O,O,O,O,X,O,O,X
SOJZLTI,O,O,O,O,X,O,X,X
SOJZLIT,O,O,O,O,X,O,O,X
SOZTILJ,O,O,O,O,X,X,X,X
SOZTIJL,O,O,X,O,X,O,X,X
SOZTLIJ,O,X,O,O,X,X,X,X
SOZTLJI,O,X,O,X,X,O,X,X
SOZTJIL,O,O,O,X,X,O,X,X
SOZTJLI,O,X,O,X,X,O,X,X
SOZITLJ,O,O,O,O,X,X,X,X
SOZITJL,O,O,X,O,X,O,X,X
SOZILTJ,O,O,O,X,X,X,X,X
SOZILJT,X,O,O,X,X,X,O,X
SOZIJTL,O,X,O,O,X,O,O,X
SOZIJLT,X,X,O,X,X,O,O,X
SOZLTIJ,O,O,O,O,X,X,X,X
SOZLTJI,O,O,O,X,X,O,X,X
SOZLITJ,O,O,O,O,X,X,X,X
SOZLIJT,X,O,O,O,X,X,O,X
SOZLJTI,O,O,O,O,X,O,X,X
SOZLJIT,X,O,O,O,X,O,X,X
SOZJTIL,O,O,O,O,X,O,X,X
SOZJTLI,O,X,O,O,X,O,X,X
SOZJITL,O,O,O,O,X,O,X,X
SOZJILT,O,O,O,X,X,O,X,X
SOZJLTI,O,O,O,O,X,O,X,X
SOZJLIT,O,O,O,O,X,O,X,X
ZTILJSO,O,O,O,O,X,X,X,X
ZTILJOS,O,O,O,O,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X,X
ZTILSOJ,O,O,O,O,X,X,X,X
ZTILOJS,O,O,O,X,X,X,X,X
ZTILOSJ,O,O,O,X,X,X,X,X
ZTIJLSO,O,O,O,O,X,X,X,X
ZTIJLOS,O,O,O,O,X,X,X,X
ZTIJSLO,O,O,X,O,X,X,O,X
ZTIJSOL,O,X,X,O,X,O,O,X
ZTIJOLS,O,O,X,O,X,X,X,X
ZTIJOSL,X,O,X,O,X,X,X,X
ZTISLJO,O,O,O,O,X,X,O,X
ZTISLOJ,O,O,O,O,X,X,X,X
ZTISJLO,O,O,X,O,X,X,O,X
ZTISJOL,X,X,X,O,X,O,O,X
ZTISOLJ,O,O,X,O,X,X,X,X
ZTISOJL,X,O,X,O,X,O,X,X
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,O,X,X,X,X,X
ZTIOJLS,O,O,O,O,X,O,X,X
ZTIOJSL,X,O,X,O,X,O,X,X
ZTIOSLJ,O,O,O,O,X,X,X,X
ZTIOSJL,X,O,X,O,X,O,X,X
ZTLIJSO,O,O,O,O,X,X,O,X
ZTLIJOS,O,O,O,O,X,X,X,X
ZTLISJO,O,O,O,O,X,X,O,X
ZTLISOJ,O,O,O,O,X,X,X,X
ZTLIOJS,O,O,O,X,X,X,X,X
ZTLIOSJ,O,O,O,X,X,X,X,X
ZTLJISO,O,O,O,X,O,X,O,X
ZTLJIOS,O,O,O,X,X,X,X,X
ZTLJSIO,O,O,X,X,O,X,O,X
ZTLJSOI,O,O,X,X,O,O,X,X
ZTLJOIS,O,O,X,X,X,X,X,X
ZTLJOSI,O,O,X,X,X,X,X,X
ZTLSIJO,O,O,X,O,O,X,O,X
ZTLSIOJ,O,O,X,O,O,X,X,X
ZTLSJIO,O,O,X,O,O,X,X,X
ZTLSJOI,O,O,X,X,O,O,X,X
ZTLSOIJ,O,O,X,O,O,X,X,X
ZTLSOJI,X,O,X,X,O,O,X,X
ZTLOIJS,O,O,X,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X,X
ZTLOJIS,O,O,X,X,O,O,X,X
ZTLOJSI,O,O,X,X,O,O,X,X
ZTLOSIJ,O,O,X,X,O,X,X,X
ZTLOSJI,X,O,X,X,O,O,X,X
ZTJILSO,O,O,O,O,O,X,X,X
ZTJILOS,O,O,O,O,X,X,X,X
ZTJISLO,O,O,O,O,O,X,O,X
ZTJISOL,O,X,X,O,O,O,O,X
ZTJIOLS,O,O,O,O,X,X,X,X
ZTJIOSL,O,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,O,X,O,X
ZTJLIOS,O,O,O,O,X,X,X,X
ZTJLSIO,O,O,X,O,O,X,O,X
ZTJLSOI,O,O,X,O,O,O,X,X
ZTJLOIS,O,O,X,X,X,X,X,X
ZTJLOSI,O,X,X,X,X,X,X,X
ZTJSILO,O,O,X,O,O,X,O,X
ZTJSIOL,O,X,X,O,O,O,O,X
ZTJSLIO,O,X,X,O,O,X,O,X
ZTJSLOI,O,X,X,O,O,O,X,X
ZTJSOIL,O,X,X,O,O,O,X,X
ZTJSOLI,O,X,X,O,O,O,X,X
ZTJOILS,O,O,O,O,X,O,X,X
ZTJOISL,O,O,O,O,X,O,X,X
ZTJOLIS,O,O,O,X,X,O,X,X
ZTJOLSI,O,X,O,X,X,O,X,X
ZTJOSIL,O,O,O,O,X,O,X,X
ZTJOSLI,O,X,O,O,X,O,X,X
ZTSILJO,O,O,X,O,O,X,O,X
ZTSILOJ,O,O,X,O,O,X,X,X
ZTSIJLO,O,O,X,O,O,X,O,X
ZTSIJOL,X,X,X,O,O,O,O,X
ZTSIOLJ,O,O,X,O,O,X,X,X
ZTSIOJL,O,O,X,O,O,O,X,X
ZTSLIJO,O,X,X,O,O,X,O,X
ZTSLIOJ,O,X,X,O,O,X,X,X
ZTSLJIO,O,X,X,O,O,X,X,X
ZTSLJOI,O,X,X,O,O,O,X,X
ZTSLOIJ,O,X,X,O,O,X,X,X
ZTSLOJI,X,X,X,X,O,O,X,X
ZTSJILO,O,O,X,O,O,X,X,X
ZTSJIOL,O,X,X,O,O,O,X,X
ZTSJLIO,O,X,X,O,O,X,X,X
ZTSJLOI,O,X,X,O,O,O,X,X
ZTSJOIL,O,X,X,O,O,O,X,X
ZTSJOLI,O,X,X,O,O,O,X,X
ZTSOILJ,O,O,X,O,O,X,X,X
ZTSOIJL,O,O,X,O,O,O,X,X
ZTSOLIJ,O,X,X,O,O,X,X,X
ZTSOLJI,O,X,X,X,O,O,X,X
ZTSOJIL,O,O,X,X,O,O,X,X
ZTSOJLI,O,X,X,X,O,O,X,X
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,O,X,X,X,X,X
ZTOIJLS,O,O,O,O,X,O,X,X
ZTOIJSL,O,O,O,O,X,O,X,X
ZTOISLJ,O,O,O,O,X,X,X,X
ZTOISJL,O,O,X,O,X,O,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,X,O,O,X,X
ZTOLJSI,O,O,O,X,O,O,X,X
ZTOLSIJ,O,O,O,X,O,X,X,X
ZTOLSJI,O,O,O,X,O,O,X,X
ZTOJILS,O,O,O,X,O,O,X,X
ZTOJISL,O,O,O,X,O,O,X,X
ZTOJLIS,O,O,O,X,O,O,X,X
ZTOJLSI,O,O,O,X,O,O,X,X
ZTOJSIL,O,O,O,X,O,O,X,X
ZTOJSLI,O,X,O,X,O,O,X,X
ZTOSILJ,O,O,O,O,O,X,X,X
ZTOSIJL,O,O,X,O,O,O,X,X
ZTOSLIJ,O,X,O,O,O,X,X,X
ZTOSLJI,O,X,O,X,O,O,X,X
ZTOSJIL,O,O,O,X,O,O,X,X
ZTOSJLI,O,X,O,X,O,O,X,X
ZITLJSO,O,O,O,O,X,X,X,X
ZITLJOS,O,O,O,O,X,X,X,X
ZITLSJO,O,O,O,O,X,X,X,X
ZITLSOJ,O,O,O,O,X,X,X,X
ZITLOJS,O,O,O,X,X,X,X,X
ZITLOSJ,O,O,O,X,X,X,X,X
ZITJLSO,O,O,O,O,X,X,X,X
ZITJLOS,O,O,O,O,X,X,X,X
ZITJSLO,O,O,O,O,X,X,O,X
ZITJSOL,O,X,X,O,X,O,O,X
ZITJOLS,O,O,O,O,X,X,X,X
ZITJOSL,X,O,X,O,X,X,X,X
ZITSLJO,O,O,O,O,X,X,O,X
ZITSLOJ,O,O,O,O,X,X,X,X
ZITSJLO,O,O,X,O,X,X,O,X
ZITSJOL,X,X,X,O,X,O,O,X
ZITSOLJ,O,O,X,O,X,X,X,X
ZITSOJL,X,O,X,O,X,O,X,X
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,X,X
ZITOJLS,O,O,O,O,X,O,X,X
ZITOJSL,X,O,X,O,X,O,X,X
ZITOSLJ,O,O,O,O,X,X,X,X
ZITOSJL,X,O,X,O,X,O,X,X
ZILTJSO,O,O,O,O,X,X,O,X
ZILTJOS,O,O,O,O,X,X,X,X
ZILTSJO,O,O,O,O,X,X,O,X
ZILTSOJ,O,O,O,O,X,X,X,X
ZILTOJS,O,O,O,X,X,X,X,X
ZILTOSJ,O,O,O,X,X,X,X,X
ZILJTSO,O,O,O,O,X,X,O,X
ZILJTOS,O,O,O,O,X,X,X,X
ZILJSTO,O,O,O,X,X,X,O,X
ZILJSOT,X,O,X,X,X,X,O,X
ZILJOTS,X,O,O,X,X,X,X,X
ZILJOST,X,O,X,X,X,X,O,X
ZILSTJO,O,O,O,X,X,X,O,X
ZILSTOJ,O,O,O,X,X,X,X,X
ZILSJTO,X,O,O,X,X,X,O,X
ZILSJOT,X,O,X,X,X,X,O,X
ZILSOTJ,X,O,X,X,X,X,X,X
ZILSOJT,X,O,X,X,X,X,O,X
ZILOTJS,O,O,O,X,X,X,X,X
ZILOTSJ,O,O,O,X,X,X,X,X
ZILOJTS,X,O,O,X,X,X,X,X
ZILOJST,X,O,X,X,X,X,O,X
ZILOSTJ,X,O,X,X,X,X,X,X
ZILOSJT,X,O,X,X,X,X,O,X
ZIJTLSO,O,O,O,O,X,X,X,X
ZIJTLOS,O,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,O,X,X,O,X
ZIJTSOL,O,X,X,O,X,O,O,X
ZIJTOLS,O,O,O,O,X,X,X,X
ZIJTOSL,O,O,O,O,X,X,X,X
ZIJLTSO,O,O,O,O,X,X,O,X
ZIJLTOS,O,O,O,O,X,X,X,X
ZIJLSTO,O,O,O,X,X,X,O,X
ZIJLSOT,X,O,X,X,X,X,O,X
ZIJLOTS,O,O,O,X,X,X,X,X
ZIJLOST,X,O,X,X,X,X,O,X
ZIJSTLO,O,O,O,O,X,X,O,X
ZIJSTOL,O,X,X,O,X,O,O,X
ZIJSLTO,O,O,O,O,X,X,O,X
ZIJSLOT,O,O,X,O,X,X,O,X
ZIJSOTL,O,X,X,O,X,X,O,X
ZIJSOLT,O,X,X,X,X,X,O,X
ZIJOTLS,O,O,O,O,X,X,X,X
ZIJOTSL,O,X,O,O,X,X,X,X
ZIJOLTS,O,O,O,X,X,X,X,X
ZIJOLST,X,O,O,X,X,X,X,X
ZIJOSTL,O,X,O,X,X,X,O,X
ZIJOSLT,O,X,O,X,X,X,O,X
ZISTLJO,O,O,O,O,X,X,O,X
ZISTLOJ,O,O,O,O,X,X,X,X
ZISTJLO,O,O,X,O,X,X,O,X
ZISTJOL,X,X,X,O,X,O,O,X
ZISTOLJ,O,O,X,O,X,X,X,X
ZISTOJL,O,O,X,O,X,O,X,X
ZISLTJO,O,O,O,O,X,X,O,X
ZISLTOJ,O,O,O,O,X,X,X,X
ZISLJTO,X,O,O,O,X,X,O,X
ZISLJOT,X,X,X,O,X,X,O,X
ZISLOTJ,O,O,X,O,X,X,X,X
ZISLOJT,X,X,X,O,X,X,O,X
ZISJTLO,O,X,O,O,X,X,O,X
ZISJTOL,X,X,X,O,X,O,O,X
ZISJLTO,X,X,O,O,X,X,O,X
ZISJLOT,X,X,X,O,X,X,O,X
ZISJOTL,O,X,X,O,X,X,O,X
ZISJOLT,X,X,X,X,X,X,O,X
ZISOTLJ,O,X,X,O,X,X,X,X
ZISOTJL,O,X,X,O,X,O,X,X
ZISOLTJ,O,X,X,X,X,X,X,X
ZISOLJT,X,X,X,X,X,X,O,X
ZISOJTL,O,X,X,O,X,O,O,X
ZISOJLT,X,X,X,X,X,O,O,X
ZIOTLJS,O,O,O,X,X,X,X,X
ZIOTLSJ,O,O,O,X,X,X,X,X
ZIOTJLS,O,O,O,O,X,O,X,X
ZIOTJSL,O,O,O,O,X,O,X,X
ZIOTSLJ,O,O,O,O,X,X,X,X
ZIOTSJL,O,O,X,O,X,O,X,X
ZIOLTJS,O,O,O,X,X,X,X,X
ZIOLTSJ,O,O,O,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X,X,X
ZIOLJST,X,O,O,X,X,X,X,X
ZIOLSTJ,X,O,O,X,X,X,X,X
ZIOLSJT,X,O,O,X,X,X,X,X
ZIOJTLS,O,O,O,O,X,O,X,X
ZIOJTSL,O,O,O,O,X,O,X,X
ZIOJLTS,O,O,O,X,X,O,X,X
ZIOJLST,X,O,O,X,X,O,X,X
ZIOJSTL,O,O,O,X,X,O,O,X
ZIOJSLT,O,O,O,X,X,O,O,X
ZIOSTLJ,O,O,O,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,O,X,X
ZIOSLTJ,O,O,O,X,X,X,X,X
ZIOSLJT,X,O,O,X,X,X,O,X
ZIOSJTL,O,X,O,X,X,O,O,X
ZIOSJLT,X,X,O,X,X,O,O,X
ZLTIJSO,O,O,O,O,X,X,O,X
ZLTIJOS,O,O,O,O,X,X,X,X
ZLTISJO,O,O,O,O,X,X,O,X
ZLTISOJ,O,O,O,O,X,X,X,X
ZLTIOJS,O,O,O,X,X,X,X,X
ZLTIOSJ,O,O,O,X,X,X,X,X
ZLTJISO,O,O,O,X,O,X,O,X
ZLTJIOS,O,O,O,X,X,X,X,X
ZLTJSIO,O,O,X,X,O,X,O,X
ZLTJSOI,O,O,X,X,O,O,X,X
ZLTJOIS,O,O,X,X,X,X,X,X
ZLTJOSI,O,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,O,O,X,O,X
ZLTSIOJ,O,O,X,O,O,X,X,X
ZLTSJIO,O,O,X,O,O,X,X,X
ZLTSJOI,O,O,X,X,O,O,X,X
ZLTSOIJ,O,O,X,O,O,X,X,X
ZLTSOJI,X,O,X,X,O,O,X,X
ZLTOIJS,O,O,X,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,O,O,X,X,O,O,X,X
ZLTOJSI,O,O,X,X,O,O,X,X
ZLTOSIJ,O,O,X,X,O,X,X,X
ZLTOSJI,X,O,X,X,O,O,X,X
ZLITJSO,O,O,O,O,X,X,O,X
ZLITJOS,O,O,O,O,X,X,X,X
ZLITSJO,O,O,O,O,X,X,O,X
ZLITSOJ,O,O,O,O,X,X,X,X
ZLITOJS,O,O,O,X,X,X,X,X
ZLITOSJ,O,O,O,X,X,X,X,X
ZLIJTSO,O,O,O,O,X,X,O,X
ZLIJTOS,O,O,O,O,X,X,X,X
ZLIJSTO,O,O,O,X,X,X,O,X
ZLIJSOT,X,O,X,X,X,X,O,X
ZLIJOTS,X,O,O,X,X,X,X,X
ZLIJOST,X,O,X,X,X,X,O,X
ZLISTJO,O,O,O,X,X,X,O,X
ZLISTOJ,O,O,O,X,X,X,X,X
ZLISJTO,X,O,O,X,X,X,O,X
ZLISJOT,X,O,X,X,X,X,O,X
ZLISOTJ,X,O,X,X,X,X,X,X
ZLISOJT,X,O,X,X,X,X,O,X
ZLIOTJS,O,O,O,X,X,X,X,X
ZLIOTSJ,O,O,O,X,X,X,X,X
ZLIOJTS,X,O,O,X,X,X,X,X
ZLIOJST,X,O,X,X,X,X,O,X
ZLIOSTJ,X,O,X,X,X,X,X,X
ZLIOSJT,X,O,X,X,X,X,O,X
ZLJTISO,O,O,O,O,O,X,O,O
ZLJTIOS,O,O,O,O,X,X,X,O
ZLJTSIO,O,O,X,O,O,X,O,O
ZLJTSOI,O,O,X,O,O,O,X,O
ZLJTOIS,O,O,X,X,X,X,X,O
ZLJTOSI,O,O,X,X,X,X,X,O
ZLJITSO,O,O,O,O,O,X,O,X
ZLJITOS,O,O,O,O,X,X,X,X
ZLJISTO,O,O,O,X,X,X,O,X
ZLJISOT,X,O,X,X,X,X,O,X
ZLJIOTS,O,O,O,X,X,X,X,X
ZLJIOST,X,O,X,X,X,X,O,X
ZLJSTIO,O,O,X,O,X,X,O,O
ZLJSTOI,O,O,X,O,X,O,X,O
ZLJSITO,O,O,X,O,X,X,O,X
ZLJSIOT,O,O,X,O,X,X,O,X
ZLJSOTI,O,O,X,O,X,X,X,X
ZLJSOIT,O,O,X,O,X,X,O,X
ZLJOTIS,O,O,X,X,X,X,X,X
ZLJOTSI,O,O,X,X,X,X,X,X
ZLJOITS,O,O,X,X,X,X,X,X
ZLJOIST,X,O,X,X,X,X,O,X
ZLJOSTI,O,O,X,X,X,X,X,X
