sequence,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBO?qBzqB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBm?qB0sBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MelAJvhFRiBcoBXmBT?nB2vBSyB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFmiB5oBFnBi?qBzsB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeVGJvhFRiBSoB/sB0?lB2vBTtB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnBToBi?qBWyB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBO?qBzqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBUnBFoBm?qBSyBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MexAJvhFTjB3lBFnBy?vBGtB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBm?qBTqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBFnB8sBT?lByvBmsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnB8sB+?tBTlByvB
LOTSIJZ,O,X,X,O,O,X,X,X,O,X,X,X
LOTSIZJ,O,X,O,O,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,X,O,O,O,X,X,O,X,X,X
LOTSJZI,X,X,O,O,O,O,X,X,O,X,X,X
LOTSZIJ,O,X,O,O,O,X,O,X,X,X,O,X
LOTSZJI,O,X,O,O,O,X,X,X,X,X,X,X
LOTZIJS,O,X,O,O,X,X,X,O,X,X,X,X
LOTZISJ,O,X,O,O,X,X,O,O,X,X,O,X
LOTZJIS,O,X,O,O,X,X,X,O,X,X,X,X
LOTZJSI,O,X,O,O,X,X,X,O,X,X,X,X
LOTZSIJ,O,X,O,O,X,X,O,O,X,X,O,X
LOTZSJI,O,X,O,O,X,X,X,O,X,X,X,X
LOITJSZ,O,X,X,O,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,O,X,X,X,X,X,X,X,X
LOITSJZ,O,X,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,O,X,X,O,X,X,X,X,X
LOITZJS,O,X,O,O,X,X,X,X,X,X,X,X
LOITZSJ,O,X,O,O,X,X,O,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,X,X,X,X
LOIJTZS,X,X,O,O,X,X,X,X,X,X,X,X
LOIJSTZ,X,X,O,O,X,X,X,X,X,X,X,X
LOIJSZT,X,X,O,X,X,X,O,X,X,O,X,X
LOIJZTS,X,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,X,X,O,X,X,X,O,X,X,O,X,X
LOISTJZ,O,X,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,X,O,O,X,X,O,X,X,X,X,X
LOISJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,O,X,X,X,X,X
LOISZTJ,O,X,O,O,X,X,O,X,X,X,O,X
LOISZJT,X,X,O,X,X,X,O,X,X,X,X,X
LOIZTJS,O,X,O,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,O,X,X,O,X,X,X,O,X
LOIZJTS,O,X,O,X,X,X,X,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,O,X,X,O,X,X
LOIZSTJ,O,X,O,O,X,X,O,X,X,X,O,X
LOIZSJT,X,X,O,X,X,X,O,X,X,O,X,X
LOJTISZ,X,X,X,O,X,O,X,X,O,X,X,X
LOJTIZS,X,X,O,O,X,O,X,X,X,X,X,X
LOJTSIZ,X,X,O,O,O,O,X,X,O,X,X,X
LOJTSZI,X,X,O,O,O,O,X,O,O,X,X,X
LOJTZIS,X,X,O,O,X,O,X,O,X,X,X,X
LOJTZSI,X,X,O,O,X,O,X,O,O,X,X,X
LOJITSZ,X,X,X,O,X,O,X,X,O,X,X,X
LOJITZS,X,X,O,O,X,O,X,X,X,X,X,X
LOJISTZ,X,X,O,O,X,O,X,X,O,X,X,X
LOJISZT,X,X,O,X,X,X,O,X,O,O,X,X
LOJIZTS,X,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,X,X,O,X,X,X,O,X,X,O,X,X
LOJSTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LOJSTZI,X,X,O,O,O,O,X,O,O,X,X,X
LOJSITZ,X,X,O,O,O,O,X,X,O,X,X,X
LOJSIZT,X,X,O,X,O,X,O,X,O,O,X,X
LOJSZTI,X,X,O,X,O,O,X,O,O,X,X,O
LOJSZIT,X,X,O,X,O,X,O,X,O,O,X,X
LOJZTIS,X,X,O,X,X,O,X,O,X,X,X,O
LOJZTSI,X,X,O,X,X,O,X,O,O,X,X,O
LOJZITS,X,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,X,X,O,X,X,X,O,X,X,O,X,X
LOJZSTI,X,X,O,X,X,O,X,O,O,X,X,O
LOJZSIT,X,X,O,X,X,X,O,X,O,O,X,X
LOSTIJZ,O,X,X,O,O,X,X,X,O,X,X,X
LOSTIZJ,O,X,O,O,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,X,O,O,O,X,X,O,X,X,X
LOSTJZI,X,X,O,O,O,O,X,X,O,X,X,X
LOSTZIJ,O,X,O,O,O,X,O,X,X,X,O,X
LOSTZJI,O,X,O,O,O,X,X,X,X,X,X,X
LOSITJZ,O,X,X,O,O,X,X,X,O,X,X,X
LOSITZJ,O,X,O,O,O,X,O,X,X,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X,O,X,X,X
LOSIJZT,X,X,X,X,O,X,O,X,O,X,X,X
LOSIZTJ,O,X,O,O,O,X,O,X,X,X,O,X
LOSIZJT,X,X,O,X,O,X,O,X,X,X,X,X
LOSJTIZ,X,X,O,O,O,O,X,X,O,X,X,X
LOSJTZI,X,X,O,O,O,O,X,X,O,X,X,X
LOSJITZ,X,X,O,O,O,O,X,X,O,X,X,X
LOSJIZT,X,X,O,X,O,X,O,X,O,X,X,X
LOSJZTI,X,X,O,X,O,O,X,X,O,X,X,O
LOSJZIT,X,X,O,X,O,X,O,X,O,X,X,X
LOSZTIJ,O,X,O,O,O,X,O,X,X,X,O,X
LOSZTJI,O,X,O,O,O,X,X,X,X,X,X,X
LOSZITJ,O,X,O,O,O,X,O,X,X,X,O,X
LOSZIJT,X,X,O,X,O,X,O,X,X,X,X,X
LOSZJTI,X,X,O,X,O,X,X,X,X,X,X,X
LOSZJIT,X,X,O,X,O,X,O,X,X,X,X,X
LOZTIJS,O,X,O,O,X,X,X,O,X,X,X,X
LOZTISJ,O,X,O,O,X,X,O,O,X,X,O,X
LOZTJIS,O,X,O,O,X,X,X,O,X,X,X,X
LOZTJSI,O,X,O,O,X,X,X,O,X,X,X,X
LOZTSIJ,O,X,O,O,X,X,O,O,X,X,O,X
LOZTSJI,O,X,O,O,X,X,X,O,X,X,X,X
LOZITJS,O,X,O,O,X,X,X,X,X,X,X,X
LOZITSJ,O,X,O,O,X,X,O,X,X,X,O,X
LOZIJTS,O,X,O,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,O,X,X,X,O,X,X,O,X,X
LOZISTJ,O,X,O,O,X,X,O,X,X,X,O,X
LOZISJT,X,X,O,X,X,X,O,X,X,O,X,X
LOZJTIS,O,X,O,X,X,X,X,O,X,X,X,X
LOZJTSI,O,X,O,X,X,X,X,O,X,X,X,X
LOZJITS,O,X,O,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,O,X,X,X,O,X,X,O,X,X
LOZJSTI,X,X,O,X,X,X,X,O,X,X,X,X
LOZJSIT,X,X,O,X,X,X,O,X,X,O,X,X
LOZSTIJ,O,X,O,O,X,X,O,O,X,X,O,X
LOZSTJI,O,X,O,O,X,X,X,O,X,X,X,X
LOZSITJ,O,X,O,O,X,X,O,X,X,X,O,X
LOZSIJT,X,X,O,X,X,X,O,X,X,O,X,X
LOZSJTI,X,X,O,X,X,X,X,X,X,X,X,X
LOZSJIT,X,X,O,X,X,X,O,X,X,X,X,X
JTILSZO,O,O,X,X,X,X,X,X,O,O,X,X
JTILSOZ,O,X,X,X,X,O,X,X,O,X,X,X
JTILZSO,X,O,O,X,X,X,X,X,X,O,X,X
JTILZOS,X,O,O,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,X,O,X,X,O,X,X,X
JTILOZS,X,X,O,X,X,O,X,X,X,X,X,X
JTISLZO,O,O,X,X,O,X,X,X,X,O,X,X
JTISLOZ,O,X,X,X,O,X,X,X,X,X,X,X
JTISZLO,O,O,X,X,O,X,X,X,X,O,X,X
JTISZOL,X,O,X,X,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JTISOZL,X,O,X,X,O,O,X,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,X,X,O,X,X
JTIZLOS,O,O,X,X,X,X,X,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X,O,X,X
JTIZSOL,X,O,X,X,X,X,X,X,X,X,X,X
JTIZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,O,X,X,O,X,X,X
JTIOLZS,X,X,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,O,O,X,X,X,X,X,X
JTIOSZL,O,O,X,X,O,O,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,O,X,X,X,X,X,X
JTLISZO,O,O,X,X,X,X,X,O,O,O,X,X
JTLISOZ,O,X,X,X,X,O,X,X,O,X,X,X
JTLIZSO,X,O,O,X,X,X,X,O,X,O,X,X
JTLIZOS,X,O,O,X,X,X,X,O,X,X,X,X
JTLIOSZ,O,X,X,X,X,O,X,X,O,X,X,X
JTLIOZS,X,X,O,X,X,O,X,X,X,X,X,X
JTLSIZO,O,O,O,X,O,X,X,O,O,O,X,X
JTLSIOZ,O,X,O,X,O,O,X,X,O,X,X,X
JTLSZIO,X,O,O,X,O,X,X,O,O,O,O,O
JTLSZOI,X,O,O,X,O,O,X,O,O,X,X,O
JTLSOIZ,X,X,O,O,O,O,X,X,O,X,X,X
JTLSOZI,X,X,O,O,O,O,X,O,O,X,X,X
JTLZISO,X,O,O,X,X,X,X,O,X,O,O,O
JTLZIOS,X,O,O,X,X,X,X,O,X,X,X,O
JTLZSIO,X,O,O,X,X,X,X,O,O,O,O,O
JTLZSOI,X,O,O,X,X,O,X,O,O,X,X,O
JTLZOIS,X,O,O,X,X,O,X,O,X,X,X,O
JTLZOSI,X,O,O,X,X,O,X,O,O,X,X,O
JTLOISZ,O,X,X,O,X,O,X,X,O,X,X,X
JTLOIZS,X,X,O,O,X,O,X,X,X,X,X,X
JTLOSIZ,O,X,O,O,O,O,X,X,O,X,X,X
JTLOSZI,X,X,O,O,O,O,X,O,O,X,X,X
JTLOZIS,X,X,O,O,X,O,X,O,X,X,X,X
JTLOZSI,X,X,O,O,X,O,X,O,O,X,X,X
JTSILZO,O,O,O,X,O,X,X,X,X,O,X,X
JTSILOZ,O,X,O,X,O,X,X,X,X,X,X,X
JTSIZLO,O,O,X,X,O,X,X,X,X,O,X,X
JTSIZOL,X,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,O,X,O,O,X,X,X,X,X,X
JTSIOZL,X,O,X,X,O,O,X,X,X,X,X,X
JTSLIZO,O,O,O,X,O,X,X,O,O,O,X,X
JTSLIOZ,O,X,O,X,O,O,X,X,O,X,X,X
JTSLZIO,X,O,O,X,O,X,X,O,O,O,X,X
JTSLZOI,X,O,O,X,O,O,X,O,O,X,X,X
JTSLOIZ,X,X,O,X,O,O,X,X,O,X,X,X
JTSLOZI,X,X,O,X,O,O,X,O,O,X,X,X
JTSZILO,O,O,X,X,O,X,X,O,X,O,O,X
JTSZIOL,X,O,X,X,X,X,X,X,X,X,X,X
JTSZLIO,O,O,O,X,O,X,X,O,X,O,X,X
JTSZLOI,X,O,O,X,O,X,X,O,X,X,X,X
JTSZOIL,X,O,X,X,O,O,X,X,X,X,X,X
JTSZOLI,X,O,O,X,O,O,X,O,X,X,X,X
JTSOILZ,X,X,O,O,O,O,X,X,X,X,X,X
JTSOIZL,X,O,X,O,O,O,X,X,X,X,X,X
JTSOLIZ,X,X,O,O,O,O,X,X,O,X,X,X
JTSOLZI,X,X,O,X,O,O,X,X,O,X,X,X
JTSOZIL,X,O,X,O,O,O,X,X,X,X,X,X
JTSOZLI,X,O,O,X,O,O,X,X,X,X,X,X
JTZILSO,O,O,X,X,X,X,X,X,X,O,O,O
JTZILOS,O,O,X,X,X,X,X,X,X,X,X,O
JTZISLO,O,O,X,X,X,X,X,O,X,O,O,O
JTZISOL,X,O,X,X,X,X,X,X,X,X,X,O
JTZIOLS,O,O,X,X,X,X,X,X,X,X,X,O
JTZIOSL,O,O,X,X,X,X,X,X,X,X,X,O
JTZLISO,O,O,O,X,X,X,X,O,X,O,O,O
JTZLIOS,O,O,O,X,X,X,X,O,X,X,X,O
JTZLSIO,O,O,O,X,X,X,X,O,O,O,O,O
JTZLSOI,X,O,O,X,X,O,X,O,O,X,X,O
JTZLOIS,O,O,O,X,X,O,X,O,X,X,X,O
JTZLOSI,O,O,O,X,X,O,X,O,O,X,X,O
JTZSILO,O,O,X,X,O,X,X,O,X,O,O,O
JTZSIOL,X,O,X,X,X,X,X,X,X,X,X,O
JTZSLIO,O,O,X,X,O,X,X,O,X,O,X,O
JTZSLOI,X,O,X,X,O,X,X,O,X,X,X,O
JTZSOIL,X,O,X,X,O,O,X,X,X,X,X,O
JTZSOLI,X,O,X,X,O,O,X,O,X,X,X,O
JTZOILS,O,O,X,X,X,O,X,X,X,X,X,O
JTZOISL,O,O,X,X,X,O,X,X,X,X,X,O
JTZOLIS,O,O,O,X,X,O,X,X,X,X,X,O
JTZOLSI,O,O,O,X,X,O,X,X,O,X,X,O
JTZOSIL,O,O,X,X,O,O,X,X,X,X,X,O
JTZOSLI,O,O,X,X,O,O,X,O,X,X,X,O
JTOILSZ,O,X,X,O,X,O,X,X,O,X,X,X
JTOILZS,X,X,O,O,X,O,X,X,X,X,X,X
JTOISLZ,O,X,X,O,O,O,X,X,X,X,X,X
JTOISZL,O,O,X,O,O,O,X,X,X,X,X,X
JTOIZLS,O,O,X,O,X,O,X,X,X,X,X,X
JTOIZSL,O,O,X,O,X,O,X,X,X,X,X,X
JTOLISZ,O,X,X,O,X,O,X,X,O,X,X,X
JTOLIZS,X,X,O,O,X,O,X,X,X,X,X,X
JTOLSIZ,O,X,O,O,O,O,X,X,O,X,X,X
JTOLSZI,X,X,O,O,O,O,X,X,O,X,X,X
JTOLZIS,X,X,O,O,X,O,X,X,X,X,X,X
JTOLZSI,X,X,O,O,X,O,X,X,O,X,X,X
JTOSILZ,O,X,O,O,O,O,X,X,X,X,X,X
JTOSIZL,O,O,X,O,O,O,X,X,X,X,X,X
JTOSLIZ,O,X,O,O,O,O,X,X,O,X,X,X
JTOSLZI,X,X,O,O,O,O,X,X,O,X,X,X
JTOSZIL,O,O,X,O,O,O,X,X,X,X,X,X
JTOSZLI,O,O,O,X,O,O,X,X,X,X,X,X
JTOZILS,O,O,X,O,X,O,X,X,X,X,X,X
JTOZISL,O,O,X,O,X,O,X,X,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,O,O,O,X,O,X,X,O,X,X,X
JTOZSIL,O,O,X,O,O,O,X,X,X,X,X,X
JTOZSLI,O,O,X,X,O,O,X,X,X,X,X,X
JITLSZO,O,O,X,X,X,X,X,X,O,O,X,X
JITLSOZ,O,X,X,X,X,O,X,X,O,X,X,X
JITLZSO,X,O,O,X,X,X,X,X,X,O,X,X
JITLZOS,X,O,O,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,X,O,X,X,O,X,X,X
JITLOZS,X,X,O,X,X,O,X,X,X,X,X,X
JITSLZO,O,O,X,X,O,X,X,X,X,O,X,X
JITSLOZ,O,X,X,X,O,X,X,X,X,X,X,X
JITSZLO,O,O,X,X,O,X,X,X,X,O,X,X
JITSZOL,X,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,X,O,O,X,X,X,X,X,X
JITSOZL,X,O,X,X,O,O,X,X,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,X,X,O,X,X
JITZLOS,O,O,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X,O,X,X
JITZSOL,X,O,X,X,X,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,O,X,X,O,X,X,X
JITOLZS,X,X,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,X,X,X,O,O,X,X,X,X,X,X
JITOSZL,O,O,X,X,O,O,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,O,O,O,X,X
JILTSOZ,X,X,X,X,X,O,X,X,O,X,X,X
JILTZSO,X,O,O,X,X,X,X,O,X,O,X,X
JILTZOS,X,O,O,X,X,X,X,O,X,X,X,X
JILTOSZ,X,X,X,X,X,O,X,X,O,X,X,X
JILTOZS,X,X,O,X,X,O,X,X,X,X,X,X
JILSTZO,X,O,O,X,X,X,X,O,O,O,X,X
JILSTOZ,X,X,O,X,X,O,X,X,O,X,X,X
JILSZTO,X,O,O,X,X,X,X,O,O,O,O,O
JILSZOT,X,X,O,X,X,X,X,X,O,O,X,X
JILSOTZ,X,X,O,O,X,O,X,X,O,X,X,X
JILSOZT,X,X,O,X,X,X,X,X,O,O,X,X
JILZTSO,X,O,O,X,X,X,X,O,X,O,O,O
JILZTOS,X,O,O,X,X,X,X,O,X,X,X,O
JILZSTO,X,O,O,X,X,X,X,O,X,O,O,O
JILZSOT,X,X,O,X,X,X,O,X,X,O,X,X
JILZOTS,X,O,O,X,X,X,X,X,X,X,X,X
JILZOST,X,X,O,X,X,X,O,X,X,O,X,X
JILOTSZ,X,X,X,O,X,O,X,X,O,X,X,X
JILOTZS,X,X,O,O,X,O,X,X,X,X,X,X
JILOSTZ,X,X,O,O,X,O,X,X,O,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,O,O,X,X
JILOZTS,X,X,O,X,X,X,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,X,O,X,X
JISTLZO,X,O,O,X,O,X,X,X,X,O,X,X
JISTLOZ,X,X,O,X,O,X,X,X,X,X,X,X
JISTZLO,X,O,X,X,O,X,X,X,X,O,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,O,X,O,X,X,X,X,X,X,X
JISTOZL,X,O,X,X,O,X,X,X,X,X,X,X
JISLTZO,X,O,O,X,O,X,X,O,X,O,X,X
JISLTOZ,X,X,O,X,O,X,X,X,X,X,X,X
JISLZTO,X,O,O,X,O,X,X,O,X,O,X,X
JISLZOT,X,X,O,X,X,X,X,X,X,O,X,X
JISLOTZ,X,X,O,X,O,X,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,X,O,X,X
JISZTLO,X,O,X,X,O,X,X,O,X,O,X,X
JISZTOL,X,O,X,X,X,X,X,X,X,X,X,X
JISZLTO,X,O,X,X,O,X,X,O,X,O,X,X
JISZLOT,X,X,X,X,X,X,X,X,X,O,X,X
JISZOTL,X,O,X,X,X,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,X,X,X,X,X,O,X,X
JISOTLZ,X,X,O,X,O,X,X,X,X,X,X,X
JISOTZL,X,O,X,X,O,X,X,X,X,X,X,X
JISOLTZ,X,X,O,X,O,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,O,X,X,X,X,O,X,X
JISOZTL,X,O,X,X,O,X,X,X,X,X,X,X
JISOZLT,X,X,X,X,O,X,X,X,X,O,X,X
JIZTLSO,O,O,X,X,X,X,X,X,X,O,O,O
JIZTLOS,O,O,X,X,X,X,X,X,X,X,X,O
JIZTSLO,O,O,X,X,X,X,X,O,X,O,O,O
JIZTSOL,X,O,X,X,X,X,X,X,X,X,X,O
JIZTOLS,O,O,X,X,X,X,X,X,X,X,X,O
JIZTOSL,O,O,X,X,X,X,X,X,X,X,X,O
JIZLTSO,O,O,X,X,X,X,X,O,X,O,O,O
JIZLTOS,O,O,X,X,X,X,X,O,X,X,X,O
JIZLSTO,X,O,X,X,X,X,X,O,X,O,O,O
JIZLSOT,X,X,X,X,X,X,O,X,X,O,X,X
JIZLOTS,O,O,X,X,X,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,O,X,X,O,X,X
JIZSTLO,X,O,X,X,X,X,X,O,X,O,X,X
JIZSTOL,X,O,X,X,X,X,X,X,X,X,X,X
JIZSLTO,X,O,X,X,X,X,X,O,X,O,X,X
JIZSLOT,X,X,X,X,X,X,O,X,X,O,X,X
JIZSOTL,X,O,X,X,X,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,X,X,X,O,X,X
JIZOTLS,O,O,X,X,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,O,X,X,O,X,X
JIZOSTL,O,O,X,X,X,X,X,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,O,X,X,O,X,X
JIOTLSZ,O,X,X,O,X,O,X,X,O,X,X,X
JIOTLZS,X,X,O,O,X,O,X,X,X,X,X,X
JIOTSLZ,O,X,X,O,O,O,X,X,X,X,X,X
JIOTSZL,O,O,X,O,O,O,X,X,X,X,X,X
JIOTZLS,O,O,X,O,X,O,X,X,X,X,X,X
JIOTZSL,O,O,X,O,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,O,X,X,O,X,X,X
JIOLTZS,X,X,O,O,X,O,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,X,O,X,X,O,X,X,X
JIOLSZT,X,X,O,X,X,X,O,X,O,O,X,X
JIOLZTS,X,X,O,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,O,X,X,O,X,X
JIOSTLZ,O,X,O,X,O,X,X,X,X,X,X,X
JIOSTZL,O,O,X,X,O,X,X,X,X,X,X,X
JIOSLTZ,X,X,O,X,O,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,O,X,O,X,X,O,X,X
JIOSZTL,O,O,X,X,O,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,O,X,O,X,X,O,X,X
JIOZTLS,O,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X,X,X,X,X
JIOZLTS,O,O,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,O,X,X,O,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,O,X,X,O,X,X
JLTISZO,X,O,X,X,X,X,X,O,O,O,X,X
JLTISOZ,X,X,X,X,X,O,X,X,O,X,X,X
JLTIZSO,X,O,O,X,X,X,X,O,X,O,X,X
JLTIZOS,X,O,O,X,X,X,X,O,X,X,X,X
JLTIOSZ,X,X,X,X,X,O,X,X,O,X,X,X
JLTIOZS,X,X,O,X,X,O,X,X,X,X,X,X
JLTSIZO,X,O,O,X,O,X,X,O,O,O,X,X
JLTSIOZ,X,X,O,X,O,O,X,X,O,X,X,X
JLTSZIO,X,O,O,X,O,X,X,O,O,O,O,O
JLTSZOI,X,O,O,X,O,O,X,O,O,X,X,O
JLTSOIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLTSOZI,X,X,O,O,O,O,X,O,O,X,X,X
JLTZISO,X,O,O,X,X,X,X,O,X,O,O,O
JLTZIOS,X,O,O,X,X,X,X,O,X,X,X,O
JLTZSIO,X,O,O,X,X,X,X,O,O,O,O,O
JLTZSOI,X,O,O,X,X,O,X,O,O,X,X,O
JLTZOIS,X,O,O,X,X,O,X,O,X,X,X,O
JLTZOSI,X,O,O,X,X,O,X,O,O,X,X,O
JLTOISZ,X,X,X,O,X,O,X,X,O,X,X,X
JLTOIZS,X,X,O,O,X,O,X,X,X,X,X,X
JLTOSIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLTOSZI,X,X,O,O,O,O,X,O,O,X,X,X
JLTOZIS,X,X,O,O,X,O,X,O,X,X,X,X
JLTOZSI,X,X,O,O,X,O,X,O,O,X,X,X
JLITSZO,X,O,X,X,X,X,X,O,O,O,X,X
JLITSOZ,X,X,X,X,X,O,X,X,O,X,X,X
JLITZSO,X,O,O,X,X,X,X,O,X,O,X,X
JLITZOS,X,O,O,X,X,X,X,O,X,X,X,X
JLITOSZ,X,X,X,X,X,O,X,X,O,X,X,X
JLITOZS,X,X,O,X,X,O,X,X,X,X,X,X
JLISTZO,X,O,O,X,X,X,X,O,O,O,X,X
JLISTOZ,X,X,O,X,X,O,X,X,O,X,X,X
JLISZTO,X,O,O,X,X,X,X,O,O,O,O,O
JLISZOT,X,X,O,X,X,X,X,X,O,O,X,X
JLISOTZ,X,X,O,O,X,O,X,X,O,X,X,X
JLISOZT,X,X,O,X,X,X,X,X,O,O,X,X
JLIZTSO,X,O,O,X,X,X,X,O,X,O,O,O
JLIZTOS,X,O,O,X,X,X,X,O,X,X,X,O
JLIZSTO,X,O,O,X,X,X,X,O,X,O,O,O
JLIZSOT,X,X,O,X,X,X,O,X,X,O,X,X
JLIZOTS,X,O,O,X,X,X,X,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,O,X,X,O,X,X
JLIOTSZ,X,X,X,O,X,O,X,X,O,X,X,X
JLIOTZS,X,X,O,O,X,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,O,X,O,X,X,O,X,X,X
JLIOSZT,X,X,O,X,X,X,O,X,O,O,X,X
JLIOZTS,X,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,X,X,O,X,X,X,O,X,X,O,X,X
JLSTIZO,X,O,O,X,O,X,X,O,O,O,X,X
JLSTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
JLSTZIO,X,O,O,X,O,X,X,O,O,O,O,O
JLSTZOI,X,O,O,X,O,O,X,O,O,X,X,O
JLSTOIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLSTOZI,X,X,O,O,O,O,X,O,O,X,X,X
JLSITZO,X,O,O,X,O,X,X,O,O,O,X,X
JLSITOZ,X,X,O,X,O,O,X,X,O,X,X,X
JLSIZTO,X,O,O,X,O,X,X,O,O,O,O,O
JLSIZOT,X,X,O,X,X,X,X,X,O,O,X,X
JLSIOTZ,X,X,O,O,O,O,X,X,O,X,X,X
JLSIOZT,X,X,O,X,X,X,X,X,O,O,X,X
JLSZTIO,X,O,O,X,O,X,X,O,O,O,O,O
JLSZTOI,X,O,O,X,O,O,X,O,O,X,X,O
JLSZITO,X,O,O,X,O,X,X,O,O,O,O,O
JLSZIOT,X,X,O,X,X,X,X,X,O,O,X,X
JLSZOTI,X,X,O,X,X,O,X,O,O,X,X,O
JLSZOIT,X,X,O,X,X,X,X,X,O,O,X,X
JLSOTIZ,X,X,O,O,O,O,X,X,O,X,X,X
JLSOTZI,X,X,O,O,O,O,X,O,O,X,X,X
JLSOITZ,X,X,O,O,O,O,X,X,O,X,X,X
JLSOIZT,X,X,O,X,O,X,X,X,O,O,X,X
JLSOZTI,X,X,O,X,O,O,X,O,O,X,X,O
