sequence,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjB6pBOpBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjBOpB6pBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je/EJvhFalBThB?xiBlnB2uBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?KpBfqBlnBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je2EJvhFThBxiB?lnB3kByuBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?VsBipB0pB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jei/IvhFThBxiB?cpBeqBVsB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeTBJvhFxiBikB?lnB3pBUsBmpB
JOILSTZ,O,O,O,O,X,O,X,X
JOILSZT,O,O,O,O,X,X,X,X
JOILZTS,X,X,X,X,X,O,O,X
JOILZST,X,X,X,X,X,X,O,X
JOISTLZ,O,O,O,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,O,X
JOIZTLS,X,X,O,X,X,X,O,X
JOIZTSL,X,O,O,X,X,X,O,X
JOIZLTS,X,X,X,X,X,X,O,X
JOIZLST,X,X,O,X,X,X,O,X
JOIZSTL,X,O,O,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,O,X
JOLTISZ,O,O,O,O,O,O,X,X
JOLTIZS,X,X,X,X,O,O,O,X
JOLTSIZ,O,O,O,O,O,O,X,X
JOLTSZI,O,O,O,O,O,O,X,X
JOLTZIS,X,X,X,X,O,O,O,X
JOLTZSI,X,X,X,X,O,O,O,X
JOLITSZ,O,O,X,X,O,O,X,X
JOLITZS,X,X,X,X,O,O,X,X
JOLISTZ,O,O,O,O,X,O,X,X
JOLISZT,O,O,O,O,X,X,X,X
JOLIZTS,X,X,X,X,O,O,O,X
JOLIZST,X,X,X,X,X,X,O,X
JOLSTIZ,O,O,O,O,O,O,X,X
JOLSTZI,O,O,O,O,O,O,X,X
JOLSITZ,O,O,O,O,X,O,X,X
JOLSIZT,O,O,O,O,X,X,X,X
JOLSZTI,O,O,O,O,O,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X
JOLZTIS,X,X,O,O,O,O,O,X
JOLZTSI,X,X,O,O,O,O,O,X
JOLZITS,X,X,X,X,O,O,O,X
JOLZIST,X,X,O,O,X,X,O,X
JOLZSTI,X,X,O,O,O,X,O,X
JOLZSIT,X,X,O,O,X,X,O,X
JOSTILZ,O,O,O,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X,X
JOSTLZI,O,O,O,X,X,X,X,O
JOSTZIL,O,O,O,X,X,X,O,X
JOSTZLI,O,O,O,X,X,X,O,X
JOSITLZ,O,O,O,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X
JOSIZLT,O,O,O,X,X,X,O,X
JOSLTIZ,O,O,O,X,X,X,X,X
JOSLTZI,O,O,O,X,X,X,X,O
JOSLITZ,O,O,O,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,O
JOSLZIT,O,O,O,X,X,X,X,X
JOSZTIL,O,O,O,X,X,X,O,O
JOSZTLI,O,O,O,X,X,X,O,O
JOSZITL,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,X,X,X,O,X
JOSZLTI,O,O,O,X,X,X,O,O
JOSZLIT,O,O,O,X,X,X,O,X
JOZTILS,X,X,O,O,O,X,O,X
JOZTISL,X,O,O,X,X,X,O,O
JOZTLIS,X,X,O,O,O,X,O,X
JOZTLSI,X,X,O,O,O,X,O,X
JOZTSIL,X,O,O,X,X,X,O,O
JOZTSLI,X,O,O,X,X,X,O,O
JOZITLS,X,X,O,X,X,X,O,X
JOZITSL,X,O,O,X,X,X,O,X
JOZILTS,X,X,X,X,X,X,O,X
JOZILST,X,X,O,O,X,X,O,X
JOZISTL,X,O,O,X,X,X,X,X
JOZISLT,X,O,O,X,X,X,O,X
JOZLTIS,X,X,O,O,O,X,O,X
JOZLTSI,X,X,O,O,O,X,O,X
JOZLITS,X,X,X,X,O,X,O,X
JOZLIST,X,X,O,O,X,X,O,X
JOZLSTI,X,X,O,O,O,X,O,X
JOZLSIT,X,X,O,O,X,X,O,X
JOZSTIL,X,O,O,X,X,X,O,O
JOZSTLI,X,O,O,X,X,X,O,O
JOZSITL,X,O,O,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,O,X
JOZSLTI,X,O,O,X,X,X,O,O
JOZSLIT,X,O,O,X,X,X,O,X
STILJZO,O,O,X,O,X,X,X,X
STILJOZ,X,X,X,O,O,X,X,X
STILZJO,O,O,X,O,X,O,X,X
STILZOJ,O,X,X,O,X,O,X,X
STILOJZ,O,X,X,O,O,X,X,X
STILOZJ,O,X,X,O,X,O,X,O
STIJLZO,O,O,O,X,X,X,X,X
STIJLOZ,X,X,O,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,O,X
STIJZOL,X,O,O,X,X,X,O,X
STIJOLZ,X,O,O,X,X,X,X,X
STIJOZL,X,O,O,X,X,X,O,X
STIZLJO,O,O,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X
STIZOLJ,O,X,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X
STIOLJZ,O,O,X,O,O,X,X,X
STIOLZJ,O,O,X,O,X,O,X,O
STIOJLZ,O,O,O,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,O,X
STIOZLJ,O,O,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,O,X,X
STLIJOZ,X,X,X,O,O,O,X,X
STLIZJO,O,O,X,O,X,O,X,X
STLIZOJ,O,X,X,O,X,O,X,X
STLIOJZ,O,X,X,O,O,O,X,X
STLIOZJ,O,X,X,O,X,O,X,O
STLJIZO,O,O,X,O,X,O,X,X
STLJIOZ,X,X,X,O,O,O,X,X
STLJZIO,O,O,X,O,X,O,X,X
STLJZOI,X,X,X,O,X,O,X,X
STLJOIZ,X,X,X,O,O,O,X,X
STLJOZI,X,X,X,O,O,O,X,O
STLZIJO,O,O,X,O,X,O,X,O
STLZIOJ,O,X,X,O,X,O,X,O
STLZJIO,O,O,X,O,X,O,X,O
STLZJOI,X,X,X,O,X,O,X,O
STLZOIJ,O,X,X,O,X,O,X,O
STLZOJI,X,X,X,O,X,O,X,O
STLOIJZ,O,X,X,O,O,O,X,X
STLOIZJ,O,X,X,O,X,O,X,O
STLOJIZ,O,X,X,O,O,O,X,X
STLOJZI,O,X,X,O,O,O,X,O
STLOZIJ,O,X,X,O,X,O,X,O
STLOZJI,O,X,X,O,X,O,X,O
STJILZO,O,O,O,X,X,X,X,X
STJILOZ,X,X,O,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,O,X
STJIZOL,X,O,O,X,X,X,O,X
STJIOLZ,X,O,O,X,X,X,X,X
STJIOZL,X,O,O,X,X,X,O,X
STJLIZO,O,O,O,X,X,X,X,X
STJLIOZ,X,X,O,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X
STJLOIZ,X,X,O,X,X,X,X,X
STJLOZI,X,X,O,X,X,X,X,O
STJZILO,O,O,O,X,X,X,O,X
STJZIOL,X,O,O,X,X,X,O,X
STJZLIO,O,O,O,X,X,X,O,X
STJZLOI,X,X,O,X,X,X,O,X
STJZOIL,X,O,O,X,X,X,O,X
STJZOLI,X,X,O,X,X,X,O,X
STJOILZ,X,O,O,X,X,X,X,X
STJOIZL,X,O,O,X,X,X,O,X
STJOLIZ,X,O,O,X,X,X,X,X
STJOLZI,X,O,O,X,X,X,X,O
STJOZIL,X,O,O,X,X,X,O,X
STJOZLI,X,O,O,X,X,X,O,X
STZILJO,O,O,X,X,X,X,X,O
STZILOJ,O,X,X,X,X,X,X,O
STZIJLO,O,O,X,X,X,X,X,O
STZIJOL,X,O,X,X,X,X,X,O
STZIOLJ,O,X,X,X,X,X,X,O
STZIOJL,X,O,X,X,X,X,X,O
STZLIJO,O,O,X,X,X,X,X,O
STZLIOJ,O,X,X,X,X,X,X,O
STZLJIO,O,O,X,X,X,X,X,O
STZLJOI,X,X,X,X,X,X,X,O
STZLOIJ,O,X,X,X,X,X,X,O
STZLOJI,X,X,X,X,X,X,X,O
STZJILO,O,O,X,X,X,X,X,O
STZJIOL,X,O,X,X,X,X,X,O
STZJLIO,O,O,X,X,X,X,X,O
STZJLOI,X,X,X,X,X,X,X,O
STZJOIL,X,O,X,X,X,X,X,O
STZJOLI,X,X,X,X,X,X,X,O
STZOILJ,O,X,X,X,X,X,X,O
STZOIJL,X,O,X,X,X,X,X,O
STZOLIJ,O,X,X,X,X,X,X,O
STZOLJI,X,X,X,X,X,X,X,O
STZOJIL,X,O,X,X,X,X,X,O
STZOJLI,X,X,X,X,X,X,X,O
STOILJZ,O,O,X,O,O,X,X,X
STOILZJ,O,O,X,O,X,O,X,O
STOIJLZ,O,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,O,X
STOIZLJ,O,O,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,O,O,X,O,O,O,X,X
STOLIZJ,O,O,X,O,X,O,X,O
STOLJIZ,O,O,X,O,O,O,X,X
STOLJZI,O,O,X,O,O,O,X,O
STOLZIJ,O,O,X,O,X,O,X,O
STOLZJI,O,O,X,O,X,O,X,O
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,O,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,X,O
STOJZIL,O,O,O,X,X,X,O,X
STOJZLI,O,O,O,X,X,X,O,X
STOZILJ,O,O,X,X,X,X,X,O
STOZIJL,O,O,X,X,X,X,X,O
STOZLIJ,O,O,X,X,X,X,X,O
STOZLJI,O,O,X,X,X,X,X,O
STOZJIL,O,O,X,X,X,X,X,O
STOZJLI,O,O,X,X,X,X,X,O
SITLJZO,O,O,X,O,X,X,X,X
SITLJOZ,X,X,X,O,O,X,X,X
SITLZJO,O,O,X,O,X,O,X,X
SITLZOJ,O,X,X,O,X,O,X,X
SITLOJZ,O,X,X,O,O,X,X,X
SITLOZJ,O,X,X,O,X,O,X,O
SITJLZO,O,O,O,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,O,X
SITJZOL,X,O,O,X,X,X,O,X
SITJOLZ,X,O,O,X,X,X,X,X
SITJOZL,X,O,O,X,X,X,O,X
SITZLJO,O,O,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X
SITZOLJ,O,X,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X
SITOLJZ,O,O,X,O,O,X,X,X
SITOLZJ,O,O,X,O,X,O,X,O
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,O,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,O,O,X,O,X,X,X,X
SILTJOZ,X,X,X,O,O,X,X,X
SILTZJO,O,O,X,O,X,O,X,X
SILTZOJ,O,X,X,O,X,O,X,X
SILTOJZ,O,X,X,O,O,X,X,X
SILTOZJ,O,X,X,O,X,O,X,O
SILJTZO,O,O,X,O,X,X,X,X
SILJTOZ,X,X,X,O,O,O,X,X
SILJZTO,O,O,X,O,X,X,X,X
SILJZOT,X,X,X,O,X,X,X,X
SILJOTZ,O,O,X,O,X,O,X,X
SILJOZT,O,O,X,O,X,X,X,X
SILZTJO,O,O,X,O,X,X,X,O
SILZTOJ,O,X,X,O,X,X,X,O
SILZJTO,O,O,X,O,X,X,X,X
SILZJOT,X,X,X,O,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,O
SILZOJT,O,X,X,O,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,O
SILOJTZ,O,O,X,O,X,O,X,X
SILOJZT,O,O,X,O,X,X,X,X
SILOZTJ,O,O,X,O,X,X,X,O
SILOZJT,O,O,X,O,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,O,X
SIJTZOL,X,O,O,X,X,X,O,X
SIJTOLZ,X,O,O,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,O,X
SIJLTZO,O,O,O,X,X,X,X,X
SIJLTOZ,X,X,O,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X
SIJLOTZ,O,O,O,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,O,X
SIJZTOL,X,O,O,X,X,X,O,X
SIJZLTO,O,O,O,X,X,X,O,X
SIJZLOT,X,X,O,X,X,X,O,X
SIJZOTL,X,O,O,X,X,X,X,X
SIJZOLT,X,O,O,X,X,X,O,X
SIJOTLZ,O,O,O,X,X,X,X,X
SIJOTZL,O,O,O,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,O,X
SIZTLJO,O,O,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,X,X,X,O
SIZTJLO,O,O,X,X,X,X,X,O
SIZTJOL,X,O,X,X,X,X,X,O
SIZTOLJ,O,X,X,X,X,X,X,O
SIZTOJL,X,O,X,X,X,X,X,O
SIZLTJO,O,O,X,O,X,X,X,O
SIZLTOJ,O,X,X,O,X,X,X,O
SIZLJTO,O,O,X,O,X,X,X,X
SIZLJOT,X,X,X,O,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,O
SIZLOJT,O,X,X,O,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X,X
SIZJTOL,X,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X
SIZJLOT,X,X,O,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,O
SIZOTJL,O,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,O,X,X,X,O
SIZOLJT,O,O,X,O,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,O
SIOTJLZ,O,O,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,O
SIOLJTZ,O,O,X,O,X,O,X,X
SIOLJZT,O,O,X,O,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,O
SIOLZJT,O,O,X,O,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,O,X
SIOZTLJ,O,O,X,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,X,O
SIOZLJT,O,O,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X
SLTIJZO,O,O,X,O,X,O,X,X
SLTIJOZ,X,X,X,O,O,O,X,X
SLTIZJO,O,O,X,O,X,O,X,X
SLTIZOJ,O,X,X,O,X,O,X,X
SLTIOJZ,O,X,X,O,O,O,X,X
SLTIOZJ,O,X,X,O,X,O,X,O
SLTJIZO,O,O,X,O,X,O,X,X
SLTJIOZ,X,X,X,O,O,O,X,X
SLTJZIO,O,O,X,O,X,O,X,X
SLTJZOI,X,X,X,O,X,O,X,X
SLTJOIZ,X,X,X,O,O,O,X,X
SLTJOZI,X,X,X,O,O,O,X,O
SLTZIJO,O,O,X,O,X,O,X,O
SLTZIOJ,O,X,X,O,X,O,X,O
SLTZJIO,O,O,X,O,X,O,X,O
SLTZJOI,X,X,X,O,X,O,X,O
SLTZOIJ,O,X,X,O,X,O,X,O
SLTZOJI,X,X,X,O,X,O,X,O
SLTOIJZ,O,X,X,O,O,O,X,X
SLTOIZJ,O,X,X,O,X,O,X,O
SLTOJIZ,O,X,X,O,O,O,X,X
SLTOJZI,O,X,X,O,O,O,X,O
SLTOZIJ,O,X,X,O,X,O,X,O
SLTOZJI,O,X,X,O,X,O,X,O
SLITJZO,O,O,X,O,X,X,X,X
SLITJOZ,X,X,X,O,O,X,X,X
SLITZJO,O,O,X,O,X,O,X,X
SLITZOJ,O,X,X,O,X,O,X,X
SLITOJZ,O,X,X,O,O,X,X,X
SLITOZJ,O,X,X,O,X,O,X,O
SLIJTZO,O,O,X,O,X,X,X,X
SLIJTOZ,X,X,X,O,O,O,X,X
SLIJZTO,O,O,X,O,X,X,X,X
SLIJZOT,X,X,X,O,X,X,X,X
SLIJOTZ,O,O,X,O,X,O,X,X
SLIJOZT,O,O,X,O,X,X,X,X
SLIZTJO,O,O,X,O,X,X,X,O
SLIZTOJ,O,X,X,O,X,X,X,O
SLIZJTO,O,O,X,O,X,X,X,X
SLIZJOT,X,X,X,O,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,O
SLIZOJT,O,X,X,O,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,O
SLIOJTZ,O,O,X,O,X,O,X,X
SLIOJZT,O,O,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,O
SLIOZJT,O,O,X,O,X,X,X,X
SLJTIZO,O,O,X,O,X,O,X,X
SLJTIOZ,X,X,X,O,O,O,X,X
SLJTZIO,O,O,X,O,X,O,X,X
SLJTZOI,X,X,X,O,X,O,X,X
SLJTOIZ,X,X,X,O,O,O,X,X
SLJTOZI,X,X,X,O,O,O,X,O
SLJITZO,O,O,X,O,X,X,X,X
SLJITOZ,X,X,X,O,O,O,X,X
SLJIZTO,O,O,X,O,X,X,X,X
SLJIZOT,X,X,X,O,X,X,X,X
SLJIOTZ,O,O,X,O,X,O,X,X
SLJIOZT,O,O,X,O,X,X,X,X
SLJZTIO,O,O,X,O,O,X,X,O
SLJZTOI,X,X,X,O,O,X,X,O
SLJZITO,O,O,X,O,X,X,X,X
SLJZIOT,X,X,X,O,X,X,X,X
SLJZOTI,X,X,X,O,O,X,X,O
SLJZOIT,X,X,X,O,X,X,X,X
SLJOTIZ,O,O,X,O,O,O,X,X
SLJOTZI,O,O,X,O,O,O,X,O
SLJOITZ,O,O,X,O,X,O,X,X
SLJOIZT,O,O,X,O,X,X,X,X
SLJOZTI,O,O,X,O,O,X,X,O
SLJOZIT,O,O,X,O,X,X,X,X
SLZTIJO,O,O,X,O,O,X,X,O
SLZTIOJ,O,X,X,O,O,X,X,O
SLZTJIO,O,O,X,O,O,X,X,O
SLZTJOI,X,X,X,O,O,X,X,O
SLZTOIJ,O,X,X,O,O,X,X,O
SLZTOJI,X,X,X,O,O,X,X,O
SLZITJO,O,O,X,O,X,X,X,O
SLZITOJ,O,X,X,O,X,X,X,O
SLZIJTO,O,O,X,O,X,X,X,X
SLZIJOT,X,X,X,O,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,O
SLZIOJT,O,X,X,O,X,X,X,X
SLZJTIO,O,O,X,O,O,X,X,O
SLZJTOI,X,X,X,O,O,X,X,O
SLZJITO,O,O,X,O,X,X,X,X
SLZJIOT,X,X,X,O,X,X,X,X
SLZJOTI,X,X,X,O,O,X,X,O
SLZJOIT,X,X,X,O,X,X,X,X
SLZOTIJ,O,X,X,O,O,X,X,O
SLZOTJI,O,X,X,O,O,X,X,O
SLZOITJ,O,X,X,O,X,X,X,O
SLZOIJT,O,X,X,O,X,X,X,X
SLZOJTI,O,X,X,O,O,X,X,O
SLZOJIT,O,X,X,O,X,X,X,X
SLOTIJZ,O,O,X,O,O,O,X,X
SLOTIZJ,O,O,X,O,X,O,X,O
SLOTJIZ,O,O,X,O,O,O,X,X
SLOTJZI,O,O,X,O,O,O,X,O
SLOTZIJ,O,O,X,O,X,O,X,O
SLOTZJI,O,O,X,O,X,O,X,O
SLOITJZ,O,O,X,O,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,O
SLOIJTZ,O,O,X,O,X,O,X,X
SLOIJZT,O,O,X,O,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,O
SLOIZJT,O,O,X,O,X,X,X,X
SLOJTIZ,O,O,X,O,O,O,X,X
SLOJTZI,O,O,X,O,O,O,X,O
SLOJITZ,O,O,X,O,X,O,X,X
SLOJIZT,O,O,X,O,X,X,X,X
SLOJZTI,O,O,X,O,O,X,X,O
SLOJZIT,O,O,X,O,X,X,X,X
SLOZTIJ,O,O,X,O,O,X,X,O
SLOZTJI,O,O,X,O,O,X,X,O
SLOZITJ,O,O,X,O,X,X,X,O
SLOZIJT,O,O,X,O,X,X,X,X
SLOZJTI,O,O,X,O,O,X,X,O
SLOZJIT,O,O,X,O,X,X,X,X
SJTILZO,O,O,O,X,X,X,X,X
SJTILOZ,X,X,O,X,X,X,X,X
SJTIZLO,O,O,O,X,X,X,O,X
SJTIZOL,X,O,O,X,X,X,O,X
SJTIOLZ,X,O,O,X,X,X,X,X
SJTIOZL,X,O,O,X,X,X,O,X
SJTLIZO,O,O,O,X,X,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X,X
SJTLZOI,X,X,O,X,X,X,X,X
SJTLOIZ,X,X,O,X,X,X,X,X
SJTLOZI,X,X,O,X,X,X,X,O
SJTZILO,O,O,O,X,X,X,O,X
SJTZIOL,X,O,O,X,X,X,O,X
SJTZLIO,O,O,O,X,X,X,O,X
SJTZLOI,X,X,O,X,X,X,O,X
SJTZOIL,X,O,O,X,X,X,O,X
SJTZOLI,X,X,O,X,X,X,O,X
SJTOILZ,X,O,O,X,X,X,X,X
SJTOIZL,X,O,O,X,X,X,O,X
SJTOLIZ,X,O,O,X,X,X,X,X
SJTOLZI,X,O,O,X,X,X,X,O
SJTOZIL,X,O,O,X,X,X,O,X
SJTOZLI,X,O,O,X,X,X,O,X
SJITLZO,O,O,O,X,X,X,X,X
SJITLOZ,X,X,O,X,X,X,X,X
SJITZLO,O,O,O,X,X,X,O,X
SJITZOL,X,O,O,X,X,X,O,X
SJITOLZ,X,O,O,X,X,X,X,X
SJITOZL,X,O,O,X,X,X,O,X
SJILTZO,O,O,O,X,X,X,X,X
SJILTOZ,X,X,O,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X,X
SJILZOT,X,X,O,X,X,X,X,X
SJILOTZ,O,O,O,X,X,X,X,X
SJILOZT,O,O,O,X,X,X,X,X
SJIZTLO,O,O,O,X,X,X,O,X
SJIZTOL,X,O,O,X,X,X,O,X
SJIZLTO,O,O,O,X,X,X,O,X
SJIZLOT,X,X,O,X,X,X,O,X
SJIZOTL,X,O,O,X,X,X,X,X
SJIZOLT,X,O,O,X,X,X,O,X
SJIOTLZ,O,O,O,X,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X
SJIOLTZ,O,O,O,X,X,X,X,X
SJIOLZT,O,O,O,X,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X,X
SJIOZLT,O,O,O,X,X,X,O,X
SJLTIZO,O,O,O,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X,X
SJLTZOI,X,X,O,X,X,X,X,X
SJLTOIZ,X,X,O,X,X,X,X,X
SJLTOZI,X,X,O,X,X,X,X,O
SJLITZO,O,O,O,X,X,X,X,X
SJLITOZ,X,X,O,X,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X
SJLIZOT,X,X,O,X,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X,X
SJLIOZT,O,O,O,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,O
SJLZTOI,X,X,O,X,X,X,X,O
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,X,X,O,X,X,X,X,X
SJLZOTI,X,X,O,X,X,X,X,O
SJLZOIT,X,X,O,X,X,X,X,X
SJLOTIZ,O,O,O,X,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X,O
SJLOITZ,O,O,O,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X,O
SJLOZIT,O,O,O,X,X,X,X,X
SJZTILO,O,O,O,X,X,X,O,O
SJZTIOL,X,O,O,X,X,X,O,O
SJZTLIO,O,O,O,X,X,X,O,O
SJZTLOI,X,X,O,X,X,X,O,O
SJZTOIL,X,O,O,X,X,X,O,O
SJZTOLI,X,X,O,X,X,X,O,O
SJZITLO,O,O,O,X,X,X,O,X
SJZITOL,X,O,O,X,X,X,O,X
SJZILTO,O,O,O,X,X,X,O,X
SJZILOT,X,X,O,X,X,X,O,X
SJZIOTL,X,O,O,X,X,X,X,X
SJZIOLT,X,O,O,X,X,X,O,X
SJZLTIO,O,O,O,X,X,X,O,O
SJZLTOI,X,X,O,X,X,X,O,O
SJZLITO,O,O,O,X,X,X,O,X
SJZLIOT,X,X,O,X,X,X,O,X
SJZLOTI,X,X,O,X,X,X,O,O
SJZLOIT,X,X,O,X,X,X,O,X
SJZOTIL,X,O,O,X,X,X,O,O
SJZOTLI,X,O,O,X,X,X,O,O
SJZOITL,X,O,O,X,X,X,X,X
SJZOILT,X,O,O,X,X,X,O,X
SJZOLTI,X,O,O,X,X,X,O,O
SJZOLIT,X,O,O,X,X,X,O,X
SJOTILZ,O,O,O,X,X,X,X,X
SJOTIZL,O,O,O,X,X,X,O,X
SJOTLIZ,O,O,O,X,X,X,X,X
SJOTLZI,O,O,O,X,X,X,X,O
SJOTZIL,O,O,O,X,X,X,O,X
SJOTZLI,O,O,O,X,X,X,O,X
SJOITLZ,O,O,O,X,X,X,X,X
SJOITZL,O,O,O,X,X,X,X,X
SJOILTZ,O,O,O,X,X,X,X,X
SJOILZT,O,O,O,X,X,X,X,X
SJOIZTL,O,O,O,X,X,X,X,X
SJOIZLT,O,O,O,X,X,X,O,X
SJOLTIZ,O,O,O,X,X,X,X,X
SJOLTZI,O,O,O,X,X,X,X,O
SJOLITZ,O,O,O,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X
SJOLZTI,O,O,O,X,X,X,X,O
SJOLZIT,O,O,O,X,X,X,X,X
SJOZTIL,O,O,O,X,X,X,O,O
SJOZTLI,O,O,O,X,X,X,O,O
SJOZITL,O,O,O,X,X,X,X,X
SJOZILT,O,O,O,X,X,X,O,X
SJOZLTI,O,O,O,X,X,X,O,O
SJOZLIT,O,O,O,X,X,X,O,X
