sequence,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigB3hBFjBc?qBOsBTrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigBFiBXjBc?qBOrBzrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjBllBc?rBesBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBGlBK?rBfsBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjB0lBm?mBzpB1wB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBClBO?rBXqBzrB
SZIJTOL,O,O,O,X,X,X
SZIJLTO,O,O,O,X,O,X
SZIJLOT,O,O,O,X,X,X
SZIJOTL,O,O,O,X,X,X
SZIJOLT,O,O,O,X,X,X
SZIOTLJ,O,O,X,O,O,X
SZIOTJL,O,O,X,X,O,X
SZIOLTJ,O,O,X,O,O,X
SZIOLJT,O,O,O,O,O,X
SZIOJTL,O,O,O,X,X,X
SZIOJLT,O,O,O,X,O,X
SZLTIJO,O,O,X,O,O,O
SZLTIOJ,O,O,X,O,O,O
SZLTJIO,O,O,X,O,O,O
SZLTJOI,O,O,X,O,O,O
SZLTOIJ,O,O,X,O,O,O
SZLTOJI,O,O,X,O,O,O
SZLITJO,O,O,X,O,O,O
SZLITOJ,O,O,X,O,O,O
SZLIJTO,O,O,X,O,O,O
SZLIJOT,O,O,X,O,X,O
SZLIOTJ,O,O,X,O,O,O
SZLIOJT,O,O,X,O,X,O
SZLJTIO,O,O,X,O,O,O
SZLJTOI,O,O,X,O,O,O
SZLJITO,O,O,X,O,O,O
SZLJIOT,O,O,X,O,X,O
SZLJOTI,O,O,X,O,X,O
SZLJOIT,O,O,X,O,X,O
SZLOTIJ,O,O,X,O,O,O
SZLOTJI,O,O,X,O,O,O
SZLOITJ,O,O,X,O,O,O
SZLOIJT,O,O,X,O,X,O
SZLOJTI,O,O,X,O,X,O
SZLOJIT,O,O,X,O,X,O
SZJTILO,O,O,O,X,O,O
SZJTIOL,O,O,O,X,O,O
SZJTLIO,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O
SZJTOIL,O,O,O,X,O,O
SZJTOLI,O,O,O,O,O,O
SZJITLO,O,O,O,X,X,O
SZJITOL,O,O,O,X,X,O
SZJILTO,O,O,O,X,O,O
SZJILOT,O,O,O,X,X,O
SZJIOTL,O,O,O,X,X,O
SZJIOLT,O,O,O,X,X,X
SZJLTIO,O,O,O,O,O,O
SZJLTOI,O,O,O,O,O,O
SZJLITO,O,O,O,O,O,O
SZJLIOT,O,O,O,O,X,O
SZJLOTI,O,O,O,O,X,O
SZJLOIT,O,O,O,O,X,O
SZJOTIL,O,O,O,X,X,O
SZJOTLI,O,O,O,O,X,O
SZJOITL,O,O,O,X,X,O
SZJOILT,O,O,O,X,X,X
SZJOLTI,O,O,O,O,X,O
SZJOLIT,O,O,O,O,X,O
SZOTILJ,O,O,X,O,O,O
SZOTIJL,O,O,X,X,O,X
SZOTLIJ,O,O,X,O,O,O
SZOTLJI,O,O,O,O,O,O
SZOTJIL,O,O,O,X,O,O
SZOTJLI,O,O,O,O,O,O
SZOITLJ,O,O,X,O,O,O
SZOITJL,O,O,X,X,O,X
SZOILTJ,O,O,X,O,O,O
SZOILJT,O,O,O,O,O,O
SZOIJTL,O,O,O,X,X,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,X,O,O,O
SZOLTJI,O,O,O,O,O,O
SZOLITJ,O,O,X,O,O,O
SZOLIJT,O,O,O,O,O,O
SZOLJTI,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O
SZOJTIL,O,O,O,X,O,O
SZOJTLI,O,O,O,O,O,O
SZOJITL,O,O,O,X,X,O
SZOJILT,O,O,O,X,O,O
SZOJLTI,O,O,O,O,O,O
SZOJLIT,O,O,O,O,O,O
SOTILJZ,X,X,O,O,O,O
SOTILZJ,O,O,X,O,O,O
SOTIJLZ,X,O,O,X,O,O
SOTIJZL,O,O,O,X,O,O
SOTIZLJ,O,O,X,O,O,O
SOTIZJL,O,O,X,X,O,X
SOTLIJZ,X,X,O,O,O,O
SOTLIZJ,O,O,X,O,O,O
SOTLJIZ,X,X,O,O,O,O
SOTLJZI,X,X,O,O,O,O
SOTLZIJ,O,O,X,O,O,O
SOTLZJI,O,O,O,O,O,O
SOTJILZ,X,O,O,O,O,O
SOTJIZL,O,O,O,X,O,O
SOTJLIZ,X,O,O,O,O,O
SOTJLZI,X,O,O,O,O,O
SOTJZIL,O,O,O,X,O,O
SOTJZLI,O,O,O,O,O,O
SOTZILJ,O,O,X,O,O,O
SOTZIJL,O,O,X,X,O,X
SOTZLIJ,O,O,X,O,O,O
SOTZLJI,O,O,O,O,O,O
SOTZJIL,O,O,O,X,O,O
SOTZJLI,O,O,O,O,O,O
SOITLJZ,X,X,O,O,O,O
SOITLZJ,O,O,X,O,O,O
SOITJLZ,X,O,O,X,O,O
SOITJZL,O,O,O,X,O,O
SOITZLJ,O,O,X,O,O,O
SOITZJL,O,O,X,X,O,X
SOILTJZ,X,X,O,O,O,O
SOILTZJ,O,O,X,O,O,O
SOILJTZ,X,O,O,O,O,O
SOILJZT,X,O,O,O,O,O
SOILZTJ,O,O,X,O,O,O
SOILZJT,O,O,O,O,O,O
SOIJTLZ,O,O,O,X,O,O
SOIJTZL,O,O,O,X,O,O
SOIJLTZ,O,O,O,X,O,O
SOIJLZT,O,O,O,X,O,O
SOIJZTL,O,O,O,X,X,O
SOIJZLT,O,O,O,X,O,O
SOIZTLJ,O,O,X,O,O,O
SOIZTJL,O,O,X,X,O,X
SOIZLTJ,O,O,X,O,O,O
SOIZLJT,O,O,O,O,O,O
SOIZJTL,O,O,O,X,X,X
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,X,X,O,O,O,O
SOLTIZJ,O,O,X,O,O,O
SOLTJIZ,X,X,O,O,O,O
SOLTJZI,X,X,O,O,O,O
SOLTZIJ,O,O,X,O,O,O
SOLTZJI,O,O,O,O,O,O
SOLITJZ,X,X,O,O,O,O
SOLITZJ,O,O,X,O,O,O
SOLIJTZ,X,O,O,O,O,O
SOLIJZT,X,O,O,O,O,O
SOLIZTJ,O,O,X,O,O,O
SOLIZJT,O,O,O,O,O,O
SOLJTIZ,X,O,O,O,O,O
SOLJTZI,X,O,O,O,O,O
SOLJITZ,X,O,O,O,O,O
SOLJIZT,X,O,O,O,O,O
SOLJZTI,X,O,O,O,O,O
SOLJZIT,X,O,O,O,O,O
SOLZTIJ,O,O,X,O,O,O
SOLZTJI,O,O,O,O,O,O
SOLZITJ,O,O,X,O,O,O
SOLZIJT,O,O,O,O,O,O
SOLZJTI,O,O,O,O,O,O
SOLZJIT,O,O,O,O,O,O
SOJTILZ,O,O,O,O,O,O
SOJTIZL,O,O,O,X,O,O
SOJTLIZ,O,O,O,O,O,O
SOJTLZI,O,O,O,O,O,O
SOJTZIL,O,O,O,X,O,O
SOJTZLI,O,O,O,O,O,O
SOJITLZ,O,O,O,O,O,O
SOJITZL,O,O,O,X,O,O
SOJILTZ,O,O,O,O,O,O
SOJILZT,O,O,O,O,O,O
SOJIZTL,O,O,O,X,X,O
SOJIZLT,O,O,O,X,O,O
SOJLTIZ,O,O,O,O,O,O
SOJLTZI,O,O,O,O,O,O
SOJLITZ,O,O,O,O,O,O
SOJLIZT,O,O,O,O,O,O
SOJLZTI,O,O,O,O,O,O
SOJLZIT,O,O,O,O,O,O
SOJZTIL,O,O,O,X,O,O
SOJZTLI,O,O,O,O,O,O
SOJZITL,O,O,O,X,X,O
SOJZILT,O,O,O,X,O,O
SOJZLTI,O,O,O,O,O,O
SOJZLIT,O,O,O,O,O,O
SOZTILJ,O,O,X,O,O,O
SOZTIJL,O,O,X,X,O,X
SOZTLIJ,O,O,X,O,O,O
SOZTLJI,O,O,O,O,O,O
SOZTJIL,O,O,O,X,O,O
SOZTJLI,O,O,O,O,O,O
SOZITLJ,O,O,X,O,O,O
SOZITJL,O,O,X,X,O,X
SOZILTJ,O,O,X,O,O,O
SOZILJT,O,O,O,O,O,O
SOZIJTL,O,O,O,X,X,X
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,X,O,O,O
SOZLTJI,O,O,O,O,O,O
SOZLITJ,O,O,X,O,O,O
SOZLIJT,O,O,O,O,O,O
SOZLJTI,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,O
SOZJTIL,O,O,O,X,O,O
SOZJTLI,O,O,O,O,O,O
SOZJITL,O,O,O,X,X,O
SOZJILT,O,O,O,X,O,O
SOZJLTI,O,O,O,O,O,O
SOZJLIT,O,O,O,O,O,O
ZTILJSO,O,O,O,X,O,X
ZTILJOS,O,O,O,X,O,X
ZTILSJO,O,O,X,X,O,X
ZTILSOJ,O,O,X,X,O,X
ZTILOJS,O,O,X,X,X,X
ZTILOSJ,O,O,X,X,X,X
ZTIJLSO,O,O,O,X,O,O
ZTIJLOS,O,O,O,X,O,X
ZTIJSLO,O,O,O,X,O,O
ZTIJSOL,O,O,O,X,O,O
ZTIJOLS,O,O,O,X,O,X
ZTIJOSL,O,O,O,X,O,O
ZTISLJO,O,O,X,O,O,O
ZTISLOJ,O,O,X,O,O,O
ZTISJLO,O,O,X,X,O,X
ZTISJOL,O,O,X,X,O,X
ZTISOLJ,O,O,X,O,O,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,O,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X
ZTIOJLS,O,O,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,O,O,X,O,X,O
ZTIOSJL,O,O,X,X,X,X
ZTLIJSO,O,O,O,X,O,X
ZTLIJOS,O,O,O,X,O,X
ZTLISJO,O,O,X,O,O,X
ZTLISOJ,O,O,X,O,O,X
ZTLIOJS,O,O,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X
ZTLJISO,O,O,O,O,O,O
ZTLJIOS,O,O,O,X,O,X
ZTLJSIO,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O
ZTLJOIS,O,O,O,X,O,X
ZTLJOSI,O,O,O,X,O,X
ZTLSIJO,O,O,X,O,O,O
ZTLSIOJ,O,O,X,O,O,O
ZTLSJIO,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,X
ZTLSOIJ,O,O,X,O,O,O
ZTLSOJI,O,O,X,O,O,X
ZTLOIJS,O,O,X,X,X,X
ZTLOISJ,O,O,X,O,X,X
ZTLOJIS,O,O,O,O,O,X
ZTLOJSI,O,O,O,O,O,X
ZTLOSIJ,O,O,X,O,O,O
ZTLOSJI,O,O,X,O,O,O
ZTJILSO,O,O,O,O,O,O
ZTJILOS,O,O,O,X,O,X
ZTJISLO,O,O,O,X,O,O
ZTJISOL,O,O,O,X,O,O
ZTJIOLS,O,O,O,X,O,X
ZTJIOSL,O,O,O,X,O,O
ZTJLISO,O,O,O,O,O,O
ZTJLIOS,O,O,O,X,O,X
ZTJLSIO,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O
ZTJLOIS,O,O,O,X,O,X
ZTJLOSI,O,O,O,X,O,X
ZTJSILO,O,O,O,X,O,O
ZTJSIOL,O,O,O,X,O,O
ZTJSLIO,O,O,O,O,O,O
ZTJSLOI,O,O,O,O,O,O
ZTJSOIL,O,O,O,X,O,O
ZTJSOLI,O,O,O,O,O,O
ZTJOILS,O,O,O,X,O,X
ZTJOISL,O,O,O,X,O,O
ZTJOLIS,O,O,O,X,O,X
ZTJOLSI,O,O,O,X,O,X
ZTJOSIL,O,O,O,X,O,O
ZTJOSLI,O,O,O,O,O,O
ZTSILJO,O,O,X,O,O,O
ZTSILOJ,O,O,X,O,O,O
ZTSIJLO,O,O,X,X,O,X
ZTSIJOL,O,O,X,X,O,X
ZTSIOLJ,O,O,X,O,O,X
ZTSIOJL,O,O,X,X,O,X
ZTSLIJO,O,O,X,O,O,O
ZTSLIOJ,O,O,X,O,O,O
ZTSLJIO,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O
ZTSLOIJ,O,O,X,O,O,O
ZTSLOJI,O,O,X,O,O,O
ZTSJILO,O,O,O,X,O,O
ZTSJIOL,O,O,O,X,O,O
ZTSJLIO,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O
ZTSJOIL,O,O,O,X,O,O
ZTSJOLI,O,O,O,O,O,O
ZTSOILJ,O,O,X,O,O,O
ZTSOIJL,O,O,X,X,O,X
ZTSOLIJ,O,O,X,O,O,O
ZTSOLJI,O,O,X,O,O,O
ZTSOJIL,O,O,X,X,O,O
ZTSOJLI,O,O,X,O,O,O
ZTOILJS,O,O,O,X,O,X
ZTOILSJ,O,O,X,X,O,X
ZTOIJLS,O,O,O,X,O,X
ZTOIJSL,O,O,O,X,O,X
ZTOISLJ,O,O,X,O,O,O
ZTOISJL,O,O,X,X,O,X
ZTOLIJS,O,O,O,X,O,X
ZTOLISJ,O,O,X,O,O,X
ZTOLJIS,O,O,O,O,O,X
ZTOLJSI,O,O,O,O,O,X
ZTOLSIJ,O,O,X,O,O,O
ZTOLSJI,O,O,O,O,O,O
ZTOJILS,O,O,O,O,O,O
ZTOJISL,O,O,O,X,O,O
ZTOJLIS,O,O,O,O,O,O
ZTOJLSI,O,O,O,O,O,O
ZTOJSIL,O,O,O,X,O,O
ZTOJSLI,O,O,O,O,O,O
ZTOSILJ,O,O,X,O,O,O
ZTOSIJL,O,O,X,X,O,X
ZTOSLIJ,O,O,X,O,O,O
ZTOSLJI,O,O,O,O,O,O
ZTOSJIL,O,O,O,X,O,O
ZTOSJLI,O,O,O,O,O,O
ZITLJSO,O,O,O,X,O,X
ZITLJOS,O,O,O,X,O,X
ZITLSJO,O,O,X,X,O,X
ZITLSOJ,O,O,X,X,O,X
ZITLOJS,O,O,X,X,X,X
ZITLOSJ,O,O,X,X,X,X
ZITJLSO,O,O,O,X,O,O
ZITJLOS,O,O,O,X,O,X
ZITJSLO,O,O,O,X,O,O
ZITJSOL,O,O,O,X,O,O
ZITJOLS,O,O,O,X,O,X
ZITJOSL,O,O,O,X,O,O
ZITSLJO,O,O,X,O,O,O
ZITSLOJ,O,O,X,O,O,O
ZITSJLO,O,O,X,X,O,X
ZITSJOL,O,O,X,X,O,X
ZITSOLJ,O,O,X,O,O,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,O,X,X,X,X
ZITOLSJ,O,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,O,O,X,O,X,O
ZITOSJL,O,O,X,X,X,X
ZILTJSO,O,O,X,X,O,X
ZILTJOS,O,O,X,X,O,X
ZILTSJO,O,O,X,X,O,X
ZILTSOJ,O,O,X,X,O,X
ZILTOJS,O,O,X,X,X,X
ZILTOSJ,O,O,X,X,X,X
ZILJTSO,O,O,X,X,X,X
ZILJTOS,O,O,X,X,X,X
ZILJSTO,O,O,X,X,X,X
ZILJSOT,O,O,X,X,X,X
ZILJOTS,O,O,X,X,X,X
ZILJOST,O,O,X,X,X,X
ZILSTJO,O,O,X,X,O,X
ZILSTOJ,O,O,X,X,O,X
ZILSJTO,O,O,X,X,O,X
ZILSJOT,O,O,X,X,X,X
ZILSOTJ,O,O,X,X,O,X
ZILSOJT,O,O,X,X,X,X
ZILOTJS,O,O,X,X,X,X
ZILOTSJ,O,O,X,X,X,X
ZILOJTS,O,O,X,X,X,X
ZILOJST,O,O,X,X,X,X
ZILOSTJ,O,O,X,X,X,X
ZILOSJT,O,O,X,X,X,X
ZIJTLSO,O,O,O,X,X,O
ZIJTLOS,O,O,O,X,X,X
ZIJTSLO,O,O,O,X,X,O
ZIJTSOL,O,O,O,X,X,O
ZIJTOLS,O,O,O,X,X,X
ZIJTOSL,O,O,O,X,X,O
ZIJLTSO,O,O,O,X,X,O
ZIJLTOS,O,O,O,X,X,X
ZIJLSTO,O,O,O,X,X,X
ZIJLSOT,O,O,O,X,X,X
ZIJLOTS,O,O,O,X,X,X
ZIJLOST,O,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,O
ZIJSTOL,O,O,O,X,X,O
ZIJSLTO,O,O,O,X,X,O
ZIJSLOT,O,O,O,X,X,O
ZIJSOTL,O,O,O,X,X,O
ZIJSOLT,O,O,O,X,X,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,O,O,X,X,O
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,O,O,X,X,X
ZIJOSTL,O,O,O,X,X,X
ZIJOSLT,O,O,O,X,X,X
ZISTLJO,O,O,X,O,O,O
ZISTLOJ,O,O,X,O,O,O
ZISTJLO,O,O,X,X,O,X
ZISTJOL,O,O,X,X,O,X
ZISTOLJ,O,O,X,O,O,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,O,O,X,O,O,O
ZISLTOJ,O,O,X,O,O,O
ZISLJTO,O,O,X,O,O,O
ZISLJOT,O,O,X,O,X,X
ZISLOTJ,O,O,X,O,O,O
ZISLOJT,O,O,X,O,X,X
ZISJTLO,O,O,X,X,X,X
ZISJTOL,O,O,X,X,X,X
ZISJLTO,O,O,X,X,O,X
ZISJLOT,O,O,X,X,X,X
ZISJOTL,O,O,X,X,X,X
ZISJOLT,O,O,X,X,X,X
ZISOTLJ,O,O,X,O,X,X
ZISOTJL,O,O,X,X,X,X
ZISOLTJ,O,O,X,O,O,X
ZISOLJT,O,O,X,O,X,X
ZISOJTL,O,O,X,X,X,X
ZISOJLT,O,O,X,X,X,X
ZIOTLJS,O,O,O,X,X,X
ZIOTLSJ,O,O,X,X,X,X
ZIOTJLS,O,O,O,X,X,X
ZIOTJSL,O,O,O,X,X,X
ZIOTSLJ,O,O,X,O,X,O
ZIOTSJL,O,O,X,X,X,X
ZIOLTJS,O,O,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X
ZIOLJTS,O,O,O,X,X,X
ZIOLJST,O,O,O,X,X,X
ZIOLSTJ,O,O,X,X,X,X
ZIOLSJT,O,O,X,X,X,X
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,O,O,O,X,X,X
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,O,O,O,X,X,X
ZIOJSTL,O,O,O,X,X,X
ZIOJSLT,O,O,O,X,X,X
ZIOSTLJ,O,O,X,O,X,O
ZIOSTJL,O,O,X,X,X,X
ZIOSLTJ,O,O,X,O,X,O
ZIOSLJT,O,O,X,O,X,O
ZIOSJTL,O,O,X,X,X,X
ZIOSJLT,O,O,X,X,X,X
ZLTIJSO,O,O,O,X,O,X
ZLTIJOS,O,O,O,X,O,X
ZLTISJO,O,O,X,O,O,X
ZLTISOJ,O,O,X,O,O,X
ZLTIOJS,O,O,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X
ZLTJISO,O,O,O,O,O,O
ZLTJIOS,O,O,O,X,O,X
ZLTJSIO,O,O,O,O,O,O
ZLTJSOI,O,O,O,O,O,O
ZLTJOIS,O,O,O,X,O,X
ZLTJOSI,O,O,O,X,O,X
ZLTSIJO,O,O,X,O,O,O
ZLTSIOJ,O,O,X,O,O,O
ZLTSJIO,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,X
ZLTSOIJ,O,O,X,O,O,O
ZLTSOJI,O,O,X,O,O,X
ZLTOIJS,O,O,X,X,X,X
ZLTOISJ,O,O,X,O,X,X
ZLTOJIS,O,O,O,O,O,X
ZLTOJSI,O,O,O,O,O,X
ZLTOSIJ,O,O,X,O,O,O
ZLTOSJI,O,O,X,O,O,O
ZLITJSO,O,O,X,X,O,X
ZLITJOS,O,O,X,X,O,X
ZLITSJO,O,O,X,O,O,X
ZLITSOJ,O,O,X,O,O,X
ZLITOJS,O,O,X,X,X,X
ZLITOSJ,O,O,X,X,X,X
ZLIJTSO,O,O,X,X,X,X
ZLIJTOS,O,O,X,X,X,X
ZLIJSTO,O,O,X,X,X,X
ZLIJSOT,O,O,X,X,X,X
ZLIJOTS,O,O,X,X,X,X
ZLIJOST,O,O,X,X,X,X
ZLISTJO,O,O,X,O,O,X
ZLISTOJ,O,O,X,O,O,X
ZLISJTO,O,O,X,O,O,X
ZLISJOT,O,O,X,X,X,X
ZLISOTJ,O,O,X,O,O,X
ZLISOJT,O,O,X,X,X,X
ZLIOTJS,O,O,X,X,X,X
ZLIOTSJ,O,O,X,X,X,X
ZLIOJTS,O,O,X,X,X,X
ZLIOJST,O,O,X,X,X,X
ZLIOSTJ,O,O,X,X,X,X
ZLIOSJT,O,O,X,X,X,X
ZLJTISO,O,O,O,O,O,O
ZLJTIOS,O,O,O,X,O,X
ZLJTSIO,O,O,O,O,O,O
ZLJTSOI,O,O,O,O,O,O
ZLJTOIS,O,O,O,X,O,X
ZLJTOSI,O,O,O,X,O,X
ZLJITSO,O,O,O,O,X,O
ZLJITOS,O,O,O,X,X,X
ZLJISTO,O,O,O,O,X,X
ZLJISOT,O,O,O,O,X,X
ZLJIOTS,O,O,O,X,X,X
ZLJIOST,O,O,O,X,X,X
ZLJSTIO,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O
ZLJSITO,O,O,O,O,O,O
ZLJSIOT,O,O,O,O,X,O
ZLJSOTI,O,O,O,O,X,O
ZLJSOIT,O,O,O,O,X,O
ZLJOTIS,O,O,O,X,X,X
ZLJOTSI,O,O,O,X,X,X
ZLJOITS,O,O,O,X,X,X
ZLJOIST,O,O,O,X,X,X
ZLJOSTI,O,O,O,X,X,X
ZLJOSIT,O,O,O,X,X,X
ZLSTIJO,O,O,X,O,O,O
ZLSTIOJ,O,O,X,O,O,O
ZLSTJIO,O,O,X,O,O,O
ZLSTJOI,O,O,X,O,O,X
ZLSTOIJ,O,O,X,O,O,O
ZLSTOJI,O,O,X,O,O,X
ZLSITJO,O,O,X,O,O,O
ZLSITOJ,O,O,X,O,O,O
ZLSIJTO,O,O,X,O,O,O
ZLSIJOT,O,O,X,O,X,X
ZLSIOTJ,O,O,X,O,O,O
ZLSIOJT,O,O,X,O,X,X
ZLSJTIO,O,O,X,O,O,O
ZLSJTOI,O,O,X,O,O,X
ZLSJITO,O,O,X,O,O,O
ZLSJIOT,O,O,X,O,X,X
ZLSJOTI,O,O,X,O,X,X
ZLSJOIT,O,O,X,O,X,X
ZLSOTIJ,O,O,X,O,O,O
ZLSOTJI,O,O,X,O,O,X
ZLSOITJ,O,O,X,O,O,O
ZLSOIJT,O,O,X,O,X,X
ZLSOJTI,O,O,X,O,X,X
ZLSOJIT,O,O,X,O,X,X
ZLOTIJS,O,O,O,X,X,X
ZLOTISJ,O,O,X,O,X,X
ZLOTJIS,O,O,O,O,O,X
ZLOTJSI,O,O,O,O,O,X
ZLOTSIJ,O,O,X,O,O,O
ZLOTSJI,O,O,O,O,O,O
ZLOITJS,O,O,X,X,X,X
ZLOITSJ,O,O,X,O,X,X
ZLOIJTS,O,O,O,X,X,X
ZLOIJST,O,O,O,X,X,X
ZLOISTJ,O,O,X,O,X,X
ZLOISJT,O,O,X,O,X,X
ZLOJTIS,O,O,O,O,X,X
ZLOJTSI,O,O,O,O,X,X
ZLOJITS,O,O,O,O,X,X
ZLOJIST,O,O,O,O,X,X
ZLOJSTI,O,O,O,O,X,X
ZLOJSIT,O,O,O,O,X,X
ZLOSTIJ,O,O,X,O,O,O
ZLOSTJI,O,O,X,O,O,O
ZLOSITJ,O,O,X,O,O,O
ZLOSIJT,O,O,X,O,X,O
ZLOSJTI,O,O,O,O,X,O
ZLOSJIT,O,O,O,O,X,O
ZJTILSO,O,O,O,O,O,O
ZJTILOS,O,O,O,X,O,X
ZJTISLO,O,O,O,X,O,O
ZJTISOL,O,O,O,X,O,O
ZJTIOLS,O,O,O,X,O,X
ZJTIOSL,O,O,O,X,O,O
ZJTLISO,O,O,O,O,O,O
ZJTLIOS,O,O,O,X,O,X
ZJTLSIO,O,O,O,O,O,O
ZJTLSOI,O,O,O,O,O,O
ZJTLOIS,O,O,O,X,O,X
ZJTLOSI,O,O,O,X,O,X
ZJTSILO,O,O,O,X,O,O
ZJTSIOL,O,O,O,X,O,O
ZJTSLIO,O,O,O,O,O,O
ZJTSLOI,O,O,O,O,O,O
ZJTSOIL,O,O,O,X,O,O
ZJTSOLI,O,O,O,O,O,O
ZJTOILS,O,O,O,X,O,X
ZJTOISL,O,O,O,X,O,O
ZJTOLIS,O,O,O,X,O,X
ZJTOLSI,O,O,O,X,O,X
ZJTOSIL,O,O,O,X,O,O
ZJTOSLI,O,O,O,O,O,O
ZJITLSO,O,O,O,O,X,O
ZJITLOS,O,O,O,X,X,X
ZJITSLO,O,O,O,X,X,O
ZJITSOL,O,O,O,X,X,O
ZJITOLS,O,O,O,X,X,X
ZJITOSL,O,O,O,X,X,O
ZJILTSO,O,O,O,O,X,O
ZJILTOS,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,X
ZJILSOT,O,O,O,O,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,O,O,O,X,X,X
ZJISTLO,O,O,O,X,X,O
ZJISTOL,O,O,O,X,X,O
ZJISLTO,O,O,O,X,X,O
ZJISLOT,O,O,O,X,X,O
ZJISOTL,O,O,O,X,X,O
ZJISOLT,O,O,O,X,X,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,O,O,X,X,O
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,O,O,X,X,X
ZJIOSTL,O,O,O,X,X,X
ZJIOSLT,O,O,O,X,X,X
ZJLTISO,O,O,O,O,O,O
ZJLTIOS,O,O,O,X,O,X
ZJLTSIO,O,O,O,O,O,O
ZJLTSOI,O,O,O,O,O,O
ZJLTOIS,O,O,O,X,O,X
ZJLTOSI,O,O,O,X,O,X
ZJLITSO,O,O,O,O,X,O
ZJLITOS,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,X
ZJLISOT,O,O,O,O,X,X
ZJLIOTS,O,O,O,X,X,X
ZJLIOST,O,O,O,X,X,X
ZJLSTIO,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O
ZJLSITO,O,O,O,O,O,O
ZJLSIOT,O,O,O,O,X,O
ZJLSOTI,O,O,O,O,X,O
ZJLSOIT,O,O,O,O,X,O
ZJLOTIS,O,O,O,X,X,X
ZJLOTSI,O,O,O,X,X,X
ZJLOITS,O,O,O,X,X,X
ZJLOIST,O,O,O,X,X,X
ZJLOSTI,O,O,O,X,X,X
ZJLOSIT,O,O,O,X,X,X
ZJSTILO,O,O,O,X,O,O
ZJSTIOL,O,O,O,X,O,O
ZJSTLIO,O,O,O,O,O,O
ZJSTLOI,O,O,O,O,O,O
ZJSTOIL,O,O,O,X,O,O
ZJSTOLI,O,O,O,O,O,O
ZJSITLO,O,O,O,X,X,O
ZJSITOL,O,O,O,X,X,O
ZJSILTO,O,O,O,X,O,O
ZJSILOT,O,O,O,X,X,O
ZJSIOTL,O,O,O,X,X,O
ZJSIOLT,O,O,O,X,X,X
ZJSLTIO,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,O,O,O,O,O
ZJSLIOT,O,O,O,O,X,O
ZJSLOTI,O,O,O,O,X,O
ZJSLOIT,O,O,O,O,X,O
ZJSOTIL,O,O,O,X,X,O
ZJSOTLI,O,O,O,O,X,O
ZJSOITL,O,O,O,X,X,O
ZJSOILT,O,O,O,X,X,X
ZJSOLTI,O,O,O,O,X,O
ZJSOLIT,O,O,O,O,X,O
ZJOTILS,O,O,O,X,X,X
ZJOTISL,O,O,O,X,X,O
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,O,O,X,X,X
ZJOTSIL,O,O,O,X,X,O
ZJOTSLI,O,O,O,O,X,O
ZJOITLS,O,O,O,X,X,X
