sequence,v115@RhD8FeE8BeC8Jei/IvhF8mBziB+oBRlBFmBXsB,v115@RhD8FeE8BeC8Jei/IvhFXiB8nB+oBRlBFmBzrB,v115@RhD8FeE8BeC8JeT/IvhFigBRmBGoBFnBXoB0rB,v115@RhD8FeE8BeC8JeT/IvhFxgBfoB6oBmlBFsB8rB,v115@RhD8FeE8BeC8Jei/IvhFzhBRlBFoBUmBGoBXsB,v115@RhD8FeE8BeC8JeT/IvhFXjBxlB8rBStBmlBFsB
OJSLIZT,O,O,O,X,X,X
OJSLZTI,O,O,X,O,X,X
OJSLZIT,O,O,O,X,X,X
OJSZTIL,O,O,X,X,X,X
OJSZTLI,O,O,X,O,X,X
OJSZITL,O,O,X,X,X,X
OJSZILT,O,O,O,X,X,X
OJSZLTI,O,O,X,O,X,X
OJSZLIT,O,O,O,X,X,X
OJZTILS,X,O,O,X,X,X
OJZTISL,X,O,X,X,X,X
OJZTLIS,X,O,O,X,X,X
OJZTLSI,X,O,X,X,X,X
OJZTSIL,X,O,X,X,X,X
OJZTSLI,X,O,X,O,X,X
OJZITLS,X,O,O,X,X,X
OJZITSL,X,O,X,X,X,X
OJZILTS,X,O,O,X,X,X
OJZILST,O,O,O,X,X,O
OJZISTL,O,O,X,X,X,X
OJZISLT,O,O,O,X,X,X
OJZLTIS,X,O,O,X,X,X
OJZLTSI,X,O,X,X,X,X
OJZLITS,X,O,O,X,X,X
OJZLIST,O,O,O,X,X,O
OJZLSTI,O,O,X,O,X,X
OJZLSIT,O,O,O,X,X,O
OJZSTIL,O,O,X,X,X,X
OJZSTLI,O,O,X,O,X,X
OJZSITL,O,O,X,X,X,X
OJZSILT,O,O,O,X,X,X
OJZSLTI,O,O,X,O,X,X
OJZSLIT,O,O,O,X,X,X
OSTILJZ,X,X,X,O,O,X
OSTILZJ,X,X,X,X,O,X
OSTIJLZ,X,X,X,O,O,X
OSTIJZL,X,X,X,X,X,X
OSTIZLJ,X,X,X,X,O,X
OSTIZJL,X,X,X,X,X,X
OSTLIJZ,X,X,X,O,O,X
OSTLIZJ,X,X,X,X,O,X
OSTLJIZ,X,X,X,O,O,X
OSTLJZI,X,X,X,O,X,X
OSTLZIJ,X,X,X,X,O,X
OSTLZJI,X,X,X,O,X,X
OSTJILZ,X,X,X,O,O,X
OSTJIZL,X,X,X,X,X,X
OSTJLIZ,X,X,X,O,O,X
OSTJLZI,X,X,X,O,X,X
OSTJZIL,X,X,X,X,X,X
OSTJZLI,X,X,X,O,X,X
OSTZILJ,X,X,X,X,O,X
OSTZIJL,X,X,X,X,X,X
OSTZLIJ,X,X,X,X,O,X
OSTZLJI,X,X,X,O,X,X
OSTZJIL,X,X,X,X,X,X
OSTZJLI,X,X,X,O,X,X
OSITLJZ,X,X,X,O,O,X
OSITLZJ,X,X,X,X,O,X
OSITJLZ,X,X,X,O,O,X
OSITJZL,X,X,X,X,X,X
OSITZLJ,X,X,X,X,O,X
OSITZJL,X,X,X,X,X,X
OSILTJZ,X,X,X,O,O,X
OSILTZJ,X,X,X,X,O,X
OSILJTZ,O,X,O,O,O,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,X,X,X,X,O,X
OSILZJT,O,X,X,X,X,X
OSIJTLZ,O,X,X,O,O,X
OSIJTZL,O,X,X,X,X,X
OSIJLTZ,O,X,O,O,O,X
OSIJLZT,O,O,O,X,X,X
OSIJZTL,O,O,X,X,X,X
OSIJZLT,O,O,X,X,X,X
OSIZTLJ,X,X,X,X,O,X
OSIZTJL,X,X,X,X,X,X
OSIZLTJ,X,X,X,X,O,O
OSIZLJT,O,X,X,X,X,O
OSIZJTL,O,X,X,X,X,X
OSIZJLT,O,X,X,X,X,X
OSLTIJZ,X,X,X,O,O,X
OSLTIZJ,X,X,X,X,O,X
OSLTJIZ,X,X,X,O,O,X
OSLTJZI,X,X,X,O,X,X
OSLTZIJ,X,X,X,X,O,O
OSLTZJI,X,X,X,O,X,X
OSLITJZ,X,X,X,O,O,X
OSLITZJ,X,X,X,X,O,X
OSLIJTZ,O,X,O,O,O,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,X,X,X,X,O,O
OSLIZJT,O,X,X,X,X,O
OSLJTIZ,O,X,X,O,O,X
OSLJTZI,O,X,X,O,X,X
OSLJITZ,O,X,O,O,O,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,X,O,X,X
OSLJZIT,O,O,O,X,X,O
OSLZTIJ,X,X,X,X,O,O
OSLZTJI,X,X,X,O,X,X
OSLZITJ,X,X,X,X,O,O
OSLZIJT,O,X,O,X,X,O
OSLZJTI,O,X,X,O,X,X
OSLZJIT,O,X,O,X,X,O
OSJTILZ,O,X,X,O,O,X
OSJTIZL,O,X,X,X,X,X
OSJTLIZ,O,X,X,O,O,X
OSJTLZI,O,X,X,O,X,X
OSJTZIL,O,X,X,X,X,X
OSJTZLI,O,X,X,O,X,X
OSJITLZ,O,X,X,O,O,X
OSJITZL,O,X,X,X,X,X
OSJILTZ,O,X,O,O,O,X
OSJILZT,O,O,O,X,X,X
OSJIZTL,O,O,X,X,X,X
OSJIZLT,O,O,X,X,X,X
OSJLTIZ,O,X,X,O,O,X
OSJLTZI,O,X,X,O,X,X
OSJLITZ,O,X,O,O,O,X
OSJLIZT,O,O,O,X,X,X
OSJLZTI,O,O,X,O,X,X
OSJLZIT,O,O,O,X,X,X
OSJZTIL,O,O,X,X,X,X
OSJZTLI,O,O,X,O,X,X
OSJZITL,O,O,X,X,X,X
OSJZILT,O,O,O,X,X,X
OSJZLTI,O,O,X,O,X,X
OSJZLIT,O,O,O,X,X,X
OSZTILJ,X,X,X,X,O,X
OSZTIJL,X,X,X,X,X,X
OSZTLIJ,X,X,X,X,O,X
OSZTLJI,X,X,X,O,X,X
OSZTJIL,X,X,X,X,X,X
OSZTJLI,X,X,X,O,X,X
OSZITLJ,X,X,X,X,O,X
OSZITJL,X,X,X,X,X,X
OSZILTJ,X,X,X,X,O,O
OSZILJT,O,X,O,X,X,O
OSZIJTL,O,X,X,X,X,X
OSZIJLT,O,X,O,X,X,X
OSZLTIJ,X,X,X,X,O,O
OSZLTJI,X,X,X,O,X,X
OSZLITJ,X,X,X,X,O,O
OSZLIJT,O,X,O,X,X,O
OSZLJTI,O,X,X,O,X,X
OSZLJIT,O,X,O,X,X,O
OSZJTIL,O,X,X,X,X,X
OSZJTLI,O,X,X,O,X,X
OSZJITL,O,X,X,X,X,X
OSZJILT,O,X,O,X,X,X
OSZJLTI,O,X,X,O,X,X
OSZJLIT,O,X,O,X,X,X
OZTILJS,X,X,O,X,X,X
OZTILSJ,X,X,X,X,X,O
OZTIJLS,X,X,O,X,X,X
OZTIJSL,X,X,X,X,X,X
OZTISLJ,X,X,X,X,X,X
OZTISJL,X,X,X,X,X,X
OZTLIJS,X,X,O,X,X,X
OZTLISJ,X,X,X,X,X,O
OZTLJIS,X,X,O,X,X,X
OZTLJSI,X,X,X,X,X,X
OZTLSIJ,X,X,X,X,X,O
OZTLSJI,X,X,X,X,X,X
OZTJILS,X,X,O,X,X,X
OZTJISL,X,X,X,X,X,X
OZTJLIS,X,X,O,X,X,X
OZTJLSI,X,X,X,X,X,X
OZTJSIL,X,X,X,X,X,X
OZTJSLI,X,X,X,O,X,X
OZTSILJ,X,X,X,X,X,X
OZTSIJL,X,X,X,X,X,X
OZTSLIJ,X,X,X,X,X,X
OZTSLJI,X,X,X,O,X,X
OZTSJIL,X,X,X,X,X,X
OZTSJLI,X,X,X,O,X,X
OZITLJS,X,X,O,X,X,X
OZITLSJ,X,X,X,X,X,O
OZITJLS,X,X,O,X,X,X
OZITJSL,X,X,X,X,X,X
OZITSLJ,X,X,X,X,X,X
OZITSJL,X,X,X,X,X,X
OZILTJS,X,X,O,X,X,X
OZILTSJ,X,X,X,X,X,O
OZILJTS,X,O,O,X,X,X
OZILJST,X,O,O,X,X,O
OZILSTJ,X,X,X,X,X,O
OZILSJT,X,X,O,X,X,O
OZIJTLS,X,O,O,X,X,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,X,O,O,X,X,X
OZIJLST,X,O,O,X,X,O
OZIJSTL,X,O,X,X,X,X
OZIJSLT,X,O,O,X,X,X
OZISTLJ,X,X,X,X,X,X
OZISTJL,X,X,X,X,X,X
OZISLTJ,X,X,X,X,X,O
OZISLJT,X,X,O,X,X,O
OZISJTL,X,X,X,X,X,X
OZISJLT,X,X,O,X,X,X
OZLTIJS,X,X,O,X,X,X
OZLTISJ,X,X,X,X,X,O
OZLTJIS,X,X,O,X,X,X
OZLTJSI,X,X,X,X,X,X
OZLTSIJ,X,X,X,X,X,O
OZLTSJI,X,X,X,X,X,X
OZLITJS,X,X,O,X,X,X
OZLITSJ,X,X,X,X,X,O
OZLIJTS,X,O,O,X,X,X
OZLIJST,X,O,O,X,X,O
OZLISTJ,X,X,X,X,X,O
OZLISJT,X,X,O,X,X,O
OZLJTIS,X,O,O,X,X,X
OZLJTSI,X,O,X,X,X,X
OZLJITS,X,O,O,X,X,X
OZLJIST,X,O,O,X,X,O
OZLJSTI,X,O,X,O,X,X
OZLJSIT,X,O,O,X,X,O
OZLSTIJ,X,X,X,X,X,O
OZLSTJI,X,X,X,O,X,X
OZLSITJ,X,X,X,X,X,O
OZLSIJT,X,X,O,X,X,O
OZLSJTI,X,X,X,O,X,X
OZLSJIT,X,X,O,X,X,O
OZJTILS,X,O,O,X,X,X
OZJTISL,X,O,X,X,X,X
OZJTLIS,X,O,O,X,X,X
OZJTLSI,X,O,X,X,X,X
OZJTSIL,X,O,X,X,X,X
OZJTSLI,X,O,X,O,X,X
OZJITLS,X,O,O,X,X,X
OZJITSL,X,O,X,X,X,X
OZJILTS,X,O,O,X,X,X
OZJILST,X,O,O,X,X,O
OZJISTL,X,O,X,X,X,X
OZJISLT,X,O,O,X,X,X
OZJLTIS,X,O,O,X,X,X
OZJLTSI,X,O,X,X,X,X
OZJLITS,X,O,O,X,X,X
OZJLIST,X,O,O,X,X,O
OZJLSTI,X,O,X,O,X,X
OZJLSIT,X,O,O,X,X,O
OZJSTIL,X,O,X,X,X,X
OZJSTLI,X,O,X,O,X,X
OZJSITL,X,O,X,X,X,X
OZJSILT,X,O,O,X,X,X
OZJSLTI,X,O,X,O,X,X
OZJSLIT,X,O,O,X,X,X
OZSTILJ,X,X,X,X,X,X
OZSTIJL,X,X,X,X,X,X
OZSTLIJ,X,X,X,X,X,X
OZSTLJI,X,X,X,O,X,X
OZSTJIL,X,X,X,X,X,X
OZSTJLI,X,X,X,O,X,X
OZSITLJ,X,X,X,X,X,X
OZSITJL,X,X,X,X,X,X
OZSILTJ,X,X,X,X,X,O
OZSILJT,X,X,O,X,X,O
OZSIJTL,X,X,X,X,X,X
OZSIJLT,X,X,O,X,X,X
OZSLTIJ,X,X,X,X,X,O
OZSLTJI,X,X,X,O,X,X
OZSLITJ,X,X,X,X,X,O
OZSLIJT,X,X,O,X,X,O
OZSLJTI,X,X,X,O,X,X
OZSLJIT,X,X,O,X,X,O
OZSJTIL,X,X,X,X,X,X
OZSJTLI,X,X,X,O,X,X
OZSJITL,X,X,X,X,X,X
OZSJILT,X,X,O,X,X,X
OZSJLTI,X,X,X,O,X,X
OZSJLIT,X,X,O,X,X,X
