sequence,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhFXhBxiBCnBTqB2w?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBxiBqsBTqBmr?B3rB,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhF6mBxiBzlB2vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeGAJvhFThBxiBKqBFrBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeaFJvhFzgB+mBxiB1vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFRhBXmB6sB2vBzr?BFtB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBTiBWsBiqBXt?BRwB,v115@9gA8IeB8FeD8FeD8GeA8JeRAJvhFOqBlmBcsBzqBCs?BXtB
JOIZSTL,O,O,X,X,X,X,X,O
JOIZSLT,O,X,X,X,X,O,X,X
JOLTISZ,O,O,O,O,X,X,X,X
JOLTIZS,O,O,O,O,X,X,X,X
JOLTSIZ,O,O,O,O,X,O,X,X
JOLTSZI,O,O,O,O,X,O,X,X
JOLTZIS,O,O,O,O,X,X,X,X
JOLTZSI,O,O,O,O,X,O,X,X
JOLITSZ,O,O,O,O,X,X,X,X
JOLITZS,O,O,O,O,X,X,X,X
JOLISTZ,O,O,O,O,X,O,X,X
JOLISZT,O,O,O,X,X,O,X,X
JOLIZTS,O,O,O,X,X,X,X,O
JOLIZST,O,O,X,X,X,O,X,X
JOLSTIZ,O,O,O,O,X,O,X,X
JOLSTZI,O,O,O,O,X,O,X,X
JOLSITZ,O,O,O,O,X,O,X,X
JOLSIZT,O,O,O,X,X,O,X,X
JOLSZTI,O,O,O,X,X,O,X,X
JOLSZIT,O,O,O,X,X,O,X,X
JOLZTIS,O,O,O,X,X,X,X,O
JOLZTSI,O,O,O,X,X,O,X,O
JOLZITS,O,O,O,X,X,X,X,O
JOLZIST,O,O,X,X,X,O,X,X
JOLZSTI,O,O,O,X,X,O,X,X
JOLZSIT,O,O,O,X,X,O,X,X
JOSTILZ,O,X,O,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,O,X,X
JOSTLZI,O,O,O,X,X,O,X,X
JOSTZIL,O,O,O,X,X,X,X,X
JOSTZLI,O,O,O,X,X,O,X,X
JOSITLZ,O,X,O,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X
JOSILTZ,O,X,O,O,X,O,X,X
JOSILZT,O,X,O,X,X,O,X,X
JOSIZTL,O,O,O,X,X,X,X,O
JOSIZLT,X,X,O,X,X,O,X,X
JOSLTIZ,O,O,O,X,X,O,X,X
JOSLTZI,O,O,O,X,X,O,X,X
JOSLITZ,O,O,O,X,X,O,X,X
JOSLIZT,O,O,O,X,X,O,X,X
JOSLZTI,O,O,O,X,X,O,X,X
JOSLZIT,O,O,O,X,X,O,X,X
JOSZTIL,O,O,O,X,X,X,X,O
JOSZTLI,O,O,O,X,X,O,X,O
JOSZITL,O,O,O,X,X,X,X,O
JOSZILT,X,X,O,X,X,O,X,X
JOSZLTI,O,O,O,X,X,O,X,X
JOSZLIT,O,O,O,X,X,O,X,X
JOZTILS,O,O,O,X,X,X,X,O
JOZTISL,O,O,X,X,X,X,X,O
JOZTLIS,O,O,O,X,X,X,X,O
JOZTLSI,O,O,O,X,X,O,X,O
JOZTSIL,O,O,O,X,X,X,X,O
JOZTSLI,O,O,O,X,X,O,X,O
JOZITLS,O,O,O,X,X,X,X,O
JOZITSL,O,O,X,X,X,X,X,O
JOZILTS,O,O,O,X,X,X,X,O
JOZILST,O,O,X,X,X,O,X,X
JOZISTL,O,O,X,X,X,X,X,O
JOZISLT,O,X,X,X,X,O,X,X
JOZLTIS,O,O,O,X,X,X,X,O
JOZLTSI,O,O,O,X,X,O,X,O
JOZLITS,O,O,O,X,X,X,X,O
JOZLIST,O,O,X,X,X,O,X,X
JOZLSTI,O,O,O,X,X,O,X,X
JOZLSIT,O,O,O,X,X,O,X,X
JOZSTIL,O,O,O,X,X,X,X,O
JOZSTLI,O,O,O,X,X,O,X,O
JOZSITL,O,O,O,X,X,X,X,O
JOZSILT,O,X,O,X,X,O,X,X
JOZSLTI,O,O,O,X,X,O,X,X
JOZSLIT,O,O,O,X,X,O,X,X
STILJZO,X,X,O,O,O,X,X,X
STILJOZ,X,X,O,O,O,X,X,X
STILZJO,X,X,O,O,O,X,X,X
STILZOJ,X,X,X,O,X,X,X,X
STILOJZ,X,X,O,O,O,X,X,X
STILOZJ,X,X,X,O,X,X,X,X
STIJLZO,O,X,O,O,O,X,X,X
STIJLOZ,O,X,O,O,O,X,X,X
STIJZLO,O,X,O,X,O,X,X,X
STIJZOL,X,X,O,X,O,X,X,X
STIJOLZ,O,X,O,X,O,X,X,X
STIJOZL,X,X,O,X,O,X,X,X
STIZLJO,O,X,O,X,O,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,O,X,X,X
STIZJOL,O,X,O,X,O,X,X,X
STIZOLJ,O,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,O,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,O,X,X,X
STIOJZL,O,X,O,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X
STLIJZO,X,X,O,O,O,X,X,X
STLIJOZ,X,X,O,O,O,X,X,X
STLIZJO,X,X,O,O,O,X,X,X
STLIZOJ,X,X,X,O,X,X,X,X
STLIOJZ,X,X,O,O,O,X,X,X
STLIOZJ,X,X,X,O,X,X,X,X
STLJIZO,X,X,O,O,O,X,X,X
STLJIOZ,X,X,O,O,O,X,X,X
STLJZIO,X,X,O,O,O,X,X,X
STLJZOI,X,X,X,O,O,X,X,X
STLJOIZ,X,X,O,O,O,X,X,X
STLJOZI,X,X,O,O,O,X,X,X
STLZIJO,X,X,O,O,O,X,X,X
STLZIOJ,X,X,X,O,X,X,X,X
STLZJIO,X,X,X,O,O,X,X,X
STLZJOI,X,X,X,O,O,X,X,X
STLZOIJ,X,X,X,O,X,X,X,X
STLZOJI,X,X,X,O,O,X,X,X
STLOIJZ,X,X,O,O,O,X,X,X
STLOIZJ,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,O,O,X,X,X
STLOJZI,X,X,X,O,O,X,X,X
STLOZIJ,X,X,X,O,X,X,X,X
STLOZJI,X,X,X,O,O,X,X,X
STJILZO,O,X,O,O,O,X,X,X
STJILOZ,O,X,O,O,O,X,X,X
STJIZLO,O,X,O,X,O,X,X,X
STJIZOL,X,X,O,X,O,X,X,X
STJIOLZ,O,X,O,X,O,X,X,X
STJIOZL,X,X,O,X,O,X,X,X
STJLIZO,O,X,O,X,O,X,X,X
STJLIOZ,O,X,O,X,O,X,X,X
STJLZIO,O,X,O,X,O,X,X,X
STJLZOI,O,X,X,X,O,X,X,X
STJLOIZ,O,X,O,X,O,X,X,X
STJLOZI,O,X,O,X,O,X,X,X
STJZILO,O,X,O,X,O,X,X,X
STJZIOL,X,X,O,X,O,X,X,X
STJZLIO,O,X,O,X,O,X,X,X
STJZLOI,O,X,X,X,O,X,X,X
STJZOIL,X,X,O,X,O,X,X,X
STJZOLI,X,X,O,X,O,X,X,X
STJOILZ,O,X,O,X,O,X,X,X
STJOIZL,X,X,O,X,O,X,X,X
STJOLIZ,O,X,O,X,O,X,X,X
STJOLZI,O,X,O,X,O,X,X,X
STJOZIL,X,X,O,X,O,X,X,X
STJOZLI,X,X,O,X,O,X,X,X
STZILJO,O,X,O,X,O,X,X,X
STZILOJ,O,X,X,X,X,X,X,X
STZIJLO,O,X,O,X,O,X,X,X
STZIJOL,O,X,O,X,O,X,X,X
STZIOLJ,O,X,X,X,X,X,X,X
STZIOJL,O,X,X,X,X,X,X,X
STZLIJO,O,X,O,X,O,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,O,X,X,X
STZLJOI,O,X,X,X,O,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,O,X,X,X
STZJILO,O,X,O,X,O,X,X,X
STZJIOL,O,X,O,X,O,X,X,X
STZJLIO,O,X,O,X,O,X,X,X
STZJLOI,O,X,X,X,O,X,X,X
STZJOIL,O,X,O,X,O,X,X,X
STZJOLI,X,X,O,X,O,X,X,X
STZOILJ,O,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,X,X,X
STZOLIJ,O,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,O,X,X,X
STZOJIL,O,X,X,X,O,X,X,X
STZOJLI,O,X,X,X,O,X,X,X
STOILJZ,O,X,O,X,O,X,X,X
STOILZJ,O,X,X,X,X,X,X,X
STOIJLZ,O,X,O,X,O,X,X,X
STOIJZL,O,X,O,X,O,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X
STOLIJZ,O,X,O,X,O,X,X,X
STOLIZJ,O,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,O,X,X,X
STOLJZI,O,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,O,X,X,X
STOJILZ,O,X,O,X,O,X,X,X
STOJIZL,O,X,O,X,O,X,X,X
STOJLIZ,O,X,O,X,O,X,X,X
STOJLZI,O,X,O,X,O,X,X,X
STOJZIL,O,X,O,X,O,X,X,X
STOJZLI,O,X,O,X,O,X,X,X
STOZILJ,O,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,O,X,X,X
STOZJIL,O,X,X,X,O,X,X,X
STOZJLI,O,X,X,X,O,X,X,X
SITLJZO,X,X,O,O,O,X,X,X
SITLJOZ,X,X,O,O,O,X,X,X
SITLZJO,X,X,O,O,O,X,X,X
SITLZOJ,X,X,X,O,X,X,X,X
SITLOJZ,X,X,O,O,O,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X
SITJLZO,O,X,O,O,O,X,X,X
SITJLOZ,O,X,O,O,O,X,X,X
SITJZLO,O,X,O,X,O,X,X,X
SITJZOL,X,X,O,X,O,X,X,X
SITJOLZ,O,X,O,X,O,X,X,X
SITJOZL,X,X,O,X,O,X,X,X
SITZLJO,O,X,O,X,O,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,O,X,X,X
SITZJOL,O,X,O,X,O,X,X,X
SITZOLJ,O,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X
SITOLJZ,O,X,O,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,O,X,X,X
SITOJZL,O,X,O,X,O,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X
SILTJZO,X,X,O,O,O,X,O,X
SILTJOZ,X,X,O,O,O,X,O,X
SILTZJO,X,X,O,O,O,X,O,X
SILTZOJ,X,X,X,O,X,X,X,X
SILTOJZ,X,X,O,O,O,X,X,X
SILTOZJ,X,X,X,O,X,X,X,X
SILJTZO,X,X,O,O,O,X,O,X
SILJTOZ,X,X,O,O,O,X,O,X
SILJZTO,X,X,O,O,X,X,O,X
SILJZOT,X,X,X,X,X,X,O,X
SILJOTZ,X,O,O,O,X,X,O,X
SILJOZT,X,O,O,X,X,X,O,X
SILZTJO,X,X,O,O,X,X,O,X
SILZTOJ,X,O,X,O,X,X,X,X
SILZJTO,X,X,O,O,X,X,O,X
SILZJOT,X,X,X,X,X,X,O,X
SILZOTJ,X,O,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X
SILOJTZ,X,O,O,O,X,X,X,X
SILOJZT,X,O,X,X,X,X,X,X
SILOZTJ,X,O,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X
SIJTLZO,O,X,O,O,O,X,O,X
SIJTLOZ,O,X,O,O,O,X,O,X
SIJTZLO,O,X,O,X,O,X,X,X
SIJTZOL,X,X,O,X,O,X,X,X
SIJTOLZ,O,X,O,X,O,X,O,X
SIJTOZL,X,X,O,X,O,X,X,X
SIJLTZO,O,X,O,O,O,X,O,X
SIJLTOZ,O,X,O,O,O,X,O,X
SIJLZTO,O,X,O,O,X,X,O,X
SIJLZOT,X,X,X,X,X,X,O,X
SIJLOTZ,O,X,O,O,X,X,O,X
SIJLOZT,O,X,O,X,X,X,O,X
SIJZTLO,O,X,O,X,O,X,X,X
SIJZTOL,X,X,O,X,O,X,X,X
SIJZLTO,X,X,O,O,X,X,O,X
SIJZLOT,X,X,X,X,X,X,O,X
SIJZOTL,X,X,O,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,O,X
SIJOTLZ,O,X,O,X,O,X,O,X
SIJOTZL,O,O,O,X,O,X,X,X
SIJOLTZ,O,X,O,O,X,X,O,X
SIJOLZT,O,X,O,X,X,X,O,X
SIJOZTL,O,O,O,X,X,X,X,O
SIJOZLT,X,X,O,X,X,X,O,X
SIZTLJO,O,X,O,X,O,X,O,X
SIZTLOJ,O,O,X,X,X,X,X,X
SIZTJLO,O,X,O,X,O,X,X,X
SIZTJOL,O,X,O,X,O,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,O,X,O,O,X,X,O,X
SIZLTOJ,O,O,X,O,X,X,X,X
SIZLJTO,O,X,O,O,X,X,O,X
SIZLJOT,O,X,X,X,X,X,O,X
SIZLOTJ,O,O,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X
SIZJTLO,O,X,O,X,O,X,X,X
SIZJTOL,O,X,O,X,O,X,X,X
SIZJLTO,O,X,O,O,X,X,O,X
SIZJLOT,O,X,X,X,X,X,O,X
SIZJOTL,O,X,O,X,X,X,X,X
SIZJOLT,O,X,O,X,X,X,O,X
SIZOTLJ,O,O,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,O,X,X,X
SIOTJZL,O,X,O,X,O,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X
SIOLJTZ,X,O,O,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,O,X,X,X
SIOJTZL,O,O,O,X,O,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,X,X,O,O,O,X,O,X
SLTIJOZ,X,X,O,O,O,X,O,X
SLTIZJO,X,X,O,O,O,X,O,X
SLTIZOJ,X,X,X,O,X,X,X,X
SLTIOJZ,X,X,O,O,O,X,X,X
SLTIOZJ,X,X,X,O,X,X,X,X
SLTJIZO,X,X,O,O,O,X,X,X
SLTJIOZ,X,X,O,O,O,X,X,X
SLTJZIO,X,X,O,O,O,X,X,X
SLTJZOI,X,X,X,O,O,X,X,X
SLTJOIZ,X,X,O,O,O,X,X,X
SLTJOZI,X,X,O,O,O,X,X,X
SLTZIJO,X,X,O,O,O,X,O,X
SLTZIOJ,X,X,X,O,X,X,X,X
SLTZJIO,X,X,X,O,O,X,X,X
SLTZJOI,X,X,X,O,O,X,X,X
SLTZOIJ,X,X,X,O,X,X,X,X
SLTZOJI,X,X,X,O,O,X,X,X
SLTOIJZ,X,X,O,O,O,X,X,X
SLTOIZJ,X,X,X,O,X,X,X,X
SLTOJIZ,X,X,X,O,O,X,X,X
SLTOJZI,X,X,X,O,O,X,X,X
SLTOZIJ,X,X,X,O,X,X,X,X
SLTOZJI,X,X,X,O,O,X,X,X
SLITJZO,X,X,O,O,O,X,O,X
SLITJOZ,X,X,O,O,O,X,O,X
SLITZJO,X,X,O,O,O,X,O,X
SLITZOJ,X,X,X,O,X,X,X,X
SLITOJZ,X,X,O,O,O,X,X,X
SLITOZJ,X,X,X,O,X,X,X,X
SLIJTZO,X,X,O,O,O,X,O,X
SLIJTOZ,X,X,O,O,O,X,O,X
SLIJZTO,X,X,O,O,X,X,O,X
SLIJZOT,X,X,X,X,X,X,O,X
SLIJOTZ,X,O,O,O,X,X,O,X
SLIJOZT,X,O,O,X,X,X,O,X
SLIZTJO,X,X,O,O,X,X,O,X
SLIZTOJ,X,O,X,O,X,X,X,X
SLIZJTO,X,X,O,O,X,X,O,X
SLIZJOT,X,X,X,X,X,X,O,X
SLIZOTJ,X,O,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,O,O,X,X,X,X
SLIOJZT,X,O,X,X,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X
SLJTIZO,X,X,O,O,O,X,X,X
SLJTIOZ,X,X,O,O,O,X,X,X
SLJTZIO,X,X,O,O,O,X,X,X
SLJTZOI,X,X,X,O,O,O,X,X
SLJTOIZ,X,X,O,O,O,X,X,X
SLJTOZI,X,X,O,O,O,X,X,X
SLJITZO,X,X,O,O,O,X,X,X
SLJITOZ,X,X,O,O,O,X,X,X
SLJIZTO,X,X,O,O,X,X,X,X
SLJIZOT,X,X,X,X,X,O,X,X
SLJIOTZ,X,O,O,O,X,X,X,X
SLJIOZT,X,O,O,X,X,X,X,X
SLJZTIO,X,X,O,O,X,X,X,X
SLJZTOI,X,X,X,O,X,O,X,X
SLJZITO,X,X,O,O,X,X,X,X
SLJZIOT,X,X,X,X,X,O,X,X
SLJZOTI,X,X,X,X,X,O,X,X
SLJZOIT,X,X,X,X,X,O,X,X
SLJOTIZ,X,O,O,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X
SLJOITZ,X,O,O,O,X,X,X,X
SLJOIZT,X,O,O,X,X,X,X,X
SLJOZTI,X,O,O,X,X,O,X,X
SLJOZIT,X,O,O,X,X,O,X,X
SLZTIJO,X,X,O,O,X,X,O,X
SLZTIOJ,X,O,X,O,X,X,X,X
SLZTJIO,X,X,X,O,X,X,X,X
SLZTJOI,X,X,X,O,X,X,X,X
SLZTOIJ,X,X,X,O,X,X,X,X
SLZTOJI,X,X,X,O,X,X,X,X
SLZITJO,X,X,O,O,X,X,O,X
SLZITOJ,X,O,X,O,X,X,X,X
SLZIJTO,X,X,O,O,X,X,O,X
SLZIJOT,X,X,X,X,X,X,O,X
SLZIOTJ,X,O,X,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,X
SLZJTIO,X,X,O,O,X,X,X,X
SLZJTOI,X,X,X,O,X,O,X,X
SLZJITO,X,X,O,O,X,X,X,X
SLZJIOT,X,X,X,X,X,O,X,X
SLZJOTI,X,X,X,X,X,O,X,X
SLZJOIT,X,X,X,X,X,O,X,X
SLZOTIJ,X,O,X,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X
SLZOITJ,X,O,X,X,X,X,X,X
SLZOIJT,X,O,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,O,X,X
SLZOJIT,X,O,X,X,X,O,X,X
SLOTIJZ,X,X,O,O,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,X,X
SLOTJIZ,X,X,X,O,X,O,X,X
SLOTJZI,X,X,X,O,X,O,X,X
SLOTZIJ,X,X,X,O,X,X,X,X
SLOTZJI,X,X,X,O,X,X,X,X
SLOITJZ,X,X,O,O,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X
SLOIJTZ,X,O,O,O,X,O,X,X
SLOIJZT,X,O,X,X,X,O,X,X
SLOIZTJ,X,O,X,X,X,X,X,X
SLOIZJT,X,O,X,X,X,X,X,X
SLOJTIZ,X,O,O,O,X,O,X,X
SLOJTZI,X,O,X,O,X,O,X,X
SLOJITZ,X,O,O,O,X,O,X,X
SLOJIZT,X,O,X,X,X,O,X,X
SLOJZTI,X,O,X,X,X,O,X,X
SLOJZIT,X,O,X,X,X,O,X,X
SLOZTIJ,X,O,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,X
SLOZIJT,X,O,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,O,X,X
SLOZJIT,X,O,X,X,X,O,X,X
SJTILZO,O,X,O,O,O,X,X,X
SJTILOZ,O,X,O,O,O,X,X,X
SJTIZLO,O,X,O,X,O,X,X,X
SJTIZOL,X,X,O,X,O,X,X,X
SJTIOLZ,O,X,O,X,O,X,X,X
SJTIOZL,X,X,O,X,O,X,X,X
SJTLIZO,O,X,O,X,O,X,X,X
SJTLIOZ,O,X,O,X,O,X,X,X
SJTLZIO,O,X,O,X,O,X,X,X
SJTLZOI,O,X,X,X,O,O,X,X
SJTLOIZ,O,X,O,X,O,X,X,X
SJTLOZI,O,X,O,X,O,X,X,X
SJTZILO,O,X,O,X,O,X,X,X
SJTZIOL,X,X,O,X,O,X,X,X
SJTZLIO,O,X,O,X,O,X,X,X
SJTZLOI,O,X,X,X,O,O,X,X
SJTZOIL,X,X,O,X,O,X,X,X
SJTZOLI,X,X,O,X,O,O,X,X
SJTOILZ,O,X,O,X,O,X,X,X
SJTOIZL,X,X,O,X,O,X,X,X
SJTOLIZ,O,X,O,X,O,O,X,X
SJTOLZI,O,X,O,X,O,O,X,X
SJTOZIL,X,X,O,X,O,X,X,X
SJTOZLI,X,X,O,X,O,O,X,X
SJITLZO,O,X,O,O,O,X,X,X
SJITLOZ,O,X,O,O,O,X,X,X
SJITZLO,O,X,O,X,O,X,X,X
SJITZOL,X,X,O,X,O,X,X,X
SJITOLZ,O,X,O,X,O,X,X,X
SJITOZL,X,X,O,X,O,X,X,X
SJILTZO,O,X,O,O,O,X,X,X
SJILTOZ,O,X,O,O,O,X,X,X
SJILZTO,O,X,O,O,X,X,X,X
SJILZOT,X,X,X,X,X,O,X,X
SJILOTZ,O,X,O,O,X,X,X,X
SJILOZT,O,X,O,X,X,X,X,X
SJIZTLO,O,X,O,X,O,X,X,X
SJIZTOL,X,X,O,X,O,X,X,X
SJIZLTO,X,X,O,O,X,X,X,X
SJIZLOT,X,X,X,X,X,O,X,X
SJIZOTL,X,X,O,X,X,X,X,X
SJIZOLT,X,X,O,X,X,O,X,X
SJIOTLZ,O,X,O,X,O,X,X,X
SJIOTZL,O,O,O,X,O,X,X,X
SJIOLTZ,O,X,O,O,X,O,X,X
SJIOLZT,O,X,O,X,X,O,X,X
SJIOZTL,O,O,O,X,X,X,X,O
SJIOZLT,X,X,O,X,X,O,X,X
SJLTIZO,O,X,O,O,O,X,X,X
SJLTIOZ,O,X,O,O,O,X,X,X
SJLTZIO,O,X,O,O,O,X,X,X
SJLTZOI,O,X,X,O,O,O,X,X
SJLTOIZ,O,X,O,O,O,X,X,X
SJLTOZI,O,X,O,O,O,X,X,X
SJLITZO,O,X,O,O,O,X,X,X
SJLITOZ,O,X,O,O,O,X,X,X
SJLIZTO,O,X,O,O,X,X,X,X
SJLIZOT,X,X,X,X,X,O,X,X
SJLIOTZ,O,O,O,O,X,X,X,X
SJLIOZT,O,O,O,X,X,X,X,X
SJLZTIO,O,X,O,O,X,X,X,X
SJLZTOI,O,X,X,O,X,O,X,X
SJLZITO,O,X,O,O,X,X,X,X
SJLZIOT,X,X,X,X,X,O,X,X
SJLZOTI,X,X,X,X,X,O,X,X
SJLZOIT,X,X,X,X,X,O,X,X
SJLOTIZ,O,O,O,O,X,O,X,X
SJLOTZI,O,O,O,O,X,O,X,X
SJLOITZ,O,O,O,O,X,O,X,X
SJLOIZT,O,O,O,X,X,O,X,X
SJLOZTI,O,O,O,X,X,O,X,X
SJLOZIT,O,O,O,X,X,O,X,X
SJZTILO,O,X,O,X,O,X,X,X
SJZTIOL,X,X,O,X,O,X,X,X
SJZTLIO,O,X,O,X,O,X,X,X
SJZTLOI,O,X,X,X,O,O,X,X
SJZTOIL,X,X,O,X,O,X,X,O
SJZTOLI,X,X,O,X,O,O,X,O
SJZITLO,O,X,O,X,O,X,X,X
SJZITOL,X,X,O,X,O,X,X,X
SJZILTO,X,X,O,O,X,X,X,X
SJZILOT,X,X,X,X,X,O,X,X
SJZIOTL,X,X,O,X,X,X,X,X
SJZIOLT,X,X,O,X,X,O,X,X
SJZLTIO,O,X,O,X,X,X,X,X
SJZLTOI,O,X,X,X,X,O,X,X
SJZLITO,O,X,O,X,X,X,X,X
SJZLIOT,X,X,X,X,X,O,X,X
SJZLOTI,X,X,X,X,X,O,X,X
SJZLOIT,X,X,X,X,X,O,X,X
SJZOTIL,X,X,O,X,X,X,X,O
SJZOTLI,X,X,O,X,X,O,X,O
SJZOITL,X,X,O,X,X,X,X,O
SJZOILT,X,X,O,X,X,O,X,X
SJZOLTI,X,X,O,X,X,O,X,X
SJZOLIT,X,X,O,X,X,O,X,X
SJOTILZ,O,X,O,X,O,X,X,X
SJOTIZL,O,O,O,X,O,X,X,X
SJOTLIZ,O,O,O,X,O,O,X,X
SJOTLZI,O,O,O,X,O,O,X,X
SJOTZIL,O,O,O,X,O,X,X,X
SJOTZLI,O,O,O,X,O,O,X,X
SJOITLZ,O,X,O,X,O,X,X,X
SJOITZL,O,O,O,X,O,X,X,X
SJOILTZ,O,X,O,O,X,O,X,X
SJOILZT,O,X,O,X,X,O,X,X
SJOIZTL,O,O,O,X,X,X,X,O
SJOIZLT,X,X,O,X,X,O,X,X
SJOLTIZ,O,O,O,X,X,O,X,X
SJOLTZI,O,O,O,X,X,O,X,X
SJOLITZ,O,O,O,X,X,O,X,X
SJOLIZT,O,O,O,X,X,O,X,X
SJOLZTI,O,O,O,X,X,O,X,X
SJOLZIT,O,O,O,X,X,O,X,X
SJOZTIL,O,O,O,X,X,X,X,O
SJOZTLI,O,O,O,X,X,O,X,O
SJOZITL,O,O,O,X,X,X,X,O
SJOZILT,X,X,O,X,X,O,X,X
SJOZLTI,O,O,O,X,X,O,X,X
SJOZLIT,O,O,O,X,X,O,X,X
SZTILJO,O,X,O,X,O,X,O,X
SZTILOJ,O,O,X,X,X,X,X,X
SZTIJLO,O,X,O,X,O,X,X,X
SZTIJOL,O,X,O,X,O,X,X,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,X,O,X,O,X,O,X
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,X,X,X,O,X,X,X
SZTLJOI,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,X,X,X,X,X,X
SZTLOJI,X,X,X,X,O,X,X,X
SZTJILO,O,X,O,X,O,X,X,X
SZTJIOL,O,X,O,X,O,X,X,X
SZTJLIO,O,X,O,X,O,X,X,X
