sequence,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?XiBysBzqBWxB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?urBinBzqB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?qqB/rBmnBTsB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?uqBinBTrB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?qrB/sBmnBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBThB?qqB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFiB?XmBysBWxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBqqB?TmB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhF0hBllB?inBTrB3sBGqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBfnB?VrBmnBSxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgB1mB?zlB2sBSwB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?zlB2sBSwB3sB
LOTIZJS,O,O,X,X,X,X,X,X,X,X,O,O
LOTIZSJ,O,X,O,X,X,X,X,X,O,O,O,O
LOTJISZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X,X,O
LOTJSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X,X,X,X,X,O
LOTJZSI,O,X,X,X,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,O,X,X,X,X
LOTSIZJ,O,X,O,X,X,O,X,O,X,O,X,O
LOTSJIZ,X,X,O,X,X,X,X,O,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,O,X,O,X,O,X,O
LOTSZJI,X,X,O,X,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X,X,X,O,O
LOTZISJ,O,X,O,X,X,X,X,X,O,O,O,O
LOTZJIS,O,O,X,X,X,X,X,X,X,X,X,O
LOTZJSI,O,X,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,X,X,X,O,X,O
LOTZSJI,X,X,O,X,X,X,X,X,X,X,X,X
LOITJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,X,X,X,O
LOITSJZ,X,X,O,X,X,X,X,O,X,X,X,X
LOITSZJ,O,X,O,X,X,O,X,O,X,O,X,O
LOITZJS,O,O,X,X,X,X,X,X,X,X,O,O
LOITZSJ,O,X,O,X,X,X,X,X,O,O,O,O
LOIJTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,O,X,X,X,X,X,X,X,O
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X,X,X,O
LOIJZST,O,X,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,X,O,X,O,X,X,O,X,X,X,X
LOISTZJ,O,X,O,X,O,O,X,O,X,O,X,O
LOISJTZ,X,O,O,X,O,X,X,O,X,X,X,X
LOISJZT,X,O,O,X,O,X,X,X,X,X,X,X
LOISZTJ,O,X,O,X,O,O,X,O,X,X,X,O
LOISZJT,X,O,O,X,O,O,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X,X,X,O,O
LOIZTSJ,O,X,O,X,X,X,X,X,O,O,O,O
LOIZJTS,O,O,X,X,X,X,X,X,X,X,X,O
LOIZJST,O,X,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,O,X,O,X,X,X,X,X,X,O
LOIZSJT,X,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,O,X,X,X,X,X,X,X,O
LOJTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJTSZI,O,X,O,X,X,X,X,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X,X,X,O
LOJTZSI,O,X,X,X,X,X,X,X,X,X,X,X
LOJITSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,O,X,X,X,X,X,X,X,O
LOJISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X,X,O
LOJIZST,O,X,X,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJSTZI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X,X,O
LOJZTSI,O,X,X,X,X,X,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X,X,O
LOJZIST,O,X,X,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,O,X,O,X,X,O,X,X,X,X
LOSTIZJ,O,X,O,X,O,O,X,O,X,O,X,O
LOSTJIZ,X,X,O,X,O,X,X,O,X,X,X,X
LOSTJZI,X,X,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,X,O,X,O,O,X,O,X,O,X,O
LOSTZJI,X,X,O,X,O,O,X,X,X,X,X,X
LOSITJZ,X,X,O,X,O,X,X,O,X,X,X,X
LOSITZJ,O,X,O,X,O,O,X,O,X,O,X,O
LOSIJTZ,X,O,O,X,O,X,X,O,X,X,X,X
LOSIJZT,X,O,O,X,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,O,X,O,O,X,O,X,X,X,O
LOSIZJT,X,O,O,X,O,O,X,X,X,X,X,X
LOSJTIZ,X,O,O,X,O,X,X,O,X,X,X,X
LOSJTZI,X,O,O,X,O,X,X,X,X,X,X,X
LOSJITZ,X,O,O,X,O,X,X,O,X,X,X,X
LOSJIZT,X,O,O,X,O,X,X,X,X,X,X,X
LOSJZTI,X,O,O,X,O,X,X,X,X,X,X,X
LOSJZIT,X,O,O,X,O,X,X,X,X,X,X,X
LOSZTIJ,O,X,O,X,O,O,X,O,X,X,X,O
LOSZTJI,X,X,O,X,O,O,X,X,X,X,X,X
LOSZITJ,O,X,O,X,O,O,X,O,X,X,X,O
LOSZIJT,X,O,O,X,O,O,X,X,X,X,X,X
LOSZJTI,X,O,O,X,O,O,X,X,X,X,X,X
LOSZJIT,X,O,O,X,O,O,X,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X,O,O
LOZTISJ,O,X,O,X,X,X,X,X,O,O,O,O
LOZTJIS,O,O,X,X,X,X,X,X,X,X,X,O
LOZTJSI,O,X,X,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,X,X,X,O,X,O
LOZTSJI,X,X,O,X,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,O,O
LOZITSJ,O,X,O,X,X,X,X,X,O,O,O,O
LOZIJTS,O,O,X,X,X,X,X,X,X,X,X,O
LOZIJST,O,X,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,X,O,X,O,X,X,X,X,X,X,O
LOZISJT,X,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,X,O
LOZJTSI,O,X,X,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X,X,O
LOZJIST,O,X,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,X,O,X,O,X,X,X,X,X,X,O
LOZSTJI,X,X,O,X,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,X,O,X,X,X,X,X,X,O
LOZSIJT,X,O,O,X,O,X,X,X,X,X,X,X
LOZSJTI,X,O,O,X,O,X,X,X,X,X,X,X
LOZSJIT,X,O,O,X,O,X,X,X,X,X,X,X
JTILSZO,X,X,O,O,X,O,O,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTILZSO,X,O,X,O,X,X,O,X,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,X,X,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JTILOZS,X,X,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,O,X,O,O,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTISZLO,O,O,X,O,X,X,O,X,X,X,X,X
JTISZOL,O,O,X,O,X,X,O,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,O,X,X,O,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,O,X,X,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,O,X,X,X,X,X
JTIZSOL,O,O,X,O,X,X,O,X,X,X,X,X
JTIZOLS,X,X,X,O,X,X,X,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,O,X,O,X,X,X
JTIOLSZ,O,X,O,X,X,X,X,X,X,X,X,X
JTIOLZS,O,O,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,O,X,X,O,X,X,X,X,X
JTIOZLS,O,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,O,O,X,O,X,X,O,X,O,X,X,X
JTLISZO,X,X,O,O,X,O,O,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTLIZSO,X,O,X,O,X,X,O,X,X,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X,X,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JTLIOZS,X,X,X,O,X,X,X,X,X,X,X,X
JTLSIZO,X,X,O,O,X,O,O,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTLSZIO,X,X,O,O,X,O,O,X,X,X,X,X
JTLSZOI,X,X,X,X,X,O,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZISO,X,O,X,O,X,X,O,X,X,X,X,X
JTLZIOS,X,X,X,O,X,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,X,X,O,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,X,X
JTLOIZS,X,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X,X,X,X
JTLOZIS,X,X,X,O,X,X,X,X,X,X,X,X
JTLOZSI,X,X,X,X,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,O,X,O,O,X,X,X,X,X
JTSILOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTSIZLO,O,O,X,O,X,X,O,X,X,X,X,X
JTSIZOL,O,O,X,O,X,X,O,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,O,X,X,O,X,X,X,X,X
JTSLIZO,O,X,X,O,X,O,O,X,X,X,X,X
JTSLIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTSLZIO,O,X,X,O,X,O,O,X,X,X,X,X
JTSLZOI,X,X,X,X,X,O,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JTSLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,O,O,X,O,X,X,O,X,X,X,X,X
JTSZIOL,O,O,X,O,X,X,O,X,X,X,X,X
JTSZLIO,O,X,X,O,X,X,O,X,X,X,X,X
JTSZLOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZOIL,O,X,X,O,X,X,O,X,X,X,X,X
JTSZOLI,X,X,X,X,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,X,O,X,X,O,X,X,X,X,X
JTSOLIZ,O,X,X,X,X,X,X,X,X,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X,X,X,X
JTSOZIL,O,X,X,O,X,X,O,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X,X,X,X,X
JTZILSO,O,O,X,O,X,X,O,X,X,X,X,X
JTZILOS,X,X,X,O,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,O,X,X,O,X,X,X,X,X
JTZISOL,O,O,X,O,X,X,O,X,X,X,X,X
JTZIOLS,X,X,X,O,X,X,X,X,X,X,X,X
JTZIOSL,O,O,X,O,X,X,O,X,O,X,X,X
JTZLISO,O,O,X,O,X,X,O,X,X,X,X,X
JTZLIOS,X,X,X,O,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,X,X,O,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTZSILO,O,O,X,O,X,X,O,X,X,X,X,X
JTZSIOL,O,O,X,O,X,X,O,X,X,X,X,X
JTZSLIO,O,X,X,O,X,X,O,X,X,X,X,X
JTZSLOI,X,X,X,X,X,X,X,X,X,X,X,X
JTZSOIL,O,X,X,O,X,X,O,X,X,X,X,X
JTZSOLI,X,X,X,X,X,X,X,X,X,X,X,X
JTZOILS,X,X,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,X,O,X,X,O,X,X,X,X,X
JTZOLIS,X,X,X,O,X,X,X,X,X,X,X,X
JTZOLSI,X,X,X,X,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X,O,X,X,X,X,X
JTZOSLI,X,X,X,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,O,X,X,X,X,X,X,X,X,X
JTOILZS,O,O,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,O,X,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,O,X,O,X,X,O,X,O,X,X,X
JTOLISZ,O,X,O,X,X,X,X,X,X,X,X,X
JTOLIZS,O,O,X,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X,X,X,X,X,X
JTOLZIS,O,O,X,O,X,X,X,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,X,X,X
JTOSILZ,O,X,X,X,X,X,X,X,X,X,X,X
JTOSIZL,O,O,X,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,O,X,X,X,X,X
JTOSZLI,O,X,X,X,X,X,X,X,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,X,O,X,X,O,X,O,X,X,X
JTOZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,X,X,O,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X,X,X,X,X,X,X
JITLSZO,X,X,O,O,X,O,O,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,X,O,X,X,X,X
JITLZSO,X,O,X,O,X,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,X,X,X,X,X
JITLOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JITLOZS,X,X,X,O,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,O,X,O,O,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JITSZLO,O,O,X,O,X,X,O,X,X,X,X,X
JITSZOL,O,O,X,O,X,X,O,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,O,X,X,O,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,O,X,X,X,X,X
JITZLOS,X,X,X,O,X,X,X,X,X,X,X,X
JITZSLO,O,O,X,O,X,X,O,X,X,X,X,X
JITZSOL,O,O,X,O,X,X,O,X,X,X,X,X
JITZOLS,X,X,X,O,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,O,X,X,O,X,O,X,X,X
JITOLSZ,O,X,O,X,X,X,X,X,X,X,X,X
JITOLZS,O,O,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,O,X,X,O,X,X,X,X,X
JITOZLS,O,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,O,X,O,X,X,O,X,O,X,X,X
JILTSZO,X,X,O,O,X,O,O,X,X,O,X,X
JILTSOZ,X,X,X,X,X,X,X,O,X,X,X,X
JILTZSO,X,O,X,O,X,X,O,X,X,O,O,X
JILTZOS,X,X,X,O,X,X,X,X,X,X,O,X
JILTOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JILTOZS,X,X,X,O,X,X,X,X,X,X,X,X
JILSTZO,O,X,O,O,X,O,O,X,X,O,X,X
JILSTOZ,X,X,X,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,O,O,X,O,O,X,X,X,X,X
JILSZOT,X,X,X,X,X,O,X,X,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X,O,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,O,X,X,O,X,X,O,O,X
JILZTOS,X,X,X,O,X,X,X,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,O,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOTZS,O,O,X,O,X,X,X,X,X,X,X,O
JILOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,O,X,X,X,X,X,X,X,X,X
JILOZTS,O,O,X,O,X,X,X,X,X,X,X,O
JILOZST,O,X,X,X,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,O,X,O,O,X,X,X,X,X
JISTLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JISTZLO,O,O,X,O,X,X,O,X,X,X,X,X
JISTZOL,O,O,X,O,X,X,O,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,X,X,O,X,X,X,X,X
JISLTZO,O,O,O,O,O,O,O,X,X,X,X,X
JISLTOZ,X,X,X,X,X,X,X,O,X,X,X,X
JISLZTO,O,O,O,O,O,O,O,X,X,X,X,X
JISLZOT,X,X,X,X,X,O,X,X,X,X,X,X
JISLOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JISLOZT,O,O,X,X,O,X,X,X,X,X,X,X
JISZTLO,O,O,X,O,X,X,O,X,X,X,X,X
JISZTOL,O,O,X,O,X,X,O,X,X,X,X,X
JISZLTO,O,O,O,O,O,O,O,X,X,X,X,X
JISZLOT,X,X,X,X,X,O,X,X,X,X,X,X
JISZOTL,O,O,X,O,X,X,O,X,X,X,X,X
JISZOLT,O,O,X,X,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,X,X,O,X,O,X,X,X
JISOLTZ,O,O,X,O,O,X,X,X,X,X,X,X
JISOLZT,O,O,X,O,O,X,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,O,X,O,X,X,X
JISOZLT,O,O,X,O,O,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,X,O,X,X,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,O,X,X,O,X,X,X,X,X
JIZTSOL,O,O,X,O,X,X,O,X,X,X,X,X
JIZTOLS,X,X,X,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,O,X,X,O,X,X,X,X,X
JIZLTSO,O,O,X,O,X,X,O,X,X,O,O,X
JIZLTOS,X,X,X,O,X,X,X,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,O,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,O,O,X,O,X,X,O,X,X,X,X,X
JIZSTOL,O,O,X,O,X,X,O,X,X,X,X,X
JIZSLTO,O,O,X,O,O,X,O,X,X,X,X,X
JIZSLOT,X,X,X,X,X,X,X,X,X,X,X,X
JIZSOTL,O,O,X,O,X,X,O,X,X,X,X,X
JIZSOLT,O,O,X,X,O,X,X,X,X,X,X,X
JIZOTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,O,X,X,X,X,X
JIZOLTS,O,O,X,O,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,O,X,O,X,X,O,X,X,X,X,X
JIZOSLT,O,O,X,X,O,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,O,X,X,X,X,X
JIOTZLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,X,O,X,X,O,X,O,X,X,X
JIOLTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOLTZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,X,X,X,X,X,X
JIOLZTS,O,O,X,O,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,X,X,O,X,X,X,X,X
JIOSLTZ,O,O,O,X,O,X,X,X,X,X,X,X
JIOSLZT,O,O,O,X,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,X,O,X,X,X,X,X
JIOSZLT,O,O,O,X,O,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,O,X,O,X,X,X
JIOZLTS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,O,X,X,X,X,X
JIOZSLT,O,O,O,X,O,X,X,X,X,X,X,X
JLTISZO,X,X,O,O,X,O,O,X,X,O,X,X
JLTISOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLTIZSO,X,O,X,O,X,X,O,X,X,O,O,X
JLTIZOS,X,X,X,O,X,X,X,X,X,X,O,X
JLTIOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,O,X,X,X,X,X,X,X,X
JLTSIZO,X,X,O,O,X,O,O,X,X,O,X,X
JLTSIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLTSZIO,X,X,O,O,X,O,O,X,X,O,X,X
JLTSZOI,X,X,X,X,X,O,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZISO,X,O,X,O,X,X,O,X,X,O,O,X
JLTZIOS,X,X,X,O,X,X,X,X,X,X,O,X
JLTZSIO,X,X,X,X,X,X,O,X,X,O,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,O,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
JLTOSZI,X,X,O,X,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,O,X,X,X,X,X,X,X,X
JLTOZSI,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,X,O,O,X,O,O,X,X,O,X,X
JLITSOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLITZSO,X,O,X,O,X,X,O,X,X,O,O,X
JLITZOS,X,X,X,O,X,X,X,X,X,X,O,X
JLITOSZ,X,X,O,X,X,X,X,X,X,X,X,X
JLITOZS,X,X,X,O,X,X,X,X,X,X,X,X
JLISTZO,O,X,O,O,X,O,O,X,X,O,X,X
JLISTOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLISZTO,O,X,O,O,X,O,O,X,X,X,X,X
JLISZOT,X,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X,O,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,O,X,X,O,X,X,O,O,X
JLIZTOS,X,X,X,O,X,X,X,X,X,X,O,X
JLIZSTO,O,X,X,X,X,X,O,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOTZS,O,O,X,O,X,X,X,X,X,X,X,O
JLIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZTS,O,O,X,O,X,X,X,X,X,X,X,O
JLIOZST,O,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,O,O,X,O,O,X,X,O,X,X
JLSTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLSTZIO,O,X,O,O,X,O,O,X,X,O,X,X
JLSTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,O,X,O,O,X,O,O,X,X,O,X,X
JLSITOZ,X,X,X,X,X,X,X,O,X,X,X,X
JLSIZTO,O,X,O,O,X,O,O,X,X,X,X,X
JLSIZOT,X,X,X,X,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,O,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,O,O,X,O,O,X,X,X,X,X
