sequence,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF0gBxhBeqBFnBCr?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFOlBxhBUmBFnBSv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmhBqnBxlBlqBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFlgBeqB8qBRsBfs?B6sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGlBTmBVv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGmBlqB3s?BzpB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF2lBlhBcnBxqB3s?BSvB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFylBGiBlqBRsBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFGiByqBRsBXqBUs?BlqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmgBSnBlqBRsBXq?BUsB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF/lBRhBqnB2rBVv?BUsB
JZTOISL,O,O,X,O,X,X,X,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X,X,X,O
JZTOSIL,O,O,X,O,X,X,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,X,X,X,O
JZITLSO,X,X,X,O,X,X,X,X,X,X,X
JZITLOS,X,O,X,O,X,X,X,X,X,X,X
JZITSLO,X,X,X,O,X,X,X,X,X,X,X
JZITSOL,X,O,X,O,X,X,X,X,X,X,X
JZITOLS,O,O,X,O,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X,X,X
JZILTSO,O,X,X,O,X,X,X,X,X,X,X
JZILTOS,O,X,O,O,X,X,X,X,X,X,X
JZILSTO,O,X,X,O,X,X,X,X,X,X,X
JZILSOT,O,X,O,O,X,X,X,X,X,X,X
JZILOTS,O,O,O,O,X,X,X,X,X,X,X
JZILOST,O,O,O,O,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,X,X,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,X,X,X,X,X,X
JZISLOT,O,O,X,O,X,X,X,X,X,X,X
JZISOTL,O,O,X,O,X,X,X,X,X,X,X
JZISOLT,O,O,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X,X,X
JZIOLTS,O,O,O,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,X,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,X,X
JZIOSLT,O,O,X,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,O,O,X,X,X,X,X,X,X
JZLTSIO,O,X,O,X,X,X,X,X,X,X,O
JZLTSOI,O,X,O,X,X,X,X,X,X,X,O
JZLTOIS,O,O,O,O,X,X,X,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X,X,X,X,O
JZLITSO,O,X,O,O,X,X,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,X,X,X,X,X
JZLISTO,O,X,X,O,X,X,X,X,X,X,X
JZLISOT,O,X,O,O,X,X,X,X,X,X,X
JZLIOTS,O,O,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,O,O,X,X,X,X,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,O,X,X,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X,X,X,O
JZLOITS,O,O,O,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,O,X,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,X,O,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,X,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,X,X,X,X,X,X
JZSILOT,O,O,X,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,O,X,X,X,X,X,X,X
JZSIOLT,O,O,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,O,X,X,X,X,X,X,X
JZSOILT,O,O,X,O,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X,X,X,O
JZOTSIL,O,O,X,O,X,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X,X,O
JZOITLS,O,O,X,O,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X,X
JZOILTS,O,O,O,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,X,X,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X,X,X,O
JZOLITS,O,O,O,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,O,X,X,X,X,X,X,X
JZOSILT,O,O,X,O,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,O,X,X,X,X,X,O
JOTILZS,X,X,X,X,X,X,X,O,X,X,X
JOTISLZ,X,X,X,X,O,X,X,X,X,X,O
JOTISZL,X,X,X,X,O,X,X,X,X,X,X
JOTIZLS,X,X,O,O,X,X,X,O,X,X,X
JOTIZSL,X,X,X,O,X,X,X,O,X,X,X
JOTLISZ,O,X,X,X,O,X,X,X,X,X,O
JOTLIZS,O,X,X,X,X,X,X,O,X,X,X
JOTLSIZ,O,X,X,X,O,X,X,X,X,X,O
JOTLSZI,O,X,X,X,O,X,X,X,X,X,O
JOTLZIS,O,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,O,X,X,X,X,X,O
JOTSILZ,O,X,X,X,O,X,X,X,X,X,O
JOTSIZL,O,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,O,X,X,X,X,X,O
JOTSLZI,O,X,X,X,O,X,X,X,X,X,O
JOTSZIL,O,X,X,X,O,X,X,X,X,X,X
JOTSZLI,O,X,X,X,O,X,X,X,X,X,O
JOTZILS,O,X,O,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,X,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,X,X,X,X,X,O
JOTZSIL,O,X,X,O,O,X,X,X,X,X,X
JOTZSLI,O,X,X,X,O,X,X,X,X,X,O
JOITLSZ,X,X,X,X,X,X,X,X,X,X,O
JOITLZS,X,X,X,X,X,X,X,O,X,X,X
JOITSLZ,X,X,X,X,X,X,X,X,X,X,O
JOITSZL,X,X,X,X,X,X,O,X,X,X,X
JOITZLS,X,X,X,O,X,X,X,O,X,X,X
JOITZSL,X,X,X,O,X,X,X,O,X,X,X
JOILTSZ,O,X,X,X,X,X,X,X,X,X,O
JOILTZS,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,O,X,O,X,X
JOILZTS,O,X,X,O,X,X,X,X,O,X,X
JOILZST,O,X,X,O,X,X,X,X,O,X,X
JOISTLZ,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,O,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,O,X,X,X,X
JOISZTL,O,X,X,O,X,X,O,X,X,X,X
JOISZLT,O,X,X,O,X,X,O,X,X,X,X
JOIZTLS,O,X,X,O,X,X,X,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,X,X,X,X
JOIZLTS,O,X,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X,O,X,X,X,X
JOIZSLT,O,X,X,O,X,X,O,X,X,X,X
JOLTISZ,O,X,X,X,X,X,X,X,X,X,O
JOLTIZS,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,X,X,X,X,X,X,X,O
JOLTSZI,O,X,X,X,X,X,X,X,X,X,O
JOLTZIS,O,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,X,X,X,X,O
JOLITSZ,O,X,X,X,X,X,X,X,X,X,O
JOLITZS,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,O,X,X
JOLIZTS,O,X,X,O,X,X,X,X,O,X,X
JOLIZST,O,X,X,O,X,X,X,X,O,X,X
JOLSTIZ,O,X,X,X,X,X,X,X,X,X,O
JOLSTZI,O,X,X,X,X,X,X,X,X,X,O
JOLSITZ,O,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,O,X,X,X,X,X,X
JOLZTIS,O,X,X,O,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,X,O
JOLZITS,O,X,X,O,X,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,X,X,X,X,X,O
JOSTIZL,O,O,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,O,X,X,X,X,X,O
JOSTLZI,O,X,X,X,O,X,X,X,X,X,O
JOSTZIL,O,O,X,X,O,X,X,X,X,X,X
JOSTZLI,O,O,X,X,O,X,X,X,X,X,O
JOSITLZ,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,O,X,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,O,X,X,X,X
JOSIZTL,O,X,X,O,X,X,O,X,X,X,X
JOSIZLT,O,X,X,O,X,X,O,X,X,X,X
JOSLTIZ,O,X,X,X,X,X,X,X,X,X,O
JOSLTZI,O,X,X,X,X,X,X,X,X,X,O
JOSLITZ,O,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,O,X,X,X,X,X,X
JOSZTIL,O,O,X,O,O,X,O,X,X,X,X
JOSZTLI,O,O,X,X,O,X,X,X,X,X,X
JOSZITL,O,O,X,O,O,X,O,X,X,X,X
JOSZILT,O,O,X,O,O,X,O,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,O,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X,X,X,X,O
JOZTSIL,O,O,X,O,X,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X,X,X,O
JOZITLS,O,O,X,O,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X,X,X
JOZILTS,O,O,O,O,X,X,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,X,X,X,O
JOZLITS,O,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,X,X,X
JOZSILT,O,O,X,O,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,O,X,X,X,O,X
STILJOZ,O,X,X,X,X,X,X,X,X,O,X
STILZJO,O,O,X,X,X,O,X,O,X,O,X
STILZOJ,O,O,X,X,X,O,X,O,X,O,X
STILOJZ,O,X,X,X,X,X,X,X,X,O,X
STILOZJ,O,O,X,X,X,X,X,O,X,O,X
STIJLZO,O,X,X,X,X,O,X,X,X,O,X
STIJLOZ,O,X,X,X,X,X,X,X,X,O,X
STIJZLO,O,O,X,X,X,O,O,X,X,O,X
STIJZOL,O,O,X,X,X,O,O,X,X,O,X
STIJOLZ,O,X,X,X,X,X,X,X,X,O,X
STIJOZL,O,O,X,X,X,X,O,X,X,O,X
STIZLJO,O,O,O,X,X,O,O,O,X,O,X
STIZLOJ,O,O,O,X,X,O,O,O,X,O,X
STIZJLO,O,O,X,X,X,O,O,O,X,O,X
STIZJOL,O,O,X,X,X,O,O,O,X,O,X
STIZOLJ,O,O,O,X,X,O,O,O,X,O,X
STIZOJL,O,O,X,X,X,O,O,O,X,O,X
STIOLJZ,O,X,X,X,X,X,X,X,X,O,X
STIOLZJ,O,O,X,X,X,X,X,O,X,O,X
STIOJLZ,O,X,X,X,X,X,X,X,X,O,X
STIOJZL,O,O,X,X,X,X,O,X,X,O,X
STIOZLJ,O,O,O,X,X,X,O,O,X,O,X
STIOZJL,O,O,X,X,X,X,O,O,X,O,X
STLIJZO,O,X,X,X,X,O,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,O,X,O,X,X,X
STLIZOJ,O,O,X,X,X,O,X,O,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,O,X,X,X
STLJIZO,O,X,X,X,X,O,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,X,O,X,X,X,X,X
STLJZOI,O,X,X,X,X,O,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,O,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,X,X,X,X,X
STLZIOJ,O,O,X,X,O,O,X,X,X,X,X
STLZJIO,O,O,X,X,X,O,X,X,X,X,X
STLZJOI,O,O,X,X,X,O,X,X,X,X,X
STLZOIJ,O,O,X,X,O,O,X,X,X,X,X
STLZOJI,O,O,X,X,X,O,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,O,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,O,X,X,X,X,X
STLOZIJ,O,O,X,X,O,O,X,X,X,X,X
STLOZJI,O,O,X,X,X,O,X,X,X,X,X
STJILZO,O,X,X,X,X,O,X,X,X,O,X
STJILOZ,O,X,X,X,X,X,X,X,X,O,X
STJIZLO,O,O,X,X,X,O,X,X,X,O,X
STJIZOL,O,O,X,X,X,O,X,X,X,O,X
STJIOLZ,O,X,X,X,X,X,X,X,X,O,X
STJIOZL,O,O,X,X,X,X,X,X,X,O,X
STJLIZO,O,X,X,X,X,O,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,X,O,X,X,X,X,X
STJLZOI,O,X,X,X,X,O,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,O,X,X,X,X,X
STJZILO,O,O,X,X,X,O,X,X,X,X,X
STJZIOL,O,O,X,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,X,X,O,X,X,X,X,X
STJZLOI,O,O,X,X,X,O,X,X,X,X,X
STJZOIL,O,O,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,X,X,X,O,X,X,X,X,X
STJOILZ,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,O,X,X,X,X,X
STJOZIL,O,O,X,X,X,O,X,X,X,X,X
STJOZLI,O,O,X,X,X,O,X,X,X,X,X
STZILJO,O,O,O,X,X,O,O,X,X,X,X
STZILOJ,O,O,O,X,O,O,O,X,X,X,X
STZIJLO,O,O,X,X,X,O,O,X,X,X,X
STZIJOL,O,O,X,X,X,O,O,X,X,X,X
STZIOLJ,O,O,O,X,X,O,O,X,X,X,X
STZIOJL,O,O,X,X,X,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,O,O,X,X,X,X
STZLIOJ,O,O,O,X,O,O,O,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,X,X,X,X
STZLJOI,O,O,O,X,X,O,X,X,X,X,X
STZLOIJ,O,O,O,X,O,O,O,X,X,X,X
STZLOJI,O,O,O,X,X,O,X,X,X,X,X
STZJILO,O,O,X,X,X,O,O,X,X,X,X
STZJIOL,O,O,X,X,X,O,O,X,X,X,X
STZJLIO,O,O,X,X,X,O,X,X,X,X,X
STZJLOI,O,O,X,X,X,O,X,X,X,X,X
STZJOIL,O,O,X,X,X,O,O,X,X,X,X
STZJOLI,O,O,X,X,X,O,X,X,X,X,X
STZOILJ,O,O,O,X,O,O,O,X,X,X,X
STZOIJL,O,O,X,X,O,O,O,X,X,X,X
STZOLIJ,O,O,O,X,O,O,O,X,X,X,X
STZOLJI,O,O,O,X,O,O,X,X,X,X,X
STZOJIL,O,O,X,X,O,O,O,X,X,X,X
STZOJLI,O,O,X,X,O,O,X,X,X,X,X
STOILJZ,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,O,X,X,O,X,X,X
STOIJLZ,O,X,X,X,O,X,X,X,X,X,X
STOIJZL,O,O,X,X,O,X,O,X,X,X,X
STOIZLJ,O,O,O,X,O,X,O,O,X,X,X
STOIZJL,O,O,X,X,O,X,O,O,X,X,X
STOLIJZ,O,X,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,X,X,O,X,X,X
STOLJIZ,O,X,X,X,O,X,X,X,X,X,X
STOLJZI,O,X,X,X,O,O,X,X,X,X,X
STOLZIJ,O,O,X,X,O,O,X,X,X,X,X
STOLZJI,O,O,X,X,O,O,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,X,X,X,X,X
STOJIZL,O,O,X,X,O,X,X,X,X,X,X
STOJLIZ,O,X,X,X,O,X,X,X,X,X,X
STOJLZI,O,X,X,X,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,O,O,X,X,X,X,X
STOJZLI,O,O,X,X,O,O,X,X,X,X,X
STOZILJ,O,O,O,X,O,O,O,X,X,X,X
STOZIJL,O,O,X,X,O,O,O,X,X,X,X
STOZLIJ,O,O,O,X,O,O,O,X,X,X,X
STOZLJI,O,O,O,X,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,O,O,O,X,X,X,X
STOZJLI,O,O,X,X,O,O,X,X,X,X,X
SITLJZO,O,X,X,X,X,O,X,X,X,O,X
SITLJOZ,O,X,X,X,X,X,X,X,X,O,X
SITLZJO,O,O,X,X,X,O,X,O,X,O,X
SITLZOJ,O,O,X,X,X,O,X,O,X,O,X
SITLOJZ,O,X,X,X,X,X,X,X,X,O,X
SITLOZJ,O,O,X,X,X,X,X,O,X,O,X
SITJLZO,O,X,X,X,X,O,X,X,X,O,X
SITJLOZ,O,X,X,X,X,X,X,X,X,O,X
SITJZLO,O,O,X,X,X,O,O,X,X,O,X
SITJZOL,O,O,X,X,X,O,O,X,X,O,X
SITJOLZ,O,X,X,X,X,X,X,X,X,O,X
SITJOZL,O,O,X,X,X,X,O,X,X,O,X
SITZLJO,O,O,X,X,X,O,O,O,X,O,X
SITZLOJ,O,O,X,X,X,O,O,O,X,O,X
SITZJLO,O,O,X,X,X,O,O,O,X,O,X
SITZJOL,O,O,X,X,X,O,O,O,X,O,X
SITZOLJ,O,O,X,X,X,O,O,O,X,O,X
SITZOJL,O,O,X,X,X,O,O,O,X,O,X
SITOLJZ,O,X,X,X,X,X,X,X,X,O,X
SITOLZJ,O,O,X,X,X,X,X,O,X,O,X
SITOJLZ,O,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,O,X,X,X,X,O,X,X,O,X
SITOZLJ,O,O,X,X,X,X,O,O,X,O,X
SITOZJL,O,O,X,X,X,X,O,O,X,O,X
SILTJZO,O,X,X,X,X,O,X,X,X,O,X
SILTJOZ,O,X,X,X,X,X,X,X,X,O,X
SILTZJO,O,X,X,X,X,O,X,X,O,O,X
SILTZOJ,O,X,X,X,X,O,X,X,O,O,X
SILTOJZ,O,X,X,X,X,X,X,X,X,O,X
SILTOZJ,O,X,X,X,X,X,X,X,O,O,X
SILJTZO,O,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,O,X,O,X,X
SILJZOT,O,X,X,X,X,X,O,X,O,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,O,X,O,X,X
SILZTJO,X,X,X,X,X,O,O,X,O,X,X
SILZTOJ,X,X,X,X,O,O,O,X,O,X,X
SILZJTO,X,X,X,X,X,O,O,X,O,X,X
SILZJOT,X,X,X,X,O,X,O,X,O,X,X
SILZOTJ,X,X,X,X,O,O,O,X,O,X,X
SILZOJT,X,X,X,X,O,X,O,X,O,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,O,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,O,X,O,X,X
SILOZTJ,X,X,X,X,O,X,O,X,O,X,X
SILOZJT,X,X,X,X,O,X,O,X,O,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,O,X,X,X,X
SIJTZOL,O,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,X,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,X,X,X,X
SIJZTLO,O,X,X,O,X,X,O,X,X,X,X
SIJZTOL,O,X,X,O,X,X,O,X,X,X,X
SIJZLTO,O,X,X,O,X,X,O,X,X,X,X
SIJZLOT,O,X,X,O,X,X,O,X,X,X,X
SIJZOTL,O,X,X,O,X,X,O,X,X,X,X
SIJZOLT,O,X,X,O,X,X,O,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,O,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,O,X,X,X,X
SIJOZTL,O,X,X,O,X,X,O,X,X,X,X
SIJOZLT,O,X,X,O,X,X,O,X,X,X,X
SIZTLJO,X,O,X,X,X,O,O,X,X,X,X
SIZTLOJ,X,O,X,X,O,O,O,X,X,X,X
SIZTJLO,X,O,X,X,X,O,O,X,X,X,X
SIZTJOL,X,O,X,X,X,O,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,O,O,X,X,X,X
SIZTOJL,X,O,X,X,X,O,O,X,X,X,X
SIZLTJO,X,X,X,X,X,O,O,X,X,X,X
SIZLTOJ,X,X,X,X,O,O,O,X,X,X,X
SIZLJTO,X,X,X,X,X,O,O,X,X,X,X
SIZLJOT,X,O,X,X,O,X,O,X,X,X,X
SIZLOTJ,X,X,X,X,O,O,O,X,X,X,X
SIZLOJT,X,O,X,X,O,X,O,X,X,X,X
SIZJTLO,X,O,X,O,X,O,O,X,X,X,X
SIZJTOL,X,O,X,O,X,O,O,X,X,X,X
SIZJLTO,X,X,X,O,X,O,O,X,X,X,X
SIZJLOT,X,O,X,O,O,X,O,X,X,X,X
SIZJOTL,X,O,X,O,X,X,O,X,X,X,X
SIZJOLT,X,O,X,O,X,X,O,X,X,X,X
SIZOTLJ,X,O,X,X,O,O,O,X,X,X,X
SIZOTJL,X,O,X,X,O,O,O,X,X,X,X
SIZOLTJ,X,X,X,X,O,O,O,X,X,X,X
SIZOLJT,X,O,X,X,O,X,O,X,X,X,X
SIZOJTL,X,O,X,O,O,X,O,X,X,X,X
SIZOJLT,X,O,X,O,O,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,O,X,X,O,X,O,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,O,O,X,X,X
SIOTZJL,O,O,X,X,O,X,O,O,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,O,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O,X,O,X,X
SIOLZTJ,X,X,X,X,O,X,O,X,O,X,X
SIOLZJT,X,X,X,X,O,X,O,X,O,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,O,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X,X,X
