sequence,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiBOqBcsBToBCr?B3rB,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiB0lBCnBToB2v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8JeUCJvhFGjBxlBVtB3lByv?BzrB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFFiBTjB0mBWtBiq?BRwB,v115@9gC8GeB8HeB8HeB8EeC8JeRBJvhFfoB6oBmlBUnBTq?B1wB,v115@9gC8GeB8HeB8HeB8EeC8JeWHJvhFxiBilBToBUmB1v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFzhBGjByqBUoBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JexCJvhFKqBfrBlmBcsBTo?BGrB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFemBzhBfoB6oBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFymBziB+oBXmBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFmhBCjBXmBToBFs?BxvB
JZTOLSI,O,O,X,O,O,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,O,X,X,X,X,X,X
JZITLSO,O,X,X,O,X,X,O,X,X,O,X
JZITLOS,O,X,X,O,X,X,O,X,X,O,X
JZITSLO,O,O,X,O,X,X,O,X,X,O,X
JZITSOL,O,O,X,O,X,X,O,X,X,O,X
JZITOLS,O,O,X,O,X,X,O,X,X,O,X
JZITOSL,O,O,X,O,X,X,O,X,X,O,X
JZILTSO,O,X,X,O,X,X,O,X,X,O,X
JZILTOS,O,X,X,O,X,X,O,X,X,O,X
JZILSTO,O,X,X,O,X,X,O,X,X,X,X
JZILSOT,X,X,X,O,X,X,O,X,X,X,X
JZILOTS,O,X,X,O,X,X,O,X,X,O,X
JZILOST,O,X,X,O,X,X,O,X,X,X,X
JZISTLO,O,O,X,O,X,X,O,X,X,O,X
JZISTOL,O,O,X,O,X,X,O,X,X,O,X
JZISLTO,O,O,X,O,O,X,O,X,X,X,X
JZISLOT,X,O,X,O,X,X,O,X,X,X,X
JZISOTL,X,O,X,O,X,X,X,X,X,O,X
JZISOLT,X,O,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,O,X,X,O,X
JZIOTSL,O,O,X,O,X,X,O,X,X,O,X
JZIOLTS,O,O,X,O,X,X,O,X,X,O,X
JZIOLST,O,O,X,O,X,X,O,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,X,O,X
JZIOSLT,O,O,X,O,X,X,X,X,X,X,X
JZLTISO,O,X,X,O,X,X,X,X,X,X,X
JZLTIOS,O,X,X,O,X,X,X,X,X,X,X
JZLTSIO,O,O,X,O,X,X,X,X,X,X,X
JZLTSOI,O,O,X,O,X,X,X,X,X,X,X
JZLTOIS,O,O,X,O,X,X,X,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X,X,X,X
JZLITSO,O,X,X,O,X,X,O,X,X,X,X
JZLITOS,O,X,X,O,X,X,O,X,X,X,X
JZLISTO,O,X,X,O,X,X,O,X,X,X,X
JZLISOT,X,X,X,O,X,X,O,X,X,X,X
JZLIOTS,O,X,X,O,X,X,O,X,X,X,X
JZLIOST,O,X,X,O,X,X,O,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X,X,X,X,X
JZLSTOI,O,O,X,O,X,X,X,O,X,X,X
JZLSITO,O,O,X,O,X,X,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X,X,X,X,X
JZLSOTI,O,O,X,O,X,X,X,O,X,X,X
JZLSOIT,O,O,X,O,X,X,X,O,X,X,X
JZLOTIS,O,O,X,O,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X,X,X,X
JZLOITS,O,O,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,X,O,X,X,X,O,X,X,X
JZLOSTI,O,O,X,O,X,X,X,O,X,X,X
JZLOSIT,O,O,X,O,X,X,X,O,X,X,X
JZSTILO,O,O,X,X,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,O,X,X,X,X,X,X
JZSTLIO,X,O,X,X,O,X,X,X,X,X,X
JZSTLOI,X,O,X,X,O,X,X,X,X,X,X
JZSTOIL,O,O,X,X,O,X,X,X,X,X,X
JZSTOLI,X,O,X,X,O,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,O,X,X,X,X
JZSITOL,O,O,X,X,X,X,O,X,X,X,X
JZSILTO,O,O,X,X,O,X,O,X,X,X,X
JZSILOT,X,O,X,X,X,X,O,X,X,X,X
JZSIOTL,X,O,X,X,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,O,X,X,X,X,X,X
JZSLTOI,O,O,X,X,O,X,X,X,X,X,X
JZSLITO,O,O,X,X,O,X,X,X,X,X,X
JZSLIOT,X,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,X,X,X,X
JZSOTLI,X,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X,X,X,X
JZOTSLI,X,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,O,X,X,O,X,X,O,X
JZOITSL,O,O,X,O,X,X,O,X,X,O,X
JZOILTS,O,O,X,O,X,X,O,X,X,O,X
JZOILST,O,O,X,O,X,X,O,O,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,O,X
JZOISLT,O,O,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X,X,X,X
JZOLITS,O,O,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,O,X,X,X
JZOLSTI,O,O,X,O,X,X,X,O,X,X,X
JZOLSIT,O,O,X,O,X,X,X,O,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X,X,X,X
JZOSTLI,X,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,O,X,O,X,X,X,O,X
JOTILZS,O,X,O,O,X,X,X,X,X,O,X
JOTISLZ,O,O,X,O,X,O,X,X,X,O,X
JOTISZL,O,O,O,O,X,O,X,X,X,O,X
JOTIZLS,O,O,O,O,X,X,X,X,X,O,X
JOTIZSL,O,O,O,O,X,X,X,X,X,O,X
JOTLISZ,O,X,O,O,X,O,X,X,X,X,X
JOTLIZS,O,X,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,O,X,O,X,X,X,X,X
JOTLSZI,O,X,O,O,X,O,X,X,X,X,X
JOTLZIS,O,X,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,O,O,X,X,X,X,X,X,X
JOTSILZ,O,O,X,O,X,O,X,X,X,X,X
JOTSIZL,O,O,O,O,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,O,X,O,X,X,X,X,X
JOTSLZI,O,O,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,O,X,X,O,X,X,X,X,X
JOTSZLI,X,O,O,X,X,O,X,X,X,X,X
JOTZILS,O,O,O,O,O,X,X,X,X,X,X
JOTZISL,O,O,O,O,O,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,X,X,X,X,X,X
JOTZLSI,O,O,O,O,O,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,X,X,X,X,X,X
JOTZSLI,X,O,O,X,O,X,X,X,X,X,X
JOITLSZ,O,X,X,O,X,O,X,X,X,O,X
JOITLZS,O,X,O,O,X,X,X,X,X,O,O
JOITSLZ,O,O,X,O,X,O,X,X,X,O,X
JOITSZL,O,O,O,O,X,O,X,X,X,O,X
JOITZLS,O,O,O,O,X,X,X,X,X,O,O
JOITZSL,O,O,O,O,X,X,X,X,X,O,O
JOILTSZ,O,X,X,O,X,X,X,X,X,O,X
JOILTZS,O,X,X,O,X,X,X,X,X,O,O
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X
JOILSZT,X,O,X,O,X,X,X,O,X,X,X
JOILZTS,O,O,X,O,X,X,X,X,X,O,O
JOILZST,O,O,X,O,X,X,X,O,X,X,O
JOISTLZ,O,O,X,O,X,O,X,X,X,O,X
JOISTZL,O,O,X,O,X,O,X,X,X,O,X
JOISLTZ,O,O,X,O,X,O,X,X,X,X,X
JOISLZT,X,O,X,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,O,X,X,X,O,X
JOISZLT,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,O,O,O,O,X,X,X,X,X,O,O
JOIZTSL,O,O,O,O,X,X,X,X,X,O,O
JOIZLTS,O,O,X,O,X,X,X,X,X,O,O
JOIZLST,O,O,X,O,X,X,X,O,X,X,O
JOIZSTL,O,O,X,O,X,X,X,X,X,O,O
JOIZSLT,O,O,X,O,X,X,X,X,X,X,O
JOLTISZ,O,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X,X,O,X
JOLITZS,O,X,O,O,X,X,X,X,X,O,O
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X
JOLISZT,X,O,X,O,X,X,X,O,X,X,X
JOLIZTS,O,O,O,O,X,X,X,X,X,O,O
JOLIZST,O,O,X,O,X,X,X,O,X,X,O
JOLSTIZ,O,O,X,O,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X,O,X,X,X
JOLZTIS,O,O,O,O,X,X,X,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X,X,X
JOLZITS,O,O,O,O,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,X,X,O,X,X,X
JOLZSTI,O,O,X,O,X,X,X,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X,O,X,X,X
JOSTILZ,O,O,X,O,X,O,X,X,X,X,X
JOSTIZL,O,O,X,O,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,O,X,X,X,X,X
JOSTLZI,O,O,X,O,X,O,X,X,X,X,X
JOSTZIL,O,O,X,X,X,O,X,X,X,X,X
JOSTZLI,X,O,X,X,X,O,X,X,X,X,X
JOSITLZ,O,O,X,O,X,O,X,X,X,O,X
JOSITZL,O,O,X,O,X,O,X,X,X,O,X
JOSILTZ,O,O,X,O,X,O,X,X,X,X,X
JOSILZT,X,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,O,X,X,X,O,X
JOSIZLT,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,O,X,X,X,X,X
JOSLTZI,O,O,X,O,X,O,X,X,X,X,X
JOSLITZ,O,O,X,O,X,O,X,X,X,X,X
JOSLIZT,X,O,X,O,X,X,X,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,O,X,X,X,X,X
JOSZTLI,X,O,X,X,X,O,X,X,X,X,X
JOSZITL,O,O,X,X,X,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X,X,X,X,X
JOZTSLI,X,O,O,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,O,X,X,X,X,X,O,X
JOZITSL,O,O,O,O,X,X,X,X,X,O,X
JOZILTS,O,O,X,O,X,X,X,X,X,O,X
JOZILST,O,O,X,O,X,X,X,O,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,O,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X,X,X,X
JOZLTSI,O,O,O,O,X,X,X,X,X,X,X
JOZLITS,O,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,O,X,X,X
JOZLSTI,O,O,X,O,X,X,X,O,X,X,X
JOZLSIT,O,O,X,O,X,X,X,O,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,X,O,X,X,X,O,X,X
STILJOZ,X,X,X,X,O,O,X,X,X,X,X
STILZJO,X,X,X,X,X,X,X,X,O,X,X
STILZOJ,X,X,X,X,X,X,X,X,O,X,X
STILOJZ,X,X,X,X,X,O,X,X,X,X,X
STILOZJ,X,X,X,X,X,O,X,X,O,X,X
STIJLZO,X,X,X,X,O,X,X,X,O,X,X
STIJLOZ,X,X,X,X,O,O,X,X,X,X,X
STIJZLO,X,X,X,X,O,X,X,X,O,X,X
STIJZOL,X,X,X,X,X,X,X,X,O,X,X
STIJOLZ,X,X,X,X,O,O,X,X,X,X,X
STIJOZL,X,X,X,X,X,O,X,X,X,X,X
STIZLJO,X,X,X,X,X,X,X,X,O,X,X
STIZLOJ,X,X,X,X,X,X,X,X,O,X,X
STIZJLO,X,X,X,X,X,X,X,X,O,X,X
STIZJOL,X,X,X,X,X,X,X,X,O,X,X
STIZOLJ,X,X,X,X,X,X,X,X,O,X,X
STIZOJL,X,X,X,X,X,X,X,X,O,X,X
STIOLJZ,X,X,X,X,X,O,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,X,X,O,X,X
STIOJLZ,X,X,X,X,X,O,X,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X,X,X
STIOZLJ,X,X,X,X,X,O,X,X,O,X,X
STIOZJL,X,X,X,X,X,O,X,X,O,X,X
STLIJZO,X,O,O,X,O,X,X,X,O,X,X
STLIJOZ,X,O,X,X,O,O,X,X,X,X,X
STLIZJO,X,O,O,X,X,X,X,X,O,X,X
STLIZOJ,X,O,X,X,X,X,X,X,O,X,X
STLIOJZ,X,O,X,X,X,O,X,X,X,X,X
STLIOZJ,X,O,X,X,X,O,X,X,O,X,X
STLJIZO,X,O,O,X,O,X,X,X,X,X,X
STLJIOZ,X,O,X,X,O,O,X,X,X,X,X
STLJZIO,X,O,O,X,O,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,O,X,X,X,X,X
STLJOIZ,X,O,O,X,O,O,X,X,X,X,X
STLJOZI,X,O,O,X,X,O,X,X,X,X,X
STLZIJO,X,O,O,X,O,X,X,X,X,X,X
STLZIOJ,X,O,X,X,O,X,X,X,X,X,X
STLZJIO,X,X,O,X,O,X,X,X,X,X,X
STLZJOI,X,X,X,X,O,O,X,X,X,X,X
STLZOIJ,X,O,X,X,O,O,X,X,X,X,X
STLZOJI,X,X,X,X,O,O,X,X,X,X,X
STLOIJZ,X,O,O,X,X,O,X,X,X,X,X
STLOIZJ,X,O,O,X,X,O,X,X,X,X,X
STLOJIZ,X,O,O,X,O,O,X,X,X,X,X
STLOJZI,X,O,O,X,X,O,X,X,X,X,X
STLOZIJ,X,O,O,X,X,O,X,X,X,X,X
STLOZJI,X,X,O,X,X,O,X,X,X,X,X
STJILZO,X,X,X,X,O,X,X,X,X,X,X
STJILOZ,X,X,X,X,O,O,X,X,X,X,X
STJIZLO,X,X,X,X,O,X,X,X,X,X,X
STJIZOL,X,X,X,X,O,X,X,X,X,X,X
STJIOLZ,X,X,X,X,O,O,X,X,X,X,X
STJIOZL,X,X,X,X,X,O,X,X,X,X,X
STJLIZO,X,O,O,X,O,X,X,X,X,X,X
STJLIOZ,X,O,X,X,O,O,X,X,X,X,X
STJLZIO,X,O,O,X,O,X,X,X,X,X,X
STJLZOI,X,O,X,X,X,O,X,X,X,X,X
STJLOIZ,X,O,O,X,O,O,X,X,X,X,X
STJLOZI,X,O,O,X,X,O,X,X,X,X,X
STJZILO,X,O,X,X,O,X,X,X,X,X,X
STJZIOL,X,O,X,X,O,X,X,X,X,X,X
STJZLIO,X,O,O,X,O,X,X,X,X,X,X
STJZLOI,X,O,X,X,O,O,X,X,X,X,X
STJZOIL,X,O,O,X,O,O,X,X,X,X,X
STJZOLI,X,O,O,X,O,O,X,X,X,X,X
STJOILZ,X,O,X,X,O,O,X,X,X,X,X
STJOIZL,X,O,O,X,X,O,X,X,X,X,X
STJOLIZ,X,O,O,X,O,O,X,X,X,X,X
STJOLZI,X,O,O,X,X,O,X,X,X,X,X
STJOZIL,X,O,O,X,X,O,X,X,X,X,X
STJOZLI,X,O,O,X,X,O,X,X,X,X,X
STZILJO,X,X,X,X,O,X,X,X,X,X,X
STZILOJ,X,X,X,X,O,X,X,X,X,X,X
STZIJLO,X,X,X,X,O,X,X,X,X,X,X
STZIJOL,X,X,X,X,O,X,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X,X,X,X,X,X
STZIOJL,X,X,X,X,O,X,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,X,X,X,X,X
STZLIOJ,X,X,X,X,O,X,X,X,X,X,X
STZLJIO,X,X,O,X,O,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,O,X,X,X,X,X
STZLOIJ,X,X,X,X,O,O,X,X,X,X,X
STZLOJI,X,X,X,X,O,O,X,X,X,X,X
STZJILO,X,X,X,X,O,X,X,X,X,X,X
STZJIOL,X,X,X,X,O,X,X,X,X,X,X
STZJLIO,X,X,O,X,O,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,O,X,X,X,X,X
STZJOIL,X,X,O,X,O,O,X,X,X,X,X
STZJOLI,X,X,O,X,O,O,X,X,X,X,X
STZOILJ,X,X,X,X,O,O,X,X,X,X,X
STZOIJL,X,X,O,X,O,O,X,X,X,X,X
STZOLIJ,X,X,O,X,O,O,X,X,X,X,X
STZOLJI,X,X,O,X,O,O,X,X,X,X,X
STZOJIL,X,X,O,X,O,O,X,X,X,X,X
STZOJLI,X,X,O,X,O,O,X,X,X,X,X
STOILJZ,X,O,X,X,X,O,X,X,X,X,X
STOILZJ,X,O,X,X,X,O,X,X,X,X,X
STOIJLZ,X,O,X,X,X,O,X,X,X,X,X
STOIJZL,X,O,O,X,X,O,X,X,X,X,X
STOIZLJ,X,X,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,O,X,X,O,X,X,X,X,X
STOLIJZ,X,O,O,X,X,O,X,X,X,X,X
STOLIZJ,X,O,O,X,X,O,X,X,X,X,X
STOLJIZ,X,O,O,X,O,O,X,X,X,X,X
STOLJZI,X,O,O,X,X,O,X,X,X,X,X
STOLZIJ,X,O,O,X,X,O,X,X,X,X,X
STOLZJI,X,X,O,X,X,O,X,X,X,X,X
STOJILZ,X,O,X,X,O,O,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X,X,X,X,X
STOJLIZ,X,O,O,X,O,O,X,X,X,X,X
STOJLZI,X,O,O,X,X,O,X,X,X,X,X
STOJZIL,X,O,O,X,X,O,X,X,X,X,X
STOJZLI,X,O,O,X,X,O,X,X,X,X,X
STOZILJ,X,X,X,X,O,O,X,X,X,X,X
STOZIJL,X,X,O,X,O,O,X,X,X,X,X
STOZLIJ,X,X,O,X,O,O,X,X,X,X,X
STOZLJI,X,X,O,X,O,O,X,X,X,X,X
STOZJIL,X,X,O,X,O,O,X,X,X,X,X
STOZJLI,X,X,O,X,O,O,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,O,X,O,O,X
SITLJOZ,X,X,X,X,O,O,O,X,X,O,X
SITLZJO,X,X,X,X,X,X,O,X,O,O,O
SITLZOJ,X,X,X,X,X,X,O,X,O,X,X
SITLOJZ,X,X,X,X,X,O,O,X,X,X,X
SITLOZJ,X,X,X,X,X,O,O,X,O,X,X
SITJLZO,X,X,X,X,O,X,X,X,O,O,X
SITJLOZ,X,X,X,X,O,O,X,X,X,O,X
SITJZLO,X,X,X,X,O,X,X,X,O,O,X
SITJZOL,X,X,X,X,X,X,X,X,O,O,X
SITJOLZ,X,X,X,X,O,O,X,X,X,O,X
SITJOZL,X,X,X,X,X,O,X,X,X,O,X
SITZLJO,X,X,X,X,X,X,O,X,O,O,O
SITZLOJ,X,X,X,X,X,X,O,X,O,X,X
SITZJLO,X,X,X,X,X,X,O,X,O,O,O
SITZJOL,X,X,X,X,X,X,O,X,O,O,O
SITZOLJ,X,X,X,X,X,X,O,X,O,X,O
SITZOJL,X,X,X,X,X,X,O,X,O,X,O
SITOLJZ,X,X,X,X,X,O,O,X,X,X,X
SITOLZJ,X,X,X,X,X,O,O,X,O,X,O
SITOJLZ,X,X,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X,X,X
SITOZLJ,X,X,X,X,X,O,O,X,O,X,O
SITOZJL,X,X,X,X,X,O,O,X,O,X,O
SILTJZO,X,O,X,O,O,X,O,X,O,X,X
SILTJOZ,X,O,X,O,O,X,O,X,X,X,X
SILTZJO,X,O,X,O,X,X,O,X,O,X,X
SILTZOJ,X,O,X,O,X,X,O,X,O,X,X
SILTOJZ,X,O,X,X,X,X,O,X,X,X,X
SILTOZJ,X,O,X,X,X,X,O,X,O,X,X
SILJTZO,X,O,X,O,X,X,O,X,O,X,X
SILJTOZ,X,O,X,O,X,X,O,X,X,X,X
SILJZTO,X,O,X,O,X,X,O,X,O,X,X
SILJZOT,X,O,X,O,X,X,O,X,O,X,X
SILJOTZ,X,O,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,O,X,O,X,X
SILZTOJ,X,O,X,O,O,X,O,X,O,X,X
SILZJTO,X,O,X,O,O,X,O,X,O,X,X
SILZJOT,X,O,X,O,X,X,O,X,O,X,X
SILZOTJ,X,X,X,O,O,X,O,X,O,X,X
SILZOJT,X,X,X,O,X,X,O,X,O,X,X
SILOTJZ,X,O,X,X,X,X,O,X,X,X,X
SILOTZJ,X,O,X,X,X,X,O,X,O,X,X
SILOJTZ,X,O,X,O,X,X,X,X,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,X,X,X
SILOZTJ,X,O,X,O,X,X,O,X,O,X,X
SILOZJT,X,O,X,O,X,X,O,X,O,X,X
SIJTLZO,X,X,X,O,X,X,X,X,O,O,X
SIJTLOZ,X,X,X,O,X,O,X,X,X,O,X
SIJTZLO,X,X,X,O,X,X,X,X,O,O,X
SIJTZOL,X,X,X,O,X,X,X,X,O,O,X
SIJTOLZ,X,X,X,O,X,O,X,X,X,O,X
SIJTOZL,X,X,X,O,X,O,X,X,X,O,X
SIJLTZO,X,O,X,O,X,X,X,X,O,X,X
SIJLTOZ,X,O,X,O,X,X,X,X,X,X,X
SIJLZTO,X,O,X,O,X,X,X,X,O,X,X
SIJLZOT,X,O,X,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,O,X,X,X,X,X,X,X
SIJZTLO,X,O,X,O,X,X,X,X,O,O,X
SIJZTOL,X,O,X,O,X,X,X,X,O,O,X
SIJZLTO,X,O,X,O,X,X,X,X,O,X,X
SIJZLOT,X,O,X,O,X,X,X,X,O,X,X
SIJZOTL,X,O,X,O,X,X,X,X,O,O,X
SIJZOLT,X,O,X,O,X,X,X,X,O,X,X
SIJOTLZ,X,O,X,O,X,O,X,X,X,O,X
SIJOTZL,X,O,X,O,X,O,X,X,X,O,X
SIJOLTZ,X,O,X,O,X,O,X,X,X,X,X
SIJOLZT,X,O,X,O,X,X,X,X,X,X,X
SIJOZTL,X,O,X,O,X,O,X,X,X,O,X
SIJOZLT,X,O,X,O,X,X,X,X,X,X,X
SIZTLJO,X,X,X,O,O,X,O,X,O,O,O
SIZTLOJ,X,X,X,X,O,X,O,X,O,X,O
SIZTJLO,X,X,X,O,O,X,O,X,O,O,O
SIZTJOL,X,X,X,O,O,X,O,X,O,O,O
SIZTOLJ,X,X,X,X,O,X,O,X,O,X,O
SIZTOJL,X,X,X,O,O,X,O,X,O,X,O
SIZLTJO,X,X,X,O,O,X,O,X,O,X,O
SIZLTOJ,X,X,X,X,O,X,O,X,O,X,O
SIZLJTO,X,X,X,O,O,X,O,X,O,X,X
SIZLJOT,X,X,X,O,X,X,O,X,O,X,O
SIZLOTJ,X,X,X,X,O,X,O,X,O,X,O
SIZLOJT,X,X,X,X,X,X,O,X,O,X,O
SIZJTLO,X,X,X,O,X,X,O,X,O,O,O
SIZJTOL,X,X,X,O,X,X,O,X,O,O,O
SIZJLTO,X,X,X,O,O,X,O,X,O,X,X
SIZJLOT,X,X,X,O,X,X,O,X,O,X,O
SIZJOTL,X,X,X,O,X,X,X,X,O,O,O
SIZJOLT,X,X,X,O,X,X,X,X,O,X,O
SIZOTLJ,X,X,X,X,X,X,X,X,O,X,O
SIZOTJL,X,X,X,O,X,X,X,X,O,X,O
SIZOLTJ,X,X,X,X,O,X,X,X,O,X,O
SIZOLJT,X,X,X,X,X,X,X,X,O,X,O
SIZOJTL,X,X,X,O,X,X,X,X,O,X,O
SIZOJLT,X,X,X,O,X,X,X,X,O,X,O
SIOTLJZ,X,O,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,O,X,X,O,X,O
SIOTJLZ,X,O,X,X,X,O,X,X,X,X,X
SIOTJZL,X,O,X,X,X,O,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,O,X,X,O,X,O
SIOTZJL,X,X,X,X,X,O,X,X,O,X,O
SIOLTJZ,X,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,O,X,X,O,X,O
SIOLJTZ,X,O,X,X,X,O,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X,X,O,X,O
SIOLZJT,X,O,X,X,X,X,X,X,O,X,O
SIOJTLZ,X,O,X,X,X,O,X,X,X,X,X
SIOJTZL,X,O,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,O,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,O,X,X,O,X,O
