sequence,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkB/qB6sBmrBUrB,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkBmlBXnB0qBSxB,v115@EhC8HeB8HeE8EeB8Jei/IvhF3gB1pBxmBUnBzqBWxB,v115@EhC8HeB8HeE8EeB8JeT/IvhFlgBUiBypBXmBGsBRwB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBRhB3lBCnBVwBTsB,v115@EhC8HeB8HeE8EeB8Jex/IvhFylBTkBGnB3mB0qBVxB,v115@EhC8HeB8HeE8EeB8Jei/IvhFzgBUiB3kBWsBlqBxwB,v115@EhC8HeB8HeE8EeB8Jex/IvhFTkB/qBFmB8rB+sBirB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBzgBqmB/nBlqBxwB,v115@EhC8HeB8HeE8EeB8JeKEJvhFzfBWmB/nB0mBlqBxwB,v115@EhC8HeB8HeE8EeB8Jem/IvhFChB/nBTkB0mBlqBxwB
JZILOTS,X,O,X,O,X,X,X,X,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X,X,X
JZISTLO,X,O,O,O,O,X,X,X,O,X,X
JZISTOL,X,O,X,X,O,X,X,O,O,X,X
JZISLTO,X,O,X,O,O,X,X,X,O,X,X
JZISLOT,X,O,X,O,X,X,X,X,O,X,X
JZISOTL,X,X,X,X,O,X,X,O,O,X,X
JZISOLT,X,X,X,X,X,X,X,O,O,X,X
JZIOTLS,X,O,X,X,X,X,X,X,X,X,X
JZIOTSL,X,O,X,X,X,X,X,O,O,X,X
JZIOLTS,X,O,X,X,X,X,X,X,X,X,X
JZIOLST,X,O,X,X,X,X,X,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X,O,O,X,X
JZIOSLT,X,O,X,X,X,X,X,O,O,X,X
JZLTISO,X,O,X,O,O,X,X,X,X,X,X
JZLTIOS,X,O,X,O,O,O,X,X,X,X,X
JZLTSIO,X,O,X,O,O,X,X,X,X,X,X
JZLTSOI,X,O,X,O,X,O,X,X,X,X,X
JZLTOIS,X,O,X,O,O,O,X,X,X,X,X
JZLTOSI,X,O,X,O,X,O,X,X,X,X,X
JZLITSO,X,O,X,O,X,X,X,X,O,X,X
JZLITOS,X,O,X,O,X,X,X,X,X,X,X
JZLISTO,X,O,X,O,X,X,X,X,O,X,X
JZLISOT,X,O,X,O,X,X,X,X,O,X,X
JZLIOTS,X,O,X,O,X,X,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X,X,X
JZLSTIO,X,O,X,O,O,X,X,X,X,X,X
JZLSTOI,X,O,X,O,O,X,X,O,X,X,X
JZLSITO,X,O,X,O,O,X,X,X,X,X,X
JZLSIOT,X,O,X,O,X,X,X,X,X,X,X
JZLSOTI,X,O,X,O,X,X,X,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X,O,X,X,X
JZLOTIS,X,O,X,O,X,O,X,X,X,X,X
JZLOTSI,X,O,X,O,X,O,X,X,X,X,X
JZLOITS,X,O,X,O,X,O,X,X,X,X,X
JZLOIST,X,O,X,O,X,X,X,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X,O,X,X,X
JZLOSIT,X,O,X,O,X,X,X,O,X,X,X
JZSTILO,O,O,X,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,O,X,X,O,X,X,X
JZSTLIO,X,X,X,O,O,X,X,X,X,X,X
JZSTLOI,X,X,X,O,O,X,X,O,X,X,X
JZSTOIL,O,O,X,X,O,X,X,O,X,X,X
JZSTOLI,X,X,X,O,O,X,X,O,X,X,X
JZSITLO,O,O,X,O,O,X,X,X,O,X,X
JZSITOL,O,O,X,X,O,X,X,O,O,X,X
JZSILTO,X,O,X,O,O,X,X,X,O,X,X
JZSILOT,X,O,X,O,X,X,X,X,O,X,X
JZSIOTL,X,X,X,X,O,X,X,O,O,X,X
JZSIOLT,X,X,X,X,X,X,X,O,O,X,X
JZSLTIO,X,O,X,O,O,X,X,X,X,X,X
JZSLTOI,X,O,X,O,O,X,X,O,X,X,X
JZSLITO,X,O,X,O,O,X,X,X,X,X,X
JZSLIOT,X,O,X,O,X,X,X,X,X,X,X
JZSLOTI,X,O,X,O,X,X,X,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X,O,X,X,X
JZSOTIL,O,O,X,X,O,X,X,O,X,X,X
JZSOTLI,X,X,X,O,O,X,X,O,X,X,X
JZSOITL,O,O,X,X,O,X,X,O,X,X,X
JZSOILT,X,O,X,X,X,X,X,O,X,X,X
JZSOLTI,X,O,X,O,X,X,X,O,X,X,X
JZSOLIT,X,O,X,O,X,X,X,O,X,X,X
JZOTILS,O,O,O,X,X,O,X,X,X,X,X
JZOTISL,O,O,O,X,X,O,X,O,X,X,X
JZOTLIS,X,O,O,X,O,O,X,X,X,X,X
JZOTLSI,X,O,O,X,X,O,X,X,X,X,X
JZOTSIL,O,O,O,X,X,O,X,O,X,X,X
JZOTSLI,X,X,O,X,X,O,X,O,X,X,X
JZOITLS,O,O,O,X,X,O,X,X,X,X,X
JZOITSL,O,O,O,X,X,O,X,O,O,X,X
JZOILTS,X,O,X,X,X,O,X,X,X,X,X
JZOILST,X,O,X,X,X,X,X,O,X,X,X
JZOISTL,X,O,O,X,X,X,X,O,O,X,X
JZOISLT,X,O,X,X,X,X,X,O,O,X,X
JZOLTIS,X,O,X,O,X,O,X,X,X,X,X
JZOLTSI,X,O,X,O,X,O,X,X,X,X,X
JZOLITS,X,O,X,O,X,O,X,X,X,X,X
JZOLIST,X,O,X,O,X,X,X,O,X,X,X
JZOLSTI,X,O,X,O,X,X,X,O,X,X,X
JZOLSIT,X,O,X,O,X,X,X,O,X,X,X
JZOSTIL,O,O,O,X,O,X,X,O,X,X,X
JZOSTLI,X,X,O,O,O,X,X,O,X,X,X
JZOSITL,O,O,O,X,O,X,X,O,X,X,X
JZOSILT,X,O,X,X,X,X,X,O,X,X,X
JZOSLTI,X,O,X,O,X,X,X,O,X,X,X
JZOSLIT,X,O,X,O,X,X,X,O,X,X,X
JOTILSZ,O,X,O,X,X,X,X,X,X,X,O
JOTILZS,O,X,O,X,X,O,X,X,X,X,X
JOTISLZ,O,X,O,X,X,X,X,X,X,X,O
JOTISZL,O,X,O,X,X,O,X,O,X,X,O
JOTIZLS,O,X,O,X,X,O,X,X,X,X,X
JOTIZSL,O,X,O,X,X,O,X,O,X,X,O
JOTLISZ,O,X,O,X,X,X,X,X,X,X,X
JOTLIZS,O,X,O,X,X,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,O,O,X,X,X,X,X
JOTLZSI,X,X,O,X,X,O,X,X,X,X,X
JOTSILZ,O,X,O,X,X,X,X,X,X,X,X
JOTSIZL,O,X,O,X,O,O,X,O,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,X,X,X,X
JOTSLZI,X,X,O,X,O,X,X,X,X,X,X
JOTSZIL,O,X,O,X,O,O,X,O,X,X,X
JOTSZLI,X,X,O,X,O,O,X,O,X,X,X
JOTZILS,O,X,O,X,X,O,X,X,X,X,X
JOTZISL,O,X,O,X,X,O,X,O,X,X,X
JOTZLIS,X,X,O,X,O,O,X,X,X,X,X
JOTZLSI,X,X,O,X,X,O,X,X,X,X,X
JOTZSIL,O,X,O,X,X,O,X,O,X,X,X
JOTZSLI,X,X,O,X,X,O,X,O,X,X,X
JOITLSZ,O,X,O,X,X,X,X,X,X,X,O
JOITLZS,O,X,O,X,X,O,X,X,X,X,X
JOITSLZ,O,X,O,X,X,X,X,X,X,X,O
JOITSZL,O,X,O,X,X,O,X,O,X,X,O
JOITZLS,O,X,O,X,X,O,X,X,X,X,X
JOITZSL,O,X,O,X,X,O,X,O,X,X,O
JOILTSZ,O,X,O,X,X,X,X,X,X,X,O
JOILTZS,O,X,O,X,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,O
JOILSZT,O,O,X,X,X,X,X,O,X,X,O
JOILZTS,O,O,X,X,X,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,X,O,X,X,X
JOISTLZ,O,X,O,X,X,X,X,X,X,X,O
JOISTZL,O,X,O,X,X,X,X,O,X,X,O
JOISLTZ,O,X,O,X,X,X,X,X,X,X,O
JOISLZT,O,X,X,X,X,X,X,O,O,X,O
JOISZTL,O,X,O,X,X,X,X,O,O,X,O
JOISZLT,X,X,X,X,X,X,X,O,O,X,O
JOIZTLS,O,O,O,X,X,O,X,X,X,X,X
JOIZTSL,O,O,O,X,X,O,X,O,O,X,O
JOIZLTS,X,O,X,X,X,O,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,O,X,X,X
JOIZSTL,X,O,O,X,X,X,X,O,O,X,O
JOIZSLT,X,O,X,X,X,X,X,O,O,X,O
JOLTISZ,O,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X,X,X,X
JOLITSZ,O,X,O,O,X,X,X,X,X,X,O
JOLITZS,O,X,O,O,X,X,X,X,X,X,X
JOLISTZ,O,O,O,O,X,X,X,X,X,X,O
JOLISZT,O,O,X,O,X,X,X,O,X,X,O
JOLIZTS,O,O,X,O,X,X,X,X,X,X,X
JOLIZST,X,O,X,O,X,X,X,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,X,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X,X,X,X
JOLSITZ,O,O,O,O,X,X,X,X,X,X,X
JOLSIZT,O,O,X,O,X,X,X,O,X,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X,X,X
JOLSZIT,O,O,X,O,X,X,X,O,X,X,X
JOLZTIS,O,O,X,O,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X,X,X,X
JOLZITS,O,O,X,O,X,X,X,X,X,X,X
JOLZIST,X,O,X,O,X,X,X,O,X,X,X
JOLZSTI,O,O,X,O,X,X,X,O,X,X,X
JOLZSIT,O,O,X,O,X,X,X,O,X,X,X
JOSTILZ,O,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,X,O,X,X,X,X,O,X,X,X
JOSTLIZ,O,X,O,O,X,X,X,X,X,X,X
JOSTLZI,X,X,O,O,X,X,X,X,X,X,X
JOSTZIL,O,X,O,X,X,X,X,O,X,X,X
JOSTZLI,X,X,O,O,X,X,X,O,X,X,X
JOSITLZ,O,X,O,X,X,X,X,X,X,X,O
JOSITZL,O,X,O,X,X,X,X,O,X,X,O
JOSILTZ,O,X,O,X,X,X,X,X,X,X,O
JOSILZT,O,X,X,X,X,X,X,O,X,X,O
JOSIZTL,O,X,O,X,X,X,X,O,X,X,O
JOSIZLT,X,X,X,X,X,X,X,O,X,X,O
JOSLTIZ,O,X,O,O,X,X,X,X,X,X,X
JOSLTZI,O,X,O,O,X,X,X,X,X,X,X
JOSLITZ,O,X,O,O,X,X,X,X,X,X,X
JOSLIZT,O,X,X,O,X,X,X,O,X,X,X
JOSLZTI,O,X,X,O,X,X,X,O,X,X,X
JOSLZIT,O,X,X,O,X,X,X,O,X,X,X
JOSZTIL,O,X,O,X,X,X,X,O,X,X,X
JOSZTLI,X,X,O,O,X,X,X,O,X,X,X
JOSZITL,O,X,O,X,X,X,X,O,X,X,X
JOSZILT,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,X,X,X,O,X,X,X,O,X,X,X
JOSZLIT,X,X,X,O,X,X,X,O,X,X,X
JOZTILS,O,O,O,X,X,O,X,X,X,X,X
JOZTISL,O,O,O,X,X,O,X,O,X,X,X
JOZTLIS,X,O,O,X,O,O,X,X,X,X,X
JOZTLSI,X,O,O,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,X,X,O,X,O,X,X,X
JOZTSLI,X,X,O,X,X,O,X,O,X,X,X
JOZITLS,O,O,O,X,X,O,X,X,X,X,X
JOZITSL,O,O,O,X,X,O,X,O,O,X,O
JOZILTS,X,O,X,X,X,O,X,X,X,X,X
JOZILST,X,O,X,X,X,X,X,O,X,X,X
JOZISTL,X,O,O,X,X,X,X,O,O,X,O
JOZISLT,X,O,X,X,X,X,X,O,O,X,O
JOZLTIS,X,O,X,O,X,O,X,X,X,X,X
JOZLTSI,X,O,X,O,X,O,X,X,X,X,X
JOZLITS,X,O,X,O,X,O,X,X,X,X,X
JOZLIST,X,O,X,O,X,X,X,O,X,X,X
JOZLSTI,X,O,X,O,X,X,X,O,X,X,X
JOZLSIT,X,O,X,O,X,X,X,O,X,X,X
JOZSTIL,O,O,O,X,O,X,X,O,X,X,X
JOZSTLI,X,X,O,O,O,X,X,O,X,X,X
JOZSITL,O,O,O,X,O,X,X,O,X,X,X
JOZSILT,X,O,X,X,X,X,X,O,X,X,X
JOZSLTI,X,O,X,O,X,X,X,O,X,X,X
JOZSLIT,X,O,X,O,X,X,X,O,X,X,X
STILJZO,O,X,O,X,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,X,X,O,X,X,X,X
STILZJO,O,X,X,X,O,X,O,X,X,X,X
STILZOJ,O,X,X,X,O,X,O,X,X,X,X
STILOJZ,O,X,O,X,X,X,O,X,X,X,X
STILOZJ,O,X,O,X,O,X,O,X,X,X,X
STIJLZO,O,X,O,X,X,X,O,X,X,X,X
STIJLOZ,O,X,O,X,X,X,O,X,X,X,X
STIJZLO,O,X,O,X,O,X,O,X,X,X,X
STIJZOL,O,X,X,X,O,X,O,X,X,X,X
STIJOLZ,O,X,O,X,X,X,O,X,X,X,X
STIJOZL,O,X,X,X,X,X,O,X,X,X,X
STIZLJO,X,X,X,X,O,X,O,X,X,X,X
STIZLOJ,X,X,X,X,O,X,O,X,X,X,X
STIZJLO,X,X,X,X,O,X,O,X,X,X,X
STIZJOL,X,X,X,X,O,X,O,X,X,X,X
STIZOLJ,X,X,X,X,O,X,O,X,X,X,X
STIZOJL,X,X,X,X,O,X,O,X,X,X,X
STIOLJZ,X,X,O,X,O,X,O,X,X,X,X
STIOLZJ,X,X,O,X,O,X,O,X,X,X,X
STIOJLZ,X,X,O,X,X,X,O,X,X,X,X
STIOJZL,X,X,O,X,O,X,O,X,X,X,X
STIOZLJ,X,X,O,X,O,X,O,X,X,X,X
STIOZJL,X,X,X,X,O,X,O,X,X,X,X
STLIJZO,O,X,O,X,O,X,O,X,X,X,X
STLIJOZ,O,X,O,X,X,X,O,X,X,X,X
STLIZJO,O,X,X,X,O,X,O,X,X,X,X
STLIZOJ,O,X,X,X,O,X,O,X,X,X,X
STLIOJZ,O,X,O,X,X,X,O,X,X,X,X
STLIOZJ,O,X,O,X,O,X,O,X,X,X,X
STLJIZO,O,X,O,X,O,X,X,X,X,X,X
STLJIOZ,O,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,O,X,O,X,X,X,X,X,X
STLJZOI,O,X,X,X,O,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,X,X,X
STLZIOJ,O,X,X,X,O,X,X,X,X,X,X
STLZJIO,X,X,O,X,O,X,X,X,X,X,X
STLZJOI,X,X,X,X,O,X,X,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X,X,X
STLZOJI,X,X,O,X,O,X,X,X,X,X,X
STLOIJZ,O,X,O,X,O,X,X,X,X,X,X
STLOIZJ,O,X,O,X,O,X,X,X,X,X,X
STLOJIZ,O,X,O,X,O,X,X,X,X,X,X
STLOJZI,O,X,O,X,O,X,X,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,X,X,X,X
STLOZJI,X,X,O,X,O,X,X,X,X,X,X
STJILZO,O,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,X,O,X,X,X,X,X,X
STJIZOL,O,X,X,X,O,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,X,X,X,X,X,X
STJLIOZ,O,X,O,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,X,O,X,X,X,X,X,X
STJLZOI,X,X,X,X,O,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,X,O,X,O,X,X,X,X,X,X
STJZIOL,O,X,X,X,O,X,X,O,X,X,X
STJZLIO,X,X,O,X,O,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,X,O,X,X,X
STJZOIL,O,X,X,X,O,O,X,O,X,X,X
STJZOLI,X,X,X,X,O,O,X,O,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,O,O,X,O,X,X,X
STJOLIZ,O,X,O,X,O,X,X,X,X,X,X
STJOLZI,X,X,O,X,O,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,O,X,O,X,X,X
STJOZLI,X,X,O,X,O,O,X,O,X,X,X
STZILJO,X,X,X,X,O,X,X,X,X,X,X
STZILOJ,X,X,X,X,O,X,X,X,X,X,X
STZIJLO,X,X,X,X,O,X,X,X,X,X,X
STZIJOL,X,X,X,X,O,X,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X,X,X,X,X,X
STZIOJL,X,X,X,X,O,X,X,X,X,X,X
STZLIJO,X,X,X,X,O,X,X,X,X,X,X
STZLIOJ,X,X,X,X,O,X,X,X,X,X,X
STZLJIO,X,X,O,X,O,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,O,X,X,X,X,X
STZLOIJ,X,X,O,X,O,O,X,X,X,X,X
STZLOJI,X,X,O,X,O,O,X,X,X,X,X
STZJILO,X,X,O,X,O,X,X,X,X,X,X
STZJIOL,X,X,X,X,O,X,X,X,X,X,X
STZJLIO,X,X,O,X,O,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,O,X,X,X,X,X
STZJOIL,X,X,X,X,O,O,X,X,X,X,X
STZJOLI,X,X,X,X,O,O,X,X,X,X,X
STZOILJ,X,X,O,X,O,O,X,X,X,X,X
STZOIJL,X,X,X,X,O,O,X,X,X,X,X
STZOLIJ,X,X,O,X,O,O,X,X,X,X,X
STZOLJI,X,X,O,X,O,O,X,X,X,X,X
STZOJIL,X,X,O,X,O,O,X,X,X,X,X
STZOJLI,X,X,O,X,O,O,X,X,X,X,X
STOILJZ,O,X,O,X,O,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,X,X,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,O,O,X,O,X,X,X
STOIZLJ,X,X,O,X,O,O,X,X,X,X,X
STOIZJL,X,X,X,X,O,O,X,X,X,X,X
STOLIJZ,O,X,O,X,O,X,X,X,X,X,X
STOLIZJ,O,X,O,X,O,X,X,X,X,X,X
STOLJIZ,O,X,O,X,O,X,X,X,X,X,X
STOLJZI,O,X,O,X,O,X,X,X,X,X,X
STOLZIJ,O,X,O,X,O,X,X,X,X,X,X
STOLZJI,X,X,O,X,O,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,O,O,X,O,X,X,X
STOJLIZ,O,X,O,X,O,X,X,X,X,X,X
STOJLZI,X,X,O,X,O,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,O,X,O,X,X,X
STOJZLI,X,X,O,X,O,O,X,O,X,X,X
STOZILJ,X,X,O,X,O,O,X,X,X,X,X
STOZIJL,X,X,X,X,O,O,X,X,X,X,X
STOZLIJ,X,X,O,X,O,O,X,X,X,X,X
STOZLJI,X,X,O,X,O,O,X,X,X,X,X
STOZJIL,X,X,O,X,O,O,X,X,X,X,X
STOZJLI,X,X,O,X,O,O,X,X,X,X,X
SITLJZO,O,X,X,O,O,X,O,X,O,O,O
SITLJOZ,O,X,X,O,X,X,O,X,O,O,O
SITLZJO,O,X,X,O,O,X,O,X,O,O,O
SITLZOJ,O,X,X,O,O,X,O,X,O,O,O
SITLOJZ,O,X,X,O,X,X,O,X,O,O,O
SITLOZJ,O,X,X,O,O,X,O,X,O,O,O
SITJLZO,O,X,X,O,X,X,O,X,O,O,O
SITJLOZ,O,X,X,O,X,X,O,X,O,O,O
SITJZLO,O,X,X,O,O,X,O,X,O,O,O
SITJZOL,O,X,X,X,O,X,O,X,O,X,X
SITJOLZ,O,X,X,X,X,X,O,X,X,O,O
SITJOZL,O,X,X,X,X,X,O,X,X,X,O
SITZLJO,X,X,X,O,O,X,O,X,O,O,O
SITZLOJ,X,X,X,O,O,X,O,X,O,O,O
SITZJLO,X,X,X,O,O,X,O,X,O,O,O
SITZJOL,X,X,X,X,O,X,O,X,O,X,O
SITZOLJ,X,X,X,O,O,X,O,X,O,X,O
SITZOJL,X,X,X,X,O,X,O,X,O,X,O
SITOLJZ,X,X,X,O,O,X,O,X,O,O,O
SITOLZJ,X,X,X,O,O,X,O,X,O,O,O
SITOJLZ,X,X,X,X,X,X,O,X,X,O,O
SITOJZL,X,X,X,X,O,X,O,X,X,X,O
SITOZLJ,X,X,X,O,O,X,O,X,O,X,O
SITOZJL,X,X,X,X,O,X,O,X,O,X,O
SILTJZO,O,X,X,O,X,X,O,X,O,O,O
SILTJOZ,O,X,X,O,X,X,O,X,O,O,O
SILTZJO,O,X,X,O,X,X,O,X,O,O,O
SILTZOJ,O,X,X,O,X,X,O,X,O,O,O
SILTOJZ,O,X,X,O,X,X,O,X,O,O,O
SILTOZJ,O,X,X,O,X,X,O,X,O,O,O
SILJTZO,O,X,X,O,X,X,O,X,O,O,X
SILJTOZ,O,X,X,O,X,X,O,X,O,O,X
SILJZTO,O,X,X,O,X,X,O,X,O,X,X
SILJZOT,X,X,X,O,X,X,O,X,O,X,X
SILJOTZ,O,X,X,O,X,X,O,X,X,O,X
SILJOZT,O,X,X,O,X,X,O,X,O,X,X
SILZTJO,O,X,X,O,X,X,O,X,O,O,O
SILZTOJ,O,X,X,O,X,X,O,X,O,O,O
SILZJTO,O,X,X,O,O,X,O,X,O,X,X
SILZJOT,X,X,X,O,X,X,O,X,O,X,O
SILZOTJ,X,X,X,O,X,X,X,X,O,O,O
SILZOJT,X,X,X,O,X,X,X,X,O,X,O
SILOTJZ,O,X,X,O,X,X,O,X,O,O,O
SILOTZJ,O,X,X,O,X,X,O,X,O,O,O
SILOJTZ,O,X,X,O,X,X,O,X,X,O,O
SILOJZT,O,X,X,O,X,X,O,X,O,X,O
SILOZTJ,O,X,X,O,X,X,X,X,O,O,O
SILOZJT,O,X,X,O,X,X,X,X,O,X,O
SIJTLZO,O,X,X,O,X,X,O,X,O,O,O
SIJTLOZ,O,X,X,O,X,X,O,X,O,O,O
SIJTZLO,O,X,X,O,X,X,O,X,O,O,O
SIJTZOL,O,X,X,O,X,X,O,X,O,X,X
SIJTOLZ,O,X,X,O,X,X,O,X,X,O,O
SIJTOZL,O,X,X,O,X,X,O,X,X,X,O
SIJLTZO,O,X,X,O,X,X,O,X,O,O,X
SIJLTOZ,O,X,X,O,X,X,O,X,O,O,X
SIJLZTO,O,X,X,O,X,X,O,X,O,X,X
SIJLZOT,X,X,X,O,X,X,O,X,O,X,X
SIJLOTZ,O,X,X,O,X,X,O,X,X,O,X
SIJLOZT,X,X,X,O,X,X,O,X,O,X,X
SIJZTLO,O,X,X,O,O,X,O,X,O,X,O
SIJZTOL,O,X,X,O,O,X,O,O,O,X,O
SIJZLTO,X,X,X,O,O,X,O,X,O,X,X
SIJZLOT,X,X,X,O,X,X,O,X,O,X,O
SIJZOTL,X,X,X,O,O,X,O,O,O,X,O
SIJZOLT,X,X,X,O,X,X,O,O,O,X,O
SIJOTLZ,O,X,X,O,X,X,O,X,X,X,O
SIJOTZL,O,X,X,O,X,X,O,O,X,X,O
SIJOLTZ,O,X,X,O,X,X,O,X,X,X,O
SIJOLZT,X,X,X,O,X,X,O,O,O,X,O
SIJOZTL,O,X,X,O,X,X,O,O,O,X,O
SIJOZLT,X,X,X,O,X,X,O,O,O,X,O
SIZTLJO,X,X,X,O,O,X,O,X,O,O,O
SIZTLOJ,X,X,X,O,O,X,O,X,O,O,O
SIZTJLO,X,X,X,O,O,X,O,X,O,O,O
SIZTJOL,X,X,X,X,O,X,O,X,O,X,O
SIZTOLJ,X,X,X,O,O,X,O,X,O,X,O
SIZTOJL,X,X,X,X,O,X,O,X,O,X,O
SIZLTJO,O,X,X,O,X,X,O,X,O,O,O
SIZLTOJ,O,X,X,O,X,X,O,X,O,O,O
SIZLJTO,O,X,X,O,O,X,O,X,O,X,X
SIZLJOT,X,X,X,O,X,X,O,X,O,X,O
SIZLOTJ,X,X,X,O,X,X,X,X,O,O,O
SIZLOJT,X,X,X,O,X,X,X,X,O,X,O
SIZJTLO,O,X,X,O,O,X,O,X,O,X,O
SIZJTOL,O,X,X,X,O,X,O,X,O,X,O
SIZJLTO,X,X,X,O,O,X,O,X,O,X,X
SIZJLOT,X,X,X,O,X,X,O,X,O,X,O
SIZJOTL,X,X,X,X,O,X,O,X,O,X,O
SIZJOLT,X,X,X,X,X,X,O,X,O,X,O
SIZOTLJ,X,X,X,O,X,X,X,X,O,X,O
SIZOTJL,X,X,X,X,X,X,X,X,O,X,O
SIZOLTJ,X,X,X,O,X,X,X,X,O,X,O
SIZOLJT,X,X,X,O,X,X,X,X,O,X,O
SIZOJTL,X,X,X,X,O,X,X,X,O,X,O
SIZOJLT,X,X,X,X,X,X,X,X,O,X,O
SIOTLJZ,O,X,X,O,X,X,O,X,O,O,O
SIOTLZJ,O,X,X,O,X,X,O,X,O,O,O
SIOTJLZ,O,X,X,X,X,X,O,X,X,O,O
SIOTJZL,O,X,X,X,X,X,O,O,X,X,O
SIOTZLJ,X,X,X,O,X,X,O,X,O,X,O
SIOTZJL,X,X,X,X,X,X,O,X,O,X,O
SIOLTJZ,O,X,X,O,X,X,O,X,O,O,O
SIOLTZJ,O,X,X,O,X,X,O,X,O,O,O
SIOLJTZ,O,X,X,O,X,X,O,X,X,O,O
SIOLJZT,O,X,X,O,X,X,O,O,O,X,O
SIOLZTJ,O,X,X,O,X,X,X,X,O,O,O
SIOLZJT,O,X,X,O,X,X,X,X,O,X,O
SIOJTLZ,O,X,X,X,X,X,O,X,X,X,O
SIOJTZL,O,X,X,X,X,X,O,O,X,X,O
SIOJLTZ,O,X,X,X,X,X,O,X,X,X,O
SIOJLZT,O,X,X,X,X,X,O,O,O,X,O
SIOJZTL,O,X,X,X,X,X,O,O,O,X,O
SIOJZLT,X,X,X,X,X,X,O,O,O,X,O
SIOZTLJ,X,X,X,O,X,X,X,X,O,X,O
SIOZTJL,X,X,X,X,X,X,X,X,O,X,O
SIOZLTJ,O,X,X,O,X,X,X,X,O,X,O
SIOZLJT,O,X,X,O,X,X,X,X,O,X,O
SIOZJTL,O,X,X,X,O,X,X,O,O,X,O
SIOZJLT,X,X,X,X,X,X,X,O,O,X,O
SLTIJZO,O,X,X,O,O,X,O,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,O,X,X,X,X
SLTIZJO,O,O,X,O,O,X,O,X,X,X,X
SLTIZOJ,O,O,X,O,O,X,O,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,O,X,O,X,X,X,X
SLTJIZO,O,X,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,X,X,O,X,X,X,X,X,X
