sequence,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeOFJvhFXhBVnBaoB5?oBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFxhBXjBimB+?tB0qBlsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFVnBGjBilB/?tBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFOmBxiBFnBX?oB0qBSyB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MelAJvhFUiB5oB/qBO?rBysBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnB6?tBzsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFTjB/qBarBF?nBGtB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF5oB/qBFmBy?sBmqBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeRCJvhFcoB/qBFmBT?nBSyBmqB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexBJvhFXjBTlBimB+?tBlsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnBC?tBTtB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF/qBFmBxsBT?tBmqBCtB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeKFJvhFUiBFmBxsBX?tBzqBGtB
LZTISJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LZTISOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LZTJISO,O,O,O,O,O,X,X,X,X,X,X,X,O
LZTJIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,X,X,X,X,X,X
LZTJSOI,O,O,O,O,O,O,X,X,X,X,O,X,X
LZTJOIS,O,O,X,O,X,X,X,X,X,X,O,X,X
LZTJOSI,O,O,X,O,X,X,X,X,X,X,O,X,X
LZTSIJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LZTSIOJ,O,X,O,O,X,X,X,O,O,X,X,X,O
LZTSJIO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZTSJOI,O,X,O,O,X,O,X,X,O,X,O,X,X
LZTSOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZTSOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZTOIJS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,O,O,X,X,X,X,O,X,X,X,O
LZTOJIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LZTOSJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZITJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LZITJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LZITSOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LZITOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LZIJTSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LZIJTOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZIJSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZIJOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZIJOST,O,O,X,O,O,X,X,X,X,X,X,X,X
LZISTJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LZISTOJ,O,X,O,O,X,X,X,O,O,X,X,X,O
LZISJTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZISJOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LZISOJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,O,X,X,X,X,O,X,X,X,O
LZIOJTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZIOJST,O,O,X,O,O,X,X,X,O,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LZIOSJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZJTISO,O,O,O,O,O,X,X,X,X,O,X,X,X
LZJTIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LZJTSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LZJTSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LZJTOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
LZJTOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
LZJITSO,O,O,O,O,O,X,X,X,X,X,X,X,X
LZJITOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJISTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZJISOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZJIOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJIOST,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJSTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
LZJSTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
LZJSITO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZJSIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZJSOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
LZJSOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,X,X,O,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X,X,O,X,X,X
LZJOITS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJOIST,O,O,X,O,O,X,X,X,O,X,X,X,X
LZJOSTI,O,O,X,O,O,X,X,X,O,O,X,X,X
LZJOSIT,O,O,X,O,O,X,X,X,O,X,X,X,X
LZSTIJO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZSTIOJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZSTJIO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZSTJOI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZSTOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZSTOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZSITJO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZSITOJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZSIJTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZSIJOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LZSIOJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZSJTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,O,X,X,X,X
LZSJITO,O,O,X,O,O,X,X,O,X,X,X,X,X
LZSJIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LZSJOTI,X,O,O,O,O,X,X,X,O,X,X,X,X
LZSJOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LZSOTIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZSOTJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZSOITJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZSOIJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZSOJTI,O,O,O,O,X,X,X,X,O,X,X,X,X
LZSOJIT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LZOTJIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LZOTSJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LZOIJTS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOIJST,O,O,X,O,O,X,X,X,O,X,X,X,X
LZOISTJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZOISJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOJITS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,X,O,O,X,X,X,O,X,X,X,X
LZOJSTI,O,O,O,O,O,X,X,X,O,O,X,X,X
LZOJSIT,O,O,X,O,O,X,X,X,O,X,X,X,X
LZOSTIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZOSTJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZOSITJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LZOSIJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X,O,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOTIJZS,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOTISZJ,O,X,O,X,X,O,X,X,X,X,X,X,O
LOTIZJS,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,X,O,X,X,X,X,X,X,O
LOTJISZ,O,X,O,X,X,O,X,X,X,O,O,X,X
LOTJIZS,O,X,O,O,X,O,X,X,X,O,O,X,X
LOTJSIZ,O,X,O,O,X,O,X,X,X,O,O,X,X
LOTJSZI,O,X,O,O,X,O,X,X,X,O,O,X,X
LOTJZIS,O,X,O,O,X,O,X,X,X,O,O,X,X
LOTJZSI,O,X,O,O,X,O,X,X,X,O,O,X,X
LOTSIJZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOTSJIZ,O,X,O,O,X,O,X,X,X,X,O,X,X
LOTSJZI,O,X,O,O,X,O,X,X,O,X,O,X,X
LOTSZIJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOTSZJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LOTZIJS,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTZISJ,O,X,O,O,X,O,X,X,O,X,X,X,O
LOTZJIS,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTZJSI,O,X,O,O,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOTZSJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LOITJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOITJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
LOITSJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LOITSZJ,O,X,O,X,X,O,X,X,X,X,X,X,O
LOITZJS,O,X,O,X,X,O,X,X,X,X,X,X,X
LOITZSJ,O,X,O,X,X,O,X,X,X,X,X,X,O
LOIJTSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
LOIJTZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOIJSTZ,O,X,O,X,O,O,X,X,X,O,X,X,X
LOIJSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,O,X,X,X,X,O,O,X,X,X,X
LOISJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
LOISZJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOIZTJS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,O,X,X,X,O
LOIZJTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,X,O,X,X,X,O,X,X,X,X
LOIZSTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTSIZ,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTSZI,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTZIS,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJTZSI,O,O,O,X,X,O,X,X,X,O,O,X,X
LOJITSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
LOJITZS,O,X,O,X,X,O,X,X,X,O,X,X,X
LOJISTZ,O,X,O,X,O,O,X,X,X,O,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,O,O,X,X,X,O,O,X,X
LOJSTZI,O,X,O,X,O,O,X,X,O,O,O,X,X
LOJSITZ,O,X,O,X,O,O,X,X,X,O,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJSZTI,O,O,O,X,O,O,X,X,O,O,X,X,X
LOJSZIT,O,O,X,X,O,X,X,X,O,X,X,X,X
LOJZTIS,O,O,O,X,X,O,X,X,X,O,X,X,X
LOJZTSI,O,O,O,X,X,O,X,X,X,O,X,X,X
LOJZITS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,X,O,X,X,X,O,X,X,X,X
LOJZSTI,O,O,O,X,O,O,X,X,O,O,X,X,X
LOJZSIT,O,O,X,X,O,X,X,X,O,X,X,X,X
LOSTIJZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,X,O,O,X,O,X,O,O,X,X,X,X
LOSTJIZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LOSTJZI,O,X,O,O,X,O,X,X,O,X,X,X,X
LOSTZIJ,O,X,O,O,X,O,X,O,O,X,X,X,X
LOSTZJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,O,X,X,X,X,O,O,X,X,X,X
LOSIJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOSIZJT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOSJTIZ,O,X,O,X,O,O,X,X,X,O,X,X,X
LOSJTZI,O,X,O,X,O,O,X,X,O,O,X,X,X
LOSJITZ,O,X,O,X,O,O,X,X,X,O,X,X,X
LOSJIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LOSJZTI,O,X,O,X,O,O,X,X,O,O,X,X,X
LOSJZIT,O,X,X,X,O,X,X,X,O,X,X,X,X
LOSZTIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOSZTJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LOSZITJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOSZIJT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOSZJTI,O,X,O,O,X,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOZTIJS,O,O,O,O,X,O,X,X,X,X,X,X,X
LOZTISJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOZTJIS,O,O,O,O,X,O,X,X,X,X,X,X,X
LOZTJSI,O,O,O,O,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOZTSJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZITSJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,O,O,X,X,X,O,X,X,X,X
LOZISTJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOZISJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LOZJTIS,O,O,O,O,X,O,X,X,X,O,X,X,X
LOZJTSI,O,O,O,O,X,O,X,X,X,O,X,X,X
LOZJITS,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,O,O,X,X,X,O,X,X,X,X
LOZJSTI,O,O,O,O,O,O,X,X,O,O,X,X,X
LOZJSIT,O,O,X,O,O,X,X,X,O,X,X,X,X
LOZSTIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOZSTJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LOZSITJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,O,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,O,X,X,X,X
JTILSZO,O,O,X,O,O,X,X,X,X,O,X,X,X
JTILSOZ,O,O,X,O,O,O,X,X,X,O,O,X,X
JTILZSO,O,O,X,O,O,X,X,X,X,O,X,X,X
JTILZOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JTILOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JTILOZS,O,O,X,O,X,X,X,X,X,O,O,X,X
JTISLZO,O,O,O,X,O,X,O,X,X,O,X,X,X
JTISLOZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JTISZLO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTISZOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTISOLZ,O,O,O,X,O,O,O,X,X,O,X,X,X
JTISOZL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,X,O,O,X,X,X,X,X,X,X,X
JTIZLOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTIZSLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTIZSOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTIZOLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JTIOLZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JTIOSLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,O,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,O,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTLISOZ,O,O,O,O,O,O,X,X,X,O,O,X,X
JTLIZSO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTLIZOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JTLIOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JTLIOZS,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLSIZO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLSZIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTLSZOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLSOIZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JTLSOZI,X,O,O,O,O,O,O,X,X,O,O,X,X
JTLZISO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTLZIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JTLZSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTLZSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JTLZOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JTLOISZ,O,O,X,X,X,O,X,X,X,O,O,X,X
JTLOIZS,O,O,X,O,X,O,X,X,X,O,O,X,X
JTLOSIZ,O,O,X,O,X,O,O,X,X,O,O,X,X
JTLOSZI,O,O,X,O,X,O,O,X,X,O,O,X,X
JTLOZIS,O,O,X,O,X,O,X,X,X,O,O,X,X
JTLOZSI,O,O,X,O,X,O,X,X,X,O,O,X,X
JTSILZO,O,O,O,X,O,X,O,X,X,O,X,X,X
JTSILOZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JTSIZLO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTSIZOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,O,X,O,O,O,X,X,O,X,X,X
JTSIOZL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTSLIOZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JTSLZIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTSLZOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JTSLOIZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JTSLOZI,X,O,O,O,O,O,O,X,X,O,O,X,X
JTSZILO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTSZIOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTSZLOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JTSZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSZOLI,O,O,O,O,O,O,O,X,X,O,X,X,X
JTSOILZ,O,O,O,X,O,O,O,X,X,O,X,X,X
JTSOIZL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JTSOLZI,X,O,O,X,O,O,O,X,X,O,O,X,X
JTSOZIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,O,X,O,O,O,X,X,O,X,X,X
JTZILSO,O,O,X,O,O,X,X,X,X,X,X,X,X
JTZILOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTZISOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTZIOLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZIOSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZLISO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTZLIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JTZLSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JTZLSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JTZLOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JTZLOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JTZSILO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZSIOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JTZSLOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JTZSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X,O,X,X,X
JTZOILS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X,X,X,X,X,X
JTZOLIS,O,O,O,O,X,O,X,X,X,O,X,X,X
JTZOLSI,O,O,O,O,X,O,X,X,X,O,X,X,X
JTZOSIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JTZOSLI,O,O,O,O,X,O,O,X,X,O,X,X,X
JTOILSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JTOILZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JTOISLZ,O,X,O,X,X,O,O,X,X,O,X,X,X
JTOISZL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,O,X,X,X,X,X,X,X,X,X
JTOLISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
JTOLIZS,O,O,O,O,X,O,X,X,X,O,O,X,X
JTOLSIZ,O,O,O,O,X,O,O,X,X,O,O,X,X
JTOLSZI,O,O,O,O,X,O,O,X,X,O,O,X,X
JTOLZIS,O,O,O,O,X,O,X,X,X,O,O,X,X
JTOLZSI,O,O,O,O,X,O,X,X,X,O,O,X,X
JTOSILZ,O,O,O,X,X,O,O,X,X,O,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,O,O,X,X,O,O,X,X
JTOSLZI,O,O,O,X,X,O,O,X,X,O,O,X,X
JTOSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOSZLI,O,O,O,X,X,O,O,X,X,O,X,X,X
JTOZILS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,X,X,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,X,X,O,X,X,X
JTOZLSI,O,O,O,O,X,O,X,X,X,O,X,X,X
JTOZSIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JTOZSLI,O,O,O,O,X,O,O,X,X,O,X,X,X
JITLSZO,O,O,X,X,O,X,X,X,X,O,X,X,X
JITLSOZ,O,O,X,X,O,O,X,X,X,O,O,X,X
JITLZSO,O,O,X,X,O,X,X,X,X,O,X,X,X
JITLZOS,O,O,X,X,X,X,X,X,X,O,X,X,X
JITLOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JITLOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
JITSLZO,O,O,X,X,O,X,O,X,X,O,X,X,X
JITSLOZ,O,O,X,X,O,O,O,X,X,O,O,X,X
JITSZLO,O,O,X,X,O,X,X,X,X,O,X,X,X
JITSZOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,O,O,O,X,X,O,X,X,X
JITSOZL,O,O,X,X,O,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,X,O,X,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JITOLZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JITOSLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JILTSZO,O,O,X,X,O,X,X,X,X,O,X,X,O
JILTSOZ,O,O,X,X,O,O,X,X,X,O,O,X,X
JILTZSO,O,O,X,X,O,X,X,X,X,O,X,X,O
JILTZOS,O,O,X,X,X,X,X,X,X,O,X,X,X
JILTOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JILTOZS,X,O,X,X,X,X,X,X,X,O,O,X,X
JILSTZO,X,O,X,X,O,X,X,O,X,X,X,X,X
JILSTOZ,X,X,X,X,O,O,X,X,X,X,O,X,X
JILSZTO,X,O,X,X,O,X,X,O,X,X,X,X,X
JILSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
