sequence,v115@EhC8HeB8HeC8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@EhC8HeB8HeC8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhF8lBzhB/pBaqB+s?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFzfBRhBUmBGnBXq?BVxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhFVmBUiB/pBaqBGr?BTsB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFzhBRlB+sB3lB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeyEJvhFfmBzmB+sBxpB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8Je0/IvhF/pB1qBxmBurBTs?BiqB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFRhBFlBXmBTnB0p?BWxB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFRhBFlBXmB8rB+s?BzpB,v115@EhC8HeB8HeC8BeB8CeB8JeVHJvhFUmBxpBTsB/pBaq?BGrB,v115@EhC8HeB8HeC8BeB8CeB8JeUBJvhF/pBFlB6sBRrBmp?BzrB
JLZISOT,O,X,X,O,X,X,X,X,O,O,X,X
JLZIOTS,O,O,X,O,X,O,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,X,O,X,X
JLZSTIO,O,X,O,O,X,O,X,X,O,O,X,X
JLZSTOI,O,X,O,O,X,O,X,X,O,O,X,X
JLZSITO,O,O,O,X,X,O,X,X,O,O,X,X
JLZSIOT,O,X,O,O,X,X,X,X,O,O,X,X
JLZSOTI,O,X,O,O,X,X,X,X,X,O,X,X
JLZSOIT,O,O,O,O,X,X,X,X,O,O,X,X
JLZOTIS,O,O,X,O,X,O,X,X,O,X,X,X
JLZOTSI,O,X,X,X,X,O,X,X,O,O,X,X
JLZOITS,O,O,X,O,X,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X,O,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X,O,X,X
JLZOSIT,O,O,X,X,X,X,X,X,O,O,X,X
JLOTISZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,O,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X,X,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X,O,X,X
JLOITSZ,O,O,X,X,X,X,O,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,X,O,X,X,X,X,O,X,X,X,X,X
JLOISZT,X,O,X,X,X,X,O,X,X,X,X,X
JLOIZTS,O,O,X,X,X,X,X,X,X,X,X,X
JLOIZST,O,O,X,X,X,X,O,X,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,X,X,X
JLOSITZ,X,O,X,X,X,X,O,X,X,X,X,X
JLOSIZT,X,O,X,X,X,X,O,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,O,X,X
JLOZITS,O,O,X,O,X,X,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X,O,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,O,X,X
JLOZSIT,O,O,X,X,X,X,X,X,X,O,X,X
JSTILZO,X,X,O,O,O,X,X,X,O,X,X,X
JSTILOZ,X,X,O,O,O,O,O,X,O,X,X,X
JSTIZLO,X,X,O,O,O,X,X,X,O,X,X,X
JSTIZOL,X,X,O,O,O,X,X,O,O,X,X,X
JSTIOLZ,X,X,O,O,X,O,O,X,O,X,X,X
JSTIOZL,X,X,O,X,O,X,X,X,X,X,X,X
JSTLIZO,O,X,O,O,O,X,X,X,O,X,X,O
JSTLIOZ,O,X,O,O,O,X,X,X,O,X,X,X
JSTLZIO,O,X,O,O,O,X,X,X,O,X,X,O
JSTLZOI,O,X,O,O,O,X,X,X,X,X,X,X
JSTLOIZ,O,X,O,O,O,X,X,X,O,X,X,X
JSTLOZI,O,X,O,O,O,X,X,X,X,X,X,X
JSTZILO,O,X,O,O,O,O,X,X,O,X,X,X
JSTZIOL,O,X,O,O,O,O,X,O,O,X,X,X
JSTZLIO,O,X,O,O,O,O,X,X,O,X,X,O
JSTZLOI,O,X,O,O,O,O,X,X,O,X,X,X
JSTZOIL,O,X,O,O,O,O,X,O,O,X,X,X
JSTZOLI,X,X,O,O,O,O,X,X,O,X,X,X
JSTOILZ,X,X,O,O,X,O,O,X,O,X,X,X
JSTOIZL,X,X,O,X,O,X,X,O,X,X,X,X
JSTOLIZ,X,X,O,O,O,X,X,X,O,X,X,X
JSTOLZI,X,X,O,O,O,X,X,X,X,X,X,X
JSTOZIL,X,X,O,O,O,O,X,O,X,X,X,X
JSTOZLI,X,X,O,O,O,O,X,X,X,X,X,X
JSITLZO,X,O,O,X,O,X,X,X,O,X,X,X
JSITLOZ,X,X,O,X,O,X,O,X,O,X,X,X
JSITZLO,X,O,O,X,O,X,X,X,O,X,X,X
JSITZOL,X,O,O,X,O,X,X,X,O,X,X,X
JSITOLZ,X,X,O,X,X,X,O,X,O,X,X,X
JSITOZL,X,O,O,X,O,X,X,X,X,X,X,X
JSILTZO,O,X,O,X,O,X,X,X,O,X,X,X
JSILTOZ,O,X,O,X,O,X,O,X,O,X,X,X
JSILZTO,O,X,O,X,O,X,X,X,O,X,X,X
JSILZOT,O,X,O,X,X,X,O,X,O,X,X,X
JSILOTZ,X,X,X,X,O,X,O,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,O,X,X,X,X,X
JSIZTLO,O,O,O,X,O,X,X,X,O,X,X,X
JSIZTOL,O,O,O,X,O,X,X,X,O,X,X,X
JSIZLTO,O,X,O,X,X,X,X,X,O,X,X,X
JSIZLOT,O,X,O,X,X,X,O,X,O,X,X,X
JSIZOTL,O,X,O,X,X,X,X,X,O,X,X,X
JSIZOLT,O,X,X,X,X,X,O,X,O,X,X,X
JSIOTLZ,X,X,X,X,O,X,O,X,O,X,X,X
JSIOTZL,X,X,X,X,O,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,O,X,O,X,X,X,X,X
JSIOLZT,X,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,O,X,O,X,X,X,O,X,X,X
JSIOZLT,X,X,X,X,X,X,O,X,O,X,X,X
JSLTIZO,O,X,O,O,O,X,X,X,O,X,X,O
JSLTIOZ,O,X,O,O,O,X,X,X,O,X,X,X
JSLTZIO,O,X,O,O,O,X,X,X,O,O,X,O
JSLTZOI,O,X,O,O,O,X,X,X,X,O,X,X
JSLTOIZ,O,X,O,O,O,X,X,X,O,X,X,X
JSLTOZI,O,X,O,O,O,X,X,X,X,X,X,X
JSLITZO,O,O,O,X,O,X,X,X,O,X,X,O
JSLITOZ,O,O,O,X,O,X,O,X,O,X,X,X
JSLIZTO,O,O,O,X,O,X,X,X,O,X,X,O
JSLIZOT,O,X,O,X,X,X,O,X,O,X,X,X
JSLIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOZT,X,X,O,X,O,X,O,X,X,X,X,X
JSLZTIO,O,X,O,O,O,X,X,X,O,O,X,X
JSLZTOI,O,X,O,O,O,X,X,X,O,O,X,X
JSLZITO,O,O,O,X,O,X,X,X,O,O,X,X
JSLZIOT,O,X,O,O,X,X,X,X,O,O,X,X
JSLZOTI,O,X,O,O,X,X,X,X,X,O,X,X
JSLZOIT,O,O,O,O,X,X,X,X,O,O,X,X
JSLOTIZ,O,O,O,O,O,X,X,X,X,X,X,X
JSLOTZI,O,X,O,O,O,X,X,X,X,X,X,X
JSLOITZ,O,O,X,X,O,X,O,X,X,X,X,X
JSLOIZT,O,O,O,X,O,X,O,X,X,X,X,X
JSLOZTI,O,X,O,O,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,O,O,X,X,X,X,X,X,X
JSZTILO,O,X,O,O,O,O,X,X,O,O,X,X
JSZTIOL,O,X,O,X,O,O,X,O,O,X,X,X
JSZTLIO,O,X,O,O,O,O,X,X,O,O,X,X
JSZTLOI,O,X,O,O,O,O,X,X,O,O,X,X
JSZTOIL,O,X,O,X,O,O,X,O,O,X,X,X
JSZTOLI,O,X,O,X,O,O,X,X,O,X,X,X
JSZITLO,O,X,O,X,O,O,X,X,O,O,X,X
JSZITOL,O,X,O,X,O,O,X,X,O,X,X,X
JSZILTO,O,X,O,X,X,O,X,X,O,O,X,X
JSZILOT,O,X,O,O,X,X,O,X,O,O,X,X
JSZIOTL,O,X,O,X,X,X,X,X,O,X,X,X
JSZIOLT,O,X,X,X,X,X,O,X,O,O,X,X
JSZLTIO,O,X,O,O,O,O,X,X,O,O,X,X
JSZLTOI,O,X,O,O,O,O,X,X,O,O,X,X
JSZLITO,O,X,O,X,O,O,X,X,O,O,X,X
JSZLIOT,O,X,O,O,X,X,X,X,O,O,X,X
JSZLOTI,O,X,O,O,X,X,X,X,X,O,X,X
JSZLOIT,O,X,O,O,X,X,X,X,O,O,X,X
JSZOTIL,O,X,O,X,X,X,X,O,O,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,O,X,X,X
JSZOITL,O,X,O,X,X,X,X,X,O,X,X,X
JSZOILT,O,X,X,X,X,X,O,X,O,O,X,X
JSZOLTI,O,X,O,X,X,X,X,X,X,O,X,X
JSZOLIT,O,X,O,X,X,X,X,X,O,O,X,X
JSOTILZ,X,O,O,X,O,X,O,X,O,X,X,X
JSOTIZL,X,O,O,X,O,X,X,O,X,X,X,X
JSOTLIZ,O,O,O,X,O,X,X,X,O,X,X,X
JSOTLZI,O,X,O,X,O,X,X,X,X,X,X,X
JSOTZIL,O,X,O,X,O,X,X,O,X,X,X,X
JSOTZLI,O,X,O,X,O,X,X,X,X,X,X,X
JSOITLZ,X,O,X,X,O,X,O,X,O,X,X,X
JSOITZL,X,O,X,X,O,X,X,O,X,X,X,X
JSOILTZ,O,O,X,X,O,X,O,X,X,X,X,X
JSOILZT,O,O,X,X,O,X,O,X,X,X,X,X
JSOIZTL,O,O,O,X,O,X,X,X,O,X,X,X
JSOIZLT,O,X,X,X,X,X,O,X,O,X,X,X
JSOLTIZ,O,O,O,X,O,X,X,X,X,X,X,X
JSOLTZI,O,X,O,X,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,O,X,O,X,X,X,X,X
JSOLIZT,O,O,O,X,O,X,O,X,X,X,X,X
JSOLZTI,O,X,O,X,O,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,O,X,X,X,X,X,X,X
JSOZTIL,O,X,O,X,O,X,X,O,O,X,X,X
JSOZTLI,O,X,O,X,O,X,X,X,O,X,X,X
JSOZITL,O,O,O,X,O,X,X,X,O,X,X,X
JSOZILT,O,X,X,X,X,X,O,X,O,X,X,X
JSOZLTI,O,X,O,X,O,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,O,X,X,X,O,X,X,X
JZTILSO,X,X,X,O,O,O,X,X,O,O,X,X
JZTILOS,X,X,O,O,X,O,X,X,O,X,X,X
JZTISLO,O,X,O,O,O,O,X,X,O,O,X,X
JZTISOL,O,X,O,X,O,O,X,X,O,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,O,X,X,X
JZTIOSL,O,X,O,X,O,O,X,X,X,X,X,X
JZTLISO,X,X,X,O,O,O,X,X,O,O,X,X
JZTLIOS,X,X,O,O,X,O,X,X,O,X,X,X
JZTLSIO,X,X,O,O,O,O,X,X,O,O,X,X
JZTLSOI,X,X,O,O,O,O,X,X,O,O,X,X
JZTLOIS,X,X,O,O,X,O,X,X,O,X,X,X
JZTLOSI,X,X,O,X,X,O,X,X,O,O,X,X
JZTSILO,O,X,O,O,O,O,X,X,O,O,X,X
JZTSIOL,O,X,O,X,O,O,X,X,O,X,X,X
JZTSLIO,O,X,O,O,O,O,X,X,O,O,X,X
JZTSLOI,X,X,O,O,O,O,X,X,O,O,X,X
JZTSOIL,O,X,O,X,O,O,X,X,O,X,X,X
JZTSOLI,O,X,O,X,O,O,X,X,O,X,X,X
JZTOILS,O,X,O,X,X,O,X,X,O,X,X,X
JZTOISL,O,X,O,X,O,O,X,X,X,X,X,X
JZTOLIS,O,X,O,X,X,O,X,X,O,X,X,X
JZTOLSI,X,X,O,X,X,O,X,X,O,X,X,X
JZTOSIL,O,X,O,X,O,O,X,X,O,X,X,X
JZTOSLI,X,X,O,X,O,O,X,X,O,X,X,X
JZITLSO,X,O,X,X,X,O,X,X,O,O,X,X
JZITLOS,X,X,O,X,X,O,X,X,O,X,X,X
JZITSLO,X,O,O,X,X,O,X,X,O,O,X,X
JZITSOL,X,O,O,X,X,O,X,X,O,X,X,X
JZITOLS,X,X,O,X,X,O,X,X,O,X,X,X
JZITOSL,X,O,O,X,X,O,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,O,X,X,O,O,X,X
JZILTOS,X,X,O,X,X,O,X,X,O,X,X,X
JZILSTO,X,X,X,X,X,O,X,X,O,O,X,X
JZILSOT,X,X,X,O,X,X,O,X,O,O,X,X
JZILOTS,X,X,X,O,X,O,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,O,X,X,O,X,X
JZISTLO,O,O,O,X,X,O,X,X,O,O,X,X
JZISTOL,O,O,O,X,X,O,X,X,O,X,X,X
JZISLTO,O,X,O,X,X,O,X,X,O,O,X,X
JZISLOT,O,X,O,O,X,X,O,X,O,O,X,X
JZISOTL,O,X,O,X,X,X,X,X,O,X,X,X
JZISOLT,O,X,X,X,X,X,O,X,O,O,X,X
JZIOTLS,O,X,O,X,X,O,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,O,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,O,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,O,X,X,O,X,X
JZIOSTL,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X,O,X,X,O,X,X
JZLTISO,O,O,X,O,X,O,X,X,O,O,X,X
JZLTIOS,O,O,O,O,X,O,X,X,O,X,X,X
JZLTSIO,O,X,O,O,X,O,X,X,O,O,X,X
JZLTSOI,O,X,O,O,X,O,X,X,O,O,X,X
JZLTOIS,O,O,O,O,X,O,X,X,O,X,X,X
JZLTOSI,O,X,O,X,X,O,X,X,O,O,X,X
JZLITSO,X,O,X,X,X,O,X,X,O,O,X,X
JZLITOS,X,O,O,X,X,O,X,X,O,X,X,X
JZLISTO,O,O,X,X,X,O,X,X,O,O,X,X
JZLISOT,O,X,X,O,X,X,X,X,O,O,X,X
JZLIOTS,O,O,X,O,X,O,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,X,O,X,X
JZLSTIO,O,X,O,O,X,O,X,X,O,O,X,X
JZLSTOI,O,X,O,O,X,O,X,X,O,O,X,X
JZLSITO,O,O,O,X,X,O,X,X,O,O,X,X
JZLSIOT,O,X,O,O,X,X,X,X,O,O,X,X
JZLSOTI,O,X,O,O,X,X,X,X,X,O,X,X
JZLSOIT,O,O,O,O,X,X,X,X,O,O,X,X
JZLOTIS,O,O,X,O,X,O,X,X,O,X,X,X
JZLOTSI,O,X,X,X,X,O,X,X,O,O,X,X
JZLOITS,O,O,X,O,X,O,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,O,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X,O,X,X
JZLOSIT,O,O,X,X,X,X,X,X,O,O,X,X
JZSTILO,O,X,O,O,O,O,X,X,O,O,X,X
JZSTIOL,O,X,O,X,O,O,X,X,O,X,X,X
JZSTLIO,O,X,O,O,O,O,X,X,O,O,X,X
JZSTLOI,O,X,O,O,O,O,X,X,O,O,X,X
JZSTOIL,O,X,O,X,O,O,X,X,O,X,X,X
JZSTOLI,O,X,O,X,O,O,X,X,O,X,X,X
JZSITLO,O,X,O,X,O,O,X,X,O,O,X,X
JZSITOL,O,X,O,X,O,O,X,X,O,X,X,X
JZSILTO,O,X,O,X,X,O,X,X,O,O,X,X
JZSILOT,O,X,O,O,X,X,O,X,O,O,X,X
JZSIOTL,O,X,O,X,X,X,X,X,O,X,X,X
JZSIOLT,O,X,X,X,X,X,O,X,O,O,X,X
JZSLTIO,O,X,O,O,O,O,X,X,O,O,X,X
JZSLTOI,O,X,O,O,O,O,X,X,O,O,X,X
JZSLITO,O,X,O,X,O,O,X,X,O,O,X,X
JZSLIOT,O,X,O,O,X,X,X,X,O,O,X,X
JZSLOTI,O,X,O,O,X,X,X,X,X,O,X,X
JZSLOIT,O,X,O,O,X,X,X,X,O,O,X,X
JZSOTIL,O,X,O,X,X,X,X,X,O,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,O,X,X,X
JZSOITL,O,X,O,X,X,X,X,X,O,X,X,X
JZSOILT,O,X,X,X,X,X,O,X,O,O,X,X
JZSOLTI,O,X,O,X,X,X,X,X,X,O,X,X
JZSOLIT,O,X,O,X,X,X,X,X,O,O,X,X
JZOTILS,O,X,O,X,X,O,X,X,O,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,X,X,X,X
JZOTLIS,O,X,O,X,X,O,X,X,O,X,X,X
JZOTLSI,O,X,O,X,X,O,X,X,O,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,O,X,X,X
JZOTSLI,X,X,O,X,X,O,X,X,O,X,X,X
JZOITLS,O,O,O,X,X,O,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,O,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,O,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,O,X,X,O,X,X
JZOISTL,O,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,X,O,X,X,O,X,X
JZOLTIS,O,O,X,X,X,O,X,X,O,X,X,X
JZOLTSI,O,X,X,X,X,O,X,X,O,O,X,X
JZOLITS,O,O,X,X,X,O,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,O,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X,O,X,X
JZOLSIT,O,O,X,X,X,X,X,X,O,O,X,X
JZOSTIL,O,X,O,X,X,X,X,X,O,X,X,X
JZOSTLI,X,X,O,X,X,X,X,X,O,X,X,X
JZOSITL,O,O,O,X,X,X,X,X,O,X,X,X
JZOSILT,O,X,X,X,X,X,O,X,O,O,X,X
JZOSLTI,O,X,O,X,X,X,X,X,X,O,X,X
JZOSLIT,O,O,O,X,X,X,X,X,O,O,X,X
JOTILSZ,X,O,X,X,X,O,O,X,X,X,X,X
JOTILZS,X,O,X,X,O,O,X,X,X,X,X,X
JOTISLZ,X,O,O,X,O,O,O,X,X,X,X,X
JOTISZL,X,O,O,X,O,X,X,O,X,X,X,X
JOTIZLS,X,O,O,X,O,O,X,X,X,X,X,X
JOTIZSL,X,O,O,X,O,O,X,X,X,X,O,X
JOTLISZ,O,O,X,X,X,O,X,X,X,X,X,X
JOTLIZS,O,O,X,X,O,O,X,X,X,X,X,X
JOTLSIZ,O,O,O,X,O,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,O,X,X,X,X,X,X,X
JOTLZIS,O,O,O,X,O,O,X,X,X,X,X,X
JOTLZSI,O,X,O,X,O,O,X,X,X,X,X,X
JOTSILZ,X,O,O,X,O,O,O,X,X,X,X,X
JOTSIZL,X,O,O,X,O,X,X,O,X,X,X,X
JOTSLIZ,X,O,O,X,O,X,X,X,X,X,X,X
JOTSLZI,X,X,O,X,O,X,X,X,X,X,X,X
JOTSZIL,X,X,O,X,O,O,X,O,X,X,X,X
JOTSZLI,X,X,O,X,O,O,X,X,X,X,X,X
JOTZILS,O,X,O,X,O,O,X,X,X,X,X,X
JOTZISL,O,X,O,X,O,O,X,X,X,X,O,X
JOTZLIS,O,X,O,X,O,O,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,O,X,X,X,X,X,X
JOTZSIL,O,X,O,X,O,O,X,X,X,X,X,X
JOTZSLI,X,X,O,X,O,O,X,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,O,X,X,X,X,X
JOITLZS,X,O,X,X,O,X,X,X,X,X,X,X
JOITSLZ,X,O,X,X,O,X,O,X,X,X,X,X
JOITSZL,X,O,X,X,O,X,X,O,X,X,X,X
JOITZLS,X,O,X,X,O,X,X,X,X,X,X,X
JOITZSL,X,O,X,X,O,X,X,X,X,X,O,X
JOILTSZ,O,O,X,X,X,X,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,O,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,O,X,X,X,X,X
JOISTLZ,X,O,X,X,O,X,O,X,X,X,X,X
JOISTZL,X,O,X,X,O,X,X,O,X,X,X,X
JOISLTZ,X,O,X,X,O,X,O,X,X,X,X,X
JOISLZT,X,O,X,X,O,X,O,X,X,X,X,X
JOISZTL,X,O,X,X,O,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,O,X,X,O,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,O,X,X,X,X,X,O,X
JOIZLTS,O,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,O,X,X,X,X,X
JOIZSTL,O,O,X,X,O,X,X,X,X,X,O,X
JOIZSLT,O,X,X,X,X,X,O,X,X,X,O,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,X,X,X,X,X,X,X
JOLTSZI,O,X,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,O,X,X,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,O,X,X,X,X,O,X,X
JOLITSZ,O,O,X,X,X,X,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,O,X,X,X,X,O,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,O,X,X,X,X,X
JOLIZTS,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,O,X,X,X,X,X
JOLSTIZ,O,O,X,X,O,X,X,X,X,X,X,X
JOLSTZI,O,X,X,X,O,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,O,X,O,X,X,X,X,X
JOLSIZT,X,O,X,X,O,X,O,X,X,X,X,X
JOLSZTI,O,X,X,X,O,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,O,X,X,X,X,X,X,X
JOLZTIS,O,O,X,X,O,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,O,X,X,X,X,O,X,X
JOLZITS,O,O,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,O,X,X
JOLZSTI,O,X,X,X,O,X,X,X,X,O,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,O,X,X
JOSTILZ,X,O,O,X,O,X,O,X,O,X,X,X
JOSTIZL,X,O,O,X,O,X,X,O,X,X,X,X
JOSTLIZ,X,O,O,X,O,X,X,X,O,X,X,X
JOSTLZI,X,X,O,X,O,X,X,X,X,X,X,X
JOSTZIL,X,X,O,X,O,X,X,O,X,X,X,X
JOSTZLI,X,X,O,X,O,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,O,X,O,X,O,X,X,X
JOSITZL,X,O,X,X,O,X,X,O,X,X,X,X
JOSILTZ,X,O,X,X,O,X,O,X,X,X,X,X
JOSILZT,X,O,X,X,O,X,O,X,X,X,X,X
JOSIZTL,X,O,O,X,O,X,X,X,O,X,X,X
JOSIZLT,X,X,X,X,X,X,O,X,O,X,X,X
JOSLTIZ,O,O,O,X,O,X,X,X,X,X,X,X
JOSLTZI,O,X,O,X,O,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,O,X,O,X,X,X,X,X
JOSLIZT,X,O,O,X,O,X,O,X,X,X,X,X
JOSLZTI,O,X,O,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,O,X,O,X,X,X,X,X,X,X
JOSZTIL,O,X,O,X,O,X,X,O,O,X,X,X
JOSZTLI,X,X,O,X,O,X,X,X,O,X,X,X
JOSZITL,O,O,O,X,O,X,X,X,O,X,X,X
JOSZILT,O,X,X,X,X,X,O,X,O,X,X,X
JOSZLTI,O,X,O,X,O,X,X,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X,O,X,X,X
JOZTILS,O,X,O,X,O,O,X,X,O,X,X,X
JOZTISL,O,X,O,X,O,O,X,X,X,X,X,X
JOZTLIS,O,X,O,X,O,O,X,X,O,X,X,X
JOZTLSI,O,X,O,X,O,O,X,X,O,X,X,X
JOZTSIL,O,X,O,X,O,O,X,X,O,X,X,X
JOZTSLI,X,X,O,X,O,O,X,X,O,X,X,X
JOZITLS,O,O,O,X,O,O,X,X,X,X,X,X
JOZITSL,O,O,O,X,O,O,X,X,X,X,O,X
JOZILTS,O,O,X,X,X,O,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,O,X,X,O,X,X
JOZISTL,O,O,X,X,O,X,X,X,X,X,O,X
JOZISLT,O,X,X,X,X,X,O,X,X,O,O,X
JOZLTIS,O,O,X,X,O,O,X,X,O,X,X,X
JOZLTSI,O,X,X,X,O,O,X,X,O,O,X,X
JOZLITS,O,O,X,X,X,O,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,O,X,X
JOZLSTI,O,X,X,X,O,X,X,X,X,O,X,X
JOZLSIT,O,O,X,X,X,X,X,X,O,O,X,X
JOZSTIL,O,X,O,X,O,X,X,X,O,X,X,X
JOZSTLI,X,X,O,X,O,X,X,X,O,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,O,X,X,X
JOZSILT,O,X,X,X,X,X,O,X,O,O,X,X
JOZSLTI,O,X,O,X,O,X,X,X,X,O,X,X
JOZSLIT,O,O,O,X,O,X,X,X,O,O,X,X
STILJZO,X,X,X,O,X,X,X,X,O,X,X,O
STILJOZ,X,X,X,O,X,X,O,X,O,X,X,X
STILZJO,X,X,X,O,X,X,X,X,O,X,X,O
STILZOJ,X,X,X,O,X,X,X,O,X,X,X,O
STILOJZ,X,X,X,O,X,X,X,X,O,X,X,X
STILOZJ,X,X,X,O,X,X,X,X,X,X,X,O
STIJLZO,X,X,X,O,O,X,X,X,O,X,X,X
STIJLOZ,X,X,X,O,X,X,O,X,O,X,X,X
STIJZLO,X,X,O,O,O,X,X,X,X,X,X,X
STIJZOL,X,X,O,O,O,X,X,O,X,X,X,X
STIJOLZ,X,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,X,X,X,O,X,X,X,X,O,X,X,O
STIZLOJ,X,X,X,O,X,X,X,O,O,X,X,O
STIZJLO,X,X,O,O,X,X,X,X,O,X,X,X
STIZJOL,X,X,O,X,X,X,X,O,X,X,X,X
STIZOLJ,X,X,X,O,X,X,X,O,O,X,X,X
STIZOJL,X,X,X,X,X,X,X,O,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,O,X,X,X
STIOLZJ,X,X,X,X,X,X,X,O,X,X,X,X
STIOJLZ,X,X,X,X,O,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,O,X,X,O,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,O,X,X,X,X
