sequence,v115@OhA8HeE8CeF8Je0/IvhFxgBXiBTjB2pBVrBSvB,v115@OhA8HeE8CeF8JeFBJvhFXiBTjBxkBmkB0pBCrB,v115@OhA8HeE8CeF8JeKEJvhFclBxhBTjBlmB3qBupB,v115@OhA8HeE8CeF8Jei/IvhFXiBTjBRlBGmB0pBlqB,v115@OhA8HeE8CeF8Jei/IvhFFhBXiBTjB0pBxqBGqB,v115@OhA8HeE8CeF8JeKEJvhFUgBFhBXiBTjBxqBWvB
OJSLIZT,O,X,X,X,X,O
OJSLZTI,O,O,O,X,X,X
OJSLZIT,O,O,X,X,X,X
OJSZTIL,O,O,O,O,O,X
OJSZTLI,O,X,O,X,O,X
OJSZITL,O,O,X,X,O,X
OJSZILT,O,O,X,O,O,X
OJSZLTI,O,X,O,X,O,X
OJSZLIT,O,X,X,O,O,X
OJZTILS,O,X,X,O,X,X
OJZTISL,O,X,X,O,X,X
OJZTLIS,O,X,X,O,X,X
OJZTLSI,O,X,X,X,X,X
OJZTSIL,O,X,X,O,X,X
OJZTSLI,O,X,X,X,X,X
OJZITLS,O,X,X,X,O,X
OJZITSL,O,O,X,X,O,X
OJZILTS,X,O,X,X,O,X
OJZILST,O,O,X,O,O,X
OJZISTL,O,O,X,X,O,X
OJZISLT,O,O,X,O,O,X
OJZLTIS,O,O,X,O,X,X
OJZLTSI,O,O,X,X,X,X
OJZLITS,X,O,X,X,O,X
OJZLIST,O,O,X,O,O,X
OJZLSTI,O,O,X,X,O,X
OJZLSIT,O,O,X,O,O,X
OJZSTIL,O,O,X,O,O,X
OJZSTLI,O,X,X,X,O,X
OJZSITL,O,O,X,X,O,X
OJZSILT,O,O,X,O,O,X
OJZSLTI,O,X,X,X,O,X
OJZSLIT,O,X,X,O,O,X
OSTILJZ,O,O,O,O,X,O
OSTILZJ,X,O,O,O,O,O
OSTIJLZ,O,X,O,O,X,O
OSTIJZL,O,X,O,X,O,X
OSTIZLJ,X,O,O,O,O,O
OSTIZJL,O,O,O,O,O,X
OSTLIJZ,O,O,O,O,X,O
OSTLIZJ,X,O,O,O,O,O
OSTLJIZ,O,O,O,X,X,O
OSTLJZI,O,O,O,X,X,X
OSTLZIJ,X,O,O,O,O,O
OSTLZJI,X,O,O,X,O,X
OSTJILZ,O,X,O,O,X,O
OSTJIZL,O,X,O,X,O,X
OSTJLIZ,O,O,O,X,X,O
OSTJLZI,O,O,O,X,X,X
OSTJZIL,O,O,O,O,O,X
OSTJZLI,O,X,O,X,O,X
OSTZILJ,X,O,O,O,O,O
OSTZIJL,O,O,O,O,O,X
OSTZLIJ,X,O,O,O,O,O
OSTZLJI,X,O,O,X,O,X
OSTZJIL,O,O,O,O,O,X
OSTZJLI,O,X,O,X,O,X
OSITLJZ,O,O,O,O,X,O
OSITLZJ,X,O,O,O,O,O
OSITJLZ,O,X,O,O,X,O
OSITJZL,O,X,O,X,O,X
OSITZLJ,X,O,O,O,O,O
OSITZJL,O,O,O,O,O,X
OSILTJZ,O,O,O,X,X,O
OSILTZJ,X,O,O,X,O,O
OSILJTZ,X,O,X,X,X,O
OSILJZT,O,X,X,X,X,O
OSILZTJ,X,O,O,X,O,O
OSILZJT,X,O,X,X,O,O
OSIJTLZ,O,X,X,X,X,O
OSIJTZL,O,X,X,X,O,X
OSIJLTZ,X,X,X,X,X,O
OSIJLZT,O,X,X,X,X,O
OSIJZTL,O,X,X,X,O,X
OSIJZLT,O,X,X,X,O,X
OSIZTLJ,X,O,O,O,O,O
OSIZTJL,O,O,O,O,O,X
OSIZLTJ,X,O,O,O,O,O
OSIZLJT,X,O,X,O,O,O
OSIZJTL,O,O,X,X,O,X
OSIZJLT,O,O,X,O,O,X
OSLTIJZ,O,O,O,O,X,O
OSLTIZJ,X,O,O,O,O,O
OSLTJIZ,O,O,O,X,X,O
OSLTJZI,O,O,O,X,X,X
OSLTZIJ,X,O,O,O,O,O
OSLTZJI,X,O,O,X,O,X
OSLITJZ,O,O,O,X,X,O
OSLITZJ,X,O,O,X,O,O
OSLIJTZ,X,O,X,X,X,O
OSLIJZT,O,X,X,X,X,O
OSLIZTJ,X,O,O,X,O,O
OSLIZJT,X,O,X,X,O,O
OSLJTIZ,O,O,O,X,X,O
OSLJTZI,O,O,O,X,X,X
OSLJITZ,X,O,X,X,X,O
OSLJIZT,O,X,X,X,X,O
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,X,X,X,X
OSLZTIJ,X,O,O,O,O,O
OSLZTJI,X,O,O,X,O,X
OSLZITJ,X,O,O,O,O,O
OSLZIJT,X,O,X,O,O,O
OSLZJTI,X,O,O,X,O,X
OSLZJIT,X,O,X,O,O,X
OSJTILZ,O,X,O,O,X,O
OSJTIZL,O,X,O,X,O,X
OSJTLIZ,O,O,O,X,X,O
OSJTLZI,O,O,O,X,X,X
OSJTZIL,O,O,O,O,O,X
OSJTZLI,O,X,O,X,O,X
OSJITLZ,O,X,X,X,X,O
OSJITZL,O,X,X,X,O,X
OSJILTZ,X,X,X,X,X,O
OSJILZT,O,X,X,X,X,O
OSJIZTL,O,X,X,X,O,X
OSJIZLT,O,X,X,X,O,X
OSJLTIZ,O,O,O,X,X,O
OSJLTZI,O,O,O,X,X,X
OSJLITZ,X,O,X,X,X,O
OSJLIZT,O,X,X,X,X,O
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,X,X,X,X
OSJZTIL,O,O,O,O,O,X
OSJZTLI,O,X,O,X,O,X
OSJZITL,O,O,X,X,O,X
OSJZILT,O,O,X,O,O,X
OSJZLTI,O,X,O,X,O,X
OSJZLIT,O,X,X,O,O,X
OSZTILJ,X,O,O,O,O,O
OSZTIJL,O,O,O,O,O,X
OSZTLIJ,X,O,O,O,O,O
OSZTLJI,X,O,O,X,O,X
OSZTJIL,O,O,O,O,O,X
OSZTJLI,O,X,O,X,O,X
OSZITLJ,X,O,O,O,O,O
OSZITJL,O,O,O,O,O,X
OSZILTJ,X,O,O,O,O,O
OSZILJT,X,O,X,O,O,O
OSZIJTL,O,O,X,X,O,X
OSZIJLT,O,O,X,O,O,X
OSZLTIJ,X,O,O,O,O,O
OSZLTJI,X,O,O,X,O,X
OSZLITJ,X,O,O,O,O,O
OSZLIJT,X,O,X,O,O,O
OSZLJTI,X,O,O,X,O,X
OSZLJIT,X,O,X,O,O,X
OSZJTIL,O,O,O,O,O,X
OSZJTLI,O,X,O,X,O,X
OSZJITL,O,O,X,X,O,X
OSZJILT,O,O,X,O,O,X
OSZJLTI,O,X,O,X,O,X
OSZJLIT,O,X,X,O,O,X
OZTILJS,X,O,X,O,O,X
OZTILSJ,X,O,O,O,O,X
OZTIJLS,O,X,X,O,O,X
OZTIJSL,O,O,X,O,O,X
OZTISLJ,X,O,O,O,O,X
OZTISJL,O,O,O,O,O,X
OZTLIJS,X,O,X,O,O,X
OZTLISJ,X,O,O,O,O,X
OZTLJIS,X,O,X,O,X,X
OZTLJSI,X,O,X,X,X,X
OZTLSIJ,X,O,O,O,O,X
OZTLSJI,X,O,O,X,O,X
OZTJILS,O,X,X,O,X,X
OZTJISL,O,X,X,O,X,X
OZTJLIS,O,X,X,O,X,X
OZTJLSI,O,X,X,X,X,X
OZTJSIL,O,X,X,O,X,X
OZTJSLI,O,X,X,X,X,X
OZTSILJ,X,O,O,O,O,X
OZTSIJL,O,O,O,O,O,X
OZTSLIJ,X,O,O,O,O,X
OZTSLJI,X,X,O,X,O,X
OZTSJIL,O,O,O,O,O,X
OZTSJLI,O,X,O,X,O,X
OZITLJS,X,O,X,O,O,O
OZITLSJ,X,O,O,O,O,O
OZITJLS,X,X,X,O,O,X
OZITJSL,X,O,X,O,O,X
OZITSLJ,X,O,O,O,O,O
OZITSJL,X,O,O,O,O,X
OZILTJS,X,O,X,O,O,O
OZILTSJ,X,O,O,O,O,O
OZILJTS,X,O,X,X,O,O
OZILJST,X,O,X,O,O,O
OZILSTJ,X,O,X,O,O,O
OZILSJT,X,O,X,O,O,O
OZIJTLS,X,X,X,X,O,X
OZIJTSL,X,O,X,X,O,X
OZIJLTS,X,O,X,X,O,X
OZIJLST,X,O,X,O,O,X
OZIJSTL,X,O,X,X,O,X
OZIJSLT,X,O,X,O,O,X
OZISTLJ,X,O,X,O,O,O
OZISTJL,X,O,X,O,O,X
OZISLTJ,X,O,X,O,O,O
OZISLJT,X,O,X,O,O,O
OZISJTL,X,O,X,X,O,X
OZISJLT,X,O,X,O,O,X
OZLTIJS,X,O,X,O,O,X
OZLTISJ,X,O,O,O,O,X
OZLTJIS,X,O,X,O,X,X
OZLTJSI,X,O,X,X,X,X
OZLTSIJ,X,O,O,O,O,X
OZLTSJI,X,O,O,X,O,X
OZLITJS,X,O,X,O,O,O
OZLITSJ,X,O,O,O,O,O
OZLIJTS,X,O,X,X,O,O
OZLIJST,X,O,X,O,O,O
OZLISTJ,X,O,X,O,O,O
OZLISJT,X,O,X,O,O,O
OZLJTIS,X,O,X,O,X,X
OZLJTSI,X,O,X,X,X,X
OZLJITS,X,O,X,X,O,X
OZLJIST,X,O,X,O,O,X
OZLJSTI,X,O,X,X,O,X
OZLJSIT,X,O,X,O,O,X
OZLSTIJ,X,O,O,O,O,O
OZLSTJI,X,O,O,X,O,X
OZLSITJ,X,O,O,O,O,O
OZLSIJT,X,O,X,O,O,O
OZLSJTI,X,O,O,X,O,X
OZLSJIT,X,O,X,O,O,X
OZJTILS,O,X,X,O,X,X
OZJTISL,O,X,X,O,X,X
OZJTLIS,O,X,X,O,X,X
OZJTLSI,O,X,X,X,X,X
OZJTSIL,O,X,X,O,X,X
OZJTSLI,O,X,X,X,X,X
OZJITLS,O,X,X,X,O,X
OZJITSL,O,O,X,X,O,X
OZJILTS,X,O,X,X,O,X
OZJILST,O,O,X,O,O,X
OZJISTL,O,O,X,X,O,X
OZJISLT,O,O,X,O,O,X
OZJLTIS,O,O,X,O,X,X
OZJLTSI,O,O,X,X,X,X
OZJLITS,X,O,X,X,O,X
OZJLIST,O,O,X,O,O,X
OZJLSTI,O,O,X,X,O,X
OZJLSIT,O,O,X,O,O,X
OZJSTIL,O,O,X,O,O,X
OZJSTLI,O,X,X,X,O,X
OZJSITL,O,O,X,X,O,X
OZJSILT,O,O,X,O,O,X
OZJSLTI,O,X,X,X,O,X
OZJSLIT,O,X,X,O,O,X
OZSTILJ,X,O,O,O,O,O
OZSTIJL,O,O,O,O,O,X
OZSTLIJ,X,O,O,O,O,O
OZSTLJI,X,O,O,X,O,X
OZSTJIL,O,O,O,O,O,X
OZSTJLI,O,X,O,X,O,X
OZSITLJ,X,O,O,O,O,O
OZSITJL,O,O,O,O,O,X
OZSILTJ,X,O,O,O,O,O
OZSILJT,X,O,X,O,O,O
OZSIJTL,O,O,X,X,O,X
OZSIJLT,O,O,X,O,O,X
OZSLTIJ,X,O,O,O,O,O
OZSLTJI,X,O,O,X,O,X
OZSLITJ,X,O,O,O,O,O
OZSLIJT,X,O,X,O,O,O
OZSLJTI,X,O,O,X,O,X
OZSLJIT,X,O,X,O,O,X
OZSJTIL,O,O,O,O,O,X
OZSJTLI,O,X,O,X,O,X
OZSJITL,O,O,X,X,O,X
OZSJILT,O,O,X,O,O,X
OZSJLTI,O,X,O,X,O,X
OZSJLIT,O,X,X,O,O,X
