sequence,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoBO?sB6sBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoB6?sBOsBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBOnB8nBF?lB3qByxB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiBFlBc?sBetB3qB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBmiB1qBK?sBftBUqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiB1qBm?sBUqB3sB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBFlBmnB3?qB0sBisB
JLIOZST,O,O,O,O,X,X,X
JLSTIZO,X,X,O,O,O,X,X
JLSTIOZ,X,X,O,O,O,O,X
JLSTZIO,X,X,O,O,O,O,X
JLSTZOI,X,X,O,O,O,O,X
JLSTOIZ,X,X,O,O,O,O,X
JLSTOZI,X,X,O,O,O,O,X
JLSITZO,X,X,X,X,O,X,X
JLSITOZ,X,X,X,X,O,O,X
JLSIZTO,X,X,O,O,O,X,X
JLSIZOT,X,X,O,O,O,X,X
JLSIOTZ,X,X,X,X,O,O,X
JLSIOZT,X,X,O,O,O,X,X
JLSZTIO,X,X,O,O,O,X,X
JLSZTOI,X,X,O,O,O,X,X
JLSZITO,X,X,O,O,O,X,X
JLSZIOT,X,X,O,O,O,X,X
JLSZOTI,X,X,O,O,O,X,X
JLSZOIT,X,X,O,O,O,X,X
JLSOTIZ,X,X,O,O,O,O,X
JLSOTZI,X,X,O,O,O,O,X
JLSOITZ,X,X,X,X,O,O,X
JLSOIZT,X,X,O,O,O,X,X
JLSOZTI,X,X,O,O,O,X,X
JLSOZIT,X,X,O,O,O,X,X
JLZTISO,O,O,O,O,X,O,X
JLZTIOS,X,X,O,O,X,O,X
JLZTSIO,O,O,O,O,X,O,X
JLZTSOI,X,X,O,O,X,O,X
JLZTOIS,X,X,O,O,X,O,X
JLZTOSI,X,X,O,O,X,O,X
JLZITSO,O,O,O,O,X,X,X
JLZITOS,X,X,O,O,X,O,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,X,X,O,O,X,X,X
JLZIOTS,O,O,O,O,X,O,X
JLZIOST,O,O,O,O,X,X,X
JLZSTIO,O,O,O,O,X,X,X
JLZSTOI,X,X,O,O,X,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,X,X,O,O,X,X,X
JLZSOTI,X,X,O,O,X,X,X
JLZSOIT,X,X,O,O,X,X,X
JLZOTIS,O,O,O,O,X,O,X
JLZOTSI,O,O,O,O,X,O,X
JLZOITS,O,O,O,O,X,O,X
JLZOIST,O,O,O,O,X,X,X
JLZOSTI,O,O,O,O,X,X,X
JLZOSIT,O,O,O,O,X,X,X
JLOTISZ,X,X,X,X,O,O,X
JLOTIZS,O,O,O,O,X,O,X
JLOTSIZ,X,X,X,X,O,O,X
JLOTSZI,X,X,X,X,O,O,X
JLOTZIS,O,O,O,O,X,O,X
JLOTZSI,O,O,O,O,X,O,X
JLOITSZ,X,X,X,X,X,O,X
JLOITZS,O,O,X,X,X,O,X
JLOISTZ,X,X,X,X,O,O,X
JLOISZT,X,X,X,X,O,X,X
JLOIZTS,O,O,O,O,X,O,X
JLOIZST,O,O,O,O,X,X,X
JLOSTIZ,X,X,O,O,O,O,X
JLOSTZI,X,X,O,O,O,O,X
JLOSITZ,X,X,X,X,O,O,X
JLOSIZT,X,X,O,O,O,X,X
JLOSZTI,X,X,O,O,O,X,X
JLOSZIT,X,X,O,O,O,X,X
JLOZTIS,O,O,O,O,X,O,X
JLOZTSI,O,O,O,O,X,O,X
JLOZITS,O,O,O,O,X,O,X
JLOZIST,O,O,O,O,X,X,X
JLOZSTI,O,O,O,O,X,X,X
JLOZSIT,O,O,O,O,X,X,X
JSTILZO,X,X,O,O,O,O,X
JSTILOZ,X,X,O,O,O,O,X
JSTIZLO,O,X,X,O,X,O,O
JSTIZOL,O,X,X,O,X,O,O
JSTIOLZ,X,X,O,O,X,O,X
JSTIOZL,O,X,X,O,X,O,O
JSTLIZO,X,X,O,O,O,O,X
JSTLIOZ,X,X,O,O,O,O,X
JSTLZIO,X,X,O,O,O,O,X
JSTLZOI,X,X,O,O,O,O,X
JSTLOIZ,X,X,O,O,O,O,X
JSTLOZI,X,X,O,O,O,O,X
JSTZILO,O,X,X,O,X,O,O
JSTZIOL,O,X,X,O,X,O,O
JSTZLIO,O,X,X,O,X,O,O
JSTZLOI,X,X,X,O,X,O,O
JSTZOIL,O,X,X,O,X,O,O
JSTZOLI,X,X,X,O,X,O,O
JSTOILZ,X,X,O,O,X,O,X
JSTOIZL,O,X,X,O,X,O,O
JSTOLIZ,X,X,O,O,X,O,X
JSTOLZI,X,X,O,O,X,O,X
JSTOZIL,O,X,X,O,X,O,O
JSTOZLI,O,X,X,O,X,O,O
JSITLZO,X,X,X,O,O,O,X
JSITLOZ,X,X,X,O,O,O,X
JSITZLO,O,X,X,O,X,O,X
JSITZOL,O,X,X,O,X,O,X
JSITOLZ,X,X,X,O,X,O,X
JSITOZL,O,X,X,O,X,O,X
JSILTZO,X,X,X,X,O,X,X
JSILTOZ,X,X,X,X,O,O,X
JSILZTO,X,X,O,O,O,X,X
JSILZOT,X,X,O,O,O,X,X
JSILOTZ,X,X,X,X,O,O,X
JSILOZT,X,X,O,O,O,X,X
JSIZTLO,O,X,X,O,X,X,X
JSIZTOL,O,X,X,O,X,X,X
JSIZLTO,O,X,X,O,X,X,X
JSIZLOT,X,X,X,O,X,X,X
JSIZOTL,O,X,X,O,X,X,X
JSIZOLT,O,X,X,O,X,X,X
JSIOTLZ,X,X,X,O,X,X,X
JSIOTZL,O,X,X,O,X,X,X
JSIOLTZ,X,X,X,X,X,O,X
JSIOLZT,X,X,O,O,X,X,X
JSIOZTL,O,X,X,O,X,X,X
JSIOZLT,O,X,X,O,X,X,X
JSLTIZO,X,X,O,O,O,X,X
JSLTIOZ,X,X,O,O,O,O,X
JSLTZIO,X,X,O,O,O,O,X
JSLTZOI,X,X,O,O,O,O,X
JSLTOIZ,X,X,O,O,O,O,X
JSLTOZI,X,X,O,O,O,O,X
JSLITZO,X,X,X,X,O,X,X
JSLITOZ,X,X,X,X,O,O,X
JSLIZTO,X,X,O,O,O,X,X
JSLIZOT,X,X,O,O,O,X,X
JSLIOTZ,X,X,X,X,O,O,X
JSLIOZT,X,X,O,O,O,X,X
JSLZTIO,X,X,O,O,O,X,X
JSLZTOI,X,X,O,O,O,X,X
JSLZITO,X,X,O,O,O,X,X
JSLZIOT,X,X,O,O,O,X,X
JSLZOTI,X,X,O,O,O,X,X
JSLZOIT,X,X,O,O,O,X,X
JSLOTIZ,X,X,O,O,O,O,X
JSLOTZI,X,X,O,O,O,O,X
JSLOITZ,X,X,X,X,O,O,X
JSLOIZT,X,X,O,O,O,X,X
JSLOZTI,X,X,O,O,O,X,X
JSLOZIT,X,X,O,O,O,X,X
JSZTILO,O,X,X,O,X,X,O
JSZTIOL,O,X,X,O,X,X,O
JSZTLIO,O,X,X,O,X,X,O
JSZTLOI,X,X,X,O,X,X,O
JSZTOIL,O,X,X,O,X,X,O
JSZTOLI,X,X,X,O,X,X,O
JSZITLO,O,X,X,O,X,X,O
JSZITOL,O,X,X,O,X,X,O
JSZILTO,O,X,X,O,X,X,X
JSZILOT,X,X,X,O,X,X,X
JSZIOTL,O,X,X,O,X,X,O
JSZIOLT,O,X,X,O,X,X,X
JSZLTIO,O,X,X,O,X,X,O
JSZLTOI,X,X,X,O,X,X,O
JSZLITO,O,X,X,O,X,X,X
JSZLIOT,X,X,X,O,X,X,X
JSZLOTI,X,X,X,O,X,X,O
JSZLOIT,X,X,X,O,X,X,X
JSZOTIL,O,X,X,O,X,X,O
JSZOTLI,O,X,X,O,X,X,O
JSZOITL,O,X,X,O,X,X,O
JSZOILT,O,X,X,O,X,X,X
JSZOLTI,O,X,X,O,X,X,O
JSZOLIT,O,X,X,O,X,X,X
JSOTILZ,X,X,O,O,X,O,X
JSOTIZL,O,X,X,O,X,O,O
JSOTLIZ,X,X,O,O,X,O,X
JSOTLZI,X,X,O,O,X,O,X
JSOTZIL,O,X,X,O,X,O,O
JSOTZLI,O,X,X,O,X,O,O
JSOITLZ,X,X,X,O,X,X,X
JSOITZL,O,X,X,O,X,X,X
JSOILTZ,X,X,X,X,X,O,X
JSOILZT,X,X,O,O,X,X,X
JSOIZTL,O,X,X,O,X,X,X
JSOIZLT,O,X,X,O,X,X,X
JSOLTIZ,X,X,O,O,X,O,X
JSOLTZI,X,X,O,O,X,O,X
JSOLITZ,X,X,X,X,X,O,X
JSOLIZT,X,X,O,O,X,X,X
JSOLZTI,X,X,O,O,X,X,X
JSOLZIT,X,X,O,O,X,X,X
JSOZTIL,O,X,X,O,X,X,O
JSOZTLI,O,X,X,O,X,X,O
JSOZITL,O,X,X,O,X,X,O
JSOZILT,O,X,X,O,X,X,X
JSOZLTI,O,X,X,O,X,X,O
JSOZLIT,O,X,X,O,X,X,X
JZTILSO,O,O,X,O,X,O,X
JZTILOS,X,X,X,O,X,O,X
JZTISLO,O,O,X,O,X,O,X
JZTISOL,O,X,X,O,X,O,X
JZTIOLS,O,X,X,O,X,O,X
JZTIOSL,O,X,X,O,X,O,O
JZTLISO,O,O,X,O,X,O,X
JZTLIOS,X,X,X,O,X,O,X
JZTLSIO,O,O,X,O,X,O,X
JZTLSOI,X,X,X,O,X,O,X
JZTLOIS,X,X,X,O,X,O,X
JZTLOSI,X,X,X,O,X,O,O
JZTSILO,O,O,X,O,X,O,O
JZTSIOL,O,X,X,O,X,O,O
JZTSLIO,O,O,X,O,X,O,O
JZTSLOI,X,X,X,O,X,O,O
JZTSOIL,O,X,X,O,X,O,O
JZTSOLI,X,X,X,O,X,O,O
JZTOILS,O,X,X,O,X,O,X
JZTOISL,O,X,X,O,X,O,O
JZTOLIS,O,X,X,O,X,O,X
JZTOLSI,O,X,X,O,X,O,O
JZTOSIL,O,X,X,O,X,O,O
JZTOSLI,O,X,X,O,X,O,O
JZITLSO,O,O,X,O,X,X,X
JZITLOS,X,X,X,O,X,X,X
JZITSLO,O,O,X,O,X,O,X
JZITSOL,O,X,X,O,X,O,X
JZITOLS,O,X,X,O,X,X,X
JZITOSL,O,X,X,O,X,O,O
JZILTSO,O,O,X,O,X,X,X
JZILTOS,X,X,X,O,X,O,X
JZILSTO,O,O,X,O,X,X,X
JZILSOT,X,X,X,O,X,X,X
JZILOTS,O,O,X,O,X,O,X
JZILOST,O,O,X,O,X,X,X
JZISTLO,O,O,X,O,X,X,O
JZISTOL,O,X,X,O,X,X,O
JZISLTO,O,O,X,O,X,X,X
JZISLOT,X,X,X,O,X,X,X
JZISOTL,O,X,X,O,X,X,O
JZISOLT,O,X,X,O,X,X,X
JZIOTLS,O,O,X,O,X,X,X
JZIOTSL,O,O,X,O,X,X,O
JZIOLTS,O,O,X,O,X,O,X
JZIOLST,O,O,X,O,X,X,X
JZIOSTL,O,O,X,O,X,X,O
JZIOSLT,O,O,X,O,X,X,X
JZLTISO,O,O,X,O,X,O,X
JZLTIOS,X,X,X,O,X,O,X
JZLTSIO,O,O,X,O,X,O,X
JZLTSOI,X,X,X,O,X,O,X
JZLTOIS,X,X,X,O,X,O,X
JZLTOSI,X,X,X,O,X,O,O
JZLITSO,O,O,X,O,X,X,X
JZLITOS,X,X,X,O,X,O,X
JZLISTO,O,O,X,O,X,X,X
JZLISOT,X,X,X,O,X,X,X
JZLIOTS,O,O,X,O,X,O,X
JZLIOST,O,O,X,O,X,X,X
JZLSTIO,O,O,X,O,X,X,O
JZLSTOI,X,X,X,O,X,X,O
JZLSITO,O,O,X,O,X,X,X
JZLSIOT,X,X,X,O,X,X,X
JZLSOTI,X,X,X,O,X,X,O
JZLSOIT,X,X,X,O,X,X,X
JZLOTIS,O,O,X,O,X,O,X
JZLOTSI,O,O,X,O,X,O,O
JZLOITS,O,O,X,O,X,O,X
JZLOIST,O,O,X,O,X,X,X
JZLOSTI,O,O,X,O,X,X,O
JZLOSIT,O,O,X,O,X,X,X
JZSTILO,O,O,X,O,X,X,O
JZSTIOL,O,X,X,O,X,X,O
JZSTLIO,O,O,X,O,X,X,O
JZSTLOI,X,X,X,O,X,X,O
JZSTOIL,O,X,X,O,X,X,O
JZSTOLI,X,X,X,O,X,X,O
JZSITLO,O,O,X,O,X,X,O
JZSITOL,O,X,X,O,X,X,O
JZSILTO,O,O,X,O,X,X,X
JZSILOT,X,X,X,O,X,X,X
JZSIOTL,O,X,X,O,X,X,O
JZSIOLT,O,X,X,O,X,X,X
JZSLTIO,O,O,X,O,X,X,O
JZSLTOI,X,X,X,O,X,X,O
JZSLITO,O,O,X,O,X,X,X
JZSLIOT,X,X,X,O,X,X,X
JZSLOTI,X,X,X,O,X,X,O
JZSLOIT,X,X,X,O,X,X,X
JZSOTIL,O,X,X,O,X,X,O
JZSOTLI,O,X,X,O,X,X,O
JZSOITL,O,X,X,O,X,X,O
JZSOILT,O,X,X,O,X,X,X
JZSOLTI,O,X,X,O,X,X,O
JZSOLIT,O,X,X,O,X,X,X
JZOTILS,O,O,X,O,X,O,X
JZOTISL,O,O,X,O,X,O,O
JZOTLIS,O,O,X,O,X,O,X
JZOTLSI,O,O,X,O,X,O,O
JZOTSIL,O,O,X,O,X,O,O
JZOTSLI,O,O,X,O,X,O,O
JZOITLS,O,O,X,O,X,X,X
JZOITSL,O,O,X,O,X,X,O
JZOILTS,O,O,X,O,X,O,X
JZOILST,O,O,X,O,X,X,X
JZOISTL,O,O,X,O,X,X,O
JZOISLT,O,O,X,O,X,X,X
JZOLTIS,O,O,X,O,X,O,X
JZOLTSI,O,O,X,O,X,O,O
JZOLITS,O,O,X,O,X,O,X
JZOLIST,O,O,X,O,X,X,X
JZOLSTI,O,O,X,O,X,X,O
JZOLSIT,O,O,X,O,X,X,X
JZOSTIL,O,O,X,O,X,X,O
JZOSTLI,O,O,X,O,X,X,O
JZOSITL,O,O,X,O,X,X,O
JZOSILT,O,O,X,O,X,X,X
JZOSLTI,O,O,X,O,X,X,O
JZOSLIT,O,O,X,O,X,X,X
JOTILSZ,X,X,X,X,O,O,X
JOTILZS,O,O,O,O,X,O,X
JOTISLZ,X,X,X,X,X,O,X
JOTISZL,O,X,X,O,X,O,X
JOTIZLS,O,O,X,O,X,O,X
JOTIZSL,O,O,X,O,X,O,X
JOTLISZ,X,X,X,X,O,O,X
JOTLIZS,O,O,O,O,X,O,X
JOTLSIZ,X,X,X,X,O,O,X
JOTLSZI,X,X,X,X,O,O,X
JOTLZIS,O,O,O,O,X,O,X
JOTLZSI,O,O,O,O,X,O,X
JOTSILZ,X,X,X,O,X,O,X
JOTSIZL,O,X,X,O,X,O,X
JOTSLIZ,X,X,X,O,X,O,X
JOTSLZI,X,X,X,O,X,O,X
JOTSZIL,O,X,X,O,X,O,X
JOTSZLI,O,X,X,O,X,O,X
JOTZILS,O,O,X,O,X,O,X
JOTZISL,O,O,X,O,X,O,O
JOTZLIS,O,O,X,O,X,O,X
JOTZLSI,O,O,X,O,X,O,O
JOTZSIL,O,O,X,O,X,O,O
JOTZSLI,O,O,X,O,X,O,O
JOITLSZ,X,X,X,X,X,O,X
JOITLZS,O,O,X,O,X,O,X
JOITSLZ,X,X,X,X,X,O,X
JOITSZL,O,X,X,O,X,O,X
JOITZLS,O,O,X,O,X,O,X
JOITZSL,O,O,X,O,X,O,X
JOILTSZ,X,X,X,X,X,O,X
JOILTZS,O,O,X,X,X,O,X
JOILSTZ,X,X,X,X,O,O,X
JOILSZT,X,X,X,X,O,X,X
JOILZTS,O,O,O,O,X,O,X
JOILZST,O,O,O,O,X,X,X
JOISTLZ,X,X,X,O,X,X,X
JOISTZL,O,X,X,O,X,X,X
JOISLTZ,X,X,X,X,X,O,X
JOISLZT,X,X,X,O,X,X,X
JOISZTL,O,X,X,O,X,X,X
JOISZLT,O,X,X,O,X,X,X
JOIZTLS,O,O,X,O,X,X,X
JOIZTSL,O,O,X,O,X,X,X
JOIZLTS,O,O,X,O,X,O,X
JOIZLST,O,O,X,O,X,X,X
JOIZSTL,O,O,X,O,X,X,X
JOIZSLT,O,O,X,O,X,X,X
JOLTISZ,X,X,X,X,O,O,X
JOLTIZS,O,O,O,O,X,O,X
JOLTSIZ,X,X,X,X,O,O,X
JOLTSZI,X,X,X,X,O,O,X
JOLTZIS,O,O,O,O,X,O,X
JOLTZSI,O,O,O,O,X,O,X
JOLITSZ,X,X,X,X,X,O,X
JOLITZS,O,O,X,X,X,O,X
JOLISTZ,X,X,X,X,O,O,X
JOLISZT,X,X,X,X,O,X,X
JOLIZTS,O,O,O,O,X,O,X
JOLIZST,O,O,O,O,X,X,X
JOLSTIZ,X,X,O,O,O,O,X
JOLSTZI,X,X,O,O,O,O,X
JOLSITZ,X,X,X,X,O,O,X
JOLSIZT,X,X,O,O,O,X,X
JOLSZTI,X,X,O,O,O,X,X
JOLSZIT,X,X,O,O,O,X,X
JOLZTIS,O,O,O,O,X,O,X
JOLZTSI,O,O,O,O,X,O,X
JOLZITS,O,O,O,O,X,O,X
JOLZIST,O,O,O,O,X,X,X
JOLZSTI,O,O,O,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X
JOSTILZ,X,X,O,O,X,O,X
JOSTIZL,O,X,X,O,X,O,O
JOSTLIZ,X,X,O,O,X,O,X
JOSTLZI,X,X,O,O,X,O,X
JOSTZIL,O,X,X,O,X,O,O
JOSTZLI,O,X,X,O,X,O,O
JOSITLZ,X,X,X,O,X,X,X
JOSITZL,O,X,X,O,X,X,X
JOSILTZ,X,X,X,X,X,O,X
JOSILZT,X,X,O,O,X,X,X
JOSIZTL,O,X,X,O,X,X,X
JOSIZLT,O,X,X,O,X,X,X
JOSLTIZ,X,X,O,O,X,O,X
JOSLTZI,X,X,O,O,X,O,X
JOSLITZ,X,X,X,X,X,O,X
JOSLIZT,X,X,O,O,X,X,X
JOSLZTI,X,X,O,O,X,X,X
JOSLZIT,X,X,O,O,X,X,X
JOSZTIL,O,X,X,O,X,X,O
JOSZTLI,O,X,X,O,X,X,O
JOSZITL,O,X,X,O,X,X,O
JOSZILT,O,X,X,O,X,X,X
JOSZLTI,O,X,X,O,X,X,O
JOSZLIT,O,X,X,O,X,X,X
JOZTILS,O,O,X,O,X,O,X
JOZTISL,O,O,X,O,X,O,O
JOZTLIS,O,O,X,O,X,O,X
JOZTLSI,O,O,X,O,X,O,O
JOZTSIL,O,O,X,O,X,O,O
JOZTSLI,O,O,X,O,X,O,O
JOZITLS,O,O,X,O,X,X,X
JOZITSL,O,O,X,O,X,X,O
JOZILTS,O,O,X,O,X,O,X
JOZILST,O,O,X,O,X,X,X
JOZISTL,O,O,X,O,X,X,O
JOZISLT,O,O,X,O,X,X,X
JOZLTIS,O,O,X,O,X,O,X
JOZLTSI,O,O,X,O,X,O,O
JOZLITS,O,O,X,O,X,O,X
JOZLIST,O,O,X,O,X,X,X
JOZLSTI,O,O,X,O,X,X,O
JOZLSIT,O,O,X,O,X,X,X
JOZSTIL,O,O,X,O,X,X,O
JOZSTLI,O,O,X,O,X,X,O
JOZSITL,O,O,X,O,X,X,O
JOZSILT,O,O,X,O,X,X,X
JOZSLTI,O,O,X,O,X,X,O
JOZSLIT,O,O,X,O,X,X,X
STILJZO,X,X,O,O,O,X,X
STILJOZ,X,X,O,O,O,X,X
STILZJO,X,O,O,X,O,X,O
STILZOJ,X,O,O,X,O,X,O
STILOJZ,X,X,O,O,O,X,X
STILOZJ,X,O,O,X,O,X,O
STIJLZO,X,X,O,O,O,O,X
STIJLOZ,X,X,O,O,O,O,X
STIJZLO,O,X,X,O,X,O,O
STIJZOL,O,X,X,O,X,O,O
STIJOLZ,X,X,O,O,X,O,X
STIJOZL,O,X,X,O,X,O,O
STIZLJO,O,O,O,X,O,X,O
STIZLOJ,X,O,O,X,O,X,O
STIZJLO,O,O,X,O,X,X,O
STIZJOL,O,X,X,O,X,X,O
STIZOLJ,X,O,O,X,X,X,O
STIZOJL,O,X,X,O,X,X,O
STIOLJZ,X,X,O,O,O,X,X
STIOLZJ,X,O,O,X,O,X,O
STIOJLZ,X,X,O,O,X,O,X
STIOJZL,O,X,X,O,X,O,O
STIOZLJ,O,O,O,X,X,X,O
STIOZJL,O,O,X,O,X,X,O
STLIJZO,X,X,O,O,O,X,X
STLIJOZ,X,X,O,O,O,X,X
STLIZJO,X,O,O,X,O,X,O
STLIZOJ,X,O,O,X,O,X,O
STLIOJZ,X,X,O,O,O,X,X
STLIOZJ,X,O,O,X,O,X,O
STLJIZO,X,X,O,O,O,X,X
STLJIOZ,X,X,O,O,O,X,X
STLJZIO,X,X,O,O,O,X,X
STLJZOI,X,X,O,O,O,X,X
STLJOIZ,X,X,O,O,O,X,X
STLJOZI,X,X,O,O,O,X,X
STLZIJO,X,O,O,X,O,X,O
STLZIOJ,X,O,O,X,O,X,O
STLZJIO,X,O,O,X,O,X,O
STLZJOI,X,X,O,X,O,X,O
STLZOIJ,X,O,O,X,O,X,O
STLZOJI,X,X,O,X,O,X,O
STLOIJZ,X,X,O,O,O,X,X
STLOIZJ,X,O,O,X,O,X,O
STLOJIZ,X,X,O,O,O,X,X
STLOJZI,X,X,O,O,O,X,X
STLOZIJ,X,O,O,X,O,X,O
STLOZJI,X,O,O,X,O,X,O
STJILZO,X,X,O,O,O,O,X
STJILOZ,X,X,O,O,O,O,X
STJIZLO,O,X,X,O,X,O,O
STJIZOL,O,X,X,O,X,O,O
STJIOLZ,X,X,O,O,X,O,X
STJIOZL,O,X,X,O,X,O,O
STJLIZO,X,X,O,O,O,O,X
STJLIOZ,X,X,O,O,O,O,X
STJLZIO,X,X,O,O,O,O,X
STJLZOI,X,X,O,O,O,O,X
STJLOIZ,X,X,O,O,O,O,X
STJLOZI,X,X,O,O,O,O,X
STJZILO,O,X,X,O,X,O,O
STJZIOL,O,X,X,O,X,O,O
STJZLIO,O,X,X,O,X,O,O
STJZLOI,X,X,X,O,X,O,O
STJZOIL,O,X,X,O,X,O,O
STJZOLI,X,X,X,O,X,O,O
STJOILZ,X,X,O,O,X,O,X
STJOIZL,O,X,X,O,X,O,O
STJOLIZ,X,X,O,O,X,O,X
STJOLZI,X,X,O,O,X,O,X
STJOZIL,O,X,X,O,X,O,O
STJOZLI,O,X,X,O,X,O,O
STZILJO,O,O,O,X,O,X,O
STZILOJ,X,O,O,X,O,X,O
STZIJLO,O,O,X,O,X,X,O
STZIJOL,O,X,X,O,X,X,O
STZIOLJ,X,O,O,X,X,X,O
STZIOJL,O,X,X,O,X,X,O
STZLIJO,O,O,O,X,O,X,O
STZLIOJ,X,O,O,X,O,X,O
STZLJIO,O,O,O,X,O,X,O
STZLJOI,X,X,O,X,O,X,O
STZLOIJ,X,O,O,X,O,X,O
STZLOJI,X,X,O,X,O,X,O
STZJILO,O,O,X,O,X,X,O
STZJIOL,O,X,X,O,X,X,O
STZJLIO,O,O,X,O,X,X,O
STZJLOI,X,X,X,O,X,X,O
STZJOIL,O,X,X,O,X,X,O
STZJOLI,X,X,X,O,X,X,O
STZOILJ,X,O,O,X,X,X,O
STZOIJL,O,X,X,O,X,X,O
STZOLIJ,X,O,O,X,X,X,O
STZOLJI,X,X,O,X,X,X,O
STZOJIL,O,X,X,O,X,X,O
STZOJLI,X,X,X,O,X,X,O
STOILJZ,X,X,O,O,O,X,X
STOILZJ,X,O,O,X,O,X,O
STOIJLZ,X,X,O,O,X,O,X
STOIJZL,O,X,X,O,X,O,O
STOIZLJ,O,O,O,X,X,X,O
STOIZJL,O,O,X,O,X,X,O
STOLIJZ,X,X,O,O,O,X,X
STOLIZJ,X,O,O,X,O,X,O
STOLJIZ,X,X,O,O,O,X,X
STOLJZI,X,X,O,O,O,X,X
STOLZIJ,X,O,O,X,O,X,O
STOLZJI,X,O,O,X,O,X,O
STOJILZ,X,X,O,O,X,O,X
STOJIZL,O,X,X,O,X,O,O
STOJLIZ,X,X,O,O,X,O,X
STOJLZI,X,X,O,O,X,O,X
STOJZIL,O,X,X,O,X,O,O
STOJZLI,O,X,X,O,X,O,O
STOZILJ,O,O,O,X,X,X,O
STOZIJL,O,O,X,O,X,X,O
STOZLIJ,O,O,O,X,X,X,O
STOZLJI,O,O,O,X,X,X,O
STOZJIL,O,O,X,O,X,X,O
STOZJLI,O,O,X,O,X,X,O
SITLJZO,X,X,O,O,O,X,X
SITLJOZ,X,X,O,O,O,X,X
SITLZJO,X,O,O,X,O,X,O
SITLZOJ,X,O,O,X,O,X,O
SITLOJZ,X,X,O,O,O,X,X
SITLOZJ,X,O,O,X,O,X,O
SITJLZO,X,X,O,O,O,O,X
SITJLOZ,X,X,O,O,O,O,X
SITJZLO,O,X,X,O,X,O,O
SITJZOL,O,X,X,O,X,O,O
SITJOLZ,X,X,O,O,X,O,X
SITJOZL,O,X,X,O,X,O,O
SITZLJO,O,O,O,X,O,X,O
SITZLOJ,X,O,O,X,O,X,O
SITZJLO,O,O,X,O,X,X,O
SITZJOL,O,X,X,O,X,X,O
SITZOLJ,X,O,O,X,X,X,O
SITZOJL,O,X,X,O,X,X,O
SITOLJZ,X,X,O,O,O,X,X
SITOLZJ,X,O,O,X,O,X,O
SITOJLZ,X,X,O,O,X,O,X
SITOJZL,O,X,X,O,X,O,O
SITOZLJ,O,O,O,X,X,X,O
SITOZJL,O,O,X,O,X,X,O
SILTJZO,X,X,O,X,O,X,X
SILTJOZ,X,X,O,X,O,X,X
SILTZJO,X,O,O,X,O,X,X
SILTZOJ,X,O,O,X,O,X,X
SILTOJZ,X,X,O,X,O,X,X
SILTOZJ,X,O,O,X,O,X,X
SILJTZO,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,O,X,X
SILJZTO,X,X,O,O,O,X,X
SILJZOT,X,X,O,O,O,X,X
SILJOTZ,X,X,X,X,O,X,X
SILJOZT,X,X,O,O,O,X,X
SILZTJO,X,O,O,X,O,X,X
SILZTOJ,X,O,O,X,O,X,X
SILZJTO,X,O,O,X,O,X,X
SILZJOT,X,X,O,X,O,X,X
SILZOTJ,X,O,O,X,X,X,X
SILZOJT,X,O,O,X,O,X,X
SILOTJZ,X,X,O,X,O,X,X
SILOTZJ,X,O,O,X,O,X,X
SILOJTZ,X,X,X,X,O,X,X
SILOJZT,X,X,O,O,O,X,X
SILOZTJ,X,O,O,X,X,X,X
SILOZJT,X,O,O,X,O,X,X
SIJTLZO,X,X,X,O,O,O,X
SIJTLOZ,X,X,X,O,O,O,X
SIJTZLO,O,X,X,O,X,O,X
SIJTZOL,O,X,X,O,X,O,X
SIJTOLZ,X,X,X,O,X,O,X
SIJTOZL,O,X,X,O,X,O,X
SIJLTZO,X,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,O,O,X
SIJLZTO,X,X,O,O,O,X,X
SIJLZOT,X,X,O,O,O,X,X
SIJLOTZ,X,X,X,X,O,O,X
SIJLOZT,X,X,O,O,O,X,X
SIJZTLO,O,X,X,O,X,X,X
SIJZTOL,O,X,X,O,X,X,X
SIJZLTO,O,X,X,O,X,X,X
SIJZLOT,X,X,X,O,X,X,X
SIJZOTL,O,X,X,O,X,X,X
SIJZOLT,O,X,X,O,X,X,X
SIJOTLZ,X,X,X,O,X,X,X
SIJOTZL,O,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,O,X
SIJOLZT,X,X,O,O,X,X,X
SIJOZTL,O,X,X,O,X,X,X
SIJOZLT,O,X,X,O,X,X,X
SIZTLJO,O,O,X,X,O,X,O
SIZTLOJ,X,O,X,X,O,X,O
SIZTJLO,O,O,X,X,X,X,O
SIZTJOL,O,X,X,X,X,X,O
