sequence,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFXhB8mBGjBaqBzq?BVxB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFlhBGjBUlBKsBTr?B3qB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFlgB3hBGjByrBTq?BxwB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFRhBGjBKqBzlB3r?BUsB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFymBGjBFlB3qBUs?BTrB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFzhBGjBFlB3qBUs?BKrB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhF3hBGjBTlBKsBUm?BxvB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFxgBGjBFmBTqB3r?BKsB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFzgBGjBKqBRrBUs?B3rB
SIOLTZJ,X,X,O,O,X,X,O,X,X
SIOLJTZ,X,O,O,O,X,X,O,X,X
SIOLJZT,X,X,O,O,X,X,O,X,X
SIOLZTJ,X,X,O,O,X,X,O,X,X
SIOLZJT,X,X,O,O,X,X,O,X,X
SIOJTLZ,X,X,O,O,X,X,O,O,X
SIOJTZL,O,X,O,X,X,X,X,O,X
SIOJLTZ,X,O,O,O,X,X,O,X,X
SIOJLZT,X,X,O,O,X,X,O,X,X
SIOJZTL,X,X,O,X,X,X,X,O,X
SIOJZLT,X,X,O,O,X,X,X,X,X
SIOZTLJ,X,X,O,X,X,X,X,O,X
SIOZTJL,X,X,O,X,X,X,X,O,X
SIOZLTJ,X,X,O,O,X,X,X,X,X
SIOZLJT,X,X,O,O,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,O,X
SIOZJLT,X,X,O,O,X,X,X,X,X
SLTIJZO,O,X,X,X,O,O,X,X,O
SLTIJOZ,O,O,X,O,X,X,O,X,O
SLTIZJO,O,X,X,X,O,O,X,X,O
SLTIZOJ,O,X,X,X,O,O,X,X,O
SLTIOJZ,O,X,X,O,X,X,O,X,O
SLTIOZJ,O,X,X,O,X,X,O,X,O
SLTJIZO,O,X,X,X,O,O,X,X,O
SLTJIOZ,O,O,X,O,X,X,O,X,O
SLTJZIO,O,X,X,X,O,O,X,X,X
SLTJZOI,O,X,X,O,O,O,X,X,X
SLTJOIZ,O,O,X,O,X,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,X,X
SLTZIJO,O,X,X,X,O,O,X,X,X
SLTZIOJ,O,X,X,X,O,O,X,X,X
SLTZJIO,O,X,X,X,O,O,X,X,X
SLTZJOI,O,X,X,O,O,O,X,X,X
SLTZOIJ,O,X,X,O,O,O,X,X,X
SLTZOJI,O,X,X,O,O,O,X,X,X
SLTOIJZ,O,O,X,O,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,O
SLITJOZ,O,O,X,O,X,X,O,X,O
SLITZJO,O,X,X,X,X,X,X,X,O
SLITZOJ,O,X,X,X,X,X,X,X,O
SLITOJZ,O,X,X,O,X,X,O,X,O
SLITOZJ,O,X,X,O,X,X,O,X,O
SLIJTZO,O,X,X,X,X,X,X,X,O
SLIJTOZ,O,O,X,O,X,X,O,X,O
SLIJZTO,X,X,X,X,X,X,X,X,O
SLIJZOT,X,O,X,X,X,X,O,X,O
SLIJOTZ,O,O,X,O,X,X,O,X,O
SLIJOZT,X,X,X,O,X,X,O,X,O
SLIZTJO,X,X,X,X,X,X,X,X,O
SLIZTOJ,X,X,X,X,X,X,X,X,O
SLIZJTO,X,X,X,X,X,X,X,X,O
SLIZJOT,X,O,X,X,X,X,O,X,O
SLIZOTJ,X,O,X,X,X,X,O,X,O
SLIZOJT,X,O,X,X,X,X,O,X,O
SLIOTJZ,O,O,X,O,X,X,O,X,O
SLIOTZJ,O,X,X,O,X,X,O,X,O
SLIOJTZ,O,O,X,O,X,X,O,X,O
SLIOJZT,X,X,X,O,X,X,O,X,O
SLIOZTJ,X,X,X,O,X,X,O,X,O
SLIOZJT,X,X,X,O,X,X,O,X,O
SLJTIZO,O,X,X,X,O,O,X,X,O
SLJTIOZ,O,O,X,O,X,X,O,X,O
SLJTZIO,O,X,X,X,O,O,X,X,X
SLJTZOI,O,X,X,O,O,O,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,O
SLJITOZ,O,O,X,O,X,X,O,X,O
SLJIZTO,X,X,X,X,X,X,X,X,O
SLJIZOT,X,O,X,X,X,X,O,X,O
SLJIOTZ,O,O,X,O,X,X,O,X,O
SLJIOZT,X,X,X,O,X,X,O,X,O
SLJZTIO,X,X,X,X,O,O,X,X,X
SLJZTOI,X,X,X,O,O,O,X,X,X
SLJZITO,X,X,X,X,O,X,X,X,X
SLJZIOT,X,O,X,X,X,X,O,X,X
SLJZOTI,X,O,X,O,O,O,X,X,X
SLJZOIT,X,O,X,O,X,X,X,X,X
SLJOTIZ,O,O,X,O,X,X,X,O,X
SLJOTZI,O,O,X,O,X,X,X,O,X
SLJOITZ,O,O,X,O,X,X,O,X,X
SLJOIZT,X,X,X,O,X,X,O,X,X
SLJOZTI,X,O,X,O,X,X,X,O,X
SLJOZIT,X,O,X,O,X,X,X,X,X
SLZTIJO,X,X,X,X,O,O,X,X,X
SLZTIOJ,X,X,X,X,O,O,X,X,X
SLZTJIO,X,X,X,X,O,O,X,X,X
SLZTJOI,X,X,X,O,O,O,X,X,X
SLZTOIJ,X,X,X,O,O,O,X,X,X
SLZTOJI,X,X,X,O,O,O,X,X,X
SLZITJO,X,X,X,X,O,X,X,X,X
SLZITOJ,X,X,X,X,O,X,X,X,X
SLZIJTO,X,X,X,X,O,X,X,X,X
SLZIJOT,X,O,X,X,X,X,O,X,X
SLZIOTJ,X,O,X,X,X,X,O,X,X
SLZIOJT,X,O,X,X,X,X,O,X,X
SLZJTIO,X,X,X,X,O,O,X,X,X
SLZJTOI,X,X,X,O,O,O,X,X,X
SLZJITO,X,X,X,X,O,X,X,X,X
SLZJIOT,X,O,X,X,X,X,O,X,X
SLZJOTI,X,O,X,O,O,O,X,X,X
SLZJOIT,X,O,X,O,X,X,X,X,X
SLZOTIJ,X,O,X,O,O,O,X,X,X
SLZOTJI,X,O,X,O,O,O,X,X,X
SLZOITJ,X,O,X,O,X,X,X,X,X
SLZOIJT,X,O,X,O,X,X,X,X,X
SLZOJTI,X,O,X,O,O,O,X,X,X
SLZOJIT,X,O,X,O,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,O,X
SLOTIZJ,O,X,X,O,X,X,X,O,X
SLOTJIZ,O,O,X,O,X,X,X,O,X
SLOTJZI,O,O,X,O,X,X,X,O,X
SLOTZIJ,O,O,X,O,X,X,X,O,X
SLOTZJI,O,O,X,O,X,X,X,O,X
SLOITJZ,O,O,X,O,X,X,O,X,X
SLOITZJ,O,X,X,O,X,X,O,X,X
SLOIJTZ,O,O,X,O,X,X,O,X,X
SLOIJZT,X,X,X,O,X,X,O,X,X
SLOIZTJ,X,X,X,O,X,X,O,X,X
SLOIZJT,X,X,X,O,X,X,O,X,X
SLOJTIZ,O,O,X,O,X,X,X,O,X
SLOJTZI,O,O,X,O,X,X,X,O,X
SLOJITZ,O,O,X,O,X,X,O,X,X
SLOJIZT,X,X,X,O,X,X,O,X,X
SLOJZTI,X,O,X,O,X,X,X,O,X
SLOJZIT,X,O,X,O,X,X,X,X,X
SLOZTIJ,X,O,X,O,X,X,X,O,X
SLOZTJI,X,O,X,O,X,X,X,O,X
SLOZITJ,X,O,X,O,X,X,X,X,X
SLOZIJT,X,O,X,O,X,X,X,X,X
SLOZJTI,X,O,X,O,X,X,X,O,X
SLOZJIT,X,O,X,O,X,X,X,X,X
SJTILZO,O,X,X,X,O,O,X,X,X
SJTILOZ,O,X,X,O,X,X,O,X,X
SJTIZLO,O,X,X,X,O,O,X,X,X
SJTIZOL,O,X,X,X,O,O,X,X,X
SJTIOLZ,X,X,X,X,X,X,O,X,X
SJTIOZL,O,X,X,X,O,O,X,X,X
SJTLIZO,O,X,X,X,O,O,X,X,O
SJTLIOZ,O,X,X,O,X,X,O,X,O
SJTLZIO,O,X,X,X,O,O,X,X,X
SJTLZOI,O,X,X,O,O,O,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,X,X
SJTLOZI,O,X,X,O,X,X,X,X,X
SJTZILO,O,X,X,X,O,O,X,X,X
SJTZIOL,O,X,X,X,O,O,X,X,X
SJTZLIO,O,X,X,X,O,O,X,X,X
SJTZLOI,O,X,X,O,O,O,X,X,X
SJTZOIL,O,X,X,X,O,O,X,X,X
SJTZOLI,O,X,X,X,O,O,X,X,X
SJTOILZ,X,X,X,O,X,X,X,O,X
SJTOIZL,O,X,X,X,O,O,X,O,X
SJTOLIZ,O,X,X,O,X,X,X,O,X
SJTOLZI,O,X,X,O,X,X,X,O,X
SJTOZIL,O,X,X,X,O,O,X,O,X
SJTOZLI,O,X,X,X,O,O,X,O,X
SJITLZO,O,X,X,X,O,O,X,X,X
SJITLOZ,O,X,X,O,X,X,O,X,X
SJITZLO,O,X,X,X,O,O,X,X,X
SJITZOL,O,X,X,X,O,O,X,X,X
SJITOLZ,X,X,X,X,X,X,O,X,X
SJITOZL,O,X,X,X,O,O,X,X,X
SJILTZO,O,X,O,X,X,X,X,X,X
SJILTOZ,O,O,O,O,X,X,O,X,X
SJILZTO,X,X,O,X,X,X,X,X,X
SJILZOT,X,O,O,X,X,X,O,X,X
SJILOTZ,O,O,O,O,X,X,O,X,X
SJILOZT,X,X,O,O,X,X,O,X,X
SJIZTLO,X,X,O,X,O,O,X,X,X
SJIZTOL,X,X,X,X,O,O,X,X,X
SJIZLTO,X,X,O,X,O,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X,X
SJIZOTL,X,X,X,X,X,O,X,X,X
SJIZOLT,X,O,X,X,X,X,X,X,X
SJIOTLZ,X,X,O,O,X,X,O,O,X
SJIOTZL,O,X,O,X,X,X,X,O,X
SJIOLTZ,X,O,O,O,X,X,O,X,X
SJIOLZT,X,X,O,O,X,X,O,X,X
SJIOZTL,X,X,O,X,X,X,X,O,X
SJIOZLT,X,X,O,O,X,X,X,X,X
SJLTIZO,O,X,X,X,O,O,X,X,O
SJLTIOZ,O,O,X,O,X,X,O,X,O
SJLTZIO,O,X,X,X,O,O,X,X,X
SJLTZOI,O,X,X,O,O,O,X,X,X
SJLTOIZ,O,O,X,O,X,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X,X
SJLITZO,O,X,X,X,X,X,X,X,O
SJLITOZ,O,O,X,O,X,X,O,X,O
SJLIZTO,X,X,X,X,X,X,X,X,O
SJLIZOT,X,O,X,X,X,X,O,X,O
SJLIOTZ,O,O,X,O,X,X,O,X,O
SJLIOZT,X,X,X,O,X,X,O,X,O
SJLZTIO,X,X,X,X,O,O,X,X,X
SJLZTOI,X,X,X,O,O,O,X,X,X
SJLZITO,X,X,X,X,O,X,X,X,X
SJLZIOT,X,O,X,X,X,X,O,X,X
SJLZOTI,X,O,X,O,O,O,X,X,X
SJLZOIT,X,O,X,O,X,X,X,X,X
SJLOTIZ,O,O,X,O,X,X,X,O,X
SJLOTZI,O,O,X,O,X,X,X,O,X
SJLOITZ,O,O,X,O,X,X,O,X,X
SJLOIZT,X,X,X,O,X,X,O,X,X
SJLOZTI,X,O,X,O,X,X,X,O,X
SJLOZIT,X,O,X,O,X,X,X,X,X
SJZTILO,X,X,O,X,O,O,X,X,X
SJZTIOL,X,X,X,X,O,O,X,X,X
SJZTLIO,X,X,X,X,O,O,X,X,X
SJZTLOI,X,X,X,O,O,O,X,X,X
SJZTOIL,X,X,X,X,O,O,X,X,X
SJZTOLI,X,X,X,X,O,O,X,X,X
SJZITLO,X,X,O,X,O,O,X,X,X
SJZITOL,X,X,X,X,O,O,X,X,X
SJZILTO,X,X,O,X,O,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,X,X
SJZIOTL,X,X,X,X,X,O,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X
SJZLTIO,X,X,X,X,O,O,X,X,X
SJZLTOI,X,X,X,O,O,O,X,X,X
SJZLITO,X,X,X,X,O,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X
SJZLOTI,X,O,X,O,O,O,X,X,X
SJZLOIT,X,O,X,O,X,X,X,X,X
SJZOTIL,X,X,X,X,O,O,X,O,X
SJZOTLI,X,X,X,X,O,O,X,O,X
SJZOITL,X,X,O,X,X,O,X,O,X
SJZOILT,X,O,O,O,X,X,X,X,X
SJZOLTI,X,O,X,O,O,O,X,O,X
SJZOLIT,X,O,X,O,X,X,X,X,X
SJOTILZ,X,X,X,O,X,X,X,O,X
SJOTIZL,O,X,X,X,O,O,X,O,X
SJOTLIZ,O,X,X,O,X,X,X,O,X
SJOTLZI,O,X,X,O,X,X,X,O,X
SJOTZIL,O,X,X,X,O,O,X,O,X
SJOTZLI,O,X,X,X,O,O,X,O,X
SJOITLZ,X,X,X,O,X,X,X,O,X
SJOITZL,O,X,X,X,X,X,X,O,X
SJOILTZ,X,O,X,O,X,X,X,X,X
SJOILZT,X,X,X,O,X,X,X,X,X
SJOIZTL,X,X,X,X,X,X,X,O,X
SJOIZLT,X,X,X,O,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,O,X
SJOLTZI,O,O,X,O,X,X,X,O,X
SJOLITZ,O,O,X,O,X,X,X,X,X
SJOLIZT,X,X,X,O,X,X,X,X,X
SJOLZTI,X,O,X,O,X,X,X,O,X
SJOLZIT,X,O,X,O,X,X,X,X,X
SJOZTIL,X,X,X,X,O,O,X,O,X
SJOZTLI,X,X,X,X,O,O,X,O,X
SJOZITL,X,X,O,X,X,O,X,O,X
SJOZILT,X,O,O,O,X,X,X,X,X
SJOZLTI,X,O,X,O,O,O,X,O,X
SJOZLIT,X,O,X,O,X,X,X,X,X
SZTILJO,X,X,O,X,O,O,X,X,X
SZTILOJ,X,X,O,X,O,O,X,X,X
SZTIJLO,X,X,O,X,O,O,X,X,X
SZTIJOL,X,X,X,X,O,O,X,X,X
SZTIOLJ,X,X,X,X,O,O,X,X,X
SZTIOJL,X,X,X,X,O,O,X,X,X
SZTLIJO,X,X,X,X,O,O,X,X,X
SZTLIOJ,X,X,X,X,O,O,X,X,X
SZTLJIO,X,X,X,X,O,O,X,X,X
SZTLJOI,X,X,X,O,O,O,X,X,X
SZTLOIJ,X,X,X,O,O,O,X,X,X
SZTLOJI,X,X,X,O,O,O,X,X,X
SZTJILO,X,X,O,X,O,O,X,X,X
SZTJIOL,X,X,X,X,O,O,X,X,X
SZTJLIO,X,X,X,X,O,O,X,X,X
SZTJLOI,X,X,X,O,O,O,X,X,X
SZTJOIL,X,X,X,X,O,O,X,X,X
SZTJOLI,X,X,X,X,O,O,X,X,X
SZTOILJ,X,X,X,X,O,O,X,X,X
SZTOIJL,X,X,X,X,O,O,X,X,X
SZTOLIJ,X,X,X,X,O,O,X,X,X
SZTOLJI,X,X,X,X,O,O,X,X,X
SZTOJIL,X,X,X,X,O,O,X,X,X
SZTOJLI,X,X,X,X,O,O,X,X,X
SZITLJO,X,X,O,X,O,O,X,X,X
SZITLOJ,X,X,O,X,O,O,X,X,X
SZITJLO,X,X,O,X,O,O,X,X,X
SZITJOL,X,X,X,X,O,O,X,X,X
SZITOLJ,X,X,X,X,O,O,X,X,X
SZITOJL,X,X,X,X,O,O,X,X,X
SZILTJO,X,X,O,X,O,X,X,X,X
SZILTOJ,X,X,O,X,O,X,X,X,X
SZILJTO,X,X,O,X,O,X,X,X,X
SZILJOT,X,O,O,X,X,X,X,X,X
SZILOTJ,X,O,O,X,X,X,X,X,X
SZILOJT,X,O,O,X,X,X,X,X,X
SZIJTLO,X,X,O,X,O,O,X,X,X
SZIJTOL,X,X,X,X,O,O,X,X,X
SZIJLTO,X,X,O,X,O,X,X,X,X
SZIJLOT,X,O,O,X,X,X,X,X,X
SZIJOTL,X,X,X,X,X,O,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X,X
SZIOTLJ,X,X,X,X,X,O,X,X,X
SZIOTJL,X,X,X,X,X,O,X,X,X
SZIOLTJ,X,O,X,X,X,X,X,X,X
SZIOLJT,X,O,X,X,X,X,X,X,X
SZIOJTL,X,X,X,X,X,O,X,X,X
SZIOJLT,X,O,X,X,X,X,X,X,X
SZLTIJO,X,X,X,X,O,O,X,X,X
SZLTIOJ,X,X,X,X,O,O,X,X,X
SZLTJIO,X,X,X,X,O,O,X,X,X
SZLTJOI,X,X,X,O,O,O,X,X,X
SZLTOIJ,X,X,X,O,O,O,X,X,X
SZLTOJI,X,X,X,O,O,O,X,X,X
SZLITJO,X,X,X,X,O,X,X,X,X
SZLITOJ,X,X,X,X,O,X,X,X,X
SZLIJTO,X,X,X,X,O,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X,X,X
SZLIOTJ,X,O,X,X,X,X,X,X,X
SZLIOJT,X,O,X,X,X,X,X,X,X
SZLJTIO,X,X,X,X,O,O,X,X,X
SZLJTOI,X,X,X,O,O,O,X,X,X
SZLJITO,X,X,X,X,O,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,X,X
SZLJOTI,X,O,X,O,O,O,X,X,X
SZLJOIT,X,O,X,O,X,X,X,X,X
SZLOTIJ,X,O,X,O,O,O,X,X,X
SZLOTJI,X,O,X,O,O,O,X,X,X
SZLOITJ,X,O,X,O,X,X,X,X,X
SZLOIJT,X,O,X,O,X,X,X,X,X
SZLOJTI,X,O,X,O,O,O,X,X,X
SZLOJIT,X,O,X,O,X,X,X,X,X
SZJTILO,X,X,O,X,O,O,X,X,X
SZJTIOL,X,X,X,X,O,O,X,X,X
SZJTLIO,X,X,X,X,O,O,X,X,X
SZJTLOI,X,X,X,O,O,O,X,X,X
SZJTOIL,X,X,X,X,O,O,X,X,X
SZJTOLI,X,X,X,X,O,O,X,X,X
SZJITLO,X,X,O,X,O,O,X,X,X
SZJITOL,X,X,X,X,O,O,X,X,X
SZJILTO,X,X,O,X,O,X,X,X,X
SZJILOT,X,O,O,X,X,X,X,X,X
SZJIOTL,X,X,X,X,X,O,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X
SZJLTIO,X,X,X,X,O,O,X,X,X
SZJLTOI,X,X,X,O,O,O,X,X,X
SZJLITO,X,X,X,X,O,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,X,X
SZJLOTI,X,O,X,O,O,O,X,X,X
SZJLOIT,X,O,X,O,X,X,X,X,X
SZJOTIL,X,X,X,X,O,O,X,O,X
SZJOTLI,X,X,X,X,O,O,X,O,X
SZJOITL,X,X,O,X,X,O,X,O,X
SZJOILT,X,O,O,O,X,X,X,X,X
SZJOLTI,X,O,X,O,O,O,X,O,X
SZJOLIT,X,O,X,O,X,X,X,X,X
SZOTILJ,X,X,X,X,O,O,X,O,X
SZOTIJL,X,X,X,X,O,O,X,O,X
SZOTLIJ,X,X,X,X,O,O,X,O,X
SZOTLJI,X,X,X,X,O,O,X,O,X
SZOTJIL,X,X,X,X,O,O,X,O,X
SZOTJLI,X,X,X,X,O,O,X,O,X
SZOITLJ,X,X,O,X,X,O,X,O,X
SZOITJL,X,X,O,X,X,O,X,O,X
SZOILTJ,X,O,O,O,X,X,X,X,X
SZOILJT,X,O,O,O,X,X,X,X,X
SZOIJTL,X,X,O,X,X,O,X,O,X
SZOIJLT,X,O,O,O,X,X,X,X,X
SZOLTIJ,X,O,X,O,O,O,X,O,X
SZOLTJI,X,O,X,O,O,O,X,O,X
SZOLITJ,X,O,X,O,X,X,X,X,X
SZOLIJT,X,O,X,O,X,X,X,X,X
SZOLJTI,X,O,X,O,O,O,X,O,X
SZOLJIT,X,O,X,O,X,X,X,X,X
SZOJTIL,X,X,X,X,O,O,X,O,X
SZOJTLI,X,X,X,X,O,O,X,O,X
SZOJITL,X,X,O,X,X,O,X,O,X
SZOJILT,X,O,O,O,X,X,X,X,X
SZOJLTI,X,O,X,O,O,O,X,O,X
SZOJLIT,X,O,X,O,X,X,X,X,X
SOTILJZ,X,X,X,O,X,X,X,O,X
SOTILZJ,X,X,X,O,X,X,X,O,X
SOTIJLZ,X,X,X,O,X,X,X,O,X
SOTIJZL,O,X,X,X,O,O,X,O,X
SOTIZLJ,O,X,X,X,O,O,X,O,X
SOTIZJL,O,X,X,X,O,O,X,O,X
SOTLIJZ,O,X,X,O,X,X,X,O,X
SOTLIZJ,O,X,X,O,X,X,X,O,X
SOTLJIZ,O,X,X,O,X,X,X,O,X
SOTLJZI,O,X,X,O,X,X,X,O,X
SOTLZIJ,O,X,X,O,X,X,X,O,X
SOTLZJI,O,X,X,O,X,X,X,O,X
SOTJILZ,X,X,X,O,X,X,X,O,X
SOTJIZL,O,X,X,X,O,O,X,O,X
SOTJLIZ,O,X,X,O,X,X,X,O,X
SOTJLZI,O,X,X,O,X,X,X,O,X
SOTJZIL,O,X,X,X,O,O,X,O,X
SOTJZLI,O,X,X,X,O,O,X,O,X
SOTZILJ,O,X,X,X,O,O,X,O,X
SOTZIJL,O,X,X,X,O,O,X,O,X
SOTZLIJ,O,X,X,X,O,O,X,O,X
SOTZLJI,O,X,X,X,O,O,X,O,X
SOTZJIL,O,X,X,X,O,O,X,O,X
SOTZJLI,O,X,X,X,O,O,X,O,X
SOITLJZ,X,X,X,O,X,X,X,O,X
SOITLZJ,X,X,X,O,X,X,X,O,X
SOITJLZ,X,X,X,O,X,X,X,O,X
SOITJZL,O,X,X,X,X,X,X,O,X
SOITZLJ,O,X,X,X,X,X,X,O,X
SOITZJL,O,X,X,X,X,X,X,O,X
SOILTJZ,X,O,X,O,X,X,X,X,X
SOILTZJ,X,X,X,O,X,X,X,X,X
SOILJTZ,X,O,X,O,X,X,X,X,X
SOILJZT,X,X,X,O,X,X,X,X,X
SOILZTJ,X,X,X,O,X,X,X,X,X
SOILZJT,X,X,X,O,X,X,X,X,X
SOIJTLZ,X,X,X,O,X,X,X,O,X
SOIJTZL,O,X,X,X,X,X,X,O,X
SOIJLTZ,X,O,X,O,X,X,X,X,X
SOIJLZT,X,X,X,O,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,O,X
SOIJZLT,X,X,X,O,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,X,O,X
SOIZTJL,X,X,X,X,X,X,X,O,X
SOIZLTJ,X,X,X,O,X,X,X,X,X
SOIZLJT,X,X,X,O,X,X,X,X,X
SOIZJTL,X,X,X,X,X,X,X,O,X
SOIZJLT,X,X,X,O,X,X,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,O,X
SOLTIZJ,O,X,X,O,X,X,X,O,X
SOLTJIZ,O,O,X,O,X,X,X,O,X
SOLTJZI,O,O,X,O,X,X,X,O,X
SOLTZIJ,O,O,X,O,X,X,X,O,X
SOLTZJI,O,O,X,O,X,X,X,O,X
SOLITJZ,O,O,X,O,X,X,X,X,X
SOLITZJ,O,X,X,O,X,X,X,X,X
SOLIJTZ,O,O,X,O,X,X,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X,X
SOLIZTJ,X,X,X,O,X,X,X,X,X
SOLIZJT,X,X,X,O,X,X,X,X,X
SOLJTIZ,O,O,X,O,X,X,X,O,X
SOLJTZI,O,O,X,O,X,X,X,O,X
SOLJITZ,O,O,X,O,X,X,X,X,X
SOLJIZT,X,X,X,O,X,X,X,X,X
SOLJZTI,X,O,X,O,X,X,X,O,X
SOLJZIT,X,O,X,O,X,X,X,X,X
SOLZTIJ,X,O,X,O,X,X,X,O,X
SOLZTJI,X,O,X,O,X,X,X,O,X
SOLZITJ,X,O,X,O,X,X,X,X,X
SOLZIJT,X,O,X,O,X,X,X,X,X
SOLZJTI,X,O,X,O,X,X,X,O,X
SOLZJIT,X,O,X,O,X,X,X,X,X
SOJTILZ,X,X,X,O,X,X,X,O,X
SOJTIZL,O,X,X,X,O,O,X,O,X
SOJTLIZ,O,X,X,O,X,X,X,O,X
SOJTLZI,O,X,X,O,X,X,X,O,X
SOJTZIL,O,X,X,X,O,O,X,O,X
SOJTZLI,O,X,X,X,O,O,X,O,X
SOJITLZ,X,X,X,O,X,X,X,O,X
SOJITZL,O,X,X,X,X,X,X,O,X
SOJILTZ,X,O,X,O,X,X,X,X,X
SOJILZT,X,X,X,O,X,X,X,X,X
SOJIZTL,X,X,X,X,X,X,X,O,X
SOJIZLT,X,X,X,O,X,X,X,X,X
SOJLTIZ,O,O,X,O,X,X,X,O,X
SOJLTZI,O,O,X,O,X,X,X,O,X
SOJLITZ,O,O,X,O,X,X,X,X,X
SOJLIZT,X,X,X,O,X,X,X,X,X
SOJLZTI,X,O,X,O,X,X,X,O,X
SOJLZIT,X,O,X,O,X,X,X,X,X
SOJZTIL,X,X,X,X,O,O,X,O,X
SOJZTLI,X,X,X,X,O,O,X,O,X
SOJZITL,X,X,O,X,X,O,X,O,X
SOJZILT,X,O,O,O,X,X,X,X,X
SOJZLTI,X,O,X,O,O,O,X,O,X
SOJZLIT,X,O,X,O,X,X,X,X,X
SOZTILJ,X,X,X,X,O,O,X,O,X
SOZTIJL,X,X,X,X,O,O,X,O,X
SOZTLIJ,X,X,X,X,O,O,X,O,X
SOZTLJI,X,X,X,X,O,O,X,O,X
SOZTJIL,X,X,X,X,O,O,X,O,X
SOZTJLI,X,X,X,X,O,O,X,O,X
SOZITLJ,X,X,O,X,X,O,X,O,X
SOZITJL,X,X,O,X,X,O,X,O,X
SOZILTJ,X,O,O,O,X,X,X,X,X
SOZILJT,X,O,O,O,X,X,X,X,X
SOZIJTL,X,X,O,X,X,O,X,O,X
SOZIJLT,X,O,O,O,X,X,X,X,X
SOZLTIJ,X,O,X,O,O,O,X,O,X
SOZLTJI,X,O,X,O,O,O,X,O,X
SOZLITJ,X,O,X,O,X,X,X,X,X
SOZLIJT,X,O,X,O,X,X,X,X,X
SOZLJTI,X,O,X,O,O,O,X,O,X
SOZLJIT,X,O,X,O,X,X,X,X,X
SOZJTIL,X,X,X,X,O,O,X,O,X
SOZJTLI,X,X,X,X,O,O,X,O,X
SOZJITL,X,X,O,X,X,O,X,O,X
SOZJILT,X,O,O,O,X,X,X,X,X
SOZJLTI,X,O,X,O,O,O,X,O,X
SOZJLIT,X,O,X,O,X,X,X,X,X
ZTILJSO,O,X,O,X,O,X,X,X,X
ZTILJOS,O,O,O,X,X,X,O,X,X
ZTILSJO,O,X,O,X,X,X,X,X,X
ZTILSOJ,O,X,O,X,X,X,X,X,X
ZTILOJS,O,O,O,X,X,X,O,X,X
ZTILOSJ,O,O,O,X,X,X,O,X,X
ZTIJLSO,O,X,O,X,O,X,X,X,X
ZTIJLOS,O,O,O,X,X,X,O,X,X
ZTIJSLO,O,X,O,X,O,O,X,X,X
ZTIJSOL,O,X,X,X,O,O,X,X,X
ZTIJOLS,O,O,O,X,X,X,O,X,X
ZTIJOSL,O,X,X,X,X,X,X,X,X
ZTISLJO,O,X,O,X,O,O,X,X,X
ZTISLOJ,O,X,O,X,O,O,X,X,X
ZTISJLO,O,X,O,X,O,O,X,X,X
ZTISJOL,O,X,X,X,O,O,X,X,X
ZTISOLJ,X,X,X,X,O,O,X,X,X
ZTISOJL,O,X,X,X,O,O,X,X,X
ZTIOLJS,O,O,O,X,X,X,O,X,X
ZTIOLSJ,O,O,O,X,X,X,O,X,X
ZTIOJLS,O,O,O,X,X,X,O,X,X
ZTIOJSL,O,X,X,X,X,X,X,X,X
