sequence,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFTgBGjBlmB3?nBimB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JezAJvhFRiBSoBVqBU?nBXrBupB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF2lBXiBTjBS?sBFmB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFlgBUiBTjB/?qBOrBSxB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeCAJvhFGjB8pBRmB3?nBlmBzqB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFUhBFiBTjBS?sBmqB/qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF8mB+nBTjBy?qB/qBFrB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeUBJvhFRiBSoBXlBV?sBzqBupB
JOISLZT,X,X,X,O,O,O,O,X
JOISZTL,O,X,X,O,O,X,X,X
JOISZLT,O,X,X,O,O,X,O,X
JOIZTLS,X,X,O,X,X,X,O,X
JOIZTSL,O,X,X,O,X,X,X,X
JOIZLTS,X,X,O,X,X,O,O,X
JOIZLST,O,X,O,O,O,O,O,X
JOIZSTL,O,X,X,O,O,X,X,X
JOIZSLT,O,X,O,O,O,X,O,X
JOLTISZ,X,X,X,X,X,O,X,X
JOLTIZS,X,X,X,X,X,O,O,X
JOLTSIZ,X,X,X,X,X,O,X,X
JOLTSZI,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O,O,X
JOLTZSI,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,X,O,O,X
JOLISTZ,X,X,X,O,X,O,X,X
JOLISZT,X,X,O,O,X,O,O,X
JOLIZTS,X,X,O,X,X,O,O,X
JOLIZST,X,X,O,O,X,O,O,X
JOLSTIZ,X,X,X,O,X,O,X,X
JOLSTZI,X,X,X,O,X,X,X,X
JOLSITZ,X,X,X,O,X,O,X,X
JOLSIZT,X,X,O,O,O,O,O,X
JOLSZTI,X,X,O,O,O,X,X,X
JOLSZIT,X,X,O,O,O,X,O,X
JOLZTIS,X,X,O,X,X,O,O,X
JOLZTSI,X,X,O,X,O,X,X,X
JOLZITS,X,X,O,X,X,O,O,X
JOLZIST,X,X,O,O,O,O,O,X
JOLZSTI,X,X,O,O,O,X,X,X
JOLZSIT,X,X,O,O,O,X,O,X
JOSTILZ,X,X,X,O,X,X,X,O
JOSTIZL,O,X,X,O,O,X,X,O
JOSTLIZ,X,X,X,O,X,X,X,O
JOSTLZI,X,X,X,O,X,X,X,O
JOSTZIL,O,X,X,O,O,X,X,O
JOSTZLI,O,X,X,O,O,X,X,O
JOSITLZ,X,X,X,O,X,X,X,X
JOSITZL,O,X,X,O,O,X,X,X
JOSILTZ,X,X,X,O,X,O,X,X
JOSILZT,X,X,X,O,O,O,O,X
JOSIZTL,O,X,X,O,O,X,X,X
JOSIZLT,O,X,X,O,O,X,O,X
JOSLTIZ,X,X,X,O,X,O,X,X
JOSLTZI,X,X,X,O,X,X,X,X
JOSLITZ,X,X,X,O,X,O,X,X
JOSLIZT,X,X,X,O,O,O,O,X
JOSLZTI,X,X,X,O,O,X,X,X
JOSLZIT,X,X,X,O,O,X,O,X
JOSZTIL,O,X,X,O,O,X,X,X
JOSZTLI,O,X,X,O,O,X,X,X
JOSZITL,O,X,X,O,O,X,X,X
JOSZILT,O,X,X,O,O,X,O,X
JOSZLTI,O,X,X,O,O,X,X,X
JOSZLIT,O,X,X,O,O,X,O,X
JOZTILS,X,X,O,X,X,X,O,X
JOZTISL,O,X,X,O,X,X,X,X
JOZTLIS,X,X,O,X,X,X,O,X
JOZTLSI,X,X,O,X,O,X,X,X
JOZTSIL,O,X,X,O,O,X,X,X
JOZTSLI,O,X,X,O,O,X,X,X
JOZITLS,X,X,O,X,X,X,O,X
JOZITSL,O,X,X,O,X,X,X,X
JOZILTS,X,X,O,X,X,O,O,X
JOZILST,O,X,O,O,O,O,O,X
JOZISTL,O,X,X,O,O,X,X,X
JOZISLT,O,X,O,O,O,X,O,X
JOZLTIS,X,X,O,X,X,O,O,X
JOZLTSI,X,X,O,X,O,X,X,X
JOZLITS,X,X,O,X,X,O,O,X
JOZLIST,O,X,O,O,O,O,O,X
JOZLSTI,O,X,O,O,O,X,X,X
JOZLSIT,O,X,O,O,O,X,O,X
JOZSTIL,O,X,X,O,O,X,X,X
JOZSTLI,O,X,X,O,O,X,X,X
JOZSITL,O,X,X,O,O,X,X,X
JOZSILT,O,X,O,O,O,X,O,X
JOZSLTI,O,X,O,O,O,X,X,X
JOZSLIT,O,X,O,O,O,X,O,X
STILJZO,O,X,X,O,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,O
STILOZJ,X,O,X,X,X,X,X,O
STIJLZO,O,X,X,O,X,X,X,X
STIJLOZ,X,X,X,O,X,X,X,X
STIJZLO,O,X,X,O,O,X,X,X
STIJZOL,O,X,X,O,X,X,X,X
STIJOLZ,X,X,X,O,X,X,X,X
STIJOZL,O,X,X,O,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X
STIZJLO,O,O,X,O,O,X,X,X
STIZJOL,O,O,X,O,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X
STIZOJL,O,O,X,O,X,X,X,X
STIOLJZ,X,X,X,O,X,X,X,O
STIOLZJ,X,O,X,X,X,X,X,O
STIOJLZ,X,X,X,O,X,X,X,O
STIOJZL,O,X,X,O,X,X,X,O
STIOZLJ,O,O,X,X,X,X,X,O
STIOZJL,O,O,X,O,X,X,X,O
STLIJZO,O,X,X,O,X,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,X,O
STLIOZJ,X,O,X,X,X,X,X,O
STLJIZO,O,X,X,O,X,X,X,X
STLJIOZ,X,X,X,O,X,X,X,X
STLJZIO,O,O,X,O,X,X,X,X
STLJZOI,O,O,X,O,X,X,X,X
STLJOIZ,X,X,X,O,X,X,X,X
STLJOZI,X,O,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,X
STLOIJZ,X,X,X,O,X,X,X,O
STLOIZJ,X,O,X,X,X,X,X,O
STLOJIZ,X,X,X,O,X,X,X,O
STLOJZI,X,O,X,O,X,X,X,O
STLOZIJ,X,O,X,X,X,X,X,O
STLOZJI,X,O,X,X,X,X,X,O
STJILZO,O,X,X,O,X,X,X,X
STJILOZ,X,X,X,O,X,X,X,X
STJIZLO,O,X,X,O,O,X,X,X
STJIZOL,O,X,X,O,X,X,X,X
STJIOLZ,X,X,X,O,X,X,X,X
STJIOZL,O,X,X,O,X,X,X,X
STJLIZO,O,X,X,O,X,X,X,X
STJLIOZ,X,X,X,O,X,X,X,X
STJLZIO,O,O,X,O,X,X,X,X
STJLZOI,O,O,X,O,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X
STJLOZI,X,O,X,O,X,X,X,X
STJZILO,O,O,X,O,O,X,X,X
STJZIOL,O,O,X,O,X,X,X,X
STJZLIO,O,O,X,O,O,X,X,X
STJZLOI,O,O,X,O,O,X,X,X
STJZOIL,O,O,X,O,O,X,X,X
STJZOLI,O,O,X,O,O,X,X,X
STJOILZ,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,O,O,X,X,X
STJOLIZ,X,X,X,O,X,X,X,X
STJOLZI,X,O,X,O,X,X,X,X
STJOZIL,O,O,X,O,O,X,X,X
STJOZLI,O,O,X,O,O,X,X,X
STZILJO,O,O,X,X,O,X,X,X
STZILOJ,O,O,X,X,X,X,X,X
STZIJLO,O,O,X,O,O,X,X,X
STZIJOL,O,O,X,O,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X
STZLIJO,O,O,X,X,O,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,O,X,X,X
STZLJOI,O,O,X,X,O,X,X,X
STZLOIJ,O,O,X,X,O,X,X,X
STZLOJI,O,O,X,X,O,X,X,X
STZJILO,O,O,X,O,O,X,X,X
STZJIOL,O,O,X,O,X,X,X,X
STZJLIO,O,O,X,O,O,X,X,X
STZJLOI,O,O,X,O,O,X,X,X
STZJOIL,O,O,X,O,O,X,X,X
STZJOLI,O,O,X,O,O,X,X,X
STZOILJ,O,O,X,X,O,X,X,X
STZOIJL,O,O,X,O,O,X,X,X
STZOLIJ,O,O,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,X,X,X
STZOJIL,O,O,X,O,O,X,X,X
STZOJLI,O,O,X,O,O,X,X,X
STOILJZ,X,X,X,O,X,X,X,O
STOILZJ,X,O,X,X,X,X,X,O
STOIJLZ,X,X,X,O,X,X,X,O
STOIJZL,O,X,X,O,O,X,X,O
STOIZLJ,O,O,X,X,O,X,X,O
STOIZJL,O,O,X,O,O,X,X,O
STOLIJZ,X,X,X,O,X,X,X,O
STOLIZJ,X,O,X,X,X,X,X,O
STOLJIZ,X,X,X,O,X,X,X,O
STOLJZI,X,O,X,O,X,X,X,O
STOLZIJ,X,O,X,X,X,X,X,O
STOLZJI,X,O,X,X,X,X,X,O
STOJILZ,X,X,X,O,X,X,X,O
STOJIZL,O,X,X,O,O,X,X,O
STOJLIZ,X,X,X,O,X,X,X,O
STOJLZI,X,O,X,O,X,X,X,O
STOJZIL,O,O,X,O,O,X,X,O
STOJZLI,O,O,X,O,O,X,X,O
STOZILJ,O,O,X,X,O,X,X,O
STOZIJL,O,O,X,O,O,X,X,O
STOZLIJ,O,O,X,X,O,X,X,O
STOZLJI,O,O,X,X,O,X,X,O
STOZJIL,O,O,X,O,O,X,X,O
STOZJLI,O,O,X,O,O,X,X,O
SITLJZO,O,X,X,O,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X
SITLOZJ,X,O,X,X,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X
SITJLOZ,X,X,X,O,X,X,X,X
SITJZLO,O,X,X,O,O,X,X,X
SITJZOL,O,X,X,O,X,X,X,X
SITJOLZ,X,X,X,O,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X
SITZJLO,O,O,X,O,O,X,X,X
SITZJOL,O,O,X,O,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,X
SITOLJZ,X,X,X,O,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,O,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X
SILTJZO,O,X,X,O,X,O,X,X
SILTJOZ,X,X,X,O,X,O,X,X
SILTZJO,O,O,O,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X,X
SILTOJZ,X,X,X,O,X,O,X,X
SILTOZJ,X,O,O,X,X,X,X,X
SILJTZO,O,X,X,O,X,O,X,X
SILJTOZ,X,X,X,O,X,O,X,X
SILJZTO,O,X,O,O,O,O,O,X
SILJZOT,O,X,O,O,O,O,O,X
SILJOTZ,X,X,X,O,X,O,X,X
SILJOZT,X,X,O,O,X,O,O,X
SILZTJO,O,O,O,X,O,X,X,X
SILZTOJ,O,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,O,X,O,X
SILZJOT,O,O,O,X,O,X,O,X
SILZOTJ,O,O,O,X,X,X,X,X
SILZOJT,O,O,O,X,O,X,X,X
SILOTJZ,X,X,X,O,X,O,X,X
SILOTZJ,X,O,O,X,X,X,X,X
SILOJTZ,X,X,X,O,X,O,X,X
SILOJZT,X,X,O,O,X,O,O,X
SILOZTJ,X,O,O,X,X,X,X,X
SILOZJT,X,O,O,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,X
SIJTZLO,O,X,X,O,O,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X
SIJLTZO,O,X,X,O,X,O,X,X
SIJLTOZ,X,X,X,O,X,O,X,X
SIJLZTO,O,X,X,O,O,O,O,X
SIJLZOT,O,X,X,O,O,O,O,X
SIJLOTZ,X,X,X,O,X,O,X,X
SIJLOZT,X,X,X,O,X,O,O,X
SIJZTLO,O,X,X,O,O,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X
SIJZLTO,O,X,X,O,O,X,O,X
SIJZLOT,O,X,X,O,O,X,O,X
SIJZOTL,O,X,X,O,O,X,X,X
SIJZOLT,O,X,X,O,O,X,O,X
SIJOTLZ,X,X,X,O,X,X,X,X
SIJOTZL,O,X,X,O,O,X,X,X
SIJOLTZ,X,X,X,O,X,O,X,X
SIJOLZT,X,X,X,O,O,O,O,X
SIJOZTL,O,X,X,O,O,X,X,X
SIJOZLT,O,X,X,O,O,X,O,X
SIZTLJO,O,O,X,X,O,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X
SIZTJLO,O,O,X,O,O,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X
SIZLTJO,O,O,O,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,X,O,X
SIZLJOT,O,O,O,X,O,X,O,X
SIZLOTJ,O,O,O,X,O,X,X,X
SIZLOJT,O,O,O,X,O,X,X,X
SIZJTLO,O,O,X,O,O,X,X,X
SIZJTOL,O,O,X,O,X,X,X,X
SIZJLTO,O,O,O,O,O,X,O,X
SIZJLOT,O,O,O,O,O,X,O,X
SIZJOTL,O,O,X,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,O,X
SIZOTLJ,O,O,X,X,O,X,X,X
SIZOTJL,O,O,X,O,O,X,X,X
SIZOLTJ,O,O,O,X,O,X,X,X
SIZOLJT,O,O,O,X,O,X,X,X
SIZOJTL,O,O,X,O,O,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,X
SIOTJZL,O,X,X,O,O,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X
SIOTZJL,O,O,X,O,O,X,X,X
SIOLTJZ,X,X,X,O,X,O,X,X
SIOLTZJ,X,O,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,O,X,X
SIOLJZT,X,X,O,O,O,O,O,X
SIOLZTJ,X,O,O,X,O,X,X,X
SIOLZJT,X,O,O,X,O,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,X
SIOJTZL,O,X,X,O,O,X,X,X
SIOJLTZ,X,X,X,O,X,O,X,X
SIOJLZT,X,X,X,O,O,O,O,X
SIOJZTL,O,X,X,O,O,X,X,X
SIOJZLT,O,X,X,O,O,X,O,X
SIOZTLJ,O,O,X,X,O,X,X,X
SIOZTJL,O,O,X,O,O,X,X,X
SIOZLTJ,O,O,O,X,O,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X
SIOZJTL,O,O,X,O,O,X,X,X
SIOZJLT,O,O,O,O,O,X,X,X
SLTIJZO,O,X,X,O,X,O,X,X
SLTIJOZ,X,X,X,O,X,O,X,X
SLTIZJO,O,O,O,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,O,X,O
SLTIOZJ,X,O,O,X,X,X,X,O
SLTJIZO,O,X,X,O,X,O,X,X
SLTJIOZ,X,X,X,O,X,O,X,X
SLTJZIO,O,O,X,O,X,X,X,X
SLTJZOI,O,O,X,O,X,X,X,X
SLTJOIZ,X,X,X,O,X,O,X,X
SLTJOZI,X,O,X,O,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X
SLTOIJZ,X,X,X,O,X,O,X,O
SLTOIZJ,X,O,O,X,X,X,X,O
SLTOJIZ,X,X,X,O,X,O,X,O
SLTOJZI,X,O,X,O,X,X,X,O
SLTOZIJ,X,O,O,X,X,X,X,O
SLTOZJI,X,O,O,X,X,X,X,O
SLITJZO,O,X,X,O,X,O,X,X
SLITJOZ,X,X,X,O,X,O,X,X
SLITZJO,O,O,O,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X,X
SLITOJZ,X,X,X,O,X,O,X,O
SLITOZJ,X,O,O,X,X,X,X,O
SLIJTZO,O,X,X,O,X,O,X,X
SLIJTOZ,X,X,X,O,X,O,X,X
SLIJZTO,O,X,O,O,O,O,O,X
SLIJZOT,O,X,O,O,O,O,O,X
SLIJOTZ,X,X,X,O,X,O,X,X
SLIJOZT,X,X,O,O,X,O,O,X
SLIZTJO,O,O,O,X,O,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,O,X,O,X
SLIZJOT,O,O,O,X,O,X,O,X
SLIZOTJ,O,O,O,X,X,X,X,X
SLIZOJT,O,O,O,X,O,X,X,X
SLIOTJZ,X,X,X,O,X,O,X,X
SLIOTZJ,X,O,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,O,X,X
SLIOJZT,X,X,O,O,X,O,O,X
SLIOZTJ,X,O,O,X,X,X,X,X
SLIOZJT,X,O,O,X,X,X,X,X
SLJTIZO,O,X,X,O,X,O,X,X
SLJTIOZ,X,X,X,O,X,O,X,X
SLJTZIO,O,O,X,O,X,X,X,X
SLJTZOI,O,O,X,O,X,X,X,X
SLJTOIZ,X,X,X,O,X,O,X,X
SLJTOZI,X,O,X,O,X,X,X,X
SLJITZO,O,X,X,O,X,O,X,X
SLJITOZ,X,X,X,O,X,O,X,X
SLJIZTO,O,X,O,O,O,O,O,X
SLJIZOT,O,X,O,O,O,O,O,X
SLJIOTZ,X,X,X,O,X,O,X,X
SLJIOZT,X,X,O,O,X,O,O,X
SLJZTIO,O,O,O,O,O,X,X,X
SLJZTOI,O,O,O,O,O,X,X,X
SLJZITO,O,O,O,O,O,X,O,X
SLJZIOT,O,O,O,O,O,X,O,X
SLJZOTI,O,O,O,O,O,X,X,X
SLJZOIT,O,O,O,O,O,X,O,X
SLJOTIZ,X,X,X,O,X,O,X,X
SLJOTZI,X,O,X,O,X,X,X,X
SLJOITZ,X,X,X,O,X,O,X,X
SLJOIZT,X,X,O,O,O,O,O,X
SLJOZTI,X,O,O,O,O,X,X,X
SLJOZIT,X,O,O,O,O,X,O,X
SLZTIJO,O,O,O,X,O,X,X,X
SLZTIOJ,O,O,O,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,X,X
SLZTJOI,O,O,O,X,O,X,X,X
SLZTOIJ,O,O,O,X,O,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X
SLZITJO,O,O,O,X,O,X,X,X
SLZITOJ,O,O,O,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,O,X
SLZIJOT,O,O,O,X,O,X,O,X
SLZIOTJ,O,O,O,X,O,X,X,X
SLZIOJT,O,O,O,X,O,X,X,X
SLZJTIO,O,O,O,X,O,X,X,X
SLZJTOI,O,O,O,X,O,X,X,X
SLZJITO,O,O,O,X,O,X,O,X
SLZJIOT,O,O,O,X,O,X,O,X
SLZJOTI,O,O,O,X,O,X,X,X
SLZJOIT,O,O,O,X,O,X,O,X
SLZOTIJ,O,O,O,X,O,X,X,X
SLZOTJI,O,O,O,X,O,X,X,X
SLZOITJ,O,O,O,X,O,X,X,X
SLZOIJT,O,O,O,X,O,X,X,X
SLZOJTI,O,O,O,X,O,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X
SLOTIJZ,X,X,X,O,X,O,X,X
SLOTIZJ,X,O,O,X,X,X,X,X
SLOTJIZ,X,X,X,O,X,O,X,X
SLOTJZI,X,O,X,O,X,X,X,X
SLOTZIJ,X,O,O,X,X,X,X,X
SLOTZJI,X,O,O,X,X,X,X,X
SLOITJZ,X,X,X,O,X,O,X,X
SLOITZJ,X,O,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,O,X,X
SLOIJZT,X,X,O,O,O,O,O,X
SLOIZTJ,X,O,O,X,O,X,X,X
SLOIZJT,X,O,O,X,O,X,X,X
SLOJTIZ,X,X,X,O,X,O,X,X
SLOJTZI,X,O,X,O,X,X,X,X
SLOJITZ,X,X,X,O,X,O,X,X
SLOJIZT,X,X,O,O,O,O,O,X
SLOJZTI,X,O,O,O,O,X,X,X
SLOJZIT,X,O,O,O,O,X,O,X
SLOZTIJ,X,O,O,X,O,X,X,X
SLOZTJI,X,O,O,X,O,X,X,X
SLOZITJ,X,O,O,X,O,X,X,X
SLOZIJT,X,O,O,X,O,X,X,X
SLOZJTI,X,O,O,X,O,X,X,X
SLOZJIT,X,O,O,X,O,X,X,X
SJTILZO,O,X,X,O,X,X,X,X
SJTILOZ,X,X,X,O,X,X,X,X
SJTIZLO,O,X,X,O,O,X,X,X
SJTIZOL,O,X,X,O,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,X,X
SJTIOZL,O,X,X,O,X,X,X,X
SJTLIZO,O,X,X,O,X,X,X,X
SJTLIOZ,X,X,X,O,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,X
SJTLZOI,O,O,X,O,X,X,X,X
SJTLOIZ,X,X,X,O,X,X,X,X
SJTLOZI,X,O,X,O,X,X,X,X
SJTZILO,O,O,X,O,O,X,X,X
SJTZIOL,O,O,X,O,X,X,X,X
SJTZLIO,O,O,X,O,O,X,X,X
SJTZLOI,O,O,X,O,O,X,X,X
SJTZOIL,O,O,X,O,O,X,X,X
SJTZOLI,O,O,X,O,O,X,X,X
SJTOILZ,X,X,X,O,X,X,X,X
SJTOIZL,O,X,X,O,O,X,X,X
SJTOLIZ,X,X,X,O,X,X,X,X
SJTOLZI,X,O,X,O,X,X,X,X
SJTOZIL,O,O,X,O,O,X,X,X
SJTOZLI,O,O,X,O,O,X,X,X
SJITLZO,O,X,X,O,X,X,X,X
SJITLOZ,X,X,X,O,X,X,X,X
SJITZLO,O,X,X,O,O,X,X,X
SJITZOL,O,X,X,O,X,X,X,X
SJITOLZ,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,O,X,X,X,X
SJILTZO,O,X,X,O,X,O,X,X
SJILTOZ,X,X,X,O,X,O,X,X
SJILZTO,O,X,X,O,O,O,O,X
SJILZOT,O,X,X,O,O,O,O,X
SJILOTZ,X,X,X,O,X,O,X,X
SJILOZT,X,X,X,O,X,O,O,X
SJIZTLO,O,X,X,O,O,X,X,X
SJIZTOL,O,X,X,O,X,X,X,X
SJIZLTO,O,X,X,O,O,X,O,X
SJIZLOT,O,X,X,O,O,X,O,X
SJIZOTL,O,X,X,O,O,X,X,X
SJIZOLT,O,X,X,O,O,X,O,X
SJIOTLZ,X,X,X,O,X,X,X,X
SJIOTZL,O,X,X,O,O,X,X,X
SJIOLTZ,X,X,X,O,X,O,X,X
SJIOLZT,X,X,X,O,O,O,O,X
SJIOZTL,O,X,X,O,O,X,X,X
SJIOZLT,O,X,X,O,O,X,O,X
SJLTIZO,O,X,X,O,X,O,X,X
SJLTIOZ,X,X,X,O,X,O,X,X
SJLTZIO,O,O,X,O,X,X,X,X
SJLTZOI,O,O,X,O,X,X,X,X
SJLTOIZ,X,X,X,O,X,O,X,X
SJLTOZI,X,O,X,O,X,X,X,X
SJLITZO,O,X,X,O,X,O,X,X
SJLITOZ,X,X,X,O,X,O,X,X
SJLIZTO,O,X,X,O,O,O,O,X
SJLIZOT,O,X,X,O,O,O,O,X
SJLIOTZ,X,X,X,O,X,O,X,X
SJLIOZT,X,X,X,O,X,O,O,X
SJLZTIO,O,O,X,O,O,X,X,X
SJLZTOI,O,O,X,O,O,X,X,X
SJLZITO,O,O,X,O,O,X,O,X
SJLZIOT,O,O,X,O,O,X,O,X
SJLZOTI,O,O,X,O,O,X,X,X
SJLZOIT,O,O,X,O,O,X,O,X
SJLOTIZ,X,X,X,O,X,O,X,X
SJLOTZI,X,O,X,O,X,X,X,X
SJLOITZ,X,X,X,O,X,O,X,X
SJLOIZT,X,X,X,O,O,O,O,X
SJLOZTI,X,O,X,O,O,X,X,X
SJLOZIT,X,O,X,O,O,X,O,X
SJZTILO,O,O,X,O,O,X,X,X
SJZTIOL,O,O,X,O,X,X,X,X
SJZTLIO,O,O,X,O,O,X,X,X
SJZTLOI,O,O,X,O,O,X,X,X
SJZTOIL,O,O,X,O,O,X,X,X
SJZTOLI,O,O,X,O,O,X,X,X
SJZITLO,O,O,X,O,O,X,X,X
SJZITOL,O,O,X,O,X,X,X,X
SJZILTO,O,O,X,O,O,X,O,X
SJZILOT,O,O,X,O,O,X,O,X
SJZIOTL,O,O,X,O,O,X,X,X
SJZIOLT,O,O,X,O,O,X,O,X
SJZLTIO,O,O,X,O,O,X,X,X
SJZLTOI,O,O,X,O,O,X,X,X
SJZLITO,O,O,X,O,O,X,O,X
SJZLIOT,O,O,X,O,O,X,O,X
SJZLOTI,O,O,X,O,O,X,X,X
SJZLOIT,O,O,X,O,O,X,O,X
SJZOTIL,O,O,X,O,O,X,X,X
SJZOTLI,O,O,X,O,O,X,X,X
SJZOITL,O,O,X,O,O,X,X,X
SJZOILT,O,O,X,O,O,X,O,X
SJZOLTI,O,O,X,O,O,X,X,X
SJZOLIT,O,O,X,O,O,X,O,X
SJOTILZ,X,X,X,O,X,X,X,X
SJOTIZL,O,X,X,O,O,X,X,X
SJOTLIZ,X,X,X,O,X,X,X,X
SJOTLZI,X,O,X,O,X,X,X,X
SJOTZIL,O,O,X,O,O,X,X,X
SJOTZLI,O,O,X,O,O,X,X,X
SJOITLZ,X,X,X,O,X,X,X,X
SJOITZL,O,X,X,O,O,X,X,X
SJOILTZ,X,X,X,O,X,O,X,X
SJOILZT,X,X,X,O,O,O,O,X
SJOIZTL,O,X,X,O,O,X,X,X
SJOIZLT,O,X,X,O,O,X,O,X
SJOLTIZ,X,X,X,O,X,O,X,X
SJOLTZI,X,O,X,O,X,X,X,X
SJOLITZ,X,X,X,O,X,O,X,X
SJOLIZT,X,X,X,O,O,O,O,X
SJOLZTI,X,O,X,O,O,X,X,X
SJOLZIT,X,O,X,O,O,X,O,X
SJOZTIL,O,O,X,O,O,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X
SJOZITL,O,O,X,O,O,X,X,X
SJOZILT,O,O,X,O,O,X,O,X
SJOZLTI,O,O,X,O,O,X,X,X
SJOZLIT,O,O,X,O,O,X,O,X
SZTILJO,O,O,X,X,O,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X
SZTIJLO,O,O,X,O,O,X,X,X
SZTIJOL,O,O,X,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,O,X,X,X,X
SZTLIJO,O,O,X,X,O,X,X,X
