sequence,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeCAJvhF0hB5oBllB3?nBmnBzpB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeuEJvhF1lB0hB5oBz?nBinBXqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KelBJvhFcnBTjBRlBC?lBXqBGtB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFlhBziB5oB2?sBCqBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBcnBTjBC?qBGtBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0BJvhF5oBupB3lBz?nBinBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFxhBTjBFnBC?qBGtBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBupBcqBT?nB6tBFtB
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,O,O,X,O,X,X,X
SZTLJOI,X,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,X,X,X,X,X
SZTLOJI,X,O,X,X,X,X,X,X
SZTJILO,O,O,O,X,X,X,X,X
SZTJIOL,X,O,O,X,O,O,X,O
SZTJLIO,O,O,O,X,O,X,X,X
SZTJLOI,X,O,O,X,O,X,X,X
SZTJOIL,X,O,O,X,O,O,X,O
SZTJOLI,X,O,O,X,O,X,X,O
SZTOILJ,O,O,X,X,X,X,X,X
SZTOIJL,O,O,O,X,X,O,X,X
SZTOLIJ,O,O,X,X,X,X,X,X
SZTOLJI,O,O,X,X,X,X,X,O
SZTOJIL,O,O,O,X,X,O,X,O
SZTOJLI,O,O,O,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X
SZITJLO,O,O,O,X,X,X,X,X
SZITJOL,X,O,O,X,O,O,X,X
SZITOLJ,O,O,X,X,X,X,X,X
SZITOJL,O,O,O,X,X,O,X,X
SZILTJO,O,O,O,X,O,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X
SZILJTO,X,X,O,X,O,X,X,X
SZILJOT,X,X,O,X,O,O,X,X
SZILOTJ,O,O,X,X,X,X,X,X
SZILOJT,X,X,X,X,O,O,X,X
SZIJTLO,O,O,O,X,X,X,X,X
SZIJTOL,X,O,O,X,O,O,X,O
SZIJLTO,X,X,O,X,O,X,X,X
SZIJLOT,X,X,O,X,O,O,X,O
SZIJOTL,O,O,O,X,O,O,X,O
SZIJOLT,X,X,O,X,O,O,X,O
SZIOTLJ,O,O,X,X,X,X,X,X
SZIOTJL,O,O,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,X,X,X,X
SZIOLJT,X,X,X,X,X,O,X,O
SZIOJTL,O,O,O,X,O,O,X,O
SZIOJLT,X,X,O,X,O,O,X,O
SZLTIJO,O,O,O,X,O,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X
SZLTJIO,O,O,O,X,O,X,X,X
SZLTJOI,X,O,O,X,O,X,X,X
SZLTOIJ,O,O,X,X,X,X,X,X
SZLTOJI,X,O,X,X,X,X,X,X
SZLITJO,O,O,O,X,O,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X
SZLIJTO,X,X,O,X,O,X,X,X
SZLIJOT,X,X,O,X,O,O,X,X
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,X,X,X,X,O,O,X,X
SZLJTIO,X,X,O,X,O,X,X,X
SZLJTOI,X,X,O,X,O,X,X,X
SZLJITO,X,X,O,X,O,X,X,X
SZLJIOT,X,X,O,X,O,O,X,O
SZLJOTI,X,X,O,X,O,X,X,O
SZLJOIT,X,X,O,X,O,O,X,O
SZLOTIJ,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,O
SZLOITJ,O,O,X,X,X,X,X,X
SZLOIJT,X,X,X,X,O,O,X,O
SZLOJTI,X,X,X,X,O,X,X,O
SZLOJIT,X,X,X,X,O,O,X,O
SZJTILO,O,O,O,X,X,X,X,X
SZJTIOL,X,O,O,X,O,O,X,O
SZJTLIO,O,O,O,X,O,X,X,X
SZJTLOI,X,O,O,X,O,X,X,X
SZJTOIL,X,O,O,X,O,O,X,O
SZJTOLI,X,O,O,X,O,X,X,O
SZJITLO,O,O,O,X,X,X,X,X
SZJITOL,X,O,O,X,O,O,X,O
SZJILTO,X,X,O,X,O,X,X,X
SZJILOT,X,X,O,X,O,O,X,O
SZJIOTL,O,O,O,X,O,O,X,O
SZJIOLT,X,X,O,X,O,O,X,O
SZJLTIO,X,X,O,X,O,X,X,X
SZJLTOI,X,X,O,X,O,X,X,X
SZJLITO,X,X,O,X,O,X,X,X
SZJLIOT,X,X,O,X,O,O,X,O
SZJLOTI,X,X,O,X,O,X,X,O
SZJLOIT,X,X,O,X,O,O,X,O
SZJOTIL,O,O,O,X,O,O,X,O
SZJOTLI,O,O,O,X,O,X,X,O
SZJOITL,O,O,O,X,O,O,X,O
SZJOILT,X,X,O,X,O,O,X,O
SZJOLTI,X,X,O,X,O,X,X,O
SZJOLIT,X,X,O,X,O,O,X,O
SZOTILJ,O,O,X,X,X,X,X,X
SZOTIJL,O,O,O,X,X,O,X,X
SZOTLIJ,O,O,X,X,X,X,X,X
SZOTLJI,O,O,X,X,X,X,X,O
SZOTJIL,O,O,O,X,X,O,X,O
SZOTJLI,O,O,O,X,X,X,X,O
SZOITLJ,O,O,X,X,X,X,X,X
SZOITJL,O,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X,X
SZOILJT,X,X,X,X,X,O,X,O
SZOIJTL,O,O,O,X,O,O,X,O
SZOIJLT,X,X,O,X,O,O,X,O
SZOLTIJ,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,O
SZOLITJ,O,O,X,X,X,X,X,X
SZOLIJT,X,X,X,X,O,O,X,O
SZOLJTI,X,X,X,X,O,X,X,O
SZOLJIT,X,X,X,X,O,O,X,O
SZOJTIL,O,O,O,X,O,O,X,O
SZOJTLI,O,O,O,X,O,X,X,O
SZOJITL,O,O,O,X,O,O,X,O
SZOJILT,X,X,O,X,O,O,X,O
SZOJLTI,X,X,O,X,O,X,X,O
SZOJLIT,X,X,O,X,O,O,X,O
SOTILJZ,O,O,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,X,X,O,X,X
SOTIZLJ,O,O,X,X,X,X,X,X
SOTIZJL,O,O,O,X,X,O,X,X
SOTLIJZ,O,O,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,O
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,X,X,O,X,X
SOTJLIZ,O,O,X,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X,X
SOTJZIL,O,O,X,X,X,O,X,X
SOTJZLI,O,O,X,X,X,X,X,X
SOTZILJ,O,O,X,X,X,X,X,X
SOTZIJL,O,O,O,X,X,O,X,X
SOTZLIJ,O,O,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,O
SOTZJIL,O,O,O,X,X,O,X,O
SOTZJLI,O,O,O,X,X,X,X,O
SOITLJZ,O,O,X,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X
SOITJZL,O,O,X,X,X,O,X,X
SOITZLJ,O,O,X,X,X,X,X,X
SOITZJL,O,O,O,X,X,O,X,X
SOILTJZ,O,O,X,X,X,X,X,X
SOILTZJ,O,O,X,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X,X
SOILJZT,X,X,X,X,X,O,X,X
SOILZTJ,O,O,X,X,X,X,X,X
SOILZJT,X,X,X,X,X,O,X,O
SOIJTLZ,O,O,X,X,X,X,X,X
SOIJTZL,O,O,O,X,X,O,X,X
SOIJLTZ,X,O,X,X,X,X,X,X
SOIJLZT,X,X,O,X,X,O,X,X
SOIJZTL,O,O,O,X,X,O,X,X
SOIJZLT,X,X,O,X,X,O,X,X
SOIZTLJ,O,O,X,X,X,X,X,X
SOIZTJL,O,O,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,X,X,X,X
SOIZLJT,X,X,X,X,X,O,X,O
SOIZJTL,O,O,O,X,O,O,X,O
SOIZJLT,X,X,O,X,O,O,X,O
SOLTIJZ,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,X,X,X,X,X
SOLTJZI,O,O,X,X,X,X,X,X
SOLTZIJ,O,O,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,O
SOLITJZ,O,O,X,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,X,X
SOLIJZT,X,X,X,X,X,O,X,X
SOLIZTJ,O,O,X,X,X,X,X,X
SOLIZJT,X,X,X,X,O,O,X,O
SOLJTIZ,X,O,X,X,X,X,X,X
SOLJTZI,X,O,X,X,X,X,X,X
SOLJITZ,X,O,X,X,X,X,X,X
SOLJIZT,X,X,X,X,X,O,X,X
SOLJZTI,X,X,X,X,X,X,X,O
SOLJZIT,X,X,X,X,X,O,X,O
SOLZTIJ,O,O,X,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,X,O
SOLZITJ,O,O,X,X,X,X,X,X
SOLZIJT,X,X,X,X,O,O,X,O
SOLZJTI,X,X,X,X,O,X,X,O
SOLZJIT,X,X,X,X,O,O,X,O
SOJTILZ,O,O,X,X,X,X,X,X
SOJTIZL,O,O,O,X,X,O,X,X
SOJTLIZ,O,O,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X,X
SOJTZIL,O,O,O,X,X,O,X,X
SOJTZLI,O,O,O,X,X,X,X,X
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,O,O,O,X,X,O,X,X
SOJILTZ,X,O,X,X,X,X,X,X
SOJILZT,X,X,O,X,X,O,X,X
SOJIZTL,O,O,O,X,X,O,X,X
SOJIZLT,X,X,O,X,X,O,X,X
SOJLTIZ,X,O,X,X,X,X,X,X
SOJLTZI,X,O,X,X,X,X,X,X
SOJLITZ,X,O,X,X,X,X,X,X
SOJLIZT,X,X,O,X,X,O,X,X
SOJLZTI,X,X,O,X,X,X,X,O
SOJLZIT,X,X,O,X,X,O,X,O
SOJZTIL,O,O,O,X,X,O,X,O
SOJZTLI,O,O,O,X,X,X,X,O
SOJZITL,O,O,O,X,X,O,X,O
SOJZILT,X,X,O,X,X,O,X,O
SOJZLTI,X,X,O,X,X,X,X,O
SOJZLIT,X,X,O,X,X,O,X,O
SOZTILJ,O,O,X,X,X,X,X,X
SOZTIJL,O,O,O,X,X,O,X,X
SOZTLIJ,O,O,X,X,X,X,X,X
SOZTLJI,O,O,X,X,X,X,X,O
SOZTJIL,O,O,O,X,X,O,X,O
SOZTJLI,O,O,O,X,X,X,X,O
SOZITLJ,O,O,X,X,X,X,X,X
SOZITJL,O,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,X,X
SOZILJT,X,X,X,X,X,O,X,O
SOZIJTL,O,O,O,X,O,O,X,O
SOZIJLT,X,X,O,X,O,O,X,O
SOZLTIJ,O,O,X,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,O
SOZLITJ,O,O,X,X,X,X,X,X
SOZLIJT,X,X,X,X,O,O,X,O
SOZLJTI,X,X,X,X,O,X,X,O
SOZLJIT,X,X,X,X,O,O,X,O
SOZJTIL,O,O,O,X,O,O,X,O
SOZJTLI,O,O,O,X,O,X,X,O
SOZJITL,O,O,O,X,O,O,X,O
SOZJILT,X,X,O,X,O,O,X,O
SOZJLTI,X,X,O,X,O,X,X,O
SOZJLIT,X,X,O,X,O,O,X,O
ZTILJSO,O,X,X,O,X,X,O,X
ZTILJOS,X,O,O,O,X,X,O,X
ZTILSJO,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,X,X
ZTILOJS,X,O,X,X,X,X,X,X
ZTILOSJ,O,O,X,X,X,X,X,X
ZTIJLSO,O,X,X,O,X,X,O,X
ZTIJLOS,X,O,O,O,X,X,O,X
ZTIJSLO,O,O,O,X,X,X,X,X
ZTIJSOL,X,O,O,X,X,O,X,X
ZTIJOLS,X,O,O,O,X,X,O,X
ZTIJOSL,X,O,O,X,X,O,X,X
ZTISLJO,O,O,O,X,X,X,X,X
ZTISLOJ,O,O,X,X,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X,X
ZTISJOL,X,O,O,X,X,O,X,X
ZTISOLJ,O,O,X,X,X,X,X,X
ZTISOJL,O,O,O,X,X,O,X,X
ZTIOLJS,O,O,X,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,X
ZTIOJLS,O,O,O,X,X,X,X,X
ZTIOJSL,O,O,O,X,X,O,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,O,X,X
ZTLIJSO,O,X,X,O,X,X,O,X
ZTLIJOS,X,O,O,O,X,X,O,X
ZTLISJO,O,O,X,X,X,X,X,X
ZTLISOJ,O,O,X,X,X,X,X,X
ZTLIOJS,X,O,X,X,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X,X,X
ZTLJISO,O,X,X,O,O,X,O,X
ZTLJIOS,X,O,O,O,O,X,O,O
ZTLJSIO,O,X,O,X,O,X,O,X
ZTLJSOI,X,X,O,X,O,X,O,X
ZTLJOIS,X,O,O,O,O,X,O,O
ZTLJOSI,X,X,O,X,O,X,O,O
ZTLSIJO,O,O,O,X,O,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X,X
ZTLSJIO,O,O,O,X,O,X,X,X
ZTLSJOI,X,O,O,X,O,X,X,X
ZTLSOIJ,O,O,X,X,X,X,X,X
ZTLSOJI,X,O,X,X,X,X,X,X
ZTLOIJS,X,O,X,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X,X
ZTLOJIS,X,O,X,X,X,X,X,O
ZTLOJSI,X,X,X,X,X,X,X,O
ZTLOSIJ,O,O,X,X,X,X,X,X
ZTLOSJI,X,O,X,X,X,X,X,O
ZTJILSO,O,X,X,O,X,X,O,X
ZTJILOS,X,O,O,O,X,X,O,O
ZTJISLO,O,O,O,X,X,X,X,X
ZTJISOL,X,O,O,X,X,O,X,O
ZTJIOLS,X,O,O,O,X,X,O,O
ZTJIOSL,X,O,O,X,X,O,X,O
ZTJLISO,O,X,X,O,O,X,O,X
ZTJLIOS,X,O,O,O,O,X,O,O
ZTJLSIO,O,X,O,X,O,X,O,X
ZTJLSOI,X,X,O,X,O,X,O,X
ZTJLOIS,X,O,O,O,O,X,O,O
ZTJLOSI,X,X,O,X,O,X,O,O
ZTJSILO,O,O,O,X,X,X,X,X
ZTJSIOL,X,O,O,X,O,O,X,O
ZTJSLIO,O,O,O,X,O,X,X,X
ZTJSLOI,X,O,O,X,O,X,X,X
ZTJSOIL,X,O,O,X,O,O,X,O
ZTJSOLI,X,O,O,X,O,X,X,O
ZTJOILS,X,O,O,O,X,X,O,O
ZTJOISL,X,O,O,X,X,O,X,O
ZTJOLIS,X,O,O,O,O,X,O,O
ZTJOLSI,X,X,O,X,O,X,O,O
ZTJOSIL,X,O,O,X,O,O,X,O
ZTJOSLI,X,O,O,X,O,X,X,O
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,O,O,X,X,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,X,X
ZTSIJOL,X,O,O,X,O,O,X,X
ZTSIOLJ,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,O,X,X
ZTSLIJO,O,O,O,X,O,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X,X
ZTSLJIO,O,O,O,X,O,X,X,X
ZTSLJOI,X,O,O,X,O,X,X,X
ZTSLOIJ,O,O,X,X,X,X,X,X
ZTSLOJI,X,O,X,X,X,X,X,X
ZTSJILO,O,O,O,X,X,X,X,X
ZTSJIOL,X,O,O,X,O,O,X,O
ZTSJLIO,O,O,O,X,O,X,X,X
ZTSJLOI,X,O,O,X,O,X,X,X
ZTSJOIL,X,O,O,X,O,O,X,O
ZTSJOLI,X,O,O,X,O,X,X,O
ZTSOILJ,O,O,X,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,O,X,X
ZTSOLIJ,O,O,X,X,X,X,X,X
ZTSOLJI,O,O,X,X,X,X,X,O
ZTSOJIL,O,O,O,X,X,O,X,O
ZTSOJLI,O,O,O,X,X,X,X,O
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,X
ZTOIJLS,O,O,O,X,X,X,X,X
ZTOIJSL,O,O,O,X,X,O,X,X
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,O,X,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X
ZTOLJIS,O,O,X,X,X,X,X,O
ZTOLJSI,O,X,X,X,X,X,X,O
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,O
ZTOJILS,O,O,O,X,X,X,X,O
ZTOJISL,O,O,O,X,X,O,X,O
ZTOJLIS,O,O,O,X,X,X,X,O
ZTOJLSI,O,X,O,X,X,X,X,O
ZTOJSIL,O,O,O,X,X,O,X,O
ZTOJSLI,O,O,O,X,X,X,X,O
ZTOSILJ,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,O,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,X,X,X,O
ZTOSJIL,O,O,O,X,X,O,X,O
ZTOSJLI,O,O,O,X,X,X,X,O
ZITLJSO,O,X,X,O,X,X,X,X
ZITLJOS,X,O,O,O,X,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,X,X,X
ZITLOJS,X,O,X,X,X,X,X,X
ZITLOSJ,O,O,X,X,X,X,X,X
ZITJLSO,O,X,X,O,X,X,X,X
ZITJLOS,X,O,O,O,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X,X
ZITJSOL,X,O,O,X,X,O,X,X
ZITJOLS,X,O,O,O,X,X,X,X
ZITJOSL,X,O,O,X,X,O,X,X
ZITSLJO,O,O,O,X,X,X,X,X
ZITSLOJ,O,O,X,X,X,X,X,X
ZITSJLO,O,O,O,X,X,X,X,X
ZITSJOL,X,O,O,X,X,O,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,O,O,X,X,O,X,X
ZITOLJS,O,O,X,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,X,X,X
ZITOJLS,O,O,O,X,X,X,X,X
ZITOJSL,O,O,O,X,X,O,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,O,X,X
ZILTJSO,O,X,X,O,X,X,X,X
ZILTJOS,X,O,O,O,X,X,X,X
ZILTSJO,O,O,X,X,X,X,X,X
ZILTSOJ,O,O,X,X,X,X,X,X
ZILTOJS,X,O,X,X,X,X,X,X
ZILTOSJ,O,O,X,X,X,X,X,X
ZILJTSO,X,X,X,O,O,X,X,X
ZILJTOS,X,X,O,O,O,X,X,O
ZILJSTO,X,X,X,O,O,X,X,X
ZILJSOT,X,X,X,O,O,O,X,O
ZILJOTS,X,X,O,O,O,X,X,O
ZILJOST,X,X,X,O,O,O,X,O
ZILSTJO,O,O,X,X,O,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X
ZILSJTO,X,X,X,X,O,X,X,X
ZILSJOT,X,X,X,X,O,O,X,X
ZILSOTJ,O,O,X,X,X,X,X,X
ZILSOJT,X,X,X,X,O,O,X,X
ZILOTJS,O,O,X,X,X,X,X,X
ZILOTSJ,O,O,X,X,X,X,X,X
ZILOJTS,X,X,X,X,X,X,X,O
ZILOJST,X,X,X,X,X,O,X,O
ZILOSTJ,O,O,X,X,X,X,X,X
ZILOSJT,X,X,X,X,X,O,X,O
ZIJTLSO,O,X,X,O,X,X,X,X
ZIJTLOS,X,O,O,O,X,X,X,O
ZIJTSLO,O,O,O,X,X,X,X,X
ZIJTSOL,X,O,O,X,X,O,X,O
ZIJTOLS,X,O,O,O,X,X,X,O
ZIJTOSL,X,O,O,X,X,O,X,O
ZIJLTSO,X,X,X,O,O,X,X,X
ZIJLTOS,X,X,O,O,O,X,X,O
ZIJLSTO,X,X,X,O,O,X,X,X
ZIJLSOT,X,X,X,O,O,O,X,O
ZIJLOTS,X,X,O,O,O,X,X,O
ZIJLOST,X,X,X,O,O,O,X,O
ZIJSTLO,O,O,O,X,X,X,X,X
ZIJSTOL,X,O,O,X,O,O,X,O
ZIJSLTO,X,X,O,X,O,X,X,X
ZIJSLOT,X,X,O,X,O,O,X,O
ZIJSOTL,O,O,O,X,O,O,X,O
ZIJSOLT,X,X,O,X,O,O,X,O
ZIJOTLS,O,O,O,O,X,X,X,O
ZIJOTSL,O,O,O,X,X,O,X,O
ZIJOLTS,X,X,O,O,O,X,X,O
ZIJOLST,X,X,X,O,O,O,X,O
ZIJOSTL,O,O,O,X,O,O,X,O
ZIJOSLT,X,X,O,X,O,O,X,O
ZISTLJO,O,O,O,X,X,X,X,X
ZISTLOJ,O,O,X,X,X,X,X,X
ZISTJLO,O,O,O,X,X,X,X,X
ZISTJOL,X,O,O,X,O,O,X,X
ZISTOLJ,O,O,X,X,X,X,X,X
ZISTOJL,O,O,O,X,X,O,X,X
ZISLTJO,O,O,O,X,O,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,X
ZISLJTO,X,X,O,X,O,X,X,X
ZISLJOT,X,X,O,X,O,O,X,X
ZISLOTJ,O,O,X,X,X,X,X,X
ZISLOJT,X,X,X,X,O,O,X,X
ZISJTLO,O,O,O,X,X,X,X,X
ZISJTOL,X,O,O,X,O,O,X,O
ZISJLTO,X,X,O,X,O,X,X,X
ZISJLOT,X,X,O,X,O,O,X,O
ZISJOTL,O,O,O,X,O,O,X,O
ZISJOLT,X,X,O,X,O,O,X,O
ZISOTLJ,O,O,X,X,X,X,X,X
ZISOTJL,O,O,O,X,X,O,X,X
ZISOLTJ,O,O,X,X,X,X,X,X
ZISOLJT,X,X,X,X,X,O,X,O
ZISOJTL,O,O,O,X,O,O,X,O
ZISOJLT,X,X,O,X,O,O,X,O
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,O,X,X,X,X,X
ZIOTJSL,O,O,O,X,X,O,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,O,X,X
ZIOLTJS,O,O,X,X,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,X,X,X,X,X,X,X,O
ZIOLJST,X,X,X,X,X,O,X,O
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,X,X,X,X,X,O,X,O
ZIOJTLS,O,O,O,X,X,X,X,O
ZIOJTSL,O,O,O,X,X,O,X,O
ZIOJLTS,X,X,O,X,X,X,X,O
ZIOJLST,X,X,X,X,X,O,X,O
ZIOJSTL,O,O,O,X,X,O,X,O
ZIOJSLT,X,X,X,X,X,O,X,O
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,O,X,X
ZIOSLTJ,O,O,X,X,X,X,X,X
ZIOSLJT,X,X,X,X,X,O,X,O
ZIOSJTL,O,O,X,X,X,O,X,O
ZIOSJLT,X,X,X,X,X,O,X,O
ZLTIJSO,O,X,X,O,X,X,O,X
ZLTIJOS,X,O,O,O,X,X,O,X
ZLTISJO,O,O,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,X,X
ZLTIOJS,X,O,X,X,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X,X,X
ZLTJISO,O,X,X,O,O,X,O,X
ZLTJIOS,X,O,O,O,O,X,O,O
ZLTJSIO,O,X,O,X,O,X,O,X
ZLTJSOI,X,X,O,X,O,X,O,X
ZLTJOIS,X,O,O,O,O,X,O,O
ZLTJOSI,X,X,O,X,O,X,O,O
ZLTSIJO,O,O,O,X,O,X,X,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,O,X,O,X,X,X
ZLTSJOI,X,O,O,X,O,X,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,X,O,X,X,X,X,X,X
ZLTOIJS,X,O,X,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,X,O,X,X,X,X,X,O
ZLTOJSI,X,X,X,X,X,X,X,O
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,X,O,X,X,X,X,X,O
ZLITJSO,O,X,X,O,X,X,X,X
ZLITJOS,X,O,O,O,X,X,X,X
ZLITSJO,O,O,X,X,X,X,X,X
ZLITSOJ,O,O,X,X,X,X,X,X
ZLITOJS,X,O,X,X,X,X,X,X
ZLITOSJ,O,O,X,X,X,X,X,X
ZLIJTSO,X,X,X,O,O,X,X,X
ZLIJTOS,X,X,O,O,O,X,X,O
ZLIJSTO,X,X,X,O,O,X,X,X
ZLIJSOT,X,X,X,O,O,O,X,O
ZLIJOTS,X,X,O,O,O,X,X,O
ZLIJOST,X,X,X,O,O,O,X,O
ZLISTJO,O,O,X,X,O,X,X,X
ZLISTOJ,O,O,X,X,X,X,X,X
ZLISJTO,X,X,X,X,O,X,X,X
ZLISJOT,X,X,X,X,O,O,X,X
ZLISOTJ,O,O,X,X,X,X,X,X
ZLISOJT,X,X,X,X,O,O,X,X
ZLIOTJS,O,O,X,X,X,X,X,X
ZLIOTSJ,O,O,X,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,X,X,O
ZLIOJST,X,X,X,X,X,O,X,O
ZLIOSTJ,O,O,X,X,X,X,X,X
ZLIOSJT,X,X,X,X,X,O,X,O
ZLJTISO,X,X,X,O,O,X,O,X
ZLJTIOS,X,X,O,O,O,X,O,O
ZLJTSIO,X,X,O,X,O,X,O,X
ZLJTSOI,X,X,O,X,O,X,O,X
ZLJTOIS,X,X,O,O,O,X,O,O
ZLJTOSI,X,X,O,X,O,X,O,O
ZLJITSO,X,X,X,O,O,X,X,X
ZLJITOS,X,X,O,O,O,X,X,O
ZLJISTO,X,X,X,O,O,X,X,X
ZLJISOT,X,X,X,O,O,O,X,O
ZLJIOTS,X,X,O,O,O,X,X,O
ZLJIOST,X,X,X,O,O,O,X,O
ZLJSTIO,X,X,O,X,O,X,X,X
ZLJSTOI,X,X,O,X,O,X,X,X
ZLJSITO,X,X,O,X,O,X,X,X
ZLJSIOT,X,X,O,X,O,O,X,O
ZLJSOTI,X,X,O,X,O,X,X,O
ZLJSOIT,X,X,O,X,O,O,X,O
ZLJOTIS,X,X,O,O,O,X,O,O
ZLJOTSI,X,X,O,X,O,X,O,O
ZLJOITS,X,X,O,O,O,X,X,O
ZLJOIST,X,X,X,O,O,O,X,O
ZLJOSTI,X,X,O,X,O,X,X,O
ZLJOSIT,X,X,O,X,O,O,X,O
ZLSTIJO,O,O,O,X,O,X,X,X
ZLSTIOJ,O,O,X,X,X,X,X,X
ZLSTJIO,O,O,O,X,O,X,X,X
ZLSTJOI,X,O,O,X,O,X,X,X
ZLSTOIJ,O,O,X,X,X,X,X,X
ZLSTOJI,X,O,X,X,X,X,X,X
ZLSITJO,O,O,O,X,O,X,X,X
ZLSITOJ,O,O,X,X,X,X,X,X
ZLSIJTO,X,X,O,X,O,X,X,X
