sequence,v115@GhA8IeA8CeA8EeB8BeG8JeOEJvhFXgBVmBUiBaoBzp?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jel/IvhFUhBRiB/pBOqByw?BzsB,v115@GhA8IeA8CeA8EeB8BeG8JeT/IvhFOlBXhBVnBaoB0p?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jei/IvhFRhBFlBTmBmnB3n?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JexAJvhFmiBTkBilB3mB1s?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JeUBJvhFRiB/pBFlByrBzn?BmpB
OJLZITS,O,O,X,O,X,X
OJLZIST,O,O,X,X,X,O
OJLZSTI,O,O,X,X,X,O
OJLZSIT,O,O,X,X,X,O
OJSTILZ,O,O,X,O,O,O
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,O,X,O,O,O
OJSTLZI,O,O,X,O,O,O
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,X,O,O
OJSITLZ,O,O,X,O,X,O
OJSITZL,O,O,X,X,X,X
OJSILTZ,O,O,X,X,X,O
OJSILZT,O,O,X,X,X,O
OJSIZTL,O,O,X,O,X,X
OJSIZLT,O,O,X,X,X,X
OJSLTIZ,O,O,X,X,O,O
OJSLTZI,O,O,X,X,O,O
OJSLITZ,O,O,X,X,O,O
OJSLIZT,O,O,X,X,X,O
OJSLZTI,O,O,X,X,X,O
OJSLZIT,O,O,X,X,X,O
OJSZTIL,O,O,X,O,X,X
OJSZTLI,O,O,X,O,X,X
OJSZITL,O,O,X,O,X,X
OJSZILT,O,O,X,X,X,X
OJSZLTI,O,O,X,X,X,X
OJSZLIT,O,O,X,X,X,X
OJZTILS,O,X,X,O,X,X
OJZTISL,O,O,X,O,X,X
OJZTLIS,O,O,X,O,X,X
OJZTLSI,O,O,X,O,X,X
OJZTSIL,O,O,X,O,X,X
OJZTSLI,O,O,X,O,X,X
OJZITLS,O,X,X,O,X,X
OJZITSL,O,O,X,O,X,X
OJZILTS,O,O,X,O,X,X
OJZILST,O,O,X,X,X,X
OJZISTL,O,O,X,O,X,X
OJZISLT,O,O,X,X,X,X
OJZLTIS,O,O,X,O,X,X
OJZLTSI,O,O,X,O,X,X
OJZLITS,O,O,X,O,X,X
OJZLIST,O,O,X,X,X,X
OJZLSTI,O,O,X,X,X,X
OJZLSIT,O,O,X,X,X,X
OJZSTIL,O,O,X,O,X,X
OJZSTLI,O,O,X,O,X,X
OJZSITL,O,O,X,O,X,X
OJZSILT,O,O,X,X,X,X
OJZSLTI,O,O,X,X,X,X
OJZSLIT,O,O,X,X,X,X
OSTILJZ,O,O,X,O,O,O
OSTILZJ,O,O,X,X,O,O
OSTIJLZ,O,O,X,O,O,O
OSTIJZL,O,O,X,X,X,X
OSTIZLJ,O,O,X,X,X,O
OSTIZJL,O,X,X,X,X,X
OSTLIJZ,O,O,X,O,O,O
OSTLIZJ,O,O,X,X,O,O
OSTLJIZ,O,O,X,O,O,O
OSTLJZI,O,O,X,O,O,O
OSTLZIJ,O,O,X,X,O,O
OSTLZJI,O,O,X,X,O,O
OSTJILZ,O,O,X,O,O,O
OSTJIZL,O,O,X,X,X,X
OSTJLIZ,O,O,X,O,O,O
OSTJLZI,O,O,X,O,O,O
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,X,O,O
OSTZILJ,O,O,X,X,X,O
OSTZIJL,O,X,X,X,X,X
OSTZLIJ,O,O,X,X,O,O
OSTZLJI,O,O,X,X,O,O
OSTZJIL,O,X,X,X,X,X
OSTZJLI,O,X,X,X,O,O
OSITLJZ,O,O,O,O,O,O
OSITLZJ,O,O,O,X,O,O
OSITJLZ,O,O,O,O,O,O
OSITJZL,O,O,O,X,X,X
OSITZLJ,O,O,O,X,X,O
OSITZJL,O,X,O,X,X,X
OSILTJZ,O,O,X,X,O,O
OSILTZJ,O,O,X,X,O,O
OSILJTZ,O,O,X,X,O,O
OSILJZT,O,O,X,X,X,O
OSILZTJ,O,O,X,X,O,O
OSILZJT,O,O,X,X,X,O
OSIJTLZ,O,O,O,O,X,O
OSIJTZL,O,O,O,X,X,X
OSIJLTZ,O,O,X,X,X,O
OSIJLZT,O,O,X,X,X,O
OSIJZTL,O,O,O,O,X,X
OSIJZLT,O,O,O,X,X,X
OSIZTLJ,O,O,O,O,X,O
OSIZTJL,O,X,O,O,X,X
OSIZLTJ,O,O,O,X,X,O
OSIZLJT,O,O,O,X,X,O
OSIZJTL,O,O,O,O,X,X
OSIZJLT,O,O,O,X,X,X
OSLTIJZ,O,O,X,X,O,O
OSLTIZJ,O,O,X,X,O,O
OSLTJIZ,O,O,X,X,O,O
OSLTJZI,O,O,X,X,O,O
OSLTZIJ,O,O,X,X,O,O
OSLTZJI,O,O,X,X,O,O
OSLITJZ,O,O,X,X,O,O
OSLITZJ,O,O,X,X,O,O
OSLIJTZ,O,O,X,X,O,O
OSLIJZT,O,O,X,X,X,O
OSLIZTJ,O,O,X,X,O,O
OSLIZJT,O,O,X,X,X,O
OSLJTIZ,O,O,X,X,O,O
OSLJTZI,O,O,X,X,O,O
OSLJITZ,O,O,X,X,O,O
OSLJIZT,O,O,X,X,X,O
OSLJZTI,O,O,X,X,X,O
OSLJZIT,O,O,X,X,X,O
OSLZTIJ,O,O,X,X,O,O
OSLZTJI,O,O,X,X,O,O
OSLZITJ,O,O,X,X,O,O
OSLZIJT,O,O,X,X,X,O
OSLZJTI,O,O,X,X,X,O
OSLZJIT,O,O,X,X,X,O
OSJTILZ,O,O,X,O,O,O
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,O,X,O,O,O
OSJTLZI,O,O,X,O,O,O
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,X,X,O,O
OSJITLZ,O,O,O,O,X,O
OSJITZL,O,O,O,X,X,X
OSJILTZ,O,O,X,X,X,O
OSJILZT,O,O,X,X,X,O
OSJIZTL,O,O,O,O,X,X
OSJIZLT,O,O,O,X,X,X
OSJLTIZ,O,O,X,X,O,O
OSJLTZI,O,O,X,X,O,O
OSJLITZ,O,O,X,X,O,O
OSJLIZT,O,O,X,X,X,O
OSJLZTI,O,O,X,X,X,O
OSJLZIT,O,O,X,X,X,O
OSJZTIL,O,O,O,O,X,X
OSJZTLI,O,O,X,O,X,X
OSJZITL,O,O,O,O,X,X
OSJZILT,O,O,O,X,X,X
OSJZLTI,O,O,X,X,X,X
OSJZLIT,O,O,O,X,X,X
OSZTILJ,O,O,O,O,X,O
OSZTIJL,O,X,O,O,X,X
OSZTLIJ,O,O,X,O,O,O
OSZTLJI,O,O,X,O,O,O
OSZTJIL,O,X,O,O,X,X
OSZTJLI,O,X,X,O,O,O
OSZITLJ,O,O,O,O,X,O
OSZITJL,O,X,O,O,X,X
OSZILTJ,O,O,O,X,X,O
OSZILJT,O,O,O,X,X,O
OSZIJTL,O,O,O,O,X,X
OSZIJLT,O,O,O,X,X,X
OSZLTIJ,O,O,X,X,O,O
OSZLTJI,O,O,X,X,O,O
OSZLITJ,O,O,O,X,O,O
OSZLIJT,O,O,O,X,X,O
OSZLJTI,O,O,X,X,X,O
OSZLJIT,O,O,O,X,X,O
OSZJTIL,O,O,O,O,X,X
OSZJTLI,O,O,X,O,X,X
OSZJITL,O,O,O,O,X,X
OSZJILT,O,O,O,X,X,X
OSZJLTI,O,O,X,X,X,X
OSZJLIT,O,O,O,X,X,X
OZTILJS,O,X,O,O,X,X
OZTILSJ,O,X,O,O,X,X
OZTIJLS,O,X,O,O,X,X
OZTIJSL,O,X,O,O,X,X
OZTISLJ,O,X,O,O,X,X
OZTISJL,O,X,O,O,X,X
OZTLIJS,O,X,O,O,X,X
OZTLISJ,O,X,O,O,X,X
OZTLJIS,O,X,O,O,X,X
OZTLJSI,O,X,X,O,O,X
OZTLSIJ,O,X,X,O,O,X
OZTLSJI,O,X,X,O,O,X
OZTJILS,O,X,O,O,X,X
OZTJISL,O,X,O,O,X,X
OZTJLIS,O,X,O,O,X,X
OZTJLSI,O,X,X,O,O,X
OZTJSIL,O,X,O,O,X,X
OZTJSLI,O,X,X,O,O,X
OZTSILJ,O,X,O,O,X,X
OZTSIJL,O,X,O,O,X,X
OZTSLIJ,O,X,X,O,O,X
OZTSLJI,O,X,X,O,O,X
OZTSJIL,O,X,O,O,X,X
OZTSJLI,O,X,X,O,O,X
OZITLJS,O,X,O,O,X,X
OZITLSJ,O,X,O,O,X,X
OZITJLS,O,X,O,O,X,X
OZITJSL,O,X,O,O,X,X
OZITSLJ,O,X,O,O,X,X
OZITSJL,O,X,O,O,X,X
OZILTJS,O,O,O,O,X,X
OZILTSJ,O,O,O,O,X,O
OZILJTS,O,O,O,O,X,X
OZILJST,O,O,O,X,X,O
OZILSTJ,O,O,O,X,X,O
OZILSJT,O,O,O,X,X,O
OZIJTLS,O,X,O,O,X,X
OZIJTSL,O,O,O,O,X,X
OZIJLTS,O,O,O,O,X,X
OZIJLST,O,O,O,X,X,X
OZIJSTL,O,O,O,O,X,X
OZIJSLT,O,O,O,X,X,X
OZISTLJ,O,O,O,O,X,O
OZISTJL,O,X,O,O,X,X
OZISLTJ,O,O,O,X,X,O
OZISLJT,O,O,O,X,X,O
OZISJTL,O,O,O,O,X,X
OZISJLT,O,O,O,X,X,X
OZLTIJS,O,O,O,O,X,X
OZLTISJ,O,O,O,O,X,O
OZLTJIS,O,O,O,O,X,X
OZLTJSI,O,O,X,O,O,X
OZLTSIJ,O,O,X,O,O,O
OZLTSJI,O,O,X,O,O,O
OZLITJS,O,O,O,O,X,X
OZLITSJ,O,O,O,O,X,O
OZLIJTS,O,O,O,O,X,X
OZLIJST,O,O,O,X,X,O
OZLISTJ,O,O,O,X,O,O
OZLISJT,O,O,O,X,X,O
OZLJTIS,O,O,O,O,X,X
OZLJTSI,O,O,X,O,X,X
OZLJITS,O,O,O,O,X,X
OZLJIST,O,O,O,X,X,O
OZLJSTI,O,O,X,X,X,O
OZLJSIT,O,O,O,X,X,O
OZLSTIJ,O,O,X,X,O,O
OZLSTJI,O,O,X,X,O,O
OZLSITJ,O,O,O,X,O,O
OZLSIJT,O,O,O,X,X,O
OZLSJTI,O,O,X,X,X,O
OZLSJIT,O,O,O,X,X,O
OZJTILS,O,X,O,O,X,X
OZJTISL,O,O,O,O,X,X
OZJTLIS,O,O,O,O,X,X
OZJTLSI,O,O,X,O,X,X
OZJTSIL,O,O,O,O,X,X
OZJTSLI,O,O,X,O,X,X
OZJITLS,O,X,O,O,X,X
OZJITSL,O,O,O,O,X,X
OZJILTS,O,O,O,O,X,X
OZJILST,O,O,O,X,X,X
OZJISTL,O,O,O,O,X,X
OZJISLT,O,O,O,X,X,X
OZJLTIS,O,O,O,O,X,X
OZJLTSI,O,O,X,O,X,X
OZJLITS,O,O,O,O,X,X
OZJLIST,O,O,O,X,X,X
OZJLSTI,O,O,X,X,X,X
OZJLSIT,O,O,O,X,X,X
OZJSTIL,O,O,O,O,X,X
OZJSTLI,O,O,X,O,X,X
OZJSITL,O,O,O,O,X,X
OZJSILT,O,O,O,X,X,X
OZJSLTI,O,O,X,X,X,X
OZJSLIT,O,O,O,X,X,X
OZSTILJ,O,O,O,O,X,O
OZSTIJL,O,X,O,O,X,X
OZSTLIJ,O,O,X,O,O,O
OZSTLJI,O,O,X,O,O,O
OZSTJIL,O,X,O,O,X,X
OZSTJLI,O,X,X,O,O,O
OZSITLJ,O,O,O,O,X,O
OZSITJL,O,X,O,O,X,X
OZSILTJ,O,O,O,X,X,O
OZSILJT,O,O,O,X,X,O
OZSIJTL,O,O,O,O,X,X
OZSIJLT,O,O,O,X,X,X
OZSLTIJ,O,O,X,X,O,O
OZSLTJI,O,O,X,X,O,O
OZSLITJ,O,O,O,X,O,O
OZSLIJT,O,O,O,X,X,O
OZSLJTI,O,O,X,X,X,O
OZSLJIT,O,O,O,X,X,O
OZSJTIL,O,O,O,O,X,X
OZSJTLI,O,O,X,O,X,X
OZSJITL,O,O,O,O,X,X
OZSJILT,O,O,O,X,X,X
OZSJLTI,O,O,X,X,X,X
OZSJLIT,O,O,O,X,X,X
