sequence,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhFxgBXiB8nBmlBFq?BSwB,v115@GhA8IeB8EeA8AeD8DeD8Jei/IvhFfmBxhB8nBzkBur?B1vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBamBRiB+rBln?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgBFiB8nBKqBzl?B+rB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFFgBxhB8nBarBur?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBRiB6rBlnBzl?B2vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgB8nBOqBlmBzq?BCsB,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhF3gB8nBlmBRqB2v?BCsB
SZTJOLI,O,O,O,O,O,O,O,X
SZTOILJ,O,O,X,O,O,O,X,O
SZTOIJL,O,O,O,O,O,X,O,O
SZTOLIJ,O,O,X,O,O,O,X,O
SZTOLJI,O,O,O,O,O,O,O,X
SZTOJIL,O,O,O,O,O,X,O,O
SZTOJLI,O,O,O,O,O,O,O,X
SZITLJO,O,X,X,O,O,O,X,X
SZITLOJ,O,X,X,O,O,O,X,O
SZITJLO,O,X,O,O,O,O,X,X
SZITJOL,O,X,O,O,O,X,O,O
SZITOLJ,O,X,X,O,O,O,X,O
SZITOJL,O,X,O,O,O,X,O,O
SZILTJO,O,X,X,O,O,O,X,X
SZILTOJ,O,X,X,O,O,O,X,O
SZILJTO,O,X,O,O,O,X,X,X
SZILJOT,O,X,O,O,O,X,X,X
SZILOTJ,O,X,X,O,O,X,X,O
SZILOJT,O,X,X,O,X,X,X,X
SZIJTLO,O,X,O,O,O,O,X,X
SZIJTOL,O,X,O,O,O,X,O,O
SZIJLTO,O,X,O,O,O,O,X,X
SZIJLOT,O,X,O,O,O,X,X,X
SZIJOTL,O,X,X,O,O,X,O,O
SZIJOLT,O,X,O,X,O,X,O,X
SZIOTLJ,O,X,X,O,O,X,X,O
SZIOTJL,O,X,O,O,O,X,O,O
SZIOLTJ,O,X,X,O,O,X,X,O
SZIOLJT,O,X,O,O,O,X,X,X
SZIOJTL,O,X,O,O,O,X,O,O
SZIOJLT,O,X,O,X,O,X,O,X
SZLTIJO,O,O,X,O,O,O,X,X
SZLTIOJ,O,O,X,O,O,O,X,X
SZLTJIO,O,O,O,O,O,O,X,X
SZLTJOI,O,O,O,O,O,O,O,X
SZLTOIJ,O,O,X,O,O,O,X,X
SZLTOJI,O,O,O,O,O,O,O,X
SZLITJO,O,X,X,O,O,O,X,X
SZLITOJ,O,X,X,O,O,O,X,X
SZLIJTO,O,X,O,O,O,X,X,X
SZLIJOT,O,X,O,O,O,X,X,X
SZLIOTJ,O,X,X,O,O,X,X,X
SZLIOJT,O,X,X,O,X,X,X,X
SZLJTIO,O,O,O,O,O,O,X,X
SZLJTOI,O,O,O,O,O,O,O,X
SZLJITO,O,X,O,O,O,O,X,X
SZLJIOT,O,X,O,O,O,X,X,X
SZLJOTI,O,O,O,O,O,O,O,X
SZLJOIT,O,X,O,O,O,X,O,X
SZLOTIJ,O,O,X,O,O,O,X,X
SZLOTJI,O,O,O,O,O,O,O,X
SZLOITJ,O,X,X,O,O,X,X,X
SZLOIJT,O,X,O,O,O,X,X,X
SZLOJTI,O,O,O,O,O,X,O,X
SZLOJIT,O,X,O,O,O,X,O,X
SZJTILO,O,O,O,O,O,O,X,X
SZJTIOL,O,O,O,O,O,X,O,X
SZJTLIO,O,O,O,O,O,O,X,X
SZJTLOI,O,O,O,O,O,O,O,X
SZJTOIL,O,O,O,O,O,X,O,X
SZJTOLI,O,O,O,O,O,O,O,X
SZJITLO,O,X,O,O,O,O,X,X
SZJITOL,O,X,O,O,O,X,O,X
SZJILTO,O,X,O,O,O,O,X,X
SZJILOT,O,X,O,O,O,X,X,X
SZJIOTL,O,X,O,O,O,X,O,X
SZJIOLT,O,X,O,X,O,X,O,X
SZJLTIO,O,O,O,O,O,O,X,X
SZJLTOI,O,O,O,O,O,O,O,X
SZJLITO,O,X,O,O,O,O,X,X
SZJLIOT,O,X,O,O,O,X,X,X
SZJLOTI,O,O,O,O,O,O,O,X
SZJLOIT,O,X,O,O,O,X,O,X
SZJOTIL,O,O,O,O,O,X,O,X
SZJOTLI,O,O,O,O,O,O,O,X
SZJOITL,O,X,O,O,O,X,O,X
SZJOILT,O,X,O,X,O,X,O,X
SZJOLTI,O,O,O,O,O,O,O,X
SZJOLIT,O,X,O,O,O,X,O,X
SZOTILJ,O,O,X,O,O,O,X,O
SZOTIJL,O,O,O,O,O,X,O,O
SZOTLIJ,O,O,X,O,O,O,X,O
SZOTLJI,O,O,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,X,O,O
SZOTJLI,O,O,O,O,O,O,O,X
SZOITLJ,O,X,X,O,O,X,X,O
SZOITJL,O,X,O,O,O,X,O,O
SZOILTJ,O,X,X,O,O,X,X,O
SZOILJT,O,X,O,O,O,X,X,X
SZOIJTL,O,X,O,O,O,X,O,O
SZOIJLT,O,X,O,X,O,X,O,X
SZOLTIJ,O,O,X,O,O,O,X,X
SZOLTJI,O,O,O,O,O,O,O,X
SZOLITJ,O,X,X,O,O,X,X,X
SZOLIJT,O,X,O,O,O,X,X,X
SZOLJTI,O,O,O,O,O,X,O,X
SZOLJIT,O,X,O,O,O,X,O,X
SZOJTIL,O,O,O,O,O,X,O,X
SZOJTLI,O,O,O,O,O,O,O,X
SZOJITL,O,X,O,O,O,X,O,X
SZOJILT,O,X,O,X,O,X,O,X
SZOJLTI,O,O,O,O,O,O,O,X
SZOJLIT,O,X,O,O,O,X,O,X
SOTILJZ,X,O,X,X,O,O,X,X
SOTILZJ,X,O,X,X,O,O,X,O
SOTIJLZ,X,O,O,X,X,O,O,X
SOTIJZL,X,O,O,X,O,X,O,O
SOTIZLJ,X,O,X,X,O,O,X,O
SOTIZJL,X,O,O,X,O,X,O,O
SOTLIJZ,X,O,X,X,O,O,X,X
SOTLIZJ,X,O,X,X,O,O,X,X
SOTLJIZ,O,O,O,X,O,O,O,X
SOTLJZI,O,O,O,X,O,O,O,X
SOTLZIJ,O,O,X,X,O,O,X,O
SOTLZJI,O,O,O,X,O,O,O,X
SOTJILZ,X,O,O,X,X,O,O,X
SOTJIZL,O,O,O,X,O,X,O,X
SOTJLIZ,X,O,O,X,O,O,O,X
SOTJLZI,X,O,O,X,O,O,O,X
SOTJZIL,O,O,O,X,O,X,O,O
SOTJZLI,O,O,O,X,O,O,O,X
SOTZILJ,O,O,X,X,O,O,X,O
SOTZIJL,O,O,O,X,O,X,O,O
SOTZLIJ,O,O,X,X,O,O,X,O
SOTZLJI,O,O,O,X,O,O,O,X
SOTZJIL,O,O,O,X,O,X,O,O
SOTZJLI,O,O,O,X,O,O,O,X
SOITLJZ,X,X,X,X,O,X,X,X
SOITLZJ,X,X,X,X,O,X,X,O
SOITJLZ,X,X,O,X,X,X,O,X
SOITJZL,X,X,O,X,O,X,O,O
SOITZLJ,X,X,X,X,O,X,X,O
SOITZJL,X,X,O,X,O,X,O,O
SOILTJZ,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,O,X,X,O
SOILJTZ,X,X,X,X,O,X,X,X
SOILJZT,X,X,X,O,O,X,X,X
SOILZTJ,X,X,X,O,O,X,X,O
SOILZJT,X,X,X,O,O,X,X,X
SOIJTLZ,X,X,O,X,X,X,O,X
SOIJTZL,X,X,O,X,O,X,O,O
SOIJLTZ,X,X,O,X,O,X,O,X
SOIJLZT,X,X,O,X,O,X,O,X
SOIJZTL,X,X,O,O,O,X,O,O
SOIJZLT,X,X,O,X,O,X,O,X
SOIZTLJ,X,X,X,O,O,X,X,O
SOIZTJL,X,X,O,O,O,X,O,O
SOIZLTJ,X,X,X,O,O,X,X,O
SOIZLJT,X,X,O,O,O,X,X,X
SOIZJTL,X,X,O,O,O,X,O,O
SOIZJLT,X,X,O,X,O,X,O,X
SOLTIJZ,X,O,X,O,O,O,X,X
SOLTIZJ,X,O,X,O,O,O,X,X
SOLTJIZ,O,O,O,O,O,O,O,X
SOLTJZI,O,O,O,O,O,O,O,X
SOLTZIJ,O,O,X,O,O,O,X,X
SOLTZJI,O,O,O,O,O,O,O,X
SOLITJZ,X,X,X,O,O,X,X,X
SOLITZJ,X,X,X,O,O,X,X,X
SOLIJTZ,X,X,X,O,O,X,X,X
SOLIJZT,X,X,X,O,O,X,X,X
SOLIZTJ,X,X,X,O,O,X,X,X
SOLIZJT,X,X,X,O,O,X,X,X
SOLJTIZ,X,O,O,O,O,O,O,X
SOLJTZI,X,O,O,O,O,O,O,X
SOLJITZ,X,X,O,O,O,X,O,X
SOLJIZT,O,X,O,O,O,X,O,X
SOLJZTI,O,O,O,O,O,O,O,X
SOLJZIT,O,X,O,O,O,X,O,X
SOLZTIJ,O,O,X,O,O,O,X,X
SOLZTJI,O,O,O,O,O,O,O,X
SOLZITJ,O,X,X,O,O,X,X,X
SOLZIJT,O,X,O,O,O,X,X,X
SOLZJTI,O,O,O,O,O,X,O,X
SOLZJIT,O,X,O,O,O,X,O,X
SOJTILZ,X,O,O,X,X,O,O,X
SOJTIZL,X,O,O,X,O,X,O,X
SOJTLIZ,X,O,O,X,O,O,O,X
SOJTLZI,X,O,O,X,O,O,O,X
SOJTZIL,X,O,O,X,O,X,O,X
SOJTZLI,X,O,O,X,O,O,O,X
SOJITLZ,X,X,O,X,X,X,O,X
SOJITZL,X,X,O,X,O,X,O,X
SOJILTZ,X,X,O,X,O,X,O,X
SOJILZT,X,X,O,X,O,X,O,X
SOJIZTL,X,X,O,O,O,X,O,X
SOJIZLT,X,X,O,X,O,X,O,X
SOJLTIZ,X,O,O,O,O,O,O,X
SOJLTZI,X,O,O,O,O,O,O,X
SOJLITZ,X,X,O,O,O,X,O,X
SOJLIZT,X,X,O,O,O,X,O,X
SOJLZTI,X,O,O,O,O,O,O,X
SOJLZIT,X,X,O,O,O,X,O,X
SOJZTIL,X,O,O,O,O,X,O,X
SOJZTLI,X,O,O,O,O,O,O,X
SOJZITL,X,X,O,O,O,X,O,X
SOJZILT,X,X,O,X,O,X,O,X
SOJZLTI,X,O,O,O,O,O,O,X
SOJZLIT,X,X,O,O,O,X,O,X
SOZTILJ,O,O,X,O,O,O,X,O
SOZTIJL,O,O,O,O,O,X,O,O
SOZTLIJ,O,O,X,O,O,O,X,O
SOZTLJI,O,O,O,O,O,O,O,X
SOZTJIL,O,O,O,O,O,X,O,O
SOZTJLI,O,O,O,O,O,O,O,X
SOZITLJ,O,X,X,O,O,X,X,O
SOZITJL,O,X,O,O,O,X,O,O
SOZILTJ,O,X,X,O,O,X,X,O
SOZILJT,O,X,O,O,O,X,X,X
SOZIJTL,O,X,O,O,O,X,O,O
SOZIJLT,O,X,O,X,O,X,O,X
SOZLTIJ,O,O,X,O,O,O,X,X
SOZLTJI,O,O,O,O,O,O,O,X
SOZLITJ,O,X,X,O,O,X,X,X
SOZLIJT,O,X,O,O,O,X,X,X
SOZLJTI,O,O,O,O,O,X,O,X
SOZLJIT,O,X,O,O,O,X,O,X
SOZJTIL,O,O,O,O,O,X,O,X
SOZJTLI,O,O,O,O,O,O,O,X
SOZJITL,O,X,O,O,O,X,O,X
SOZJILT,O,X,O,X,O,X,O,X
SOZJLTI,O,O,O,O,O,O,O,X
SOZJLIT,O,X,O,O,O,X,O,X
ZTILJSO,O,O,X,O,X,O,X,X
ZTILJOS,O,X,X,O,X,X,X,X
ZTILSJO,O,O,X,O,O,O,X,X
ZTILSOJ,O,O,X,O,O,O,X,O
ZTILOJS,O,X,X,X,X,X,X,X
ZTILOSJ,O,X,X,X,X,X,X,O
ZTIJLSO,O,O,O,O,O,O,X,X
ZTIJLOS,O,X,O,O,X,X,X,X
ZTIJSLO,O,O,O,O,O,O,X,X
ZTIJSOL,O,O,O,O,O,X,O,O
ZTIJOLS,O,O,O,O,X,X,X,X
ZTIJOSL,O,O,O,X,O,X,X,O
ZTISLJO,O,O,X,O,O,O,X,X
ZTISLOJ,O,O,X,O,O,O,X,O
ZTISJLO,O,O,O,O,O,O,X,X
ZTISJOL,O,O,O,O,O,X,O,O
ZTISOLJ,O,O,X,O,O,O,X,O
ZTISOJL,O,O,X,O,O,X,O,O
ZTIOLJS,O,O,X,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,O
ZTIOJLS,O,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,O,O
ZTIOSLJ,O,O,X,X,O,X,X,O
ZTIOSJL,O,O,X,X,O,X,O,O
ZTLIJSO,O,O,X,O,X,O,X,X
ZTLIJOS,O,X,X,O,X,X,X,X
ZTLISJO,O,O,X,O,O,O,X,X
ZTLISOJ,O,O,X,O,O,O,X,O
ZTLIOJS,O,X,X,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,O
ZTLJISO,O,O,X,O,O,O,X,X
ZTLJIOS,O,X,X,O,X,X,X,X
ZTLJSIO,O,O,X,O,O,O,X,X
ZTLJSOI,O,O,X,O,O,O,O,X
ZTLJOIS,O,O,X,O,X,X,X,X
ZTLJOSI,O,O,X,O,X,X,X,X
ZTLSIJO,O,O,X,O,O,O,X,X
ZTLSIOJ,O,O,X,O,O,O,X,O
ZTLSJIO,O,O,X,O,O,O,X,X
ZTLSJOI,O,O,X,O,O,O,O,X
ZTLSOIJ,O,O,X,O,O,O,X,O
ZTLSOJI,O,O,X,O,O,O,O,X
ZTLOIJS,O,O,X,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X,O
ZTLOJIS,O,O,X,O,X,X,X,X
ZTLOJSI,O,O,X,O,X,X,O,X
ZTLOSIJ,O,O,X,O,X,X,X,O
ZTLOSJI,O,O,X,O,X,X,O,X
ZTJILSO,O,O,O,O,O,O,X,X
ZTJILOS,O,X,O,O,X,X,X,X
ZTJISLO,O,O,O,O,O,O,X,X
ZTJISOL,O,O,O,O,O,X,O,O
ZTJIOLS,O,O,O,O,X,X,X,X
ZTJIOSL,O,O,O,X,O,X,X,O
ZTJLISO,O,O,O,O,O,O,X,X
ZTJLIOS,O,X,O,O,X,X,X,X
ZTJLSIO,O,O,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,X
ZTJSILO,O,O,O,O,O,O,X,X
ZTJSIOL,O,O,O,O,O,X,O,O
ZTJSLIO,O,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,X,O,O
ZTJSOLI,O,O,O,O,O,O,O,X
ZTJOILS,O,O,O,O,X,X,X,X
ZTJOISL,O,O,O,X,O,X,O,O
ZTJOLIS,O,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,O,X,O,X
ZTJOSIL,O,O,O,O,O,X,O,O
ZTJOSLI,O,O,O,O,O,X,O,X
ZTSILJO,O,O,X,O,O,O,X,X
ZTSILOJ,O,O,X,O,O,O,X,O
ZTSIJLO,O,O,O,O,O,O,X,X
ZTSIJOL,O,O,O,O,O,X,O,O
ZTSIOLJ,O,O,X,O,O,O,X,O
ZTSIOJL,O,O,O,O,O,X,O,O
ZTSLIJO,O,O,X,O,O,O,X,X
ZTSLIOJ,O,O,X,O,O,O,X,O
ZTSLJIO,O,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,X,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,O,O,X
ZTSJILO,O,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,X,O,O
ZTSJLIO,O,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,O,O,X,O,O
ZTSJOLI,O,O,O,O,O,O,O,X
ZTSOILJ,O,O,X,O,O,O,X,O
ZTSOIJL,O,O,O,O,O,X,O,O
ZTSOLIJ,O,O,X,O,O,O,X,O
ZTSOLJI,O,O,O,O,O,O,O,X
ZTSOJIL,O,O,O,O,O,X,O,O
ZTSOJLI,O,O,O,O,O,O,O,X
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,O
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,O,O
ZTOISLJ,O,O,X,X,O,X,X,O
ZTOISJL,O,O,X,X,O,X,O,O
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,O,X,X,O
ZTOLJIS,O,O,X,O,O,X,X,X
ZTOLJSI,O,O,X,O,O,X,O,X
ZTOLSIJ,O,O,X,O,O,X,X,O
ZTOLSJI,O,O,X,O,O,X,O,X
ZTOJILS,O,O,O,O,X,X,X,X
ZTOJISL,O,O,O,X,O,X,O,O
ZTOJLIS,O,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,O,X,O,X
ZTOJSIL,O,O,O,O,O,X,O,O
ZTOJSLI,O,O,O,O,O,X,O,X
ZTOSILJ,O,O,X,O,O,X,X,O
ZTOSIJL,O,O,O,O,O,X,O,O
ZTOSLIJ,O,O,X,O,O,X,X,O
ZTOSLJI,O,O,O,O,O,X,O,X
ZTOSJIL,O,O,O,O,O,X,O,O
ZTOSJLI,O,O,O,O,O,X,O,X
ZITLJSO,O,O,X,O,X,X,X,X
ZITLJOS,O,X,X,O,X,X,X,X
ZITLSJO,O,O,X,O,O,X,X,X
ZITLSOJ,O,O,X,O,O,X,X,O
ZITLOJS,O,X,X,X,X,X,X,X
ZITLOSJ,O,X,X,X,X,X,X,O
ZITJLSO,O,O,X,O,O,X,X,X
ZITJLOS,O,X,X,O,X,X,X,X
ZITJSLO,O,O,X,O,O,X,X,X
ZITJSOL,O,O,X,O,O,X,O,O
ZITJOLS,O,O,X,O,X,X,X,X
ZITJOSL,O,O,X,X,O,X,X,O
ZITSLJO,O,O,X,O,O,X,X,X
ZITSLOJ,O,O,X,O,O,X,X,O
ZITSJLO,O,O,X,O,O,X,X,X
ZITSJOL,O,O,X,O,O,X,O,O
ZITSOLJ,O,O,X,O,O,X,X,O
ZITSOJL,O,O,X,O,O,X,O,O
ZITOLJS,O,O,X,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,X,X,O
ZITOJLS,O,O,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,O,O
ZITOSLJ,O,O,X,X,O,X,X,O
ZITOSJL,O,O,X,X,O,X,O,O
ZILTJSO,O,O,X,O,X,X,X,X
ZILTJOS,O,X,X,O,X,X,X,X
ZILTSJO,O,O,X,O,O,X,X,X
ZILTSOJ,O,O,X,O,O,X,X,O
ZILTOJS,O,X,X,X,X,X,X,X
ZILTOSJ,O,X,X,X,X,X,X,O
ZILJTSO,O,O,X,O,O,X,X,X
ZILJTOS,O,X,X,O,X,X,X,X
ZILJSTO,O,X,X,O,O,X,X,X
ZILJSOT,O,X,X,O,O,X,X,X
ZILJOTS,O,O,X,O,X,X,X,X
ZILJOST,O,X,X,O,O,X,X,X
ZILSTJO,O,X,X,O,O,X,X,X
ZILSTOJ,O,X,X,O,O,X,X,O
ZILSJTO,O,X,X,O,O,X,X,X
ZILSJOT,O,X,X,O,O,X,X,X
ZILSOTJ,O,X,X,O,O,X,X,O
ZILSOJT,O,X,X,O,X,X,X,X
ZILOTJS,O,O,X,X,X,X,X,X
ZILOTSJ,O,O,X,X,X,X,X,O
ZILOJTS,O,O,X,O,X,X,X,X
ZILOJST,O,X,X,O,X,X,X,X
ZILOSTJ,O,X,X,O,O,X,X,O
ZILOSJT,O,X,X,O,X,X,X,X
ZIJTLSO,X,O,X,O,O,X,X,X
ZIJTLOS,X,X,X,O,X,X,X,X
ZIJTSLO,X,O,X,O,O,X,X,X
ZIJTSOL,X,O,X,O,O,X,O,O
ZIJTOLS,X,O,X,O,X,X,X,X
ZIJTOSL,X,O,X,X,O,X,X,O
ZIJLTSO,X,O,X,O,O,X,X,X
ZIJLTOS,X,X,X,O,X,X,X,X
ZIJLSTO,X,X,X,O,O,X,X,X
ZIJLSOT,X,X,X,O,O,X,X,X
ZIJLOTS,X,O,X,O,X,X,X,X
ZIJLOST,X,X,X,O,O,X,X,X
ZIJSTLO,X,X,X,O,O,X,X,X
ZIJSTOL,X,X,X,O,O,X,O,O
ZIJSLTO,X,X,X,O,O,X,X,X
ZIJSLOT,X,X,X,O,O,X,X,X
ZIJSOTL,X,X,X,O,O,X,O,O
ZIJSOLT,X,X,X,X,O,X,O,X
ZIJOTLS,X,O,X,O,X,X,X,X
ZIJOTSL,X,O,X,X,O,X,O,O
ZIJOLTS,X,O,X,O,O,X,X,X
ZIJOLST,X,X,X,O,O,X,X,X
ZIJOSTL,X,X,X,X,O,X,O,O
ZIJOSLT,X,X,X,X,O,X,O,X
ZISTLJO,O,X,X,O,O,X,X,X
ZISTLOJ,O,X,X,O,O,X,X,O
ZISTJLO,O,X,X,O,O,X,X,X
ZISTJOL,O,X,X,O,O,X,O,O
ZISTOLJ,O,X,X,O,O,X,X,O
ZISTOJL,O,X,X,O,O,X,O,O
ZISLTJO,O,X,X,O,O,X,X,X
ZISLTOJ,O,X,X,O,O,X,X,O
ZISLJTO,O,X,X,O,O,X,X,X
ZISLJOT,O,X,X,O,O,X,X,X
ZISLOTJ,O,X,X,O,O,X,X,O
ZISLOJT,O,X,X,O,X,X,X,X
ZISJTLO,O,X,X,O,O,X,X,X
ZISJTOL,O,X,X,O,O,X,O,O
ZISJLTO,O,X,X,O,O,X,X,X
ZISJLOT,O,X,X,O,O,X,X,X
ZISJOTL,O,X,X,O,O,X,O,O
ZISJOLT,O,X,X,X,O,X,O,X
ZISOTLJ,O,X,X,O,O,X,X,O
ZISOTJL,O,X,X,O,O,X,O,O
ZISOLTJ,O,X,X,O,O,X,X,O
ZISOLJT,O,X,X,O,O,X,X,X
ZISOJTL,O,X,X,O,O,X,O,O
ZISOJLT,O,X,X,X,O,X,O,X
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,O
ZIOTJLS,O,O,X,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,O,O
ZIOTSLJ,O,O,X,X,O,X,X,O
ZIOTSJL,O,O,X,X,O,X,O,O
ZIOLTJS,O,O,X,X,X,X,X,X
ZIOLTSJ,O,O,X,X,O,X,X,O
ZIOLJTS,O,O,X,X,O,X,X,X
ZIOLJST,O,X,X,X,O,X,X,X
ZIOLSTJ,O,X,X,X,O,X,X,O
ZIOLSJT,O,X,X,X,O,X,X,X
ZIOJTLS,X,O,X,X,X,X,X,X
ZIOJTSL,X,O,X,X,O,X,O,O
ZIOJLTS,X,O,X,X,O,X,X,X
ZIOJLST,X,X,X,X,O,X,X,X
ZIOJSTL,X,X,X,X,O,X,O,O
ZIOJSLT,X,X,X,X,O,X,O,X
ZIOSTLJ,O,X,X,X,O,X,X,O
ZIOSTJL,O,X,X,X,O,X,O,O
ZIOSLTJ,O,X,X,X,O,X,X,O
ZIOSLJT,O,X,X,X,O,X,X,X
ZIOSJTL,O,X,X,X,O,X,O,O
ZIOSJLT,O,X,X,X,O,X,O,X
ZLTIJSO,O,O,X,O,X,O,X,X
ZLTIJOS,O,X,X,O,X,X,X,X
ZLTISJO,O,O,X,O,O,O,X,X
ZLTISOJ,O,O,X,O,O,O,X,O
ZLTIOJS,O,X,X,X,X,X,X,X
ZLTIOSJ,O,X,X,X,X,X,X,O
ZLTJISO,O,O,X,O,O,O,X,X
ZLTJIOS,O,X,X,O,X,X,X,X
ZLTJSIO,O,O,X,O,O,O,X,X
ZLTJSOI,O,O,X,O,O,O,O,X
ZLTJOIS,O,O,X,O,X,X,X,X
ZLTJOSI,O,O,X,O,X,X,X,X
ZLTSIJO,O,O,X,O,O,O,X,X
ZLTSIOJ,O,O,X,O,O,O,X,O
ZLTSJIO,O,O,X,O,O,O,X,X
ZLTSJOI,O,O,X,O,O,O,O,X
ZLTSOIJ,O,O,X,O,O,O,X,O
ZLTSOJI,O,O,X,O,O,O,O,X
ZLTOIJS,O,O,X,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,X,O
ZLTOJIS,O,O,X,O,X,X,X,X
ZLTOJSI,O,O,X,O,X,X,O,X
ZLTOSIJ,O,O,X,O,X,X,X,O
ZLTOSJI,O,O,X,O,X,X,O,X
ZLITJSO,O,O,X,O,X,X,X,X
ZLITJOS,O,X,X,O,X,X,X,X
ZLITSJO,O,O,X,O,O,X,X,X
ZLITSOJ,O,O,X,O,O,X,X,O
ZLITOJS,O,X,X,X,X,X,X,X
ZLITOSJ,O,X,X,X,X,X,X,O
ZLIJTSO,O,O,X,O,O,X,X,X
ZLIJTOS,O,X,X,O,X,X,X,X
ZLIJSTO,O,X,X,O,O,X,X,X
ZLIJSOT,O,X,X,O,O,X,X,X
ZLIJOTS,O,O,X,O,X,X,X,X
ZLIJOST,O,X,X,O,O,X,X,X
ZLISTJO,O,X,X,O,O,X,X,X
ZLISTOJ,O,X,X,O,O,X,X,O
ZLISJTO,O,X,X,O,O,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X
ZLISOTJ,O,X,X,O,O,X,X,O
ZLISOJT,O,X,X,O,X,X,X,X
ZLIOTJS,O,O,X,X,X,X,X,X
ZLIOTSJ,O,O,X,X,X,X,X,O
ZLIOJTS,O,O,X,O,X,X,X,X
ZLIOJST,O,X,X,O,X,X,X,X
ZLIOSTJ,O,X,X,O,O,X,X,O
ZLIOSJT,O,X,X,O,X,X,X,X
ZLJTISO,O,O,X,O,O,O,X,X
ZLJTIOS,O,X,X,O,X,X,X,X
ZLJTSIO,O,O,X,O,O,O,X,X
ZLJTSOI,O,O,X,O,O,O,O,X
ZLJTOIS,O,O,X,O,X,X,X,X
ZLJTOSI,O,O,X,O,X,X,X,X
ZLJITSO,O,O,X,O,O,X,X,X
ZLJITOS,O,X,X,O,X,X,X,X
ZLJISTO,O,X,X,O,O,X,X,X
ZLJISOT,O,X,X,O,O,X,X,X
ZLJIOTS,O,O,X,O,X,X,X,X
ZLJIOST,O,X,X,O,O,X,X,X
ZLJSTIO,O,O,X,O,O,O,X,X
ZLJSTOI,O,O,X,O,O,O,O,X
ZLJSITO,O,X,X,O,O,O,X,X
ZLJSIOT,O,X,X,O,O,X,X,X
ZLJSOTI,O,O,X,O,O,O,O,X
ZLJSOIT,O,X,X,O,O,X,O,X
ZLJOTIS,O,O,X,O,O,X,X,X
ZLJOTSI,O,O,X,O,O,X,O,X
ZLJOITS,O,O,X,O,O,X,X,X
ZLJOIST,O,X,X,O,O,X,X,X
ZLJOSTI,O,O,X,O,O,X,O,X
ZLJOSIT,O,X,X,O,O,X,O,X
ZLSTIJO,O,O,X,O,O,O,X,X
ZLSTIOJ,O,O,X,O,O,O,X,X
ZLSTJIO,O,O,X,O,O,O,X,X
ZLSTJOI,O,O,X,O,O,O,O,X
ZLSTOIJ,O,O,X,O,O,O,X,X
ZLSTOJI,O,O,X,O,O,O,O,X
ZLSITJO,O,X,X,O,O,O,X,X
ZLSITOJ,O,X,X,O,O,O,X,X
ZLSIJTO,O,X,X,O,O,X,X,X
ZLSIJOT,O,X,X,O,O,X,X,X
ZLSIOTJ,O,X,X,O,O,X,X,X
ZLSIOJT,O,X,X,O,X,X,X,X
ZLSJTIO,O,O,X,O,O,O,X,X
ZLSJTOI,O,O,X,O,O,O,O,X
ZLSJITO,O,X,X,O,O,O,X,X
ZLSJIOT,O,X,X,O,O,X,X,X
ZLSJOTI,O,O,X,O,O,O,O,X
ZLSJOIT,O,X,X,O,O,X,O,X
ZLSOTIJ,O,O,X,O,O,O,X,X
ZLSOTJI,O,O,X,O,O,O,O,X
