sequence,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBGjBqsB/tBlrB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBfoB6oBlrBWyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBTjBFnB0nBGrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB/tBCsB0sB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCjBlrBGtBXtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB8rBqsB/tB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBWoBXoBlrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBSoBUnBGrBTtBlsB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCoBlrBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBzlB8rBCoBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lB3mBGoBlsBCsBTtB
JTSLOZI,O,O,O,X,O,X,X,X,O,X,X
JTSZILO,O,O,O,X,O,X,X,X,O,X,O
JTSZIOL,X,O,X,X,O,X,X,O,O,X,O
JTSZLIO,O,O,O,X,O,X,X,X,O,X,O
JTSZLOI,O,O,O,X,O,X,X,X,O,X,O
JTSZOIL,X,O,X,X,O,X,X,O,O,X,O
JTSZOLI,X,O,X,X,O,X,X,O,O,X,O
JTSOILZ,X,O,O,X,X,X,X,O,X,X,X
JTSOIZL,X,O,X,X,X,X,X,O,X,X,X
JTSOLIZ,X,O,O,X,X,X,X,O,X,X,X
JTSOLZI,X,O,O,X,O,X,X,O,O,X,X
JTSOZIL,X,O,X,X,O,X,X,O,O,X,O
JTSOZLI,X,O,X,X,O,X,X,O,O,X,O
JTZILSO,O,O,O,X,O,X,O,X,X,X,X
JTZILOS,O,O,O,X,O,X,O,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,O,X,X
JTZISOL,X,O,X,X,O,X,X,O,O,X,X
JTZIOLS,O,O,X,X,O,X,O,O,X,X,X
JTZIOSL,X,O,X,X,O,X,X,O,O,X,X
JTZLISO,O,O,O,X,O,X,O,X,X,X,X
JTZLIOS,O,O,O,X,O,X,O,X,X,X,X
JTZLSIO,O,O,O,X,O,X,O,X,X,X,X
JTZLSOI,O,O,O,X,O,X,O,X,X,X,X
JTZLOIS,O,O,O,X,O,X,O,X,X,X,X
JTZLOSI,O,O,O,X,O,X,O,X,X,X,X
JTZSILO,O,O,O,X,O,X,X,X,O,X,O
JTZSIOL,X,O,X,X,O,X,X,O,O,X,O
JTZSLIO,O,O,O,X,O,X,X,X,O,X,O
JTZSLOI,O,O,O,X,O,X,X,X,O,X,O
JTZSOIL,X,O,X,X,O,X,X,O,O,X,O
JTZSOLI,X,O,X,X,O,X,X,O,O,X,O
JTZOILS,O,O,X,X,O,X,O,O,X,X,X
JTZOISL,X,O,X,X,O,X,X,O,O,X,X
JTZOLIS,O,O,X,X,O,X,O,O,X,X,X
JTZOLSI,O,O,X,X,O,X,O,O,X,X,X
JTZOSIL,X,O,X,X,O,X,X,O,O,X,X
JTZOSLI,X,O,X,X,O,X,X,O,O,X,X
JTOILSZ,X,X,O,X,X,X,X,O,X,X,X
JTOILZS,X,X,O,X,O,X,X,O,X,X,X
JTOISLZ,X,O,O,X,X,X,X,O,X,X,X
JTOISZL,X,O,X,X,X,X,X,O,X,X,X
JTOIZLS,X,O,X,X,O,X,X,O,X,X,X
JTOIZSL,X,O,X,X,O,X,X,O,X,X,X
JTOLISZ,X,X,O,X,X,X,X,O,X,X,X
JTOLIZS,X,X,O,X,O,X,O,O,X,X,X
JTOLSIZ,O,O,O,X,X,X,X,O,X,X,X
JTOLSZI,O,O,O,X,O,X,O,O,X,X,X
JTOLZIS,O,O,O,X,O,X,O,O,X,X,X
JTOLZSI,O,O,O,X,O,X,O,O,X,X,X
JTOSILZ,X,O,O,X,X,X,X,O,X,X,X
JTOSIZL,X,O,X,X,X,X,X,O,X,X,X
JTOSLIZ,X,O,O,X,X,X,X,O,X,X,X
JTOSLZI,X,O,O,X,O,X,X,O,O,X,X
JTOSZIL,X,O,X,X,O,X,X,O,O,X,O
JTOSZLI,X,O,X,X,O,X,X,O,O,X,O
JTOZILS,O,O,X,X,O,X,O,O,X,X,X
JTOZISL,X,O,X,X,O,X,X,O,O,X,X
JTOZLIS,O,O,X,X,O,X,O,O,X,X,X
JTOZLSI,O,O,X,X,O,X,O,O,X,X,X
JTOZSIL,X,O,X,X,O,X,X,O,O,X,X
JTOZSLI,X,O,X,X,O,X,X,O,O,X,X
JITLSZO,X,X,O,X,X,X,X,X,X,X,X
JITLSOZ,X,X,O,X,X,X,X,X,X,X,X
JITLZSO,X,X,O,X,O,X,X,X,X,X,X
JITLZOS,X,X,O,X,O,X,X,X,X,X,X
JITLOSZ,X,X,O,X,X,X,X,X,X,X,X
JITLOZS,X,X,O,X,O,X,X,X,X,X,X
JITSLZO,X,O,O,X,X,X,X,X,X,X,X
JITSLOZ,X,O,O,X,X,X,X,X,X,X,X
JITSZLO,X,O,O,X,X,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,O,X,X,X
JITSOLZ,X,O,O,X,X,X,X,O,X,X,X
JITSOZL,X,O,X,X,X,X,X,O,X,X,X
JITZLSO,X,O,O,X,O,X,X,X,X,X,X
JITZLOS,X,O,O,X,O,X,X,X,X,X,X
JITZSLO,X,O,O,X,O,X,X,X,X,X,X
JITZSOL,X,O,X,X,O,X,X,O,X,X,X
JITZOLS,X,O,X,X,O,X,X,O,X,X,X
JITZOSL,X,O,X,X,O,X,X,O,X,X,X
JITOLSZ,X,X,O,X,X,X,X,O,X,X,X
JITOLZS,X,X,O,X,O,X,X,O,X,X,X
JITOSLZ,X,O,O,X,X,X,X,O,X,X,X
JITOSZL,X,O,X,X,X,X,X,O,X,X,X
JITOZLS,X,O,X,X,O,X,X,O,X,X,X
JITOZSL,X,O,X,X,O,X,X,O,X,X,X
JILTSZO,X,X,O,O,X,X,X,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,O,X,O,X,X,X,X
JILTZOS,X,X,O,X,O,X,O,X,X,X,X
JILTOSZ,X,X,O,X,X,X,X,X,X,X,X
JILTOZS,X,X,O,X,O,X,X,X,X,X,X
JILSTZO,O,O,O,O,X,O,X,X,X,X,X
JILSTOZ,X,X,O,O,X,O,X,X,X,X,X
JILSZTO,O,O,O,O,O,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,O,X,O,X,X,X
JILSOTZ,X,X,O,O,X,O,X,O,X,X,X
JILSOZT,O,O,O,X,X,O,X,O,X,X,X
JILZTSO,O,O,O,X,O,O,O,X,X,X,X
JILZTOS,O,O,O,X,O,X,O,X,X,X,X
JILZSTO,O,O,O,X,O,O,O,X,X,X,X
JILZSOT,O,O,O,X,X,O,X,O,X,X,X
JILZOTS,X,X,O,X,O,X,O,O,X,X,X
JILZOST,X,X,O,X,X,X,X,O,X,X,X
JILOTSZ,X,X,O,X,X,X,X,O,X,X,X
JILOTZS,X,X,O,X,X,X,X,O,X,X,X
JILOSTZ,X,X,O,X,X,O,X,O,X,X,X
JILOSZT,X,X,O,X,X,O,X,O,X,X,X
JILOZTS,X,X,O,X,O,O,O,O,X,X,X
JILOZST,X,X,O,X,X,O,X,O,X,X,X
JISTLZO,O,O,O,O,X,O,X,X,X,X,X
JISTLOZ,X,O,O,O,X,O,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,O,X,X,X
JISTOLZ,X,O,O,O,X,O,X,O,X,X,X
JISTOZL,X,O,X,O,X,X,X,O,X,X,X
JISLTZO,O,O,O,O,X,O,X,X,X,X,X
JISLTOZ,X,O,O,O,X,O,X,X,X,X,X
JISLZTO,O,O,O,O,O,O,X,X,O,X,X
JISLZOT,O,O,O,X,X,O,X,O,X,X,X
JISLOTZ,X,X,O,O,X,O,X,O,X,X,X
JISLOZT,O,O,O,O,X,O,X,O,X,O,X
JISZTLO,O,O,O,X,O,X,X,X,O,X,X
JISZTOL,X,O,X,X,O,X,X,O,O,X,X
JISZLTO,O,O,O,O,O,O,X,X,O,X,X
JISZLOT,O,O,O,X,X,O,X,O,X,X,X
JISZOTL,X,O,X,O,X,X,X,O,X,X,X
JISZOLT,O,O,X,O,X,O,X,O,X,X,X
JISOTLZ,X,X,O,O,X,O,X,O,X,X,X
JISOTZL,X,X,X,O,X,X,X,O,X,X,X
JISOLTZ,X,X,O,O,X,O,X,O,X,X,X
JISOLZT,O,O,O,O,X,O,X,O,X,O,X
JISOZTL,X,O,X,O,X,X,X,O,X,O,X
JISOZLT,O,O,X,O,X,O,X,O,X,O,X
JIZTLSO,O,O,O,X,O,O,O,X,X,X,X
JIZTLOS,O,O,O,X,O,X,O,X,X,X,X
JIZTSLO,O,O,O,X,O,X,X,X,O,X,X
JIZTSOL,X,O,X,X,O,X,X,O,O,X,X
JIZTOLS,O,O,X,X,O,X,O,O,X,X,X
JIZTOSL,X,O,X,X,O,X,X,O,O,X,X
JIZLTSO,O,O,O,X,O,O,O,X,X,X,X
JIZLTOS,O,O,O,X,O,X,O,X,X,X,X
JIZLSTO,O,O,O,X,O,O,O,X,X,X,X
JIZLSOT,O,O,O,X,X,O,X,O,X,X,X
JIZLOTS,X,X,O,X,O,X,O,O,X,X,X
JIZLOST,X,X,O,X,X,X,X,O,X,X,X
JIZSTLO,O,O,O,X,O,X,X,X,O,X,O
JIZSTOL,X,O,X,X,O,X,X,O,O,X,O
JIZSLTO,O,O,O,X,O,X,X,X,O,X,X
JIZSLOT,O,O,O,X,X,X,X,O,X,X,X
JIZSOTL,X,O,X,X,X,X,X,O,X,X,X
JIZSOLT,O,O,X,X,X,X,X,O,X,X,X
JIZOTLS,X,O,X,X,O,X,X,O,X,X,X
JIZOTSL,X,O,X,X,O,X,X,O,X,X,X
JIZOLTS,X,X,X,X,O,X,X,O,X,X,X
JIZOLST,X,X,X,X,X,X,X,O,X,X,X
JIZOSTL,X,O,X,X,X,X,X,O,X,X,X
JIZOSLT,X,O,X,X,X,X,X,O,X,X,X
JIOTLSZ,X,X,O,O,X,X,X,O,X,X,X
JIOTLZS,X,X,O,X,X,X,X,O,X,X,X
JIOTSLZ,X,X,O,O,X,X,X,O,X,X,X
JIOTSZL,X,X,X,O,X,X,X,O,X,X,X
JIOTZLS,X,X,X,X,X,X,X,O,X,X,X
JIOTZSL,X,X,X,X,X,X,X,O,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,O,X,X,X
JIOLTZS,X,X,O,X,X,X,X,O,X,X,X
JIOLSTZ,X,X,O,O,X,O,X,O,X,X,X
JIOLSZT,X,X,O,O,X,O,X,O,X,X,X
JIOLZTS,X,X,O,X,O,O,X,O,X,X,X
JIOLZST,X,X,O,X,X,O,X,O,X,X,X
JIOSTLZ,X,X,O,O,X,O,X,O,X,X,X
JIOSTZL,X,X,X,O,X,X,X,O,X,X,X
JIOSLTZ,X,X,O,O,X,O,X,O,X,X,X
JIOSLZT,X,O,O,O,X,O,X,O,X,O,X
JIOSZTL,X,O,X,O,X,X,X,O,X,O,X
JIOSZLT,X,O,X,O,X,O,X,O,X,O,X
JIOZTLS,X,O,X,X,O,O,X,O,X,X,X
JIOZTSL,X,O,X,X,O,X,X,O,X,O,X
JIOZLTS,X,X,X,X,O,O,X,O,X,X,X
JIOZLST,X,X,X,X,X,O,X,O,X,X,X
JIOZSTL,X,O,X,X,X,X,X,O,X,O,X
JIOZSLT,X,O,X,X,X,X,X,O,X,O,X
JLTISZO,X,X,O,O,X,X,X,X,X,X,X
JLTISOZ,X,X,O,O,X,X,X,X,X,X,X
JLTIZSO,X,X,O,X,O,X,O,X,X,X,X
JLTIZOS,X,X,O,X,O,X,O,X,X,X,X
JLTIOSZ,X,X,O,X,X,X,X,X,X,X,X
JLTIOZS,X,X,O,X,O,X,O,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X,X,X
JLTSIOZ,O,O,O,O,X,X,X,X,X,X,X
JLTSZIO,O,O,O,O,O,X,O,X,X,X,X
JLTSZOI,O,O,O,X,O,X,O,X,X,X,X
JLTSOIZ,O,O,O,O,X,X,X,X,X,X,X
JLTSOZI,O,O,O,X,O,X,O,X,X,X,X
JLTZISO,O,O,O,X,O,X,O,X,X,X,X
JLTZIOS,O,O,O,X,O,X,O,X,X,X,X
JLTZSIO,O,O,O,X,O,X,O,X,X,X,X
JLTZSOI,O,O,O,X,O,X,O,X,X,X,X
JLTZOIS,O,O,O,X,O,X,O,X,X,X,X
JLTZOSI,O,O,O,X,O,X,O,X,X,X,X
JLTOISZ,X,X,O,X,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,O,X,O,X,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,X,X,X,X
JLTOSZI,O,O,O,X,O,X,O,X,X,X,X
JLTOZIS,O,O,O,X,O,X,O,X,X,X,X
JLTOZSI,O,O,O,X,O,X,O,X,X,X,X
JLITSZO,X,X,O,O,X,X,X,X,X,X,X
JLITSOZ,X,X,O,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,O,X,O,X,X,X,X
JLITZOS,X,X,O,X,O,X,O,X,X,X,X
JLITOSZ,X,X,O,X,X,X,X,X,X,X,X
JLITOZS,X,X,O,X,O,X,O,X,X,X,X
JLISTZO,O,O,O,O,X,O,X,X,X,X,X
JLISTOZ,X,X,O,O,X,O,X,X,X,X,X
JLISZTO,O,O,O,O,O,O,O,X,X,X,X
JLISZOT,O,O,O,X,X,O,X,O,X,X,X
JLISOTZ,X,X,O,O,X,O,X,O,X,X,X
JLISOZT,O,O,O,X,X,O,X,O,X,X,X
JLIZTSO,O,O,O,X,O,O,O,X,X,X,X
JLIZTOS,O,O,O,X,O,X,O,X,X,X,X
JLIZSTO,O,O,O,X,O,O,O,X,X,X,X
JLIZSOT,O,O,O,X,X,O,X,O,X,X,X
JLIZOTS,X,X,O,X,O,X,O,O,X,X,X
JLIZOST,X,X,O,X,X,X,X,O,X,X,X
JLIOTSZ,X,X,O,X,X,X,X,O,X,X,X
JLIOTZS,X,X,O,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,O,X,X,O,X,O,X,X,X
JLIOSZT,X,X,O,X,X,O,X,O,X,X,X
JLIOZTS,X,X,O,X,O,O,O,O,X,X,X
JLIOZST,X,X,O,X,X,O,X,O,X,X,X
JLSTIZO,O,O,O,O,X,O,X,X,X,X,X
JLSTIOZ,O,O,O,O,X,O,X,X,X,X,X
JLSTZIO,O,O,O,O,O,O,O,X,X,X,X
JLSTZOI,O,O,O,X,O,O,O,X,X,X,X
JLSTOIZ,O,O,O,O,X,O,X,X,X,X,X
JLSTOZI,O,O,O,O,O,O,O,X,X,X,X
JLSITZO,O,O,O,O,X,O,X,X,X,X,X
JLSITOZ,O,O,O,O,X,O,X,X,X,X,X
JLSIZTO,O,O,O,O,O,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,O,X,X,X
JLSIOTZ,X,X,O,O,X,O,X,O,X,X,X
JLSIOZT,O,O,O,O,X,O,X,O,X,X,X
JLSZTIO,O,O,O,O,O,O,O,X,X,X,X
JLSZTOI,O,O,O,X,O,O,O,X,X,X,X
JLSZITO,O,O,O,O,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O,X,O,X,X,X
JLSZOTI,O,O,O,O,X,O,X,O,X,X,X
JLSZOIT,O,O,O,O,X,O,X,O,X,X,X
JLSOTIZ,O,O,O,O,X,O,X,O,X,X,X
JLSOTZI,O,O,O,O,X,O,X,O,X,X,X
JLSOITZ,X,X,O,O,X,O,X,O,X,X,X
JLSOIZT,O,O,O,O,X,O,X,O,X,X,X
JLSOZTI,O,O,O,O,X,O,X,O,X,X,X
JLSOZIT,O,O,O,O,X,O,X,O,X,X,X
JLZTISO,O,O,O,X,O,O,O,X,X,X,X
JLZTIOS,O,O,O,X,O,X,O,X,X,X,X
JLZTSIO,O,O,O,X,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,O,O,O,X,X,X,X
JLZTOIS,O,O,O,X,O,X,O,X,X,X,X
JLZTOSI,O,O,O,X,O,X,O,X,X,X,X
JLZITSO,O,O,O,X,O,O,O,X,X,X,X
JLZITOS,O,O,O,X,O,X,O,X,X,X,X
JLZISTO,O,O,O,X,O,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,O,X,X,X
JLZIOTS,X,X,O,X,O,X,O,O,X,X,X
JLZIOST,X,X,O,X,X,X,X,O,X,X,X
JLZSTIO,O,O,O,X,O,O,O,X,X,X,X
JLZSTOI,O,O,O,X,O,O,O,X,X,X,X
JLZSITO,O,O,O,X,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O,X,O,X,X,X
JLZSOTI,O,O,O,X,X,O,X,O,X,X,X
JLZSOIT,O,O,O,X,X,O,X,O,X,X,X
JLZOTIS,X,X,O,X,O,O,O,O,X,X,X
JLZOTSI,X,X,O,X,O,O,O,O,X,X,X
JLZOITS,X,X,O,X,O,O,O,O,X,X,X
JLZOIST,X,X,O,X,X,O,X,O,X,X,X
JLZOSTI,X,X,O,X,X,O,X,O,X,X,X
JLZOSIT,X,X,O,X,X,O,X,O,X,X,X
JLOTISZ,X,X,O,O,X,X,X,O,X,X,X
JLOTIZS,X,X,O,X,O,X,O,O,X,X,X
JLOTSIZ,X,X,O,O,X,X,X,O,X,X,X
JLOTSZI,X,X,O,O,O,X,O,O,X,X,X
JLOTZIS,X,X,O,X,O,X,O,O,X,X,X
JLOTZSI,X,X,O,X,O,X,O,O,X,X,X
JLOITSZ,X,X,O,O,X,X,X,O,X,X,X
JLOITZS,X,X,O,X,X,X,X,O,X,X,X
JLOISTZ,X,X,O,O,X,O,X,O,X,X,X
JLOISZT,X,X,O,O,X,O,X,O,X,X,X
JLOIZTS,X,X,O,X,O,O,O,O,X,X,X
JLOIZST,X,X,O,X,X,O,X,O,X,X,X
JLOSTIZ,X,X,O,O,X,O,X,O,X,X,X
JLOSTZI,X,X,O,O,X,O,X,O,X,X,X
JLOSITZ,X,X,O,O,X,O,X,O,X,X,X
JLOSIZT,X,X,O,O,X,O,X,O,X,X,X
JLOSZTI,X,X,O,O,X,O,X,O,X,X,X
JLOSZIT,X,X,O,O,X,O,X,O,X,X,X
JLOZTIS,X,X,O,X,O,O,O,O,X,X,X
JLOZTSI,X,X,O,X,O,O,O,O,X,X,X
JLOZITS,X,X,O,X,O,O,O,O,X,X,X
JLOZIST,X,X,O,X,X,O,X,O,X,X,X
JLOZSTI,X,X,O,X,X,O,X,O,X,X,X
JLOZSIT,X,X,O,X,X,O,X,O,X,X,X
JSTILZO,O,O,O,O,X,O,X,X,X,X,X
JSTILOZ,X,O,O,O,X,O,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X,X,O
JSTIZOL,X,O,X,X,X,X,X,O,X,X,O
JSTIOLZ,X,O,O,O,X,O,X,O,X,X,X
JSTIOZL,X,O,X,O,X,X,X,O,X,X,X
JSTLIZO,O,O,O,O,X,O,X,X,X,X,X
JSTLIOZ,O,O,O,O,X,O,X,X,X,X,X
JSTLZIO,O,O,O,O,O,O,X,X,O,X,O
JSTLZOI,O,O,O,X,O,O,X,X,O,X,O
JSTLOIZ,O,O,O,O,X,O,X,X,X,X,X
JSTLOZI,O,O,O,O,O,O,X,X,O,X,X
JSTZILO,O,O,O,X,O,X,X,X,O,X,O
JSTZIOL,X,O,X,X,O,X,X,O,O,X,O
JSTZLIO,O,O,O,X,O,X,X,X,O,X,O
JSTZLOI,O,O,O,X,O,X,X,X,O,X,O
JSTZOIL,X,O,X,X,O,X,X,O,O,X,O
JSTZOLI,X,O,X,X,O,X,X,O,O,X,O
JSTOILZ,X,O,O,O,X,O,X,O,X,X,X
JSTOIZL,X,O,X,O,X,X,X,O,X,X,X
JSTOLIZ,X,O,O,O,X,O,X,O,X,X,X
JSTOLZI,X,O,O,O,O,O,X,O,O,X,X
JSTOZIL,X,O,X,O,O,X,X,O,O,X,O
JSTOZLI,X,O,X,X,O,X,X,O,O,X,O
JSITLZO,O,O,O,O,X,O,X,X,X,X,X
JSITLOZ,X,O,O,O,X,O,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,O,X,X,X
JSITOLZ,X,O,O,O,X,O,X,O,X,X,X
JSITOZL,X,O,X,O,X,X,X,O,X,X,X
JSILTZO,O,O,O,O,X,O,X,X,X,X,X
JSILTOZ,O,O,O,O,X,O,X,X,X,X,X
JSILZTO,O,O,O,O,O,O,X,X,O,X,X
JSILZOT,O,O,O,X,X,O,X,O,X,X,X
JSILOTZ,X,X,O,O,X,O,X,O,X,X,X
JSILOZT,O,O,O,O,X,O,X,O,X,O,X
JSIZTLO,O,O,O,X,O,X,X,X,O,X,X
JSIZTOL,X,O,X,X,O,X,X,O,O,X,X
JSIZLTO,O,O,O,O,O,O,X,X,O,X,X
JSIZLOT,O,O,O,X,X,O,X,O,X,X,X
JSIZOTL,X,O,X,O,X,X,X,O,X,X,X
JSIZOLT,O,O,X,O,X,O,X,O,X,X,X
JSIOTLZ,X,X,O,O,X,O,X,O,X,X,X
JSIOTZL,X,X,X,O,X,X,X,O,X,X,X
JSIOLTZ,X,X,O,O,X,O,X,O,X,X,X
JSIOLZT,O,O,O,O,X,O,X,O,X,O,X
JSIOZTL,X,O,X,O,X,X,X,O,X,O,X
JSIOZLT,O,O,X,O,X,O,X,O,X,O,X
JSLTIZO,O,O,O,O,X,O,X,X,X,X,X
JSLTIOZ,O,O,O,O,X,O,X,X,X,X,X
JSLTZIO,O,O,O,O,O,O,X,X,O,X,X
JSLTZOI,O,O,O,X,O,O,X,X,O,X,X
JSLTOIZ,O,O,O,O,X,O,X,X,X,X,X
JSLTOZI,O,O,O,O,O,O,X,X,O,X,X
JSLITZO,O,O,O,O,X,O,X,X,X,X,X
JSLITOZ,O,O,O,O,X,O,X,X,X,X,X
JSLIZTO,O,O,O,O,O,O,X,X,O,X,X
JSLIZOT,O,O,O,X,X,O,X,O,X,X,X
JSLIOTZ,X,X,O,O,X,O,X,O,X,X,X
JSLIOZT,O,O,O,O,X,O,X,O,X,O,X
JSLZTIO,O,O,O,O,O,O,X,X,O,X,X
JSLZTOI,O,O,O,X,O,O,X,X,O,X,X
JSLZITO,O,O,O,O,O,O,X,X,O,X,X
JSLZIOT,O,O,O,X,X,O,X,O,X,X,X
JSLZOTI,O,O,O,O,X,O,X,O,X,O,X
JSLZOIT,O,O,O,O,X,O,X,O,X,O,X
JSLOTIZ,O,O,O,O,X,O,X,O,X,X,X
JSLOTZI,O,O,O,O,X,O,X,O,X,X,X
JSLOITZ,X,X,O,O,X,O,X,O,X,X,X
JSLOIZT,O,O,O,O,X,O,X,O,X,O,X
JSLOZTI,O,O,O,O,X,O,X,O,X,O,X
JSLOZIT,O,O,O,O,X,O,X,O,X,O,X
JSZTILO,O,O,O,X,O,X,X,X,O,X,O
JSZTIOL,X,O,X,X,O,X,X,O,O,X,O
JSZTLIO,O,O,O,X,O,X,X,X,O,X,O
JSZTLOI,O,O,O,X,O,X,X,X,O,X,O
JSZTOIL,X,O,X,X,O,X,X,O,O,X,O
JSZTOLI,X,O,X,X,O,X,X,O,O,X,O
JSZITLO,O,O,O,X,O,X,X,X,O,X,O
JSZITOL,X,O,X,X,O,X,X,O,O,X,O
JSZILTO,O,O,O,O,O,O,X,X,O,X,X
JSZILOT,O,O,O,X,X,O,X,O,X,X,X
JSZIOTL,X,O,X,O,X,X,X,O,X,X,X
JSZIOLT,O,O,X,O,X,O,X,O,X,X,X
JSZLTIO,O,O,O,O,O,O,X,X,O,X,X
JSZLTOI,O,O,O,X,O,O,X,X,O,X,X
JSZLITO,O,O,O,O,O,O,X,X,O,X,X
JSZLIOT,O,O,O,X,X,O,X,O,X,X,X
JSZLOTI,O,O,O,O,X,O,X,O,X,O,X
JSZLOIT,O,O,O,O,X,O,X,O,X,O,X
JSZOTIL,X,O,X,O,X,X,X,O,X,O,X
JSZOTLI,X,O,X,X,X,X,X,O,X,O,X
JSZOITL,X,O,X,O,X,X,X,O,X,O,X
JSZOILT,O,O,X,O,X,O,X,O,X,O,X
JSZOLTI,O,O,X,O,X,O,X,O,X,O,X
JSZOLIT,O,O,X,O,X,O,X,O,X,O,X
JSOTILZ,X,O,O,O,X,O,X,O,X,X,X
JSOTIZL,X,O,X,O,X,X,X,O,X,X,X
JSOTLIZ,X,O,O,O,X,O,X,O,X,X,X
JSOTLZI,X,O,O,O,X,O,X,O,X,X,X
JSOTZIL,X,O,X,O,X,X,X,O,X,X,X
JSOTZLI,X,O,X,X,X,X,X,O,X,X,X
JSOITLZ,X,X,O,O,X,O,X,O,X,X,X
JSOITZL,X,X,X,O,X,X,X,O,X,X,X
JSOILTZ,X,X,O,O,X,O,X,O,X,X,X
JSOILZT,O,O,O,O,X,O,X,O,X,O,X
JSOIZTL,X,O,X,O,X,X,X,O,X,O,X
JSOIZLT,O,O,X,O,X,O,X,O,X,O,X
JSOLTIZ,O,O,O,O,X,O,X,O,X,X,X
JSOLTZI,O,O,O,O,X,O,X,O,X,X,X
JSOLITZ,X,X,O,O,X,O,X,O,X,X,X
JSOLIZT,O,O,O,O,X,O,X,O,X,O,X
JSOLZTI,O,O,O,O,X,O,X,O,X,O,X
JSOLZIT,O,O,O,O,X,O,X,O,X,O,X
JSOZTIL,X,O,X,O,X,X,X,O,X,O,X
JSOZTLI,X,O,X,X,X,X,X,O,X,O,X
JSOZITL,X,O,X,O,X,X,X,O,X,O,X
JSOZILT,O,O,X,O,X,O,X,O,X,O,X
JSOZLTI,O,O,X,O,X,O,X,O,X,O,X
JSOZLIT,O,O,X,O,X,O,X,O,X,O,X
JZTILSO,O,O,O,X,O,O,O,X,X,X,X
JZTILOS,O,O,O,X,O,X,O,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,O,X,X
JZTISOL,X,O,X,X,O,X,X,O,O,X,X
JZTIOLS,O,O,X,X,O,X,O,O,X,X,X
JZTIOSL,X,O,X,X,O,X,X,O,O,X,X
JZTLISO,O,O,O,X,O,O,O,X,X,X,X
JZTLIOS,O,O,O,X,O,X,O,X,X,X,X
JZTLSIO,O,O,O,X,O,O,O,X,X,X,X
JZTLSOI,O,O,O,X,O,O,O,X,X,X,X
JZTLOIS,O,O,O,X,O,X,O,X,X,X,X
JZTLOSI,O,O,O,X,O,X,O,X,X,X,X
JZTSILO,O,O,O,X,O,X,X,X,O,X,X
JZTSIOL,X,O,X,X,O,X,X,O,O,X,X
JZTSLIO,O,O,O,X,O,X,X,X,O,X,X
JZTSLOI,O,O,O,X,O,X,X,X,O,X,X
JZTSOIL,X,O,X,X,O,X,X,O,O,X,X
JZTSOLI,X,O,X,X,O,X,X,O,O,X,X
JZTOILS,O,O,X,X,O,X,O,O,X,X,X
JZTOISL,X,O,X,X,O,X,X,O,O,X,X
JZTOLIS,O,O,X,X,O,X,O,O,X,X,X
JZTOLSI,O,O,X,X,O,X,O,O,X,X,X
JZTOSIL,X,O,X,X,O,X,X,O,O,X,X
JZTOSLI,X,O,X,X,O,X,X,O,O,X,X
JZITLSO,O,O,O,X,O,O,O,X,X,X,X
JZITLOS,O,O,O,X,O,X,O,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X,O,X,X
JZITSOL,X,O,X,X,O,X,X,O,O,X,X
JZITOLS,O,O,X,X,O,X,O,O,X,X,X
JZITOSL,X,O,X,X,O,X,X,O,O,X,X
JZILTSO,O,O,O,X,O,O,O,X,X,X,X
JZILTOS,O,O,O,X,O,X,O,X,X,X,X
