sequence,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeFBJvhFxiBfqB0lBG?nBToBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8Je3AJvhFUiBFjBWqBT?mBStBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFFjBfqBxlBS?tBuqBTrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBfqBxlBV?tBzlBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeRBJvhFGjBzkBCnBV?tB3qBUrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBClBTmBV?tB3lBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeSFJvhFxhBTjBVrBW?tBUqB3rB
SIZTJLO,O,O,X,O,X,X,X
SIZTJOL,O,O,X,O,X,O,X
SIZTOLJ,O,O,X,X,X,O,X
SIZTOJL,O,O,X,O,X,O,X
SIZLTJO,O,O,O,O,X,X,X
SIZLTOJ,O,O,O,O,X,X,X
SIZLJTO,O,O,O,O,X,X,X
SIZLJOT,O,O,X,X,X,X,X
SIZLOTJ,O,O,O,O,X,X,X
SIZLOJT,O,O,O,X,X,X,X
SIZJTLO,O,O,X,O,X,X,X
SIZJTOL,O,O,X,O,X,X,X
SIZJLTO,O,O,O,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,O,X
SIZOTJL,O,O,X,O,X,O,X
SIZOLTJ,O,O,O,X,X,O,X
SIZOLJT,O,O,O,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,O,O,O,X,X,O,X
SIOTLZJ,O,O,O,X,X,O,X
SIOTJLZ,O,X,X,X,X,O,X
SIOTJZL,O,X,X,O,X,O,X
SIOTZLJ,O,O,O,X,X,O,X
SIOTZJL,O,O,X,O,X,O,X
SIOLTJZ,O,O,O,X,X,O,X
SIOLTZJ,O,O,O,X,X,O,X
SIOLJTZ,O,O,O,X,X,X,X
SIOLJZT,O,O,O,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X
SIOLZJT,O,O,O,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X
SIOZTLJ,O,O,O,X,X,O,X
SIOZTJL,O,O,X,O,X,O,X
SIOZLTJ,O,O,O,X,X,O,X
SIOZLJT,O,O,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,X,O,O,O,O,X,X
SLTIJOZ,X,O,X,O,O,O,X
SLTIZJO,X,O,O,O,O,X,X
SLTIZOJ,X,O,O,O,X,X,X
SLTIOJZ,X,O,O,O,O,O,X
SLTIOZJ,X,O,O,O,X,O,X
SLTJIZO,O,O,O,O,O,X,X
SLTJIOZ,O,O,X,O,O,O,X
SLTJZIO,O,O,O,O,O,X,X
SLTJZOI,O,O,O,O,X,X,X
SLTJOIZ,O,O,O,O,O,X,X
SLTJOZI,O,O,O,O,O,X,X
SLTZIJO,O,O,O,O,O,X,X
SLTZIOJ,O,O,O,O,X,X,X
SLTZJIO,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,X,X,X
SLTZOIJ,O,X,O,O,X,X,X
SLTZOJI,O,X,O,O,X,X,X
SLTOIJZ,O,X,O,O,O,X,X
SLTOIZJ,O,X,O,O,O,X,X
SLTOJIZ,O,X,O,O,O,X,X
SLTOJZI,O,X,O,O,O,X,X
SLTOZIJ,O,X,O,O,O,X,X
SLTOZJI,O,X,O,O,O,X,X
SLITJZO,X,O,O,O,O,X,X
SLITJOZ,X,O,X,O,O,O,X
SLITZJO,X,O,O,O,O,X,X
SLITZOJ,X,O,O,O,X,X,X
SLITOJZ,X,O,O,O,O,O,X
SLITOZJ,X,O,O,O,X,O,X
SLIJTZO,O,O,O,O,O,X,X
SLIJTOZ,O,O,X,O,O,X,X
SLIJZTO,O,O,O,O,X,X,X
SLIJZOT,O,O,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X
SLIZTJO,O,O,O,O,O,X,X
SLIZTOJ,O,O,O,O,X,X,X
SLIZJTO,O,O,O,O,X,X,X
SLIZJOT,O,O,X,X,X,X,X
SLIZOTJ,O,O,O,O,X,X,X
SLIZOJT,O,O,O,X,X,X,X
SLIOTJZ,O,O,O,O,O,O,X
SLIOTZJ,O,O,O,O,X,O,X
SLIOJTZ,O,O,O,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X
SLIOZTJ,O,O,O,O,X,O,X
SLIOZJT,O,O,O,X,X,X,X
SLJTIZO,O,O,O,O,O,X,X
SLJTIOZ,O,O,X,O,O,X,X
SLJTZIO,O,O,O,O,O,X,X
SLJTZOI,O,O,O,O,X,X,X
SLJTOIZ,O,O,O,O,O,X,X
SLJTOZI,O,O,O,O,X,X,X
SLJITZO,O,O,O,O,O,X,X
SLJITOZ,O,O,X,O,O,X,X
SLJIZTO,O,O,O,O,X,X,X
SLJIZOT,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X
SLJZTOI,O,O,O,O,X,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,X,O,X,X,X,X
SLJOTIZ,O,O,O,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X
SLJOIZT,O,X,O,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,O,O,O,O,O,X,X
SLZTIOJ,O,O,O,O,X,X,X
SLZTJIO,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,X,X,X
SLZTOIJ,O,X,O,O,X,X,X
SLZTOJI,O,X,O,O,X,X,X
SLZITJO,O,O,O,O,O,X,X
SLZITOJ,O,O,O,O,X,X,X
SLZIJTO,O,O,O,O,X,X,X
SLZIJOT,O,O,X,X,X,X,X
SLZIOTJ,O,O,O,O,X,X,X
SLZIOJT,O,O,O,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X
SLZJTOI,O,O,O,O,X,X,X
SLZJITO,O,O,O,O,X,X,X
SLZJIOT,O,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X
SLZJOIT,O,X,O,X,X,X,X
SLZOTIJ,O,X,O,O,X,X,X
SLZOTJI,O,X,O,O,X,X,X
SLZOITJ,O,X,O,O,X,X,X
SLZOIJT,O,X,O,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X
SLZOJIT,O,X,O,X,X,X,X
SLOTIJZ,O,X,O,O,O,X,X
SLOTIZJ,O,X,O,O,O,X,X
SLOTJIZ,O,X,O,O,O,X,X
SLOTJZI,O,X,O,O,O,X,X
SLOTZIJ,O,X,O,O,O,X,X
SLOTZJI,O,X,O,O,O,X,X
SLOITJZ,O,X,O,O,O,X,X
SLOITZJ,O,X,O,O,O,X,X
SLOIJTZ,O,X,O,X,O,X,X
SLOIJZT,O,X,O,X,X,X,X
SLOIZTJ,O,X,O,O,O,X,X
SLOIZJT,O,X,O,X,X,X,X
SLOJTIZ,O,X,O,X,O,X,X
SLOJTZI,O,X,O,X,O,X,X
SLOJITZ,O,X,O,X,O,X,X
SLOJIZT,O,X,O,X,X,X,X
SLOJZTI,O,X,O,X,X,X,X
SLOJZIT,O,X,O,X,X,X,X
SLOZTIJ,O,X,O,O,O,X,X
SLOZTJI,O,X,O,O,O,X,X
SLOZITJ,O,X,O,O,O,X,X
SLOZIJT,O,X,O,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X
SLOZJIT,O,X,O,X,X,X,X
SJTILZO,O,X,X,O,X,X,X
SJTILOZ,O,X,X,O,X,X,X
SJTIZLO,O,X,X,O,X,X,X
SJTIZOL,O,X,X,O,X,X,X
SJTIOLZ,O,X,X,X,X,X,X
SJTIOZL,O,X,X,O,X,X,X
SJTLIZO,O,O,X,O,O,X,X
SJTLIOZ,O,O,X,O,O,X,X
SJTLZIO,O,O,X,O,O,X,X
SJTLZOI,O,O,X,O,X,X,X
SJTLOIZ,O,O,X,O,O,X,X
SJTLOZI,O,O,X,O,X,X,X
SJTZILO,O,O,X,O,X,X,X
SJTZIOL,O,O,X,O,X,X,X
SJTZLIO,O,O,X,O,X,X,X
SJTZLOI,O,O,X,O,X,X,X
SJTZOIL,O,O,X,O,X,X,X
SJTZOLI,O,O,X,O,X,X,X
SJTOILZ,O,X,X,X,X,X,X
SJTOIZL,O,X,X,O,X,X,X
SJTOLIZ,O,X,X,O,X,X,X
SJTOLZI,O,X,X,O,X,X,X
SJTOZIL,O,X,X,O,X,X,X
SJTOZLI,O,X,X,O,X,X,X
SJITLZO,O,X,X,O,X,X,X
SJITLOZ,O,X,X,X,X,X,X
SJITZLO,O,X,X,O,X,X,X
SJITZOL,O,X,X,O,X,X,X
SJITOLZ,O,X,X,X,X,X,X
SJITOZL,O,X,X,O,X,X,X
SJILTZO,O,O,O,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X
SJILZOT,O,X,X,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X
SJIZTLO,O,O,X,O,X,X,X
SJIZTOL,O,O,X,O,X,X,X
SJIZLTO,O,O,O,X,X,X,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,X,X
SJLTIOZ,O,O,X,O,O,X,X
SJLTZIO,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,X,X,X
SJLTOIZ,O,O,O,O,O,X,X
SJLTOZI,O,O,O,O,X,X,X
SJLITZO,O,O,O,O,O,X,X
SJLITOZ,O,O,X,O,O,X,X
SJLIZTO,O,O,O,O,X,X,X
SJLIZOT,O,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X
SJLZTIO,O,O,O,O,X,X,X
SJLZTOI,O,O,O,O,X,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,X,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,X,O,X,X,X,X
SJLOTIZ,O,O,O,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X
SJLOIZT,O,X,O,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,O,O,X,O,X,X,O
SJZTIOL,O,O,X,O,X,X,O
SJZTLIO,O,O,X,O,X,X,O
SJZTLOI,O,O,X,O,X,X,O
SJZTOIL,O,O,X,O,X,X,O
SJZTOLI,O,O,X,O,X,X,O
SJZITLO,O,O,X,O,X,X,X
SJZITOL,O,O,X,O,X,X,X
SJZILTO,O,O,O,X,X,X,X
SJZILOT,O,X,X,X,X,X,O
SJZIOTL,O,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,O
SJZLTIO,O,O,O,O,X,X,O
SJZLTOI,O,O,O,O,X,X,O
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,X,X,X,X,X,O
SJZLOTI,O,O,O,X,X,X,O
SJZLOIT,O,X,O,X,X,X,O
SJZOTIL,O,O,X,X,X,X,O
SJZOTLI,O,O,X,X,X,X,O
SJZOITL,O,X,X,X,X,X,X
SJZOILT,O,X,O,X,X,X,O
SJZOLTI,O,O,O,X,X,X,O
SJZOLIT,O,X,O,X,X,X,O
SJOTILZ,O,X,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X
SJOTLIZ,O,X,X,X,X,X,X
SJOTLZI,O,X,X,X,X,X,X
SJOTZIL,O,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X
SJOITLZ,O,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X
SJOILTZ,O,X,O,X,X,X,X
SJOILZT,O,X,O,X,X,X,X
SJOIZTL,O,X,X,X,X,X,X
SJOIZLT,O,X,O,X,X,X,X
SJOLTIZ,O,O,O,X,X,X,X
SJOLTZI,O,O,O,X,X,X,X
SJOLITZ,O,X,O,X,X,X,X
SJOLIZT,O,X,O,X,X,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,X,O,X,X,X,X
SJOZTIL,O,O,X,X,X,X,O
SJOZTLI,O,O,X,X,X,X,O
SJOZITL,O,X,X,X,X,X,X
SJOZILT,O,X,O,X,X,X,O
SJOZLTI,O,O,O,X,X,X,O
SJOZLIT,O,X,O,X,X,X,O
SZTILJO,X,X,O,O,X,X,O
SZTILOJ,X,X,O,O,X,X,X
SZTIJLO,O,O,X,O,X,X,O
SZTIJOL,O,O,X,O,X,O,O
SZTIOLJ,O,O,X,X,X,O,X
SZTIOJL,O,O,X,O,X,O,X
SZTLIJO,O,X,O,O,O,X,O
SZTLIOJ,O,X,O,O,X,X,X
SZTLJIO,O,X,O,O,O,X,O
SZTLJOI,O,X,O,O,X,X,O
SZTLOIJ,O,X,O,O,X,X,X
SZTLOJI,O,X,O,O,X,X,X
SZTJILO,O,O,X,O,X,X,O
SZTJIOL,O,O,X,O,X,O,O
SZTJLIO,O,O,X,O,X,X,O
SZTJLOI,O,O,X,O,X,X,O
SZTJOIL,O,O,X,O,X,X,O
SZTJOLI,O,O,X,O,X,X,O
SZTOILJ,O,X,O,X,X,X,X
SZTOIJL,O,X,X,O,X,X,X
SZTOLIJ,O,X,O,O,X,X,X
SZTOLJI,O,X,O,O,X,X,X
SZTOJIL,O,X,X,O,X,X,X
SZTOJLI,O,X,X,O,X,X,X
SZITLJO,X,X,O,O,X,X,X
SZITLOJ,X,X,O,O,X,X,X
SZITJLO,O,O,X,O,X,X,X
SZITJOL,O,O,X,O,X,O,X
SZITOLJ,O,O,X,X,X,O,X
SZITOJL,O,O,X,O,X,O,X
SZILTJO,O,O,O,O,X,X,X
SZILTOJ,O,O,O,O,X,X,X
SZILJTO,O,O,O,O,X,X,X
SZILJOT,O,O,X,X,X,X,X
SZILOTJ,O,O,O,O,X,X,X
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,O,O,X,O,X,X,X
SZIJTOL,O,O,X,O,X,X,X
SZIJLTO,O,O,O,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,O,X
SZIOTJL,O,O,X,O,X,O,X
SZIOLTJ,O,O,O,X,X,O,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,O,O,O,X,O
SZLTIOJ,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,O,X,O
SZLTJOI,O,O,O,O,X,X,O
SZLTOIJ,O,X,O,O,X,X,X
SZLTOJI,O,X,O,O,X,X,X
SZLITJO,O,O,O,O,O,X,X
SZLITOJ,O,O,O,O,X,X,X
SZLIJTO,O,O,O,O,X,X,X
SZLIJOT,O,O,X,X,X,X,X
SZLIOTJ,O,O,O,O,X,X,X
SZLIOJT,O,O,O,X,X,X,X
SZLJTIO,O,O,O,O,X,X,O
SZLJTOI,O,O,O,O,X,X,O
SZLJITO,O,O,O,O,X,X,X
SZLJIOT,O,X,X,X,X,X,O
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,X,O,X,X,X,O
SZLOTIJ,O,X,O,O,X,X,X
SZLOTJI,O,X,O,O,X,X,X
SZLOITJ,O,X,O,O,X,X,X
SZLOIJT,O,X,O,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,O,O,X,O,X,X,O
SZJTIOL,O,O,X,O,X,X,O
SZJTLIO,O,O,X,O,X,X,O
SZJTLOI,O,O,X,O,X,X,O
SZJTOIL,O,O,X,O,X,X,O
SZJTOLI,O,O,X,O,X,X,O
SZJITLO,O,O,X,O,X,X,X
SZJITOL,O,O,X,O,X,X,X
SZJILTO,O,O,O,X,X,X,X
SZJILOT,O,X,X,X,X,X,O
SZJIOTL,O,X,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,O
SZJLTIO,O,O,O,O,X,X,O
SZJLTOI,O,O,O,O,X,X,O
SZJLITO,O,O,O,O,X,X,X
SZJLIOT,O,X,X,X,X,X,O
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,X,O,X,X,X,O
SZJOTIL,O,O,X,X,X,X,O
SZJOTLI,O,O,X,X,X,X,O
SZJOITL,O,X,X,X,X,X,X
SZJOILT,O,X,O,X,X,X,O
SZJOLTI,O,O,O,X,X,X,O
SZJOLIT,O,X,O,X,X,X,O
SZOTILJ,O,X,O,X,X,X,X
SZOTIJL,O,X,X,O,X,X,X
SZOTLIJ,O,X,O,O,X,X,X
SZOTLJI,O,X,O,O,X,X,X
SZOTJIL,O,X,X,O,X,X,X
SZOTJLI,O,X,X,O,X,X,X
SZOITLJ,O,X,O,X,X,X,X
SZOITJL,O,X,X,O,X,X,X
SZOILTJ,O,X,O,X,X,X,X
SZOILJT,O,X,O,X,X,X,X
SZOIJTL,O,X,X,X,X,X,X
SZOIJLT,O,X,O,X,X,X,X
SZOLTIJ,O,X,O,O,X,X,X
SZOLTJI,O,X,O,O,X,X,X
SZOLITJ,O,X,O,O,X,X,X
SZOLIJT,O,X,O,X,X,X,X
SZOLJTI,O,X,O,X,X,X,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,O,X,X,X,X,X,X
SZOJTLI,O,X,X,X,X,X,X
SZOJITL,O,X,X,X,X,X,X
SZOJILT,O,X,O,X,X,X,X
SZOJLTI,O,X,O,X,X,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,O,X,O,X,O,X,X
SOTILZJ,O,X,O,X,O,X,X
SOTIJLZ,O,X,X,X,X,X,X
SOTIJZL,O,X,X,O,X,X,X
SOTIZLJ,O,X,O,X,X,X,X
SOTIZJL,O,X,X,O,X,X,X
SOTLIJZ,O,X,O,O,O,X,X
SOTLIZJ,O,X,O,O,O,X,X
SOTLJIZ,O,X,O,O,O,X,X
SOTLJZI,O,X,O,O,O,X,X
SOTLZIJ,O,X,O,O,O,X,X
SOTLZJI,O,X,O,O,O,X,X
SOTJILZ,O,X,X,X,X,X,X
SOTJIZL,O,X,X,O,X,X,X
SOTJLIZ,O,X,X,O,O,X,X
SOTJLZI,O,X,X,O,O,X,X
SOTJZIL,O,X,X,O,X,X,X
SOTJZLI,O,X,X,O,X,X,X
SOTZILJ,O,X,O,X,X,X,X
SOTZIJL,O,X,X,O,X,X,X
SOTZLIJ,O,X,O,O,O,X,X
SOTZLJI,O,X,O,O,O,X,X
SOTZJIL,O,X,X,O,X,X,X
SOTZJLI,O,X,X,O,X,X,X
SOITLJZ,O,X,O,X,O,X,X
SOITLZJ,O,X,O,X,O,X,X
SOITJLZ,O,X,X,X,X,X,X
SOITJZL,O,X,X,O,X,X,X
SOITZLJ,O,X,O,X,X,X,X
SOITZJL,O,X,X,O,X,X,X
SOILTJZ,O,X,O,X,O,X,X
SOILTZJ,O,X,O,X,O,X,X
SOILJTZ,O,X,O,X,O,X,X
SOILJZT,O,X,O,X,X,X,X
SOILZTJ,O,X,O,X,O,X,X
SOILZJT,O,X,O,X,X,X,X
SOIJTLZ,O,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X
SOIJLTZ,O,X,O,X,X,X,X
SOIJLZT,O,X,O,X,X,X,X
SOIJZTL,O,X,X,X,X,X,X
SOIJZLT,O,X,O,X,X,X,X
SOIZTLJ,O,X,O,X,X,X,X
SOIZTJL,O,X,X,O,X,X,X
SOIZLTJ,O,X,O,X,X,X,X
SOIZLJT,O,X,O,X,X,X,X
SOIZJTL,O,X,X,X,X,X,X
SOIZJLT,O,X,O,X,X,X,X
SOLTIJZ,O,X,O,O,O,X,X
SOLTIZJ,O,X,O,O,O,X,X
SOLTJIZ,O,X,O,O,O,X,X
SOLTJZI,O,X,O,O,O,X,X
SOLTZIJ,O,X,O,O,O,X,X
SOLTZJI,O,X,O,O,O,X,X
SOLITJZ,O,X,O,O,O,X,X
SOLITZJ,O,X,O,O,O,X,X
SOLIJTZ,O,X,O,X,O,X,X
SOLIJZT,O,X,O,X,X,X,X
SOLIZTJ,O,X,O,O,O,X,X
SOLIZJT,O,X,O,X,X,X,X
SOLJTIZ,O,X,O,X,O,X,X
SOLJTZI,O,X,O,X,O,X,X
SOLJITZ,O,X,O,X,O,X,X
SOLJIZT,O,X,O,X,X,X,X
SOLJZTI,O,X,O,X,X,X,X
SOLJZIT,O,X,O,X,X,X,X
SOLZTIJ,O,X,O,O,O,X,X
SOLZTJI,O,X,O,O,O,X,X
SOLZITJ,O,X,O,O,O,X,X
SOLZIJT,O,X,O,X,X,X,X
SOLZJTI,O,X,O,X,X,X,X
SOLZJIT,O,X,O,X,X,X,X
SOJTILZ,O,X,X,X,X,X,X
SOJTIZL,O,X,X,X,X,X,X
SOJTLIZ,O,X,X,X,O,X,X
SOJTLZI,O,X,X,X,O,X,X
SOJTZIL,O,X,X,X,X,X,X
SOJTZLI,O,X,X,X,X,X,X
SOJITLZ,O,X,X,X,X,X,X
SOJITZL,O,X,X,X,X,X,X
SOJILTZ,O,X,O,X,X,X,X
SOJILZT,O,X,O,X,X,X,X
SOJIZTL,O,X,X,X,X,X,X
SOJIZLT,O,X,O,X,X,X,X
SOJLTIZ,O,X,O,X,O,X,X
SOJLTZI,O,X,O,X,O,X,X
SOJLITZ,O,X,O,X,O,X,X
SOJLIZT,O,X,O,X,X,X,X
SOJLZTI,O,X,O,X,X,X,X
SOJLZIT,O,X,O,X,X,X,X
SOJZTIL,O,X,X,X,X,X,X
SOJZTLI,O,X,X,X,X,X,X
SOJZITL,O,X,X,X,X,X,X
SOJZILT,O,X,O,X,X,X,X
SOJZLTI,O,X,O,X,X,X,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,O,X,O,X,X,X,X
SOZTIJL,O,X,X,O,X,X,X
SOZTLIJ,O,X,O,O,O,X,X
SOZTLJI,O,X,O,O,O,X,X
SOZTJIL,O,X,X,O,X,X,X
SOZTJLI,O,X,X,O,X,X,X
SOZITLJ,O,X,O,X,X,X,X
SOZITJL,O,X,X,O,X,X,X
SOZILTJ,O,X,O,X,X,X,X
SOZILJT,O,X,O,X,X,X,X
SOZIJTL,O,X,X,X,X,X,X
SOZIJLT,O,X,O,X,X,X,X
SOZLTIJ,O,X,O,O,O,X,X
SOZLTJI,O,X,O,O,O,X,X
SOZLITJ,O,X,O,O,O,X,X
SOZLIJT,O,X,O,X,X,X,X
SOZLJTI,O,X,O,X,X,X,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,O,X,X,X,X,X,X
SOZJTLI,O,X,X,X,X,X,X
SOZJITL,O,X,X,X,X,X,X
SOZJILT,O,X,O,X,X,X,X
SOZJLTI,O,X,O,X,X,X,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,X,O,X,O,X,X,O
ZTILJOS,X,O,X,X,X,O,O
ZTILSJO,X,O,X,O,X,X,O
ZTILSOJ,X,O,X,O,X,X,X
ZTILOJS,X,O,X,X,X,O,O
ZTILOSJ,X,O,X,X,X,O,X
ZTIJLSO,X,O,X,O,X,X,O
ZTIJLOS,X,O,X,X,X,O,O
ZTIJSLO,X,O,X,O,X,X,O
ZTIJSOL,X,O,X,O,X,O,O
ZTIJOLS,X,O,X,X,X,O,O
ZTIJOSL,X,O,X,X,X,O,O
ZTISLJO,X,X,X,O,X,X,O
ZTISLOJ,X,X,X,O,X,X,X
ZTISJLO,X,O,X,O,X,X,O
ZTISJOL,X,O,X,O,X,O,O
ZTISOLJ,X,O,X,X,X,O,X
ZTISOJL,X,O,X,O,X,O,X
ZTIOLJS,X,O,X,X,X,O,O
ZTIOLSJ,X,O,X,X,X,O,X
ZTIOJLS,X,O,X,X,X,O,O
ZTIOJSL,X,O,X,X,X,O,O
ZTIOSLJ,X,O,X,X,X,O,X
ZTIOSJL,X,O,X,X,X,O,X
ZTLIJSO,X,O,X,O,O,X,O
ZTLIJOS,X,O,X,X,O,O,O
ZTLISJO,X,O,O,O,X,X,O
ZTLISOJ,X,O,O,O,X,X,X
ZTLIOJS,X,O,X,X,X,O,O
ZTLIOSJ,X,O,O,X,X,O,X
ZTLJISO,X,O,X,O,O,X,O
ZTLJIOS,X,O,X,X,O,O,O
ZTLJSIO,X,O,O,O,O,X,O
ZTLJSOI,X,O,O,O,X,X,O
ZTLJOIS,X,X,X,X,O,X,O
ZTLJOSI,X,O,O,O,O,X,O
ZTLSIJO,X,O,O,O,O,X,O
ZTLSIOJ,X,O,O,O,X,X,X
ZTLSJIO,X,O,O,O,O,X,O
ZTLSJOI,X,O,O,O,X,X,O
ZTLSOIJ,X,X,O,O,X,X,X
ZTLSOJI,X,X,O,O,X,X,X
ZTLOIJS,X,O,X,X,O,X,O
ZTLOISJ,X,O,O,X,X,X,X
ZTLOJIS,X,X,X,X,O,X,O
ZTLOJSI,X,O,O,O,O,X,O
ZTLOSIJ,X,X,O,O,O,X,X
ZTLOSJI,X,X,O,O,O,X,X
ZTJILSO,X,O,X,O,X,X,O
ZTJILOS,X,X,X,X,X,O,O
ZTJISLO,X,O,X,O,X,X,O
ZTJISOL,X,O,X,O,X,O,O
ZTJIOLS,X,O,X,X,X,O,O
ZTJIOSL,X,O,X,X,X,O,O
ZTJLISO,X,O,X,O,O,X,O
ZTJLIOS,X,X,X,X,O,O,O
ZTJLSIO,X,O,X,O,O,X,O
ZTJLSOI,X,O,X,O,X,X,O
ZTJLOIS,X,X,X,X,O,X,O
ZTJLOSI,X,O,X,O,O,X,O
ZTJSILO,X,O,X,O,X,X,O
ZTJSIOL,X,O,X,O,X,O,O
ZTJSLIO,X,O,X,O,X,X,O
ZTJSLOI,X,O,X,O,X,X,O
ZTJSOIL,X,O,X,O,X,X,O
ZTJSOLI,X,O,X,O,X,X,O
ZTJOILS,X,X,X,X,X,O,O
ZTJOISL,X,X,X,X,X,O,O
ZTJOLIS,X,X,X,X,O,X,O
ZTJOLSI,X,X,X,O,O,X,O
ZTJOSIL,X,O,X,O,X,X,O
ZTJOSLI,X,O,X,O,X,X,O
ZTSILJO,X,X,O,O,X,X,O
ZTSILOJ,X,X,O,O,X,X,X
ZTSIJLO,X,O,X,O,X,X,O
ZTSIJOL,X,O,X,O,X,O,O
ZTSIOLJ,X,O,X,X,X,O,X
ZTSIOJL,X,O,X,O,X,O,X
ZTSLIJO,X,X,O,O,O,X,O
ZTSLIOJ,X,X,O,O,X,X,X
ZTSLJIO,X,X,O,O,O,X,O
ZTSLJOI,X,X,O,O,X,X,O
ZTSLOIJ,X,X,O,O,X,X,X
ZTSLOJI,X,X,O,O,X,X,X
ZTSJILO,X,O,X,O,X,X,O
ZTSJIOL,X,O,X,O,X,O,O
ZTSJLIO,X,O,X,O,X,X,O
