sequence,v115@FhB8IeA8HeE8CeD8Jei/IvhFzgB3kBRnBGnB0qBlrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFflBxgB0iBVsBzqBGrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFzfB+lB0iBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8Jex/IvhFCiBTkB2qBlnB3rB8qB,v115@FhB8IeA8HeE8CeD8JeOEJvhF6lB0iBzkBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8JeT/IvhFCiB2rBlnBxpB/qBUrB,v115@FhB8IeA8HeE8CeD8Je1FJvhFxhB0kBurB3nBikBzqB,v115@FhB8IeA8HeE8CeD8JeOEJvhF8kBXhBRnB1qBTnBSwB
JOLIZTS,X,X,O,X,O,X,X,X
JOLIZST,X,X,O,X,O,X,X,X
JOLSTIZ,X,O,X,O,X,X,O,X
JOLSTZI,X,O,X,O,X,X,O,X
JOLSITZ,X,O,O,X,O,X,O,X
JOLSIZT,X,O,O,X,O,X,X,X
JOLSZTI,X,O,X,X,X,X,O,X
JOLSZIT,X,O,O,X,O,X,X,X
JOLZTIS,X,X,O,X,O,X,X,X
JOLZTSI,X,O,X,X,X,X,O,X
JOLZITS,X,X,O,X,O,X,X,X
JOLZIST,X,X,O,X,O,X,X,X
JOLZSTI,X,O,X,X,X,X,O,X
JOLZSIT,X,O,O,X,O,X,X,X
JOSTILZ,X,X,X,O,X,X,O,X
JOSTIZL,X,X,X,O,X,X,O,X
JOSTLIZ,X,X,X,O,X,X,O,X
JOSTLZI,X,X,X,O,X,X,O,X
JOSTZIL,X,X,X,O,X,X,O,X
JOSTZLI,X,X,X,O,X,X,O,X
JOSITLZ,X,X,X,O,X,X,O,X
JOSITZL,X,X,X,O,X,X,O,X
JOSILTZ,X,X,X,X,O,X,O,X
JOSILZT,X,X,X,X,O,X,X,X
JOSIZTL,X,X,X,X,X,X,O,X
JOSIZLT,X,X,X,X,O,X,X,X
JOSLTIZ,X,X,X,O,X,X,O,X
JOSLTZI,X,X,X,O,X,X,O,X
JOSLITZ,X,X,X,X,O,X,O,X
JOSLIZT,X,X,X,X,O,X,X,X
JOSLZTI,X,X,X,X,X,X,O,X
JOSLZIT,X,X,X,X,O,X,X,X
JOSZTIL,X,X,X,O,X,X,O,X
JOSZTLI,X,X,X,O,X,X,O,X
JOSZITL,X,X,X,X,X,X,O,X
JOSZILT,X,X,X,X,O,X,X,X
JOSZLTI,X,X,X,X,X,X,O,X
JOSZLIT,X,X,X,X,O,X,X,X
JOZTILS,X,X,X,X,O,X,X,X
JOZTISL,X,X,X,X,X,X,O,X
JOZTLIS,X,X,X,X,O,X,X,X
JOZTLSI,X,O,X,X,X,X,O,X
JOZTSIL,X,X,X,O,X,X,O,X
JOZTSLI,X,X,X,O,X,X,O,X
JOZITLS,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,O,X
JOZILTS,X,X,O,X,O,X,X,X
JOZILST,X,X,O,X,O,X,X,X
JOZISTL,X,X,X,X,X,X,O,O
JOZISLT,X,X,X,X,O,X,X,X
JOZLTIS,X,X,O,X,O,X,X,X
JOZLTSI,X,O,X,X,X,X,O,X
JOZLITS,X,X,O,X,O,X,X,X
JOZLIST,X,X,O,X,O,X,X,X
JOZLSTI,X,O,X,X,X,X,O,X
JOZLSIT,X,O,O,X,O,X,X,X
JOZSTIL,X,X,X,O,X,X,O,X
JOZSTLI,X,X,X,O,X,X,O,X
JOZSITL,X,X,X,X,X,X,O,X
JOZSILT,X,X,X,X,O,X,X,X
JOZSLTI,X,X,X,X,X,X,O,X
JOZSLIT,X,X,X,X,O,X,X,X
STILJZO,O,X,X,X,X,X,X,X
STILJOZ,O,X,X,O,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X
STILOJZ,O,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,O,X,X
STIJLOZ,O,X,X,O,X,O,X,X
STIJZLO,O,X,X,X,X,O,O,X
STIJZOL,O,X,X,X,X,O,O,X
STIJOLZ,O,X,X,O,X,O,O,X
STIJOZL,X,X,X,O,X,O,O,X
STIZLJO,O,X,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,O,X
STIZJOL,O,X,X,X,X,X,O,X
STIZOLJ,O,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,O,X,X
STIOJZL,X,X,X,O,X,O,X,X
STIOZLJ,O,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,O,X,X
STLJIOZ,O,X,X,O,X,O,X,X
STLJZIO,O,O,X,X,X,X,X,X
STLJZOI,O,O,X,O,X,X,X,X
STLJOIZ,O,O,X,O,X,X,X,X
STLJOZI,X,O,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X
STLZJOI,O,O,X,O,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,X
STLOIJZ,O,O,X,O,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,X
STLOJZI,X,O,X,O,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X
STJILZO,O,X,X,X,X,O,X,X
STJILOZ,O,X,X,O,X,O,X,X
STJIZLO,O,X,X,X,X,O,O,X
STJIZOL,O,X,X,X,X,O,O,X
STJIOLZ,O,X,X,O,X,O,O,X
STJIOZL,X,X,X,O,X,O,O,X
STJLIZO,O,X,X,X,X,O,X,X
STJLIOZ,O,X,X,O,X,O,X,X
STJLZIO,O,X,X,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,X
STJLOZI,X,X,X,O,X,X,X,X
STJZILO,O,X,X,X,X,X,O,X
STJZIOL,O,X,X,X,X,X,O,X
STJZLIO,O,X,X,X,X,X,O,X
STJZLOI,O,X,X,O,X,X,O,X
STJZOIL,O,X,X,O,X,X,O,X
STJZOLI,O,X,X,O,X,X,O,X
STJOILZ,O,X,X,O,X,X,O,X
STJOIZL,X,X,X,O,X,X,O,X
STJOLIZ,O,X,X,O,X,X,O,X
STJOLZI,X,X,X,O,X,X,O,X
STJOZIL,X,X,X,O,X,X,O,X
STJOZLI,X,X,X,O,X,X,O,X
STZILJO,O,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,X,X,X
STZIJLO,O,X,X,X,X,X,O,X
STZIJOL,O,X,X,X,X,X,O,X
STZIOLJ,O,X,X,X,X,X,X,X
STZIOJL,O,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,X,O,X
STZLJOI,O,O,X,O,X,X,O,X
STZLOIJ,O,O,X,X,X,X,X,X
STZLOJI,O,O,X,O,X,X,X,X
STZJILO,O,X,X,X,X,X,O,X
STZJIOL,O,X,X,X,X,X,O,X
STZJLIO,O,X,X,X,X,X,O,X
STZJLOI,O,X,X,O,X,X,O,X
STZJOIL,O,X,X,O,X,X,O,X
STZJOLI,O,X,X,O,X,X,O,X
STZOILJ,O,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,X,O,X
STZOLIJ,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,O,X,X,O,X
STZOJIL,O,X,X,O,X,X,O,X
STZOJLI,O,X,X,O,X,X,O,X
STOILJZ,O,X,X,O,X,X,X,X
STOILZJ,O,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,X,O,X
STOIJZL,X,X,X,O,X,X,O,X
STOIZLJ,O,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,O,X
STOLIJZ,O,O,X,O,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X
STOLJIZ,O,O,X,O,X,X,O,X
STOLJZI,X,O,X,O,X,X,O,X
STOLZIJ,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,O,X,X,O,X
STOJILZ,O,X,X,O,X,X,O,X
STOJIZL,X,X,X,O,X,X,O,X
STOJLIZ,O,X,X,O,X,X,O,X
STOJLZI,X,X,X,O,X,X,O,X
STOJZIL,X,X,X,O,X,X,O,X
STOJZLI,X,X,X,O,X,X,O,X
STOZILJ,O,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,O,X
STOZLIJ,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,O,X,X,O,X
STOZJIL,O,X,X,O,X,X,O,X
STOZJLI,O,X,X,O,X,X,O,X
SITLJZO,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,O,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X
SITLOJZ,O,X,X,O,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,O,X,X
SITJLOZ,O,X,X,O,X,O,X,X
SITJZLO,O,X,X,X,X,O,O,O
SITJZOL,O,X,X,X,X,O,O,O
SITJOLZ,O,X,X,O,X,O,O,X
SITJOZL,X,X,X,O,X,O,O,X
SITZLJO,O,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,O,O
SITZJOL,O,X,X,X,X,X,O,O
SITZOLJ,O,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,O,X,X
SITOJZL,X,X,X,O,X,O,X,X
SITOZLJ,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X
SILJZTO,X,X,O,X,X,X,O,O
SILJZOT,O,X,O,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,O,X
SILJOZT,X,X,O,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,O,O
SILZJOT,O,X,O,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X
SIJTLZO,O,X,X,X,X,O,X,X
SIJTLOZ,O,X,X,O,X,O,X,X
SIJTZLO,O,X,X,X,X,O,O,O
SIJTZOL,O,X,X,X,X,O,O,O
SIJTOLZ,O,X,X,O,X,O,O,X
SIJTOZL,X,X,X,O,X,O,O,X
SIJLTZO,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,O,O
SIJLZOT,O,X,O,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,O,X
SIJLOZT,X,X,O,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,O,O
SIJZTOL,X,X,X,X,X,X,O,O
SIJZLTO,X,X,O,X,X,X,O,O
SIJZLOT,O,X,O,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,O,O
SIJZOLT,O,X,X,X,O,X,X,X
SIJOTLZ,X,X,X,O,X,O,O,X
SIJOTZL,X,X,X,O,X,O,O,X
SIJOLTZ,X,X,X,X,O,X,O,X
SIJOLZT,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,O,O
SIJOZLT,X,X,X,X,O,X,X,X
SIZTLJO,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,O,O
SIZTJOL,O,X,X,X,X,X,O,O
SIZTOLJ,O,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,O,O
SIZLJOT,O,X,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,O,O
SIZJTOL,X,X,X,X,X,X,O,O
SIZJLTO,X,X,O,X,X,X,O,O
SIZJLOT,O,X,O,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,O,O
SIZJOLT,O,X,X,X,O,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,X,X,X
SIZOJTL,X,X,X,X,X,X,O,O
SIZOJLT,O,X,X,X,O,X,X,X
SIOTLJZ,O,X,X,O,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,O,O,X
SIOTJZL,X,X,X,O,X,O,O,X
SIOTZLJ,O,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,O,X
SIOLTJZ,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,X,X,X
SIOLJZT,X,X,X,X,O,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,O,X,O,O,X
SIOJTZL,X,X,X,O,X,O,O,X
SIOJLTZ,X,X,X,X,O,X,O,X
SIOJLZT,X,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,O,O
SIOJZLT,X,X,X,X,O,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,O,X
SIOZLTJ,O,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,X,X
SIOZJTL,X,X,X,X,X,X,O,O
SIOZJLT,O,X,X,X,O,X,X,X
SLTIJZO,O,O,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X
SLTJZOI,O,O,X,O,X,X,X,X
SLTJOIZ,O,O,X,O,X,X,X,X
SLTJOZI,X,O,X,O,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X
SLTZJOI,O,O,X,O,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,X
SLTOIJZ,O,O,X,O,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,X
SLTOJZI,X,O,X,O,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,X,X
SLIJZTO,X,O,O,X,X,X,O,X
SLIJZOT,O,O,O,X,X,X,X,X
SLIJOTZ,X,O,O,X,X,X,O,X
SLIJOZT,X,O,O,X,X,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X
SLIZJTO,X,O,O,X,X,X,O,X
SLIZJOT,O,O,O,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X,X
SLIOJZT,X,O,O,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X
SLJTIZO,O,O,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X
SLJTZOI,O,O,X,O,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X
SLJTOZI,X,O,X,O,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X
SLJITOZ,O,X,O,X,X,X,X,X
SLJIZTO,X,O,O,X,X,X,O,X
SLJIZOT,O,O,O,X,X,X,X,X
SLJIOTZ,X,O,O,X,X,X,O,X
SLJIOZT,X,O,O,X,X,X,X,X
SLJZTIO,O,O,X,X,X,X,O,X
SLJZTOI,O,O,X,X,X,X,O,X
SLJZITO,X,O,O,X,X,X,O,X
SLJZIOT,O,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,O,X
SLJZOIT,O,O,O,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,O,X
SLJOTZI,X,O,X,O,X,X,O,X
SLJOITZ,X,O,O,X,X,X,O,X
SLJOIZT,X,O,O,X,X,X,X,X
SLJOZTI,X,O,X,X,X,X,O,X
SLJOZIT,X,O,O,X,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,O,X
SLZTJOI,O,O,X,X,X,X,O,X
SLZTOIJ,O,O,X,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X
SLZIJTO,X,O,O,X,X,X,O,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,X,X,X,X,O,X
SLZJTOI,O,O,X,X,X,X,O,X
SLZJITO,X,O,O,X,X,X,O,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,O,X
SLZJOIT,O,O,O,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,O,X
SLZOITJ,O,O,X,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,O,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,O,X,X,O,X
SLOTJZI,X,O,X,O,X,X,O,X
SLOTZIJ,O,O,X,X,X,X,X,X
SLOTZJI,O,O,X,O,X,X,O,X
SLOITJZ,O,O,X,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X
SLOIJTZ,X,O,O,X,X,X,X,X
SLOIJZT,X,O,O,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X
SLOJTIZ,X,O,X,O,X,X,O,X
SLOJTZI,X,O,X,O,X,X,O,X
SLOJITZ,X,O,O,X,X,X,O,X
SLOJIZT,X,O,O,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,O,X
SLOJZIT,X,O,O,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,O,X
SLOZITJ,O,O,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,O,X
SLOZJIT,O,O,O,X,X,X,X,X
SJTILZO,O,X,X,X,X,O,X,X
SJTILOZ,O,X,X,O,X,O,X,X
SJTIZLO,O,X,X,X,X,O,O,X
SJTIZOL,O,X,X,X,X,O,O,X
SJTIOLZ,O,X,X,O,X,O,O,X
SJTIOZL,X,X,X,O,X,O,O,X
SJTLIZO,O,X,X,X,X,O,X,X
SJTLIOZ,O,X,X,O,X,O,X,X
SJTLZIO,O,X,X,X,X,X,X,X
SJTLZOI,O,X,X,O,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,X
SJTLOZI,X,X,X,O,X,X,X,X
SJTZILO,O,X,X,X,X,X,O,X
SJTZIOL,O,X,X,X,X,X,O,X
SJTZLIO,O,X,X,X,X,X,O,X
SJTZLOI,O,X,X,O,X,X,O,X
SJTZOIL,O,X,X,O,X,X,O,X
SJTZOLI,O,X,X,O,X,X,O,X
SJTOILZ,O,X,X,O,X,X,O,X
SJTOIZL,X,X,X,O,X,X,O,X
SJTOLIZ,O,X,X,O,X,X,O,X
SJTOLZI,X,X,X,O,X,X,O,X
SJTOZIL,X,X,X,O,X,X,O,X
SJTOZLI,X,X,X,O,X,X,O,X
SJITLZO,O,X,X,X,X,O,X,X
SJITLOZ,O,X,X,O,X,O,X,X
SJITZLO,O,X,X,X,X,O,O,O
SJITZOL,O,X,X,X,X,O,O,O
SJITOLZ,O,X,X,O,X,O,O,X
SJITOZL,X,X,X,O,X,O,O,X
SJILTZO,O,X,O,X,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X,X
SJILZTO,X,X,O,X,X,X,O,O
SJILZOT,O,X,O,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,O,X
SJILOZT,X,X,O,X,X,X,X,X
SJIZTLO,X,X,X,X,X,X,O,O
SJIZTOL,X,X,X,X,X,X,O,O
SJIZLTO,X,X,O,X,X,X,O,O
SJIZLOT,O,X,O,X,X,X,X,X
SJIZOTL,X,X,X,X,X,X,O,O
SJIZOLT,O,X,X,X,O,X,X,X
SJIOTLZ,X,X,X,O,X,O,O,X
SJIOTZL,X,X,X,O,X,O,O,X
SJIOLTZ,X,X,X,X,O,X,O,X
SJIOLZT,X,X,X,X,O,X,X,X
SJIOZTL,X,X,X,X,X,X,O,O
SJIOZLT,X,X,X,X,O,X,X,X
SJLTIZO,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,X,X
SJLTZIO,O,X,X,X,X,X,X,X
SJLTZOI,O,X,X,O,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,X
SJLTOZI,X,X,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,X,X,X
SJLITOZ,O,X,O,X,X,X,X,X
SJLIZTO,X,X,O,X,X,X,O,X
SJLIZOT,O,X,O,X,X,X,X,X
SJLIOTZ,X,X,O,X,X,X,O,X
SJLIOZT,X,X,O,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,O,X
SJLZTOI,O,X,X,X,X,X,O,X
SJLZITO,X,X,O,X,X,X,O,X
SJLZIOT,O,X,O,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,O,X
SJLZOIT,O,X,O,X,X,X,X,X
SJLOTIZ,X,X,X,O,X,X,O,X
SJLOTZI,X,X,X,O,X,X,O,X
SJLOITZ,X,X,O,X,X,X,O,X
SJLOIZT,X,X,O,X,X,X,X,X
SJLOZTI,X,X,X,X,X,X,O,X
SJLOZIT,X,X,O,X,X,X,X,X
SJZTILO,O,X,X,X,X,X,O,X
SJZTIOL,O,X,X,X,X,X,O,X
SJZTLIO,O,X,X,X,X,X,O,X
SJZTLOI,O,X,X,O,X,X,O,X
SJZTOIL,O,X,X,O,X,X,O,X
SJZTOLI,O,X,X,O,X,X,O,X
SJZITLO,X,X,X,X,X,X,O,O
SJZITOL,X,X,X,X,X,X,O,O
SJZILTO,X,X,O,X,X,X,O,O
SJZILOT,O,X,O,X,X,X,X,X
SJZIOTL,X,X,X,X,X,X,O,O
SJZIOLT,O,X,X,X,O,X,X,X
SJZLTIO,O,X,X,X,X,X,O,X
SJZLTOI,O,X,X,X,X,X,O,X
SJZLITO,X,X,O,X,X,X,O,X
SJZLIOT,O,X,O,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,O,X
SJZLOIT,O,X,O,X,X,X,X,X
SJZOTIL,O,X,X,O,X,X,O,X
SJZOTLI,O,X,X,O,X,X,O,X
SJZOITL,X,X,X,X,X,X,O,X
SJZOILT,O,X,X,X,O,X,X,X
SJZOLTI,O,X,X,X,X,X,O,X
SJZOLIT,O,X,X,X,O,X,X,X
SJOTILZ,X,X,X,O,X,X,O,X
SJOTIZL,X,X,X,O,X,X,O,X
SJOTLIZ,X,X,X,O,X,X,O,X
SJOTLZI,X,X,X,O,X,X,O,X
SJOTZIL,X,X,X,O,X,X,O,X
SJOTZLI,X,X,X,O,X,X,O,X
SJOITLZ,X,X,X,O,X,X,O,X
SJOITZL,X,X,X,O,X,X,O,X
SJOILTZ,X,X,X,X,O,X,O,X
SJOILZT,X,X,X,X,O,X,X,X
SJOIZTL,X,X,X,X,X,X,O,X
SJOIZLT,X,X,X,X,O,X,X,X
SJOLTIZ,X,X,X,O,X,X,O,X
SJOLTZI,X,X,X,O,X,X,O,X
SJOLITZ,X,X,X,X,O,X,O,X
SJOLIZT,X,X,X,X,O,X,X,X
SJOLZTI,X,X,X,X,X,X,O,X
SJOLZIT,X,X,X,X,O,X,X,X
SJOZTIL,X,X,X,O,X,X,O,X
SJOZTLI,X,X,X,O,X,X,O,X
SJOZITL,X,X,X,X,X,X,O,X
SJOZILT,X,X,X,X,O,X,X,X
SJOZLTI,X,X,X,X,X,X,O,X
SJOZLIT,X,X,X,X,O,X,X,X
SZTILJO,O,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X,X,X
SZTIJLO,O,X,X,X,X,X,O,X
SZTIJOL,O,X,X,X,X,X,O,X
SZTIOLJ,O,X,X,X,X,X,X,X
SZTIOJL,O,X,X,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,O,X
SZTLJOI,O,O,X,O,X,X,O,X
SZTLOIJ,O,O,X,X,X,X,X,X
SZTLOJI,O,O,X,O,X,X,X,X
SZTJILO,O,X,X,X,X,X,O,X
SZTJIOL,O,X,X,X,X,X,O,X
SZTJLIO,O,X,X,X,X,X,O,X
SZTJLOI,O,X,X,O,X,X,O,X
SZTJOIL,O,X,X,O,X,X,O,X
SZTJOLI,O,X,X,O,X,X,O,X
SZTOILJ,O,X,X,X,X,X,X,X
SZTOIJL,O,X,X,X,X,X,O,X
SZTOLIJ,O,O,X,X,X,X,X,X
SZTOLJI,O,O,X,O,X,X,O,X
SZTOJIL,O,X,X,O,X,X,O,X
SZTOJLI,O,X,X,O,X,X,O,X
SZITLJO,O,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,X,X
SZITJLO,O,X,X,X,X,X,O,O
SZITJOL,O,X,X,X,X,X,O,O
SZITOLJ,O,X,X,X,X,X,X,X
