sequence,v115@vhGc/I5oB6rBmnBTpB3qB0sB,v115@vhG8/IZkBasBusBctBzpBXrB,v115@vhGz8I5oBOpBXlB0mBUrByxB,v115@vhH+CJzfBKpBUmB/tBFqB0sBRwB,v115@vhGz7IWnBKpBUmB/tB0sBRwB,v115@vhG0AJ5oB3mBatB2uB0qBTsB,v115@vhG8AJZkBzkBusBctB3qBywB
SLTIJOZ,O,O,X,X,X,X,O
SLTIZJO,X,X,O,O,O,X,O
SLTIZOJ,X,X,O,X,O,X,O
SLTIOJZ,O,O,X,X,X,X,O
SLTIOZJ,O,O,X,X,X,X,O
SLTJIZO,X,X,O,O,O,X,O
SLTJIOZ,O,O,X,X,X,X,O
SLTJZIO,X,X,O,X,X,X,O
SLTJZOI,X,X,O,X,X,X,O
SLTJOIZ,O,O,X,X,X,X,O
SLTJOZI,O,O,X,X,X,X,O
SLTZIJO,X,X,O,X,X,X,O
SLTZIOJ,X,X,O,X,X,X,O
SLTZJIO,X,X,O,X,X,X,O
SLTZJOI,X,X,O,X,X,X,O
SLTZOIJ,X,X,O,X,X,X,O
SLTZOJI,X,X,O,X,X,X,O
SLTOIJZ,O,O,X,X,X,X,O
SLTOIZJ,O,O,X,X,X,X,O
SLTOJIZ,O,O,X,X,X,X,O
SLTOJZI,O,O,X,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,O
SLTOZJI,O,O,X,X,X,X,O
SLITJZO,X,X,O,O,O,X,O
SLITJOZ,O,O,X,X,X,X,O
SLITZJO,X,X,O,O,O,X,O
SLITZOJ,X,X,O,X,O,X,O
SLITOJZ,O,O,X,X,X,X,O
SLITOZJ,O,O,X,X,X,X,O
SLIJTZO,X,X,O,O,O,X,O
SLIJTOZ,O,O,X,X,X,X,O
SLIJZTO,X,X,O,O,O,X,O
SLIJZOT,O,O,O,O,O,O,O
SLIJOTZ,O,O,X,X,X,O,O
SLIJOZT,O,O,O,O,O,O,O
SLIZTJO,X,X,O,O,O,X,O
SLIZTOJ,X,X,O,X,O,X,O
SLIZJTO,X,X,O,O,O,X,O
SLIZJOT,O,O,O,O,O,O,O
SLIZOTJ,O,O,O,X,O,O,O
SLIZOJT,O,O,O,O,O,O,O
SLIOTJZ,O,O,X,X,X,O,O
SLIOTZJ,O,O,X,X,X,O,O
SLIOJTZ,O,O,X,X,X,O,O
SLIOJZT,O,O,O,O,O,O,O
SLIOZTJ,O,O,O,X,O,O,O
SLIOZJT,O,O,O,O,O,O,O
SLJTIZO,X,X,O,O,O,X,O
SLJTIOZ,O,O,X,X,X,X,O
SLJTZIO,X,X,O,X,X,X,O
SLJTZOI,X,X,O,X,X,X,O
SLJTOIZ,O,O,X,X,X,X,O
SLJTOZI,O,O,X,X,X,X,O
SLJITZO,X,X,O,O,O,X,O
SLJITOZ,O,O,X,X,X,X,O
SLJIZTO,X,X,O,O,O,X,O
SLJIZOT,O,O,O,O,O,O,O
SLJIOTZ,O,O,X,X,X,O,O
SLJIOZT,O,O,O,O,O,O,O
SLJZTIO,X,X,O,X,X,X,O
SLJZTOI,X,X,O,X,X,X,O
SLJZITO,X,X,O,O,O,X,O
SLJZIOT,O,O,O,O,O,O,O
SLJZOTI,O,O,O,X,X,O,O
SLJZOIT,O,O,O,X,X,O,O
SLJOTIZ,O,O,X,X,X,O,O
SLJOTZI,O,O,X,X,X,O,O
SLJOITZ,O,O,X,X,X,O,O
SLJOIZT,O,O,O,O,O,O,O
SLJOZTI,O,O,O,X,X,O,O
SLJOZIT,O,O,O,X,X,O,O
SLZTIJO,X,X,O,X,X,X,O
SLZTIOJ,X,X,O,X,X,X,O
SLZTJIO,X,X,O,X,X,X,O
SLZTJOI,X,X,O,X,X,X,O
SLZTOIJ,X,X,O,X,X,X,O
SLZTOJI,X,X,O,X,X,X,O
SLZITJO,X,X,O,O,O,X,O
SLZITOJ,X,X,O,X,O,X,O
SLZIJTO,X,X,O,O,O,X,O
SLZIJOT,O,O,O,O,O,O,O
SLZIOTJ,O,O,O,X,O,O,O
SLZIOJT,O,O,O,O,O,O,O
SLZJTIO,X,X,O,X,X,X,O
SLZJTOI,X,X,O,X,X,X,O
SLZJITO,X,X,O,O,O,X,O
SLZJIOT,O,O,O,O,O,O,O
SLZJOTI,O,O,O,X,X,O,O
SLZJOIT,O,O,O,X,X,O,O
SLZOTIJ,O,O,O,X,X,O,O
SLZOTJI,O,O,O,X,X,O,O
SLZOITJ,O,O,O,X,X,O,O
SLZOIJT,O,O,O,X,X,O,O
SLZOJTI,O,O,O,X,X,O,O
SLZOJIT,O,O,O,X,X,O,O
SLOTIJZ,O,O,X,X,X,O,O
SLOTIZJ,O,O,X,X,X,O,O
SLOTJIZ,O,O,X,X,X,O,O
SLOTJZI,O,O,X,X,X,O,O
SLOTZIJ,O,O,X,X,X,O,O
SLOTZJI,O,O,X,X,X,O,O
SLOITJZ,O,O,X,X,X,O,O
SLOITZJ,O,O,X,X,X,O,O
SLOIJTZ,O,O,X,X,X,O,O
SLOIJZT,O,O,O,O,O,O,O
SLOIZTJ,O,O,O,X,O,O,O
SLOIZJT,O,O,O,O,O,O,O
SLOJTIZ,O,O,X,X,X,O,O
SLOJTZI,O,O,X,X,X,O,O
SLOJITZ,O,O,X,X,X,O,O
SLOJIZT,O,O,O,O,O,O,O
SLOJZTI,O,O,O,X,X,O,O
SLOJZIT,O,O,O,X,X,O,O
SLOZTIJ,O,O,O,X,X,O,O
SLOZTJI,O,O,O,X,X,O,O
SLOZITJ,O,O,O,X,X,O,O
SLOZIJT,O,O,O,X,X,O,O
SLOZJTI,O,O,O,X,X,O,O
SLOZJIT,O,O,O,X,X,O,O
SJTILZO,X,X,O,O,O,X,O
SJTILOZ,O,O,X,X,X,X,O
SJTIZLO,X,X,O,O,O,X,O
SJTIZOL,X,X,O,X,O,O,O
SJTIOLZ,O,O,X,X,X,O,O
SJTIOZL,O,O,X,X,X,O,O
SJTLIZO,X,X,O,O,O,X,O
SJTLIOZ,O,O,X,X,X,X,O
SJTLZIO,X,X,O,X,X,X,O
SJTLZOI,X,X,O,X,X,X,O
SJTLOIZ,O,O,X,X,X,X,O
SJTLOZI,O,O,X,X,X,X,O
SJTZILO,X,X,O,X,X,X,O
SJTZIOL,X,X,O,X,X,O,O
SJTZLIO,X,X,O,X,X,X,O
SJTZLOI,X,X,O,X,X,X,O
SJTZOIL,X,X,O,X,X,O,O
SJTZOLI,X,X,O,X,X,O,O
SJTOILZ,O,O,X,X,X,O,O
SJTOIZL,O,O,X,X,X,O,O
SJTOLIZ,O,O,X,X,X,O,O
SJTOLZI,O,O,X,X,X,O,O
SJTOZIL,O,O,X,X,X,O,O
SJTOZLI,O,O,X,X,X,O,O
SJITLZO,X,X,O,O,O,X,O
SJITLOZ,O,O,X,X,X,X,O
SJITZLO,X,X,O,O,O,X,O
SJITZOL,X,X,O,X,O,O,O
SJITOLZ,O,O,X,X,X,O,O
SJITOZL,O,O,X,X,X,O,O
SJILTZO,X,X,O,O,O,X,O
SJILTOZ,O,O,X,X,X,X,O
SJILZTO,X,X,O,O,O,X,O
SJILZOT,O,O,O,O,O,O,O
SJILOTZ,O,O,X,X,X,O,O
SJILOZT,O,O,O,O,O,O,O
SJIZTLO,X,X,O,O,O,X,O
SJIZTOL,X,X,O,X,O,O,O
SJIZLTO,X,X,O,O,O,X,O
SJIZLOT,O,O,O,O,O,O,O
SJIZOTL,O,O,O,X,O,O,O
SJIZOLT,O,O,O,O,O,O,O
SJIOTLZ,O,O,X,X,X,O,O
SJIOTZL,O,O,X,X,X,O,O
SJIOLTZ,O,O,X,X,X,O,O
SJIOLZT,O,O,O,O,O,O,O
SJIOZTL,O,O,O,X,O,O,O
SJIOZLT,O,O,O,O,O,O,O
SJLTIZO,X,X,O,O,O,X,O
SJLTIOZ,O,O,X,X,X,X,O
SJLTZIO,X,X,O,X,X,X,O
SJLTZOI,X,X,O,X,X,X,O
SJLTOIZ,O,O,X,X,X,X,O
SJLTOZI,O,O,X,X,X,X,O
SJLITZO,X,X,O,O,O,X,O
SJLITOZ,O,O,X,X,X,X,O
SJLIZTO,X,X,O,O,O,X,O
SJLIZOT,O,O,O,O,O,O,O
SJLIOTZ,O,O,X,X,X,O,O
SJLIOZT,O,O,O,O,O,O,O
SJLZTIO,X,X,O,X,X,X,O
SJLZTOI,X,X,O,X,X,X,O
SJLZITO,X,X,O,O,O,X,O
SJLZIOT,O,O,O,O,O,O,O
SJLZOTI,O,O,O,X,X,O,O
SJLZOIT,O,O,O,X,X,O,O
SJLOTIZ,O,O,X,X,X,O,O
SJLOTZI,O,O,X,X,X,O,O
SJLOITZ,O,O,X,X,X,O,O
SJLOIZT,O,O,O,O,O,O,O
SJLOZTI,O,O,O,X,X,O,O
SJLOZIT,O,O,O,X,X,O,O
SJZTILO,X,X,O,X,X,X,O
SJZTIOL,X,X,O,X,X,O,O
SJZTLIO,X,X,O,X,X,X,O
SJZTLOI,X,X,O,X,X,X,O
SJZTOIL,X,X,O,X,X,O,O
SJZTOLI,X,X,O,X,X,O,O
SJZITLO,X,X,O,O,O,X,O
SJZITOL,X,X,O,X,O,O,O
SJZILTO,X,X,O,O,O,X,O
SJZILOT,O,O,O,O,O,O,O
SJZIOTL,O,O,O,X,O,O,O
SJZIOLT,O,O,O,O,O,O,O
SJZLTIO,X,X,O,X,X,X,O
SJZLTOI,X,X,O,X,X,X,O
SJZLITO,X,X,O,O,O,X,O
SJZLIOT,O,O,O,O,O,O,O
SJZLOTI,O,O,O,X,X,O,O
SJZLOIT,O,O,O,X,X,O,O
SJZOTIL,O,O,O,X,X,O,O
SJZOTLI,O,O,O,X,X,O,O
SJZOITL,O,O,O,X,X,O,O
SJZOILT,O,O,O,X,X,O,O
SJZOLTI,O,O,O,X,X,O,O
SJZOLIT,O,O,O,X,X,O,O
SJOTILZ,O,O,X,X,X,O,O
SJOTIZL,O,O,X,X,X,O,O
SJOTLIZ,O,O,X,X,X,O,O
SJOTLZI,O,O,X,X,X,O,O
SJOTZIL,O,O,X,X,X,O,O
SJOTZLI,O,O,X,X,X,O,O
SJOITLZ,O,O,X,X,X,O,O
SJOITZL,O,O,X,X,X,O,O
SJOILTZ,O,O,X,X,X,O,O
SJOILZT,O,O,O,O,O,O,O
SJOIZTL,O,O,O,X,O,O,O
SJOIZLT,O,O,O,O,O,O,O
SJOLTIZ,O,O,X,X,X,O,O
SJOLTZI,O,O,X,X,X,O,O
SJOLITZ,O,O,X,X,X,O,O
SJOLIZT,O,O,O,O,O,O,O
SJOLZTI,O,O,O,X,X,O,O
SJOLZIT,O,O,O,X,X,O,O
SJOZTIL,O,O,O,X,X,O,O
SJOZTLI,O,O,O,X,X,O,O
SJOZITL,O,O,O,X,X,O,O
SJOZILT,O,O,O,X,X,O,O
SJOZLTI,O,O,O,X,X,O,O
SJOZLIT,O,O,O,X,X,O,O
SZTILJO,X,X,O,X,X,X,O
SZTILOJ,X,X,O,X,X,X,O
SZTIJLO,X,X,O,X,X,X,O
SZTIJOL,X,X,O,X,X,O,O
SZTIOLJ,X,X,O,X,X,O,O
SZTIOJL,X,X,O,X,X,O,O
SZTLIJO,X,X,O,X,X,X,O
SZTLIOJ,X,X,O,X,X,X,O
SZTLJIO,X,X,O,X,X,X,O
SZTLJOI,X,X,O,X,X,X,O
SZTLOIJ,X,X,O,X,X,X,O
SZTLOJI,X,X,O,X,X,X,O
SZTJILO,X,X,O,X,X,X,O
SZTJIOL,X,X,O,X,X,O,O
SZTJLIO,X,X,O,X,X,X,O
SZTJLOI,X,X,O,X,X,X,O
SZTJOIL,X,X,O,X,X,O,O
SZTJOLI,X,X,O,X,X,O,O
SZTOILJ,X,X,O,X,X,O,O
SZTOIJL,X,X,O,X,X,O,O
SZTOLIJ,X,X,O,X,X,O,O
SZTOLJI,X,X,O,X,X,O,O
SZTOJIL,X,X,O,X,X,O,O
SZTOJLI,X,X,O,X,X,O,O
SZITLJO,X,X,O,O,O,X,O
SZITLOJ,X,X,O,X,O,X,O
SZITJLO,X,X,O,O,O,X,O
SZITJOL,X,X,O,X,O,O,O
SZITOLJ,X,X,O,X,O,O,O
SZITOJL,X,X,O,X,O,O,O
SZILTJO,X,X,O,O,O,X,O
SZILTOJ,X,X,O,X,O,X,O
SZILJTO,X,X,O,O,O,X,O
SZILJOT,O,O,O,O,O,O,O
SZILOTJ,O,O,O,X,O,O,O
SZILOJT,O,O,O,O,O,O,O
SZIJTLO,X,X,O,O,O,X,O
SZIJTOL,X,X,O,X,O,O,O
SZIJLTO,X,X,O,O,O,X,O
SZIJLOT,O,O,O,O,O,O,O
SZIJOTL,O,O,O,X,O,O,O
SZIJOLT,O,O,O,O,O,O,O
SZIOTLJ,O,O,O,X,O,O,O
SZIOTJL,O,O,O,X,O,O,O
SZIOLTJ,O,O,O,X,O,O,O
SZIOLJT,O,O,O,O,O,O,O
SZIOJTL,O,O,O,X,O,O,O
SZIOJLT,O,O,O,O,O,O,O
SZLTIJO,X,X,O,X,X,X,O
SZLTIOJ,X,X,O,X,X,X,O
SZLTJIO,X,X,O,X,X,X,O
SZLTJOI,X,X,O,X,X,X,O
SZLTOIJ,X,X,O,X,X,X,O
SZLTOJI,X,X,O,X,X,X,O
SZLITJO,X,X,O,O,O,X,O
SZLITOJ,X,X,O,X,O,X,O
SZLIJTO,X,X,O,O,O,X,O
SZLIJOT,O,O,O,O,O,O,O
SZLIOTJ,O,O,O,X,O,O,O
SZLIOJT,O,O,O,O,O,O,O
SZLJTIO,X,X,O,X,X,X,O
SZLJTOI,X,X,O,X,X,X,O
SZLJITO,X,X,O,O,O,X,O
SZLJIOT,O,O,O,O,O,O,O
SZLJOTI,O,O,O,X,X,O,O
SZLJOIT,O,O,O,X,X,O,O
SZLOTIJ,O,O,O,X,X,O,O
SZLOTJI,O,O,O,X,X,O,O
SZLOITJ,O,O,O,X,X,O,O
SZLOIJT,O,O,O,X,X,O,O
SZLOJTI,O,O,O,X,X,O,O
SZLOJIT,O,O,O,X,X,O,O
SZJTILO,X,X,O,X,X,X,O
SZJTIOL,X,X,O,X,X,O,O
SZJTLIO,X,X,O,X,X,X,O
SZJTLOI,X,X,O,X,X,X,O
SZJTOIL,X,X,O,X,X,O,O
SZJTOLI,X,X,O,X,X,O,O
SZJITLO,X,X,O,O,O,X,O
SZJITOL,X,X,O,X,O,O,O
SZJILTO,X,X,O,O,O,X,O
SZJILOT,O,O,O,O,O,O,O
SZJIOTL,O,O,O,X,O,O,O
SZJIOLT,O,O,O,O,O,O,O
SZJLTIO,X,X,O,X,X,X,O
SZJLTOI,X,X,O,X,X,X,O
SZJLITO,X,X,O,O,O,X,O
SZJLIOT,O,O,O,O,O,O,O
SZJLOTI,O,O,O,X,X,O,O
SZJLOIT,O,O,O,X,X,O,O
SZJOTIL,O,O,O,X,X,O,O
SZJOTLI,O,O,O,X,X,O,O
SZJOITL,O,O,O,X,X,O,O
SZJOILT,O,O,O,X,X,O,O
SZJOLTI,O,O,O,X,X,O,O
SZJOLIT,O,O,O,X,X,O,O
SZOTILJ,O,O,O,X,X,O,O
SZOTIJL,O,O,O,X,X,O,O
SZOTLIJ,O,O,O,X,X,O,O
SZOTLJI,O,O,O,X,X,O,O
SZOTJIL,O,O,O,X,X,O,O
SZOTJLI,O,O,O,X,X,O,O
SZOITLJ,O,O,O,X,X,O,O
SZOITJL,O,O,O,X,X,O,O
SZOILTJ,O,O,O,X,X,O,O
SZOILJT,O,O,O,X,X,O,O
SZOIJTL,O,O,O,X,X,O,O
SZOIJLT,O,O,O,X,X,O,O
SZOLTIJ,O,O,O,X,X,O,O
SZOLTJI,O,O,O,X,X,O,O
SZOLITJ,O,O,O,X,X,O,O
SZOLIJT,O,O,O,X,X,O,O
SZOLJTI,O,O,O,X,X,O,O
SZOLJIT,O,O,O,X,X,O,O
SZOJTIL,O,O,O,X,X,O,O
SZOJTLI,O,O,O,X,X,O,O
SZOJITL,O,O,O,X,X,O,O
SZOJILT,O,O,O,X,X,O,O
SZOJLTI,O,O,O,X,X,O,O
SZOJLIT,O,O,O,X,X,O,O
SOTILJZ,O,O,X,X,X,O,O
SOTILZJ,O,O,X,X,X,O,O
SOTIJLZ,O,O,X,X,X,O,O
SOTIJZL,O,O,X,X,X,O,O
SOTIZLJ,O,O,X,X,X,O,O
SOTIZJL,O,O,X,X,X,O,O
SOTLIJZ,O,O,X,X,X,O,O
SOTLIZJ,O,O,X,X,X,O,O
SOTLJIZ,O,O,X,X,X,O,O
SOTLJZI,O,O,X,X,X,O,O
SOTLZIJ,O,O,X,X,X,O,O
SOTLZJI,O,O,X,X,X,O,O
SOTJILZ,O,O,X,X,X,O,O
SOTJIZL,O,O,X,X,X,O,O
SOTJLIZ,O,O,X,X,X,O,O
SOTJLZI,O,O,X,X,X,O,O
SOTJZIL,O,O,X,X,X,O,O
SOTJZLI,O,O,X,X,X,O,O
SOTZILJ,O,O,X,X,X,O,O
SOTZIJL,O,O,X,X,X,O,O
SOTZLIJ,O,O,X,X,X,O,O
SOTZLJI,O,O,X,X,X,O,O
SOTZJIL,O,O,X,X,X,O,O
SOTZJLI,O,O,X,X,X,O,O
SOITLJZ,O,O,X,X,X,O,O
SOITLZJ,O,O,X,X,X,O,O
SOITJLZ,O,O,X,X,X,O,O
SOITJZL,O,O,X,X,X,O,O
SOITZLJ,O,O,X,X,X,O,O
SOITZJL,O,O,X,X,X,O,O
SOILTJZ,O,O,X,X,X,O,O
SOILTZJ,O,O,X,X,X,O,O
SOILJTZ,O,O,X,X,X,O,O
SOILJZT,O,O,O,O,O,O,O
SOILZTJ,O,O,O,X,O,O,O
SOILZJT,O,O,O,O,O,O,O
SOIJTLZ,O,O,X,X,X,O,O
SOIJTZL,O,O,X,X,X,O,O
SOIJLTZ,O,O,X,X,X,O,O
SOIJLZT,O,O,O,O,O,O,O
SOIJZTL,O,O,O,X,O,O,O
SOIJZLT,O,O,O,O,O,O,O
SOIZTLJ,O,O,O,X,O,O,O
SOIZTJL,O,O,O,X,O,O,O
SOIZLTJ,O,O,O,X,O,O,O
SOIZLJT,O,O,O,O,O,O,O
SOIZJTL,O,O,O,X,O,O,O
SOIZJLT,O,O,O,O,O,O,O
SOLTIJZ,O,O,X,X,X,O,O
SOLTIZJ,O,O,X,X,X,O,O
SOLTJIZ,O,O,X,X,X,O,O
SOLTJZI,O,O,X,X,X,O,O
SOLTZIJ,O,O,X,X,X,O,O
SOLTZJI,O,O,X,X,X,O,O
SOLITJZ,O,O,X,X,X,O,O
SOLITZJ,O,O,X,X,X,O,O
SOLIJTZ,O,O,X,X,X,O,O
SOLIJZT,O,O,O,O,O,O,O
SOLIZTJ,O,O,O,X,O,O,O
SOLIZJT,O,O,O,O,O,O,O
SOLJTIZ,O,O,X,X,X,O,O
SOLJTZI,O,O,X,X,X,O,O
SOLJITZ,O,O,X,X,X,O,O
SOLJIZT,O,O,O,O,O,O,O
SOLJZTI,O,O,O,X,X,O,O
SOLJZIT,O,O,O,X,X,O,O
SOLZTIJ,O,O,O,X,X,O,O
SOLZTJI,O,O,O,X,X,O,O
SOLZITJ,O,O,O,X,X,O,O
SOLZIJT,O,O,O,X,X,O,O
SOLZJTI,O,O,O,X,X,O,O
SOLZJIT,O,O,O,X,X,O,O
SOJTILZ,O,O,X,X,X,O,O
SOJTIZL,O,O,X,X,X,O,O
SOJTLIZ,O,O,X,X,X,O,O
SOJTLZI,O,O,X,X,X,O,O
SOJTZIL,O,O,X,X,X,O,O
SOJTZLI,O,O,X,X,X,O,O
SOJITLZ,O,O,X,X,X,O,O
SOJITZL,O,O,X,X,X,O,O
SOJILTZ,O,O,X,X,X,O,O
SOJILZT,O,O,O,O,O,O,O
SOJIZTL,O,O,O,X,O,O,O
SOJIZLT,O,O,O,O,O,O,O
SOJLTIZ,O,O,X,X,X,O,O
SOJLTZI,O,O,X,X,X,O,O
SOJLITZ,O,O,X,X,X,O,O
SOJLIZT,O,O,O,O,O,O,O
SOJLZTI,O,O,O,X,X,O,O
SOJLZIT,O,O,O,X,X,O,O
SOJZTIL,O,O,O,X,X,O,O
SOJZTLI,O,O,O,X,X,O,O
SOJZITL,O,O,O,X,X,O,O
SOJZILT,O,O,O,X,X,O,O
SOJZLTI,O,O,O,X,X,O,O
SOJZLIT,O,O,O,X,X,O,O
SOZTILJ,O,O,O,X,X,O,O
SOZTIJL,O,O,O,X,X,O,O
SOZTLIJ,O,O,O,X,X,O,O
SOZTLJI,O,O,O,X,X,O,O
SOZTJIL,O,O,O,X,X,O,O
SOZTJLI,O,O,O,X,X,O,O
SOZITLJ,O,O,O,X,X,O,O
SOZITJL,O,O,O,X,X,O,O
SOZILTJ,O,O,O,X,X,O,O
SOZILJT,O,O,O,X,X,O,O
SOZIJTL,O,O,O,X,X,O,O
SOZIJLT,O,O,O,X,X,O,O
SOZLTIJ,O,O,O,X,X,O,O
SOZLTJI,O,O,O,X,X,O,O
SOZLITJ,O,O,O,X,X,O,O
SOZLIJT,O,O,O,X,X,O,O
SOZLJTI,O,O,O,X,X,O,O
SOZLJIT,O,O,O,X,X,O,O
SOZJTIL,O,O,O,X,X,O,O
SOZJTLI,O,O,O,X,X,O,O
SOZJITL,O,O,O,X,X,O,O
SOZJILT,O,O,O,X,X,O,O
SOZJLTI,O,O,O,X,X,O,O
SOZJLIT,O,O,O,X,X,O,O
ZTILJSO,X,X,O,X,X,X,X
ZTILJOS,X,X,O,X,X,O,X
ZTILSJO,X,X,O,X,X,X,X
ZTILSOJ,X,X,O,X,X,X,X
ZTILOJS,X,X,O,X,X,O,X
ZTILOSJ,X,X,O,X,X,O,X
ZTIJLSO,X,X,O,X,X,X,X
ZTIJLOS,X,X,O,X,X,O,X
ZTIJSLO,X,X,O,X,X,X,X
ZTIJSOL,X,X,O,X,X,O,X
ZTIJOLS,X,X,O,X,X,O,X
ZTIJOSL,X,X,O,X,X,O,X
ZTISLJO,X,X,O,X,X,X,X
ZTISLOJ,X,X,O,X,X,X,X
ZTISJLO,X,X,O,X,X,X,X
ZTISJOL,X,X,O,X,X,O,X
ZTISOLJ,X,X,O,X,X,O,X
ZTISOJL,X,X,O,X,X,O,X
ZTIOLJS,X,X,O,X,X,O,X
ZTIOLSJ,X,X,O,X,X,O,X
ZTIOJLS,X,X,O,X,X,O,X
ZTIOJSL,X,X,O,X,X,O,X
ZTIOSLJ,X,X,O,X,X,O,X
ZTIOSJL,X,X,O,X,X,O,X
ZTLIJSO,X,X,O,X,X,X,X
ZTLIJOS,X,X,O,X,X,O,X
ZTLISJO,X,X,O,X,X,X,X
ZTLISOJ,X,X,O,X,X,X,X
ZTLIOJS,X,X,O,X,X,O,X
ZTLIOSJ,X,X,O,X,X,O,X
ZTLJISO,X,X,O,X,X,X,X
ZTLJIOS,X,X,O,X,X,O,X
ZTLJSIO,X,X,O,X,X,X,X
ZTLJSOI,X,X,O,X,X,X,X
ZTLJOIS,X,X,O,X,X,O,X
ZTLJOSI,X,X,O,X,X,O,X
ZTLSIJO,X,X,O,X,X,X,X
ZTLSIOJ,X,X,O,X,X,X,X
ZTLSJIO,X,X,O,X,X,X,X
ZTLSJOI,X,X,O,X,X,X,X
ZTLSOIJ,X,X,O,X,X,X,X
ZTLSOJI,X,X,O,X,X,X,X
ZTLOIJS,X,X,O,X,X,O,X
ZTLOISJ,X,X,O,X,X,O,X
ZTLOJIS,X,X,O,X,X,O,X
ZTLOJSI,X,X,O,X,X,O,X
ZTLOSIJ,X,X,O,X,X,O,X
ZTLOSJI,X,X,O,X,X,O,X
ZTJILSO,X,X,O,X,X,X,X
ZTJILOS,X,X,O,X,X,O,X
ZTJISLO,X,X,O,X,X,X,X
ZTJISOL,X,X,O,X,X,O,X
ZTJIOLS,X,X,O,X,X,O,X
ZTJIOSL,X,X,O,X,X,O,X
ZTJLISO,X,X,O,X,X,X,X
ZTJLIOS,X,X,O,X,X,O,X
ZTJLSIO,X,X,O,X,X,X,X
ZTJLSOI,X,X,O,X,X,X,X
ZTJLOIS,X,X,O,X,X,O,X
ZTJLOSI,X,X,O,X,X,O,X
ZTJSILO,X,X,O,X,X,X,X
ZTJSIOL,X,X,O,X,X,O,X
ZTJSLIO,X,X,O,X,X,X,X
ZTJSLOI,X,X,O,X,X,X,X
ZTJSOIL,X,X,O,X,X,O,X
ZTJSOLI,X,X,O,X,X,O,X
ZTJOILS,X,X,O,X,X,O,X
ZTJOISL,X,X,O,X,X,O,X
ZTJOLIS,X,X,O,X,X,O,X
ZTJOLSI,X,X,O,X,X,O,X
ZTJOSIL,X,X,O,X,X,O,X
ZTJOSLI,X,X,O,X,X,O,X
ZTSILJO,X,X,O,X,X,X,X
ZTSILOJ,X,X,O,X,X,X,X
ZTSIJLO,X,X,O,X,X,X,X
ZTSIJOL,X,X,O,X,X,O,X
ZTSIOLJ,X,X,O,X,X,O,X
ZTSIOJL,X,X,O,X,X,O,X
ZTSLIJO,X,X,O,X,X,X,X
ZTSLIOJ,X,X,O,X,X,X,X
ZTSLJIO,X,X,O,X,X,X,X
ZTSLJOI,X,X,O,X,X,X,X
ZTSLOIJ,X,X,O,X,X,X,X
ZTSLOJI,X,X,O,X,X,X,X
ZTSJILO,X,X,O,X,X,X,X
ZTSJIOL,X,X,O,X,X,O,X
ZTSJLIO,X,X,O,X,X,X,X
ZTSJLOI,X,X,O,X,X,X,X
ZTSJOIL,X,X,O,X,X,O,X
ZTSJOLI,X,X,O,X,X,O,X
ZTSOILJ,X,X,O,X,X,O,X
ZTSOIJL,X,X,O,X,X,O,X
ZTSOLIJ,X,X,O,X,X,O,X
ZTSOLJI,X,X,O,X,X,O,X
ZTSOJIL,X,X,O,X,X,O,X
ZTSOJLI,X,X,O,X,X,O,X
ZTOILJS,X,X,O,X,X,O,X
ZTOILSJ,X,X,O,X,X,O,X
ZTOIJLS,X,X,O,X,X,O,X
ZTOIJSL,X,X,O,X,X,O,X
ZTOISLJ,X,X,O,X,X,O,X
ZTOISJL,X,X,O,X,X,O,X
ZTOLIJS,X,X,O,X,X,O,X
ZTOLISJ,X,X,O,X,X,O,X
ZTOLJIS,X,X,O,X,X,O,X
ZTOLJSI,X,X,O,X,X,O,X
ZTOLSIJ,X,X,O,X,X,O,X
ZTOLSJI,X,X,O,X,X,O,X
ZTOJILS,X,X,O,X,X,O,X
ZTOJISL,X,X,O,X,X,O,X
ZTOJLIS,X,X,O,X,X,O,X
ZTOJLSI,X,X,O,X,X,O,X
ZTOJSIL,X,X,O,X,X,O,X
ZTOJSLI,X,X,O,X,X,O,X
ZTOSILJ,X,X,O,X,X,O,X
ZTOSIJL,X,X,O,X,X,O,X
ZTOSLIJ,X,X,O,X,X,O,X
ZTOSLJI,X,X,O,X,X,O,X
ZTOSJIL,X,X,O,X,X,O,X
ZTOSJLI,X,X,O,X,X,O,X
ZITLJSO,X,X,O,O,O,X,X
ZITLJOS,X,X,O,X,O,O,X
ZITLSJO,X,X,O,O,O,X,X
ZITLSOJ,X,X,O,X,O,X,X
ZITLOJS,X,X,O,X,O,O,X
ZITLOSJ,X,X,O,X,O,O,X
ZITJLSO,X,X,O,O,O,X,X
ZITJLOS,X,X,O,X,O,O,X
ZITJSLO,X,X,O,O,O,X,X
ZITJSOL,X,X,O,X,O,O,X
ZITJOLS,X,X,O,X,O,O,X
ZITJOSL,X,X,O,X,O,O,X
ZITSLJO,X,X,O,O,O,X,X
ZITSLOJ,X,X,O,X,O,X,X
ZITSJLO,X,X,O,O,O,X,X
ZITSJOL,X,X,O,X,O,O,X
ZITSOLJ,X,X,O,X,O,O,X
ZITSOJL,X,X,O,X,O,O,X
ZITOLJS,X,X,O,X,O,O,X
ZITOLSJ,X,X,O,X,O,O,X
ZITOJLS,X,X,O,X,O,O,X
ZITOJSL,X,X,O,X,O,O,X
