sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB
LZTISJO,X,O,O,O,O,X,X,X,X,X,O,O,X
LZTISOJ,X,O,O,O,O,X,X,X,X,X,O,X,X
LZTIOJS,X,X,X,X,O,X,X,X,O,X,O,O,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LZTJISO,O,O,O,O,O,X,X,O,O,X,O,O,X
LZTJIOS,O,X,O,O,O,O,X,O,O,X,O,O,X
LZTJSIO,O,O,O,O,O,X,O,O,O,X,X,O,X
LZTJSOI,O,O,O,O,O,X,O,O,O,X,X,X,X
LZTJOIS,O,X,O,O,O,O,X,O,O,X,O,O,X
LZTJOSI,O,X,O,O,O,O,O,O,O,X,X,X,X
LZTSIJO,O,O,O,O,O,X,O,O,X,O,X,O,X
LZTSIOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LZTSJIO,O,O,O,O,O,O,O,O,X,X,X,O,X
LZTSJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZTSOIJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LZTSOJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZTOIJS,O,X,O,X,O,X,X,X,O,X,O,O,X
LZTOISJ,O,X,O,X,O,X,X,X,X,X,O,X,X
LZTOJIS,O,X,O,O,O,O,X,O,O,X,O,O,X
LZTOJSI,O,X,O,O,O,O,O,O,O,X,X,X,X
LZTOSIJ,O,X,O,O,O,X,X,O,X,O,X,X,X
LZTOSJI,O,X,O,O,O,O,X,O,X,X,X,X,X
LZITJSO,X,X,O,O,O,X,X,X,O,X,O,X,X
LZITJOS,X,X,O,O,O,X,X,X,O,X,O,X,X
LZITSJO,X,X,O,O,O,X,X,X,X,X,O,X,X
LZITSOJ,X,X,O,O,O,X,X,X,X,X,O,X,X
LZITOJS,X,X,X,X,O,X,X,X,O,X,O,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIJTSO,X,X,O,O,O,X,X,X,O,X,O,X,X
LZIJTOS,X,X,X,X,O,X,X,X,O,X,O,X,X
LZIJSTO,X,X,O,O,O,X,O,X,O,X,O,X,X
LZIJSOT,X,X,O,O,X,X,O,X,X,X,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X,O,X,O,X,X
LZIJOST,X,X,O,O,X,X,O,X,X,X,X,X,X
LZISTJO,X,O,O,O,O,X,O,X,X,X,O,X,X
LZISTOJ,X,O,O,O,O,X,X,X,X,X,O,X,X
LZISJTO,X,O,O,O,O,X,O,X,X,X,O,X,X
LZISJOT,X,O,O,O,X,X,O,X,X,X,X,X,X
LZISOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X
LZISOJT,X,O,O,O,X,X,O,X,X,X,X,X,X
LZIOTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOJST,X,X,X,X,X,X,O,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,X,X,O,O,O,X,X,O,O,X,O,O,X
LZJTIOS,X,X,O,O,O,O,X,O,O,X,O,O,X
LZJTSIO,X,X,O,O,O,X,O,O,O,X,X,O,X
LZJTSOI,X,X,O,O,O,X,O,O,O,X,X,X,X
LZJTOIS,X,X,O,O,O,O,X,O,O,X,O,O,X
LZJTOSI,X,X,O,O,O,O,O,O,O,X,X,X,X
LZJITSO,X,X,O,O,O,X,X,O,O,X,O,X,X
LZJITOS,X,X,X,X,O,O,X,O,O,X,O,X,X
LZJISTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LZJISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJIOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
LZJIOST,O,X,O,O,X,X,O,X,X,X,X,X,X
LZJSTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LZJSTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,O,X,O,O,O,X,X,X,X
LZJSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJSOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJOTIS,O,X,O,X,O,X,X,X,O,X,X,X,X
LZJOTSI,O,X,O,X,O,X,O,X,O,X,X,X,X
LZJOITS,O,X,O,X,O,X,X,X,O,X,X,X,X
LZJOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
LZJOSTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LZJOSIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LZSTIJO,O,O,O,O,O,X,O,O,X,O,X,X,X
LZSTIOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LZSTJIO,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSTJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LZSTOJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZSITJO,O,O,O,O,O,X,O,O,X,O,X,X,X
LZSITOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LZSIJTO,O,O,O,O,O,X,O,O,X,O,X,X,X
LZSIJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LZSIOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSJTOI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSJITO,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LZSOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZSOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LZSOIJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOTIJS,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOTISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOTJIS,O,X,O,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,X,O,O,O,X,O,X,X,X,X,X,X
LZOTSIJ,O,X,O,O,O,X,X,X,X,X,X,X,X
LZOTSJI,O,X,O,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOITSJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOIJTS,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOIJST,O,X,O,X,X,X,O,X,X,X,X,X,X
LZOISTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LZOISJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOJTSI,O,X,O,X,O,X,O,X,X,X,X,X,X
LZOJITS,O,X,O,X,O,X,X,X,X,X,X,X,X
LZOJIST,O,X,O,O,X,X,O,X,X,X,X,X,X
LZOJSTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LZOJSIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LZOSTIJ,O,X,O,O,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,O,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,O,O,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,O,O,X,X,O,X,X,X,X,X,X
LZOSJTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LZOSJIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,O,O,O,O,O,X,X,X,O
LOTIJZS,O,X,O,X,O,O,O,O,O,X,X,O,X
LOTISJZ,X,X,O,X,O,O,X,O,O,O,X,X,O
LOTISZJ,O,X,O,X,O,X,X,O,X,O,X,O,O
LOTIZJS,O,X,X,X,O,X,O,X,O,X,X,O,X
LOTIZSJ,O,X,X,X,O,X,X,X,X,X,X,O,X
LOTJISZ,O,X,O,O,O,O,O,O,O,X,X,X,O
LOTJIZS,O,X,O,O,O,O,O,O,O,X,X,O,X
LOTJSIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
LOTJSZI,O,O,O,O,O,O,O,O,O,X,X,X,O
LOTJZIS,O,O,O,O,O,O,O,O,O,X,X,O,X
LOTJZSI,O,O,O,O,O,O,O,O,O,X,X,O,O
LOTSIJZ,O,O,O,X,O,O,X,O,O,O,X,X,O
LOTSIZJ,O,O,O,O,O,X,X,O,X,O,X,O,O
LOTSJIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
LOTSJZI,O,O,O,O,O,O,O,O,O,X,X,X,O
LOTSZIJ,O,O,O,O,O,X,X,O,X,O,X,O,O
LOTSZJI,O,O,O,O,O,O,O,O,X,X,X,O,O
LOTZIJS,O,X,X,X,O,X,O,X,O,X,X,O,X
LOTZISJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LOTZJIS,O,O,O,O,O,O,O,O,O,X,X,O,X
LOTZJSI,O,O,O,O,O,O,O,O,O,X,X,O,O
LOTZSIJ,O,O,O,O,O,X,X,O,X,O,X,O,O
LOTZSJI,O,O,O,O,O,O,O,O,X,X,X,O,O
LOITJSZ,O,X,O,X,O,X,O,X,O,X,X,X,O
LOITJZS,O,X,O,X,O,X,X,X,O,X,X,X,X
LOITSJZ,X,X,O,X,O,X,X,X,O,X,X,X,O
LOITSZJ,O,X,O,X,O,X,X,X,X,X,X,X,O
LOITZJS,O,X,X,X,O,X,X,X,O,X,X,O,X
LOITZSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,O,X,O,X,O,X,O,X,X,X,X
LOIJTZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LOIJSTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X,O,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,O,X,X,O,X
LOIJZST,O,X,O,X,X,X,X,X,X,X,X,O,X
LOISTJZ,X,X,O,X,X,X,X,X,X,X,X,X,O
LOISTZJ,X,X,O,X,X,X,X,X,X,X,X,X,O
LOISJTZ,X,X,O,X,X,X,X,X,X,X,X,X,O
LOISJZT,X,X,O,X,X,X,X,X,X,X,X,X,O
LOISZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,O,X,X,X,X,X,X,X,X,O,O
LOIZTJS,O,X,X,X,O,X,X,X,X,X,X,O,X
LOIZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,O,X,X,X,X,X,X,O,X
LOIZJST,O,X,X,X,X,X,X,X,X,X,X,O,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,X,X,X,X,X,O,X
LOJTISZ,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
LOJTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTSZI,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
LOJTZSI,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJITSZ,X,X,O,X,O,O,O,O,O,X,X,X,X
LOJITZS,O,X,X,X,O,O,X,O,O,X,X,X,X
LOJISTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
LOJISZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJIZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,O,O,X,X,X,X,O
LOJSTZI,O,O,O,X,X,X,O,O,X,X,X,X,O
LOJSITZ,O,X,O,X,X,X,O,O,X,X,X,X,O
LOJSIZT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOJSZTI,O,O,O,O,X,X,O,X,X,X,X,X,O
LOJSZIT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOJZTIS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJZTSI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOSTIJZ,O,O,O,X,X,O,X,O,X,O,X,X,O
LOSTIZJ,O,O,O,O,X,X,X,O,X,O,X,X,O
LOSTJIZ,O,O,O,O,X,O,X,O,X,O,X,X,O
LOSTJZI,O,O,O,O,X,O,X,O,X,X,X,X,O
LOSTZIJ,O,O,O,O,X,X,X,O,X,O,X,X,O
LOSTZJI,O,O,O,O,X,O,X,O,X,X,X,X,O
LOSITJZ,O,O,O,X,X,X,X,O,X,O,X,X,O
LOSITZJ,O,O,O,X,X,X,X,O,X,O,X,X,O
LOSIJTZ,O,X,O,X,X,X,X,O,X,O,X,X,O
LOSIJZT,O,O,O,X,X,X,X,X,X,X,X,X,O
LOSIZTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSJTIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LOSJTZI,O,O,O,X,X,O,X,O,X,X,X,X,O
LOSJITZ,O,X,O,X,X,O,X,O,X,X,X,X,O
LOSJIZT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSJZTI,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSJZIT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSZTIJ,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSZTJI,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSZITJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSZJTI,O,O,O,O,X,X,X,X,X,X,X,X,O
LOSZJIT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOZTIJS,O,X,X,X,O,X,X,X,X,X,X,O,X
LOZTISJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LOZTJIS,O,O,O,O,O,X,X,X,X,X,X,O,X
LOZTJSI,O,O,O,O,O,X,O,X,X,X,X,O,O
LOZTSIJ,O,O,O,O,O,X,X,X,X,X,X,O,O
LOZTSJI,O,O,O,O,O,X,X,X,X,X,X,O,O
LOZITJS,O,X,X,X,O,X,X,X,X,X,X,O,X
LOZITSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,X,O,X,X,X,X,X,X,O,X
LOZIJST,O,X,X,X,X,X,O,X,X,X,X,O,X
LOZISTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X,X,O,X
LOZJTIS,O,X,O,X,O,X,X,X,X,X,X,O,X
LOZJTSI,O,X,O,X,O,X,O,X,X,X,X,O,X
LOZJITS,O,X,O,X,O,X,X,X,X,X,X,O,X
LOZJIST,O,O,O,O,X,X,O,X,X,X,X,O,X
LOZJSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,X,X,X,X,O
LOZSTJI,O,O,O,O,X,X,X,X,X,X,X,X,O
LOZSITJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,X,X,X,X,X,X,O
LOZSJTI,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZSJIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JTILSZO,O,O,O,O,X,O,O,O,O,O,X,X,X
JTILSOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTILZSO,O,O,O,O,X,X,O,O,O,X,O,O,X
JTILZOS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTILOSZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTILOZS,O,X,O,O,O,O,O,O,O,X,O,X,X
JTISLZO,O,O,O,O,X,O,O,O,X,O,X,X,X
JTISLOZ,O,X,O,O,X,O,O,O,X,O,X,X,X
JTISZLO,O,O,O,O,X,O,O,X,X,O,X,X,X
JTISZOL,O,O,O,O,X,O,X,X,X,O,X,X,X
JTISOLZ,O,X,O,O,X,O,O,O,X,O,X,X,X
JTISOZL,O,X,O,O,X,O,O,X,X,O,X,X,X
JTIZLSO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTIZLOS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTIZSLO,O,O,O,O,X,O,O,X,X,O,O,O,X
JTIZSOL,O,O,O,O,X,O,O,X,O,O,O,X,X
JTIZOLS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTIZOSL,O,O,O,O,X,O,O,X,O,O,O,X,X
JTIOLSZ,O,X,O,O,O,O,O,O,O,O,X,X,O
JTIOLZS,O,X,O,O,O,O,O,O,O,X,O,X,X
JTIOSLZ,O,O,O,O,X,O,O,O,X,O,X,X,O
JTIOSZL,O,O,O,O,X,O,O,X,X,O,X,X,O
JTIOZLS,O,O,O,O,O,O,O,O,O,X,O,X,X
JTIOZSL,O,O,O,O,X,O,O,X,O,O,O,X,X
JTLISZO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLISOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLIZSO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTLIZOS,O,X,O,O,O,O,O,O,O,X,X,O,X
JTLIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLSIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
JTLSIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTLSZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLSZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLSOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTLSOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
JTLZISO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTLZIOS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTLZSIO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTLZSOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JTLZOIS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTLZOSI,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLOISZ,O,X,O,O,O,O,O,O,O,X,X,X,O
JTLOIZS,O,X,O,O,O,O,O,O,O,X,X,O,X
JTLOSIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
JTLOSZI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTLOZIS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTLOZSI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTSILZO,O,O,O,O,X,O,O,O,X,O,X,X,X
JTSILOZ,O,X,O,O,X,O,O,O,X,O,X,X,X
JTSIZLO,O,O,O,O,X,O,O,X,X,O,X,X,X
JTSIZOL,O,O,O,O,X,O,X,X,X,O,X,X,X
JTSIOLZ,O,X,O,O,X,O,O,O,X,O,X,X,X
JTSIOZL,O,X,O,O,X,O,O,X,X,O,X,X,X
JTSLIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
JTSLIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTSLZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTSLZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JTSLOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
JTSLOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
JTSZILO,O,O,O,O,X,O,O,X,X,X,O,X,X
JTSZIOL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTSZLIO,O,O,O,O,O,O,O,X,O,X,X,X,X
JTSZLOI,O,O,O,O,O,O,O,X,O,X,X,X,X
JTSZOIL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTSZOLI,O,O,O,O,O,O,O,X,O,X,X,X,X
JTSOILZ,O,O,O,O,X,O,O,O,X,O,X,X,O
JTSOIZL,O,O,O,O,X,O,O,X,X,O,X,X,O
JTSOLIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
JTSOLZI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTSOZIL,O,O,O,O,X,O,O,X,O,X,O,X,O
JTSOZLI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTZILSO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTZILOS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTZISLO,O,O,O,O,X,O,O,X,X,X,O,O,X
JTZISOL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTZIOLS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTZIOSL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTZLISO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTZLIOS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTZLSIO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTZLSOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JTZLOIS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTZLOSI,O,X,O,O,O,O,O,O,O,X,X,X,X
JTZSILO,O,O,O,O,X,O,O,X,X,X,O,O,X
JTZSIOL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTZSLIO,O,O,O,O,O,O,O,X,O,X,X,O,X
JTZSLOI,O,O,O,O,O,O,O,X,O,X,X,X,X
JTZSOIL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X,O,X,X,X,X
JTZOILS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTZOISL,O,O,O,O,X,O,O,X,O,X,O,X,X
JTZOLIS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTZOLSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTZOSIL,O,O,O,O,X,O,O,X,O,X,O,X,O
JTZOSLI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTOILSZ,O,X,O,O,O,O,O,O,O,O,X,X,O
JTOILZS,O,X,O,O,O,O,O,O,O,X,O,O,X
JTOISLZ,O,O,O,O,X,O,O,O,X,O,X,X,O
JTOISZL,O,O,O,O,X,O,O,X,X,O,X,X,O
JTOIZLS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOIZSL,O,O,O,O,X,O,O,X,O,O,O,O,X
JTOLISZ,O,X,O,O,O,O,O,O,O,X,X,X,O
JTOLIZS,O,X,O,O,O,O,O,O,O,X,X,O,X
JTOLSIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
JTOLSZI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTOLZIS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOLZSI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTOSILZ,O,O,O,O,X,O,O,O,X,O,X,X,O
JTOSIZL,O,O,O,O,X,O,O,X,X,O,X,X,O
JTOSLIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
JTOSLZI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTOSZIL,O,O,O,O,X,O,O,X,O,X,O,X,O
JTOSZLI,O,O,O,O,O,O,O,X,O,X,X,X,O
JTOZILS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOZISL,O,O,O,O,X,O,O,X,O,X,O,O,X
JTOZLIS,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOZLSI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTOZSIL,O,O,O,O,X,O,O,X,O,X,O,O,O
JTOZSLI,O,O,O,O,O,O,O,X,O,X,X,O,O
JITLSZO,O,X,X,O,X,O,O,O,O,O,X,X,X
JITLSOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
JITLZSO,X,X,O,O,X,X,O,O,O,X,O,X,X
JITLZOS,X,X,X,X,O,O,O,O,O,X,O,X,X
JITLOSZ,X,X,O,X,O,O,O,O,O,O,X,X,X
JITLOZS,O,X,X,X,O,O,O,O,O,X,O,X,X
JITSLZO,O,X,X,O,X,O,O,O,X,O,X,X,X
JITSLOZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JITSZLO,O,X,X,O,X,O,O,X,X,O,X,X,X
JITSZOL,X,X,X,O,X,O,X,X,X,O,X,X,X
JITSOLZ,X,X,X,X,X,O,O,O,X,O,X,X,X
JITSOZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JITZLSO,X,X,O,O,O,X,O,O,O,X,O,X,X
JITZLOS,X,X,X,X,O,O,O,O,O,X,O,X,X
JITZSLO,X,O,O,O,X,O,O,X,X,O,O,X,X
JITZSOL,X,X,O,O,X,O,O,X,O,O,O,X,X
JITZOLS,X,X,O,X,O,O,O,O,O,X,O,X,X
JITZOSL,X,X,O,X,X,O,O,X,O,O,O,X,X
JITOLSZ,X,X,O,X,O,O,O,O,O,O,X,X,X
JITOLZS,O,X,X,X,O,O,O,O,O,X,O,X,X
JITOSLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JITOSZL,X,X,X,X,X,O,O,X,X,O,X,X,X
JITOZLS,O,X,X,X,O,O,O,O,O,X,O,X,X
JITOZSL,X,X,X,X,X,O,O,X,O,O,O,X,X
JILTSZO,O,X,X,O,X,O,O,O,O,O,X,X,X
JILTSOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
JILTZSO,X,X,O,O,X,X,X,O,O,X,O,X,X
JILTZOS,X,X,X,X,O,O,X,O,O,X,O,X,X
JILTOSZ,X,X,O,X,O,O,X,O,O,O,X,X,X
JILTOZS,O,X,X,X,O,O,X,O,O,X,O,X,X
JILSTZO,O,X,X,O,X,O,O,O,O,O,X,X,X
JILSTOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
JILSZTO,O,O,O,O,X,O,O,O,O,O,X,X,X
JILSZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
