sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
ZOSLTIJ,O,O,X,X,O,X,X
ZOSLTJI,O,O,X,X,O,X,X
ZOSLITJ,O,O,X,X,O,X,X
ZOSLIJT,O,X,X,O,O,O,X
ZOSLJTI,O,O,X,O,O,O,X
ZOSLJIT,O,X,X,O,O,O,X
ZOSJTIL,O,O,O,X,X,O,X
ZOSJTLI,O,O,O,O,O,O,X
ZOSJITL,O,X,O,X,X,O,X
ZOSJILT,O,X,X,X,X,O,X
ZOSJLTI,O,O,X,O,O,O,X
ZOSJLIT,O,X,X,O,O,O,X
OTILJSZ,X,X,O,X,X,X,X
OTILJZS,X,X,O,X,X,X,X
OTILSJZ,O,X,O,X,X,X,X
OTILSZJ,O,X,X,X,X,X,X
OTILZJS,O,X,O,X,X,X,X
OTILZSJ,O,X,O,X,X,X,X
OTIJLSZ,X,X,O,X,X,X,X
OTIJLZS,X,X,O,X,X,X,X
OTIJSLZ,X,O,O,X,X,O,X
OTIJSZL,X,O,X,X,X,O,X
OTIJZLS,X,O,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X
OTISLJZ,O,O,O,X,X,O,X
OTISLZJ,O,O,X,X,X,X,X
OTISJLZ,X,O,O,X,X,O,X
OTISJZL,X,O,X,X,X,O,X
OTISZLJ,O,O,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X
OTIZLJS,O,O,O,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X
OTIZSLJ,O,O,O,X,X,X,X
OTIZSJL,O,O,O,X,X,X,X
OTLIJSZ,X,X,O,O,X,X,X
OTLIJZS,X,X,O,O,X,X,X
OTLISJZ,O,X,O,X,X,X,X
OTLISZJ,O,X,X,X,O,X,X
OTLIZJS,O,X,O,O,X,X,X
OTLIZSJ,O,X,O,X,O,X,X
OTLJISZ,X,X,O,O,X,X,X
OTLJIZS,X,X,O,O,X,X,X
OTLJSIZ,X,X,O,O,X,X,X
OTLJSZI,X,X,O,O,X,X,X
OTLJZIS,X,X,O,O,X,X,X
OTLJZSI,X,X,O,O,X,X,X
OTLSIJZ,O,X,O,X,X,X,X
OTLSIZJ,O,X,X,X,O,X,X
OTLSJIZ,O,X,O,X,X,X,X
OTLSJZI,O,X,O,X,X,X,X
OTLSZIJ,O,X,O,X,O,X,X
OTLSZJI,O,X,O,X,O,X,X
OTLZIJS,O,X,O,O,X,X,X
OTLZISJ,O,X,O,X,O,X,X
OTLZJIS,O,X,O,O,X,X,X
OTLZJSI,O,X,O,O,X,X,X
OTLZSIJ,O,X,O,X,O,X,X
OTLZSJI,O,X,O,X,O,X,X
OTJILSZ,X,X,O,O,X,X,X
OTJILZS,X,X,O,O,X,X,X
OTJISLZ,X,O,O,X,X,O,X
OTJISZL,X,O,X,X,X,O,X
OTJIZLS,X,O,O,O,X,X,X
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,X,X,O,O,X,X,X
OTJLIZS,X,X,O,O,X,X,X
OTJLSIZ,X,X,O,O,X,X,X
OTJLSZI,X,X,O,O,X,X,X
OTJLZIS,X,X,O,O,X,X,X
OTJLZSI,X,X,O,O,X,X,X
OTJSILZ,X,O,O,X,X,O,X
OTJSIZL,X,O,X,X,X,O,X
OTJSLIZ,X,O,O,O,X,O,X
OTJSLZI,X,O,O,O,X,O,X
OTJSZIL,X,O,O,X,X,O,X
OTJSZLI,X,O,O,O,X,O,X
OTJZILS,X,O,O,O,X,X,X
OTJZISL,X,O,O,X,X,X,X
OTJZLIS,X,O,O,O,X,X,X
OTJZLSI,X,O,O,O,X,X,X
OTJZSIL,X,O,O,X,X,X,X
OTJZSLI,X,O,O,O,X,X,X
OTSILJZ,O,O,O,X,X,O,X
OTSILZJ,O,O,X,X,X,X,X
OTSIJLZ,X,O,O,X,X,O,X
OTSIJZL,X,O,X,X,X,O,X
OTSIZLJ,O,O,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,O,X
OTSLIZJ,O,O,X,X,O,X,X
OTSLJIZ,O,O,O,X,X,O,X
OTSLJZI,O,O,O,X,X,O,X
OTSLZIJ,O,O,O,X,O,X,X
OTSLZJI,O,O,O,X,O,X,X
OTSJILZ,X,O,O,X,X,O,X
OTSJIZL,X,O,X,X,X,O,X
OTSJLIZ,X,O,O,X,X,O,X
OTSJLZI,X,O,O,X,X,O,X
OTSJZIL,X,O,O,X,X,O,X
OTSJZLI,X,O,O,X,X,O,X
OTSZILJ,O,O,O,X,O,X,X
OTSZIJL,O,O,O,X,X,X,X
OTSZLIJ,O,O,O,X,O,X,X
OTSZLJI,O,O,O,X,O,X,X
OTSZJIL,O,O,O,X,X,X,X
OTSZJLI,O,O,O,X,O,X,X
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X
OTZIJLS,O,O,O,X,X,X,X
OTZIJSL,O,O,O,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X
OTZISJL,O,O,O,X,X,X,X
OTZLIJS,O,O,O,O,X,X,X
OTZLISJ,O,O,O,X,O,X,X
OTZLJIS,O,O,O,O,X,X,X
OTZLJSI,O,O,O,O,X,X,X
OTZLSIJ,O,O,O,X,O,X,X
OTZLSJI,O,O,O,X,O,X,X
OTZJILS,O,O,O,O,X,X,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,O,O,O,X,X,X
OTZJLSI,O,O,O,O,X,X,X
OTZJSIL,O,O,O,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,O,O,X,O,X,X
OTZSIJL,O,O,O,X,X,X,X
OTZSLIJ,O,O,O,X,O,X,X
OTZSLJI,O,O,O,X,O,X,X
OTZSJIL,O,O,O,X,X,X,X
OTZSJLI,O,O,O,X,O,X,X
OITLJSZ,X,X,O,X,X,X,X
OITLJZS,X,X,O,X,X,X,X
OITLSJZ,O,X,O,X,X,X,X
OITLSZJ,O,X,X,X,X,X,X
OITLZJS,O,X,O,X,X,X,X
OITLZSJ,O,X,O,X,X,X,X
OITJLSZ,X,X,O,X,X,X,X
OITJLZS,X,X,O,X,X,X,X
OITJSLZ,X,O,O,X,X,O,X
OITJSZL,X,O,X,X,X,O,X
OITJZLS,X,O,O,X,X,X,X
OITJZSL,X,O,O,X,X,X,X
OITSLJZ,O,O,O,X,X,O,X
OITSLZJ,O,O,X,X,X,X,X
OITSJLZ,X,O,O,X,X,O,X
OITSJZL,X,O,X,X,X,O,X
OITSZLJ,O,O,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X
OITZLJS,O,O,O,X,X,X,X
OITZLSJ,O,O,O,X,X,X,X
OITZJLS,O,O,O,X,X,X,X
OITZJSL,O,O,O,X,X,X,X
OITZSLJ,O,O,O,X,X,X,X
OITZSJL,O,O,O,X,X,X,X
OILTJSZ,X,X,O,O,X,X,X
OILTJZS,X,X,O,O,X,X,X
OILTSJZ,O,X,O,X,X,X,X
OILTSZJ,O,X,X,X,O,X,X
OILTZJS,O,X,O,O,X,X,X
OILTZSJ,O,X,X,X,O,X,X
OILJTSZ,X,X,O,O,X,X,X
OILJTZS,X,X,O,O,X,X,X
OILJSTZ,O,X,X,O,X,O,X
OILJSZT,O,X,X,X,O,O,X
OILJZTS,O,X,O,O,X,X,O
OILJZST,O,X,X,O,O,X,X
OILSTJZ,O,X,X,X,X,O,X
OILSTZJ,O,X,X,X,O,X,X
OILSJTZ,O,X,X,O,X,O,X
OILSJZT,O,X,X,X,O,O,X
OILSZTJ,O,X,X,X,O,X,X
OILSZJT,O,X,X,O,O,O,X
OILZTJS,O,X,O,O,X,X,O
OILZTSJ,O,X,O,X,O,X,X
OILZJTS,O,X,O,O,X,X,O
OILZJST,O,X,X,O,O,X,X
OILZSTJ,O,X,X,X,O,X,X
OILZSJT,O,X,X,O,O,X,X
OIJTLSZ,X,X,O,O,X,X,X
OIJTLZS,X,X,O,O,X,X,X
OIJTSLZ,X,X,O,X,X,O,X
OIJTSZL,X,X,X,X,X,O,X
OIJTZLS,X,X,O,O,X,X,X
OIJTZSL,X,X,O,X,X,X,X
OIJLTSZ,X,X,O,O,X,X,X
OIJLTZS,X,X,O,O,X,X,X
OIJLSTZ,O,X,X,O,X,O,X
OIJLSZT,O,X,X,X,X,O,X
OIJLZTS,O,X,O,O,X,X,O
OIJLZST,O,X,X,O,X,X,X
OIJSTLZ,X,X,O,X,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,O,X,X,X,X,O,X
OIJSLZT,O,X,X,X,X,O,X
OIJSZTL,O,X,O,X,X,O,X
OIJSZLT,O,X,X,X,X,O,X
OIJZTLS,O,X,O,O,X,X,X
OIJZTSL,O,X,O,X,X,X,X
OIJZLTS,O,X,O,O,X,X,O
OIJZLST,O,X,X,O,X,X,X
OIJZSTL,O,X,O,X,X,O,X
OIJZSLT,O,X,X,X,X,O,X
OISTLJZ,O,O,O,X,X,O,X
OISTLZJ,O,O,X,X,X,X,X
OISTJLZ,X,O,O,X,X,O,X
OISTJZL,X,O,X,X,X,O,X
OISTZLJ,O,O,X,X,X,X,X
OISTZJL,O,O,X,X,X,X,X
OISLTJZ,O,O,X,X,X,O,X
OISLTZJ,O,O,X,X,O,X,X
OISLJTZ,O,X,X,X,X,O,X
OISLJZT,O,X,X,X,O,O,X
OISLZTJ,O,O,X,X,O,X,X
OISLZJT,O,X,X,X,O,O,X
OISJTLZ,X,X,O,X,X,O,X
OISJTZL,X,X,X,X,X,O,X
OISJLTZ,O,X,X,X,X,O,X
OISJLZT,O,X,X,X,X,O,X
OISJZTL,O,X,O,X,X,O,X
OISJZLT,O,X,X,X,X,O,X
OISZTLJ,O,O,O,X,O,X,X
OISZTJL,O,O,O,X,X,X,X
OISZLTJ,O,O,X,X,O,X,X
OISZLJT,O,X,X,X,O,O,X
OISZJTL,O,X,O,X,X,O,X
OISZJLT,O,X,X,X,X,O,X
OIZTLJS,O,O,O,X,X,X,X
OIZTLSJ,O,O,O,X,X,X,X
OIZTJLS,O,O,O,X,X,X,X
OIZTJSL,O,O,O,X,X,X,X
OIZTSLJ,O,O,O,X,X,X,X
OIZTSJL,O,O,O,X,X,X,X
OIZLTJS,O,X,O,O,X,X,O
OIZLTSJ,O,X,O,X,O,X,X
OIZLJTS,O,X,O,O,X,X,O
OIZLJST,O,X,X,O,O,X,X
OIZLSTJ,O,X,X,X,O,X,X
OIZLSJT,O,X,X,O,O,X,X
OIZJTLS,O,X,O,O,X,X,X
OIZJTSL,O,X,O,X,X,X,X
OIZJLTS,O,X,O,O,X,X,O
OIZJLST,O,X,X,O,X,X,X
OIZJSTL,O,X,O,X,X,O,X
OIZJSLT,O,X,X,X,X,O,X
OIZSTLJ,O,O,O,X,O,X,X
OIZSTJL,O,O,O,X,X,X,X
OIZSLTJ,O,O,X,X,O,X,X
OIZSLJT,O,X,X,X,O,O,X
OIZSJTL,O,X,O,X,X,O,X
OIZSJLT,O,X,X,X,X,O,X
OLTIJSZ,X,X,O,O,X,X,X
OLTIJZS,X,X,O,O,X,X,X
OLTISJZ,O,X,O,X,X,X,X
OLTISZJ,O,X,X,X,O,X,X
OLTIZJS,O,X,O,O,X,X,X
OLTIZSJ,O,X,O,X,O,X,X
OLTJISZ,X,X,O,O,X,X,X
OLTJIZS,X,X,O,O,X,X,X
OLTJSIZ,X,X,O,O,X,X,X
OLTJSZI,X,X,O,O,X,X,X
OLTJZIS,X,X,O,O,X,X,X
OLTJZSI,X,X,O,O,X,X,X
OLTSIJZ,O,X,O,X,X,X,X
OLTSIZJ,O,X,X,X,O,X,X
OLTSJIZ,O,X,O,X,X,X,X
OLTSJZI,O,X,O,X,X,X,X
OLTSZIJ,O,X,O,X,O,X,X
OLTSZJI,O,X,O,X,O,X,X
OLTZIJS,O,X,O,O,X,X,X
OLTZISJ,O,X,O,X,O,X,X
OLTZJIS,O,X,O,O,X,X,X
OLTZJSI,O,X,O,O,X,X,X
OLTZSIJ,O,X,O,X,O,X,X
OLTZSJI,O,X,O,X,O,X,X
OLITJSZ,X,X,O,O,X,X,X
OLITJZS,X,X,O,O,X,X,X
OLITSJZ,O,X,O,X,X,X,X
OLITSZJ,O,X,X,X,O,X,X
OLITZJS,O,X,O,O,X,X,X
OLITZSJ,O,X,X,X,O,X,X
OLIJTSZ,X,X,O,O,X,X,X
OLIJTZS,X,X,O,O,X,X,X
OLIJSTZ,O,X,X,O,X,O,X
OLIJSZT,O,X,X,X,O,O,X
OLIJZTS,O,X,O,O,X,X,O
OLIJZST,O,X,X,O,O,X,X
OLISTJZ,O,X,X,X,X,O,X
OLISTZJ,O,X,X,X,O,X,X
OLISJTZ,O,X,X,O,X,O,X
OLISJZT,O,X,X,X,O,O,X
OLISZTJ,O,X,X,X,O,X,X
OLISZJT,O,X,X,O,O,O,X
OLIZTJS,O,X,O,O,X,X,O
OLIZTSJ,O,X,O,X,O,X,X
OLIZJTS,O,X,O,O,X,X,O
OLIZJST,O,X,X,O,O,X,X
OLIZSTJ,O,X,X,X,O,X,X
OLIZSJT,O,X,X,O,O,X,X
OLJTISZ,X,X,O,O,X,X,X
OLJTIZS,X,X,O,O,X,X,X
OLJTSIZ,X,X,O,O,X,X,X
OLJTSZI,X,X,O,O,X,X,X
OLJTZIS,X,X,O,O,X,X,X
OLJTZSI,X,X,O,O,X,X,X
OLJITSZ,X,X,O,O,X,X,X
OLJITZS,X,X,O,O,X,X,X
OLJISTZ,O,X,X,O,X,O,X
OLJISZT,O,X,X,X,O,O,X
OLJIZTS,O,X,O,O,X,X,O
OLJIZST,O,X,X,O,O,X,X
OLJSTIZ,O,X,X,O,X,O,X
OLJSTZI,O,X,X,O,X,O,X
OLJSITZ,O,X,X,O,X,O,X
OLJSIZT,O,X,X,X,O,O,X
OLJSZTI,O,X,X,O,O,O,X
OLJSZIT,O,X,X,O,O,O,X
OLJZTIS,O,X,O,O,X,X,O
OLJZTSI,O,X,O,O,X,X,O
OLJZITS,O,X,O,O,X,X,O
OLJZIST,O,X,X,O,O,X,X
OLJZSTI,O,X,X,O,O,X,X
OLJZSIT,O,X,X,O,O,X,X
OLSTIJZ,O,X,X,X,X,O,X
OLSTIZJ,O,X,X,X,O,X,X
OLSTJIZ,O,X,X,X,X,O,X
OLSTJZI,O,X,X,X,X,O,X
OLSTZIJ,O,X,X,X,O,X,X
OLSTZJI,O,X,X,X,O,X,X
OLSITJZ,O,X,X,X,X,O,X
OLSITZJ,O,X,X,X,O,X,X
OLSIJTZ,O,X,X,O,X,O,X
OLSIJZT,O,X,X,X,O,O,X
OLSIZTJ,O,X,X,X,O,X,X
OLSIZJT,O,X,X,O,O,O,X
OLSJTIZ,O,X,X,O,X,O,X
OLSJTZI,O,X,X,O,X,O,X
OLSJITZ,O,X,X,O,X,O,X
OLSJIZT,O,X,X,X,O,O,X
OLSJZTI,O,X,X,O,O,O,X
OLSJZIT,O,X,X,O,O,O,X
OLSZTIJ,O,X,X,X,O,X,X
OLSZTJI,O,X,X,X,O,X,X
OLSZITJ,O,X,X,X,O,X,X
OLSZIJT,O,X,X,O,O,O,X
OLSZJTI,O,X,X,O,O,O,X
OLSZJIT,O,X,X,O,O,O,X
OLZTIJS,O,X,O,O,X,X,O
OLZTISJ,O,X,O,X,O,X,X
OLZTJIS,O,X,O,O,X,X,O
OLZTJSI,O,X,O,O,X,X,O
OLZTSIJ,O,X,O,X,O,X,X
OLZTSJI,O,X,O,X,O,X,X
OLZITJS,O,X,O,O,X,X,O
OLZITSJ,O,X,O,X,O,X,X
OLZIJTS,O,X,O,O,X,X,O
OLZIJST,O,X,X,O,O,X,X
OLZISTJ,O,X,X,X,O,X,X
OLZISJT,O,X,X,O,O,X,X
OLZJTIS,O,X,O,O,X,X,O
OLZJTSI,O,X,O,O,X,X,O
OLZJITS,O,X,O,O,X,X,O
OLZJIST,O,X,X,O,O,X,X
OLZJSTI,O,X,X,O,O,X,X
OLZJSIT,O,X,X,O,O,X,X
OLZSTIJ,O,X,X,X,O,X,X
OLZSTJI,O,X,X,X,O,X,X
OLZSITJ,O,X,X,X,O,X,X
OLZSIJT,O,X,X,O,O,X,X
OLZSJTI,O,X,X,O,O,X,X
OLZSJIT,O,X,X,O,O,X,X
OJTILSZ,X,X,O,O,X,X,X
OJTILZS,X,X,O,O,X,X,X
OJTISLZ,X,X,O,X,X,O,X
OJTISZL,X,X,X,X,X,O,X
OJTIZLS,X,X,O,O,X,X,X
OJTIZSL,X,X,O,X,X,X,X
OJTLISZ,X,X,O,O,X,X,X
OJTLIZS,X,X,O,O,X,X,X
OJTLSIZ,X,X,O,O,X,X,X
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,O,O,X,X,X
OJTLZSI,X,X,O,O,X,X,X
OJTSILZ,X,X,O,X,X,O,X
OJTSIZL,X,X,X,X,X,O,X
OJTSLIZ,X,X,O,O,X,O,X
OJTSLZI,X,X,O,O,X,O,X
OJTSZIL,X,X,O,X,X,O,X
OJTSZLI,X,X,O,O,X,O,X
OJTZILS,X,X,O,O,X,X,X
OJTZISL,X,X,O,X,X,X,X
OJTZLIS,X,X,O,O,X,X,X
OJTZLSI,X,X,O,O,X,X,X
OJTZSIL,X,X,O,X,X,X,X
OJTZSLI,X,X,O,O,X,X,X
OJITLSZ,X,X,O,O,X,X,X
OJITLZS,X,X,O,O,X,X,X
OJITSLZ,X,X,O,X,X,O,X
OJITSZL,X,X,X,X,X,O,X
OJITZLS,X,X,O,O,X,X,X
OJITZSL,X,X,O,X,X,X,X
OJILTSZ,X,X,O,O,X,X,X
OJILTZS,X,X,O,O,X,X,X
OJILSTZ,O,X,X,O,X,O,X
OJILSZT,O,X,X,X,X,O,X
OJILZTS,O,X,O,O,X,X,O
OJILZST,O,X,X,O,X,X,X
OJISTLZ,X,X,O,X,X,O,X
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,O,X,X,X,X,O,X
OJISLZT,O,X,X,X,X,O,X
OJISZTL,O,X,O,X,X,O,X
OJISZLT,O,X,X,X,X,O,X
OJIZTLS,O,X,O,O,X,X,X
OJIZTSL,O,X,O,X,X,X,X
OJIZLTS,O,X,O,O,X,X,O
OJIZLST,O,X,X,O,X,X,X
OJIZSTL,O,X,O,X,X,O,X
OJIZSLT,O,X,X,X,X,O,X
OJLTISZ,X,X,O,O,X,X,X
OJLTIZS,X,X,O,O,X,X,X
OJLTSIZ,X,X,O,O,X,X,X
OJLTSZI,X,X,O,O,X,X,X
OJLTZIS,X,X,O,O,X,X,X
OJLTZSI,X,X,O,O,X,X,X
OJLITSZ,X,X,O,O,X,X,X
OJLITZS,X,X,O,O,X,X,X
OJLISTZ,O,X,X,O,X,O,X
OJLISZT,O,X,X,X,O,O,X
OJLIZTS,O,X,O,O,X,X,O
OJLIZST,O,X,X,O,O,X,X
OJLSTIZ,O,X,X,O,X,O,X
OJLSTZI,O,X,X,O,X,O,X
OJLSITZ,O,X,X,O,X,O,X
OJLSIZT,O,X,X,X,O,O,X
OJLSZTI,O,X,X,O,O,O,X
OJLSZIT,O,X,X,O,O,O,X
OJLZTIS,O,X,O,O,X,X,O
OJLZTSI,O,X,O,O,X,X,O
OJLZITS,O,X,O,O,X,X,O
OJLZIST,O,X,X,O,O,X,X
OJLZSTI,O,X,X,O,O,X,X
OJLZSIT,O,X,X,O,O,X,X
OJSTILZ,X,X,O,X,X,O,X
OJSTIZL,X,X,X,X,X,O,X
OJSTLIZ,X,X,O,O,X,O,X
OJSTLZI,X,X,O,O,X,O,X
OJSTZIL,X,X,O,X,X,O,X
OJSTZLI,X,X,O,O,X,O,X
OJSITLZ,X,X,O,X,X,O,X
OJSITZL,X,X,X,X,X,O,X
OJSILTZ,O,X,X,X,X,O,X
OJSILZT,O,X,X,X,X,O,X
OJSIZTL,O,X,O,X,X,O,X
OJSIZLT,O,X,X,X,X,O,X
OJSLTIZ,O,X,X,O,X,O,X
OJSLTZI,O,X,X,O,X,O,X
OJSLITZ,O,X,X,O,X,O,X
OJSLIZT,O,X,X,X,O,O,X
OJSLZTI,O,X,X,O,O,O,X
OJSLZIT,O,X,X,O,O,O,X
OJSZTIL,O,X,O,X,X,O,X
OJSZTLI,O,X,O,O,O,O,X
OJSZITL,O,X,O,X,X,O,X
OJSZILT,O,X,X,X,X,O,X
OJSZLTI,O,X,X,O,O,O,X
OJSZLIT,O,X,X,O,O,O,X
OJZTILS,O,X,O,O,X,X,X
OJZTISL,O,X,O,X,X,X,X
OJZTLIS,O,X,O,O,X,X,X
OJZTLSI,O,X,O,O,X,X,X
OJZTSIL,O,X,O,X,X,X,X
OJZTSLI,O,X,O,O,X,X,X
OJZITLS,O,X,O,O,X,X,X
OJZITSL,O,X,O,X,X,X,X
OJZILTS,O,X,O,O,X,X,O
OJZILST,O,X,X,O,X,X,X
OJZISTL,O,X,O,X,X,O,X
OJZISLT,O,X,X,X,X,O,X
OJZLTIS,O,X,O,O,X,X,O
OJZLTSI,O,X,O,O,X,X,O
OJZLITS,O,X,O,O,X,X,O
OJZLIST,O,X,X,O,O,X,X
OJZLSTI,O,X,X,O,O,X,X
OJZLSIT,O,X,X,O,O,X,X
OJZSTIL,O,X,O,X,X,O,X
OJZSTLI,O,X,O,O,O,O,X
OJZSITL,O,X,O,X,X,O,X
OJZSILT,O,X,X,X,X,O,X
OJZSLTI,O,X,X,O,O,O,X
OJZSLIT,O,X,X,O,O,O,X
OSTILJZ,O,O,O,X,X,O,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,X,O,O,X,X,O,X
OSTIJZL,X,O,X,X,X,O,X
OSTIZLJ,O,O,X,X,X,X,X
OSTIZJL,O,O,X,X,X,X,X
OSTLIJZ,O,O,O,X,X,O,X
OSTLIZJ,O,O,X,X,O,X,X
OSTLJIZ,O,O,O,X,X,O,X
OSTLJZI,O,O,O,X,X,O,X
OSTLZIJ,O,O,O,X,O,X,X
OSTLZJI,O,O,O,X,O,X,X
OSTJILZ,X,O,O,X,X,O,X
OSTJIZL,X,O,X,X,X,O,X
OSTJLIZ,X,O,O,X,X,O,X
OSTJLZI,X,O,O,X,X,O,X
OSTJZIL,X,O,O,X,X,O,X
OSTJZLI,X,O,O,X,X,O,X
OSTZILJ,O,O,O,X,O,X,X
OSTZIJL,O,O,O,X,X,X,X
OSTZLIJ,O,O,O,X,O,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,O,O,O,X,X,X,X
OSTZJLI,O,O,O,X,O,X,X
OSITLJZ,O,O,O,X,X,O,X
OSITLZJ,O,O,X,X,X,X,X
OSITJLZ,X,O,O,X,X,O,X
OSITJZL,X,O,X,X,X,O,X
OSITZLJ,O,O,X,X,X,X,X
OSITZJL,O,O,X,X,X,X,X
OSILTJZ,O,O,X,X,X,O,X
OSILTZJ,O,O,X,X,O,X,X
OSILJTZ,O,X,X,X,X,O,X
OSILJZT,O,X,X,X,O,O,X
OSILZTJ,O,O,X,X,O,X,X
OSILZJT,O,X,X,X,O,O,X
OSIJTLZ,X,X,O,X,X,O,X
OSIJTZL,X,X,X,X,X,O,X
OSIJLTZ,O,X,X,X,X,O,X
OSIJLZT,O,X,X,X,X,O,X
OSIJZTL,O,X,O,X,X,O,X
OSIJZLT,O,X,X,X,X,O,X
OSIZTLJ,O,O,O,X,O,X,X
OSIZTJL,O,O,O,X,X,X,X
OSIZLTJ,O,O,X,X,O,X,X
OSIZLJT,O,X,X,X,O,O,X
OSIZJTL,O,X,O,X,X,O,X
OSIZJLT,O,X,X,X,X,O,X
OSLTIJZ,O,O,X,X,X,O,X
OSLTIZJ,O,O,X,X,O,X,X
OSLTJIZ,O,O,X,X,X,O,X
OSLTJZI,O,O,X,X,X,O,X
OSLTZIJ,O,O,X,X,O,X,X
OSLTZJI,O,O,X,X,O,X,X
OSLITJZ,O,O,X,X,X,O,X
OSLITZJ,O,O,X,X,O,X,X
OSLIJTZ,O,X,X,O,X,O,X
OSLIJZT,O,X,X,X,O,O,X
OSLIZTJ,O,O,X,X,O,X,X
OSLIZJT,O,X,X,O,O,O,X
OSLJTIZ,O,X,X,O,X,O,X
OSLJTZI,O,X,X,O,X,O,X
OSLJITZ,O,X,X,O,X,O,X
OSLJIZT,O,X,X,X,O,O,X
OSLJZTI,O,X,X,O,O,O,X
OSLJZIT,O,X,X,O,O,O,X
OSLZTIJ,O,O,X,X,O,X,X
OSLZTJI,O,O,X,X,O,X,X
OSLZITJ,O,O,X,X,O,X,X
OSLZIJT,O,X,X,O,O,O,X
OSLZJTI,O,O,X,O,O,O,X
OSLZJIT,O,X,X,O,O,O,X
OSJTILZ,X,X,O,X,X,O,X
OSJTIZL,X,X,X,X,X,O,X
OSJTLIZ,X,X,O,O,X,O,X
OSJTLZI,X,X,O,O,X,O,X
OSJTZIL,X,X,O,X,X,O,X
OSJTZLI,X,X,O,O,X,O,X
OSJITLZ,X,X,O,X,X,O,X
OSJITZL,X,X,X,X,X,O,X
OSJILTZ,O,X,X,X,X,O,X
OSJILZT,O,X,X,X,X,O,X
OSJIZTL,O,X,O,X,X,O,X
OSJIZLT,O,X,X,X,X,O,X
OSJLTIZ,O,X,X,O,X,O,X
OSJLTZI,O,X,X,O,X,O,X
OSJLITZ,O,X,X,O,X,O,X
OSJLIZT,O,X,X,X,O,O,X
OSJLZTI,O,X,X,O,O,O,X
OSJLZIT,O,X,X,O,O,O,X
OSJZTIL,O,X,O,X,X,O,X
OSJZTLI,O,X,O,O,O,O,X
OSJZITL,O,X,O,X,X,O,X
OSJZILT,O,X,X,X,X,O,X
OSJZLTI,O,X,X,O,O,O,X
OSJZLIT,O,X,X,O,O,O,X
OSZTILJ,O,O,O,X,O,X,X
OSZTIJL,O,O,O,X,X,X,X
OSZTLIJ,O,O,O,X,O,X,X
OSZTLJI,O,O,O,X,O,X,X
OSZTJIL,O,O,O,X,X,X,X
OSZTJLI,O,O,O,X,O,X,X
OSZITLJ,O,O,O,X,O,X,X
OSZITJL,O,O,O,X,X,X,X
OSZILTJ,O,O,X,X,O,X,X
OSZILJT,O,X,X,X,O,O,X
OSZIJTL,O,X,O,X,X,O,X
OSZIJLT,O,X,X,X,X,O,X
OSZLTIJ,O,O,X,X,O,X,X
OSZLTJI,O,O,X,X,O,X,X
OSZLITJ,O,O,X,X,O,X,X
OSZLIJT,O,X,X,O,O,O,X
OSZLJTI,O,O,X,O,O,O,X
OSZLJIT,O,X,X,O,O,O,X
OSZJTIL,O,O,O,X,X,O,X
OSZJTLI,O,O,O,O,O,O,X
OSZJITL,O,X,O,X,X,O,X
OSZJILT,O,X,X,X,X,O,X
OSZJLTI,O,O,X,O,O,O,X
OSZJLIT,O,X,X,O,O,O,X
OZTILJS,O,O,O,X,X,X,X
OZTILSJ,O,O,O,X,X,X,X
OZTIJLS,O,O,O,X,X,X,X
OZTIJSL,O,O,O,X,X,X,X
OZTISLJ,O,O,O,X,X,X,X
OZTISJL,O,O,O,X,X,X,X
OZTLIJS,O,O,O,O,X,X,X
OZTLISJ,O,O,O,X,O,X,X
OZTLJIS,O,O,O,O,X,X,X
OZTLJSI,O,O,O,O,X,X,X
